POW_SA2_CODE_2021,TaTW_650_799_H_0,TaTW_650_799_H_1_19,TaTW_650_799_H_20_29,TaTW_650_799_H_30_34,TaTW_650_799_H_35_39,TaTW_650_799_H_40_44,TaTW_650_799_H_45_49,TaTW_650_799_H_50ov,TaTW_650_799_H_NS,TaTW_650_799_H_Tot,TaTW_800_999_H_0,TaTW_800_999_H_1_19,TaTW_800_999_H_20_29,TaTW_800_999_H_30_34,TaTW_800_999_H_35_39,TaTW_800_999_H_40_44,TaTW_800_999_H_45_49,TaTW_800_999_H_50ov,TaTW_800_999_H_NS,TaTW_800_999_H_Tot,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_19,TaTW_1000_1249_H_20_29,TaTW_1000_1249_H_30_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40_44,TaTW_1000_1249_H_45_49,TaTW_1000_1249_H_50ov,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_19,TaTW_1250_1499_H_20_29,TaTW_1250_1499_H_30_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40_44,TaTW_1250_1499_H_45_49,TaTW_1250_1499_H_50ov,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_19,TaTW_1500_1749_H_20_29,TaTW_1500_1749_H_30_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40_44,TaTW_1500_1749_H_45_49,TaTW_1500_1749_H_50ov,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_19,TaTW_1750_1999_H_20_29,TaTW_1750_1999_H_30_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40_44,TaTW_1750_1999_H_45_49,TaTW_1750_1999_H_50ov,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_19,TaTW_2000_2999_H_20_29,TaTW_2000_2999_H_30_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40_44,TaTW_2000_2999_H_45_49,TaTW_2000_2999_H_50ov,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000_3499_H_0,TaTW_3000_3499_H_1_19,TaTW_3000_3499_H_20_29,TaTW_3000_3499_H_30_34,TaTW_3000_3499_H_35_39,TaTW_3000_3499_H_40_44,TaTW_3000_3499_H_45_49,TaTW_3000_3499_H_50ov,TaTW_3000_3499_H_NS,TaTW_3000_3499_H_Tot,TaTW_3500mo_H_0,TaTW_3500mo_H_1_19,TaTW_3500mo_H_20_29,TaTW_3500mo_H_30_34,TaTW_3500mo_H_35_39,TaTW_3500mo_H_40_44,TaTW_3500mo_H_45_49,TaTW_3500mo_H_50ov,TaTW_3500mo_H_NS,TaTW_3500mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_19,TaTW_PINS_H_20_29,TaTW_PINS_H_30_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40_44,TaTW_PINS_H_45_49,TaTW_PINS_H_50ov,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_19,TaTW_Tot_H_20_29,TaTW_Tot_H_30_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40_44,TaTW_Tot_H_45_49,TaTW_Tot_H_50ov,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_19,CoPSW_NNI_H_20_29,CoPSW_NNI_H_30_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40_44,CoPSW_NNI_H_45_49,CoPSW_NNI_H_50ov,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_19,CoPSW_1_149_H_20_29,CoPSW_1_149_H_30_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40_44,CoPSW_1_149_H_45_49,CoPSW_1_149_H_50ov,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_19,CoPSW_150_299_H_20_29,CoPSW_150_299_H_30_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40_44,CoPSW_150_299_H_45_49,CoPSW_150_299_H_50ov,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_19,CoPSW_300_399_H_20_29,CoPSW_300_399_H_30_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40_44,CoPSW_300_399_H_45_49,CoPSW_300_399_H_50ov,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_19,CoPSW_400_499_H_20_29,CoPSW_400_499_H_30_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40_44,CoPSW_400_499_H_45_49,CoPSW_400_499_H_50ov,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_19,CoPSW_500_649_H_20_29,CoPSW_500_649_H_30_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40_44,CoPSW_500_649_H_45_49,CoPSW_500_649_H_50ov,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_19,CoPSW_650_799_H_20_29,CoPSW_650_799_H_30_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40_44,CoPSW_650_799_H_45_49,CoPSW_650_799_H_50ov,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_19,CoPSW_800_999_H_20_29,CoPSW_800_999_H_30_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40_44,CoPSW_800_999_H_45_49,CoPSW_800_999_H_50ov,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_19,CoPSW_1000_1249_H_20_29,CoPSW_1000_1249_H_30_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40_44,CoPSW_1000_1249_H_45_49,CoPSW_1000_1249_H_50ov,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot
302011024,3,0,3,0,3,0,0,0,0,15,0,0,6,3,5,4,3,4,0,24,7,0,0,3,8,6,0,0,0,26,0,6,0,0,4,0,0,0,0,11,0,0,0,0,8,3,0,0,0,14,6,0,0,0,3,0,0,0,0,15,0,0,0,0,5,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,15,19,14,32,25,8,14,4,137,0,0,0,0,0,0,0,0,0,0,6,14,3,0,0,0,0,0,0,28,6,18,5,0,0,0,0,0,0,24,3,9,0,0,0,0,0,0,0,22,6,7,8,5,0,0,0,0,0,26,14,4,19,9,3,4,0,0,0,56,5,9,18,17,16,5,0,5,0,74,3,3,10,19,24,6,0,8,0,75,10,5,14,5,18,12,0,3,0,60
302011025,3,0,3,4,10,4,3,7,0,33,6,12,10,0,12,5,0,4,0,48,4,3,5,0,11,10,4,5,0,41,3,0,0,0,4,3,3,3,0,21,0,3,5,0,0,9,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,32,18,45,44,14,16,0,234,0,0,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,33,14,24,0,0,0,0,0,0,0,32,8,18,0,0,0,0,0,0,0,35,7,18,13,0,0,0,0,0,0,35,13,25,17,7,0,0,0,0,0,64,5,13,10,11,13,4,0,0,0,48,3,6,9,3,7,4,0,0,0,39,0,4,0,3,10,0,0,0,0,22
302011026,0,4,0,5,8,0,3,0,0,22,0,0,9,0,10,3,0,0,0,27,0,0,0,0,10,6,5,3,0,26,0,0,0,0,8,3,0,0,0,12,0,3,0,0,6,3,3,5,0,14,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,4,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,21,11,37,25,15,17,4,151,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,20,8,11,0,0,0,0,0,0,0,21,10,17,3,0,0,0,0,0,0,31,6,15,11,3,0,0,0,0,0,40,8,19,21,8,0,0,0,0,0,54,6,7,25,12,5,0,0,0,0,64,3,14,7,15,19,4,0,0,0,72,4,5,8,6,7,5,4,4,0,40
302021027,5,0,3,4,9,8,6,9,0,47,12,0,7,6,24,12,4,8,0,79,7,0,3,5,21,26,8,6,0,74,0,0,5,0,13,9,7,7,0,38,0,9,6,4,4,13,0,3,0,30,0,3,0,0,0,6,6,6,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,41,41,44,26,76,90,30,40,4,392,4,0,0,0,0,0,0,0,0,4,19,20,0,0,0,0,0,0,0,44,22,30,3,0,0,0,0,0,0,53,17,30,12,0,0,0,0,0,0,60,16,20,11,3,0,0,0,0,0,53,12,32,35,15,3,5,0,0,0,100,20,18,42,33,9,8,3,3,0,139,11,16,28,22,31,5,0,0,0,123,7,12,11,11,27,5,0,0,0,76
302021028,23,12,24,23,24,6,4,0,0,113,24,7,14,11,58,13,5,6,0,138,17,5,15,16,61,36,3,4,0,166,0,5,10,10,44,35,4,7,4,115,3,0,0,4,24,14,7,5,0,64,3,0,4,8,18,17,0,11,0,60,3,0,0,0,10,15,4,10,0,46,0,0,0,0,0,5,0,7,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,12,119,96,107,69,246,139,27,59,20,881,3,3,0,0,0,0,0,0,0,12,49,46,0,4,0,0,0,0,0,94,35,59,8,4,0,0,0,0,0,106,35,45,20,0,0,0,0,0,5,111,31,48,38,0,0,3,3,0,3,127,63,64,90,31,16,6,0,3,0,264,62,60,109,51,41,22,0,8,6,363,52,48,78,68,83,30,4,3,3,383,46,28,48,78,101,69,11,13,0,399
302021029,0,0,0,0,0,0,0,0,0,10,3,0,0,0,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,13,3,0,0,3,3,8,0,0,0,19,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,14,14,13,30,5,9,0,102,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,13,3,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,12,4,11,4,0,0,0,0,0,0,21,0,6,8,3,0,0,0,0,0,22,6,4,10,14,4,5,0,0,0,37,0,3,8,3,15,0,0,0,0,38,0,3,4,5,11,0,0,0,0,16
302021030,5,3,11,4,36,26,9,5,0,100,12,5,6,12,80,51,10,12,0,193,12,11,4,7,105,103,22,26,4,289,11,11,0,5,95,82,29,29,0,255,10,6,0,9,47,77,25,31,3,212,11,3,0,7,45,66,10,29,5,168,19,4,3,10,58,95,26,53,4,270,3,5,0,0,4,14,5,13,0,47,0,4,0,0,0,4,0,5,0,18,0,0,0,0,6,4,0,6,0,12,95,74,43,62,504,549,133,206,17,1686,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,15,7,13,3,0,0,0,0,0,0,21,4,12,6,0,0,0,0,0,0,21,5,7,13,4,0,3,0,0,0,26,11,15,21,0,3,0,0,3,4,57,6,13,20,14,5,0,0,3,0,60,11,8,15,10,22,7,0,0,0,73,5,5,3,3,22,7,4,4,0,44
302021031,7,6,5,6,16,21,5,0,0,70,8,3,5,7,47,30,12,3,3,121,9,9,5,4,55,34,6,6,5,138,4,6,6,0,22,34,15,13,0,104,0,3,0,0,10,29,8,12,0,72,0,0,0,0,3,16,4,8,0,31,0,0,3,0,7,17,10,14,0,48,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,7,43,54,39,24,177,213,59,70,8,693,0,0,0,0,0,0,0,0,0,0,24,17,0,0,0,0,0,0,0,44,13,27,7,0,0,0,0,0,0,39,17,22,5,0,0,0,0,0,0,44,8,12,10,0,0,3,0,0,0,35,10,10,30,6,0,0,0,0,0,60,10,16,25,20,13,3,0,4,0,87,11,12,17,13,20,9,0,0,6,96,6,10,4,6,8,6,0,3,0,51
302021032,3,5,13,8,15,13,3,9,0,79,7,9,13,8,26,30,4,6,0,106,6,10,9,8,95,70,12,9,0,226,9,5,0,0,31,44,8,26,0,135,5,0,0,0,19,29,10,21,0,89,3,5,3,0,12,31,8,6,0,65,9,4,4,3,17,38,11,19,0,103,0,0,0,0,6,10,5,5,0,16,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,60,86,62,45,230,270,74,109,8,931,0,0,0,0,0,0,0,0,0,0,23,24,0,0,0,0,0,0,0,40,11,23,4,4,0,0,0,0,0,35,9,18,0,0,0,0,0,0,0,30,12,17,12,5,0,0,0,0,0,46,14,26,29,4,0,0,0,0,0,77,15,21,29,9,15,3,0,0,0,94,10,16,14,18,19,5,0,6,0,84,8,7,15,4,16,3,4,0,0,61
302021033,7,3,4,6,4,0,3,4,3,24,0,3,0,7,3,3,3,0,0,27,0,4,3,0,6,9,4,0,0,27,0,0,0,0,3,10,4,0,0,27,0,0,0,0,0,3,0,6,0,12,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,19,11,22,31,16,15,8,165,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,6,8,0,0,0,0,0,0,0,12,4,8,0,0,0,0,0,0,0,16,3,12,12,0,0,0,0,0,0,29,4,11,16,9,0,0,0,3,0,41,0,11,14,3,4,0,0,0,0,43,3,0,8,6,6,0,0,7,0,34,3,6,5,12,6,3,0,0,0,33
302021034,0,3,9,0,3,5,0,7,0,23,7,0,0,0,5,0,0,5,0,23,6,0,0,3,10,10,0,3,0,26,0,0,0,4,3,3,8,6,0,23,0,0,0,0,3,9,0,7,0,25,0,0,0,0,5,4,0,7,0,22,0,0,0,0,6,6,0,4,0,25,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,31,13,15,12,43,42,17,39,3,212,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,11,4,5,0,0,0,0,0,0,0,10,0,10,3,0,0,0,0,0,0,16,0,9,6,0,0,0,0,0,0,14,0,12,8,7,4,0,0,0,0,37,12,5,8,4,4,4,0,0,0,35,3,4,3,3,13,5,0,0,0,30,4,0,4,0,12,0,0,0,0,24
302031035,5,0,3,0,3,0,0,0,0,12,0,6,0,5,4,6,0,0,0,25,6,4,3,3,14,6,0,5,0,44,0,0,0,0,6,11,0,6,0,27,0,0,0,0,0,5,3,3,0,8,0,0,0,0,0,0,0,5,0,12,0,0,0,0,3,6,0,4,0,10,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,17,28,14,19,40,45,13,32,3,198,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,19,10,16,0,0,0,0,0,0,0,25,6,14,3,5,0,0,0,0,0,23,0,20,8,0,0,0,0,0,0,38,8,13,17,3,4,0,0,0,0,48,3,5,17,10,9,0,0,0,0,54,6,4,12,6,16,0,0,4,0,46,4,0,6,0,13,8,0,3,0,36
302031036,7,9,11,5,21,20,7,3,0,88,11,7,18,10,77,65,20,9,7,233,28,15,11,17,138,106,21,31,9,370,9,11,5,10,174,124,34,37,0,404,20,3,7,20,178,152,48,42,0,468,23,4,6,13,127,152,37,51,4,415,34,12,9,20,190,268,72,110,0,728,12,0,5,11,38,50,29,34,0,171,7,0,5,3,8,14,14,22,0,68,0,0,0,0,0,4,0,3,3,19,163,78,98,132,959,957,288,345,40,3056,10,0,3,0,0,0,0,0,0,7,11,13,0,0,0,0,0,0,4,23,6,11,3,0,0,0,0,0,0,21,17,16,10,0,0,3,0,0,0,37,23,20,13,5,0,0,0,0,5,56,47,33,31,7,0,5,0,0,0,125,74,40,62,13,21,7,0,0,6,236,74,56,53,42,82,22,5,9,3,354,85,42,55,42,102,57,24,18,6,438
302031037,8,10,4,9,28,31,6,10,0,110,19,9,13,17,81,76,9,6,0,233,21,13,15,11,149,122,40,31,3,400,15,9,4,8,150,139,44,38,0,404,15,3,4,10,86,129,44,46,0,341,5,6,0,3,49,87,31,48,0,230,11,6,4,7,44,109,47,85,0,313,3,0,0,0,3,12,8,14,0,39,3,0,0,0,0,0,0,15,0,18,0,0,0,0,4,3,0,3,5,20,100,82,71,61,611,740,240,305,18,2226,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,16,14,5,0,0,0,0,0,0,0,12,9,9,0,0,0,0,0,0,0,19,8,6,9,0,0,0,0,0,0,28,16,10,3,4,0,0,0,0,5,36,3,6,8,9,6,0,0,0,0,32,8,3,8,8,9,8,0,0,0,48,5,3,0,7,12,9,0,6,3,44
302031038,8,5,12,3,40,24,3,9,4,107,10,12,14,8,94,78,22,19,3,260,12,10,5,8,128,130,31,30,4,361,11,6,5,3,82,113,30,43,0,296,13,4,3,6,48,89,24,44,0,232,0,6,0,5,37,61,23,38,4,172,9,4,4,10,42,91,33,80,0,269,0,0,0,0,10,19,3,5,0,42,4,5,0,0,7,11,7,8,0,47,0,0,0,0,5,4,0,0,5,10,77,87,69,54,516,655,185,289,17,1953,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,6,11,0,0,0,0,0,0,0,15,4,14,5,0,0,0,0,0,0,27,5,9,6,0,0,0,0,0,0,15,0,11,6,4,3,0,0,0,0,32,9,4,12,6,8,0,0,3,0,40,0,3,19,4,17,5,3,0,5,52,4,3,3,6,13,10,0,7,0,42
302031039,10,5,13,0,38,19,3,7,4,101,4,9,10,3,70,37,3,8,3,146,13,8,3,4,85,80,13,21,0,235,8,3,9,3,62,78,35,24,4,222,3,6,3,3,35,62,25,32,0,171,5,0,0,0,16,42,19,28,0,112,4,0,3,5,21,48,38,53,3,165,0,0,0,0,0,6,5,9,0,19,0,0,0,0,5,5,0,19,0,29,0,0,0,0,0,4,0,0,0,5,59,63,60,33,355,378,144,198,18,1308,0,0,3,0,0,0,0,0,0,4,5,15,0,0,0,0,0,0,0,26,3,11,5,0,0,0,0,0,0,17,7,9,7,0,0,0,0,0,0,16,4,11,11,7,0,0,0,0,0,37,9,20,19,8,0,0,0,3,0,62,14,13,17,20,18,6,0,0,5,83,4,15,13,21,19,9,0,3,0,88,0,7,9,14,32,12,3,4,0,85
302031040,10,11,11,8,17,14,5,0,0,80,11,11,7,3,31,16,5,5,0,99,10,10,7,0,40,36,0,11,0,109,3,3,7,0,8,26,5,3,0,56,5,0,0,0,19,15,0,5,0,49,3,0,0,0,3,12,0,3,0,19,0,0,0,0,4,9,0,9,0,23,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,6,0,0,7,60,62,49,21,122,135,21,44,5,530,0,0,0,0,0,0,0,0,0,3,16,23,0,0,0,0,0,0,0,34,8,31,0,0,0,0,0,0,0,43,20,23,10,0,0,0,0,0,0,50,14,21,8,5,0,0,0,0,0,50,16,40,32,4,9,0,0,0,0,108,27,18,33,13,19,3,0,0,6,115,20,19,24,18,21,9,0,5,0,110,12,14,11,4,36,16,0,6,0,91
302041041,3,4,5,0,0,0,0,0,0,22,3,0,6,3,7,3,0,4,0,36,3,0,0,0,9,17,0,6,0,47,7,3,0,0,10,16,0,10,0,37,0,3,0,0,4,5,0,8,0,18,0,0,0,0,0,5,3,6,0,7,0,0,0,0,0,4,0,6,0,12,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,42,22,14,36,56,9,30,0,234,0,0,0,0,0,0,0,0,0,5,8,3,0,0,0,0,0,0,0,13,0,13,3,0,0,0,0,0,0,20,11,10,5,0,0,0,0,0,0,21,5,15,4,4,0,0,0,0,0,36,5,17,21,0,4,3,0,4,5,55,10,14,15,15,12,3,0,0,0,74,4,13,15,12,29,6,0,4,0,72,4,0,13,16,20,7,0,5,0,67
302041042,0,3,3,3,6,6,0,5,0,27,3,4,4,0,6,9,5,0,0,28,0,3,4,0,11,9,4,0,0,27,3,5,0,6,0,10,5,8,0,28,0,0,0,0,5,11,0,4,0,18,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,19,16,32,62,13,29,3,202,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,14,4,6,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,10,4,18,4,4,0,3,0,0,0,34,10,15,13,6,4,0,0,0,0,50,3,7,22,8,3,4,0,0,0,59,10,11,14,12,13,5,0,0,3,71,7,5,10,16,15,13,0,3,0,69
302041043,0,0,0,0,0,0,0,3,0,14,0,0,0,0,6,7,0,0,0,10,0,0,0,0,14,10,0,0,0,18,0,0,0,0,3,10,0,3,0,13,0,3,0,0,0,0,4,0,0,8,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,6,24,25,8,12,5,113,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,10,6,9,9,4,3,0,0,0,0,25,9,0,8,3,6,0,0,0,0,32,4,0,11,7,16,0,0,0,0,33,0,0,0,7,5,0,0,0,0,19
302041044,3,5,14,7,8,3,0,0,0,40,11,8,5,5,24,19,5,3,0,80,0,10,0,10,25,25,6,14,4,87,0,0,0,5,4,16,4,5,0,44,0,0,0,0,4,9,0,8,0,31,0,0,0,0,0,8,0,11,0,19,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,50,34,24,89,99,17,45,3,394,0,0,0,0,0,0,0,0,0,4,19,33,0,0,0,0,0,0,0,51,15,23,3,0,0,0,0,0,0,37,13,26,3,3,0,0,0,0,0,47,9,27,24,0,0,3,0,0,0,63,12,24,50,8,0,0,0,0,0,100,17,22,38,27,6,4,0,0,3,118,12,12,21,24,33,14,0,5,3,133,5,13,8,15,23,3,0,8,0,74
302041045,5,3,0,4,9,0,0,0,0,21,3,0,0,4,11,3,0,0,0,24,5,0,0,0,12,11,0,0,0,31,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,28,17,11,43,20,3,10,0,156,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,19,5,9,0,0,0,0,0,0,0,15,7,7,4,0,0,0,0,0,0,20,5,12,16,5,0,0,0,0,0,36,15,21,28,3,0,0,0,0,0,75,13,14,31,34,23,6,4,4,0,128,8,15,19,33,32,6,0,0,3,120,7,6,14,26,28,11,3,3,0,94
302041046,0,0,0,4,4,0,0,5,0,17,3,0,0,4,12,9,5,0,0,31,0,0,3,3,24,21,3,3,0,56,0,0,0,0,17,7,5,6,0,34,0,0,0,0,5,3,4,5,0,23,0,0,0,0,3,0,0,5,0,13,0,0,0,0,0,7,3,5,0,13,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,16,16,12,11,64,60,17,31,0,226,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,19,5,7,0,0,0,0,0,0,0,19,7,4,0,0,0,0,0,0,0,13,0,11,6,0,0,0,0,0,0,20,5,13,17,6,0,0,0,0,0,39,8,8,15,8,0,0,0,0,0,45,4,6,10,10,10,4,0,0,0,47,3,5,11,9,22,6,4,3,0,65
303011047,3,3,3,3,5,9,0,3,0,35,7,3,4,6,10,7,7,7,0,51,6,0,0,0,15,18,0,10,0,55,5,0,4,0,8,18,0,4,0,36,0,0,3,0,7,16,0,3,0,34,0,0,0,0,0,4,4,3,0,18,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,32,26,34,14,53,75,14,44,0,310,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,30,6,22,4,0,0,0,0,0,0,33,3,15,3,0,0,0,0,0,0,22,7,18,10,4,0,0,0,0,0,41,5,22,26,4,0,0,0,0,0,59,12,3,19,13,13,0,0,0,0,68,4,11,11,8,19,0,0,0,0,52,5,3,3,3,20,8,4,3,0,51
303011048,6,5,11,0,0,7,3,0,0,38,9,0,3,5,19,9,3,3,0,49,9,5,5,7,26,14,9,5,0,72,9,0,0,0,16,13,6,9,0,55,11,0,0,0,23,18,7,14,4,72,3,0,0,0,13,21,3,0,0,46,4,0,0,0,10,12,8,15,0,54,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,57,40,32,19,117,108,41,54,9,470,0,0,0,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,34,10,27,8,0,0,0,0,0,0,44,8,19,10,0,0,0,0,0,0,38,13,6,15,4,0,0,0,0,0,41,16,11,26,3,9,5,0,0,0,61,3,18,23,19,16,4,0,0,0,90,4,7,17,11,32,3,0,0,0,69,8,10,7,3,23,7,0,10,0,65
303011049,5,4,8,4,6,4,0,0,0,34,3,0,10,4,13,8,3,0,0,45,3,0,5,0,15,19,12,4,5,57,0,3,0,4,9,10,7,10,0,43,0,0,5,0,4,18,0,6,0,31,0,0,0,0,0,8,0,11,0,22,0,0,0,0,0,6,5,4,0,14,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,22,29,16,49,68,33,39,5,295,0,0,0,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,33,15,22,5,0,0,0,0,0,0,43,10,25,7,0,0,0,0,0,0,45,13,14,17,4,0,3,0,0,0,50,7,17,22,6,4,0,0,0,0,51,17,12,23,16,18,9,0,0,0,95,12,11,20,14,36,3,0,4,0,102,13,3,10,12,20,5,0,0,0,65
