POW_SA2_CODE_2021,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000_3499_A_15_19,Mng_3000_3499_A_20_24,Mng_3000_3499_A_25_34,Mng_3000_3499_A_35_44,Mng_3000_3499_A_45_54,Mng_3000_3499_A_55_64,Mng_3000_3499_A_65_74,Mng_3000_3499_A_75ov,Mng_3000_3499_Tot,Mng_3500mo_A_15_19,Mng_3500mo_A_20_24,Mng_3500mo_A_25_34,Mng_3500mo_A_35_44,Mng_3500mo_A_45_54,Mng_3500mo_A_55_64,Mng_3500mo_A_65_74,Mng_3500mo_A_75ov,Mng_3500mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24
118011649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,5,0,0,5,0,4,3,4,0,16,0,0,4,3,4,5,7,0,23,0,0,0,5,5,4,0,0,18,0,6,8,4,11,5,3,0,36,0,0,14,8,7,9,3,0,42,0,0,4,13,11,4,7,0,46,0,0,7,15,14,5,4,0,43,0,0,13,28,30,15,17,0,101,0,0,4,6,10,9,4,0,31,0,0,7,26,47,39,17,5,150,0,0,0,0,4,0,5,0,8,0,11,73,118,149,105,62,10,524,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,15,0,12,3,0,5,4,0,0,23,4,3,6,0,3,0,4,0,21,0,4,4,6,0,0,3,0,18,4,6
118011650,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,3,0,13,0,0,4,3,0,0,5,5,18,0,4,8,0,4,0,0,0,24,0,5,4,7,4,6,3,0,36,0,9,20,9,11,10,3,0,58,3,13,37,23,20,12,6,3,116,0,0,60,21,23,11,3,3,129,0,4,31,30,19,16,8,5,117,0,6,26,25,12,9,5,0,81,0,0,40,69,55,31,15,0,206,0,0,13,26,25,12,3,0,72,0,0,26,75,91,42,25,14,281,0,0,0,0,0,0,4,0,6,3,41,285,286,275,159,90,32,1163,0,0,0,5,5,0,0,0,8,8,9,0,0,0,0,0,0,18,8,9,0,0,0,5,0,0,23,5,7,4,3,5,5,4,0,36,6,10,4,5,0,11,5,0,40,4,13
118021564,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,9,0,7,0,0,3,0,0,0,8,0,0,8,0,0,3,0,0,11,0,3,12,10,6,0,6,0,30,0,4,15,10,10,3,9,0,41,0,6,22,18,11,3,0,0,64,0,0,6,17,12,9,0,0,47,0,0,29,26,24,11,0,0,95,0,4,43,38,33,8,3,0,126,0,0,58,153,113,67,5,5,398,0,0,9,41,40,19,3,0,116,0,0,0,47,91,62,7,0,218,0,0,0,0,0,0,0,0,7,3,25,204,366,339,189,40,4,1172,0,9,9,3,0,0,0,0,18,14,40,14,7,3,0,0,0,84,8,71,27,4,5,9,4,0,119,3,68,31,7,4,6,5,0,129,0,49,31,6,11,3,3,0,111,5,53
118021565,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,5,0,4,7,5,0,6,0,0,12,0,0,8,9,0,0,0,0,26,0,0,13,3,3,7,0,0,29,0,9,12,9,6,11,0,0,38,0,0,19,14,3,8,0,0,46,0,0,4,4,8,9,3,0,29,0,0,5,5,0,4,0,0,18,0,0,4,15,16,8,0,0,39,0,0,0,10,8,5,0,0,19,0,0,0,8,13,7,0,0,24,0,0,0,0,0,0,0,0,0,3,13,72,74,59,57,18,0,290,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,4,7,8,4,0,5,0,0,19,0,3,4,0,0,0,0,0,6,0,3,6,4,5,0,4,0,22,0,5
118021566,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,4,5,0,0,0,0,11,0,5,3,4,4,0,0,0,17,0,0,5,8,3,0,3,0,23,0,0,8,6,8,0,0,0,20,0,0,9,8,14,4,0,0,34,0,0,10,12,7,3,0,0,36,0,0,12,12,20,10,0,0,52,0,0,6,4,4,0,5,0,19,0,0,3,13,7,3,0,0,35,0,0,0,3,0,0,0,0,5,6,9,55,86,73,30,7,0,265,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,9,6,8,0,0,3,3,0,0,22,0,4,4,0,0,0,0,0,13,0,0,4,3,0,4,0,0,18,0,6
118021567,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,8,0,3,5,3,0,3,0,0,14,0,0,4,0,0,4,3,0,17,0,0,8,7,4,0,3,0,23,0,0,7,12,6,5,3,0,32,0,0,7,9,0,5,0,0,16,0,0,4,8,7,5,0,0,20,0,0,3,11,12,5,0,0,29,0,0,0,5,8,6,0,0,20,0,0,0,3,15,9,5,0,31,0,0,0,0,0,0,0,0,0,0,10,39,70,67,46,15,0,236,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,4,10,0,0
118021568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,3,0,5,0,6,0,7,3,0,17,0,0,6,0,3,0,0,0,10,0,10,10,4,3,0,0,0,27,0,0,4,12,8,0,0,0,28,0,0,9,11,6,8,0,0,34,0,0,3,6,9,0,0,0,25,0,0,4,10,0,0,0,0,13,0,0,8,11,7,4,0,0,26,0,0,0,6,6,0,0,0,11,0,0,0,3,10,7,0,0,19,0,0,0,0,0,0,0,0,4,5,11,49,74,55,33,9,0,232,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,11,0,0,3,0,0,0,0,0,7,0,3
118021569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,3,0,12,0,0,3,6,0,3,0,0,17,0,3,12,0,3,7,9,0,29,0,0,12,9,6,3,0,0,34,0,0,19,10,4,9,0,0,35,0,0,19,14,9,8,3,0,53,0,0,8,16,10,11,0,0,47,0,0,21,39,41,29,5,0,136,0,0,9,13,17,6,3,0,49,0,0,3,26,33,24,0,0,96,0,0,0,0,0,4,0,0,6,0,7,102,143,135,106,35,5,527,0,0,0,3,0,0,0,0,9,6,0,4,0,0,0,0,0,14,0,11,0,6,0,0,0,0,21,0,5,4,3,3,0,4,0,24,0,4,3,6,6,0,0,0,22,0,3
118021570,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,4,7,6,5,0,22,0,4,4,7,9,5,0,0,24,0,7,10,15,4,6,0,0,43,0,9,26,28,19,11,3,0,98,0,5,27,17,17,11,3,0,77,0,3,29,23,14,8,9,0,94,0,0,24,31,21,14,5,0,106,0,0,65,119,86,54,11,0,332,0,0,4,29,29,13,4,0,83,0,0,6,35,53,39,5,0,141,0,0,0,0,6,0,0,0,4,4,35,199,321,260,179,42,9,1052,0,0,3,7,0,0,0,0,12,6,4,3,3,0,4,0,0,24,6,10,0,3,0,0,0,0,28,0,12,3,6,4,3,5,0,36,0,8,4,13,13,9,5,0,40,0,9
118021651,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,13,0,4,0,0,3,0,0,0,14,0,0,10,10,4,0,0,0,29,0,9,15,13,8,9,4,0,48,0,3,26,22,7,4,0,0,69,0,4,25,23,19,10,3,0,78,0,0,32,15,14,7,6,0,74,0,0,20,13,5,11,5,0,51,0,0,28,45,31,12,3,0,124,0,0,0,18,12,7,0,0,45,0,0,6,35,37,18,4,0,99,0,0,0,0,3,0,0,0,7,7,27,164,200,143,92,24,0,664,0,0,0,4,7,0,0,0,7,4,0,0,4,0,0,0,0,9,0,7,0,6,0,4,0,0,15,4,4,4,3,3,3,4,0,23,0,4,3,4,0,8,0,0,18,0,0
118021652,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,3,0,0,0,0,9,0,0,6,0,3,0,0,0,17,0,0,4,0,5,5,0,0,13,0,0,6,8,7,4,0,0,29,0,0,5,6,3,11,0,0,31,0,0,10,8,0,6,0,0,28,0,0,0,9,7,5,0,0,26,0,0,14,36,29,33,3,0,115,0,0,0,10,14,7,4,0,40,0,0,0,15,19,14,0,0,46,0,0,0,3,0,0,0,0,3,0,9,44,105,100,88,17,3,361,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,6,0,0,3,3,0,0,0,9,0,0,3,0,0,0,0,0,6,0,0,0,0,0,5,4,0,14,0,0
118021653,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,3,9,3,0,4,0,13,0,0,0,8,0,4,0,0,18,0,0,0,7,3,3,0,0,19,0,0,9,12,3,7,0,0,41,0,0,7,7,6,4,0,0,30,0,0,10,8,16,5,4,0,44,0,0,8,17,20,0,0,0,46,0,0,18,23,22,13,0,0,73,0,0,0,12,11,10,0,0,30,0,0,4,10,28,6,3,5,53,0,0,0,0,3,0,0,0,5,3,4,67,117,112,69,22,5,395,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,7,0,3,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,3
118021654,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,0,3,0,0,5,0,3,3,0,0,12,0,0,0,3,0,0,0,0,5,0,0,3,0,4,0,0,0,13,0,0,9,6,4,5,5,0,30,0,0,0,4,0,0,0,0,7,0,0,0,5,13,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,18,23,27,25,5,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3
119011354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,9,0,8,4,4,0,7,0,0,17,0,5,5,5,3,5,0,0,26,0,0,11,13,7,4,0,0,39,0,8,9,6,7,9,0,0,38,0,0,12,9,13,3,0,0,43,0,0,3,14,12,3,3,0,27,0,0,7,6,3,0,0,0,19,0,0,13,25,15,6,0,0,61,0,0,0,3,0,4,0,0,8,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,4,3,23,62,95,68,59,8,3,320,0,0,0,0,0,0,0,0,3,3,6,5,0,0,0,0,0,6,0,0,0,5,0,0,0,0,6,3,0,3,4,0,0,0,0,14,0,3,0,3,0,0,0,0,8,0,4
119011355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,5,0,0,0,0,0,0,7,0,0,0,4,0,5,0,0,7,0,0,4,3,3,0,0,0,15,0,0,9,10,8,3,3,0,23,0,3,13,13,6,9,5,0,46,0,4,20,43,16,10,3,0,105,0,3,28,23,25,12,6,0,100,0,0,21,35,21,17,4,0,101,0,0,23,30,26,15,3,0,102,0,0,41,121,98,50,15,0,331,0,0,13,29,32,20,3,0,96,0,0,8,66,79,39,4,0,201,0,0,0,0,0,0,0,0,0,6,21,187,378,316,188,44,3,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,6,0,8,0,0,6,0,0,0,0,0,12,0,3
119011356,0,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,0,0,14,0,0,3,4,0,0,0,0,6,4,0,8,5,3,6,0,0,36,6,10,9,21,11,23,4,0,76,0,6,29,27,22,29,11,0,119,0,18,54,57,40,35,14,3,225,0,4,45,53,50,34,21,0,206,0,3,50,67,63,71,20,0,277,0,3,38,70,59,39,11,0,225,0,0,69,165,197,133,20,0,588,0,0,14,62,58,42,14,0,190,0,0,15,72,117,101,22,4,332,0,0,5,5,0,4,3,0,16,4,51,333,624,633,525,139,18,2325,0,0,0,0,3,0,0,0,6,3,0,4,0,0,0,0,0,14,0,0,4,3,0,0,0,0,14,5,3,5,0,0,0,0,0,14,0,0,4,5,0,6,3,0,29,0,7
119011358,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,4,0,0,11,0,0,0,0,6,0,0,0,9,8,3,0,0,7,7,0,0,23,0,0,3,6,0,4,0,0,20,0,3,7,16,15,6,4,0,57,0,5,13,12,11,13,0,0,58,0,0,15,15,10,10,0,0,54,0,0,5,13,14,18,4,0,60,0,0,0,17,14,10,0,0,37,0,0,14,50,34,25,6,0,124,0,0,5,8,7,6,4,0,37,0,0,0,16,27,16,3,0,63,0,0,0,3,0,0,0,0,5,7,18,76,166,147,119,19,4,566,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,4,0,16,0,4,0,3,3,3,0,0,20,0,4,5,9,3,4,0,0,22,0,4
119011360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,6,0,3,0,0,0,12,0,5,0,0,0,0,0,0,5,0,8,4,4,3,0,0,0,15,0,0,6,5,0,0,0,0,10,0,6,8,9,8,3,0,0,34,0,4,16,19,3,3,5,0,50,0,3,21,6,7,4,0,0,43,0,0,11,11,9,8,4,0,40,0,0,9,7,3,0,0,0,20,0,0,13,19,13,6,0,0,52,0,0,0,5,8,0,0,0,19,0,0,0,4,3,5,0,0,22,0,0,0,0,0,0,0,0,0,3,28,89,98,74,37,14,0,341,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,6,5,3,0,0,0,0,9,0,0,0,3,8,0,6,0,17,0,4,5,3,4,0,0,0,16,0,4
119011361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,9,0,0,3,0,0,0,0,0,7,0,0,6,3,0,0,0,0,13,0,0,4,0,0,3,0,0,7,0,0,0,7,8,0,0,0,20,0,6,3,8,7,3,0,0,29,0,0,4,3,9,0,0,0,16,0,0,5,11,0,6,0,0,22,0,0,3,5,6,6,0,0,14,0,0,0,9,14,6,0,0,34,0,0,0,5,0,0,0,0,13,0,0,0,0,10,3,0,0,17,0,0,0,0,0,0,0,0,0,0,10,33,56,67,35,8,0,210,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,14,5,4,0,0,0,0,0,0,11,0,3,3,3,0,0,0,0,10,4,3
119011571,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,9,0,4,3,6,3,5,0,0,30,0,7,5,5,10,11,0,0,43,0,10,19,13,10,3,0,0,53,0,0,19,18,12,4,5,0,62,0,4,20,15,14,7,0,0,64,0,0,13,23,26,12,4,0,75,0,0,16,16,13,11,0,0,56,0,0,23,32,42,36,4,0,131,0,0,3,11,12,6,4,0,34,0,0,0,12,21,11,0,0,42,0,0,0,0,0,0,0,0,7,5,36,142,152,162,110,17,0,616,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,14,7,5,0,3,0,0,0,0,20,0,13,4,7,10,0,0,0,37,0,3,8,13,6,4,8,0,38,0,11
119011572,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,8,0,4,3,8,0,0,3,0,17,0,0,9,4,3,4,0,0,19,0,4,3,4,9,7,0,6,38,0,3,12,15,13,15,10,0,67,0,6,29,16,13,18,8,3,84,0,12,43,36,34,33,4,0,161,0,8,41,22,38,19,10,0,136,0,6,25,39,28,17,3,0,120,0,0,28,26,27,19,4,0,110,0,0,31,62,64,52,5,0,212,0,0,5,22,14,12,4,0,58,0,0,4,31,43,28,10,0,117,0,0,4,0,0,0,0,0,11,3,41,247,287,290,232,56,11,1173,0,0,4,0,0,0,0,0,8,4,3,0,0,0,0,0,0,9,4,6,3,6,4,0,0,0,17,0,9,3,8,6,3,0,0,27,4,8,12,0,4,6,5,0,36,0,5
119011655,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7,5,4,0,0,24,0,6,11,3,11,6,0,0,33,0,9,8,14,7,4,0,0,40,0,4,26,20,3,7,8,0,68,0,3,12,22,14,8,0,0,57,0,0,15,27,10,9,0,0,61,0,0,5,14,15,12,0,0,49,0,0,24,50,46,28,7,0,147,0,0,4,10,21,20,0,0,56,0,0,3,19,23,23,3,0,79,0,0,3,0,0,3,0,0,5,6,21,115,185,168,114,20,4,633,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,13,0,0,6,0,0,5,0,0,18,0,0,9,0,4,0,0,0,13,0,4
119011656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,0,9,0,5,0,9,0,0,0,0,15,0,0,3,5,5,10,0,0,11,0,0,4,3,8,4,0,0,15,0,0,3,0,3,0,0,0,14,0,0,0,8,6,0,0,0,10,0,0,7,14,9,11,0,0,33,0,0,0,4,4,0,0,0,11,0,0,0,3,7,4,0,0,15,0,0,0,0,0,0,0,0,4,0,3,26,56,35,31,4,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,9,0,0,4,3,0,0,3,0,18,0,0,3,0,0,4,0,0,8,0,8
119011657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,11,0,0,4,7,3,8,0,0,17,0,0,3,4,4,3,0,0,19,0,0,4,6,6,0,0,0,19,0,0,3,3,6,0,0,0,14,0,0,3,5,3,0,0,0,13,0,0,7,11,21,11,0,0,47,0,0,0,0,4,0,0,0,8,0,0,0,7,3,0,0,0,11,0,0,0,0,0,0,0,0,4,0,3,27,47,47,31,6,0,159,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,4,0,5,0,0,4,0,0,0,16,0,4,0,7,0,0,3,0,16,0,0
119011658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,5,0,6,3,0,0,13,0,0,0,6,4,0,0,0,18,0,0,5,8,4,7,0,0,22,0,0,0,7,3,0,0,0,21,0,0,4,5,5,0,0,0,15,0,0,0,11,4,8,3,0,26,0,0,3,22,17,10,0,0,46,0,0,0,4,11,0,0,0,24,0,0,0,16,0,5,0,0,21,0,0,0,0,5,0,0,0,5,0,0,26,71,68,46,9,0,226,0,0,0,3,4,0,0,0,3,3,3,0,3,0,0,0,0,10,9,8,0,0,0,0,0,0,16,4,5,0,4,0,0,0,0,11,4,8,0,0,7,0,0,0,17,0,5
119021362,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,10,0,0,0,4,6,0,0,0,12,0,0,3,8,4,9,0,0,15,0,0,3,9,14,7,3,0,35,0,0,0,8,9,4,7,0,33,0,5,15,9,10,8,4,0,49,0,3,12,20,15,10,0,0,65,0,0,11,14,12,7,0,0,45,0,0,3,12,19,9,0,0,42,0,0,12,24,18,16,6,0,71,0,0,0,3,8,0,0,0,15,0,0,4,11,15,7,3,0,38,0,0,0,0,0,0,0,0,9,0,10,77,129,125,66,24,0,443,0,0,4,0,0,0,0,0,9,0,0,5,0,0,0,0,0,13,0,5,4,5,0,0,0,0,16,0,3,8,0,4,0,0,0,13,0,0,5,0,4,4,0,0,14,0,4
119021366,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,5,0,0,0,4,0,7,3,0,16,0,4,5,0,5,6,3,0,18,0,4,9,13,6,3,0,0,36,0,11,10,13,5,3,4,0,48,0,5,15,26,21,17,7,5,87,0,0,21,22,15,15,3,0,75,0,0,10,31,18,20,3,0,83,0,0,13,16,9,17,6,0,71,0,4,16,30,46,18,4,0,118,0,0,5,14,10,4,0,3,39,0,0,3,11,28,16,7,0,74,0,0,0,0,0,0,0,0,0,6,29,109,186,170,137,37,10,681,0,0,0,0,3,0,0,0,9,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,10,0,0,3,5,0,0,0,0,11,0,3,5,4,0,0,0,0,18,0,8
