POW_SA2_CODE_2021,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_or_LR_15_24,F_M1_Tram_or_LR_25_34,F_M1_Tram_or_LR_35_44,F_M1_Tram_or_LR_45_54,F_M1_Tram_or_LR_55_64,F_M1_Tram_or_LR_65_74,F_M1_Tram_or_LR_75ov,F_M1_Tram_or_LR_Tot,F_M1_Taxi_or_RSS_15_24,F_M1_Taxi_or_RSS_25_34,F_M1_Taxi_or_RSS_35_44,F_M1_Taxi_or_RSS_45_54,F_M1_Taxi_or_RSS_55_64,F_M1_Taxi_or_RSS_65_74,F_M1_Taxi_or_RSS_75ov,F_M1_Taxi_or_RSS_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
213051368,5,0,0,0,0,0,0,9,3,23,11,8,5,3,0,46,21,25,11,13,7,3,0,81,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,7,4,0,0,0,0,14,12,7,4,0,0,0,0,22,35,167,238,170,124,29,3,769,116,90,84,73,65,20,6,455,3,15,6,3,3,0,0,25,684,1269,1295,966,690,232,31,5159,10,21,9,3,0,0,0,42,33,22,15,8,3,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,3,0,0,0,21,352,1039,1023,923,601,100,4,4044,129,74,55,65,35,13,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,4,4,0,0,12,0,4,9,8,0,0,0,28,12,21,13,21,15,4,0,88,540,1202,1130,1033,663,125,9,4697,6,7,4,4,0,0,0,24
213051464,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,3,0,6,0,0,0,0,12,10,38,140,101,47,23,0,365,15,12,11,3,9,0,0,63,0,0,0,0,0,0,0,5,101,154,268,179,114,52,3,870,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,107,112,75,31,3,0,373,14,8,13,8,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,3,0,0,0,0,0,6,9,10,4,0,0,0,0,28,64,128,134,90,40,3,0,463,0,0,0,0,0,0,0,4
213051466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,43,159,62,27,3,0,309,21,9,13,3,3,3,0,51,0,0,0,0,0,0,0,9,115,179,306,126,61,18,0,802,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,63,118,157,79,31,8,0,456,18,12,15,4,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,5,5,4,4,3,0,0,24,94,144,173,94,36,7,0,554,0,0,0,0,0,0,0,0
213051467,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,5,5,0,4,0,0,0,16,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,7,44,41,40,51,12,0,191,24,7,21,13,11,3,0,92,0,4,0,0,0,0,0,3,136,232,222,163,136,40,3,936,3,0,0,0,0,0,0,7,0,3,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,5,88,186,192,172,156,25,0,820,31,16,17,18,3,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,3,4,4,4,0,0,12,129,226,218,192,167,26,0,956,3,7,0,0,0,0,0,8
213051468,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,16,8,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,3,6,0,0,0,0,5,5,44,61,42,24,12,6,193,29,25,14,9,14,7,0,89,0,0,3,0,0,0,0,5,163,340,270,193,131,45,6,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,61,105,121,92,45,8,0,435,36,7,3,6,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,6,5,0,0,21,105,123,129,102,56,9,0,523,0,0,0,0,0,0,0,7
213051579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,38,75,19,16,4,0,163,0,11,4,4,5,0,0,24,0,0,0,0,0,0,0,0,44,103,149,63,32,13,0,398,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,69,76,60,34,8,0,257,0,4,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,12,27,81,88,61,35,7,0,302,0,4,0,0,0,0,0,4
213051580,0,0,0,0,0,0,0,6,11,4,4,0,0,0,0,16,17,9,5,0,0,0,0,34,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,4,0,4,0,0,0,0,9,11,0,5,0,0,0,0,16,19,63,94,93,50,10,0,336,166,52,30,16,21,11,0,304,0,0,0,0,0,0,0,9,651,508,464,328,180,50,0,2184,5,5,0,0,0,0,0,11,30,14,0,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,8,233,366,375,252,153,17,0,1401,203,31,20,7,6,3,0,271,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,3,0,8,8,0,0,19,28,9,3,10,9,0,0,66,505,438,415,281,175,22,0,1835,3,4,6,0,0,0,0,14
213051581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,56,20,22,4,0,125,12,5,8,3,3,0,3,33,0,0,0,0,0,0,0,3,62,96,124,63,47,11,3,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,101,143,81,32,3,0,397,27,12,3,7,7,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,9,7,0,0,0,22,70,121,159,89,46,3,0,485,0,0,0,0,0,0,0,0
213051582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,9,4,0,5,0,0,0,0,9,3,15,27,12,6,0,0,60,11,9,8,11,0,0,0,35,0,0,6,0,0,0,0,3,115,154,168,64,17,6,0,517,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,51,50,16,3,0,0,145,28,9,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,0,0,0,0,15,56,76,53,15,3,0,0,203,0,0,0,0,0,0,0,0
213051583,0,3,0,0,0,0,0,4,3,9,4,0,0,0,0,14,7,16,6,0,0,0,0,33,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,11,7,0,0,0,0,23,10,12,7,0,0,0,0,35,16,53,150,63,24,11,0,309,71,31,40,10,16,3,0,167,5,3,3,3,0,0,0,15,317,482,508,187,108,24,0,1617,5,10,4,0,0,0,0,18,11,11,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,0,0,18,138,298,312,189,94,14,0,1043,79,28,18,7,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,22,13,19,7,0,0,0,71,265,368,358,208,104,16,0,1320,5,3,4,0,0,0,0,11
213051584,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,25,31,7,0,0,0,67,14,7,5,0,4,0,0,29,0,0,0,0,0,0,0,0,85,153,131,44,22,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,12,10,3,0,0,53,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,11,10,3,0,0,63,0,0,0,0,0,0,0,0
213051585,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,9,8,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,11,0,9,3,0,0,0,0,11,6,16,31,16,11,0,3,83,10,12,17,7,5,0,0,51,0,0,0,0,0,0,0,0,79,154,137,73,50,4,7,500,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,86,118,64,23,0,0,340,15,12,6,7,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,11,0,3,0,0,24,67,112,135,71,31,0,0,417,0,0,0,0,0,0,0,0
213051586,0,0,0,0,0,0,0,7,16,18,12,6,6,0,0,53,21,36,20,10,5,0,0,98,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,7,17,6,0,5,0,0,37,12,18,11,6,5,0,0,44,5,111,170,136,94,12,0,534,59,110,123,98,79,19,0,490,7,15,17,5,0,0,0,40,972,2610,2465,1763,1163,196,5,9173,5,5,0,0,0,0,0,6,11,10,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,7,0,0,0,0,43,260,589,651,548,285,22,0,2355,88,115,45,48,32,5,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,8,374,743,717,602,320,27,0,2782,4,3,0,0,0,0,0,9
213051587,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,13,5,5,5,0,0,0,0,13,4,23,60,19,9,0,0,117,21,12,14,13,3,0,0,54,0,4,0,0,0,0,0,5,122,283,245,116,52,16,0,830,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,33,79,98,61,29,0,0,299,33,10,15,5,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,97,118,67,28,0,0,383,0,5,0,0,0,0,0,3
213051588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,12,7,0,3,0,0,0,0,11,12,45,86,47,28,3,0,222,9,14,16,14,11,4,0,67,0,5,4,0,0,0,0,9,98,237,305,147,80,17,3,889,0,0,5,0,0,0,0,9,7,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,34,145,153,130,56,11,0,531,14,18,12,9,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,6,6,0,3,0,0,11,0,4,14,0,0,0,0,23,63,187,193,143,66,12,0,652,0,4,0,0,0,0,0,5
213051589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,7,11,18,33,4,3,0,0,66,12,5,7,4,0,0,0,30,0,0,0,0,0,0,0,5,78,88,107,55,37,5,0,367,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,54,57,41,16,3,0,199,14,12,8,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,4,0,0,0,0,10,49,72,67,44,15,5,0,260,0,0,0,0,0,0,0,0
213051590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,5,3,6,0,0,0,0,0,10,0,21,38,25,8,6,0,94,33,19,7,7,5,7,0,74,0,0,3,0,0,0,0,4,185,134,128,86,45,21,3,605,3,3,0,0,0,0,0,11,15,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,3,64,119,132,73,53,4,0,450,69,15,12,3,3,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,14,4,5,0,3,0,0,26,172,144,158,80,63,10,0,619,0,0,0,0,0,0,0,4
214011370,10,0,0,3,0,0,0,15,16,15,3,5,0,0,0,42,39,24,9,8,6,0,0,84,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,6,3,0,0,0,0,28,8,11,3,4,0,0,0,33,16,65,166,141,97,31,3,521,191,81,66,53,46,30,14,483,6,5,4,8,5,0,3,35,1368,1998,1822,1674,1196,317,64,8433,0,8,3,4,0,0,0,11,23,12,12,11,9,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,0,0,0,0,22,442,784,762,796,552,86,4,3424,189,60,36,41,32,8,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,5,0,3,0,0,17,28,6,6,6,5,0,0,52,697,877,829,860,605,99,6,3970,3,3,0,0,3,0,0,14
214011371,7,0,0,0,0,0,0,11,13,3,5,0,3,3,0,26,29,8,15,6,8,3,0,65,6,3,3,0,0,0,0,8,4,0,0,0,0,0,0,4,7,4,4,0,0,0,0,19,19,4,7,0,0,0,0,32,52,185,295,255,147,57,17,1000,267,147,104,97,88,45,9,759,0,10,7,6,4,0,4,32,1055,1297,1246,1128,822,268,62,5879,11,14,7,8,5,0,0,44,51,29,8,10,10,6,0,115,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,5,0,0,3,0,0,21,778,1554,1409,1498,1177,244,7,6662,209,54,34,43,46,6,4,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,8,0,0,28,5,5,6,0,6,0,0,24,27,35,33,29,29,3,0,153,1086,1698,1500,1600,1280,268,13,7433,10,12,4,0,0,0,0,28
214011372,4,0,0,0,0,0,0,3,5,0,0,7,0,0,0,9,6,5,0,7,0,0,0,17,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,3,0,0,0,0,8,19,39,42,40,43,12,0,195,92,40,17,24,18,5,0,188,3,6,0,0,0,0,0,10,322,360,262,223,189,56,7,1417,0,4,3,0,0,0,0,9,9,5,0,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,177,283,267,293,212,34,4,1271,70,17,12,13,16,3,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,3,0,3,0,0,8,3,6,0,3,6,0,0,19,262,325,287,312,241,43,4,1471,5,0,0,0,0,0,0,6
214011373,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,8,10,3,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,77,112,83,40,9,369,46,15,6,24,13,4,4,115,3,0,0,0,0,0,0,10,198,181,207,242,207,70,18,1135,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,87,133,175,191,154,25,0,765,43,4,10,4,14,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,12,0,5,7,11,0,0,35,133,141,198,204,175,29,0,891,0,0,0,0,0,0,0,3
214011374,3,0,0,0,0,0,0,3,4,5,5,0,0,0,0,8,8,0,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,8,18,58,78,85,82,28,0,350,64,31,30,34,28,15,3,200,3,3,0,3,0,0,0,9,404,461,430,411,315,108,15,2131,0,0,0,0,0,0,0,0,8,6,4,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,5,208,390,393,419,279,59,0,1747,71,20,17,14,8,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,0,5,0,17,10,7,11,12,9,3,3,59,305,428,432,446,295,69,7,1986,0,0,0,0,0,0,0,3
214011375,6,0,0,0,0,0,0,10,0,9,9,3,4,0,0,25,9,8,9,5,6,0,0,46,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,7,3,0,0,0,15,5,11,7,3,0,0,0,23,10,49,89,71,60,25,9,318,83,52,36,52,64,24,0,306,0,9,3,0,0,0,0,13,568,837,852,808,676,241,40,4023,0,0,0,0,0,0,0,4,12,4,4,0,10,0,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,5,199,323,325,389,267,61,0,1561,45,24,9,14,10,5,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,0,0,8,7,6,12,4,6,0,0,39,271,366,354,403,293,68,4,1758,0,0,0,3,0,0,0,7
214011376,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,21,38,50,44,20,0,186,17,7,6,14,6,5,0,61,0,0,0,0,0,0,0,4,105,143,151,177,140,56,5,776,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,70,91,82,61,14,0,381,20,3,3,3,0,4,0,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,9,0,0,8,85,81,100,85,70,17,0,449,0,0,0,0,0,0,0,0
214021377,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,15,4,0,5,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,29,49,62,77,42,14,276,94,25,21,33,15,10,3,203,0,3,0,0,0,0,4,10,317,311,292,350,319,111,39,1747,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,190,155,220,170,28,0,943,48,10,4,8,9,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5,10,4,5,0,0,27,228,212,174,234,186,34,7,1072,0,0,0,0,0,0,0,0
214021378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,37,53,75,90,30,324,83,48,33,30,32,16,0,239,8,4,0,7,3,0,3,22,282,340,311,331,322,175,52,1814,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,162,145,200,98,33,3,771,23,6,0,8,3,3,0,43,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,5,3,12,4,5,38,150,178,158,217,118,39,3,860,0,0,0,0,0,0,0,0
