POW_SA2_CODE_2021,UIE_IDNS_OMOE_Nil_em,UIE_IDNS_OMOE_1_19_em,UIE_IDNS_OMOE_20mo_em,UIE_IDNS_OMOE_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMOE_Nil_em,UIE_Tot_OMOE_1_19_em,UIE_Tot_OMOE_20mo_em,UIE_Tot_OMOE_NE_NS,UIE_Tot_Tot
215031401,6,0,0,0,4,235,93,0,8,338
215031402,5,0,0,0,3,92,33,0,0,125
215031403,3,0,0,0,9,47,35,0,0,84
215031404,7,4,0,0,13,230,108,12,3,351
215031405,3,0,0,0,7,148,78,0,8,235
216011406,9,3,0,0,14,355,181,16,0,551
216011407,14,3,0,0,17,265,107,0,9,377
216011408,3,0,0,0,0,162,57,0,5,226
216011409,3,0,0,0,4,83,61,0,0,147
216011410,3,0,0,0,3,154,39,0,6,204
216021411,0,0,0,0,8,110,48,4,4,165
216021412,5,0,0,0,5,96,28,0,0,133
216021413,9,3,0,0,15,392,124,6,8,526
216021414,5,0,0,0,6,145,51,0,0,198
216031415,0,0,0,0,0,82,18,0,0,99
216031416,14,7,0,0,19,374,139,7,3,518
216031418,0,0,0,0,5,154,38,0,6,195
216031419,7,0,0,0,12,294,90,5,5,391
216031593,7,0,0,0,7,143,26,0,0,169
216031594,10,0,0,0,10,236,81,3,0,325
217011420,14,7,0,0,17,350,174,0,8,533
217011421,11,7,0,0,12,244,113,3,3,366
217011422,4,0,0,5,11,207,94,3,10,307
217011423,13,0,0,0,13,351,233,0,15,611
217031471,4,0,0,0,4,77,39,0,8,121
217031472,9,0,0,0,13,246,139,6,3,398
217031473,7,0,0,0,11,247,107,0,5,368
217031474,10,4,0,0,13,218,103,4,3,324
217031475,23,0,0,0,23,399,191,0,15,603
217031476,7,0,0,0,7,182,53,3,5,247
217041477,9,4,0,0,11,355,201,0,15,570
217041478,8,0,0,0,11,351,191,0,10,551
217041479,18,3,0,0,20,381,90,7,0,483
217041480,21,4,3,0,30,425,215,43,7,683
297979799,0,0,0,0,0,0,0,0,0,0
299999499,909,59,4,15,986,33670,3375,56,218,37324
301011001,11,0,0,0,14,287,42,0,0,330
301011002,5,0,0,0,5,164,31,0,0,196
301011003,5,0,0,0,5,233,51,0,0,278
301011004,27,11,0,0,37,517,180,8,3,712
301011005,6,0,0,0,6,66,9,0,0,80
301011006,6,0,0,0,9,222,59,0,0,277
301021007,13,0,0,0,16,399,112,7,3,520
301021008,9,0,0,0,8,151,30,0,0,184
301021009,14,0,0,0,18,320,60,0,0,380
301021011,7,0,0,0,7,158,25,3,0,184
301021012,19,3,0,0,20,321,59,0,0,378
301021013,11,0,0,0,14,323,56,3,0,379
301021550,4,5,0,0,9,75,22,0,0,103
301021551,3,0,0,0,11,179,32,0,4,215
301031014,5,0,0,0,8,71,13,3,0,96
301031015,6,0,0,0,4,177,32,3,0,213
301031016,9,0,0,0,9,240,45,5,0,290
301031017,9,3,0,0,17,208,37,5,0,250
301031018,8,0,0,0,13,164,43,3,0,210
301031019,11,0,0,0,12,164,32,0,0,203
301031020,16,3,0,0,16,355,88,4,0,447
301031021,15,0,0,0,17,310,41,3,0,361
302011022,7,0,0,0,7,133,28,0,0,157
302011023,3,0,0,0,3,118,20,0,0,133
302011024,0,0,0,0,0,149,22,0,0,168
302011025,6,0,0,0,6,187,27,0,0,219
302011026,13,0,0,0,13,152,23,0,0,170
302021027,11,0,0,0,7,284,55,7,0,346
302021028,9,0,0,0,15,282,78,7,3,373
302021029,4,0,0,0,4,111,15,0,0,124
302021030,10,4,0,0,13,162,52,3,0,220
302021031,19,0,0,0,18,324,45,6,0,380
302021032,7,0,0,0,11,222,56,13,0,284
302021033,7,0,0,0,5,118,24,0,0,135
302021034,11,0,0,0,11,199,39,0,0,242
302031035,7,0,0,0,7,160,22,0,0,190
302031036,16,0,0,0,16,195,15,8,0,215
302031037,16,0,0,0,13,213,28,4,0,238
302031038,12,0,0,0,12,285,75,4,3,367
302031039,12,0,0,0,6,238,49,0,0,294
302031040,11,0,0,0,13,254,50,4,0,306
302041041,14,0,0,0,14,249,33,0,0,284
302041042,13,0,0,0,11,185,36,0,0,216
302041043,4,0,0,0,4,81,16,0,0,96
302041044,7,0,0,0,7,187,70,3,0,256
302041045,12,0,0,0,12,172,28,0,0,203
302041046,3,0,0,0,3,131,16,0,0,144
303011047,11,0,0,0,13,239,38,0,0,271
303011048,4,0,5,0,10,175,37,4,0,218
303011049,13,0,0,0,10,229,36,0,0,261
303011050,6,0,0,0,6,103,28,0,0,135
303011051,14,0,0,0,15,324,40,5,0,366
303021052,6,0,0,0,6,268,45,3,0,316
303021053,15,4,0,0,15,381,76,3,0,465
303021054,7,0,0,0,7,111,20,0,0,134
303021055,12,0,0,0,16,351,115,7,0,473
303021056,10,4,0,0,10,191,37,0,0,230
303021057,5,0,0,0,5,129,15,0,0,144
303021058,22,5,0,0,32,372,80,3,0,460
303021059,11,0,0,0,10,249,61,5,0,316
303031060,21,3,0,0,22,328,54,0,0,381
303031061,3,0,0,0,11,102,24,0,0,124
303031062,12,6,3,0,17,242,48,3,0,293
303031063,9,0,0,0,14,308,59,3,0,368
303031064,8,4,0,0,12,224,39,0,0,265
303031065,14,0,0,0,16,287,67,4,0,359
303031066,8,0,0,0,8,185,30,0,0,213
303041067,27,0,0,0,33,194,48,4,0,245
303041068,13,3,0,0,17,282,67,0,0,349
303041069,7,0,0,0,9,104,18,0,0,121
303041070,20,0,0,0,22,241,42,6,0,290
303041071,5,0,0,0,3,203,45,0,0,248
303051072,5,0,0,0,5,133,25,0,0,153
303051073,14,0,0,0,17,368,65,0,4,438
303051074,13,4,0,0,20,255,45,0,0,298
303051075,10,0,0,0,10,249,40,0,0,282
303051076,40,5,0,4,57,547,154,16,7,719
303061077,6,0,0,0,6,162,17,0,0,183
303061078,6,0,0,0,10,247,32,0,0,278
303061079,8,0,0,0,8,160,47,0,0,202
303061080,17,0,0,0,16,318,46,0,0,367
304011081,10,4,0,0,10,169,31,0,0,205
304011082,3,0,0,0,3,128,28,0,0,158
304011083,3,0,0,0,3,58,11,0,0,68
304011084,12,4,4,0,21,213,38,8,0,267
304011085,3,0,0,0,3,65,9,0,0,71
304021086,7,0,0,0,6,207,20,0,0,230
304021087,9,0,0,0,9,188,20,0,0,206
304021088,6,0,0,0,6,196,26,0,0,219
304021089,3,0,0,0,3,83,9,0,0,92
304021090,13,0,0,0,11,241,49,0,0,289
304021091,12,0,0,0,7,112,24,0,0,138
304031092,5,0,0,0,5,173,37,3,0,212
304031093,6,0,0,0,6,120,25,0,0,143
304031094,18,0,0,0,17,328,51,0,0,384
304031095,10,0,0,0,10,179,30,0,0,208
304031096,17,4,0,0,27,228,38,0,0,263
304031097,4,0,0,0,4,184,33,0,0,217
304041098,8,3,0,0,11,187,33,7,0,223
304041099,0,0,0,0,0,5,0,0,0,5
304041100,0,0,0,0,0,143,23,0,0,162
304041101,5,0,0,0,5,143,30,0,0,178
304041102,0,0,0,0,0,0,0,0,0,8
304041103,9,0,0,0,9,379,46,0,0,423
304041104,11,0,0,0,12,159,12,0,0,174
305011105,116,17,4,4,142,1398,567,563,8,2536
305011106,18,0,0,0,20,451,84,28,3,564
305011107,11,0,0,0,11,152,14,0,0,168
305011108,11,0,0,0,11,215,28,3,0,252
305011109,19,4,0,0,23,343,53,5,0,402
305011110,29,6,0,0,44,411,104,10,0,519
305011111,13,3,0,0,17,378,186,13,0,578
305011112,23,5,0,0,30,498,75,3,0,579
305021113,0,0,0,0,0,91,16,6,0,103
305021114,6,0,0,0,6,183,34,3,0,226
305021115,8,0,0,0,7,182,33,4,0,222
305021116,3,0,0,0,3,118,23,4,0,140
305021117,17,0,0,0,17,327,65,9,0,399
305021118,0,0,0,0,0,147,19,0,0,167
305031119,6,5,0,0,10,209,43,4,0,252
305031120,4,0,0,0,4,128,21,0,0,146
305031121,4,0,0,0,3,122,42,0,0,160
305031122,10,0,0,0,10,232,43,5,0,286
305031123,8,0,0,0,7,88,24,0,0,108
305031124,7,0,0,0,7,154,18,3,0,169
305031125,8,0,0,0,8,177,28,0,5,214
305031126,18,0,0,0,27,257,31,7,0,291
305031127,8,0,0,0,8,117,18,0,0,140
305031128,36,4,3,6,46,635,112,14,5,758
305031129,5,0,0,0,5,102,28,0,0,131
305031130,5,0,0,0,9,215,38,5,0,249
305031131,10,0,0,0,14,245,32,0,0,280
305041132,7,0,0,0,12,400,69,0,5,472
305041133,8,0,0,0,11,154,88,5,0,243
305041134,17,0,0,0,16,281,31,0,0,314
305041135,30,3,0,0,36,506,154,12,0,678
305041136,3,0,0,0,8,184,25,0,0,199
305041137,9,0,0,0,9,373,58,8,5,446
306011138,4,0,0,0,4,83,17,0,0,98
306011139,18,0,0,0,16,296,61,0,4,362
306011140,4,0,0,0,4,116,24,0,0,141
306011141,7,0,0,0,16,219,47,0,0,270
306011142,19,8,0,0,22,402,97,0,0,507
306011143,5,0,0,0,3,151,25,0,0,177
306021144,4,0,0,0,4,99,29,0,0,134
306021145,31,4,0,0,35,558,232,17,3,817
306021146,6,0,0,0,6,151,43,0,0,199
306021147,8,0,0,0,7,138,42,0,0,180
306021148,15,0,0,0,13,187,79,0,0,271
306021149,12,3,0,0,11,141,37,0,0,174
306021150,0,0,0,0,0,0,0,0,0,0
306021151,4,0,0,0,7,93,39,3,0,137
306021152,4,0,0,0,4,137,56,0,6,189
306021153,3,0,0,0,7,124,26,0,0,146
306021154,39,3,0,0,38,365,177,8,9,555
306021155,0,0,0,0,0,59,12,0,0,73
306021156,3,0,0,0,3,193,43,5,0,238
306021157,3,0,0,0,3,90,25,0,0,112
306031158,7,0,0,0,7,134,74,3,0,210
306031159,10,5,0,0,11,173,85,3,0,263
306031160,10,4,0,0,12,230,81,0,0,312
306031161,23,5,0,0,25,289,142,0,5,431
306031162,0,0,0,0,0,0,0,0,0,0
306031163,0,0,0,0,0,7,3,5,0,11
306041164,14,0,0,0,14,198,54,0,6,257
306041165,14,8,0,0,15,265,112,3,4,382
306051166,16,6,0,5,27,311,168,10,10,495
306051167,16,0,0,0,15,154,43,0,0,191
306051168,10,5,0,0,15,185,50,0,0,232
306051169,11,3,0,0,13,290,94,4,7,393
306051170,7,4,0,0,13,225,119,8,8,354
307011171,3,0,0,0,3,94,80,0,3,181
307011172,10,0,0,0,12,230,96,0,11,333
307011173,9,0,0,0,12,136,76,3,0,217
307011174,9,0,0,0,9,125,63,0,0,187
307011175,12,0,0,0,16,202,59,0,0,262
307011176,14,0,0,0,15,139,62,0,0,205
307011177,13,3,0,3,20,338,145,0,7,491
307011178,0,0,0,0,0,121,56,0,4,185
307021179,16,4,0,0,19,346,81,0,4,442
307021180,12,0,0,0,11,240,82,0,3,323
307021181,0,0,0,0,0,102,38,0,5,142
307021182,10,3,0,0,17,130,74,3,3,208
307021183,19,7,0,0,29,489,179,3,9,679
307031184,7,0,0,0,10,193,32,0,3,235
307031185,0,5,0,0,3,172,43,0,0,219
307031186,3,0,0,0,4,158,52,0,0,213
307031187,10,0,0,0,10,133,51,0,0,191
307031188,8,5,0,0,10,175,65,3,5,246
307031189,25,6,0,0,31,330,121,4,5,457
308011190,9,3,0,0,10,133,69,4,5,204
308011191,11,3,0,0,15,321,156,0,10,485
308011192,12,0,0,0,17,207,92,4,0,300
308031205,15,4,0,0,16,126,87,3,0,218
308031206,3,0,0,0,3,31,12,0,0,44
308031207,0,0,0,0,0,71,15,0,0,88
308031208,6,0,0,0,6,113,24,0,0,133
308031209,0,0,0,0,0,51,21,0,0,73
308031210,9,0,0,0,8,137,45,0,0,185
308031211,0,0,0,0,0,63,10,0,0,70
308031212,0,0,0,0,0,17,15,0,0,32
308031213,6,3,0,0,11,86,31,0,0,116
308031214,3,0,0,0,3,72,45,0,0,115
308031215,9,6,0,0,11,109,69,0,3,180
308031216,3,0,0,0,3,71,21,0,0,94
308031217,6,7,0,0,14,148,123,24,0,298
308031218,5,0,0,0,5,89,22,0,0,110
308031219,4,5,0,0,5,158,53,3,5,213
308031220,4,0,0,0,3,98,35,0,7,135
308031221,0,0,0,0,0,0,0,0,0,0
308031222,3,0,0,0,5,114,55,5,0,171
308031223,26,5,0,0,28,418,156,5,6,576
308041528,20,4,0,0,26,423,171,0,10,609
308041529,3,0,0,0,9,93,44,0,0,134
308051530,8,3,0,5,13,212,61,0,5,281
308051531,7,3,0,0,8,137,48,0,0,185
308051532,4,0,0,0,3,14,16,0,0,26
308051533,5,0,0,0,3,161,31,0,0,196
308051534,8,0,0,0,13,157,93,6,0,258
308051535,13,0,0,0,15,181,48,4,5,229
308051536,0,0,0,0,0,50,6,0,0,52
308051537,4,0,0,0,4,8,0,0,0,9
308051538,3,0,0,0,3,68,11,0,0,79
308051539,3,6,0,0,9,58,25,0,0,85
309011224,14,0,0,0,14,223,49,4,0,277
309011225,48,11,0,0,59,723,184,6,4,913
309011226,10,5,0,0,15,353,63,0,0,424
309011227,29,3,0,0,31,568,105,5,0,679
309011228,26,0,0,0,27,345,47,0,0,400
309011229,10,0,0,0,12,285,51,3,0,336
309021230,13,0,0,0,18,209,57,4,0,273
309021231,26,0,0,0,28,451,86,5,0,545
309021232,15,3,0,0,22,337,90,0,6,434
309021233,16,0,0,0,21,300,50,0,0,352
309021234,20,0,0,0,22,468,71,3,0,545
309031235,20,3,0,0,30,341,75,0,3,426
309031236,23,4,0,0,22,255,35,4,0,296
309031237,0,0,0,0,3,176,18,0,0,190
309031238,31,0,0,0,25,380,59,0,0,441
309031239,16,8,0,0,18,246,43,4,0,292
309031240,14,3,0,0,10,202,50,0,0,252
309041241,9,0,0,0,8,169,25,4,0,199
309041242,41,10,0,5,50,554,130,0,3,690
309051243,24,3,0,0,27,269,39,0,0,313
309051244,23,4,0,0,22,528,93,0,0,621
309051245,11,0,0,0,11,166,16,0,0,184
309061246,22,6,0,0,26,382,78,3,0,465
309061247,7,0,0,0,3,178,20,0,0,198
309061248,49,8,0,0,54,654,148,0,0,807
309061249,20,0,0,0,21,381,42,0,0,425
309061250,12,5,0,0,14,210,38,0,0,249
309071251,25,5,0,0,27,490,82,5,0,573
309071252,22,6,0,0,22,488,89,13,0,592
309071253,19,0,0,0,21,368,60,0,0,432
309071254,6,0,0,0,5,133,35,0,0,173
309071256,10,0,0,0,15,423,72,5,0,501
309071552,27,0,0,0,36,333,71,9,0,415
309071553,24,8,0,0,30,389,88,9,0,489
309071554,6,0,0,0,6,194,32,0,0,220
309071555,9,0,0,0,9,140,15,0,0,151
309071556,13,0,0,0,8,226,28,3,0,260
309071557,25,0,0,0,26,426,52,4,0,482
309071558,8,0,0,0,8,141,15,0,0,158
309081259,4,4,0,0,7,88,28,0,0,119
309081260,20,0,0,0,20,153,14,0,0,170
309081262,29,8,0,0,36,472,72,9,4,558
309081559,24,3,0,0,27,477,72,0,3,552
309081560,22,3,0,0,25,343,47,6,0,399
309091263,18,0,0,0,23,371,80,0,0,450
309091264,16,3,0,0,25,337,79,0,0,419
309091265,4,0,0,0,6,164,28,0,0,198
309091540,43,6,0,0,55,674,180,18,4,876
309091541,22,3,0,0,25,449,80,5,3,538
309101267,14,5,0,0,17,276,71,4,0,350
309101268,22,0,0,0,25,312,78,17,5,417
309101269,9,0,0,0,11,163,21,3,0,195
309101561,27,6,0,0,30,428,82,10,0,528
309101562,13,5,0,0,16,342,48,0,0,394
310011271,20,7,0,0,27,235,75,6,0,312
310011272,5,0,0,0,5,104,14,0,0,116
310011274,19,4,0,0,26,262,85,4,0,350
310011275,11,0,0,0,12,180,33,0,0,211
310011276,10,6,0,0,12,111,24,0,5,135
310011563,5,0,0,0,5,102,9,0,0,116
310011564,21,0,0,0,21,325,52,0,0,378
310021277,21,4,0,0,21,350,111,5,6,469
310021278,3,0,0,0,11,140,30,0,0,177
310021279,0,0,0,0,0,0,0,0,0,0
310021280,10,7,0,0,16,346,99,3,5,456
310021281,8,5,0,0,11,298,80,0,0,383
310021282,19,3,0,0,21,228,65,0,0,302
310031283,4,0,0,0,3,121,22,0,0,148
310031284,4,0,0,0,8,136,30,6,0,167
310031285,7,0,0,0,9,96,31,0,0,127
310031286,19,0,0,0,25,300,113,6,0,425
310031287,12,0,0,0,15,286,67,0,0,351
310031288,4,0,0,0,6,99,24,0,0,122
310031289,11,0,0,0,11,106,19,0,0,129
310031290,6,0,0,0,5,119,23,0,0,143
310031291,0,0,0,0,0,77,18,0,0,97
310031292,0,0,0,0,3,102,33,0,0,141
310031293,4,5,0,0,5,171,40,0,0,209
310031294,4,3,0,0,5,168,25,0,0,196
310031295,4,0,0,0,5,31,8,0,0,38
310041297,8,3,0,0,14,142,33,0,0,172
310041298,11,0,0,0,11,37,13,0,0,52
310041299,16,0,0,0,10,213,33,0,0,245
310041300,0,0,0,0,6,143,18,0,0,162
310041301,0,0,0,0,0,0,0,0,0,4
310041302,17,0,0,0,13,227,33,0,0,261
310041303,8,0,0,0,6,141,19,4,0,161
310041304,11,3,0,0,11,348,38,3,0,386
310041565,0,0,0,0,0,115,21,0,3,138
310041566,4,0,0,0,3,97,9,0,0,103
311011305,29,0,0,0,32,373,91,0,3,469
311021306,9,3,0,0,14,215,87,3,0,305
311021307,10,4,0,0,11,148,31,0,0,178
311021308,3,0,0,0,7,119,20,0,0,138
311021309,8,0,0,0,6,88,26,0,0,110
311021310,4,0,0,0,5,138,26,0,0,162
311031311,12,0,0,0,12,277,56,8,0,340
311031312,10,0,0,0,11,176,54,0,0,236
311031313,6,5,0,0,13,127,30,0,0,156
311031314,16,0,0,0,16,156,38,3,0,200
311031315,0,0,0,0,0,0,0,0,0,0
311031316,11,0,0,0,10,158,55,3,0,211
311031317,7,0,0,0,7,146,25,0,0,164
311031318,8,5,0,0,13,99,14,0,0,113
311031319,4,0,0,0,4,192,36,0,0,227
311041322,10,4,0,0,15,236,50,0,0,289
311041567,3,0,0,0,3,97,16,0,0,117
311041568,10,0,0,0,10,143,20,0,5,171
311041569,16,0,0,0,19,171,41,0,0,212
311041570,22,4,0,0,28,400,111,0,5,515
311041571,4,0,0,0,4,130,10,0,0,138
311051323,4,0,0,0,5,135,32,0,0,169
311051324,15,0,0,0,15,199,54,0,0,254
311051325,15,8,0,0,20,292,88,3,0,381
311051326,17,5,0,0,19,214,47,6,0,258
311051327,12,0,0,0,12,213,69,0,0,286
311051328,5,3,0,0,8,88,19,0,0,110
311061329,4,0,0,0,4,135,37,0,0,174
311061330,13,4,0,0,11,119,17,0,0,141
311061331,17,3,0,0,17,131,28,0,0,160
311061332,14,0,0,0,16,259,35,0,0,297
311061333,20,5,0,0,30,265,90,5,0,356
311061334,18,0,0,0,17,258,66,0,0,333
311061335,14,6,0,0,22,257,74,0,0,328
311061336,9,0,0,0,11,150,39,0,0,195
312011337,9,0,0,0,9,134,53,0,0,182
312011338,6,0,0,0,8,169,89,0,0,261
312011339,7,0,0,0,9,123,72,0,0,205
312011340,5,0,0,3,4,76,60,3,6,140
312011341,3,3,0,0,9,84,33,4,0,117
312021342,0,3,0,0,5,164,40,0,6,207
312021343,0,0,0,0,0,35,9,0,0,44
312021344,3,0,0,0,3,161,34,4,0,191
312021345,0,0,0,0,0,0,0,0,0,0
312021346,7,9,0,0,17,227,153,18,0,402
312021347,0,0,0,0,4,12,6,0,0,26
312021348,4,4,0,0,6,154,57,7,0,224
312021349,3,0,0,0,3,134,57,0,0,193
312021350,7,4,0,0,9,140,61,8,0,202
312021351,8,3,0,0,13,145,53,0,0,203
312021352,14,0,0,0,15,166,90,0,4,254
312021353,3,3,0,0,8,145,64,0,0,214
312021354,4,0,0,0,4,74,19,0,0,96
312021355,4,0,0,0,4,52,7,0,0,60
312021356,10,0,0,0,9,79,20,0,3,101
312021357,6,0,0,0,6,163,68,0,0,233
312021358,3,3,0,0,5,90,36,0,0,131
312031359,22,6,0,0,32,433,158,5,0,598
312031360,0,0,0,0,0,0,0,0,0,0
312031361,14,0,0,0,16,241,94,0,6,340
313011362,13,0,0,0,11,276,64,3,0,343
313011363,27,0,0,0,28,365,88,3,3,456
313021364,9,0,0,0,6,130,27,0,0,161
313021366,27,7,0,0,31,343,93,0,0,438
313021367,5,0,0,0,5,77,16,5,0,103
313021368,7,0,0,0,11,128,21,0,0,153
313021369,4,5,0,0,13,100,50,0,0,158
313021572,25,6,0,0,28,298,68,5,0,372
313021573,11,0,0,0,15,246,67,3,0,318
313031370,5,0,0,3,8,163,40,4,3,211
313031371,7,5,0,0,11,191,58,0,3,253
313041372,12,3,0,0,19,301,79,0,0,377
313041373,20,3,0,0,18,376,80,3,0,462
313041374,0,0,0,0,0,115,28,0,0,145
313041375,13,4,0,0,19,338,91,3,0,433
313041376,0,0,0,0,8,70,16,3,0,94
313051377,10,4,0,0,17,223,72,0,0,297
313051378,14,3,0,0,15,247,39,0,0,286
313051379,10,5,0,0,9,230,78,3,0,314
313051380,20,0,0,0,18,319,68,3,0,388
313051574,0,0,0,0,0,12,4,0,0,16
313051575,5,0,0,0,8,297,43,4,0,345
314011382,6,0,0,0,9,320,67,0,0,391
314011383,11,0,0,0,11,354,62,0,0,420
314011384,15,0,0,0,19,215,35,0,4,255
314011385,3,0,0,0,7,139,26,0,0,166
314011386,12,4,0,0,20,498,106,0,3,605
314011387,18,5,0,0,19,347,60,0,0,403
314021389,15,0,0,0,15,365,33,0,0,399
314021576,0,0,0,0,0,73,8,0,0,79
314021577,9,0,0,0,11,354,38,5,0,395
314021578,13,0,0,0,13,204,15,0,0,222
314021579,24,4,0,0,29,546,89,4,0,641
314031391,8,0,0,0,6,142,21,0,0,166
314031392,4,0,0,0,3,133,45,4,0,182
314031393,7,0,0,0,5,151,29,0,0,177
314031394,27,8,0,0,36,454,170,4,0,636
315011395,0,0,0,0,0,0,0,0,0,0
315011396,0,0,0,0,0,113,46,0,5,170
315011397,0,0,0,0,3,49,25,0,0,77
315011398,0,0,0,0,0,4,0,0,0,3
315011399,0,0,0,0,0,14,8,0,0,27
315011400,8,0,0,0,10,124,93,3,0,226
315011401,0,0,0,0,0,30,17,3,0,53
315011402,0,0,0,0,0,19,7,0,0,26
315011403,3,0,0,0,3,41,15,0,0,60
315021404,0,3,0,0,3,52,40,0,0,91
315021405,9,0,0,0,13,140,67,0,3,205
315021406,5,0,0,0,5,57,30,0,4,86
315021407,8,0,0,3,10,154,101,5,8,269
315031408,3,0,0,0,6,186,144,3,8,337
315031409,7,0,0,6,12,106,88,3,5,204
315031410,0,0,0,0,0,96,40,0,0,133
315031411,3,3,0,0,3,111,54,0,0,164
315031412,9,0,0,0,10,107,61,0,3,167
316011413,37,4,0,0,39,653,180,13,0,844
316011414,19,4,0,0,26,529,132,6,4,669
316011415,4,0,0,0,4,245,36,0,0,278
316011416,17,4,0,0,24,243,48,0,5,297
316021417,3,0,0,0,8,221,49,5,0,276
316021418,9,3,0,0,13,210,46,3,0,259
316021419,17,7,0,0,16,283,81,0,0,365
316021421,18,0,0,0,15,264,36,7,0,302
316021422,18,0,0,0,17,256,48,0,0,309
316021423,10,0,0,0,16,362,74,7,5,440
316021424,14,4,0,0,21,318,77,0,0,398
316021580,15,0,0,0,17,330,72,3,0,406
316021581,17,0,0,0,18,295,79,0,0,377
316031425,20,3,0,0,20,578,79,0,0,661
316031426,11,0,0,0,11,321,71,0,0,394
316031427,42,8,0,0,54,882,223,10,8,1120
316031428,25,6,0,0,27,391,92,3,0,490
316051434,24,0,0,0,21,315,76,5,0,394
316051435,19,5,0,0,17,526,155,4,4,687
316051437,15,0,0,0,22,286,47,0,4,334
316051438,7,0,0,0,7,273,64,0,0,339
316051543,8,4,0,0,13,161,46,0,0,206
316051544,17,4,0,0,18,292,38,0,0,334
316061439,13,0,0,0,16,227,85,0,4,312
316061440,19,0,0,0,19,416,81,0,4,498
316061441,9,0,0,0,9,150,49,0,0,206
316061442,24,3,0,0,26,398,94,0,4,490
316061443,9,0,0,0,14,235,47,0,0,283
316061444,23,0,0,0,18,375,99,3,5,480
316071545,3,5,0,0,8,240,33,0,0,283
316071546,4,0,0,0,4,115,18,3,0,138
316071547,28,6,0,0,36,572,144,0,0,718
316071548,27,12,0,0,39,641,163,10,4,822
316081549,42,9,0,0,46,837,168,4,4,1013
317011445,3,0,0,0,8,119,31,0,5,154
317011446,0,0,0,0,0,164,36,3,0,199
317011447,4,10,0,0,14,190,72,3,0,271
317011448,8,0,0,0,14,107,50,3,0,156
317011449,5,0,0,0,5,91,22,0,0,112
317011450,9,0,0,0,9,261,60,3,0,324
317011451,16,0,0,0,22,254,78,0,0,340
317011452,0,0,0,0,0,87,22,0,0,106
317011453,9,0,0,0,9,164,37,0,0,202
317011454,5,0,0,0,9,126,44,3,0,172
317011455,4,0,0,0,4,109,27,0,0,136
317011456,16,10,0,0,25,483,187,22,3,693
317011457,12,0,0,0,12,266,81,5,0,349
317011458,16,3,0,0,27,281,68,5,0,350
317011459,8,0,0,0,16,214,52,5,0,274
318011460,6,0,0,3,11,163,106,7,3,278
318011461,10,0,0,0,9,214,106,6,0,323
318011462,6,0,0,0,9,106,54,0,0,156
318011463,8,0,0,0,10,127,69,0,0,198
318011464,9,0,0,0,9,102,72,5,3,180
318011465,4,0,0,0,4,160,64,0,3,223
318011466,0,0,0,0,0,9,0,0,0,9
318021467,4,0,0,0,3,103,43,6,4,153
318021468,13,0,0,0,13,87,20,5,0,115
318021469,4,0,0,0,4,56,8,0,0,65
318021470,9,0,0,0,9,81,27,0,0,110
318021471,0,0,0,0,0,105,35,4,0,138
318021472,3,0,0,0,3,78,23,0,0,100
318021474,10,0,0,0,10,95,12,0,0,105
318021475,22,10,3,0,37,270,153,10,0,435
318021476,9,0,0,0,7,152,65,3,3,223
318021477,0,0,0,0,0,47,9,0,0,57
318021478,0,0,0,0,9,99,46,3,0,149
318021479,5,0,0,0,5,166,84,0,0,251
318021480,10,4,0,0,6,115,36,0,0,150
318021481,3,0,0,0,10,118,58,0,0,174
318021482,3,0,0,0,7,174,50,0,0,227
318021483,6,0,0,0,6,104,36,0,4,135
318021484,9,0,0,0,9,156,38,3,0,197
318021485,0,0,0,0,0,64,18,0,0,79
318021486,0,0,0,0,3,111,36,0,0,145
318021487,8,0,0,0,7,96,20,0,0,115
318021488,6,0,0,0,4,127,41,0,0,170
318021489,13,0,0,0,13,83,25,0,3,108
318021490,10,0,0,0,9,231,101,17,0,350
318021491,7,0,0,0,7,71,12,0,0,81
318021582,9,0,0,0,9,230,43,0,0,274
318021583,6,0,0,0,9,66,23,0,0,90
319011492,5,0,0,0,5,67,16,0,0,83
319011493,13,0,0,0,13,312,96,0,0,412
319011494,8,0,0,0,6,80,29,0,0,110
319011495,13,7,0,0,20,252,158,17,0,427
319011496,7,7,0,0,10,100,60,3,0,161
319011497,4,0,0,0,8,108,34,0,3,142
319011498,6,0,0,0,6,155,58,0,7,217
319011499,12,6,0,0,21,195,110,0,5,312
319011500,4,0,0,0,4,73,36,0,0,118
319011501,9,4,0,0,13,108,52,5,0,168
319011502,3,3,0,0,8,158,44,0,0,202
319021503,6,9,0,0,11,181,100,0,0,281
319021504,10,0,0,0,10,113,43,0,0,163
319021505,18,0,0,0,18,189,88,5,3,282
319021506,19,0,0,0,18,228,75,0,3,314
319021507,6,0,0,0,12,190,38,0,4,235
319021508,13,0,0,0,13,179,61,0,12,258
319021509,14,0,0,0,13,194,64,0,4,260
319021510,0,0,0,0,0,4,0,0,0,4
319031511,7,0,0,0,7,154,41,0,5,202
319031512,32,10,0,0,44,459,176,9,11,655
319031513,9,0,0,0,7,125,22,0,0,149
319031514,27,3,0,0,33,554,164,0,4,722
319031515,3,0,0,0,3,145,49,0,0,193
319041516,11,0,0,0,11,128,31,0,0,155
319041517,4,0,0,0,7,107,26,0,0,134
319041518,6,8,0,0,19,305,149,7,4,470
