POW_SA2_CODE_2021,Tot_Mng,Tot_Pro,Tot_Tech_trds_wks,Tot_Com_persl_svce_wks,Tot_Cler_admin_wks,Tot_Sales_wks,Tot_Mach_ops_dvrs,Tot_Labourers,Tot_IDNS,Tot_Tot
507011159,765,974,768,1092,787,582,439,475,98,5978
507011160,209,427,282,392,254,399,84,262,41,2345
507011161,367,529,353,699,314,872,88,440,38,3705
507011163,159,220,338,168,146,80,71,119,21,1327
507011259,234,362,382,286,197,237,233,313,34,2271
507011260,1179,1504,1885,497,1248,618,1193,765,192,9089
507021164,303,544,230,494,241,132,26,153,37,2159
507021165,2541,5397,1703,2694,2560,1156,843,1629,268,18789
507021166,525,1089,616,879,442,471,101,407,64,4589
507021167,737,344,1067,198,595,507,537,537,60,4586
507031169,103,405,182,280,107,190,75,148,30,1520
507031170,96,242,162,401,89,70,65,169,19,1319
507031172,194,85,255,96,157,47,381,183,26,1432
507031173,1012,1082,2893,108,899,127,1636,984,211,8958
507031174,194,419,182,404,204,437,80,272,19,2219
507031261,172,234,323,598,161,33,136,390,35,2088
507041175,788,1479,727,524,677,466,222,304,81,5265
507041176,50,284,57,137,55,5,8,39,7,639
507041177,375,569,421,535,392,469,475,600,43,3877
507041178,999,1339,806,869,864,1695,199,478,98,7348
507041179,175,653,167,413,183,307,15,181,45,2129
507041180,140,512,166,299,191,111,39,136,24,1609
507041181,801,1419,984,930,831,1012,179,591,95,6840
507041182,998,8238,1176,1528,2014,372,299,1009,195,15827
507041183,81,200,117,258,64,68,12,80,11,895
507041184,63,222,78,103,86,90,7,60,13,709
507051186,95,1137,123,426,245,90,33,154,17,2322
507051187,337,462,446,552,281,400,167,346,59,3039
507051188,1866,2314,2969,2634,1715,1737,1091,1313,263,15901
507051189,7,0,5,0,4,4,7,0,0,26
507051190,132,386,204,457,133,143,33,164,26,1673
507051191,224,543,314,490,204,341,54,310,36,2517
507051192,108,295,158,320,131,177,56,157,24,1420
507051193,159,363,194,443,136,471,39,260,22,2082
507051312,300,309,339,383,226,775,119,510,39,2994
507051313,210,707,276,571,216,103,86,217,41,2419
507051314,43,31,65,46,31,89,28,81,11,419
509011225,1055,2305,1346,1820,1272,1282,425,1137,136,10788
509011226,467,144,103,65,80,24,74,206,24,1186
509011227,56,102,72,64,60,81,40,83,12,568
509011228,443,368,250,220,201,162,79,276,36,2037
509011229,595,110,148,63,112,48,142,216,17,1459
509011230,329,282,268,209,220,162,105,436,40,2049
509011231,787,132,140,88,138,60,170,305,32,1848
509011232,111,92,137,208,76,22,56,93,16,816
509011233,336,444,608,278,337,226,312,295,44,2891
509011234,546,186,234,159,180,106,151,536,50,2143
509011235,0,0,0,0,0,0,0,0,0,0
509021236,304,181,306,94,178,74,166,223,27,1549
509021237,433,131,174,148,127,75,97,206,25,1416
509021238,580,155,173,141,173,82,160,195,23,1687
509021239,854,306,487,196,351,174,444,962,75,3855
509021240,572,271,316,220,224,158,224,241,43,2271
509021241,692,253,258,172,219,122,216,279,35,2244
509021242,559,158,443,100,125,48,498,237,32,2202
509021243,655,860,637,669,594,423,292,616,92,4828
509021244,174,107,125,83,95,75,85,111,14,871
509021245,411,182,203,184,153,109,109,176,27,1554
509031246,514,121,142,133,135,73,121,203,19,1464
509031247,969,207,304,136,177,87,281,279,53,2485
509031248,232,306,829,134,165,36,1025,246,67,3039
509031249,262,477,271,322,263,181,128,249,34,2182
509031250,762,110,171,102,142,87,151,315,26,1859
510011262,985,1778,927,1105,963,547,263,648,158,7364
510011263,289,568,317,456,238,93,201,311,66,2523
510011264,149,240,141,202,77,39,112,111,45,1119
510011265,527,732,419,521,412,169,243,421,90,3529
510011266,122,107,70,88,62,29,47,101,17,632
510021267,747,1443,4903,303,526,61,4586,1291,275,14131
510021268,260,442,1223,254,246,127,895,325,71,3840
510021269,556,752,2106,219,614,196,1463,685,184,6787
510021270,295,665,380,485,341,245,209,326,61,3008
510031271,748,1428,4630,458,653,156,3852,1481,323,13727
510031272,879,1230,1617,743,919,557,753,837,132,7675
510031273,473,866,2350,348,441,58,1023,708,162,6426
511011274,602,749,814,540,629,508,551,580,111,5078
511011275,804,214,487,104,168,50,443,366,77,2712
511021276,409,298,244,243,248,172,153,324,37,2122
511021277,384,325,437,358,280,175,160,388,74,2587
511031278,217,176,425,227,216,61,330,198,35,1886
511031279,1006,1285,2107,1049,1239,878,1245,963,193,9959
511031280,76,434,146,157,163,36,87,102,13,1213
511031281,7,15,15,15,5,12,14,18,8,99
511031282,359,718,1319,140,247,85,1628,400,85,4975
511031283,542,1044,2138,236,338,36,2533,647,132,7641
511031284,38,125,234,7,40,0,369,37,21,878
511041285,1187,2432,1737,1838,1604,1399,700,1288,181,12372
511041286,241,337,491,313,234,61,473,217,48,2414
511041287,77,102,130,97,74,61,56,84,7,683
511041288,74,129,134,137,103,105,34,131,6,863
511041289,178,128,194,108,102,109,55,163,19,1062
511041290,433,668,1339,150,220,48,1446,443,100,4835
511041291,633,212,393,121,169,62,419,262,33,2298
511041292,675,182,241,207,172,83,150,347,37,2089
597979799,61,233,528,45,42,6,168,258,46,1386
599999499,3764,6520,18753,6741,2582,2143,7579,11109,1375,60566
601011001,243,235,220,289,224,307,499,251,49,2317
601011002,114,99,251,133,79,98,111,124,16,1021
601011003,47,45,75,93,28,9,27,55,6,381
601021004,536,1021,450,757,678,854,62,348,77,4779
601021005,783,646,1159,523,575,475,429,661,104,5349
601021006,27,57,61,31,31,12,14,23,0,257
601021007,135,259,189,210,100,204,28,98,12,1245
601021008,136,356,179,448,127,144,38,149,32,1617
601021009,255,371,518,551,339,209,212,276,49,2782
601021010,80,159,85,341,68,20,49,71,12,882
601021011,102,255,186,232,99,45,81,103,20,1128
601021012,87,79,125,28,38,14,17,52,6,446
601031013,89,118,140,71,45,38,70,104,16,685
601031014,111,119,147,254,60,43,16,68,15,827
601031015,142,275,193,288,102,194,55,463,22,1738
601031016,707,539,1297,659,845,372,844,491,147,5893
601031017,611,814,688,913,613,921,420,601,106,5673
601031018,92,150,131,157,96,54,80,167,21,937
601031019,755,708,956,960,730,602,677,602,130,6124
601031020,212,343,263,399,154,231,259,205,36,2100
601031021,17,72,39,54,18,0,10,27,3,235
601041022,696,997,902,693,605,845,253,506,78,5572
601041023,174,331,211,308,109,107,29,97,27,1392
601041024,262,282,353,160,140,113,102,293,40,1746
601041025,0,0,0,5,0,0,0,0,0,6
601041026,68,293,122,64,54,55,8,51,8,731
601051027,5520,13948,3696,5107,7855,2556,457,2197,753,42097
601051028,233,1098,260,282,316,66,41,114,51,2454
601051029,105,414,91,78,134,40,7,40,10,930
601051030,396,1148,313,767,446,372,125,348,68,3996
601051031,689,1914,485,783,609,458,43,441,105,5523
601051032,205,613,188,369,201,80,46,122,29,1861
601051033,99,277,115,103,65,101,17,74,5,843
601061034,184,132,175,118,99,72,84,132,20,1011
601061035,417,366,342,408,250,483,134,497,56,2964
602011036,496,362,771,281,399,554,407,511,66,3849
602011037,381,360,414,429,546,615,292,408,67,3511
602011038,1767,5166,1572,2707,2816,1954,516,1254,307,18051
602011039,142,118,166,173,101,134,69,122,17,1049
602011040,180,228,209,167,126,369,227,258,33,1809
602011041,260,783,405,407,307,74,159,211,51,2670
602011042,184,497,167,539,213,99,60,96,29,1882
602011043,62,168,55,232,56,44,16,88,16,722
602011044,142,119,252,226,115,170,79,205,19,1328
602011045,29,86,34,104,20,28,11,30,9,362
602011046,117,386,162,226,103,98,29,126,18,1267
602011047,248,419,377,589,272,183,134,285,25,2536
602011048,173,396,207,183,188,126,78,138,16,1489
602011049,57,99,64,43,31,32,12,30,3,368
602011050,147,123,215,130,194,27,250,108,22,1211
602011051,57,83,77,38,22,28,13,26,3,355
602011052,152,119,272,170,131,91,129,152,30,1251
602021053,144,115,103,91,67,75,72,147,16,838
602021054,546,273,255,338,165,163,214,427,47,2429
602021055,219,155,169,115,112,87,54,205,30,1148
602021056,106,19,75,42,58,26,53,76,10,458
602021057,311,164,223,86,103,59,102,162,22,1224
602031058,163,81,70,49,55,22,59,109,13,625
602031059,311,301,565,213,159,142,595,491,77,2858
602031060,223,152,222,145,137,166,101,308,27,1476
602031061,389,131,156,110,71,124,115,370,49,1516
602031062,380,213,444,267,297,164,602,259,42,2670
602031064,296,259,269,258,192,206,130,289,42,1946
602031099,127,58,53,44,40,28,26,57,12,444
602031100,573,258,318,238,205,189,234,501,41,2571
603011065,225,55,135,62,44,39,50,172,14,793
603011066,123,63,57,44,19,12,45,138,21,526
603011067,317,151,170,138,106,71,78,195,35,1253
603011068,4,0,10,0,0,0,0,0,0,13
603021069,160,166,133,105,61,35,36,138,20,850
603021070,209,219,162,112,81,66,56,148,25,1082
603021071,249,186,181,139,80,40,96,342,40,1367
603021072,422,430,395,346,249,250,137,556,54,2840
603031073,166,108,116,131,53,45,41,145,19,826
603031074,383,197,255,246,155,117,65,419,36,1870
604011075,32,55,62,99,35,126,8,69,7,494
604011076,352,78,111,36,61,26,119,150,22,947
604011077,620,933,799,943,1009,817,604,496,105,6330
604011078,255,1277,412,517,397,167,130,312,37,3510
604011079,146,156,183,157,71,67,72,144,22,1014
604011080,72,132,107,79,61,10,65,235,12,769
604011081,104,113,207,154,88,129,58,127,8,986
604011082,410,532,692,544,429,496,255,584,63,3999
604011083,57,107,59,185,53,37,35,76,16,628
604011084,212,220,340,308,174,223,178,261,55,1966
604021085,754,1398,1005,1388,1005,1105,263,704,109,7729
604021086,155,137,199,268,200,89,215,392,37,1676
604021087,294,606,260,406,236,208,125,586,40,2758
604021088,133,119,237,168,118,213,111,173,21,1290
604021089,266,141,221,160,136,135,193,249,23,1524
604021090,245,119,559,61,185,97,383,273,42,1969
604021091,325,172,262,187,124,75,168,222,37,1571
604021092,130,81,115,49,54,25,82,194,32,751
604031093,199,73,108,58,74,47,40,161,16,783
604031094,473,78,131,77,51,35,95,332,21,1277
604031095,267,265,267,273,221,215,231,471,43,2256
604031096,221,102,225,37,56,11,288,168,24,1141
604031097,215,238,395,230,137,108,455,309,45,2137
604031098,0,0,0,0,0,0,0,0,0,0
697979799,9,42,62,3,3,0,7,19,0,141
699999499,1145,1070,3656,1549,493,325,1037,2176,302,11753
701011001,202,386,227,306,243,163,170,109,38,1841
701011002,2395,3964,1024,1115,3235,627,150,639,290,13444
701011003,5,0,14,3,3,3,0,7,0,39
701011004,204,392,214,410,258,106,20,166,36,1802
701011005,315,232,336,351,147,41,42,86,32,1579
701011006,168,166,173,261,87,59,49,92,24,1073
701011007,183,406,150,165,202,118,23,75,36,1359
701011008,136,206,168,123,166,165,49,119,13,1139
701011009,1021,771,1707,497,1037,330,572,613,138,6686
701021010,15,96,23,84,20,8,11,16,3,271
701021011,15,54,31,35,13,6,0,15,3,162
701021012,817,854,1114,1077,1014,303,527,415,112,6233
701021013,589,1309,225,598,694,769,62,318,75,4644
701021014,0,0,0,0,0,0,0,0,0,0
701021015,6,0,5,0,5,5,0,0,0,15
701021016,138,184,185,182,139,195,36,133,17,1216
701021017,292,174,459,78,377,78,498,198,59,2218
701021018,31,47,26,43,16,15,4,25,3,202
701021019,51,143,51,132,40,80,23,72,13,601
701021020,66,139,108,94,54,111,37,65,12,686
701021021,28,25,29,60,35,10,13,18,6,232
701021022,140,242,72,260,98,102,21,79,17,1026
701021023,104,106,74,83,95,132,26,41,11,679
701021024,25,102,24,32,29,0,3,22,3,245
701021025,85,167,66,162,43,76,11,50,6,672
701021026,48,190,32,124,32,23,5,35,7,504
701021027,248,2978,215,829,578,22,54,228,77,5225
701021028,24,51,23,90,29,6,0,25,11,259
701021029,23,110,23,37,27,12,5,17,7,277
701021030,9,60,27,49,16,5,3,23,0,195
701031031,600,748,821,1466,495,74,292,346,82,4923
701031032,209,272,270,197,143,84,121,150,31,1462
701031033,10,3,4,6,0,0,5,0,0,26
701031034,167,118,136,133,104,331,46,204,13,1252
701031035,289,195,534,104,130,27,121,208,45,1653
701041036,31,105,49,118,27,96,13,57,5,505
701041037,31,114,30,55,15,12,0,21,0,288
701041038,171,163,376,212,146,124,165,157,24,1537
701041039,25,53,16,65,16,13,0,14,0,215
701041040,20,35,17,81,18,10,0,17,3,196
701041041,546,557,625,616,607,701,146,387,73,4264
701041042,46,129,78,168,39,77,17,78,8,639
701041043,53,143,57,148,34,21,9,38,10,511
701041044,19,80,29,98,18,6,3,21,3,273
702011045,1150,1461,1090,1285,1194,734,388,570,194,8078
702011046,81,281,107,156,83,22,18,48,20,811
702011047,57,263,81,181,61,24,11,47,16,746
702011048,37,96,34,123,33,9,5,24,8,366
702011049,182,1117,158,375,258,37,30,239,38,2432
702011050,150,145,138,311,79,59,26,156,18,1088
702011051,114,195,140,127,95,31,20,68,21,816
702011052,211,365,153,339,105,30,57,153,74,1473
702011053,126,257,348,169,72,32,374,142,28,1543
702011054,63,103,25,78,35,17,14,42,13,384
702021055,99,88,106,112,38,21,71,239,24,800
702021056,181,299,126,255,158,51,31,110,26,1243
702031057,308,281,230,210,124,63,129,239,39,1622
702031058,92,86,68,82,25,22,49,96,26,533
702031059,32,118,56,75,21,22,15,33,21,393
702031060,74,142,51,114,43,20,21,56,17,539
702031061,100,316,97,196,76,32,32,97,50,995
702041062,144,251,384,144,97,33,430,138,46,1667
702041063,151,467,195,268,119,96,125,87,82,1585
702041064,156,349,201,168,185,70,72,113,25,1341
702051065,100,125,61,117,41,34,41,134,15,661
702051066,138,296,251,147,84,31,261,130,41,1369
702051067,620,909,771,837,590,235,237,449,109,4760
702051068,89,132,68,124,40,20,24,214,14,731
797979799,8,29,40,3,12,0,12,24,0,131
799999499,352,600,986,421,282,127,354,626,116,3854
801011001,46,136,38,85,27,9,4,13,0,357
801011002,2275,3329,907,1515,2635,1832,568,672,305,14045
801011003,989,3913,297,1060,1026,92,82,233,99,7797
801011004,65,163,70,148,40,152,18,80,11,745
801011005,39,68,37,38,11,11,0,12,7,236
801011006,17,39,57,46,28,19,13,30,5,261
801011007,47,161,89,106,34,25,6,36,11,503
801011008,39,267,51,91,63,56,24,47,10,640
801011009,20,51,63,70,26,11,5,20,10,265
801011010,17,72,31,58,22,0,0,16,4,220
801011011,27,53,44,34,21,9,0,12,6,203
801011012,0,0,0,0,0,0,0,0,0,0
801011013,57,238,69,79,68,98,5,54,4,681
801011014,20,35,55,65,22,6,8,21,6,232
801011015,117,279,147,346,114,181,35,144,24,1379
801011016,100,311,83,208,82,111,18,75,12,1003
801011017,25,88,47,46,22,6,17,31,10,290
801011018,13,21,17,3,5,0,11,3,0,77
801011019,36,108,70,113,27,4,21,24,9,406
801011020,90,219,103,222,73,149,14,101,11,963
801011021,14,25,45,32,22,0,7,7,5,161
801011022,45,187,69,89,37,18,3,29,10,478
801011023,28,105,60,165,28,12,5,42,6,445
801011024,26,73,37,104,20,9,8,17,10,311
801011025,28,51,59,58,23,21,0,11,4,247
801011026,22,93,27,31,27,6,8,19,3,235
801011111,15,16,30,5,3,0,14,7,0,94
801011142,0,0,0,0,0,0,0,0,0,0
801011143,16,16,21,7,12,3,8,3,4,90
801011144,19,0,17,0,3,0,14,36,0,85
801031031,478,334,1070,326,577,135,781,476,104,4284
801031032,0,5,9,0,0,0,0,0,0,17
801031113,829,1300,759,256,686,40,172,178,123,4340
801031114,2979,3511,637,859,2176,631,203,324,308,11635
801031115,754,793,255,393,460,158,70,108,88,3067
801041034,64,275,102,140,58,100,13,73,9,834
801041035,44,128,68,45,46,29,24,41,7,439
801041036,75,72,115,94,57,114,49,52,12,635
801041037,41,102,43,107,57,37,3,31,7,428
801041038,49,113,45,96,37,14,0,13,6,373
801041039,57,138,59,130,40,51,33,39,11,556
801041040,580,906,427,747,600,1081,120,401,65,4925
801041043,21,43,60,18,31,13,20,13,0,218
801041044,47,308,84,190,56,18,12,50,12,766
801041045,945,969,1521,341,945,326,466,563,126,6199
801041046,60,174,94,131,56,43,24,56,12,649
801041047,154,343,156,327,112,156,15,145,28,1443
801041048,27,126,59,58,50,15,15,23,3,376
801041116,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0
801041118,3,7,7,7,5,0,0,0,0,22
801041119,13,12,7,45,8,3,13,8,8,100
801041120,30,43,40,30,23,9,7,9,7,193
801041121,26,67,88,47,18,0,16,22,6,292
801041122,30,32,73,50,16,6,9,6,3,219
801051049,962,4025,612,362,933,54,31,205,95,7279
801051050,91,227,125,240,55,93,10,77,14,933
801051051,766,1399,489,654,706,235,27,294,88,4663
801051053,9860,14596,1883,2247,7619,1816,140,911,987,40048
801051054,810,1168,384,473,649,361,56,259,72,4232
801051055,42,88,39,51,23,7,3,15,0,263
801051056,34,108,22,31,15,26,4,13,0,250
801051057,257,684,182,495,206,107,15,125,23,2102
801051058,93,260,62,222,68,27,9,27,13,787
801051060,204,539,49,192,197,97,14,33,21,1347
801051061,116,428,103,155,111,64,9,45,18,1039
801051123,10,19,14,7,10,0,0,0,0,60
801051124,232,431,154,269,133,46,12,69,14,1353
801051125,1542,809,150,368,250,9,31,69,68,3305
801051126,612,768,91,136,346,5,3,30,62,2061
801051127,91,275,40,34,118,27,0,13,9,622
801051128,2300,2416,221,489,1236,3,5,30,260,6954
801061062,993,2577,368,747,1235,119,60,152,113,6367
801061063,1081,2115,134,190,1033,34,29,54,134,4803
801061064,459,759,308,615,326,389,50,243,42,3188
801061066,0,0,0,0,0,0,0,0,0,0
801061067,132,356,138,352,95,30,15,62,20,1201
801061068,1846,2806,388,589,1260,38,18,147,197,7291
801061069,122,499,131,278,88,38,13,70,26,1261
801061070,294,379,207,291,340,62,49,109,36,1777
801061129,3596,5374,477,1289,2709,94,31,164,437,14173
801061130,2717,2428,3166,766,2156,2068,1206,1187,308,15997
801061131,654,1363,335,371,419,293,22,158,61,3664
801071071,15,32,34,16,22,13,13,16,7,173
801071072,20,87,33,54,23,9,0,20,8,250
801071073,65,190,127,205,67,97,27,63,12,862
801071074,61,115,97,103,39,83,14,54,9,582
801071075,84,169,80,195,56,191,23,107,12,920
801071076,25,102,51,29,32,0,0,9,5,261
801071077,28,46,64,36,40,10,12,25,13,273
801071078,42,154,65,129,52,18,13,29,12,519
801071079,30,107,40,78,23,14,8,16,0,312
801071080,2097,3123,687,741,2675,1052,507,412,345,11644
801071081,27,139,48,82,34,19,8,29,8,405
801071082,187,378,237,410,148,165,37,156,29,1753
801071083,12,15,11,31,9,0,0,0,0,73
801071084,43,131,71,186,43,6,7,41,3,531
801071085,24,34,0,7,36,0,4,0,3,104
801071086,7,22,8,24,13,3,3,0,0,89
801071087,14,33,42,48,20,4,15,10,0,190
801071088,17,52,42,26,15,4,3,18,6,197
801071089,6,6,6,3,4,0,0,0,0,26
801071090,200,600,193,405,178,289,50,207,23,2146
801071132,3,6,0,4,0,0,0,0,0,18
801081091,45,133,33,58,30,39,0,18,9,373
801081092,32,85,28,50,20,6,0,17,4,240
801081093,22,71,79,32,34,3,0,12,7,254
801081094,71,207,45,130,73,11,23,14,15,601
801081095,23,45,32,72,13,7,0,15,4,218
801081096,148,201,20,114,102,0,4,32,9,626
801081097,21,181,39,53,37,23,3,19,0,385
801081098,344,493,164,411,204,329,47,172,28,2176
801081133,6,25,3,0,4,0,0,0,0,47
801091099,45,92,42,41,29,20,3,13,11,282
801091100,85,273,78,217,60,110,9,85,19,932
801091101,67,135,59,139,26,14,5,31,0,485
801091102,379,4614,315,825,880,61,58,343,89,7562
801091103,39,151,51,161,46,26,9,46,11,549
801091104,25,52,21,31,21,0,7,9,0,162
801091105,26,67,19,45,22,18,4,10,9,209
801091106,121,196,89,202,103,127,16,81,11,950
801091107,29,55,6,4,66,12,29,18,9,226
801091108,78,319,58,207,67,7,10,39,18,795
801091109,3232,4252,843,1217,3064,1232,99,466,333,14736
801091110,27,98,37,49,18,0,4,11,0,258
801101134,32,12,79,51,20,8,6,23,6,238
801101135,43,112,44,94,23,13,15,31,0,377
801101136,51,69,113,20,21,32,11,33,9,354
801101137,0,0,0,0,0,0,0,0,0,3
801101139,15,41,28,6,16,4,3,14,0,130
801101145,0,0,0,0,0,0,0,0,0,0
801101146,5,0,7,0,0,0,6,13,0,25
801111140,74,91,57,135,45,13,7,45,7,489
801111141,0,0,0,0,0,0,0,0,0,6
897979799,0,0,0,0,0,0,0,0,0,0
899999499,581,1301,2668,958,366,211,447,1180,175,7892
901011001,116,114,146,157,94,15,80,110,15,854
901021002,41,44,38,39,18,9,13,40,0,230
901031003,174,81,49,104,31,4,0,23,6,476
901041004,184,140,178,152,156,113,35,94,17,1072
997979799,0,0,0,0,0,0,0,0,0,0
999999499,15,13,46,12,5,3,11,27,5,135
