POW_SA2_CODE_2021,Tot_Mng,Tot_Pro,Tot_Tech_trds_wks,Tot_Com_persl_svce_wks,Tot_Cler_admin_wks,Tot_Sales_wks,Tot_Mach_ops_dvrs,Tot_Labourers,Tot_IDNS,Tot_Tot
101021007,345,206,176,116,116,83,140,166,27,1373
101021008,102,186,236,145,102,67,59,74,22,986
101021009,578,1368,663,923,758,541,218,430,107,5582
101021010,419,256,817,146,344,275,488,344,63,3159
101021012,335,283,663,184,284,215,294,316,39,2608
101021610,56,102,141,77,66,51,25,61,12,600
101021611,858,532,476,366,310,151,170,261,83,3207
101031013,251,125,106,98,87,76,141,181,12,1080
101031014,499,851,514,528,539,446,278,379,93,4126
101031015,306,59,95,43,45,31,52,114,15,759
101031016,883,524,684,1181,411,438,427,693,93,5327
101041017,607,559,677,654,679,731,278,528,83,4801
101041018,161,299,217,241,122,130,34,142,27,1379
101041019,563,1316,608,758,695,494,299,739,102,5573
101041020,571,213,211,133,115,52,107,216,36,1667
101041021,89,237,149,196,92,60,15,102,11,953
101041022,0,0,0,0,0,0,0,0,0,0
101041023,139,204,207,193,137,122,104,246,26,1385
101041024,195,84,151,69,78,55,72,127,20,851
101041025,495,554,638,670,433,557,211,468,42,4075
101041026,406,841,540,517,514,321,250,345,93,3830
101041027,412,451,469,449,293,352,107,340,65,2933
101051539,1061,1913,1347,2041,1355,1148,683,1323,205,11081
101051540,1224,416,598,276,342,190,435,469,87,4037
101061541,274,408,336,425,276,297,170,261,36,2487
101061542,902,303,431,220,216,84,123,367,53,2698
101061543,616,744,690,603,584,596,244,592,87,4755
101061544,818,247,270,210,189,113,170,403,42,2461
102011028,204,310,226,157,136,122,23,104,15,1293
102011029,246,359,330,209,203,72,39,109,36,1601
102011030,1129,526,1228,211,703,214,1165,1019,135,6329
102011031,1154,2043,945,1478,1204,1904,267,799,137,9930
102011032,1976,6131,2104,2370,3858,1606,808,1416,367,20629
102011033,109,335,136,463,158,59,35,67,19,1384
102011034,241,399,319,365,237,346,234,262,45,2445
102011035,80,290,128,191,111,23,18,55,17,900
102011036,362,421,364,256,426,339,442,555,47,3209
102011037,99,302,112,239,103,60,15,64,12,998
102011038,122,161,183,85,109,70,13,65,13,825
102011039,452,758,467,619,360,269,77,249,48,3303
102011040,469,812,508,735,478,496,84,372,56,4012
102011041,241,461,359,271,218,114,40,142,32,1880
102011042,397,938,427,723,486,590,117,389,71,4138
102011043,259,446,292,447,264,369,94,291,40,2505
102021044,347,856,552,835,420,732,244,509,67,4555
102021045,126,268,199,222,143,142,59,128,28,1308
102021046,102,161,183,156,121,143,51,128,10,1065
102021047,677,857,938,532,621,327,549,829,92,5412
102021048,425,734,424,753,409,930,148,536,65,4421
102021049,153,112,165,108,66,66,64,154,25,912
102021050,201,402,364,178,173,179,121,233,24,1873
102021051,274,430,478,245,257,84,132,149,31,2078
102021052,79,101,125,76,105,53,29,65,6,633
102021053,429,548,513,579,382,378,86,340,52,3313
102021054,217,411,342,470,297,250,45,186,47,2261
102021055,1236,1328,1298,1048,1875,1480,675,946,174,10063
102021056,508,1997,678,1315,811,454,1074,629,106,7577
102021057,725,1109,762,960,769,423,409,651,113,5926
103011059,455,550,666,402,488,321,405,641,86,4014
103011060,437,159,168,116,111,23,66,169,18,1262
103011061,390,224,373,180,153,113,410,297,67,2206
103011612,1172,2397,1222,2136,1461,1328,462,1036,176,11397
103011613,303,713,486,500,370,117,138,300,48,2975
103021062,766,346,271,297,250,131,231,270,47,2602
103021063,484,619,541,591,483,443,247,509,69,3983
103021064,612,194,142,149,121,90,103,307,23,1739
103021065,835,677,497,470,402,392,276,558,82,4195
103021066,412,147,110,115,98,78,70,151,14,1198
103021067,496,690,581,594,583,453,391,450,78,4315
103021068,463,224,226,86,80,32,277,140,22,1552
103021069,616,297,411,227,222,159,396,299,57,2688
103031070,518,867,595,839,809,529,396,503,93,5138
103031071,435,279,636,203,214,57,527,269,46,2661
103031072,639,1011,958,910,727,695,425,718,92,6173
103031073,213,125,123,112,72,72,60,111,21,908
103031074,826,431,890,198,272,156,1098,431,78,4378
103031075,0,0,0,0,0,0,0,0,0,0
103041076,577,386,528,252,215,140,436,430,65,3032
103041077,1910,4549,2199,2297,2579,1437,997,1486,269,17722
103041078,432,612,832,637,442,381,450,400,67,4255
103041079,975,447,487,232,310,124,316,546,74,3515
104011080,902,1771,1143,1662,1304,1053,691,1058,185,9775
104011081,713,426,307,416,220,95,203,404,60,2853
104011082,668,890,837,831,591,606,290,722,109,5548
104021083,286,541,205,272,197,159,73,232,31,1993
104021084,773,898,882,1103,911,1096,226,740,122,6758
104021085,1522,4038,1669,2157,2259,1260,706,1318,225,15155
104021086,160,125,96,72,69,33,60,172,24,813
104021087,270,154,87,98,104,71,51,144,19,999
104021088,201,265,265,196,163,149,30,187,25,1483
104021089,588,691,707,740,515,588,345,552,76,4799
104021090,173,159,191,191,126,82,102,175,23,1225
104021091,610,493,430,434,287,271,164,855,58,3600
105011092,326,245,127,226,144,50,82,148,47,1392
105011093,326,273,492,143,186,108,494,239,36,2300
105011094,432,217,114,192,135,60,88,211,38,1488
105011095,519,318,342,210,260,114,326,287,61,2445
105011096,468,270,138,286,184,93,148,223,40,1852
105021097,673,1256,1070,1148,769,638,725,687,155,7121
105021098,349,114,62,97,54,22,50,176,14,936
105031099,714,384,234,327,218,164,162,390,58,2652
105031100,677,1544,1173,761,867,452,622,952,135,7184
105031101,1293,2335,1294,2023,1739,1451,426,862,200,11624
105031102,259,461,419,455,293,226,175,308,50,2644
105031103,368,84,169,38,101,39,96,122,24,1034
105031104,493,212,143,198,126,125,73,168,33,1558
105031105,562,288,280,217,179,132,279,261,41,2241
105031106,534,369,299,619,241,183,168,382,69,2861
106011107,845,465,760,715,418,474,325,839,93,4941
106011108,586,1395,678,1875,802,910,349,732,116,7459
106011109,310,320,242,106,199,49,179,247,31,1688
106011110,481,406,331,253,247,184,129,337,39,2412
106011111,394,720,646,637,382,372,324,492,66,4034
106011112,803,1136,1378,1460,890,899,1070,872,169,8664
106011113,687,632,2429,96,409,79,3211,475,140,8152
106021114,729,2184,702,1307,1360,721,167,547,123,7843
106021116,179,253,214,232,169,59,38,119,26,1278
106021614,764,1528,863,1208,892,1422,236,744,105,7769
106021615,262,573,321,703,260,407,119,382,28,3048
106021616,784,534,1537,304,588,507,669,644,88,5648
106021617,168,418,227,301,152,124,50,131,22,1606
106021618,630,743,1020,696,625,451,800,684,113,5760
106031119,127,119,214,136,108,82,91,155,21,1058
106031120,119,147,144,172,104,112,25,121,12,947
106031121,823,1182,1072,1253,797,1024,206,825,111,7303
106031122,1231,1488,2583,1024,1316,1062,1530,1151,241,11626
106031123,122,106,142,72,122,15,129,75,17,808
106031124,150,155,178,245,123,145,35,163,26,1222
106031125,1190,1534,1539,1053,720,351,318,463,143,7307
106041126,632,955,2129,754,697,552,1896,795,186,8603
106041127,332,185,404,126,132,56,680,268,30,2206
106041128,313,501,405,402,307,269,133,616,42,2989
106041129,681,264,322,206,184,95,132,501,53,2442
107011131,484,897,660,940,680,729,187,576,75,5228
107011132,122,236,183,392,154,42,158,115,27,1423
107011133,360,439,830,69,285,32,1194,504,86,3793
107011134,1187,1135,2539,755,1268,684,1644,1174,207,10589
107011545,172,367,295,276,190,118,123,226,29,1799
107011546,883,1431,1249,635,719,841,878,754,123,7510
107011547,63,66,90,126,55,40,12,49,7,513
107021135,3,7,15,0,0,0,10,4,0,43
107031136,267,651,419,667,286,287,127,287,40,3031
107031137,379,273,542,426,316,456,302,412,58,3172
107031138,404,722,483,563,417,314,92,314,45,3360
107031139,94,144,130,103,87,70,42,40,10,724
107031140,416,425,365,319,197,164,77,242,32,2246
107031141,323,743,456,596,378,284,283,299,69,3444
107031142,725,1356,854,1192,845,1327,322,701,121,7437
107031143,351,836,500,729,518,453,119,396,46,3960
107041144,743,1553,895,874,692,701,280,599,80,6419
107041145,383,763,628,625,425,442,126,348,57,3784
107041146,707,2571,521,684,790,599,141,462,73,6554
107041147,227,359,396,283,218,149,205,180,34,2044
107041148,366,801,357,427,263,216,24,183,38,2676
107041150,471,1081,558,848,425,403,155,439,46,4427
107041548,2694,5340,2069,2715,4795,1813,590,1310,362,21688
107041549,494,3874,478,1343,1069,190,168,369,99,8082
108011151,288,178,156,149,102,76,136,241,34,1367
108011152,520,790,668,862,549,828,155,546,83,5010
108011153,226,144,254,152,131,119,60,187,33,1306
108011154,219,430,282,484,282,200,106,263,58,2329
108021155,674,1465,783,1512,808,733,477,792,140,7373
108021156,484,181,209,148,126,96,114,385,37,1770
108021157,233,455,298,354,267,210,159,259,42,2283
108021158,182,345,240,451,205,220,45,244,35,1976
108021159,381,192,161,136,115,90,72,176,27,1348
108021160,129,154,190,194,133,188,35,183,29,1232
108031161,64,29,37,21,32,14,3,43,11,257
108041162,421,649,547,549,354,403,173,410,55,3567
108041164,1472,3159,1808,1989,1777,1444,765,1182,206,13812
108041165,380,104,129,91,87,36,87,193,27,1139
108041166,446,554,767,492,443,359,349,408,64,3894
108041619,717,1210,571,1139,869,929,64,556,118,6162
108041620,382,1044,408,673,672,183,116,291,72,3837
108051167,381,233,284,215,164,153,162,268,37,1889
108051168,254,270,307,238,157,169,61,195,32,1689
108051169,1006,2558,1341,1976,1391,1343,642,1153,190,11598
108051170,562,178,251,109,154,90,140,247,39,1778
108051171,144,247,187,219,132,136,111,331,30,1530
109011172,768,1555,1113,843,815,519,501,642,107,6864
109011173,196,441,366,378,228,100,141,163,35,2053
109011174,1539,3122,1444,2017,2318,1613,495,1042,244,13836
109011175,998,459,544,324,340,180,319,455,67,3682
109011176,520,613,702,807,553,687,342,496,91,4815
109021177,260,125,172,119,129,108,91,200,24,1233
109021178,382,293,313,257,242,119,197,431,67,2305
109021179,547,150,211,109,129,41,224,374,43,1833
109031180,298,349,361,278,237,261,185,544,39,2548
109031181,729,217,446,261,235,119,282,546,74,2898
109031182,357,565,385,492,413,310,187,287,83,3076
109031183,1095,192,264,221,224,114,248,494,65,2924
109031184,297,251,374,327,243,158,164,253,35,2102
109031185,725,346,406,404,331,233,276,461,72,3241
110011186,1440,3274,1319,1583,1496,1067,401,1009,174,11755
110011187,579,150,174,126,125,113,101,430,35,1833
110011188,373,197,171,119,116,72,85,225,20,1367
110011189,495,138,119,114,110,71,104,211,22,1378
110021190,676,427,362,423,365,310,178,438,62,3233
110021191,516,866,703,891,561,645,286,941,100,5509
110021192,504,115,101,94,66,33,57,171,33,1167
110021193,631,190,147,169,150,86,106,242,38,1751
110021194,548,264,217,230,225,153,156,298,57,2151
110031195,425,705,471,490,500,341,286,338,76,3627
110031196,726,136,103,82,167,27,313,351,40,1945
110031197,357,511,412,410,372,335,270,345,48,3059
110031198,562,249,326,118,166,79,466,235,47,2248
110041199,432,661,608,585,501,426,435,452,89,4181
110041200,591,160,359,77,98,67,794,299,36,2482
110041201,606,307,298,248,242,146,406,369,47,2683
110041202,590,814,707,897,455,752,226,942,86,5464
110041203,1136,3489,1105,2054,1784,1173,332,1045,168,12281
110041204,604,368,1271,243,715,444,871,1246,97,5860
110041205,1117,417,409,362,302,189,215,572,71,3666
111011206,642,1314,1107,1092,800,1070,391,683,91,7190
111011207,80,124,150,147,71,58,23,80,13,742
111011208,1253,2924,1366,2020,2026,1709,360,885,180,12724
111011209,1183,1561,1947,1589,1342,1406,856,1331,157,11372
111011210,149,289,189,480,128,330,46,196,21,1827
111011211,147,174,313,209,132,36,89,151,21,1260
111011212,244,435,368,336,237,309,55,288,42,2310
111011213,163,338,179,228,175,49,18,61,19,1230
111011214,901,1468,1135,980,1115,914,390,745,110,7765
111021215,162,496,259,466,191,62,118,166,28,1949
111021216,130,186,194,253,129,90,41,118,21,1157
111021217,430,582,689,575,509,441,442,429,58,4144
111021218,731,1210,1544,874,729,631,921,809,122,7568
111021219,456,974,613,911,546,496,271,462,68,4790
111021220,158,228,341,164,129,90,183,110,28,1436
111021221,103,229,196,233,118,63,72,121,15,1149
111031222,843,1171,770,911,912,1806,188,579,77,7269
111031223,947,814,1811,318,940,442,1260,1862,177,8579
111031224,1829,3899,1624,1821,2239,924,683,964,194,14182
111031225,791,5623,1083,1348,1387,463,305,791,122,11905
111031226,170,384,276,422,208,211,193,206,32,2100
111031227,1198,2166,1470,1345,1373,644,1192,807,158,10357
111031228,485,1163,483,723,501,326,74,284,47,4087
111031229,2784,6769,1519,2320,5193,1262,251,946,376,21415
111031230,374,428,722,49,329,62,731,302,69,3070
111031231,714,2449,815,704,955,526,509,550,115,7339
111031232,136,237,158,341,118,90,42,98,19,1227
111031233,517,1575,666,1127,779,546,159,479,97,5946
111031234,459,2423,728,1244,778,345,291,539,83,6892
111031235,946,1339,1062,856,864,401,557,559,96,6680
112011236,1113,2095,1282,1698,1230,1383,476,1080,145,10517
112011237,981,979,711,621,531,272,256,761,103,5206
112011238,558,751,417,280,224,173,89,217,61,2759
112011239,294,443,314,358,184,246,37,172,38,2073
112011240,1484,1547,1065,1092,789,945,254,737,157,8074
112011241,192,225,185,187,118,125,106,196,33,1370
112011242,293,509,346,336,202,216,36,163,23,2118
112011243,573,942,478,379,394,305,149,326,81,3633
112021244,424,669,537,730,467,440,335,1071,69,4744
112021245,514,153,165,126,105,38,178,339,39,1670
112021246,277,539,350,623,332,258,102,306,47,2825
112021247,437,363,279,293,237,169,156,320,60,2310
112021248,1481,4307,1718,2018,2203,1570,715,1287,211,15503
112021249,898,518,380,276,241,144,210,618,69,3356
112031250,775,1006,761,822,639,527,187,648,105,5469
112031251,577,1117,757,662,708,572,423,617,85,5512
112031252,495,339,310,176,185,49,121,317,48,2043
112031253,407,494,443,501,248,256,102,344,59,2854
112031254,714,2113,862,1337,932,576,453,689,157,7829
112031550,187,512,243,458,182,246,38,209,40,2104
112031551,95,215,106,122,77,18,33,69,10,748
112031552,835,777,923,833,1037,1199,322,637,139,6687
113011256,1086,1707,1411,1242,1290,1203,545,1179,231,9897
113011257,1983,451,678,250,585,120,816,1953,169,7009
113011258,556,608,607,472,482,316,373,820,90,4322
113011259,467,259,244,269,216,156,177,324,45,2148
113021260,363,143,216,180,117,59,182,264,21,1549
113021261,334,494,484,457,356,330,337,455,65,3311
113021262,421,207,240,95,157,32,182,294,40,1675
113031263,397,406,331,357,266,227,229,307,51,2573
113031264,364,163,146,146,131,120,90,366,39,1561
113031265,427,246,203,387,164,86,200,396,23,2145
113031266,587,422,338,319,284,221,186,337,37,2726
113031267,813,904,1507,662,798,685,680,651,130,6836
113031268,384,717,473,186,361,45,191,709,67,3132
113031269,315,907,405,873,333,319,123,346,63,3684
113031270,1715,4194,1791,3022,2264,2002,598,1235,288,17111
113031271,1544,635,897,771,363,162,282,522,97,5285
114011272,555,563,557,429,254,291,90,361,43,3148
114011273,69,70,97,58,50,60,10,74,6,491
114011274,164,154,141,127,80,83,25,124,18,910
114011275,17,13,3,13,4,0,0,8,0,50
114011276,300,418,329,289,213,324,55,260,35,2224
114011277,506,840,815,662,413,360,329,651,81,4650
114011278,1876,3892,2435,2905,2274,1678,944,1396,285,17681
114011279,178,274,280,361,168,130,40,193,26,1646
114011280,103,91,122,148,90,77,23,98,12,753
114011281,100,73,122,54,64,19,63,82,12,594
114011282,698,1033,885,912,663,811,219,676,98,5990
114011283,194,101,214,54,106,42,49,129,16,903
114021284,889,2008,835,1041,944,741,108,467,98,7131
114021285,74,104,128,52,80,28,49,56,17,588
114021286,640,692,886,565,504,706,352,690,79,5114
114021287,706,814,971,558,606,423,580,565,102,5327
114021288,293,227,223,112,98,59,47,160,20,1237
114021289,373,302,311,189,179,145,96,225,47,1872
115011290,482,1346,327,805,504,436,87,287,71,4335
115011291,5059,9298,2215,2093,4486,1716,600,1045,433,26944
115011294,163,249,127,268,133,41,39,90,13,1120
115011296,245,498,130,152,201,101,22,62,31,1435
115011553,1568,1536,1491,669,1352,1085,514,611,116,8934
115011554,131,497,67,458,110,43,10,66,18,1402
115011555,665,798,357,656,443,1362,57,346,67,4744
115011556,245,672,233,261,341,230,31,56,39,2109
115011557,102,227,44,73,94,24,7,19,8,604
115011558,324,925,194,458,274,251,47,135,44,2650
115011621,327,947,247,430,318,416,84,230,39,3043
115011622,211,424,147,384,192,113,55,65,35,1624
115021297,1423,1609,1429,999,1176,816,599,856,165,9078
115021298,327,408,276,226,157,97,57,275,27,1844
115031299,141,100,106,57,72,23,35,98,17,649
115031300,736,578,935,411,636,191,365,588,81,4534
115041301,835,604,1361,335,747,520,663,708,89,5870
115041623,151,168,326,121,172,81,83,93,31,1224
115041624,252,556,207,313,212,221,48,198,31,2026
115041625,802,995,597,818,625,1351,201,583,103,6068
116011303,2406,5107,2463,2104,2982,2015,1685,1910,432,21104
116011304,184,561,202,419,222,189,210,256,42,2288
116011306,206,535,241,330,234,268,123,204,50,2198
116011307,2323,2046,2733,706,2147,961,1681,1539,295,14433
116011560,95,415,106,133,137,38,49,66,21,1063
116011561,166,537,144,357,208,65,100,164,46,1782
116011626,499,622,519,435,462,630,381,371,100,4018
116011627,141,378,127,190,183,145,59,97,24,1338
116021309,217,579,123,268,201,150,68,132,20,1761
116021562,43,111,25,43,35,5,16,17,3,297
116021563,277,885,226,478,329,158,100,157,48,2660
116021628,294,604,213,409,248,286,70,177,48,2344
116021629,509,570,302,218,473,674,869,436,89,4131
116021630,585,624,829,450,531,262,573,460,84,4399
116021631,131,161,119,143,110,134,95,82,25,999
116021632,316,1038,269,314,326,287,168,246,40,3001
116021633,207,510,164,585,239,375,58,135,46,2322
116031313,156,442,93,280,160,206,66,185,51,1639
116031314,738,624,898,229,727,277,1386,804,126,5804
116031315,204,657,184,376,269,408,131,288,42,2556
116031316,128,364,83,246,155,109,66,109,29,1291
116031317,674,1585,570,1045,769,929,394,684,144,6801
116031318,2643,1994,2315,475,2669,993,6570,2295,499,20456
116031319,1367,1417,1084,1050,1797,996,3601,1337,264,12921
117011320,1433,865,1348,122,1499,377,1365,1071,180,8268
117011321,1261,1094,1422,393,1130,359,765,617,138,7176
117011323,615,589,464,508,405,1170,185,414,66,4429
117011324,549,345,523,65,888,112,1401,500,102,4476
117011325,892,1234,995,1762,1505,1385,1278,472,278,9799
117011634,174,232,183,239,141,187,59,87,28,1334
117011635,3792,5395,1841,1645,3347,1553,1106,1229,473,20383
117021327,813,2015,619,740,569,403,271,354,93,5875
117021328,1007,1249,946,343,737,729,700,492,123,6333
117021636,1513,1547,1510,832,922,826,695,1158,183,9187
117021637,551,1171,464,361,436,315,267,342,64,3968
117031329,2154,6655,942,1089,1554,559,131,518,243,13842
117031330,5083,6071,3174,1297,3790,2379,1986,1600,497,25872
117031331,1530,2583,735,830,904,1183,139,442,190,8542
117031333,3204,4103,2081,2247,1417,693,170,579,269,14771
117031336,6632,14345,1556,2297,3962,1621,197,730,593,31927
117031638,1697,10462,903,971,2220,224,156,591,247,17462
117031639,1067,2157,318,331,569,354,69,185,81,5127
117031640,962,1915,637,923,666,530,82,296,75,6088
117031641,3928,7437,1117,2135,1634,1198,313,685,378,18812
117031642,4066,8569,971,1201,4726,574,232,436,390,21166
117031643,1426,1957,767,376,769,640,299,352,115,6701
117031644,61811,138787,10758,7751,47322,12995,1146,4776,5347,290697
117031645,10512,19427,2506,3365,9677,2782,1062,1970,1162,52468
117031646,2539,7816,892,599,1929,488,178,351,277,15066
117031647,1171,1457,501,390,637,736,176,318,113,5506
117031648,559,638,462,311,316,494,90,339,74,3297
118011339,588,1180,471,507,270,264,68,246,75,3659
118011340,912,1442,592,819,368,584,90,278,80,5168
118011341,2160,4137,925,1776,1854,2259,490,810,236,14644
118011342,18,12,10,24,3,3,0,5,0,78
118011344,315,585,185,203,181,98,24,54,37,1678
118011345,1816,3288,1134,1045,836,685,136,381,169,9490
118011346,913,1232,554,805,356,383,64,277,117,4708
118011347,485,1008,256,480,304,291,29,130,61,3049
118011649,524,1259,343,440,332,138,25,241,123,3419
118011650,1163,1895,514,668,770,872,54,274,143,6357
118021564,1172,5412,450,491,1098,256,94,279,142,9386
118021565,290,543,234,301,203,267,52,155,41,2088
118021566,265,715,196,355,260,100,45,156,43,2128
118021567,236,464,166,211,136,115,41,92,29,1489
118021568,232,605,227,450,265,371,57,217,30,2457
118021569,527,1466,439,723,468,185,362,189,63,4420
118021570,1052,6895,953,1409,1532,530,241,594,197,13406
118021651,664,958,479,671,308,341,50,256,89,3819
118021652,361,987,258,991,347,68,62,135,55,3262
118021653,395,551,417,385,376,162,189,218,41,2726
118021654,104,212,74,117,61,27,5,23,15,643
119011354,320,777,298,626,316,398,126,294,68,3212
119011355,1141,976,1340,289,2164,475,1914,1366,295,9953
119011356,2325,1716,2743,503,1969,822,2147,1435,334,13986
119011358,566,737,610,373,648,443,316,357,74,4132
119011360,341,765,324,687,438,433,98,295,73,3453
119011361,210,563,244,350,247,162,118,180,52,2125
119011571,616,1735,313,990,1113,862,156,376,163,6333
119011572,1173,2843,1309,1084,1367,752,823,899,220,10470
119011655,633,774,495,428,767,640,780,698,129,5338
119011656,154,492,171,238,196,71,63,79,38,1495
119011657,159,442,223,181,186,98,52,112,34,1481
119011658,226,682,230,248,265,112,42,105,38,1958
119021362,443,666,467,623,400,219,167,312,89,3372
119021366,681,704,711,299,645,433,536,485,114,4607
119021367,350,342,364,323,324,763,143,311,71,3001
119021573,292,742,237,427,341,287,218,211,66,2816
119021574,62,209,56,82,64,95,96,89,20,766
119021659,152,365,146,529,219,118,54,100,49,1733
119021660,289,1196,208,337,390,330,80,196,60,3079
119021661,321,349,351,268,272,228,104,212,61,2170
119021662,307,687,295,303,304,247,71,150,45,2413
119021663,882,791,784,199,958,354,898,504,114,5488
119031370,196,431,196,305,210,110,65,109,30,1646
119031371,236,530,305,218,243,138,125,165,37,1992
119031372,949,949,1199,534,854,395,429,473,134,5897
119031373,142,318,123,275,188,219,157,105,36,1563
119031374,469,1053,389,699,490,301,82,266,94,3849
119031664,856,1791,436,697,1244,1400,97,434,124,7086
119031665,141,642,146,258,239,62,60,111,43,1701
119031666,247,560,222,360,263,202,63,135,35,2082
119031667,171,370,126,220,182,74,38,61,19,1267
119041377,247,619,226,247,297,202,45,124,32,2036
119041378,1062,5954,735,1300,2048,347,166,504,187,12305
119041379,340,746,406,377,371,237,88,195,54,2811
119041380,291,471,264,323,246,165,49,149,52,2009
119041381,747,1006,633,525,750,807,288,630,106,5493
119041382,351,605,320,375,327,362,48,178,55,2625
119041668,440,665,397,326,384,214,240,234,54,2952
119041669,196,481,201,422,204,153,79,160,38,1939
119041670,186,549,174,289,153,59,87,77,34,1605
119041671,183,250,189,107,131,211,67,145,36,1323
120011383,671,1175,540,547,620,384,100,281,105,4418
120011385,659,1172,366,489,568,740,54,269,77,4400
120011386,752,1501,635,685,712,575,105,374,93,5432
120011672,899,3563,551,718,1854,358,249,396,173,8761
120011673,2040,3003,659,409,1550,956,133,373,190,9314
120021387,871,1567,480,711,461,415,42,235,74,4854
120021389,1011,1850,813,817,600,323,364,363,95,6232
120021674,461,955,384,350,326,264,53,154,38,2988
120021675,1300,2563,918,796,1012,915,609,408,128,8646
120031392,231,532,188,211,190,167,50,118,27,1716
120031393,330,772,314,378,326,277,111,218,61,2778
120031394,435,1194,303,420,328,218,52,142,35,3135
120031395,537,1103,479,703,425,390,149,258,71,4113
120031396,1705,1876,1063,318,1473,1188,1099,893,228,9843
120031576,542,344,438,68,576,226,685,442,78,3397
120031676,157,452,107,303,146,172,44,101,29,1512
120031677,643,1801,293,900,850,450,75,282,133,5429
120031678,1470,2953,573,1042,1730,1309,228,456,207,9979
120031679,313,825,215,408,281,137,230,160,49,2616
120031680,462,1769,263,679,709,393,58,245,112,4687
120031681,222,838,185,211,1032,67,143,136,61,2894
121011399,827,1711,317,402,618,256,74,178,79,4460
121011401,6094,15105,2870,1676,4880,1412,668,1126,579,34408
121011682,222,500,170,141,161,82,23,77,23,1402
121011683,552,964,316,413,307,311,54,154,69,3138
121011684,4315,7005,1858,1967,3317,3095,333,1010,416,23323
121011685,774,1800,285,972,665,189,34,124,83,4930
121011686,1708,2563,1216,828,1030,711,309,641,152,9161
121011687,451,855,340,382,325,311,308,138,47,3159
121021403,648,1055,735,405,565,335,548,770,89,5155
121021404,255,414,291,278,203,149,30,152,27,1786
121021406,902,1581,673,618,702,500,208,390,82,5666
121021577,1139,2862,1162,998,1336,1445,378,740,138,10196
121021578,323,976,265,687,361,137,79,230,50,3108
121021579,234,726,198,535,285,163,37,170,41,2386
121031407,996,2224,477,655,793,412,61,272,112,6003
121031408,737,1959,420,596,599,495,65,263,115,5260
121031409,1218,2268,498,770,837,288,92,207,118,6303
121031410,676,1459,349,728,447,583,48,302,81,4679
121031411,542,1412,375,781,471,401,87,261,75,4404
121031412,695,3158,393,1106,893,235,70,309,122,6987
121041413,651,1312,330,470,345,356,44,183,61,3747
121041414,1647,3476,775,910,1059,720,97,344,147,9170
121041416,1257,2810,652,786,769,689,174,318,137,7597
121041417,13875,26713,2783,1360,6832,2669,282,1042,932,56482
121041688,626,1062,361,444,288,493,18,155,85,3531
121041689,952,1549,655,743,563,391,60,192,112,5216
122011418,961,1599,622,638,580,756,105,287,91,5643
122011419,1466,2434,793,1178,814,754,104,418,124,8078
122021420,651,960,620,435,349,342,38,234,71,3708
122021421,475,620,428,265,287,118,68,188,49,2504
122021422,530,804,528,340,326,195,52,184,51,3015
122021690,1650,2390,1463,965,1386,1068,714,654,181,10468
122021691,543,772,561,309,416,565,92,275,59,3589
122031424,256,450,257,278,183,241,52,208,29,1953
122031425,493,548,756,274,427,111,245,258,50,3169
122031427,344,862,269,404,292,213,62,141,37,2625
122031429,2972,3313,2333,1373,2040,2485,1351,1223,252,17340
122031430,686,1215,473,774,453,282,92,268,62,4297
122031432,400,499,538,327,257,147,286,242,30,2719
122031692,1243,1771,563,471,773,662,271,386,91,6238
122031693,383,674,423,387,265,206,48,155,32,2579
122031694,250,619,228,169,207,89,27,88,22,1694
122031695,571,1120,381,831,611,581,87,299,66,4547
122031696,1762,3922,987,1118,1736,670,504,570,157,11434
122031697,337,596,334,647,258,256,57,207,32,2719
123011433,439,1147,651,962,619,429,146,402,68,4867
123011698,1037,775,1915,370,1089,473,1517,728,151,8062
123011699,696,840,896,851,800,1284,304,600,90,6356
123011700,192,263,193,175,194,173,42,120,19,1384
123011701,270,621,330,426,309,365,200,307,47,2878
123011702,93,138,139,109,76,173,93,144,17,984
123021436,182,531,208,474,207,83,80,151,40,1945
123021437,1856,4939,1622,2757,2555,2822,897,1738,348,19531
123021438,161,706,212,375,252,214,92,203,45,2257
123021439,0,0,0,0,0,0,0,0,0,0
123021441,203,335,207,344,225,106,126,127,40,1717
123021443,1037,939,1149,564,964,614,1481,1185,211,8147
123021444,231,763,247,462,253,240,87,240,50,2576
123021703,140,278,122,116,139,119,71,78,31,1099
123021704,146,477,132,502,160,75,57,162,35,1740
123021705,1628,1327,2051,351,1771,665,2160,1632,240,11833
123021706,159,556,121,366,205,232,178,174,34,2004
123031445,192,175,249,97,140,78,249,157,31,1365
123031446,375,429,829,268,313,114,768,290,55,3429
123031447,665,798,921,582,621,547,606,763,93,5584
123031448,275,264,359,115,250,66,129,255,27,1727
124011449,195,347,184,240,126,107,50,128,27,1393
124011450,465,968,458,571,440,320,80,266,47,3628
124011451,6,8,0,0,5,0,0,17,0,33
124011452,767,1548,691,1034,758,676,242,614,94,6442
124011453,243,519,338,248,257,114,59,121,26,1913
124011454,459,1228,610,960,580,451,166,465,78,5003
124011455,138,399,154,254,115,82,16,81,20,1253
124021456,0,0,4,7,0,0,0,5,0,16
124031457,157,323,153,218,150,207,72,251,23,1550
124031459,628,731,849,458,580,359,465,568,79,4713
124031460,272,601,314,444,306,420,105,254,42,2762
124031461,799,689,1107,656,682,988,321,565,90,5905
