POW_SA2_CODE_2021,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_mnf_M,Mnf_Food_pdt_mnf_F,Mnf_Food_pdt_mnf_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_leath_clo_footw_mnf_M,Mnf_Tex_leath_clo_footw_mnf_F,Mnf_Tex_leath_clo_footw_mnf_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pul_pap_cvertd_pap_mnf_M,Mnf_Pul_pap_cvertd_pap_mnf_F,Mnf_Pul_pap_cvertd_pap_mnf_P,Mnf_Print_inc_repdtn_RM_mnf_M,Mnf_Print_inc_repdtn_RM_mnf_F,Mnf_Print_inc_repdtn_RM_mnf_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Bas_che_and_chem_pr_mnf_M,Mnf_Bas_che_and_chem_pr_mnf_F,Mnf_Bas_che_and_chem_pr_mnf_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Pri_met_and_met_pr_mnf_M,Mnf_Pri_met_and_met_pr_mnf_F,Mnf_Pri_met_and_met_pr_mnf_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
301031018,0,0,0,0,0,0,0,0,0,0,0,0,12,4,13,5,0,5,13,4,16,3,4,10,0,3,5,0,0,0,3,0,3,0,0,0,4,0,4,7,6,16,38,12,44,333,177,514,3,6,8,0,6,15,6,3,7,12,0,8,32,9,38,0,0,0,6,5,6,3,4,5,49,4,58,24,0,24,40,19,54,32,0,30,33,11,45,14,3,16,628,257,888,0,0,0,14,0,16,0,0,0,10,0,10,4,0,4,24,5,26,24,4,32,91,38,125,14,3,15,263,34,302,393,84,477,4,4,12,38,14,57,54,18,77,9,0,14,64,30,93,14,12,27,0,0,0,186,82,276,5,3,13,36,13,58,16,17,33,41,43,83,81,65,147,4,0,6,185,143,331,0,0,0,0,6,8,104,118,228,115,121,233,4,0,3,38,6,48,0,0,3,0,0,0,0,0,0,0,0
301031019,0,0,0,3,0,6,0,0,0,0,0,0,3,0,3,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,67,26,85,7,7,15,0,0,0,0,0,0,21,3,27,0,4,4,49,24,73,0,0,0,3,0,3,58,43,96,0,0,4,12,8,20,14,0,12,65,6,66,18,4,22,21,3,26,331,120,454,0,0,0,0,0,0,0,0,0,9,3,14,12,0,7,26,4,25,27,4,31,83,28,107,85,15,96,247,41,282,430,90,517,3,0,3,13,4,17,24,7,22,0,0,0,9,6,16,8,9,13,0,0,0,54,28,77,4,6,13,5,0,5,0,0,0,15,13,28,54,48,102,3,5,9,84,73,157,0,0,0,5,0,3,99,86,192,99,89,190,5,3,12,11,6,20,0,0,0,0,0,0,4,0,4,0,0
301031020,0,0,0,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,10,3,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,7,8,0,13,18,17,34,0,0,0,4,4,11,10,0,10,0,0,0,4,6,5,0,0,0,0,3,3,4,0,4,0,0,0,3,0,3,0,0,0,24,4,26,5,5,10,12,9,22,81,48,131,0,0,0,3,0,3,0,0,0,0,0,0,4,0,3,10,0,8,17,6,19,53,16,66,13,0,12,195,32,223,270,51,325,4,0,4,9,3,12,8,0,10,14,5,19,0,0,3,3,0,5,0,0,0,41,13,52,13,6,17,71,33,106,14,0,13,99,125,230,73,124,197,0,0,0,276,297,567,0,0,0,9,14,23,175,238,411,185,249,438,8,3,9,23,10,28,3,3,15,4,0,4,0,0,0,0,0
301031021,5,0,5,15,5,18,0,0,0,0,0,0,7,0,7,3,3,9,24,10,33,7,3,9,3,0,9,0,0,0,3,0,3,5,0,5,4,0,4,24,6,31,75,10,90,234,93,336,18,3,17,30,4,33,13,0,11,0,0,6,14,5,21,4,0,4,8,3,13,19,4,22,45,8,48,57,13,70,56,9,61,117,14,140,97,34,130,12,6,20,799,218,1019,0,0,3,4,0,4,3,0,3,9,3,17,78,13,90,96,21,114,65,11,75,138,17,158,160,30,189,356,46,403,722,102,825,15,11,22,50,12,61,64,14,72,52,15,60,81,33,113,60,53,119,0,0,0,323,132,452,15,9,23,18,8,25,27,6,31,141,157,291,121,171,291,7,3,11,328,348,673,0,4,4,4,8,17,230,215,444,239,228,466,55,17,74,378,58,437,12,3,19,20,3,21,0,0,0,8,0
302011022,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,15,5,19,0,0,0,6,0,3,0,0,0,7,0,7,0,0,3,9,0,10,3,4,7,10,7,15,9,0,9,41,8,48,58,19,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,4,11,0,4,11,4,3,8,3,0,4,6,16,28,107,153,259,0,0,3,135,180,307,0,0,0,0,0,4,27,23,50,22,24,51,0,0,0,6,0,13,0,0,4,0,0,0,0,0,0,0,0
302011023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,7,0,12,5,3,13,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,32,15,50,4,0,4,47,15,61,80,31,115,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,9,6,0,0,3,0,0,0,0,0,0,3,3,6,13,10,17,0,0,0,21,13,33,0,0,0,0,0,0,7,15,25,7,15,25,0,0,4,14,4,18,4,0,4,0,0,0,0,0,0,0,0
302011024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,5,0,9,0,0,4,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,17,7,18,3,0,3,40,7,47,65,17,79,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,5,0,0,0,4,0,11,0,0,3,0,0,0,7,7,11,44,66,110,15,22,42,0,0,0,69,101,167,0,0,0,3,9,12,91,136,227,94,141,238,3,0,3,30,8,35,0,0,0,0,0,0,0,0,0,0,0
302011025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,3,0,3,0,0,0,3,0,3,10,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,16,4,23,3,3,3,82,7,92,108,18,125,0,0,0,4,0,3,0,0,0,0,0,0,7,0,6,0,4,4,0,0,0,7,6,17,0,0,4,4,3,12,3,4,6,92,102,193,134,145,275,0,0,5,238,263,502,4,0,4,0,3,0,149,196,343,153,195,350,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0
302011026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,4,0,6,0,0,0,15,0,25,5,0,7,50,12,64,77,14,94,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,5,0,3,0,0,0,0,0,0,87,84,169,12,22,33,0,0,0,99,110,209,0,0,0,0,3,3,53,45,100,51,48,97,0,0,0,9,6,8,0,0,0,0,0,0,0,0,0,0,0
302021027,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,5,22,29,0,0,0,4,8,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,26,34,61,0,0,0,0,0,0,0,0,0,4,0,4,3,3,5,5,5,6,0,0,3,35,7,43,4,0,4,97,20,117,134,36,172,0,0,0,3,0,3,6,3,8,9,0,8,0,4,0,0,0,0,6,0,6,22,9,32,11,11,20,132,55,187,8,14,22,303,294,602,231,324,555,0,0,0,679,703,1386,0,0,0,8,6,14,270,343,615,277,350,629,0,0,0,23,0,20,0,0,0,0,0,0,0,0,0,0,0
302021028,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,17,30,41,0,0,0,4,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,6,4,0,4,35,57,91,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,4,6,10,0,8,52,16,72,11,0,10,94,5,100,166,30,196,3,0,3,7,7,9,15,15,29,3,0,3,0,4,4,14,32,45,0,0,0,42,51,89,18,30,48,21,8,30,5,0,7,238,283,521,613,1599,2209,4,19,20,899,1936,2835,0,0,0,19,30,52,529,708,1240,549,736,1290,0,0,0,21,0,25,0,0,0,0,0,0,0,0,0,0,0
302021029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,23,0,0,0,55,9,64,74,16,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,3,3,0,6,7,4,13,14,0,0,0,3,25,32,0,0,0,0,0,0,4,26,33,4,26,33,3,0,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0
302021030,0,0,0,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,11,6,16,5,0,4,0,4,7,0,0,0,7,4,3,0,0,0,0,0,0,14,4,12,97,28,124,32,25,59,13,0,13,11,10,20,15,3,16,10,7,19,185,57,242,0,0,0,16,20,35,109,30,140,108,4,114,68,10,87,297,67,366,62,6,70,129,23,154,54,21,79,1211,325,1538,0,0,0,361,27,389,4,0,4,11,5,16,16,4,21,390,37,428,52,16,68,133,27,158,65,9,74,531,88,621,775,135,914,20,4,27,79,28,106,72,18,91,10,0,8,34,14,46,45,40,89,18,12,24,278,116,395,21,6,28,37,7,40,4,10,13,28,27,49,90,69,160,4,5,3,182,114,295,0,0,0,4,0,4,73,60,135,77,61,141,12,12,26,106,18,129,229,24,252,0,0,4,3,3,3,0,0
302021031,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,7,0,7,15,5,18,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,6,5,8,9,0,9,7,10,18,0,0,3,0,3,7,27,7,29,8,3,8,16,15,33,0,0,0,0,7,11,0,5,6,0,0,0,29,7,36,0,0,5,11,3,14,0,3,7,8,4,11,131,66,201,0,0,0,3,5,12,0,0,0,4,8,13,13,4,20,22,22,47,14,3,18,107,26,136,23,4,27,272,51,318,418,80,501,0,0,0,35,20,56,5,0,8,10,6,12,0,0,0,11,24,32,0,0,0,68,46,116,8,3,10,185,60,243,8,8,14,86,75,154,77,102,178,0,0,0,357,245,604,0,0,0,14,14,29,126,165,291,139,176,312,6,3,4,23,5,27,0,0,0,0,0,0,0,0,0,0,0
302021032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,23,9,31,12,12,28,4,0,6,0,0,0,10,0,8,0,0,0,7,9,14,0,0,0,0,0,0,24,4,23,5,0,5,0,0,0,4,6,13,0,0,0,6,3,13,32,4,38,139,41,175,0,0,0,105,18,119,0,0,0,0,0,0,0,0,0,102,18,119,19,5,20,81,15,95,3,0,3,286,44,328,385,67,453,5,0,4,11,7,19,56,20,73,7,0,5,6,3,5,16,17,32,6,5,3,95,50,149,17,10,28,3,0,9,5,5,6,70,73,144,257,317,573,0,0,0,358,406,764,0,0,0,3,3,5,148,187,333,150,191,339,0,0,0,15,0,10,3,0,3,0,0,0,3,3,4,0,0
302021033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,29,0,0,0,56,7,58,74,9,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,3,0,0,0,0,0,0,16,29,46,10,28,39,0,0,0,32,58,93,0,0,0,0,0,0,42,42,83,42,47,87,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
302021034,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,8,24,33,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,48,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,5,3,7,3,0,6,39,11,47,5,0,12,90,13,96,139,25,164,0,0,0,11,3,13,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,11,11,18,0,0,0,0,0,0,0,0,0,16,13,29,12,31,42,0,0,0,28,43,76,0,0,0,3,0,5,28,51,74,30,51,79,0,0,0,7,0,11,14,0,14,0,0,4,0,0,0,0,0
302031035,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,11,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,3,12,8,0,11,0,0,0,0,0,0,32,14,44,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,3,0,7,12,0,13,9,0,6,63,3,66,84,7,96,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,3,0,0,0,5,4,10,0,0,4,3,0,3,0,0,0,22,20,36,36,21,57,0,0,0,59,46,103,0,0,0,9,8,19,65,98,161,77,105,178,0,0,0,18,0,18,3,0,0,0,0,0,0,0,0,3,0
302031036,0,0,0,17,22,37,0,0,0,0,0,0,0,0,0,0,0,3,22,23,41,8,0,8,14,0,10,14,0,19,7,0,7,20,12,31,35,8,40,93,22,113,45,15,57,109,69,175,0,0,4,5,10,11,38,18,49,30,9,33,44,10,59,22,7,27,81,29,116,0,0,0,285,114,395,72,32,104,18,0,14,755,106,865,138,32,172,7,0,6,1627,459,2094,4,0,5,91,12,105,30,3,38,41,3,45,37,35,71,204,58,264,57,11,66,101,25,126,351,77,429,459,84,550,974,193,1168,22,9,28,150,39,188,130,53,180,34,15,47,101,54,153,100,108,211,43,14,55,575,285,860,17,22,41,69,18,85,58,24,79,69,71,139,541,754,1297,3,0,3,762,876,1641,0,0,0,74,81,153,401,374,772,471,457,929,84,17,101,1084,212,1296,162,24,187,27,4,25,2634,1507,4140,76,39
302031037,0,0,0,24,19,34,0,0,0,0,0,0,0,0,0,5,0,5,26,19,38,46,13,59,28,4,32,84,40,127,31,4,33,28,0,33,49,10,59,274,76,348,136,35,170,108,63,173,6,0,5,9,19,23,14,3,21,6,0,6,15,9,23,0,0,7,23,13,38,27,4,30,213,28,236,166,9,174,807,155,958,339,93,428,320,47,370,24,12,37,2205,491,2696,6,5,6,54,5,59,3,0,3,70,14,79,22,5,29,149,24,178,83,19,109,235,47,284,360,49,411,672,126,799,1355,244,1599,41,31,66,117,30,153,281,120,400,144,36,173,64,45,107,23,28,49,59,52,108,722,331,1057,32,28,63,203,37,244,31,18,46,56,40,100,197,337,530,14,11,27,530,470,1002,0,0,0,37,45,80,114,130,240,147,177,323,65,33,91,496,107,604,14,9,22,26,10,35,74,51,128,9,0
302031038,0,0,0,4,3,8,4,4,0,0,0,0,0,0,0,6,0,6,11,3,17,9,0,10,8,0,8,9,0,9,3,0,4,4,0,6,0,0,0,31,7,41,134,45,183,545,391,939,26,8,30,16,31,43,51,9,60,16,4,24,61,19,83,0,0,0,71,75,149,28,3,34,44,8,53,59,9,69,132,43,173,150,28,179,130,28,158,83,34,116,1540,743,2284,4,0,3,663,220,881,17,0,18,23,8,37,53,9,60,755,240,1002,85,25,107,222,38,257,138,35,173,673,122,791,1108,219,1326,34,18,53,131,50,183,89,37,129,51,18,75,57,57,111,207,169,370,0,0,0,577,346,923,23,14,36,183,36,225,16,19,32,227,169,395,291,292,579,3,3,4,745,526,1273,0,0,0,14,21,34,130,162,295,149,186,332,21,8,31,453,51,503,20,6,26,0,0,0,9,0,12,4,0
302031039,0,0,0,7,8,18,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16,10,11,17,4,0,4,7,0,7,15,5,23,0,0,3,12,0,12,52,21,66,84,35,120,198,161,363,16,0,18,12,55,66,10,0,10,5,0,4,16,3,14,9,4,15,17,17,31,21,9,35,29,4,42,82,15,96,90,21,107,68,10,82,95,21,109,73,15,86,824,378,1200,3,0,3,64,6,71,3,0,3,17,0,17,274,110,378,357,123,475,42,18,53,213,56,263,95,13,108,448,67,516,803,144,948,11,9,25,165,82,251,53,14,65,24,12,31,17,14,29,41,40,80,0,0,0,313,170,476,19,20,36,49,4,52,3,10,13,74,69,140,92,102,193,8,4,11,240,207,447,0,0,0,5,5,10,149,152,301,157,161,314,19,16,34,112,28,139,82,5,89,12,11,22,15,4,21,0,4
302031040,0,0,0,3,12,20,0,0,0,0,0,0,0,0,0,3,0,3,4,12,18,0,0,0,5,6,5,0,0,0,0,0,0,0,0,0,0,0,3,9,3,8,8,5,12,8,14,26,0,0,0,0,0,4,0,0,0,7,0,6,3,0,5,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,5,6,24,4,29,23,14,34,3,5,6,78,51,126,3,0,4,99,44,145,0,0,0,0,0,0,3,0,3,106,46,155,3,0,4,61,23,87,3,0,6,73,4,78,139,29,168,0,0,0,0,0,5,26,20,45,10,4,14,31,12,36,5,5,11,0,0,0,68,35,106,6,13,13,79,40,116,8,3,10,137,139,277,221,406,626,0,3,3,454,603,1054,0,0,4,4,13,16,230,271,504,233,287,521,3,0,3,12,6,14,0,0,6,0,0,4,34,15,47,0,0
302041041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,8,0,6,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,14,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,9,6,0,3,25,3,34,5,0,5,98,18,114,140,23,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,3,6,5,0,4,4,3,3,11,9,23,92,101,192,13,32,39,0,0,0,123,148,270,0,0,0,3,3,4,131,126,257,133,129,264,3,0,0,33,10,40,0,0,0,0,0,0,0,0,0,0,0
302041042,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,6,0,12,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,16,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,46,10,64,0,0,3,85,15,99,140,32,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,21,27,42,6,22,29,0,0,0,26,53,77,0,0,0,3,8,10,21,41,66,25,45,75,0,0,0,6,3,9,3,3,3,0,0,0,0,0,0,0,0
302041043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,0,0,0,0,0,0,11,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,11,3,3,9,36,11,43,54,11,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,3,0,5,9,4,16,22,28,45,10,22,25,0,0,0,42,58,100,0,0,0,0,3,3,65,82,143,65,82,144,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0
