POW_SA2_CODE_2021,Tot_800_999_H_0,Tot_800_999_H_1_19,Tot_800_999_H_20_29,Tot_800_999_H_30_34,Tot_800_999_H_35_39,Tot_800_999_H_40_44,Tot_800_999_H_45_49,Tot_800_999_H_50ov,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_19,Tot_1000_1249_H_20_29,Tot_1000_1249_H_30_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40_44,Tot_1000_1249_H_45_49,Tot_1000_1249_H_50ov,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_19,Tot_1250_1499_H_20_29,Tot_1250_1499_H_30_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40_44,Tot_1250_1499_H_45_49,Tot_1250_1499_H_50ov,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_19,Tot_1500_1749_H_20_29,Tot_1500_1749_H_30_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40_44,Tot_1500_1749_H_45_49,Tot_1500_1749_H_50ov,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_19,Tot_1750_1999_H_20_29,Tot_1750_1999_H_30_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40_44,Tot_1750_1999_H_45_49,Tot_1750_1999_H_50ov,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_19,Tot_2000_2999_H_20_29,Tot_2000_2999_H_30_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40_44,Tot_2000_2999_H_45_49,Tot_2000_2999_H_50ov,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000_3499_H_0,Tot_3000_3499_H_1_19,Tot_3000_3499_H_20_29,Tot_3000_3499_H_30_34,Tot_3000_3499_H_35_39,Tot_3000_3499_H_40_44,Tot_3000_3499_H_45_49,Tot_3000_3499_H_50ov,Tot_3000_3499_H_NS,Tot_3000_3499_H_Tot,Tot_3500mo_H_0,Tot_3500mo_H_1_19,Tot_3500mo_H_20_29,Tot_3500mo_H_30_34,Tot_3500mo_H_35_39,Tot_3500mo_H_40_44,Tot_3500mo_H_45_49,Tot_3500mo_H_50ov,Tot_3500mo_H_NS,Tot_3500mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_19,Tot_PINS_H_20_29,Tot_PINS_H_30_34,Tot_PINS_H_35_39,Tot_PINS_H_40_44,Tot_PINS_H_45_49,Tot_PINS_H_50ov,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_19,Tot_Tot_H_20_29,Tot_Tot_H_30_34,Tot_Tot_H_35_39,Tot_Tot_H_40_44,Tot_Tot_H_45_49,Tot_Tot_H_50ov,Tot_Tot_H_NS,Tot_Tot_H_Tot
214021592,52,116,198,146,179,96,17,24,15,845,45,92,154,160,237,163,24,39,3,921,38,43,70,80,174,124,29,46,4,608,23,34,51,76,139,122,35,47,5,528,15,14,33,38,85,82,32,39,4,340,18,20,23,36,108,134,39,84,8,478,0,7,10,16,21,23,4,22,0,105,4,4,9,10,28,46,13,75,9,203,6,11,4,5,4,6,0,5,19,56,516,1544,1180,761,1135,879,213,429,103,6765
215011386,26,35,65,102,150,153,31,31,10,605,32,27,47,75,178,160,34,47,9,607,22,17,17,37,115,121,41,54,3,425,20,11,17,26,91,138,24,60,3,403,19,12,7,12,67,92,29,34,3,272,20,10,13,16,56,110,37,43,0,307,7,4,0,0,0,11,6,12,0,39,9,5,4,0,4,9,8,15,0,43,4,0,5,0,5,6,0,3,6,41,242,542,429,391,836,923,229,352,71,4014
215011387,0,14,18,6,17,29,13,41,0,139,8,15,17,12,13,28,15,52,4,166,3,0,12,11,16,30,9,47,0,126,7,4,7,7,4,13,8,45,0,102,10,0,4,4,0,10,5,30,0,68,7,0,3,3,5,20,0,44,0,91,0,0,0,0,0,0,0,10,0,16,4,3,4,0,0,4,0,21,0,35,4,3,0,0,0,3,0,7,13,27,56,160,116,71,94,198,69,387,37,1190
215011388,45,74,158,163,418,228,58,64,18,1230,49,65,105,179,430,335,77,119,19,1375,31,28,60,91,250,270,79,97,0,912,46,30,46,84,205,229,68,105,7,809,25,15,14,27,106,164,34,69,3,458,36,19,20,24,114,210,84,147,10,664,3,6,0,3,16,23,15,35,0,107,5,11,0,0,26,31,26,61,0,170,10,9,5,5,8,12,4,6,22,82,442,1298,1004,846,1880,1688,481,758,141,8524
215011389,6,10,9,21,27,51,8,29,3,165,9,14,14,11,27,62,7,45,3,191,4,9,3,9,25,27,18,40,0,135,0,8,7,12,9,21,9,37,0,109,6,0,3,3,0,20,5,25,0,65,0,7,3,0,5,28,12,29,0,89,0,0,3,0,0,0,0,13,0,21,0,12,6,0,4,5,3,30,0,54,0,0,0,0,0,8,0,6,11,25,46,146,101,86,143,283,67,337,22,1237
215011390,18,20,50,40,113,88,19,71,8,435,17,24,29,44,94,127,28,63,0,434,5,4,21,26,31,82,33,76,6,279,8,13,17,21,31,68,20,69,3,248,6,4,11,10,16,36,9,39,8,131,9,9,13,13,25,64,19,70,0,227,0,5,4,0,4,10,8,18,0,46,4,5,0,5,9,15,9,33,0,80,0,0,10,5,0,4,0,8,13,45,124,345,298,253,433,580,154,568,54,2813
215011391,10,10,31,23,49,46,10,31,0,199,10,11,14,12,45,49,14,41,0,198,7,6,8,8,21,36,11,30,0,137,3,4,6,7,18,35,10,19,0,102,0,0,0,0,11,15,3,26,0,61,5,0,0,5,6,19,7,27,0,80,0,0,0,0,0,0,0,10,0,17,4,0,0,0,0,3,3,16,0,30,0,6,0,0,0,5,0,3,0,14,71,223,154,109,202,242,74,270,22,1373
215011392,35,55,69,66,150,143,20,39,13,586,28,29,50,59,141,159,33,55,8,545,28,8,17,31,84,108,34,84,4,396,28,15,13,19,62,71,17,79,8,310,8,11,4,5,32,49,18,50,4,180,20,9,9,9,37,67,24,119,0,297,0,4,0,3,4,15,3,22,0,52,4,3,0,0,3,18,5,30,0,57,0,8,0,5,5,9,0,10,15,44,248,575,377,326,661,723,163,552,87,3713
215011393,10,13,21,20,24,41,3,33,4,168,7,5,11,18,20,47,15,34,3,157,0,12,5,15,21,42,10,33,0,136,0,4,3,9,3,26,4,32,0,96,0,4,0,5,12,12,0,26,0,57,5,4,5,8,13,32,12,34,5,104,0,0,3,4,0,5,0,14,5,25,0,0,6,0,0,12,7,15,3,42,0,5,0,0,5,5,0,11,9,36,43,146,108,108,114,267,70,298,31,1185
215011394,11,28,46,42,80,87,8,62,12,374,15,26,36,52,64,113,32,62,8,404,17,15,21,20,47,78,20,56,0,266,3,8,7,24,28,66,13,34,0,194,7,10,5,5,14,37,4,33,0,129,10,9,13,8,24,48,15,61,3,199,0,4,5,0,5,11,0,20,0,43,0,9,5,0,3,11,3,42,0,79,3,0,6,0,5,5,0,11,6,35,138,372,323,210,343,533,129,450,65,2556
215021395,13,5,27,27,86,51,17,12,7,251,7,7,12,17,109,95,23,40,3,315,5,10,16,13,72,63,18,42,4,244,0,5,5,12,50,56,23,44,5,200,9,3,0,4,24,36,12,44,4,134,4,6,5,3,33,44,21,45,0,158,0,0,0,0,0,4,5,7,0,16,0,3,4,4,5,11,0,10,0,36,0,8,7,0,5,0,3,5,11,36,82,288,196,166,471,426,126,312,59,2129
215021396,7,10,15,18,71,47,12,26,5,206,3,13,21,16,70,49,9,20,6,202,3,5,9,7,30,35,4,13,3,103,3,7,0,8,16,25,10,22,3,85,3,8,0,4,9,12,4,11,0,47,0,0,0,0,15,21,7,38,6,84,0,0,0,0,0,5,3,8,0,18,3,0,0,0,0,4,0,8,0,16,0,6,0,0,0,3,0,0,11,13,47,163,134,98,271,237,55,168,37,1218
215021398,8,8,27,34,104,83,22,50,5,347,11,14,24,27,65,98,37,75,10,364,3,3,9,15,30,60,26,58,3,211,7,6,11,4,20,40,14,62,3,168,4,0,4,5,7,23,9,42,3,96,6,4,0,3,28,30,16,74,3,167,0,0,0,0,0,8,0,15,0,27,0,0,0,0,5,7,3,18,6,37,0,0,3,0,4,9,0,15,5,45,76,180,206,185,327,444,153,518,67,2155
215021399,9,10,26,29,58,47,10,31,3,213,4,6,20,22,76,68,21,30,8,252,8,4,5,17,37,50,14,28,4,168,9,4,0,5,24,35,9,22,4,109,0,0,5,6,10,21,8,20,4,73,0,4,3,5,19,36,11,29,0,105,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,9,3,15,0,35,0,0,0,0,0,3,0,3,8,23,70,205,178,142,286,316,92,227,58,1565
215021469,72,103,228,209,675,379,62,93,36,1855,69,69,152,178,724,529,124,167,33,2051,47,56,89,117,432,379,94,155,16,1392,64,43,51,88,359,347,95,179,22,1246,32,14,28,64,160,237,75,152,8,768,25,19,31,43,191,308,89,243,11,954,12,5,9,6,15,36,25,68,0,169,7,20,15,8,38,67,31,113,7,294,11,19,11,8,30,21,3,13,51,168,632,1535,1418,1090,3100,2580,659,1285,309,12598
215021470,16,56,84,88,243,89,17,40,17,653,21,20,52,56,223,144,28,41,11,587,8,14,18,31,90,92,23,30,8,312,3,11,10,13,68,89,19,60,8,278,9,3,6,7,41,45,14,41,0,166,16,8,4,9,56,71,44,67,4,280,0,0,0,6,4,8,5,15,0,37,0,7,0,0,6,12,3,16,0,49,6,9,6,8,7,0,0,9,16,51,229,838,570,370,926,653,166,361,125,4231
215031400,5,24,47,24,58,89,17,73,4,344,15,27,19,45,75,106,39,85,7,417,7,8,17,11,50,82,30,61,0,265,3,9,0,9,33,51,13,67,0,185,7,6,3,13,13,31,9,46,3,130,10,6,7,3,14,42,17,62,3,164,0,0,5,0,0,7,0,13,0,29,0,3,4,4,0,6,0,29,0,48,3,4,3,3,0,12,0,7,7,47,92,400,279,204,302,511,154,579,62,2593
215031401,0,17,30,23,62,83,22,55,6,301,4,10,21,14,79,94,30,74,7,331,7,5,10,10,35,59,17,53,3,197,5,10,8,9,19,44,19,35,0,140,5,3,0,7,9,16,3,41,0,88,3,3,4,3,9,24,11,33,4,98,0,0,0,0,9,5,0,8,0,20,0,0,0,4,4,12,0,27,0,54,0,5,0,0,3,6,0,13,3,40,70,278,241,151,305,437,133,506,50,2167
215031402,20,10,35,40,69,41,6,24,4,249,11,6,14,29,57,77,16,31,5,250,8,4,12,19,38,41,26,19,0,170,7,0,8,19,26,39,13,21,0,130,0,0,4,6,9,26,7,16,0,71,4,5,0,5,11,30,24,33,0,107,0,0,0,0,0,5,0,11,0,22,0,0,0,0,0,7,0,12,0,26,0,6,4,3,3,0,0,4,12,24,97,236,236,182,289,328,104,208,36,1711
215031403,7,28,15,29,67,37,5,20,5,214,4,12,11,21,45,51,14,21,8,187,8,7,7,8,35,28,6,21,0,124,5,8,0,6,9,25,6,14,0,71,8,3,4,0,8,21,7,24,0,79,3,0,0,3,8,17,9,32,0,77,0,0,0,0,3,5,0,5,0,15,0,0,0,0,4,3,0,7,0,18,0,3,0,0,6,5,0,3,3,23,64,199,138,134,295,256,56,185,63,1392
215031404,34,56,99,128,316,210,34,70,16,963,34,41,86,92,313,322,61,97,13,1063,30,22,44,52,188,211,60,82,9,699,22,13,21,48,129,163,40,72,8,516,23,13,4,28,56,107,47,80,0,367,13,7,10,20,88,113,48,107,9,413,0,5,6,3,5,25,12,28,0,82,9,14,6,4,14,27,19,50,0,135,10,13,11,10,12,9,0,7,24,93,324,901,744,576,1373,1369,350,676,138,6447
215031405,14,25,16,21,122,105,30,48,13,394,7,25,25,31,80,114,60,78,0,418,9,5,4,7,27,46,23,62,3,182,7,9,9,8,29,28,20,59,0,164,0,0,0,3,10,21,8,42,0,95,0,9,9,7,12,35,7,45,3,129,0,0,0,0,3,0,4,14,0,25,0,4,5,6,10,12,0,24,0,54,0,3,7,3,5,0,0,15,11,39,82,236,205,162,399,459,187,475,77,2286
216011406,58,99,190,180,382,230,35,62,19,1249,72,59,121,145,394,355,76,116,13,1357,38,29,67,82,226,241,70,129,15,887,31,22,44,71,173,236,67,113,0,761,21,9,24,48,99,129,47,105,9,480,20,11,26,18,107,192,99,177,6,664,4,0,14,0,16,33,16,53,0,134,7,5,5,6,24,45,13,87,0,189,10,11,11,4,11,13,3,9,43,112,531,1307,1144,823,1768,1671,460,927,190,8813
216011407,18,41,71,84,181,107,26,51,13,593,30,33,50,52,154,150,39,77,19,602,15,6,27,38,91,100,40,74,4,396,12,5,13,23,63,77,32,88,3,313,9,0,3,7,26,48,24,45,4,163,9,3,0,6,26,59,33,96,3,236,0,0,0,0,3,3,7,14,0,30,0,0,5,0,0,7,3,33,0,59,4,9,4,0,8,5,8,10,23,62,191,558,502,354,697,674,250,603,131,3967
216011408,5,11,8,4,20,27,5,36,5,118,4,10,9,12,21,37,15,55,5,164,3,6,4,3,9,8,6,31,0,72,0,3,6,0,10,13,0,38,0,72,0,3,6,0,0,0,5,27,0,43,0,6,0,0,0,9,5,21,4,46,0,0,0,0,0,4,0,7,0,13,0,3,3,0,0,0,0,15,0,21,0,5,0,0,0,0,0,7,5,20,44,142,96,48,91,148,53,310,44,967
216011409,13,16,20,24,37,24,5,12,3,155,8,8,16,23,33,49,13,36,3,189,8,3,3,5,13,46,9,32,0,114,9,3,5,3,12,30,16,37,6,108,3,5,0,0,11,10,9,22,0,65,0,5,7,6,10,20,12,43,0,102,0,0,0,0,0,0,0,8,0,16,3,0,0,3,0,0,0,20,0,27,0,6,0,0,3,0,0,0,7,14,86,208,135,112,161,219,82,265,36,1305
216011410,8,14,13,16,28,32,6,24,0,156,4,9,17,13,38,42,13,54,0,196,10,0,9,9,22,35,23,29,0,140,3,10,0,3,14,31,12,39,4,120,6,0,3,4,14,17,30,13,3,83,6,0,0,0,25,33,25,34,0,138,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,7,0,22,0,3,0,0,0,4,3,3,0,21,70,200,127,89,176,265,131,311,31,1392
216021411,14,22,52,66,146,98,14,30,9,446,18,28,31,56,159,152,48,60,12,556,14,14,19,30,82,100,48,46,3,359,7,5,13,22,72,87,47,55,4,314,8,3,6,11,34,50,37,50,0,194,20,6,3,4,37,59,63,90,0,288,0,0,0,0,8,18,8,22,0,56,0,3,0,0,8,15,10,20,0,53,8,6,6,5,12,7,4,7,11,67,157,444,392,311,678,682,299,442,80,3490
216021412,3,10,4,6,10,19,3,19,3,78,3,4,6,0,18,23,12,24,0,98,0,3,5,4,8,22,11,18,7,88,0,10,0,6,5,19,0,24,0,62,0,3,3,0,4,11,3,16,0,48,0,0,3,0,0,3,0,24,0,35,0,0,0,0,0,5,0,5,0,7,0,0,0,0,0,5,3,5,0,18,0,0,0,0,0,0,0,9,8,16,28,85,70,36,61,141,45,183,28,677
216021413,26,34,63,78,197,129,29,91,12,651,24,35,36,73,146,181,41,122,11,663,13,18,19,27,72,149,41,93,4,443,13,12,17,23,54,102,28,68,3,307,10,3,9,5,29,67,25,73,0,224,11,3,9,15,37,69,42,101,3,288,3,6,3,0,4,11,3,23,0,51,0,0,5,0,5,13,8,28,0,64,0,4,4,11,12,11,4,13,15,68,190,589,449,381,689,878,246,838,134,4388
216021414,17,27,59,62,124,91,17,31,4,429,8,26,51,51,101,106,26,45,3,426,14,4,17,25,58,77,17,25,3,246,3,11,14,22,36,52,18,34,0,194,8,3,3,12,15,30,15,20,0,112,5,6,3,9,27,41,30,58,0,174,0,0,3,3,6,8,0,8,0,35,4,5,0,4,6,9,0,17,0,51,0,3,0,0,3,0,0,0,9,18,196,522,390,294,489,484,142,291,45,2847
216031415,17,18,25,39,96,45,15,11,7,274,11,11,16,19,66,54,15,26,4,221,8,3,12,15,51,38,13,11,3,161,9,6,5,9,28,32,11,18,0,117,0,10,0,3,10,17,9,16,5,65,7,0,3,3,12,25,17,22,0,86,0,0,0,0,8,3,5,4,0,17,0,0,0,0,3,4,0,7,0,16,0,4,0,0,0,4,0,0,7,17,113,334,231,155,396,269,89,155,35,1785
216031416,66,161,310,255,612,408,84,98,45,2039,84,115,224,296,686,674,156,182,27,2442,77,59,110,219,481,564,135,180,16,1852,59,45,70,173,381,460,140,192,8,1514,41,24,30,73,244,283,104,161,9,971,54,33,35,58,239,386,181,332,4,1331,13,13,12,10,22,57,38,65,0,222,10,19,17,23,43,100,46,149,3,404,3,19,19,16,17,32,9,15,52,177,680,1815,1639,1482,3196,3295,955,1499,280,14831
216031418,4,16,21,18,43,63,7,35,3,213,0,10,15,13,41,76,9,52,8,224,10,5,0,0,26,49,20,44,3,156,8,3,0,10,16,35,8,43,3,130,0,3,0,0,11,19,4,34,0,76,0,0,0,3,7,27,18,30,0,94,0,0,0,0,0,0,4,12,0,13,5,3,4,0,0,9,5,18,0,41,0,0,3,0,3,0,0,15,4,33,50,156,129,72,196,339,81,374,44,1428
216031419,20,46,48,58,166,130,24,44,9,559,22,35,42,50,140,144,53,100,11,594,20,12,21,30,73,129,47,75,8,413,21,10,15,16,57,119,46,76,0,361,15,3,5,16,53,94,31,47,0,270,20,5,15,17,54,130,62,120,3,413,3,0,0,0,5,21,5,27,0,63,3,4,0,0,13,25,11,37,0,96,3,3,0,0,0,15,3,7,13,47,192,463,404,302,686,949,312,686,88,4079
216031593,7,25,32,31,85,69,10,13,9,281,10,14,21,21,89,78,19,42,7,293,3,9,6,11,46,62,18,31,3,185,3,5,13,10,34,28,13,18,0,130,3,0,0,0,16,29,7,26,0,77,6,8,7,3,12,30,15,17,0,94,0,0,3,4,3,0,4,3,0,19,0,0,4,0,0,8,3,17,0,32,3,3,0,5,0,6,0,0,3,15,89,326,221,132,363,366,101,196,38,1830
216031594,41,87,124,142,364,229,31,51,22,1095,41,50,76,83,395,266,61,103,13,1096,30,14,39,41,209,173,67,98,11,684,31,10,13,22,143,152,63,93,3,525,19,9,7,15,94,93,40,79,3,369,15,11,12,10,83,120,72,142,3,466,4,0,4,3,9,20,11,22,0,81,0,13,7,10,8,19,7,40,0,101,4,8,5,5,12,10,5,7,38,88,409,1186,842,591,1618,1270,378,715,174,7172
217011420,20,35,53,26,83,80,20,61,9,392,18,22,26,40,91,96,20,74,3,382,14,13,19,23,63,69,25,53,3,268,16,12,11,21,44,49,16,62,7,241,3,3,14,3,18,26,13,48,0,127,5,8,8,13,21,48,16,72,0,187,0,0,3,0,0,5,3,18,3,35,0,4,10,4,4,12,6,32,0,74,0,6,8,4,3,6,0,17,17,60,130,377,340,216,422,523,147,574,79,2815
217011421,32,50,106,113,178,168,41,37,7,731,39,43,80,75,235,251,50,67,7,854,24,29,61,49,135,148,49,66,3,567,13,14,32,45,89,132,51,78,7,466,10,10,7,18,62,92,25,61,0,283,23,11,15,13,58,123,34,103,4,378,0,0,4,3,5,19,9,19,0,60,6,6,3,4,4,31,10,40,0,97,0,9,5,0,3,16,0,3,12,45,306,814,698,484,981,1112,283,546,89,5315
217011422,30,67,76,95,156,111,17,33,9,590,21,37,78,66,200,183,36,63,4,687,22,18,39,45,121,165,44,85,3,545,31,23,29,44,81,145,38,86,4,485,23,7,15,17,73,100,27,70,4,334,37,16,11,20,97,250,77,144,7,653,0,5,0,6,11,30,4,24,0,76,8,4,5,6,13,26,6,34,3,91,3,8,6,4,8,8,0,9,24,74,322,931,643,455,931,1124,271,590,106,5369
217011423,10,33,41,33,44,69,17,82,0,333,10,21,32,29,38,87,30,82,8,339,6,6,16,13,21,55,24,79,7,236,6,6,12,17,16,40,20,71,0,190,0,0,10,9,13,30,11,52,0,132,4,6,6,7,8,32,12,87,0,160,3,0,0,0,0,12,0,20,0,32,4,9,13,9,3,9,8,58,6,116,0,0,0,3,0,0,0,5,4,21,94,323,265,174,204,431,159,695,61,2406
217031471,5,19,28,36,45,48,3,8,4,204,16,13,19,25,55,65,14,27,0,235,3,4,13,14,39,37,8,20,0,151,3,9,4,13,30,48,12,34,0,155,3,0,3,8,12,21,10,13,4,69,4,6,3,3,14,35,8,29,4,92,0,0,0,0,0,0,0,14,0,19,0,0,0,0,3,7,3,14,0,26,4,6,0,3,7,0,0,0,8,26,87,282,209,164,250,299,61,206,33,1598
217031472,56,70,157,123,390,262,43,58,25,1189,59,44,95,124,431,345,99,118,12,1332,17,33,49,73,203,233,70,106,4,801,30,16,22,30,121,159,67,103,7,561,22,9,10,14,74,110,53,87,0,382,23,14,15,24,89,127,60,149,6,502,8,4,0,3,12,15,7,38,0,88,8,9,3,3,4,21,14,40,0,110,4,8,10,8,15,10,4,3,30,95,412,1178,888,614,1550,1462,436,773,138,7453
217031473,6,18,26,12,53,41,10,58,5,226,3,15,8,16,35,48,20,62,4,220,7,7,7,5,17,29,16,56,0,141,3,3,3,0,13,10,8,45,0,96,0,0,0,0,10,5,3,19,0,44,0,5,0,10,11,17,8,40,0,87,0,0,0,0,3,4,0,10,0,21,0,3,0,5,3,3,0,18,0,28,0,6,3,0,6,0,0,11,11,41,57,255,146,94,205,235,87,433,40,1549
217031474,14,21,52,34,66,64,17,52,9,331,14,14,43,28,63,94,24,86,11,367,10,4,10,20,30,58,19,74,0,230,12,8,12,10,18,38,18,74,5,191,0,3,0,7,10,25,17,39,3,107,0,12,7,8,22,32,17,54,0,144,0,4,0,0,3,3,3,23,0,41,3,3,6,3,7,7,4,31,4,65,4,8,10,4,0,0,0,17,15,58,91,332,278,165,285,393,137,557,73,2313
217031475,13,32,34,31,58,89,23,95,15,379,21,22,25,34,50,113,47,146,5,461,14,23,14,16,40,82,36,98,8,331,14,20,8,14,31,55,38,87,3,259,15,9,7,9,21,48,41,62,0,210,14,7,10,12,32,67,53,101,10,300,0,4,0,0,7,9,8,29,0,67,11,22,5,0,13,27,8,94,3,192,0,8,5,7,3,16,3,26,19,93,164,453,337,198,325,606,275,930,135,3425
217031476,23,35,26,23,40,21,0,22,6,202,14,24,24,26,63,44,17,6,0,217,8,11,13,12,27,31,9,21,0,121,7,8,5,10,22,33,9,15,0,109,0,4,3,5,10,13,4,11,0,52,8,3,8,4,11,20,13,26,4,98,0,0,0,0,0,0,0,8,0,15,3,4,3,5,9,6,4,10,0,46,8,0,0,0,0,4,0,0,3,16,153,358,192,126,219,214,63,149,33,1504
217041477,13,24,27,31,48,68,20,74,8,309,10,22,21,30,45,73,33,113,7,346,15,9,3,11,20,43,21,108,0,240,8,3,7,8,23,36,20,88,6,200,9,5,6,0,3,31,10,57,5,133,3,10,9,10,6,35,13,72,0,163,0,3,5,0,4,9,0,29,0,52,0,10,7,4,9,13,7,71,10,125,0,0,0,6,0,0,3,13,15,34,98,303,213,159,205,392,148,769,81,2372
217041478,26,50,69,43,79,75,20,73,9,435,9,30,51,41,86,111,38,78,14,459,11,26,21,24,57,92,24,64,3,315,16,5,18,26,48,66,35,64,0,280,20,4,14,3,48,42,29,64,3,237,4,13,7,15,40,65,28,85,4,256,0,0,0,4,6,11,6,22,0,52,4,0,9,3,8,23,8,60,0,110,5,4,0,0,7,8,7,11,10,50,201,599,380,241,465,593,215,614,77,3381
217041479,26,64,92,100,173,97,16,35,5,608,35,42,81,67,167,171,35,40,9,650,19,26,41,49,112,140,36,61,12,501,17,25,20,18,71,111,29,69,0,369,15,4,12,13,49,70,32,77,4,269,18,16,10,12,64,77,56,96,6,357,0,3,5,0,4,14,6,30,0,67,3,4,6,9,14,25,9,46,0,114,5,7,4,0,8,3,3,5,10,55,288,964,685,410,851,830,243,516,73,4866
217041480,85,144,280,259,562,384,61,87,32,1888,82,105,231,221,669,603,124,143,32,2201,62,62,126,149,390,435,126,177,13,1539,56,37,56,121,308,293,111,163,15,1157,30,25,33,72,170,263,83,123,8,807,39,33,28,59,184,330,153,233,7,1068,0,5,8,14,20,47,10,52,0,166,9,16,12,21,37,51,32,109,0,295,8,16,15,10,17,22,5,11,33,135,751,2097,1662,1260,2820,2695,770,1201,237,13485
297979799,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,9,0,0,0,0,0,3,0,13,0,14,8,0,3,0,7,5,0,41,0,60,0,0,0,0,0,3,0,11,0,19,7,0,0,0,0,6,5,44,0,64,0,0,0,0,0,0,0,0,0,0,19,8,3,3,12,22,9,114,0,194
299999499,980,2154,2710,1936,2953,3482,631,985,354,16185,912,1767,2136,1879,3535,5109,979,1731,388,18435,642,877,1187,1239,2740,4556,992,1763,247,14253,493,674,744,868,2232,4273,1024,1979,176,12470,352,358,420,481,1390,2946,800,1653,117,8507,486,434,451,495,1642,4043,1209,2829,116,11703,101,114,85,97,265,722,253,882,27,2539,155,235,210,170,286,959,293,1315,51,3674,164,195,150,98,174,366,85,222,686,2136,9454,25035,16766,10677,19053,31147,7014,14943,3389,137478
301011001,28,36,57,59,93,41,9,24,4,355,13,42,33,43,91,52,14,28,0,330,25,15,27,25,53,53,16,22,4,238,15,5,9,21,32,50,8,34,0,178,7,4,15,20,19,43,18,34,0,159,6,9,12,14,31,28,14,53,0,161,4,0,0,0,0,3,3,8,0,23,5,0,0,3,0,9,0,15,0,38,0,3,4,0,3,0,0,0,6,19,240,533,406,282,405,325,95,248,36,2567
301011002,11,32,44,50,71,52,11,18,3,294,15,29,28,16,68,76,20,35,8,287,8,11,10,14,64,43,21,36,4,213,7,9,15,5,39,65,15,55,4,226,0,7,15,3,18,36,13,36,0,140,4,9,10,8,25,37,23,57,5,187,4,0,0,3,4,14,5,23,0,52,3,7,9,0,10,8,4,32,0,76,0,4,3,0,7,0,0,3,14,27,149,389,261,170,390,379,124,316,43,2222
301011003,24,37,51,55,60,44,10,28,3,315,18,38,45,49,71,54,7,29,3,316,14,10,23,11,52,45,10,17,0,188,9,16,16,15,23,43,3,20,0,147,3,3,16,7,23,31,16,22,5,119,15,6,16,16,19,37,15,42,0,162,4,0,0,6,8,14,7,13,0,42,0,6,0,0,10,15,6,22,0,56,0,0,5,0,0,8,0,4,7,23,192,553,441,265,343,333,81,219,37,2469
301011004,104,108,178,186,583,312,46,89,26,1626,90,97,132,142,596,442,98,158,20,1772,52,50,70,83,311,311,95,154,14,1146,35,37,40,55,207,249,93,171,11,905,8,23,33,32,104,169,44,121,8,547,20,16,25,27,92,205,86,207,6,691,3,11,6,8,21,38,13,57,0,154,7,15,12,11,20,39,13,79,3,191,4,15,13,7,13,11,8,15,36,112,854,2024,1371,905,2358,2026,539,1130,184,11392
301011005,3,0,6,7,20,9,3,7,0,56,4,4,8,3,6,22,3,6,0,64,7,4,8,3,16,14,5,11,0,66,0,4,0,4,13,9,6,7,0,45,0,0,3,0,3,9,0,5,0,21,0,0,3,0,3,5,3,10,0,27,0,0,0,4,0,5,0,3,0,15,0,0,0,0,0,4,0,9,0,13,0,0,0,0,0,0,0,0,3,8,31,60,68,39,80,92,28,64,11,472
301011006,20,39,48,39,57,30,5,12,0,260,31,31,28,16,49,53,13,23,0,236,11,11,14,16,52,32,9,17,9,170,6,10,6,13,30,33,12,34,0,144,8,7,6,6,25,46,15,31,0,145,0,9,13,4,20,56,18,57,0,188,3,0,4,0,7,10,0,16,0,38,0,3,3,0,5,15,9,31,0,64,0,6,0,0,3,0,0,0,3,20,233,438,284,168,291,295,81,248,26,2067
301021007,101,114,190,189,295,151,30,46,28,1138,96,97,163,166,426,266,59,93,22,1390,69,58,124,134,322,299,68,99,13,1196,60,30,90,142,312,250,66,120,11,1079,46,19,55,96,217,203,52,98,9,787,63,35,51,65,233,322,70,189,4,1040,10,13,10,7,16,62,8,38,5,168,8,20,19,21,38,83,32,99,0,317,6,8,9,0,12,4,4,5,26,81,922,1455,1344,1062,2112,1750,412,865,156,10078
