POW_SA2_CODE_2021,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Afghanistan_E,M_Afghanistan_OM_IE,M_Afghanistan_OM_UIE,M_Afghanistan_CFW,M_Afghanistan_ES_NS,M_Afghanistan_Tot,M_Bangladesh_E,M_Bangladesh_OM_IE,M_Bangladesh_OM_UIE,M_Bangladesh_CFW,M_Bangladesh_ES_NS,M_Bangladesh_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Nepal_E,M_Nepal_OM_IE,M_Nepal_OM_UIE,M_Nepal_CFW,M_Nepal_ES_NS,M_Nepal_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Taiwan_E,M_Taiwan_OM_IE,M_Taiwan_OM_UIE,M_Taiwan_CFW,M_Taiwan_ES_NS,M_Taiwan_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE
119021574,97,12,15,3,0,131,0,0,0,0,0,0,15,5,23,0,0,45,0,0,0,0,0,0,0,7,5,0,0,7,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,17,0,0,37,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,0,0,22,4,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,3,0,4,0,0,8,11,11,16,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0
119021659,197,33,27,0,0,255,0,0,0,0,0,0,6,0,5,0,0,13,0,0,0,0,0,0,65,34,25,13,0,137,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,3,20,0,3,0,0,30,13,6,6,0,0,22,4,0,3,0,0,6,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,36,12,8,3,0,57,6,5,8,0,0,19,10,4,0,0,0,15,27,4,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,4,0,0
119021660,304,34,28,6,3,364,0,0,0,0,0,0,22,3,6,0,0,29,0,0,0,0,0,0,127,48,21,10,0,197,0,0,0,0,0,0,5,6,0,0,0,14,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,19,4,0,0,0,26,22,0,0,0,0,28,15,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,7,0,0,10,0,0,0,0,0,0,17,13,10,4,0,42,11,3,4,0,0,22,23,0,0,0,0,20,49,6,3,0,0,60,0,0,0,0,0,0,14,0,3,0,0,17,3,0,4,0,0,6,28,0,3,0,0,31,3,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,6,7,0,0,0,0,10,0,0,0,0,0,0,14,5,0,3,0,19,7,0
119021661,436,85,51,11,10,585,0,0,0,0,0,0,16,0,4,0,0,18,0,0,0,0,0,0,68,23,20,5,0,115,0,0,0,0,0,3,0,0,0,0,0,3,6,0,3,0,0,5,0,0,0,0,0,3,14,4,0,0,0,19,11,0,0,0,0,11,23,4,3,0,0,30,8,0,7,0,0,16,3,0,0,0,0,5,5,0,0,0,0,9,0,0,0,0,0,6,4,0,5,0,0,8,0,0,0,0,0,0,13,7,4,0,0,26,15,11,7,0,0,26,13,6,0,0,0,19,61,0,0,0,0,61,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,3,15,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,6,0,0,0,0,6,4,0,0,0,0,4,7,0,5,0,0,9,14,7,0,0,0,25,0,0
119021662,393,179,134,14,4,722,0,0,0,0,0,0,6,0,0,0,0,3,4,0,0,0,0,3,26,8,12,0,0,50,0,0,0,0,0,3,3,5,0,0,0,7,4,0,0,0,0,5,0,0,0,0,0,0,20,14,8,3,0,44,3,0,6,0,0,4,9,3,0,0,0,15,9,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,6,0,0,10,3,0,0,0,0,4,4,0,0,0,0,4,7,14,6,0,0,30,4,0,0,0,0,3,27,0,0,0,0,30,0,0,0,0,0,0,16,7,3,0,0,24,5,0,0,0,0,4,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,5,0,22,3,0
119021663,1522,175,55,21,6,1772,9,0,0,0,0,9,51,0,0,0,0,57,7,0,0,0,0,10,178,42,11,7,0,239,14,5,0,0,0,14,23,0,0,0,0,30,40,0,0,0,0,42,5,0,0,0,0,5,34,8,0,0,0,43,39,4,0,0,0,49,134,4,0,0,0,141,42,0,0,0,0,44,7,3,0,0,0,13,12,0,0,0,0,17,16,8,0,0,0,24,11,0,0,0,0,20,9,0,0,0,0,9,21,0,0,0,0,22,65,11,3,0,0,88,32,0,0,0,0,32,84,0,0,0,0,88,10,0,0,0,0,11,62,7,0,0,0,73,31,0,3,0,0,41,99,0,0,0,0,99,7,0,0,0,0,7,3,0,0,0,0,6,16,3,0,0,0,19,12,3,0,0,0,14,10,0,0,0,0,11,8,0,0,0,0,8,75,0,0,0,0,81,14,0
119031370,204,62,45,3,0,316,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,49,42,25,3,0,125,0,0,0,0,0,0,4,4,0,0,0,12,6,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,8,10,0,0,0,0,16,4,0,0,0,0,6,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,8,5,9,3,4,0,16,9,0,0,0,0,13,20,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,9,8,0,0,0,0,7,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,12,0,3,0,0,17,0,0
119031371,515,102,70,8,3,697,0,0,0,0,0,0,7,3,0,0,0,10,0,0,0,0,0,0,28,14,13,0,0,57,0,0,0,0,0,4,5,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,5,0,4,0,0,9,10,3,0,0,0,11,13,8,0,0,0,17,5,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,15,6,0,4,0,0,12,14,0,0,0,0,12,0,0,0,0,0,0,14,0,4,0,0,20,5,0,0,0,0,5,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,10,3,0,0,25,4,0
119031372,1697,402,174,34,13,2322,0,0,0,0,0,0,3,0,4,0,0,10,5,0,0,0,0,5,112,55,18,6,5,196,4,4,0,5,0,14,17,6,4,0,0,28,20,3,0,0,0,25,8,7,0,0,0,9,20,8,6,0,0,37,26,4,4,0,0,31,40,4,0,0,0,50,18,0,3,0,0,24,9,0,0,0,0,6,3,3,0,0,0,8,17,5,3,0,0,23,12,7,0,0,0,21,0,0,0,0,0,4,3,0,0,0,0,5,24,6,3,3,0,46,13,6,0,0,0,19,67,0,0,0,0,74,0,0,0,0,0,4,51,10,3,0,0,67,4,3,0,0,0,6,51,0,0,0,0,56,0,0,0,0,0,5,0,0,0,0,0,3,10,3,0,0,0,13,7,0,0,0,0,7,3,0,0,0,0,3,12,0,0,0,0,18,62,22,4,0,0,93,4,0
119031373,217,27,27,7,0,276,3,0,0,0,0,4,8,0,0,0,0,10,0,0,0,0,0,0,57,17,17,4,3,105,0,0,0,0,0,0,0,3,0,0,0,4,8,0,6,0,0,11,0,0,0,0,0,0,4,0,0,0,0,3,18,6,3,0,0,24,21,10,9,0,0,36,4,0,7,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,4,9,0,0,0,0,7,11,10,8,0,0,22,9,0,0,0,0,8,28,0,0,0,0,33,0,0,0,0,0,0,8,0,0,0,0,5,5,3,3,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0
119031374,715,201,100,24,5,1038,0,0,0,0,0,0,13,0,0,0,0,13,3,3,0,0,0,6,88,51,48,6,0,192,0,0,0,0,0,8,3,9,4,0,0,18,5,0,0,0,0,9,3,0,0,0,0,3,10,0,4,3,0,20,11,5,3,0,0,18,25,0,0,0,0,31,14,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,6,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,17,11,4,0,0,28,9,0,4,0,0,20,61,5,6,0,0,66,0,0,0,0,0,0,13,3,3,0,0,19,7,0,0,0,0,6,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,9,34,4,6,0,0,43,0,0
119031664,1068,115,43,5,6,1239,0,0,0,0,0,0,26,4,0,0,0,34,3,0,0,0,0,3,335,130,63,18,4,553,0,4,0,0,0,5,8,5,0,0,0,12,7,0,0,0,0,13,0,0,0,0,0,0,3,4,0,0,0,5,97,23,8,0,0,131,52,10,5,0,0,66,41,0,4,0,0,45,8,4,0,0,0,10,9,0,0,0,0,8,3,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,24,6,0,0,3,34,21,3,3,0,5,32,36,5,4,0,0,46,153,8,6,0,0,167,0,0,0,0,0,0,27,3,0,0,0,34,8,0,0,0,0,12,36,0,0,0,0,36,0,0,0,0,0,8,6,0,0,0,0,6,5,3,0,0,0,11,10,0,0,0,0,8,19,3,4,0,0,26,9,0,0,0,0,9,46,4,0,5,0,51,5,0
119031665,157,46,30,6,3,245,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,49,32,44,12,0,132,0,0,0,0,0,6,0,0,0,0,0,4,5,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,3,9,0,7,0,0,15,14,0,0,0,0,15,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,7,4,4,0,0,9,3,0,0,0,0,4,20,0,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,6,0,0,4,0,0,4,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,3,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,10,0,4,0,0,12,0,0
119031666,349,86,80,8,4,523,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,4,21,18,17,0,0,58,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,5,0,0,0,12,14,4,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,6,3,5,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,5,0,0,0,0,0,4,41,4,0,0,0,41,0,0,0,0,0,0,11,3,0,0,0,15,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,13,9,11,0,0,26,0,0
119031667,185,45,43,4,0,279,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,16,24,6,4,0,52,0,0,0,0,0,0,6,0,4,0,0,13,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,8,4,0,0,0,10,10,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,10,13,3,3,0,0,23,0,0,0,0,0,0,5,0,0,0,0,7,5,0,0,0,0,4,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,12,3,0
119041377,350,118,69,11,0,558,0,0,0,0,0,5,4,0,0,0,0,7,0,0,0,0,0,0,32,13,14,0,0,63,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,8,9,3,4,0,22,6,0,4,0,0,12,19,4,0,0,0,20,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,7,9,0,0,14,0,0,0,0,0,0,5,0,4,0,0,12,0,5,5,0,0,14,3,0,4,0,0,4,31,0,0,0,0,35,0,0,0,0,0,0,6,0,0,0,0,12,4,0,0,0,0,4,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,6,3,6,0,0,15,0,0
119041378,2033,196,121,12,6,2363,0,0,0,0,0,0,53,3,5,0,0,64,12,0,0,0,0,12,154,9,22,5,0,195,8,0,0,0,0,8,29,12,3,0,0,39,24,3,3,0,0,26,12,7,0,0,0,17,21,8,7,0,0,40,60,7,10,0,0,75,358,12,5,0,5,377,27,5,0,0,0,33,21,4,3,0,0,25,9,0,7,0,0,16,22,3,0,0,0,31,12,3,4,0,0,16,0,0,0,0,0,0,15,4,0,0,0,19,27,10,10,4,0,47,41,3,5,0,0,50,165,9,3,0,3,184,3,0,0,0,0,3,45,3,8,0,4,62,39,0,5,0,0,41,154,0,4,0,0,156,10,0,0,0,0,9,15,0,0,0,0,15,25,3,5,0,0,31,25,0,0,0,0,26,14,0,0,0,0,14,10,0,4,0,0,15,179,13,12,0,0,205,18,0
119041379,574,131,74,9,0,790,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,5,73,30,25,8,0,138,0,0,0,0,0,0,6,4,0,0,0,13,8,0,0,0,0,8,4,0,0,0,0,4,7,4,4,0,0,12,12,5,3,0,0,20,15,3,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,5,4,0,0,0,6,0,0,0,0,0,0,4,3,6,0,0,5,9,4,4,0,0,22,11,0,0,0,0,12,43,4,0,0,0,53,0,0,0,0,0,0,18,0,0,0,0,22,5,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,9,5,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,3,28,4,8,0,0,33,3,0
119041380,302,95,68,14,4,477,0,0,0,0,0,0,15,5,0,0,0,24,0,0,0,0,0,0,32,15,8,0,0,52,0,0,5,0,0,5,8,3,0,3,0,17,4,0,0,0,0,9,6,0,0,0,0,6,6,0,4,4,0,16,0,0,0,0,0,3,10,0,0,0,0,10,14,0,0,0,0,15,0,0,0,0,0,3,6,0,0,0,0,5,0,4,0,0,0,8,6,0,3,0,0,12,0,0,0,4,0,4,6,0,0,0,0,3,11,5,0,0,0,22,9,3,0,0,0,8,69,0,0,0,0,67,3,0,0,0,0,3,11,3,5,0,0,16,4,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,10,11,5,0,0,0,23,3,0
119041381,1239,182,84,13,6,1525,0,0,0,0,0,0,62,13,13,0,0,93,0,0,0,0,0,3,92,26,26,8,5,151,3,0,0,0,0,7,12,13,9,0,0,31,15,0,0,0,0,15,0,0,0,0,0,3,27,4,8,0,0,37,24,7,5,0,0,34,66,4,4,0,0,82,25,0,3,0,0,27,6,0,0,0,0,13,14,4,0,0,0,14,13,6,0,0,0,26,10,0,0,4,0,12,3,0,0,0,0,4,8,3,3,0,0,16,53,28,21,3,4,113,12,0,6,0,0,10,171,28,10,3,0,214,5,0,0,0,0,3,52,7,0,4,0,60,19,4,4,0,0,21,42,3,3,0,0,41,6,0,4,0,0,11,3,0,5,0,0,3,13,0,0,0,0,16,10,0,0,0,0,17,3,0,0,0,0,3,15,0,9,0,0,22,42,12,3,0,0,62,9,0
119041382,478,154,98,15,3,753,0,0,0,0,0,0,10,0,6,0,0,12,0,0,0,0,0,6,15,7,6,0,0,31,0,0,0,0,0,3,4,8,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,7,4,3,4,0,20,0,0,3,0,0,3,9,6,0,0,0,11,6,0,0,0,0,6,3,0,0,0,0,4,0,4,0,0,0,3,0,5,0,0,0,6,8,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,3,0,16,0,0,0,0,0,3,57,0,0,0,0,60,0,0,4,0,0,3,8,0,4,0,0,18,3,0,0,0,0,3,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,5,22,6,12,0,0,30,0,0
119041668,618,105,75,16,4,825,0,0,0,0,0,0,11,7,4,0,0,23,5,0,0,0,0,6,47,9,9,0,0,65,4,0,0,0,0,4,7,0,0,0,0,10,5,0,0,0,0,5,8,0,0,0,0,8,9,0,0,0,0,10,6,6,0,0,0,7,39,0,0,0,0,46,7,0,0,0,0,12,4,0,0,0,0,4,5,0,0,0,0,8,6,8,0,0,0,17,4,0,0,0,0,3,0,0,0,0,0,4,3,0,3,0,0,8,33,27,37,0,6,99,10,0,3,0,0,9,33,4,0,0,0,38,5,0,0,0,0,5,26,0,3,0,0,35,3,0,0,0,0,5,31,0,0,0,0,33,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,4,4,0,0,15,43,6,4,0,0,52,4,0
119041669,345,92,50,3,5,492,0,0,0,0,0,0,11,0,4,0,0,11,0,0,0,0,0,0,19,10,12,0,0,39,0,0,0,0,0,0,18,9,4,0,0,24,13,4,0,0,0,16,4,0,0,0,0,4,10,3,3,0,0,18,3,0,0,0,0,4,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,11,26,17,5,0,61,0,0,0,0,0,0,45,0,0,0,0,45,0,0,0,0,0,0,13,0,0,0,0,13,9,0,0,0,0,15,16,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,22,3,0
119041670,214,63,56,14,0,344,0,0,0,0,0,0,10,5,12,0,0,32,0,0,0,0,0,0,31,17,19,0,0,70,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,8,3,0,3,0,0,3,3,5,3,0,0,16,6,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,20,0,0,32,4,0,0,0,0,8,42,4,6,0,0,51,0,0,0,0,0,0,4,7,8,0,0,11,3,0,3,0,0,5,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,4,0,0,0,16,0,0
119041671,198,27,14,0,0,244,0,0,0,0,0,0,25,0,0,0,0,29,0,0,0,0,0,5,67,25,9,4,0,112,0,0,0,0,0,0,4,4,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,38,0,0,0,0,40,18,3,5,0,0,28,0,0,0,0,0,0,4,0,0,0,0,4,3,3,0,0,0,5,4,0,0,0,0,8,0,0,0,0,0,0,7,5,4,0,0,11,6,0,0,0,0,14,11,0,0,0,0,12,35,0,4,0,0,41,0,0,0,0,0,0,9,3,0,0,0,14,9,0,0,0,0,9,17,3,0,0,0,21,0,5,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,18,0,5,0,0,21,0,0
120011383,776,298,154,21,6,1260,6,0,0,0,0,7,5,0,0,0,0,3,0,0,0,0,0,0,48,37,22,10,0,113,0,0,0,0,0,0,3,0,0,0,0,6,9,5,0,0,0,19,0,0,0,0,0,7,0,0,3,0,0,4,9,0,7,0,0,26,56,7,0,0,0,65,12,0,0,0,0,12,7,5,6,0,0,13,0,0,0,0,0,8,10,12,0,0,0,21,32,13,8,0,0,56,0,0,0,0,0,0,30,10,4,4,0,46,13,17,11,5,0,39,11,9,0,0,0,22,44,0,0,0,0,44,0,0,0,0,0,3,16,14,3,0,0,38,9,0,0,0,0,9,32,0,0,0,0,32,3,0,0,0,0,5,0,0,0,0,0,0,6,6,3,0,0,14,13,0,4,0,0,15,0,0,0,0,0,10,12,0,0,0,0,12,35,8,8,0,0,58,5,0
120011385,784,278,150,13,8,1237,3,0,0,0,0,3,11,0,0,0,0,14,4,3,0,0,0,10,37,12,3,7,0,57,0,0,0,0,0,8,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,4,0,4,0,0,7,14,7,6,0,0,24,35,5,3,0,0,48,17,0,0,0,0,19,0,6,0,0,0,4,0,0,0,0,0,0,3,3,4,0,0,13,21,9,7,3,0,36,0,0,0,0,0,0,11,5,4,0,0,22,7,3,0,0,0,14,14,0,0,0,0,16,105,0,0,0,0,106,0,0,0,0,0,0,20,6,6,3,0,38,9,0,0,0,0,11,20,0,0,0,0,20,0,0,0,0,0,0,5,0,0,0,0,5,8,8,6,0,0,15,3,0,0,0,0,9,0,0,0,0,0,0,17,0,0,0,0,17,41,14,13,3,0,70,3,3
120011386,1046,324,158,29,5,1562,6,0,0,0,0,7,9,0,0,0,0,5,0,0,0,0,0,0,60,32,12,7,0,117,0,0,0,0,0,5,3,4,0,0,0,6,6,0,0,0,0,11,3,0,0,0,0,5,3,3,3,0,0,12,18,6,0,0,0,26,51,4,0,0,0,57,3,4,0,0,0,6,13,3,3,0,0,23,0,3,0,0,0,8,19,7,0,0,0,31,57,38,22,4,0,119,0,0,0,0,0,0,26,9,4,0,0,44,20,10,5,4,0,34,11,0,0,0,0,13,88,4,0,0,0,84,5,0,0,0,0,3,31,8,4,0,0,45,7,0,0,0,0,7,34,0,0,0,0,36,3,0,0,0,0,3,3,0,0,0,0,5,14,3,0,0,0,19,5,3,0,0,0,12,4,0,0,0,0,7,11,4,0,0,0,14,42,11,12,3,0,73,9,0
