POW_SA2_CODE_2021,EWPT_20_24_TertUni_or_OHE_FT,EWPT_20_24_TertUni_or_OHE_PT,EWPT_20_24_TertUni_or_OHE_NS,EWPT_20_24_TertUni_or_OHE_Tot,EWPT_20_24_Other_FT,EWPT_20_24_Other_PT,EWPT_20_24_Other_NS,EWPT_20_24_Other_Tot,EWPT_20_24_Not_Stated,EWPT_20_24_Tot,EWPT_25_29_TertVE_TPTP_FT,EWPT_25_29_TertVE_TPTP_PT,EWPT_25_29_TertVE_TPTP_NS,EWPT_25_29_TertVE_TPTP_Tot,EWPT_25_29_TertUni_or_OHE_FT,EWPT_25_29_TertUni_or_OHE_PT,EWPT_25_29_TertUni_or_OHE_NS,EWPT_25_29_TertUni_or_OHE_Tot,EWPT_25_29_Other_FT,EWPT_25_29_Other_PT,EWPT_25_29_Other_NS,EWPT_25_29_Other_Tot,EWPT_25_29_Not_Stated,EWPT_25_29_Tot,EWPT_30ov_TertVE_TPTP_FT,EWPT_30ov_TertVE_TPTP_PT,EWPT_30ov_TertVE_TPTP_NS,EWPT_30ov_TertVE_TPTP_Tot,EWPT_30ov_TertUni_or_OHE_FT,EWPT_30ov_TertUni_or_OHE_PT,EWPT_30ov_TertUni_or_OHE_NS,EWPT_30ov_TertUni_or_OHE_Tot,EWPT_30ov_Other_FT,EWPT_30ov_Other_PT,EWPT_30ov_Other_NS,EWPT_30ov_Other_Tot,EWPT_30ov_Not_Stated,EWPT_30ov_Tot,EWPT_Tot_TertVE_TPTP_FT,EWPT_Tot_TertVE_TPTP_PT,EWPT_Tot_TertVE_TPTP_NS,EWPT_Tot_TertVE_TPTP_Tot,EWPT_Tot_TertUni_or_OHE_FT,EWPT_Tot_TertUni_or_OHE_PT,EWPT_Tot_TertUni_or_OHE_NS,EWPT_Tot_TertUni_or_OHE_Tot,EWPT_Tot_Other_FT,EWPT_Tot_Other_PT,EWPT_Tot_Other_NS,EWPT_Tot_Other_Tot,EWPT_Tot_Not_Stated,EWPT_Tot_Tot,EAFW_15_TertVE_TPTP_FT,EAFW_15_TertVE_TPTP_PT,EAFW_15_TertVE_TPTP_NS,EAFW_15_TertVE_TPTP_Tot,EAFW_15_TertUni_or_OHE_FT,EAFW_15_TertUni_or_OHE_PT,EAFW_15_TertUni_or_OHE_NS,EAFW_15_TertUni_or_OHE_Tot,EAFW_15_Other_FT,EAFW_15_Other_PT,EAFW_15_Other_NS,EAFW_15_Other_Tot,EAFW_15_Not_Stated,EAFW_15_Tot,EAFW_16_TertVE_TPTP_FT,EAFW_16_TertVE_TPTP_PT,EAFW_16_TertVE_TPTP_NS,EAFW_16_TertVE_TPTP_Tot,EAFW_16_TertUni_or_OHE_FT,EAFW_16_TertUni_or_OHE_PT,EAFW_16_TertUni_or_OHE_NS,EAFW_16_TertUni_or_OHE_Tot,EAFW_16_Other_FT,EAFW_16_Other_PT,EAFW_16_Other_NS,EAFW_16_Other_Tot,EAFW_16_Not_Stated,EAFW_16_Tot,EAFW_17_TertVE_TPTP_FT,EAFW_17_TertVE_TPTP_PT,EAFW_17_TertVE_TPTP_NS,EAFW_17_TertVE_TPTP_Tot,EAFW_17_TertUni_or_OHE_FT,EAFW_17_TertUni_or_OHE_PT,EAFW_17_TertUni_or_OHE_NS,EAFW_17_TertUni_or_OHE_Tot,EAFW_17_Other_FT,EAFW_17_Other_PT,EAFW_17_Other_NS,EAFW_17_Other_Tot,EAFW_17_Not_Stated,EAFW_17_Tot,EAFW_18_TertVE_TPTP_FT,EAFW_18_TertVE_TPTP_PT,EAFW_18_TertVE_TPTP_NS,EAFW_18_TertVE_TPTP_Tot,EAFW_18_TertUni_or_OHE_FT,EAFW_18_TertUni_or_OHE_PT,EAFW_18_TertUni_or_OHE_NS,EAFW_18_TertUni_or_OHE_Tot,EAFW_18_Other_FT,EAFW_18_Other_PT,EAFW_18_Other_NS,EAFW_18_Other_Tot,EAFW_18_Not_Stated,EAFW_18_Tot,EAFW_19_TertVE_TPTP_FT,EAFW_19_TertVE_TPTP_PT,EAFW_19_TertVE_TPTP_NS,EAFW_19_TertVE_TPTP_Tot,EAFW_19_TertUni_or_OHE_FT,EAFW_19_TertUni_or_OHE_PT,EAFW_19_TertUni_or_OHE_NS,EAFW_19_TertUni_or_OHE_Tot,EAFW_19_Other_FT,EAFW_19_Other_PT,EAFW_19_Other_NS,EAFW_19_Other_Tot,EAFW_19_Not_Stated,EAFW_19_Tot,EAFW_20_24_TertVE_TPTP_FT,EAFW_20_24_TertVE_TPTP_PT,EAFW_20_24_TertVE_TPTP_NS,EAFW_20_24_TertVE_TPTP_Tot,EAFW_20_24_TertUni_or_OHE_FT,EAFW_20_24_TertUni_or_OHE_PT,EAFW_20_24_TertUni_or_OHE_NS,EAFW_20_24_TertUni_or_OHE_Tot,EAFW_20_24_Other_FT,EAFW_20_24_Other_PT,EAFW_20_24_Other_NS,EAFW_20_24_Other_Tot,EAFW_20_24_Not_Stated,EAFW_20_24_Tot,EAFW_25_29_TertVE_TPTP_FT,EAFW_25_29_TertVE_TPTP_PT,EAFW_25_29_TertVE_TPTP_NS,EAFW_25_29_TertVE_TPTP_Tot,EAFW_25_29_TertUni_or_OHE_FT,EAFW_25_29_TertUni_or_OHE_PT,EAFW_25_29_TertUni_or_OHE_NS,EAFW_25_29_TertUni_or_OHE_Tot,EAFW_25_29_Other_FT,EAFW_25_29_Other_PT,EAFW_25_29_Other_NS,EAFW_25_29_Other_Tot,EAFW_25_29_Not_Stated,EAFW_25_29_Tot,EAFW_30ov_TertVE_TPTP_FT,EAFW_30ov_TertVE_TPTP_PT,EAFW_30ov_TertVE_TPTP_NS,EAFW_30ov_TertVE_TPTP_Tot,EAFW_30ov_TertUni_or_OHE_FT,EAFW_30ov_TertUni_or_OHE_PT,EAFW_30ov_TertUni_or_OHE_NS,EAFW_30ov_TertUni_or_OHE_Tot,EAFW_30ov_Other_FT,EAFW_30ov_Other_PT,EAFW_30ov_Other_NS,EAFW_30ov_Other_Tot,EAFW_30ov_Not_Stated,EAFW_30ov_Tot,EAFW_Tot_TertVE_TPTP_FT,EAFW_Tot_TertVE_TPTP_PT,EAFW_Tot_TertVE_TPTP_NS,EAFW_Tot_TertVE_TPTP_Tot,EAFW_Tot_TertUni_or_OHE_FT,EAFW_Tot_TertUni_or_OHE_PT,EAFW_Tot_TertUni_or_OHE_NS,EAFW_Tot_TertUni_or_OHE_Tot,EAFW_Tot_Other_FT,EAFW_Tot_Other_PT,EAFW_Tot_Other_NS,EAFW_Tot_Other_Tot,EAFW_Tot_Not_Stated,EAFW_Tot_Tot,Tot_15_TertVE_TPTP_FT,Tot_15_TertVE_TPTP_PT,Tot_15_TertVE_TPTP_NS,Tot_15_TertVE_TPTP_Tot,Tot_15_TertUni_or_OHE_FT,Tot_15_TertUni_or_OHE_PT,Tot_15_TertUni_or_OHE_NS,Tot_15_TertUni_or_OHE_Tot,Tot_15_Other_FT,Tot_15_Other_PT,Tot_15_Other_NS,Tot_15_Other_Tot,Tot_15_Not_Stated,Tot_15_Tot,Tot_16_TertVE_TPTP_FT,Tot_16_TertVE_TPTP_PT,Tot_16_TertVE_TPTP_NS,Tot_16_TertVE_TPTP_Tot,Tot_16_TertUni_or_OHE_FT,Tot_16_TertUni_or_OHE_PT,Tot_16_TertUni_or_OHE_NS,Tot_16_TertUni_or_OHE_Tot
215021396,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,0,0,0,0,0,0,0,8,4,0,0,7,8,0,0,6,0,3,0,6,3,21,11,8,0,18,9,0,0,12,30,3,0,34,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,7,0,0,0,0,5,6,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,3,0,7,0,0,0,0
215021398,11,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,13,0,0,0,0,0,3,0,3,7,25,3,13,0,20,11,3,0,13,18,3,0,18,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,0,0,4,3,7,0,4,0,4,3,0,0,3,4,3,0,12,9,18,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,3,0,3,0,0,0,0
215021399,3,0,0,4,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,9,8,8,0,13,0,4,0,9,0,3,0,3,6,26,10,12,0,27,10,6,0,17,38,7,0,47,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,9,4,0,0,4,0,0,0,3,0,0,0,0,4,9,0,0,0,0,0,0,0,0,10,0,0,10,0,9,0,0,0,0,0,0,0,0
215021469,54,18,0,77,4,4,0,10,0,127,11,15,0,20,20,15,0,30,5,5,0,11,0,65,14,68,0,87,38,49,0,88,7,16,0,22,21,219,53,121,0,166,133,89,0,224,291,25,0,319,28,732,0,0,0,0,0,0,0,0,13,0,0,13,0,13,0,0,0,0,0,0,0,0,14,0,0,14,0,14,0,0,0,0,0,0,0,0,18,0,0,18,3,20,0,0,0,0,0,0,0,0,12,0,0,12,0,17,0,5,0,6,3,0,0,3,0,0,0,0,0,7,0,6,0,6,11,6,0,8,0,0,0,0,0,21,5,4,0,6,3,3,0,8,0,0,0,0,5,17,5,7,0,15,3,4,0,15,3,8,0,8,16,57,6,24,0,33,23,17,0,36,59,8,0,69,25,162,0,0,0,0,0,0,0,0,74,0,0,74,0,74,0,4,0,3,0,0,0,0
215021470,25,6,0,34,0,4,0,4,0,57,4,7,0,14,0,8,0,4,0,0,0,0,0,18,4,29,0,35,3,5,0,15,3,9,0,17,6,65,22,48,0,79,43,23,0,59,280,12,0,300,18,451,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,3,0,3,0,5,0,4,0,4,5,0,0,5,0,0,0,0,0,4,0,10,0,10,0,3,0,3,0,0,0,3,8,17,3,14,0,18,5,3,0,11,27,6,0,24,11,58,0,0,0,0,0,0,0,0,69,0,0,69,0,66,5,0,0,5,0,0,0,0
215031400,7,0,0,9,0,0,0,0,0,24,0,0,0,0,0,4,0,4,0,0,0,0,0,8,0,7,0,9,0,11,0,10,0,10,0,10,3,39,12,19,0,26,18,16,0,31,73,10,0,80,8,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,4,0,4,9,0,0,7,3,24,0,0,0,0,0,0,0,0,17,0,0,17,0,15,0,0,0,0,0,0,0,0
215031401,5,0,0,6,0,0,0,0,0,8,0,0,0,0,4,0,0,4,0,0,0,0,0,7,0,10,0,10,5,4,0,7,0,5,0,5,0,19,4,13,0,18,14,6,0,17,45,5,0,52,4,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,4,0,0,4,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,18,0,0,0,4,0,0,0,0
215031402,4,4,0,7,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,6,6,7,3,0,15,0,11,0,12,0,3,0,3,5,33,12,14,0,24,3,15,0,22,45,3,0,49,10,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,4,7,0,0,7,0,13,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0
215031403,9,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,6,0,12,5,9,0,13,0,5,0,5,0,0,0,0,0,15,4,8,0,11,4,3,0,10,29,4,0,33,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,7,4,12,0,0,0,3,0,0,0,0,7,0,0,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215031404,30,10,0,44,0,3,0,3,3,72,0,7,0,9,3,8,0,14,4,0,0,4,0,35,4,51,0,53,0,19,0,25,3,13,0,20,13,110,19,83,0,100,47,43,0,91,205,16,0,225,17,435,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,3,0,0,0,0,0,7,5,3,0,5,6,5,0,5,0,3,0,3,0,14,5,0,0,5,3,0,0,4,0,0,0,0,0,7,0,6,0,9,0,11,0,11,0,0,0,0,12,28,5,11,0,19,16,15,0,28,18,6,0,24,12,77,0,0,0,0,0,0,0,0,34,0,0,34,0,34,0,0,0,3,0,0,0,0
215031405,3,0,0,3,0,0,0,0,0,14,4,0,0,8,0,0,0,0,0,0,0,4,0,11,0,8,0,9,6,9,0,8,0,6,0,3,3,29,9,12,0,20,10,11,0,19,27,0,0,27,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,7,0,0,7,0,8,0,0,0,0,0,0,0,0
216011406,36,6,0,45,0,0,0,3,0,87,3,15,0,16,3,4,0,8,0,4,0,4,0,33,12,50,0,65,10,33,0,46,4,14,0,17,10,138,29,113,0,143,71,48,0,121,319,20,0,337,20,622,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,0,0,0,0,0,0,0,27,0,0,27,0,27,0,4,0,4,0,0,0,0,21,0,0,21,0,27,0,0,0,3,0,0,0,0,19,0,0,19,0,22,0,4,0,4,4,0,0,10,0,0,0,0,0,10,6,5,0,10,7,0,0,13,0,0,0,0,0,26,0,4,0,0,0,0,0,5,0,0,0,0,0,12,5,5,0,8,3,8,0,9,0,0,0,0,4,29,8,16,0,25,20,15,0,32,80,0,0,83,11,161,0,0,0,0,0,0,0,0,91,0,0,91,0,91,5,5,0,8,0,0,0,0
216011407,14,4,0,14,0,0,0,0,0,28,0,6,0,6,3,4,0,11,0,0,0,0,0,20,7,26,0,24,4,6,0,16,0,11,0,9,13,68,12,44,0,54,25,15,0,45,124,13,0,138,19,257,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,0,0,0,0,5,13,0,5,0,9,5,5,0,10,24,0,0,27,4,50,0,0,0,0,0,0,0,0,26,0,0,26,0,26,0,0,0,0,0,0,0,0
216011408,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,8,15,0,7,0,8,4,0,0,9,20,0,0,22,9,44,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,3,9,0,0,9,0,14,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0
216011409,4,3,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,5,5,6,0,3,0,3,0,3,3,17,8,6,0,16,8,10,0,12,51,3,0,55,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,0,0,6,5,0,0,8,3,17,0,0,0,0,0,0,0,0,18,0,0,18,0,18,0,0,0,0,0,0,0,0
216011410,3,0,0,3,0,0,0,0,0,8,0,4,0,4,0,0,0,0,0,0,0,0,0,9,0,5,0,3,3,3,0,8,0,4,0,0,0,16,0,7,0,12,6,4,0,11,24,4,0,29,4,55,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,11,0,0,11,4,23,0,0,0,0,0,0,0,0,13,0,0,13,0,13,0,0,0,0,0,0,0,0
216021411,7,5,0,13,0,0,0,0,0,21,0,0,0,4,3,3,0,10,3,0,0,6,0,16,7,16,0,25,8,13,0,21,0,4,0,9,0,55,18,26,0,45,25,20,0,47,125,9,0,137,3,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,4,10,3,7,0,8,4,4,0,10,11,0,0,11,4,32,0,0,0,0,0,0,0,0,28,0,0,28,0,28,0,0,0,0,0,0,0,0
216021412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,5,10,0,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,6,3,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216021413,18,7,0,26,0,0,0,0,0,33,0,8,0,4,3,6,0,13,0,0,0,0,0,19,3,22,0,26,6,20,0,21,0,6,0,9,9,65,14,40,0,56,30,34,0,66,118,11,0,126,14,267,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,0,7,0,13,0,0,0,0,0,0,0,0,7,0,0,7,0,8,0,0,0,0,0,0,0,0,6,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,3,9,0,8,0,8,4,0,0,6,18,0,0,26,9,45,0,0,0,0,0,0,0,0,27,0,0,27,0,23,0,0,0,3,0,0,0,0
216021414,10,3,0,17,0,4,0,5,5,32,5,4,0,9,0,3,0,5,0,0,0,0,0,10,9,25,0,33,4,10,0,15,0,4,0,4,3,59,16,47,0,66,29,19,0,45,125,9,0,135,10,248,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,5,0,0,3,0,0,0,0,0,9,4,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,0,17,16,6,0,17,0,39,0,0,0,0,0,0,0,0,39,0,0,39,0,39,0,3,0,3,0,0,0,0
216031415,15,4,0,16,0,0,0,0,0,22,0,3,0,6,9,0,0,9,0,0,0,0,0,8,0,14,0,16,6,6,0,11,0,3,0,0,0,33,9,23,0,41,29,13,0,35,96,5,0,97,6,179,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,8,13,0,0,17,0,21,0,0,0,0,0,0,0,0,29,0,0,29,0,31,0,0,0,0,0,0,0,0
216031416,75,28,0,103,3,10,0,12,3,168,8,13,0,26,29,19,0,54,0,9,0,15,3,90,20,103,0,123,38,79,0,120,6,32,0,40,9,294,61,159,0,218,156,138,0,297,284,45,0,328,15,867,0,0,0,0,0,0,0,0,5,0,0,5,0,11,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,17,0,0,17,0,19,0,0,0,0,0,0,0,0,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,11,8,4,0,14,0,0,0,0,0,22,0,3,0,3,0,3,0,3,0,0,0,3,0,11,0,10,0,10,0,15,0,17,4,3,0,11,16,52,6,22,0,28,15,19,0,43,52,4,0,60,23,147,0,0,0,0,0,0,0,0,74,0,0,74,0,76,0,0,0,0,0,0,0,0
216031418,3,0,0,0,0,0,0,0,0,6,0,0,0,0,5,4,0,7,0,0,0,0,0,15,0,6,0,9,0,4,0,5,0,0,0,0,5,15,6,10,0,14,12,8,0,20,4,4,0,6,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,0,4,0,11,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0
216031419,14,4,0,20,0,0,0,6,0,34,3,5,0,3,4,0,0,3,0,0,0,0,0,15,5,21,0,24,3,7,0,13,0,8,0,9,0,51,10,38,0,48,21,12,0,37,72,10,0,82,5,175,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,6,0,6,0,4,0,0,0,0,0,5,3,18,0,6,0,5,8,8,0,10,10,0,0,12,6,31,0,0,0,0,0,0,0,0,18,0,0,18,0,14,0,5,0,5,0,0,0,0
216031593,16,3,0,19,0,0,0,0,0,23,4,0,0,3,4,0,0,3,0,4,0,4,0,11,0,13,0,13,0,8,0,12,0,0,0,0,0,26,12,27,0,34,22,15,0,35,103,4,0,106,0,178,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,6,0,0,6,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,8,0,0,8,13,0,0,12,0,30,0,0,0,0,0,0,0,0,22,0,0,22,0,22,0,0,0,0,0,0,0,0
