POW_SA2_CODE_2021,P_M1_Tram_or_LR_15_24,P_M1_Tram_or_LR_25_34,P_M1_Tram_or_LR_35_44,P_M1_Tram_or_LR_45_54,P_M1_Tram_or_LR_55_64,P_M1_Tram_or_LR_65_74,P_M1_Tram_or_LR_75ov,P_M1_Tram_or_LR_Tot,P_M1_Taxi_or_RSS_15_24,P_M1_Taxi_or_RSS_25_34,P_M1_Taxi_or_RSS_35_44,P_M1_Taxi_or_RSS_45_54,P_M1_Taxi_or_RSS_55_64,P_M1_Taxi_or_RSS_65_74,P_M1_Taxi_or_RSS_75ov,P_M1_Taxi_or_RSS_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_or_LR_15_24,P_M2_TrnTrm_or_LR_25_34,P_M2_TrnTrm_or_LR_35_44,P_M2_TrnTrm_or_LR_45_54,P_M2_TrnTrm_or_LR_55_64,P_M2_TrnTrm_or_LR_65_74,P_M2_TrnTrm_or_LR_75ov,P_M2_TrnTrm_or_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_or_LR_15_24,P_M2_BusTrm_or_LR_25_34,P_M2_BusTrm_or_LR_35_44,P_M2_BusTrm_or_LR_45_54,P_M2_BusTrm_or_LR_55_64,P_M2_BusTrm_or_LR_65_74,P_M2_BusTrm_or_LR_75ov,P_M2_BusTrm_or_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
306011138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,41,58,68,58,11,0,256,15,0,5,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,34,41,66,78,64,17,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
306011139,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,116,169,215,239,167,46,5,956,61,13,14,13,5,5,5,114,0,0,0,7,0,0,0,7,0,0,0,0,4,3,0,12,8,8,3,0,0,0,0,20,0,5,4,0,3,0,0,14,18,28,12,25,14,10,0,102,222,228,251,282,205,66,6,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,3,10,4,3,0,0,0,0,16,0,0,3,0,0,0,0,10,4,4,9,4,0,0,0,22
306011140,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,211,428,456,530,355,75,8,2063,49,18,13,12,7,0,0,102,0,3,11,9,5,6,0,21,0,3,3,12,12,0,0,30,0,3,10,14,6,0,0,29,3,5,8,7,6,0,0,25,7,4,5,9,0,6,0,25,275,471,502,587,390,79,10,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,10,3,0,0,32,8,7,5,10,3,0,0,34
306011141,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,205,304,381,435,262,52,0,1635,113,17,16,15,12,0,0,172,0,0,3,6,6,0,0,16,0,0,0,3,0,0,0,12,10,0,8,10,6,5,0,26,0,3,3,3,6,0,0,10,19,13,10,16,8,7,0,70,353,334,433,487,305,66,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,5,6,3,0,0,0,17,6,9,8,4,7,0,0,30
306011142,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,418,564,631,616,507,115,9,2858,204,32,22,31,14,12,0,311,0,3,6,11,9,3,0,27,6,0,4,5,5,0,0,30,24,4,8,11,8,3,0,50,3,7,5,8,10,0,0,28,34,19,16,25,22,8,4,119,710,638,698,722,570,137,12,3481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,17,7,9,3,11,3,0,0,30,17,9,3,9,5,0,0,51
306011143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,57,73,77,84,23,3,343,12,0,0,3,0,0,0,19,0,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,0,0,0,4,0,0,0,4,17,3,4,4,9,3,0,39,65,67,80,93,103,26,5,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,4,0,0,12
306021144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,189,203,179,149,46,3,856,21,8,11,3,3,6,0,57,0,3,4,0,6,0,0,10,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,4,6,4,5,3,0,0,21,119,206,222,195,167,50,4,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,8,0,5,3,0,0,0,0,6
306021145,0,0,0,0,0,0,0,0,25,23,12,4,7,0,0,70,1263,2835,3132,3140,2168,504,45,13091,333,209,157,172,125,26,7,1022,0,0,4,3,4,0,0,12,4,34,48,36,25,9,0,152,39,106,79,77,47,14,0,365,9,34,26,20,18,3,0,114,115,278,123,129,96,36,3,778,1869,3577,3636,3629,2525,599,53,15883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,20,6,8,4,0,0,0,46,3,5,5,0,0,0,0,9,26,14,10,10,0,0,0,60,27,40,41,22,23,0,0,157,53,51,53,37,27,0,0,221
306021146,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,15,217,310,244,255,185,56,6,1278,128,26,18,12,13,0,0,193,0,0,0,8,4,0,0,13,0,0,0,4,4,0,0,8,0,0,4,12,0,0,0,13,0,8,3,0,0,0,0,12,16,12,11,9,4,4,0,58,390,368,291,301,209,66,12,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,4,0,0,0,0,0,5,0,4,0,0,0,0,0,13,5,3,4,3,0,0,0,20,7,4,5,7,3,0,0,32
306021147,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,8,215,313,327,353,222,46,3,1481,134,21,18,16,10,4,0,209,6,3,8,10,11,0,0,38,0,0,4,4,0,0,0,7,9,3,0,0,0,0,0,21,0,3,5,7,9,0,0,23,17,7,6,4,4,0,0,33,390,361,366,396,249,50,5,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,10,0,0,0,0,0,0,13
306021148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,183,299,355,330,312,73,0,1555,68,19,10,11,12,4,0,119,0,13,3,7,11,5,0,34,0,5,4,5,9,0,0,17,5,8,0,0,14,6,0,25,3,9,0,6,0,5,0,14,20,22,16,23,25,9,12,133,290,363,400,389,389,93,8,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,6,5,0,0,20,4,3,4,6,3,3,0,27
306021149,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,44,108,113,135,77,27,3,513,14,11,5,8,4,0,0,46,3,0,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,11,0,6,3,0,0,0,0,10,61,127,136,151,91,33,3,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,11,4,0,0,0,3,0,0,11
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,136,157,187,194,132,28,3,827,92,12,12,15,6,4,0,139,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,10,6,0,0,5,5,0,0,21,0,0,0,0,0,4,0,9,11,4,8,4,7,4,0,40,253,178,206,224,160,37,3,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,16,8,6,0,4,0,0,0,15
306021152,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,12,264,496,644,693,506,100,15,2722,75,40,27,35,27,5,0,206,0,4,5,0,6,0,0,19,0,3,11,6,10,0,0,32,9,10,10,16,10,0,0,54,0,0,6,6,4,0,0,9,6,16,10,8,3,5,0,53,367,581,711,780,563,112,14,3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,3,0,3,0,0,24,0,11,0,4,3,0,0,28
306021153,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,94,113,100,103,65,15,0,498,83,13,9,3,3,0,0,107,3,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,8,0,0,0,0,6,0,0,3,4,9,3,4,5,0,0,29,199,141,118,127,83,14,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,7,4,0,0,0,0,0,0,10
306021154,0,0,0,0,0,0,0,0,19,9,12,4,0,4,0,44,1107,1990,2105,2292,1665,412,36,9599,243,127,77,90,60,17,3,617,0,10,19,18,18,0,0,74,6,29,26,31,33,8,0,134,6,31,41,47,25,6,0,158,21,31,31,16,13,6,0,114,24,27,25,24,34,7,0,138,1447,2273,2341,2546,1856,459,38,10962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,9,18,30,16,20,12,3,0,104,21,28,21,22,12,3,0,112
306021155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,77,90,101,60,23,4,398,8,4,5,5,6,0,0,24,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,52,87,93,110,66,23,5,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
306021156,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,79,150,172,203,154,46,0,810,31,17,5,12,9,5,0,74,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,6,12,4,3,5,0,0,30,0,5,4,0,0,0,0,6,10,5,8,12,6,3,0,50,131,192,200,241,172,52,6,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,4,0,0,4,0,0,0,11
306021157,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,191,287,401,436,302,77,7,1708,77,15,11,17,19,4,0,142,0,0,0,0,6,0,0,17,0,0,0,5,9,0,0,12,6,9,4,4,6,0,0,24,0,0,0,3,3,0,0,12,6,9,0,6,3,3,0,33,288,331,431,476,340,80,10,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,3,0,0,17,4,4,0,6,3,0,0,20
306031158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,114,123,121,128,49,6,593,27,30,11,5,7,0,0,93,0,0,0,9,6,0,0,27,0,0,0,4,3,0,0,10,6,0,5,0,0,0,0,10,0,3,9,0,5,8,0,26,4,14,15,13,43,24,6,122,88,174,168,167,191,82,14,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,10,0,0,4,0,5,0,0,9
306031159,0,0,0,0,0,0,0,0,9,6,3,11,3,0,0,34,304,575,626,717,687,160,20,3081,168,73,39,36,26,14,0,350,0,4,0,10,9,7,0,24,4,0,3,3,13,0,0,23,5,5,7,5,0,4,0,32,0,3,0,3,0,7,0,16,20,24,26,24,21,9,0,129,518,693,715,805,765,198,25,3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,3,0,0,0,20,11,4,5,7,0,0,0,22
306031160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,273,296,298,343,96,11,1423,58,85,25,27,24,3,0,212,0,0,5,8,4,3,3,21,0,0,3,0,0,0,0,15,0,0,4,0,5,0,0,12,4,4,5,3,0,3,4,28,13,19,27,29,40,23,12,159,187,406,369,381,422,141,25,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,13,4,0,0,3,3,0,0,16
306031161,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,279,441,516,639,683,172,24,2750,127,56,30,40,30,14,0,296,0,6,7,7,10,5,0,31,0,0,3,8,5,0,0,23,6,4,6,11,4,0,0,29,0,4,5,4,8,3,0,25,35,42,29,45,46,31,6,232,491,656,641,781,805,238,31,3652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,0,17,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,8,7,4,6,3,0,0,30,0,7,0,0,3,0,0,11,11,15,4,10,9,0,0,46
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,55,52,51,50,5,0,234,3,3,4,4,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,8,11,9,8,0,0,48,30,77,70,66,58,7,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,9
