POW_SA2_CODE_2021,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
101021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,20,41,72,94,66,19,313,29,27,16,20,43,13,8,147,5,0,0,0,9,0,0,20,146,212,212,274,329,156,48,1373
101021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,31,30,9,9,116,26,10,12,3,10,0,0,58,0,0,0,0,0,0,0,4,160,245,191,194,153,35,13,986
101021009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,18,5,5,3,0,0,0,0,15,15,87,122,147,87,37,10,497,153,121,102,105,86,36,0,605,0,4,4,0,5,0,0,12,902,1319,1192,1093,809,244,26,5582
101021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,4,3,0,0,0,0,10,8,39,37,33,23,16,7,166,75,39,39,29,19,7,3,218,4,0,6,0,0,0,0,11,576,766,670,549,432,144,22,3159
101021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,11,21,60,70,51,18,3,240,81,27,29,28,16,5,0,193,3,5,0,0,0,0,0,12,542,575,519,523,347,96,8,2608
101021610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,25,30,22,7,0,0,95,27,11,6,0,0,6,0,47,0,0,0,0,0,0,0,0,140,167,132,88,43,18,0,600
101021611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,53,98,145,173,125,36,656,79,51,49,62,49,15,0,315,0,5,0,0,3,4,4,16,436,560,636,709,551,260,64,3207
101031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,26,21,33,34,7,145,17,6,16,14,22,11,0,81,0,0,3,0,0,0,0,6,115,168,198,203,263,104,29,1080
101031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,3,0,0,14,4,3,0,5,3,0,0,14,22,73,82,84,71,27,0,361,95,92,68,71,96,30,5,457,3,3,3,3,6,4,4,31,614,772,742,896,821,243,37,4126
101031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,23,48,67,45,31,234,12,13,10,8,15,12,0,61,0,0,0,0,0,0,0,5,62,99,95,160,186,102,54,759
101031016,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,12,27,74,115,165,168,70,21,642,257,207,74,64,67,22,4,696,14,11,4,8,0,6,4,38,1342,1368,738,858,738,236,53,5327
101041017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,0,10,0,0,4,3,5,0,0,10,7,29,65,68,63,31,7,277,146,71,81,87,141,42,5,568,10,8,8,8,8,0,7,46,717,803,925,1034,993,309,28,4801
101041018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,45,47,73,39,10,228,28,19,16,20,41,14,0,135,0,3,6,0,0,6,0,15,155,207,235,303,340,114,19,1379
101041019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,11,68,93,131,115,44,10,473,111,115,94,127,158,55,0,653,9,5,6,15,9,10,4,54,656,961,1010,1310,1292,316,38,5573
101041020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,68,114,161,113,46,535,28,18,21,19,28,16,0,130,0,0,9,0,3,3,0,20,163,199,229,327,442,239,65,1667
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,36,41,6,0,117,24,11,14,11,34,4,0,100,5,0,0,0,0,0,0,6,138,138,169,228,242,44,4,953
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,14,16,19,7,85,14,21,19,25,39,20,0,133,6,0,4,5,4,0,0,19,163,173,236,318,352,119,20,1385
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,21,46,30,42,5,161,10,20,16,17,29,12,3,111,0,0,4,0,0,0,0,6,82,115,133,191,206,101,22,851
101041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,14,33,72,102,113,63,13,414,108,69,51,75,94,37,0,433,8,4,9,3,4,0,0,35,638,643,699,895,872,277,49,4075
101041026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,47,69,112,118,69,5,429,53,66,63,70,99,39,0,397,10,9,3,8,6,8,8,41,460,612,684,897,878,281,22,3830
101041027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,58,77,127,85,10,407,62,45,49,43,91,28,4,314,7,4,7,3,16,7,3,53,345,458,485,612,710,290,42,2933
101051539,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,13,10,3,4,3,0,38,6,13,10,3,4,3,0,42,21,114,150,155,152,70,12,669,271,261,174,185,242,73,14,1221,20,15,3,14,11,8,3,66,1751,2327,2115,2201,2076,541,64,11081
101051540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,71,137,171,262,206,73,940,66,51,64,47,56,37,11,322,3,5,4,5,9,3,4,35,470,594,707,788,866,458,158,4037
101061541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,61,51,44,26,10,215,112,49,42,45,42,8,0,300,0,0,8,0,0,3,0,14,482,445,486,486,435,132,19,2487
101061542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,23,59,122,159,195,172,88,822,86,26,28,29,42,18,7,235,6,0,3,5,0,3,0,15,401,364,426,507,513,348,131,2698
101061543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,12,4,0,3,0,0,0,0,12,18,38,77,73,77,60,12,356,87,94,70,53,58,31,3,395,12,3,9,7,10,8,5,47,795,861,931,962,888,266,52,4755
101061544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,38,60,93,120,120,50,514,26,32,23,29,29,15,4,152,6,0,7,3,3,5,3,25,245,413,383,491,555,287,93,2461
102011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,46,128,162,105,37,5,502,88,31,43,24,27,9,6,228,0,0,0,3,0,0,0,6,240,162,262,313,232,71,16,1293
102011029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,58,145,195,156,82,30,674,39,45,45,30,50,10,3,218,0,0,0,0,4,0,0,6,189,226,328,389,321,119,35,1601
102011030,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,7,47,154,252,282,192,86,30,1041,103,112,94,98,99,25,0,529,5,7,5,12,7,11,0,47,768,1255,1343,1461,1165,274,54,6329
102011031,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,9,3,4,4,3,7,0,0,21,90,291,489,482,300,97,26,1780,834,368,262,273,239,91,11,2088,4,9,0,6,10,3,0,40,2345,1736,1835,1948,1589,419,52,9930
102011032,7,7,3,0,0,0,0,19,0,0,0,0,0,0,0,4,8,3,0,0,0,0,0,20,11,9,9,6,0,0,0,43,230,901,1249,1268,830,185,24,4684,659,714,598,534,574,186,20,3283,30,13,20,12,8,5,11,92,2695,4154,4372,4685,3688,924,110,20629
102011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,56,92,96,72,24,4,352,22,32,43,50,37,20,0,210,0,0,0,0,0,0,0,0,159,227,299,357,274,64,4,1384
102011034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,68,111,106,65,26,7,403,176,60,53,50,48,20,0,418,0,0,0,4,3,0,0,13,626,364,387,496,432,120,13,2445
102011035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,64,81,94,77,22,6,356,13,26,19,19,27,11,0,115,0,0,0,0,3,0,0,7,87,175,184,202,189,56,10,900
102011036,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,26,84,137,186,112,41,0,594,159,59,44,67,64,17,0,400,0,6,3,0,3,0,3,14,668,575,570,672,603,119,5,3209
102011037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,8,38,87,102,61,36,12,339,22,19,32,27,27,12,0,142,0,0,0,0,0,0,0,3,93,147,210,248,211,73,15,998
102011038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,78,96,77,25,0,326,32,22,20,24,23,9,0,128,0,0,0,0,0,0,0,0,105,143,178,186,165,51,6,825
102011039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,61,141,256,314,186,75,20,1047,293,111,123,78,61,24,3,693,4,0,4,5,3,4,0,15,740,535,647,716,477,155,30,3303
102011040,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,14,5,9,5,3,3,0,0,16,35,125,316,270,246,88,25,1103,226,132,130,126,108,41,9,759,7,0,0,4,4,0,0,13,729,639,842,799,725,235,45,4012
102011041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,31,84,166,200,127,38,13,652,58,64,49,44,43,14,0,269,0,0,3,0,0,0,0,3,281,358,400,436,318,81,9,1880
102011042,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,9,9,0,3,3,0,0,0,14,20,119,169,198,151,45,5,703,251,132,94,90,131,31,5,736,0,3,4,4,3,0,0,20,815,710,736,871,805,182,22,4138
102011043,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,5,21,84,100,97,70,39,5,413,136,51,69,63,87,23,0,434,4,0,3,0,0,4,0,13,545,438,426,484,441,147,21,2505
102021044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,6,0,0,0,7,25,152,216,213,151,70,9,835,287,156,152,116,127,49,0,884,5,4,0,6,0,0,0,17,934,801,862,876,811,253,15,4555
102021045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,105,96,90,64,22,4,392,66,59,48,44,30,11,0,261,0,0,0,0,0,0,0,3,212,314,264,284,182,46,4,1308
102021046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42,69,66,52,22,3,257,61,50,41,35,35,13,0,228,0,0,0,0,0,0,0,3,220,208,214,197,168,51,6,1065
102021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,35,201,324,345,220,65,14,1202,187,140,132,128,137,32,0,745,6,6,0,3,0,3,0,19,809,1013,1134,1227,991,209,22,5412
102021048,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,4,0,3,0,0,0,0,8,43,153,162,161,114,45,7,682,372,190,142,123,128,37,4,995,0,0,3,6,4,0,0,25,1154,840,813,776,658,166,20,4421
102021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,52,54,55,30,17,230,83,24,15,14,16,6,4,158,0,0,0,0,0,0,0,3,204,156,152,174,149,61,16,912
102021050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,27,83,116,107,95,35,7,473,40,71,47,60,51,14,0,284,0,3,0,0,0,0,0,6,251,370,411,399,353,79,14,1873
102021051,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,64,154,166,126,45,11,570,43,51,51,43,34,13,0,227,0,3,0,3,0,0,3,9,254,364,442,490,396,121,14,2078
102021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,54,50,42,10,0,202,4,18,13,17,10,3,0,66,0,0,0,0,0,0,0,3,73,127,135,161,114,23,4,633
102021053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,45,122,173,177,136,79,5,733,184,124,126,101,88,30,13,666,0,3,5,3,4,3,0,18,598,612,678,656,539,200,33,3313
102021054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,72,106,87,72,25,6,384,101,80,85,92,55,17,0,430,3,0,0,0,0,0,0,11,351,464,458,498,380,95,15,2261
102021055,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,3,4,0,0,0,0,0,13,139,411,488,479,273,70,3,1863,602,397,251,270,208,64,3,1797,13,13,11,5,6,3,3,43,2099,2222,1959,2029,1393,337,26,10063
102021056,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,184,270,267,184,46,9,998,221,243,238,238,219,63,0,1226,0,5,0,0,8,0,0,29,962,1557,1624,1727,1397,288,23,7577
102021057,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,7,62,227,369,366,245,51,12,1328,206,181,152,150,123,33,4,852,5,4,7,7,5,0,6,38,909,1130,1311,1365,965,219,28,5926
103011059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,17,4,5,0,4,0,0,0,17,16,42,84,85,79,26,9,336,85,75,47,45,78,27,4,352,0,3,5,7,4,0,6,22,663,785,782,876,702,180,28,4014
103011060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,56,71,110,107,45,437,18,23,13,13,19,10,6,105,0,0,0,0,0,0,0,9,108,177,187,240,287,188,70,1262
103011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,25,47,50,56,28,220,33,44,27,36,40,25,0,200,3,9,3,3,3,3,5,27,278,382,383,454,431,224,55,2206
103011612,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,10,19,4,9,3,0,0,48,14,20,4,9,3,0,0,54,52,219,336,316,223,66,9,1227,430,279,202,190,180,76,8,1364,13,11,5,9,6,5,5,58,2265,2334,2143,2314,1761,519,55,11397
103011613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,4,0,0,0,0,0,7,11,41,83,80,74,34,11,320,49,72,48,43,41,9,0,271,4,0,0,0,3,6,0,11,484,632,618,588,499,142,14,2975
103021062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,14,25,53,88,79,68,31,363,18,39,24,19,35,13,6,160,5,0,7,0,3,0,7,22,284,476,505,489,507,252,75,2602
103021063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,41,51,55,45,12,228,104,99,44,56,67,26,0,405,4,5,5,4,12,3,4,34,647,741,716,841,725,253,51,3983
103021064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,12,30,57,84,94,76,48,394,21,25,9,17,24,16,4,105,3,0,4,3,4,0,0,16,196,268,277,345,371,206,77,1739
103021065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,3,0,0,0,19,8,6,3,3,0,0,0,19,14,46,53,103,108,81,22,428,70,58,62,42,53,27,3,312,14,5,9,8,18,5,0,53,650,765,753,805,833,313,82,4195
103021066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,29,44,75,59,24,258,30,14,8,16,19,15,3,94,0,0,0,4,6,4,3,10,130,170,200,234,274,143,44,1198
103021067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,0,0,16,6,3,8,5,0,0,0,22,18,62,87,77,65,18,6,331,88,92,73,67,60,16,5,393,12,0,3,5,0,4,0,22,778,842,805,874,772,213,35,4315
103021068,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,9,31,53,64,81,62,21,312,13,33,18,25,19,8,0,115,3,0,3,0,0,3,0,14,136,304,303,311,312,145,42,1552
103021069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,9,21,31,74,96,86,60,13,376,46,71,43,40,44,20,6,273,5,3,0,3,12,5,0,36,385,507,504,530,513,199,55,2688
103031070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,15,4,4,3,4,0,0,0,17,21,95,110,135,103,29,8,507,134,134,97,96,130,37,0,630,8,7,8,4,9,4,3,46,765,986,879,1158,1047,255,42,5138
103031071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,15,31,68,78,124,67,28,415,30,52,55,71,86,14,0,306,0,0,5,0,9,4,0,20,263,486,514,580,605,164,50,2661
103031072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,18,8,4,0,0,0,0,0,18,3,48,101,87,79,46,14,378,158,165,159,95,117,35,7,735,6,6,4,4,0,5,5,38,1018,1259,1186,1296,1067,291,58,6173
103031073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,33,38,59,28,177,14,14,22,20,14,8,0,99,0,0,0,0,0,0,0,6,87,117,146,197,216,104,44,908
103031074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,5,0,0,0,0,9,18,45,98,109,160,110,47,593,51,132,123,132,85,27,0,549,0,5,9,4,7,3,4,33,399,887,991,947,788,278,82,4378
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,10,30,77,84,92,89,38,411,50,56,74,60,41,21,0,309,0,0,0,4,0,0,0,10,362,581,588,655,548,233,59,3032
103041077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,11,13,11,3,0,74,19,23,11,12,11,3,0,78,49,313,441,464,275,66,14,1628,414,468,385,264,268,89,13,1903,23,16,13,14,9,13,8,85,2603,3982,3815,3677,2821,738,91,17722
103041078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,12,4,6,0,0,0,0,0,12,20,83,112,142,109,52,14,524,94,77,53,33,42,20,0,319,6,11,3,0,4,3,0,30,786,949,839,802,640,210,27,4255
103041079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,7,22,63,136,160,160,137,81,761,56,49,49,47,45,32,9,282,4,0,4,9,5,6,5,33,384,528,689,728,669,371,140,3515
104011080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,3,0,0,14,8,0,4,0,3,0,0,17,18,89,159,196,147,50,21,680,249,162,169,178,214,75,11,1061,22,7,12,8,13,4,4,77,1521,1771,1829,2160,1945,488,68,9775
104011081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,10,36,71,115,177,140,42,596,38,37,58,40,52,17,4,248,5,6,3,6,11,0,3,28,260,416,512,626,671,292,74,2853
104011082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,55,112,146,145,85,16,565,157,109,103,89,115,35,3,614,12,7,5,6,13,10,4,61,810,842,983,1244,1256,371,42,5548
104021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,82,102,84,77,22,413,51,37,34,43,72,13,3,245,4,3,0,5,0,6,0,23,235,304,349,450,451,166,44,1993
104021084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,8,0,0,21,9,5,0,0,8,0,0,18,8,61,126,142,98,52,12,510,273,143,138,126,132,46,4,857,4,15,6,6,3,3,4,44,1226,1233,1291,1457,1191,323,36,6758
104021085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,6,4,0,0,29,5,5,4,10,4,0,0,28,25,166,278,367,264,75,10,1186,296,349,285,268,325,119,11,1648,6,18,12,16,12,14,11,93,1920,2873,3098,3520,2932,745,71,15155
104021086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,28,65,48,34,6,197,13,11,9,10,12,4,0,61,0,5,0,0,0,0,0,10,82,150,157,197,144,64,11,813
104021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,36,53,72,56,27,266,6,15,12,21,22,10,0,84,0,0,0,5,0,0,0,6,87,121,156,212,268,119,32,999
104021088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,11,31,90,106,66,47,8,359,43,32,24,25,20,11,0,165,4,4,7,0,0,0,0,9,226,276,322,313,229,111,12,1483
104021089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,10,0,0,0,0,0,0,9,17,44,147,169,117,69,7,573,137,69,85,83,84,29,0,496,6,5,5,0,9,0,0,30,847,817,975,1019,869,249,19,4799
104021090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,31,36,59,28,0,168,28,24,23,33,29,10,0,132,0,0,0,6,0,0,0,9,151,175,218,277,302,97,7,1225
104021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,85,99,84,52,3,380,80,70,42,51,62,20,3,325,7,10,6,0,5,4,0,30,503,818,747,688,637,194,18,3600
105011092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,5,7,15,20,36,62,27,5,174,4,32,21,14,22,9,0,100,4,3,0,3,4,8,0,27,148,305,238,271,294,115,22,1392
105011093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,6,0,0,0,4,4,0,0,14,10,22,42,40,36,30,5,185,45,99,68,60,57,14,0,348,5,3,0,3,0,0,0,9,294,550,472,425,420,124,26,2300
105011094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,20,28,46,63,27,10,198,19,22,22,18,19,12,3,105,4,4,0,0,5,0,0,15,156,285,258,296,321,139,33,1488
