POW_SA2_CODE_2021,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
215011394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,10,29,38,85,99,56,30,342,46,35,25,25,70,21,0,226,11,0,5,4,4,4,7,27,294,445,388,477,662,214,75,2556
215021395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,39,65,86,69,43,6,316,35,30,20,18,29,5,0,131,12,3,5,3,3,0,4,26,276,386,427,487,385,136,17,2129
215021396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,33,43,38,13,3,146,21,16,9,15,20,10,0,76,3,0,0,0,8,0,0,17,126,214,235,288,257,84,14,1218
215021398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,41,54,75,49,16,253,15,22,20,20,33,17,0,127,4,10,5,4,0,4,0,29,200,428,389,451,455,189,40,2155
215021399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,30,36,55,22,0,178,22,26,15,20,23,7,0,110,0,0,5,3,5,3,0,12,183,334,314,324,321,92,4,1565
215021469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,4,3,3,0,0,29,6,11,4,3,3,0,0,35,45,204,263,251,182,52,3,1000,216,283,185,162,163,43,11,1059,20,21,19,26,15,5,8,114,1880,2866,2491,2639,2134,540,56,12598
215021470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,14,0,5,0,0,5,0,0,10,8,51,71,85,70,43,4,344,162,105,69,64,58,13,0,465,8,8,5,14,4,4,0,44,923,892,772,778,683,158,24,4231
215031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,23,37,35,96,111,69,27,394,41,36,19,39,40,19,4,186,6,0,7,4,0,3,4,36,313,386,375,555,630,274,57,2593
215031401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,20,28,51,88,90,85,22,383,16,17,20,18,32,15,0,118,5,8,0,0,4,10,4,22,236,293,360,476,501,235,64,2167
215031402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,21,28,31,10,7,116,30,39,29,28,28,21,0,183,4,5,0,6,0,0,0,24,220,277,320,344,407,127,18,1711
215031403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,9,16,32,24,22,19,3,118,10,16,21,11,18,8,0,81,5,4,6,0,3,0,0,24,149,336,328,233,234,100,11,1392
215031404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,3,0,0,0,19,6,6,3,3,0,0,0,20,19,69,109,103,82,39,4,428,139,131,85,83,96,25,4,561,7,6,7,13,11,4,6,50,1051,1440,1240,1172,1210,299,32,6447
215031405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,9,4,5,0,0,3,0,0,9,6,18,55,76,77,62,30,323,14,20,11,17,19,10,6,98,3,5,6,6,3,4,5,32,221,511,450,403,456,194,59,2286
216011406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,3,0,0,0,21,14,3,3,3,0,0,0,21,24,80,121,143,122,55,13,561,255,175,153,156,176,58,4,988,13,10,12,8,13,3,13,79,1438,1652,1609,1905,1726,427,56,8813
216011407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,59,80,98,116,83,35,490,85,70,62,63,59,21,5,369,9,8,9,8,3,7,3,46,569,695,688,855,801,299,66,3967
216011408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,68,82,60,18,287,18,10,4,10,13,8,0,60,4,0,0,0,3,6,0,9,112,120,159,194,222,117,39,967
216011409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,9,19,28,42,27,21,10,151,33,19,20,25,34,11,0,144,0,0,0,4,3,3,0,12,178,207,206,290,300,102,16,1305
216011410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,15,23,58,75,50,20,252,17,17,19,27,35,15,0,129,0,0,0,4,0,0,7,13,145,209,225,289,348,145,38,1392
216021411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,41,37,33,28,5,169,62,51,60,51,77,28,3,330,4,5,9,5,9,5,0,30,508,666,695,738,649,210,30,3490
216021412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,21,43,61,47,18,208,5,4,5,9,9,0,0,29,0,3,0,0,0,0,0,7,57,96,102,151,163,82,26,677
216021413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,19,48,93,144,198,98,39,654,84,51,39,48,62,33,0,326,15,8,5,12,10,4,4,59,573,822,790,884,920,334,67,4388
216021414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,5,20,34,51,54,20,10,184,80,73,47,63,68,15,0,346,5,4,4,0,4,0,0,22,505,530,496,607,535,151,28,2847
216031415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,4,6,10,26,31,18,20,0,109,48,35,28,28,35,16,0,188,0,0,0,9,0,4,0,17,331,315,336,363,311,119,14,1785
216031416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,8,3,0,0,0,35,10,18,8,3,0,0,0,39,57,245,320,320,213,96,7,1254,260,338,238,217,263,91,8,1415,12,26,17,12,16,12,8,105,1921,3287,2955,3140,2718,744,60,14831
216031418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,35,64,58,64,37,270,8,13,9,9,19,10,4,73,3,0,0,0,3,4,0,11,117,247,272,301,318,128,54,1428
216031419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,22,79,160,207,167,99,24,755,54,70,53,64,74,19,3,342,0,7,5,10,17,0,0,39,409,764,801,953,808,279,65,4079
216031593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,18,34,55,44,45,22,0,221,78,28,24,28,26,11,6,192,0,9,0,0,3,0,0,12,386,370,345,326,299,88,17,1830
216031594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,5,0,0,0,24,8,8,0,5,0,0,0,29,22,82,110,110,95,36,9,462,245,140,135,98,124,30,3,776,12,3,11,11,4,5,4,54,1419,1579,1360,1345,1129,303,39,7172
217011420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,6,16,56,78,119,157,136,56,620,29,35,21,42,48,21,8,203,8,3,3,8,7,8,7,35,291,405,438,567,654,334,122,2815
217011421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,3,0,0,11,7,0,0,5,3,0,0,16,16,46,92,105,107,36,5,405,115,125,80,72,95,40,0,528,4,3,3,0,10,3,10,40,805,1018,952,1102,1058,333,39,5315
217011422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,4,3,0,0,0,0,0,11,13,36,66,66,78,35,3,284,141,116,106,140,148,32,3,689,11,5,5,8,8,10,6,44,772,892,997,1229,1136,303,38,5369
217011423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,56,102,148,202,189,38,751,32,20,18,19,44,18,4,154,4,3,3,8,6,3,6,29,243,313,388,458,558,351,89,2406
217031471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,16,22,14,13,119,26,39,21,22,33,14,0,162,3,6,0,0,4,3,0,17,209,281,288,340,337,107,33,1598
217031472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,9,3,0,0,0,35,5,14,9,3,0,0,0,37,16,74,118,103,86,40,14,454,193,188,122,134,144,60,0,838,3,6,7,9,11,9,0,49,1238,1619,1404,1488,1288,376,41,7453
217031473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,10,44,78,92,91,84,33,431,35,18,14,7,12,3,4,91,0,0,6,0,6,0,5,17,178,243,274,295,290,196,72,1549
217031474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,65,72,125,95,27,433,37,35,29,28,41,19,5,187,5,3,0,3,5,8,3,32,297,350,412,443,514,243,50,2313
217031475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,69,103,146,155,101,41,630,63,46,49,54,61,35,9,313,19,9,3,4,4,6,0,50,446,561,569,742,737,292,76,3425
217031476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,36,75,69,60,13,287,39,31,29,33,47,17,4,197,0,0,0,3,6,3,3,19,149,245,242,328,355,150,31,1504
217041477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,5,0,0,3,23,62,90,133,164,117,54,653,40,20,19,19,21,20,0,140,4,0,3,5,6,4,8,32,289,405,359,467,514,247,95,2372
217041478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,4,0,0,0,0,0,7,17,46,91,140,152,122,36,599,66,62,56,58,67,28,6,341,4,0,4,4,3,8,0,27,407,546,596,739,706,320,68,3381
217041479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,5,12,78,104,130,109,52,12,504,143,131,91,91,94,32,0,591,8,8,3,10,0,4,0,33,888,945,967,993,817,228,23,4866
217041480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,7,6,6,0,0,40,10,12,7,6,6,0,0,44,38,191,281,316,230,77,21,1160,320,321,315,216,254,79,5,1501,16,7,13,11,13,5,8,71,2098,2816,2628,2856,2428,595,70,13485
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,13,11,0,0,34,0,0,0,0,0,0,0,4,7,27,42,68,50,12,0,194
299999499,89,96,40,31,19,12,0,293,7,3,3,0,0,0,0,13,38,117,108,59,44,20,5,393,130,219,154,87,65,33,5,695,1544,4983,5564,4132,2538,1186,411,20367,2474,3035,3139,3295,3355,1457,278,17033,139,159,150,170,110,76,63,867,18954,32300,28956,27033,21711,7223,1298,137478
301011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,7,11,63,104,92,76,44,0,387,88,68,42,52,49,17,0,312,0,0,0,0,0,0,0,6,452,495,492,507,460,148,13,2567
301011002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,21,42,75,130,108,48,16,438,69,36,34,43,33,20,3,235,0,0,6,0,0,0,0,5,399,338,435,492,373,152,32,2222
301011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,5,0,0,0,0,0,5,10,44,101,119,98,54,14,441,91,61,34,49,40,6,3,290,0,0,7,5,6,0,0,13,465,415,478,522,423,140,26,2469
301011004,4,0,0,0,0,0,0,5,9,5,0,3,0,0,0,12,19,7,3,0,3,0,0,35,24,17,3,4,3,0,0,48,29,118,211,208,154,67,8,804,510,239,161,150,192,58,9,1318,4,10,3,9,7,3,0,34,2523,2316,2188,2132,1697,488,39,11392
301011005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,25,17,24,8,0,85,8,0,4,11,10,0,0,34,0,0,0,0,0,0,0,0,58,77,119,105,83,25,0,472
301011006,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,9,4,3,5,0,0,0,0,16,13,31,98,137,112,33,13,439,93,40,36,34,42,20,0,262,0,0,0,0,0,0,0,3,380,318,425,457,364,102,16,2067
301021007,3,0,0,0,0,0,0,7,5,0,0,0,3,0,0,4,11,9,0,3,9,0,0,30,19,12,0,9,6,0,0,47,27,107,174,227,209,91,11,852,317,256,229,204,265,59,4,1334,6,10,0,13,12,4,3,55,1603,1797,1971,2308,1866,477,51,10078
301021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,18,18,53,78,71,41,3,275,106,32,21,21,21,10,0,202,0,0,0,0,0,0,0,3,421,278,315,378,293,93,11,1798
301021009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,7,27,76,133,171,149,40,12,600,76,38,43,34,45,12,0,257,0,9,0,4,3,0,0,15,479,562,611,596,515,126,18,2908
301021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,3,19,46,78,114,75,26,7,371,64,37,36,31,21,5,0,190,4,0,0,3,3,0,0,11,356,473,512,551,347,72,15,2319
301021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,5,27,82,139,171,122,49,10,600,46,39,37,37,43,18,0,217,0,0,0,3,5,0,0,12,333,481,560,649,480,145,23,2665
301021013,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,16,6,4,0,0,0,0,0,12,9,10,8,5,0,0,0,28,16,61,104,99,115,51,14,451,344,101,93,87,91,20,6,734,0,3,0,3,3,0,0,19,1415,714,703,794,682,171,27,4511
301021550,0,0,0,0,0,0,0,3,5,3,4,0,0,0,0,16,0,0,0,0,0,0,0,3,9,3,6,3,0,0,0,23,4,8,21,28,29,12,11,102,25,17,22,24,24,7,0,118,0,0,0,0,0,0,0,10,114,111,150,181,169,64,12,806
301021551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,7,0,8,0,0,18,4,0,5,4,8,0,0,19,4,10,33,58,93,41,16,246,22,3,14,29,29,11,5,105,0,0,0,5,0,0,4,12,98,95,133,238,310,104,26,1005
301031014,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,18,12,7,0,0,0,3,0,21,14,65,109,115,67,22,0,383,58,93,128,159,141,29,0,613,5,6,9,0,10,0,0,27,754,1437,1713,1934,1328,225,10,7398
301031015,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,9,42,93,132,78,30,4,381,136,34,28,44,39,16,0,292,0,0,0,0,3,0,4,14,434,317,379,484,327,108,12,2056
301031016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,4,0,0,0,0,3,18,46,108,130,81,31,10,411,100,67,52,29,37,7,0,296,0,0,0,0,0,0,0,5,426,443,473,500,328,90,15,2273
301031017,9,5,4,4,0,0,0,19,0,0,0,0,0,0,0,0,8,15,3,5,0,0,0,43,18,21,10,9,0,4,0,64,69,400,617,585,260,49,0,1989,146,212,164,150,110,38,0,814,4,10,5,8,7,6,5,44,1618,3377,3634,3201,1982,393,18,14225
301031018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,3,0,0,20,5,7,4,0,3,0,0,21,14,72,117,111,68,15,3,397,116,70,58,46,51,15,7,368,0,0,3,0,0,4,0,10,639,866,934,935,584,115,19,4090
301031019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,7,7,3,5,0,0,0,0,8,30,61,150,144,78,23,7,491,97,23,32,25,27,11,0,215,0,0,0,0,0,0,0,0,506,515,572,551,321,83,14,2567
301031020,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,5,5,3,4,0,0,13,3,7,5,3,4,0,0,21,20,70,157,190,109,55,5,617,175,72,86,75,63,19,5,484,0,0,4,0,6,4,3,12,810,738,871,955,658,211,25,4270
301031021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,3,0,3,0,0,19,6,11,3,0,3,0,0,21,14,80,145,160,105,27,4,534,218,120,117,82,98,33,0,665,9,11,5,7,7,0,0,32,1302,1602,1664,1528,1187,259,24,7569
302011022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,54,47,45,38,16,0,207,50,33,44,28,29,15,6,202,0,3,0,0,0,0,0,7,213,294,300,315,253,72,9,1454
302011023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,17,33,94,108,82,33,8,380,16,11,10,9,11,4,0,66,0,0,0,0,0,0,0,3,94,133,186,219,157,69,9,861
302011024,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,7,0,0,0,0,10,15,73,170,164,97,29,7,560,93,59,54,36,37,14,5,295,0,0,3,0,3,0,0,9,355,405,543,493,349,108,17,2267
302011025,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,18,7,3,0,0,0,0,0,21,14,61,85,77,45,23,3,316,174,51,41,36,27,16,0,344,0,0,0,0,0,0,0,3,614,434,425,373,241,77,12,2173
302011026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,3,3,0,0,0,0,0,5,8,21,61,81,60,37,9,280,76,47,34,40,41,16,0,253,0,0,0,0,0,0,0,3,376,320,350,441,324,94,9,1922
302021027,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,8,5,0,0,0,0,23,13,10,5,5,0,0,0,33,19,82,128,120,95,42,19,502,316,132,93,73,76,17,3,713,3,7,0,0,0,0,0,12,1275,984,910,842,660,196,37,4907
302021028,19,6,3,0,0,0,0,27,10,5,0,0,0,0,0,12,24,30,4,6,5,0,0,71,46,35,13,7,5,0,0,108,77,342,454,433,281,40,6,1644,974,662,512,413,390,101,5,3066,4,18,8,4,8,4,0,53,3389,3912,3243,3113,2201,458,34,16353
302021029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,9,21,54,40,29,8,7,181,23,15,21,14,7,7,0,96,0,0,0,0,0,0,0,4,117,176,184,188,152,44,15,875
302021030,3,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,10,5,0,0,0,0,23,7,15,8,0,0,0,3,32,6,96,157,130,81,17,0,485,63,94,99,81,68,22,7,434,3,3,4,7,6,0,0,21,753,1496,1518,1604,1126,215,30,6735
302021031,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,13,3,9,5,0,0,0,0,18,27,123,185,202,112,36,7,690,164,87,79,56,38,16,0,442,4,5,0,5,3,0,0,23,835,1003,963,911,572,151,13,4441
302021032,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,0,5,3,0,0,15,5,6,0,4,3,0,0,21,18,99,149,123,79,22,0,490,248,100,98,74,62,21,3,607,4,0,4,0,0,0,0,9,998,1071,1047,968,672,140,21,4917
302021033,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,6,4,0,0,0,0,0,0,11,0,24,59,43,34,8,0,163,49,31,29,12,18,3,0,140,0,0,0,0,0,0,0,0,167,239,213,181,127,38,6,971
302021034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,10,9,44,122,115,68,24,3,390,50,35,28,20,29,8,0,171,0,0,0,0,0,0,0,0,241,303,352,343,242,58,6,1542
302031035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,4,0,5,0,0,0,13,19,48,62,68,43,23,3,270,69,46,38,60,41,18,0,268,0,0,8,0,0,0,0,10,332,320,369,416,292,91,11,1829
302031036,8,9,6,0,4,0,0,27,0,0,6,0,0,0,0,3,13,28,19,12,10,0,0,78,23,43,27,17,14,0,0,110,45,396,675,670,329,29,3,2147,389,643,686,788,537,87,13,3138,13,20,20,7,4,8,3,70,2094,4687,5322,5208,3290,537,50,21187
302031037,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,10,12,9,0,3,0,0,30,13,18,11,4,8,0,0,43,53,268,463,372,225,47,8,1437,184,199,196,169,165,55,3,973,4,14,14,6,9,0,0,49,1369,2956,3205,2952,2124,434,43,13081
302031038,0,8,7,3,0,0,0,15,4,0,0,0,0,0,0,3,11,11,17,6,5,0,0,50,20,21,25,3,5,0,0,73,40,188,394,368,194,52,4,1240,204,166,146,138,159,75,7,899,10,5,10,8,11,7,0,54,1486,2413,2681,2602,1894,442,31,11554
302031039,4,9,3,3,4,0,0,17,0,0,0,0,0,0,0,0,12,16,4,4,0,0,0,40,15,22,5,6,6,0,0,62,48,186,331,287,188,54,5,1102,126,146,105,108,96,24,8,604,3,4,9,7,5,0,5,37,1018,1912,2124,1973,1385,299,28,8751
302031040,16,3,3,6,0,0,0,18,0,0,0,0,0,0,0,0,4,8,6,3,0,0,0,30,18,10,14,4,4,0,0,51,32,139,164,191,94,39,0,660,295,136,89,100,46,32,4,698,4,4,0,0,4,0,0,13,1111,1221,976,939,630,192,17,5084
302041041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,4,0,0,0,0,0,9,16,66,138,113,100,35,11,475,113,65,51,36,50,18,0,323,0,4,3,3,0,0,0,12,461,449,538,479,409,108,17,2466
302041042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,5,0,0,0,0,4,7,34,79,109,53,17,4,304,37,36,54,52,55,18,0,246,0,0,4,0,0,0,0,13,177,307,391,463,328,77,7,1760
302041043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,5,4,0,0,0,0,0,6,5,23,30,52,31,4,0,143,50,20,19,17,19,10,0,125,0,0,0,0,0,0,0,3,222,188,219,237,164,38,3,1069
302041044,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,20,11,11,0,0,0,0,0,27,21,36,69,110,83,29,3,344,151,56,51,61,43,14,5,376,0,0,0,0,3,0,0,4,657,566,595,678,519,119,18,3151
302041045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,0,0,0,19,7,9,4,0,0,0,0,20,3,39,63,56,43,15,7,221,92,64,46,37,36,10,0,279,0,7,5,4,0,0,0,22,355,473,433,356,273,84,10,1988
302041046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,10,0,10,0,3,0,0,0,10,8,31,62,47,39,13,3,198,58,67,50,69,46,12,5,294,5,0,0,0,0,0,0,7,309,553,553,544,387,86,13,2446
303011047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,8,0,6,3,0,0,0,0,8,29,51,129,169,89,25,7,492,112,50,51,34,19,10,0,276,3,3,0,0,0,0,0,10,547,480,440,485,292,89,7,2345
303011048,7,0,4,0,0,0,0,13,3,0,0,0,0,0,0,3,0,6,3,0,0,0,0,16,13,6,4,3,0,0,0,29,66,237,359,318,155,23,3,1150,283,118,106,85,77,25,0,697,5,5,4,4,5,0,6,20,1188,1202,1176,1126,695,145,8,5544
303011049,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,10,10,60,112,76,58,31,7,346,94,56,54,49,49,23,8,334,0,0,3,0,0,0,0,14,412,498,533,537,420,152,15,2575
303011050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,3,0,0,0,0,0,10,8,32,46,48,48,21,3,209,48,24,22,24,21,5,3,138,0,0,0,0,0,0,0,0,176,219,227,194,191,64,7,1091
303011051,3,3,0,0,0,0,0,8,5,0,0,0,0,0,0,6,16,8,4,0,5,0,0,34,19,14,9,0,5,0,0,43,32,83,165,189,164,56,10,690,623,180,106,70,76,35,6,1101,6,9,3,0,5,3,0,25,1977,1065,814,731,610,207,23,5431
