POW_SA2_CODE_2021,SEO_Tot_Bf_91,SEO_Tot_91_95,SEO_Tot_96_00,SEO_Tot_01_05,SEO_Tot_06_10,SEO_Tot_11_15,SEO_Tot_16_20,SEO_Tot_2021,SEO_Tot_NS,SEO_Tot_Tot,UOLSEWVW_AGFF_Bf_91,UOLSEWVW_AGFF_91_95,UOLSEWVW_AGFF_96_00,UOLSEWVW_AGFF_01_05,UOLSEWVW_AGFF_06_10,UOLSEWVW_AGFF_11_15,UOLSEWVW_AGFF_16_20,UOLSEWVW_AGFF_2021,UOLSEWVW_AGFF_NS,UOLSEWVW_AGFF_Tot,UOLSEWVW_Min_Bf_91,UOLSEWVW_Min_91_95,UOLSEWVW_Min_96_00,UOLSEWVW_Min_01_05,UOLSEWVW_Min_06_10,UOLSEWVW_Min_11_15,UOLSEWVW_Min_16_20,UOLSEWVW_Min_2021,UOLSEWVW_Min_NS,UOLSEWVW_Min_Tot,UOLSEWVW_Mnf_Bf_91,UOLSEWVW_Mnf_91_95,UOLSEWVW_Mnf_96_00,UOLSEWVW_Mnf_01_05,UOLSEWVW_Mnf_06_10,UOLSEWVW_Mnf_11_15,UOLSEWVW_Mnf_16_20,UOLSEWVW_Mnf_2021,UOLSEWVW_Mnf_NS,UOLSEWVW_Mnf_Tot,UOLSEWVW_EGWWS_Bf_91,UOLSEWVW_EGWWS_91_95,UOLSEWVW_EGWWS_96_00,UOLSEWVW_EGWWS_01_05,UOLSEWVW_EGWWS_06_10,UOLSEWVW_EGWWS_11_15,UOLSEWVW_EGWWS_16_20,UOLSEWVW_EGWWS_2021,UOLSEWVW_EGWWS_NS,UOLSEWVW_EGWWS_Tot,UOLSEWVW_Const_Bf_91,UOLSEWVW_Const_91_95,UOLSEWVW_Const_96_00,UOLSEWVW_Const_01_05,UOLSEWVW_Const_06_10,UOLSEWVW_Const_11_15,UOLSEWVW_Const_16_20,UOLSEWVW_Const_2021,UOLSEWVW_Const_NS,UOLSEWVW_Const_Tot,UOLSEWVW_WST_Bf_91,UOLSEWVW_WST_91_95,UOLSEWVW_WST_96_00,UOLSEWVW_WST_01_05,UOLSEWVW_WST_06_10,UOLSEWVW_WST_11_15,UOLSEWVW_WST_16_20,UOLSEWVW_WST_2021,UOLSEWVW_WST_NS,UOLSEWVW_WST_Tot,UOLSEWVW_RetT_Bf_91,UOLSEWVW_RetT_91_95,UOLSEWVW_RetT_96_00,UOLSEWVW_RetT_01_05,UOLSEWVW_RetT_06_10,UOLSEWVW_RetT_11_15,UOLSEWVW_RetT_16_20,UOLSEWVW_RetT_2021,UOLSEWVW_RetT_NS,UOLSEWVW_RetT_Tot,UOLSEWVW_AcFd_Bf_91,UOLSEWVW_AcFd_91_95,UOLSEWVW_AcFd_96_00,UOLSEWVW_AcFd_01_05,UOLSEWVW_AcFd_06_10,UOLSEWVW_AcFd_11_15,UOLSEWVW_AcFd_16_20,UOLSEWVW_AcFd_2021,UOLSEWVW_AcFd_NS,UOLSEWVW_AcFd_Tot,UOLSEWVW_TPW_Bf_91,UOLSEWVW_TPW_91_95,UOLSEWVW_TPW_96_00,UOLSEWVW_TPW_01_05,UOLSEWVW_TPW_06_10,UOLSEWVW_TPW_11_15,UOLSEWVW_TPW_16_20,UOLSEWVW_TPW_2021,UOLSEWVW_TPW_NS,UOLSEWVW_TPW_Tot,UOLSEWVW_IMT_Bf_91,UOLSEWVW_IMT_91_95,UOLSEWVW_IMT_96_00,UOLSEWVW_IMT_01_05,UOLSEWVW_IMT_06_10,UOLSEWVW_IMT_11_15,UOLSEWVW_IMT_16_20,UOLSEWVW_IMT_2021,UOLSEWVW_IMT_NS,UOLSEWVW_IMT_Tot,UOLSEWVW_FinIns_Bf_91,UOLSEWVW_FinIns_91_95,UOLSEWVW_FinIns_96_00,UOLSEWVW_FinIns_01_05,UOLSEWVW_FinIns_06_10,UOLSEWVW_FinIns_11_15,UOLSEWVW_FinIns_16_20,UOLSEWVW_FinIns_2021,UOLSEWVW_FinIns_NS,UOLSEWVW_FinIns_Tot,UOLSEWVW_RHRE_Bf_91,UOLSEWVW_RHRE_91_95,UOLSEWVW_RHRE_96_00,UOLSEWVW_RHRE_01_05,UOLSEWVW_RHRE_06_10,UOLSEWVW_RHRE_11_15,UOLSEWVW_RHRE_16_20,UOLSEWVW_RHRE_2021,UOLSEWVW_RHRE_NS,UOLSEWVW_RHRE_Tot,UOLSEWVW_ProSTS_Bf_91,UOLSEWVW_ProSTS_91_95,UOLSEWVW_ProSTS_96_00,UOLSEWVW_ProSTS_01_05,UOLSEWVW_ProSTS_06_10,UOLSEWVW_ProSTS_11_15,UOLSEWVW_ProSTS_16_20,UOLSEWVW_ProSTS_2021,UOLSEWVW_ProSTS_NS,UOLSEWVW_ProSTS_Tot,UOLSEWVW_AdSup_Bf_91,UOLSEWVW_AdSup_91_95,UOLSEWVW_AdSup_96_00,UOLSEWVW_AdSup_01_05,UOLSEWVW_AdSup_06_10,UOLSEWVW_AdSup_11_15,UOLSEWVW_AdSup_16_20,UOLSEWVW_AdSup_2021,UOLSEWVW_AdSup_NS,UOLSEWVW_AdSup_Tot,UOLSEWVW_PubAS_Bf_91,UOLSEWVW_PubAS_91_95,UOLSEWVW_PubAS_96_00,UOLSEWVW_PubAS_01_05,UOLSEWVW_PubAS_06_10,UOLSEWVW_PubAS_11_15,UOLSEWVW_PubAS_16_20,UOLSEWVW_PubAS_2021,UOLSEWVW_PubAS_NS,UOLSEWVW_PubAS_Tot,UOLSEWVW_EdTrn_Bf_91,UOLSEWVW_EdTrn_91_95,UOLSEWVW_EdTrn_96_00,UOLSEWVW_EdTrn_01_05,UOLSEWVW_EdTrn_06_10,UOLSEWVW_EdTrn_11_15,UOLSEWVW_EdTrn_16_20,UOLSEWVW_EdTrn_2021,UOLSEWVW_EdTrn_NS,UOLSEWVW_EdTrn_Tot,UOLSEWVW_HC_SA_Bf_91,UOLSEWVW_HC_SA_91_95,UOLSEWVW_HC_SA_96_00,UOLSEWVW_HC_SA_01_05,UOLSEWVW_HC_SA_06_10,UOLSEWVW_HC_SA_11_15,UOLSEWVW_HC_SA_16_20,UOLSEWVW_HC_SA_2021,UOLSEWVW_HC_SA_NS,UOLSEWVW_HC_SA_Tot,UOLSEWVW_ArtsR_Bf_91,UOLSEWVW_ArtsR_91_95,UOLSEWVW_ArtsR_96_00,UOLSEWVW_ArtsR_01_05,UOLSEWVW_ArtsR_06_10,UOLSEWVW_ArtsR_11_15,UOLSEWVW_ArtsR_16_20,UOLSEWVW_ArtsR_2021,UOLSEWVW_ArtsR_NS,UOLSEWVW_ArtsR_Tot,UOLSEWVW_OthSvs_Bf_91,UOLSEWVW_OthSvs_91_95,UOLSEWVW_OthSvs_96_00,UOLSEWVW_OthSvs_01_05,UOLSEWVW_OthSvs_06_10,UOLSEWVW_OthSvs_11_15,UOLSEWVW_OthSvs_16_20,UOLSEWVW_OthSvs_2021,UOLSEWVW_OthSvs_NS,UOLSEWVW_OthSvs_Tot
309011229,153,37,61,53,90,80,73,0,3,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,15,4,0,0,0,0,0,0,0,0,8,3,0,0,0,4,0,16,0,0,33,8,3,5,4,16,15,38,0,5,87,0,0,0,0,0,0,5,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,0,0,4,4,5,0,0,11,0,3,0,3,0,0,0,0,0,6,0,0,3,0,4,6,11,0,0,27,0,0,0,4,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,6,4,0,0,0,7,12,6,0,0,29,10,3,0,3,8,8,8,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,4,10,0,0,22
309021230,174,26,61,59,89,76,64,5,17,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,5,0,0,24,0,0,0,0,0,3,0,0,0,0,4,0,3,4,9,4,3,0,0,24,9,4,7,16,31,31,91,0,0,186,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,3,0,0,0,11,3,0,4,0,5,6,12,0,0,29,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,3,9,7,20,25,22,0,0,106,0,0,0,0,0,0,3,0,0,9,0,0,0,0,5,0,5,0,0,16
309021231,422,75,115,160,194,149,88,7,22,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,25,0,0,32,0,0,0,0,0,0,0,0,0,0,3,4,10,5,11,5,7,0,0,48,0,3,11,6,11,13,33,0,0,90,7,5,0,3,7,18,5,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,6,0,0,20,4,0,0,0,3,8,3,0,0,23,0,0,9,0,12,3,9,0,0,32,3,0,0,4,5,0,0,0,0,12,7,0,3,8,8,18,9,0,0,50,24,3,12,29,50,41,39,4,4,212,3,0,0,0,0,0,0,0,0,8,0,0,0,0,3,5,0,0,0,8
309021232,227,41,71,88,93,71,35,3,14,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,13,9,6,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,12,6,0,0,0,5,4,3,0,0,17,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,5,3,0,0,11,0,0,0,0,5,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,5,0,0,16,4,0,0,0,11,15,13,0,0,52,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6
309021233,157,22,37,67,87,43,43,3,14,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,10,0,0,28,5,4,4,0,7,11,7,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,9,3,0,0,4,4,0,0,0,0,11,0,0,0,0,5,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,15,8,0,0,3,6,18,0,0,0,42,5,0,0,0,0,0,0,0,0,5,3,0,0,0,3,3,3,0,0,14
309021234,212,48,66,69,100,85,65,4,21,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,0,0,37,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,9,8,0,0,25,0,0,7,9,16,25,56,0,0,122,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,9,0,0,33,0,4,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,16,6,0,4,14,8,6,7,0,0,50,0,0,0,0,0,0,4,0,0,9,0,0,0,0,10,0,6,0,0,15
309031235,467,81,171,215,303,177,112,7,29,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,4,3,12,11,29,0,0,79,0,0,0,0,0,0,0,0,0,4,3,0,0,10,12,14,18,0,0,57,0,0,0,0,0,6,3,0,0,12,10,0,3,4,6,14,18,0,0,54,5,0,4,9,3,10,3,0,0,32,3,0,3,4,12,18,31,0,0,78,0,0,0,0,0,0,4,0,0,9,0,0,4,4,0,0,3,0,0,11,0,0,0,3,0,5,4,0,0,9,3,4,0,0,12,13,13,0,0,48,4,0,0,0,4,0,0,0,0,10,3,0,0,0,0,4,0,0,0,15,4,3,0,6,6,4,5,0,0,38,7,3,21,17,31,20,23,0,0,125,0,0,0,0,0,5,4,0,0,3,4,0,0,4,13,3,11,0,0,42
309031236,235,56,87,130,190,124,77,6,19,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,9,4,0,0,24,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,4,13,0,0,25,0,0,0,3,0,5,0,0,0,10,13,6,10,21,28,19,48,0,0,152,0,4,7,3,14,34,42,0,0,112,6,0,0,3,4,0,6,0,0,17,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,10,0,0,0,16,7,0,0,3,5,11,8,0,0,32,9,0,6,6,13,17,19,0,0,74,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,7,8,0,10,7,25,32,28,0,0,115,0,0,0,6,0,0,0,0,0,4,0,0,4,3,4,7,13,0,0,25
309031237,118,23,50,45,88,54,24,0,5,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,4,0,0,21,0,0,0,0,0,0,0,0,0,6,4,0,0,3,5,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,4,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,3,3,4,0,0,13,6,0,4,5,24,11,20,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
309031238,221,39,73,83,106,93,60,0,22,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,5,8,0,0,4,7,6,0,0,25,0,0,0,0,0,0,0,0,0,8,7,3,6,7,17,17,13,0,0,56,12,4,12,13,24,29,30,0,0,123,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0,0,8,3,0,0,0,9,0,3,0,0,13,0,0,0,0,8,5,4,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,13,22,10,12,17,61,39,50,0,5,214,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,9,5,0,0,18
309031239,156,28,44,56,59,57,33,6,7,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,9,0,0,14,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,3,0,0,10,3,0,0,3,8,14,15,0,0,37,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,3,6,0,0,0,13,3,0,0,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,7
309031240,198,40,68,87,114,69,40,4,15,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,4,11,4,14,11,0,0,44,6,0,0,3,17,11,18,0,0,49,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,5,6,3,0,0,6,3,0,0,18,3,0,0,4,0,3,3,0,0,9,7,0,0,0,0,3,6,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,15,9,3,4,3,25,13,24,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11
309041241,101,15,16,28,22,16,7,0,0,214,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309041242,366,49,93,97,117,76,63,3,21,883,0,4,0,3,8,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,7,0,0,0,21,0,0,0,0,0,0,0,0,0,4,7,0,0,6,4,4,0,0,0,19,3,3,4,4,17,20,26,0,0,79,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,3,5,6,0,0,0,0,0,0,17,4,0,4,0,4,6,0,0,0,16,3,0,0,7,9,9,0,0,0,24,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,8
309051243,146,22,35,41,53,31,23,0,4,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,8,5,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,5,3,0,3,6,8,7,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
309051244,315,57,126,129,159,96,54,0,13,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,3,3,3,6,6,0,0,26,0,0,0,0,0,3,0,0,0,7,0,0,3,0,12,6,6,0,0,23,7,0,3,4,10,5,11,0,0,41,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,6,0,5,5,0,0,0,0,0,15,0,3,5,5,7,3,4,0,0,23,0,0,0,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,4,7,0,6,8,15,3,9,0,0,55,18,4,9,10,18,24,40,0,0,117,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,5,9,0,0,24
309051245,98,25,42,53,68,40,43,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,7,0,0,0,3,0,0,4,0,0,11,0,0,0,4,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,0,0,8,7,5,9,0,0,49,3,0,3,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10
309061246,345,49,129,134,177,122,80,0,14,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,6,4,8,12,0,0,48,0,0,0,0,0,0,0,0,0,4,8,0,0,3,7,6,3,0,0,31,0,0,0,4,3,10,10,0,0,24,4,0,8,5,10,8,10,0,0,45,14,3,8,6,21,12,26,0,0,90,0,0,0,0,0,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,5,4,3,0,0,16,5,0,8,6,13,5,9,0,0,41,0,0,0,0,0,4,14,0,0,22,0,0,3,0,5,0,5,0,0,15,5,0,9,10,10,4,4,0,0,51,11,3,0,19,14,10,12,0,0,61,0,0,0,4,5,4,6,0,0,21,0,0,0,0,3,4,5,0,0,12
309061247,74,20,28,35,51,31,8,4,4,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,6,0,0,18,7,0,0,9,4,3,20,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
309061248,674,104,230,254,372,211,137,10,40,2034,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,10,0,7,0,21,31,26,0,0,92,0,0,0,0,0,3,0,0,0,7,10,4,4,7,9,8,21,0,0,65,4,0,3,0,7,5,4,0,0,24,9,0,9,9,19,15,29,0,0,88,3,0,16,12,17,19,16,0,0,81,8,0,0,3,11,7,20,0,0,53,6,0,0,0,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,5,0,4,9,7,0,0,28,10,3,7,5,21,17,16,0,0,86,3,0,0,8,14,11,14,0,0,52,12,13,21,12,38,15,10,0,0,132,8,0,3,8,0,8,7,0,0,43,21,9,19,27,32,22,21,0,0,147,3,0,0,0,0,0,5,0,0,10,4,0,0,4,18,8,14,0,0,59
309061249,164,26,59,100,143,81,48,3,8,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,7,6,0,0,38,0,0,0,0,4,0,0,0,0,4,6,0,5,4,13,9,0,0,0,36,0,0,0,4,4,12,13,0,0,35,6,0,0,3,3,3,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,16,3,4,0,0,5,6,4,0,0,27,4,0,0,0,3,0,5,0,0,21,0,0,0,0,0,0,0,0,0,6,5,0,8,8,3,3,3,0,0,27,3,3,8,11,15,13,10,0,0,54,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,9
309061250,123,29,37,44,61,23,6,0,6,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,14,0,0,0,0,8,0,7,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,6,0,5,5,0,0,0,10,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,13,16,17,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
309071251,399,78,178,244,420,283,156,9,17,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20,38,0,0,88,0,0,0,0,0,0,0,0,0,0,6,4,5,0,8,12,15,0,0,51,5,0,0,0,4,0,0,0,0,13,9,0,0,0,22,9,18,0,0,56,4,0,4,8,18,29,60,0,0,128,0,0,0,0,3,11,9,0,0,33,0,0,0,4,0,0,4,0,0,8,0,0,0,0,4,0,0,0,0,5,0,0,0,9,12,7,5,0,0,29,0,0,5,3,13,15,12,0,0,44,3,0,5,3,9,3,15,0,0,38,3,0,0,0,6,5,0,0,0,11,3,3,0,8,14,3,9,0,0,42,4,6,0,18,32,25,27,0,0,121,0,3,6,7,10,0,0,0,0,29,0,0,3,3,6,10,18,0,0,38
309071252,443,84,221,278,435,294,135,7,31,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,8,13,11,0,0,50,0,0,0,0,0,0,0,0,0,0,16,5,8,9,19,15,15,0,0,85,7,0,0,10,3,0,0,0,0,21,13,10,3,19,23,26,32,0,0,128,8,8,3,9,17,30,39,0,0,116,4,6,0,0,5,9,11,0,0,32,4,0,4,0,7,0,5,0,0,10,4,4,3,7,7,7,3,0,0,20,3,0,4,4,4,0,0,0,0,29,7,5,5,7,21,13,16,0,4,81,5,0,0,0,3,8,3,0,0,37,0,3,0,5,4,0,0,0,0,11,0,6,0,5,6,9,3,0,0,25,9,6,11,24,44,36,24,0,0,158,0,0,0,0,0,3,5,0,0,10,6,3,3,7,5,19,14,0,0,54
309071253,335,53,105,150,194,137,124,3,25,1122,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,10,4,8,8,8,14,13,0,0,63,0,0,0,0,0,0,4,0,0,3,3,0,0,8,12,7,11,0,0,35,13,4,13,5,28,48,63,0,0,171,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,5,0,5,0,3,0,4,5,0,0,22,0,0,6,6,13,3,5,0,0,35,3,0,4,9,8,20,16,0,0,59,0,0,0,0,7,6,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,16,10,8,9,17,39,38,43,0,0,170,0,0,0,4,5,5,3,0,0,13,0,0,0,3,7,8,3,0,0,23
