POW_SA2_CODE_2021,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64,ClAW_150_299_A_65_74,ClAW_150_299_A_75ov,ClAW_150_299_Tot,ClAW_300_399_A_15_19,ClAW_300_399_A_20_24,ClAW_300_399_A_25_34,ClAW_300_399_A_35_44,ClAW_300_399_A_45_54,ClAW_300_399_A_55_64,ClAW_300_399_A_65_74,ClAW_300_399_A_75ov,ClAW_300_399_Tot,ClAW_400_499_A_15_19,ClAW_400_499_A_20_24,ClAW_400_499_A_25_34,ClAW_400_499_A_35_44,ClAW_400_499_A_45_54,ClAW_400_499_A_55_64,ClAW_400_499_A_65_74,ClAW_400_499_A_75ov,ClAW_400_499_Tot,ClAW_500_649_A_15_19,ClAW_500_649_A_20_24,ClAW_500_649_A_25_34,ClAW_500_649_A_35_44,ClAW_500_649_A_45_54,ClAW_500_649_A_55_64,ClAW_500_649_A_65_74,ClAW_500_649_A_75ov,ClAW_500_649_Tot,ClAW_650_799_A_15_19,ClAW_650_799_A_20_24,ClAW_650_799_A_25_34,ClAW_650_799_A_35_44,ClAW_650_799_A_45_54,ClAW_650_799_A_55_64,ClAW_650_799_A_65_74,ClAW_650_799_A_75ov,ClAW_650_799_Tot,ClAW_800_999_A_15_19,ClAW_800_999_A_20_24,ClAW_800_999_A_25_34,ClAW_800_999_A_35_44,ClAW_800_999_A_45_54,ClAW_800_999_A_55_64,ClAW_800_999_A_65_74,ClAW_800_999_A_75ov,ClAW_800_999_Tot,ClAW_1000_1249_A_15_19,ClAW_1000_1249_A_20_24,ClAW_1000_1249_A_25_34,ClAW_1000_1249_A_35_44,ClAW_1000_1249_A_45_54,ClAW_1000_1249_A_55_64,ClAW_1000_1249_A_65_74,ClAW_1000_1249_A_75ov,ClAW_1000_1249_Tot,ClAW_1250_1499_A_15_19,ClAW_1250_1499_A_20_24,ClAW_1250_1499_A_25_34,ClAW_1250_1499_A_35_44,ClAW_1250_1499_A_45_54,ClAW_1250_1499_A_55_64,ClAW_1250_1499_A_65_74,ClAW_1250_1499_A_75ov,ClAW_1250_1499_Tot,ClAW_1500_1749_A_15_19,ClAW_1500_1749_A_20_24,ClAW_1500_1749_A_25_34,ClAW_1500_1749_A_35_44,ClAW_1500_1749_A_45_54,ClAW_1500_1749_A_55_64,ClAW_1500_1749_A_65_74,ClAW_1500_1749_A_75ov,ClAW_1500_1749_Tot,ClAW_1750_1999_A_15_19,ClAW_1750_1999_A_20_24,ClAW_1750_1999_A_25_34,ClAW_1750_1999_A_35_44,ClAW_1750_1999_A_45_54,ClAW_1750_1999_A_55_64,ClAW_1750_1999_A_65_74,ClAW_1750_1999_A_75ov,ClAW_1750_1999_Tot,ClAW_2000_2999_A_15_19,ClAW_2000_2999_A_20_24,ClAW_2000_2999_A_25_34,ClAW_2000_2999_A_35_44,ClAW_2000_2999_A_45_54,ClAW_2000_2999_A_55_64,ClAW_2000_2999_A_65_74,ClAW_2000_2999_A_75ov,ClAW_2000_2999_Tot,ClAW_3000_3499_A_15_19,ClAW_3000_3499_A_20_24,ClAW_3000_3499_A_25_34,ClAW_3000_3499_A_35_44,ClAW_3000_3499_A_45_54,ClAW_3000_3499_A_55_64,ClAW_3000_3499_A_65_74,ClAW_3000_3499_A_75ov,ClAW_3000_3499_Tot,ClAW_3500mo_A_15_19,ClAW_3500mo_A_20_24,ClAW_3500mo_A_25_34,ClAW_3500mo_A_35_44,ClAW_3500mo_A_45_54,ClAW_3500mo_A_55_64,ClAW_3500mo_A_65_74,ClAW_3500mo_A_75ov,ClAW_3500mo_Tot,ClAW_PINS_A_15_19,ClAW_PINS_A_20_24,ClAW_PINS_A_25_34,ClAW_PINS_A_35_44,ClAW_PINS_A_45_54,ClAW_PINS_A_55_64,ClAW_PINS_A_65_74,ClAW_PINS_A_75ov,ClAW_PINS_Tot,ClAW_Tot_A_15_19,ClAW_Tot_A_20_24,ClAW_Tot_A_25_34,ClAW_Tot_A_35_44,ClAW_Tot_A_45_54,ClAW_Tot_A_55_64,ClAW_Tot_A_65_74,ClAW_Tot_A_75ov,ClAW_Tot_Tot,SW_NNI_A_15_19,SW_NNI_A_20_24,SW_NNI_A_25_34,SW_NNI_A_35_44,SW_NNI_A_45_54,SW_NNI_A_55_64,SW_NNI_A_65_74,SW_NNI_A_75ov,SW_NNI_Tot,SW_1_149_A_15_19,SW_1_149_A_20_24,SW_1_149_A_25_34,SW_1_149_A_35_44,SW_1_149_A_45_54,SW_1_149_A_55_64,SW_1_149_A_65_74,SW_1_149_A_75ov,SW_1_149_Tot,SW_150_299_A_15_19,SW_150_299_A_20_24,SW_150_299_A_25_34,SW_150_299_A_35_44,SW_150_299_A_45_54,SW_150_299_A_55_64,SW_150_299_A_65_74,SW_150_299_A_75ov,SW_150_299_Tot,SW_300_399_A_15_19,SW_300_399_A_20_24,SW_300_399_A_25_34,SW_300_399_A_35_44,SW_300_399_A_45_54,SW_300_399_A_55_64,SW_300_399_A_65_74,SW_300_399_A_75ov
204031069,0,0,4,110,204,196,85,89,98,32,0,809,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,8,0,0,0,0,0,8,0,0,10,0,0,0,0,3,3,6,0,16,0,5,0,0,7,4,0,0,18,0,5,0,4,9,9,3,0,32,0,11,3,3,14,13,0,0,43,0,5,15,6,27,11,0,0,72,0,0,12,8,17,9,3,0,50,0,0,9,11,12,3,3,0,31,0,0,6,3,8,9,0,0,17,0,0,0,3,3,4,0,0,10,0,0,0,7,6,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,10,25,52,44,100,72,15,5,328,0,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,48,17,0,3,4,3,0,0,0,31,9,3,5,3,4,8,0,0
204031070,0,0,0,9,0,4,10,13,9,7,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,4,0,5,0,0,0,0,4,0,0,0,12,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,13,19,8,0,43,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,10,5,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0
204031071,0,0,3,27,37,39,30,50,57,13,0,255,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,4,0,9,0,0,6,0,0,4,0,0,14,0,5,0,4,14,11,5,0,32,0,3,4,7,16,18,4,0,46,0,0,9,6,10,11,0,0,39,0,0,0,0,3,6,7,0,12,0,0,0,0,6,0,0,0,8,0,0,0,0,3,0,0,0,8,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,21,31,50,57,16,0,198,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,32,10,3,0,0,0,0,0,0,12,0,4,0,0,0,6,0,0
204031072,0,0,0,17,19,40,46,42,67,9,0,247,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,10,0,0,3,4,0,14,4,0,20,0,0,0,0,4,10,3,0,18,0,8,6,9,8,8,0,0,36,0,0,9,8,12,15,0,4,40,0,0,3,9,9,0,0,0,19,0,0,0,4,3,3,0,0,13,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,19,33,49,51,11,7,183,3,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,23,8,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0
204031073,0,0,8,59,81,158,149,119,110,28,0,698,0,0,0,4,0,0,0,0,8,7,0,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,10,4,3,12,9,9,10,5,0,45,0,7,4,9,12,5,7,0,41,0,10,15,9,19,11,9,0,81,0,8,17,13,21,24,7,0,90,0,9,6,15,13,23,3,0,70,0,0,10,13,18,10,0,0,50,0,0,3,7,6,16,0,0,26,0,0,6,8,7,8,0,0,29,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,14,36,74,93,115,115,31,3,486,0,0,0,0,0,0,0,0,8,47,0,0,0,0,0,0,0,50,28,4,5,0,0,0,0,0,35,5,10,3,6,0,6,0,0
204031075,0,0,0,23,20,24,23,31,20,7,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,5,0,5,0,0,3,0,0,0,9,0,0,4,0,3,9,0,0,16,0,0,0,0,9,6,0,0,19,0,0,0,0,0,5,0,0,8,0,0,0,0,4,0,0,0,3,0,0,0,0,4,4,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,13,27,33,4,6,96,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
204031491,0,0,4,90,187,197,118,97,58,10,0,755,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,4,0,4,0,0,0,0,9,0,4,4,4,0,5,3,0,18,4,8,3,3,6,0,0,0,38,4,5,10,14,14,13,4,0,54,7,7,19,20,32,24,0,0,111,0,0,9,11,25,17,4,0,72,0,0,12,13,20,14,0,0,55,0,0,0,4,9,7,0,0,26,0,0,3,4,11,17,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,27,71,75,126,102,14,4,439,3,0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,32,22,3,0,0,0,0,0,0,25,5,5,0,0,0,0,0,0
204031492,0,0,16,97,154,293,271,280,190,31,4,1324,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,16,0,3,4,5,0,6,5,0,18,5,3,3,10,0,6,5,0,33,13,6,8,17,3,13,0,0,55,9,22,19,20,16,25,0,0,113,4,23,42,39,33,46,9,3,197,6,29,53,53,67,46,13,0,267,0,17,65,46,89,52,9,0,289,0,3,21,32,55,31,10,0,154,0,0,18,24,35,28,9,0,110,0,0,6,18,19,11,5,0,66,0,0,9,12,21,11,0,0,57,0,0,0,3,0,3,0,0,5,0,0,3,0,5,4,0,0,7,0,0,0,0,3,0,0,0,4,41,103,263,281,354,270,71,13,1395,4,0,0,0,0,0,0,0,7,162,3,0,0,3,0,0,0,170,84,5,4,4,3,0,3,0,111,20,11,10,8,3,9,3,0
205011076,0,0,7,52,81,120,119,136,88,23,0,625,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,0,4,0,3,8,0,0,16,0,0,4,0,0,4,0,0,27,0,4,5,3,0,3,0,0,30,3,3,13,7,10,7,6,0,49,0,9,8,7,9,13,8,0,52,0,10,21,18,11,10,3,0,75,0,0,19,22,21,15,8,0,83,0,0,10,17,9,11,0,0,46,0,0,8,9,7,6,3,0,25,0,0,0,8,6,6,3,0,25,0,0,3,9,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,7,0,0,4,0,0,0,0,0,11,11,32,104,110,83,91,32,3,472,0,0,0,0,0,0,0,0,3,61,0,0,6,0,0,0,0,69,23,3,0,0,0,0,0,0,36,7,6,6,4,0,8,3,0
205011077,0,0,4,7,34,44,21,36,27,3,0,174,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,5,0,10,0,0,5,5,4,6,5,0,19,0,0,4,10,4,6,9,0,26,3,0,4,3,0,5,0,0,20,0,0,5,3,5,3,3,0,25,0,0,0,5,4,4,0,0,11,0,0,4,4,0,6,0,0,11,0,0,0,0,3,0,0,0,10,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,23,29,38,44,23,3,174,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
205011078,0,0,6,42,40,57,39,52,36,9,0,271,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,0,0,12,0,0,3,3,5,5,0,0,17,0,0,3,0,4,3,0,0,21,0,4,10,3,10,6,0,0,33,0,3,0,5,5,3,0,0,24,0,0,3,4,12,11,3,0,34,0,0,6,4,3,4,0,0,8,0,0,0,0,3,4,0,0,12,0,0,5,0,0,4,0,0,7,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,9,34,32,45,42,10,0,176,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,29,9,0,0,4,0,4,0,0,12,0,5,3,0,0,4,3,0
205011079,0,0,16,127,219,289,259,303,224,46,4,1478,0,0,0,0,3,3,0,0,8,11,0,0,4,0,0,0,0,13,9,8,10,4,5,6,4,0,32,4,4,5,10,11,8,5,0,51,4,10,5,14,11,15,8,0,68,5,11,15,24,25,22,10,0,119,8,20,30,43,39,27,10,0,168,0,27,65,58,59,53,9,5,280,0,16,38,45,64,52,8,0,219,0,6,24,30,41,39,3,0,148,0,3,8,16,23,31,5,0,86,0,0,4,5,11,15,9,0,49,0,0,3,13,18,9,6,0,45,0,0,0,0,3,3,0,0,12,0,0,0,0,6,6,0,0,11,0,0,0,0,0,5,3,0,10,42,109,212,272,311,293,75,9,1323,3,0,0,0,0,0,0,0,9,140,8,0,0,3,0,0,0,149,82,16,5,6,8,4,0,0,124,25,9,12,7,7,12,0,0
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,0,0,12,104,162,239,251,305,275,75,0,1411,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,6,0,0,4,0,0,21,4,0,4,7,3,6,8,4,35,3,8,10,10,13,17,10,0,64,3,0,17,25,25,34,9,0,117,3,5,26,30,39,39,17,0,166,0,26,26,42,52,55,18,0,218,3,17,32,42,78,52,14,0,243,0,6,26,22,44,30,6,0,131,0,0,15,21,22,28,11,0,96,0,0,7,11,13,14,3,0,41,0,0,4,9,8,11,0,0,38,0,0,3,3,6,0,3,0,14,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,4,22,63,171,220,318,292,103,3,1196,6,3,0,0,0,0,0,0,9,126,3,0,0,0,0,0,0,134,51,3,4,4,9,4,0,0,80,19,11,8,9,15,19,4,0
205021082,0,0,0,12,18,34,27,42,33,8,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,0,0,0,6,0,0,0,0,9,0,0,0,0,0,3,0,0,9,0,0,0,5,3,4,3,0,11,0,4,7,12,4,0,3,0,25,0,0,0,8,7,8,0,0,29,0,4,4,0,14,3,0,0,22,0,0,0,0,9,3,0,0,11,0,0,0,0,0,5,3,0,12,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,24,36,37,22,5,149,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,0,0,34,52,83,110,85,92,17,0,473,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,15,0,0,0,4,3,4,3,0,14,0,0,5,0,0,6,5,0,22,0,0,4,7,12,13,3,0,37,0,0,8,7,11,12,5,0,50,0,4,6,10,5,10,0,6,46,0,0,9,14,16,17,4,0,54,0,0,0,7,4,8,0,0,19,0,0,3,0,8,0,3,0,20,0,0,0,0,7,3,0,0,10,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,9,41,52,71,82,32,9,299,5,0,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,38,17,3,0,0,0,0,5,0,29,8,0,3,4,0,5,3,0
205021085,0,0,0,15,22,53,53,60,77,19,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,7,5,0,9,0,0,21,0,0,4,0,3,4,0,0,16,0,0,8,4,12,10,0,0,33,0,0,5,3,6,4,4,0,27,0,0,8,4,3,9,4,0,31,0,3,3,8,10,11,0,0,34,0,0,0,0,10,5,0,0,11,0,0,0,3,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,53,60,17,4,202,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,17,4,0,3,0,0,0,0,0,11,0,0,0,0,0,3,0,0
205021086,0,0,0,15,16,34,30,40,29,3,0,171,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,7,0,0,0,0,3,0,4,0,7,0,0,0,0,10,0,0,0,12,0,0,0,0,3,3,3,0,16,0,0,0,0,0,6,0,0,11,0,0,0,6,0,5,0,0,14,0,0,0,0,3,4,0,0,11,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,11,21,30,20,0,95,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0
205031087,0,0,15,49,38,48,46,61,68,15,3,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,15,0,0,0,0,4,0,3,0,15,0,0,4,0,6,10,7,0,22,0,0,0,9,0,17,9,0,34,0,4,6,3,12,18,6,0,46,0,4,4,11,8,10,0,0,30,0,0,4,3,8,12,0,0,29,0,0,0,3,4,10,0,0,21,0,0,0,7,3,8,0,0,20,0,0,0,0,0,3,0,0,9,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,34,42,58,86,31,11,272,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,42,13,0,0,4,0,0,0,0,12,10,0,0,0,0,0,0,0
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031089,0,0,4,34,40,76,57,59,54,10,0,331,0,0,4,0,4,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,10,7,5,0,18,0,0,0,0,7,3,3,0,14,0,0,7,11,8,3,4,0,29,0,0,0,7,4,10,5,0,23,0,0,3,11,11,10,4,0,45,0,3,3,4,21,6,0,0,38,0,0,5,0,7,7,6,0,23,0,0,0,3,9,0,0,0,19,0,0,4,3,3,0,0,0,13,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,8,32,48,83,52,24,0,249,0,0,0,0,0,0,0,0,3,22,0,0,0,4,0,0,0,27,17,4,0,4,0,0,4,0,32,0,0,9,0,4,0,0,0
205031090,0,0,6,71,49,108,96,113,85,31,4,564,0,0,0,5,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,3,5,5,0,0,16,3,0,3,9,0,3,4,0,20,0,4,3,9,9,6,3,0,33,4,3,6,4,15,16,3,0,65,0,8,11,15,18,17,5,0,76,0,13,18,23,25,20,9,0,100,0,11,7,19,37,28,11,0,115,0,6,3,17,18,14,8,0,69,0,0,8,9,17,10,3,0,46,0,0,6,10,12,9,4,0,36,0,0,4,7,8,4,0,0,28,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,47,75,118,173,138,47,5,620,4,0,0,0,0,0,0,0,7,71,0,0,0,0,0,0,0,72,37,4,5,5,0,5,0,0,65,12,8,0,0,3,7,10,0
205031091,0,0,6,63,75,107,108,96,112,21,0,578,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,8,0,0,4,0,8,5,4,0,23,0,3,3,8,6,6,6,3,34,0,3,9,12,10,18,9,0,50,0,0,3,5,14,23,0,0,59,0,3,16,7,29,16,5,3,71,0,0,11,17,8,20,5,0,61,0,0,0,8,12,12,0,0,30,0,0,0,4,7,7,6,0,18,0,0,0,0,4,0,0,0,6,0,0,0,3,5,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,50,72,101,122,26,9,398,4,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,55,16,3,0,0,0,0,4,0,31,0,0,0,3,5,0,0,0
205031092,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031093,0,0,8,125,138,206,223,277,220,35,0,1229,0,0,0,3,4,0,0,0,9,3,0,3,0,0,0,3,0,10,0,0,4,9,4,7,3,0,21,0,0,5,3,7,5,3,0,39,0,5,5,13,16,19,6,0,55,0,8,12,15,20,41,8,3,106,0,8,12,28,33,29,8,0,130,0,3,21,32,33,37,8,0,139,3,13,21,33,44,38,3,0,146,0,4,16,24,18,26,8,0,95,0,0,8,9,14,9,7,0,54,0,0,4,13,18,6,0,0,39,0,0,6,4,9,10,0,0,30,0,0,0,0,4,0,0,0,10,0,0,0,4,0,5,0,0,5,0,0,0,0,0,4,0,0,4,11,45,106,186,226,244,61,3,886,5,0,0,0,0,0,0,0,5,132,3,0,0,0,0,0,0,135,59,9,9,0,8,4,5,0,102,25,14,0,6,7,17,3,0
205041094,0,0,4,21,26,47,56,47,42,9,0,246,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,6,0,0,6,0,0,0,0,3,9,0,0,5,0,0,4,0,0,11,0,0,5,0,7,8,0,0,25,0,0,7,3,8,12,0,0,36,0,0,9,12,8,5,0,0,33,0,0,9,6,11,10,0,0,48,0,0,9,3,6,9,0,0,25,0,0,0,0,0,4,0,0,17,0,0,0,0,6,5,0,0,17,0,0,0,3,13,5,0,0,29,0,0,0,4,7,4,0,0,16,0,0,0,3,5,0,0,0,12,0,0,0,0,3,0,0,0,0,0,10,48,54,93,76,9,5,287,4,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,15,3,4,5,0,0,0,0,0
