POW_SA2_CODE_2021,Tot_HC_SA_Bf_91,Tot_HC_SA_91_95,Tot_HC_SA_96_00,Tot_HC_SA_01_05,Tot_HC_SA_06_10,Tot_HC_SA_11_15,Tot_HC_SA_16_20,Tot_HC_SA_2021,Tot_HC_SA_NS,Tot_HC_SA_Tot,Tot_ArtsR_Bf_91,Tot_ArtsR_91_95,Tot_ArtsR_96_00,Tot_ArtsR_01_05,Tot_ArtsR_06_10,Tot_ArtsR_11_15,Tot_ArtsR_16_20,Tot_ArtsR_2021,Tot_ArtsR_NS,Tot_ArtsR_Tot,Tot_OthSvs_Bf_91,Tot_OthSvs_91_95,Tot_OthSvs_96_00,Tot_OthSvs_01_05,Tot_OthSvs_06_10,Tot_OthSvs_11_15,Tot_OthSvs_16_20,Tot_OthSvs_2021,Tot_OthSvs_NS,Tot_OthSvs_Tot,Tot_IDNS_Bf_91,Tot_IDNS_91_95,Tot_IDNS_96_00,Tot_IDNS_01_05,Tot_IDNS_06_10,Tot_IDNS_11_15,Tot_IDNS_16_20,Tot_IDNS_2021,Tot_IDNS_NS,Tot_IDNS_Tot,Tot_Tot_Bf_91,Tot_Tot_91_95,Tot_Tot_96_00,Tot_Tot_01_05,Tot_Tot_06_10,Tot_Tot_11_15,Tot_Tot_16_20,Tot_Tot_2021,Tot_Tot_NS,Tot_Tot_Tot
101021007,6,0,0,3,3,4,3,0,0,18,5,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,90,4,9,15,19,18,23,0,7,192
101021008,6,0,0,0,0,6,5,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,3,0,0,16,61,9,8,19,33,40,33,0,3,207
101021009,71,14,13,35,113,118,119,3,8,499,10,0,0,0,0,4,3,0,0,20,8,0,0,8,19,3,10,0,0,53,10,0,6,6,15,15,6,0,6,64,300,67,71,124,329,363,343,10,22,1624
101021010,3,0,0,0,13,19,22,0,0,58,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,11,11,0,0,42,10,0,6,0,7,5,7,0,4,44,180,35,21,43,114,140,195,3,18,745
101021012,9,0,0,4,11,13,5,0,0,43,3,0,0,0,0,0,0,0,0,3,16,5,0,0,5,6,16,0,0,44,9,0,0,3,0,6,4,0,0,32,147,25,31,37,115,102,122,0,12,593
101021610,4,0,0,0,4,5,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,0,0,5,23,9,14,13,30,27,38,0,5,152
101021611,6,0,0,0,8,9,3,0,0,25,5,0,0,0,0,0,0,0,0,7,6,0,0,6,3,0,0,0,0,14,5,0,0,0,4,0,0,0,0,12,228,32,39,40,70,65,60,3,17,547
101031013,6,0,0,0,0,3,0,0,0,14,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,35,3,0,6,8,16,23,0,5,97
101031014,39,9,6,8,17,9,19,0,0,97,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,6,17,10,0,5,0,5,0,9,0,0,22,236,36,35,60,74,79,155,12,17,716
101031015,3,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,6,6,11,11,5,0,0,82
101031016,20,4,8,0,0,5,0,0,0,35,21,0,5,9,11,13,68,3,3,127,9,0,0,3,0,0,5,0,0,24,6,4,3,6,10,4,12,0,3,42,261,31,68,81,94,94,339,6,17,989
101041017,32,7,5,11,9,22,23,0,4,116,0,0,0,0,0,0,6,0,3,6,16,0,0,0,0,3,0,0,0,19,10,3,0,0,4,4,3,0,6,25,246,40,34,49,57,62,76,5,21,584
101041018,29,0,5,4,14,11,31,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,7,93,5,13,13,29,23,40,0,9,229
101041019,117,13,18,20,29,19,35,0,0,260,3,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,3,0,0,18,8,0,0,0,4,0,0,0,3,22,308,32,49,66,73,67,90,0,12,688
101041020,3,0,0,0,0,0,16,0,0,22,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,10,8,0,0,3,0,0,0,0,0,12,103,3,9,18,10,17,19,3,0,193
101041021,11,4,3,3,11,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,35,14,9,13,14,9,11,0,8,120
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,14,5,5,0,5,5,9,0,0,44,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,7,75,4,3,7,16,15,16,0,11,159
101041024,7,0,0,6,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,58,9,6,7,18,13,7,0,8,125
101041025,37,3,7,21,13,20,36,0,0,137,5,0,0,0,0,5,0,0,0,8,13,4,0,0,0,0,0,0,0,17,3,0,0,3,0,0,0,0,0,10,215,21,25,58,61,67,69,0,12,531
101041026,61,14,16,12,13,21,16,0,5,150,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,15,231,30,31,31,54,37,35,5,15,473
101041027,35,0,9,3,8,11,18,0,4,92,4,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,7,8,0,3,0,0,0,0,0,0,7,203,22,28,28,43,24,48,0,10,406
101051539,115,13,26,34,83,107,96,0,5,467,5,0,0,0,0,0,3,0,0,8,11,0,0,3,10,11,11,0,0,37,6,3,0,5,7,9,23,0,4,59,397,47,76,102,220,252,304,38,37,1474
101051540,15,0,0,0,3,11,6,0,0,37,3,0,0,3,0,0,0,0,0,9,5,0,0,3,0,4,0,0,0,14,3,0,5,0,0,0,4,0,6,18,179,23,23,14,27,41,48,0,7,370
101061541,16,3,3,5,16,16,26,0,0,82,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,8,4,0,0,0,0,0,6,0,0,15,82,12,18,35,37,64,64,0,7,316
101061542,8,0,4,7,5,0,3,0,0,29,3,0,0,0,0,0,0,0,0,4,3,0,3,4,0,0,4,0,0,13,9,0,0,0,0,0,0,0,0,10,170,14,38,33,38,34,35,5,5,376
101061543,27,4,7,7,14,16,17,3,3,99,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,0,0,0,5,0,14,0,0,23,131,11,40,29,44,53,98,5,16,431
101061544,3,0,4,0,0,10,11,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,14,78,9,10,10,13,30,32,0,8,196
102011028,11,0,0,3,6,6,0,0,0,32,5,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,3,0,8,0,0,0,0,18,102,27,32,28,70,38,20,0,3,309
102011029,20,0,0,9,5,0,4,0,0,31,0,0,0,3,0,0,0,0,0,10,4,0,0,3,0,0,0,0,0,8,3,5,3,0,0,3,0,0,0,14,107,15,22,53,31,34,22,5,8,291
102011030,12,0,6,0,0,0,4,0,0,29,5,0,0,4,0,3,0,0,0,29,22,4,6,4,4,11,7,0,0,63,25,4,9,8,16,12,5,0,3,79,437,76,124,121,160,140,140,0,20,1227
102011031,166,34,52,51,83,88,114,4,6,600,6,0,0,5,3,3,3,0,0,22,27,0,10,5,11,14,3,0,0,71,15,5,8,0,12,9,12,0,3,64,612,122,169,207,311,258,245,5,21,1948
102011032,531,108,162,236,283,289,174,11,23,1815,8,0,0,7,3,0,0,0,0,20,55,12,13,14,21,17,14,0,0,139,47,3,6,10,20,23,25,0,15,155,1324,251,359,516,637,592,425,12,67,4180
102011033,20,0,3,3,8,8,7,0,0,52,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,5,106,16,16,35,35,31,16,0,4,260
102011034,48,4,6,8,12,14,14,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,3,0,0,0,0,7,133,20,34,42,77,53,38,0,8,402
102011035,11,6,0,0,3,0,5,0,0,23,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,8,66,14,19,18,28,15,14,0,6,173
102011036,16,0,4,9,13,10,10,0,0,69,0,0,0,0,3,0,0,0,0,7,8,0,0,0,4,0,3,0,0,19,16,3,3,8,3,9,3,0,0,42,191,28,51,85,68,65,73,0,5,564
102011037,37,11,11,13,11,18,8,0,0,106,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,13,5,0,0,0,3,0,0,0,0,11,81,17,32,30,40,33,26,0,3,266
102011038,4,0,0,0,3,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,6,59,14,12,20,20,21,10,0,4,160
102011039,27,4,12,9,5,17,13,0,0,97,0,0,0,0,0,0,0,0,0,4,7,3,0,3,8,4,8,0,0,38,10,0,5,9,5,8,3,0,0,31,196,33,72,94,107,99,82,4,15,693
102011040,66,8,12,16,24,27,27,0,0,172,13,0,0,3,0,0,0,0,0,20,5,0,10,0,7,3,0,0,0,26,15,0,0,3,4,9,10,0,0,47,296,40,78,86,126,114,102,0,17,861
102011041,16,4,4,6,6,0,5,0,0,49,4,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,13,119,20,35,35,52,33,24,0,8,319
102011042,79,24,23,36,38,45,21,0,0,270,5,0,0,0,0,0,0,0,0,8,6,6,3,3,3,7,4,0,0,26,8,0,5,3,3,0,3,0,3,26,209,52,66,85,112,113,69,0,9,721
102011043,66,15,19,24,26,34,30,0,3,220,3,0,0,0,0,0,0,0,0,8,7,0,0,0,4,0,3,0,0,23,4,0,3,0,3,7,4,0,0,22,173,23,64,59,81,69,64,0,3,540
102021044,85,12,22,18,43,50,58,0,7,292,4,0,0,0,0,0,0,0,0,5,18,8,6,0,4,0,3,0,0,40,8,0,0,4,9,3,0,0,5,30,252,43,43,55,99,103,97,0,19,714
102021045,5,4,0,0,0,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,59,13,17,13,17,17,11,0,5,147
102021046,10,3,3,0,4,4,3,0,0,23,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,55,15,6,12,13,16,12,0,0,128
102021047,36,4,11,8,15,30,13,0,0,117,7,0,0,3,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,20,14,3,4,5,5,5,3,0,0,44,285,51,86,90,114,110,62,0,14,816
102021048,64,11,28,11,49,68,60,0,3,295,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,15,7,0,0,0,4,4,0,0,5,21,189,36,59,57,102,123,85,0,9,668
102021049,12,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,62,9,18,13,11,14,12,0,0,121
102021050,9,5,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,9,80,17,8,14,21,19,11,0,6,172
102021051,17,4,0,5,8,7,4,0,0,38,3,0,0,0,0,0,0,0,0,3,9,0,0,0,4,0,3,0,0,20,10,0,5,0,7,3,0,0,0,26,148,13,33,41,54,37,19,0,4,351
102021052,5,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,4,5,13,12,3,0,0,81
102021053,26,0,5,8,8,18,3,0,9,74,3,0,0,0,0,0,0,0,0,7,9,4,0,0,9,0,0,0,0,20,7,0,0,0,3,0,5,0,0,13,164,32,49,39,68,87,54,3,7,505
102021054,41,8,10,6,16,20,29,0,3,133,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,4,120,12,31,23,47,48,52,0,5,341
102021055,69,10,19,23,34,25,16,0,0,207,0,0,3,5,3,5,3,0,0,14,15,0,6,7,7,13,12,0,0,66,26,0,8,11,5,15,13,0,0,87,512,91,119,167,191,201,159,7,18,1464
102021056,191,28,46,85,125,128,74,0,6,677,5,0,0,0,7,0,0,0,0,8,16,0,0,0,5,0,0,0,0,21,7,3,6,12,0,7,3,0,3,41,448,63,108,137,212,180,139,0,12,1303
102021057,37,14,10,12,15,8,15,0,0,112,8,0,0,0,0,4,0,0,0,16,11,0,0,8,5,4,0,0,0,25,15,4,0,7,12,3,0,0,4,48,324,66,60,89,124,94,68,0,14,839
103011059,13,6,0,8,10,14,15,0,0,67,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,0,0,3,4,5,3,0,0,20,112,16,37,31,63,58,66,6,10,388
103011060,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,5,68,6,8,10,12,9,16,0,5,131
103011061,6,4,0,0,11,10,17,0,0,46,3,0,0,0,3,0,6,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,17,105,26,20,16,31,27,71,0,7,294
103011612,84,15,22,25,58,50,75,0,6,337,5,0,0,3,4,0,0,0,0,10,9,3,3,4,8,8,9,0,0,54,8,0,0,5,8,9,8,0,3,36,367,80,91,116,220,223,260,8,20,1385
103011613,28,3,13,15,25,24,32,0,0,151,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,0,12,95,19,41,28,58,61,84,0,3,386
103021062,8,0,6,0,6,4,17,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,6,0,0,12,22,6,16,6,19,29,64,5,7,179
103021063,20,3,5,8,12,15,22,0,0,87,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,7,91,15,32,32,35,45,58,0,7,317
103021064,4,0,0,0,0,6,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,42,0,6,10,13,21,36,0,5,136
103021065,10,0,3,10,10,5,18,0,0,52,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,71,14,18,21,32,30,57,0,11,249
103021066,0,0,0,0,0,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,3,10,5,0,0,60
103021067,17,0,3,9,17,15,20,0,0,84,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,5,0,0,0,19,0,0,0,0,4,4,4,0,0,8,94,14,24,26,56,58,73,0,3,349
103021068,6,0,0,4,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,12,14,25,18,19,5,0,124
103021069,0,0,3,6,3,8,13,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,6,0,0,0,0,0,0,0,0,7,51,9,9,18,32,44,41,0,7,211
103031070,47,13,13,19,24,16,13,0,5,143,0,0,0,0,0,0,0,0,0,5,8,0,0,0,6,0,0,0,0,20,6,0,4,0,4,5,4,0,0,17,245,39,39,43,88,69,71,0,9,602
103031071,12,0,0,0,0,5,0,0,0,14,4,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,7,3,0,0,0,3,0,0,0,0,13,119,10,21,22,19,32,24,4,9,264
103031072,46,9,9,8,12,25,32,0,0,139,3,0,0,0,0,5,0,0,0,10,10,0,0,0,0,0,5,0,0,20,7,0,0,0,4,3,0,0,0,20,196,25,34,51,53,91,103,0,13,572
103031073,3,0,4,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,11,13,10,4,4,0,0,79
103031074,8,0,0,0,3,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,3,0,0,13,134,18,25,32,56,35,46,0,9,346
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,8,0,0,0,9,6,3,0,0,26,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,8,8,0,0,0,3,0,0,0,3,17,109,12,30,22,34,39,34,0,13,300
103041077,158,32,48,77,147,187,166,3,12,819,5,0,4,0,0,0,3,0,0,5,10,6,0,3,5,8,15,0,0,52,11,4,3,4,12,9,11,0,4,58,543,114,144,183,375,451,443,3,41,2296
103041078,17,4,3,14,19,25,30,0,0,123,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,10,3,0,0,25,0,0,3,0,3,8,3,0,3,19,108,33,37,39,98,103,106,0,13,526
103041079,5,0,0,0,3,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,19,115,6,28,28,39,44,34,0,6,296
104011080,82,13,21,39,41,50,48,0,9,295,8,0,0,3,0,0,0,0,6,13,10,0,0,0,0,4,4,0,0,23,9,0,0,3,7,0,6,0,4,29,304,32,44,84,107,89,89,0,16,767
104011081,3,0,4,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,3,0,0,20,145,14,25,25,62,31,50,5,11,366
104011082,41,7,7,16,23,21,15,0,7,131,4,0,0,3,0,0,0,0,0,5,7,0,0,3,5,0,0,0,0,20,8,0,3,0,4,6,7,0,0,26,206,23,39,51,83,80,81,0,17,588
104021083,30,3,8,7,10,3,9,0,3,73,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,14,145,18,35,42,27,24,38,0,18,348
104021084,86,5,19,20,40,23,26,0,4,219,6,0,0,0,4,3,0,0,0,17,18,3,0,3,8,13,11,0,0,50,3,0,0,3,6,4,15,0,3,48,332,29,60,77,130,135,152,4,17,937
104021085,317,47,74,96,156,140,151,4,14,998,0,0,0,0,0,0,3,0,0,15,24,0,11,8,22,16,26,0,0,101,21,0,3,4,25,23,30,7,10,119,773,126,171,214,410,339,397,27,57,2509
104021086,3,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,45,12,13,13,14,20,67,11,6,206
104021087,10,0,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,56,7,4,12,3,10,9,0,3,103
104021088,9,0,4,0,6,3,7,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,0,0,10,8,0,0,0,0,6,0,0,0,17,77,7,13,31,43,39,58,0,3,274
104021089,31,9,4,8,18,18,16,0,3,109,8,3,0,3,0,3,0,0,0,16,4,0,0,8,4,0,4,0,0,21,12,0,6,4,5,9,3,0,0,38,222,35,50,81,102,104,97,5,10,699
104021090,7,0,4,0,4,6,0,0,0,27,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,7,53,9,9,18,21,17,12,0,5,134
104021091,17,6,6,10,18,6,11,0,0,66,5,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,3,0,4,17,7,0,0,4,9,11,26,0,6,62,190,27,49,54,166,173,393,19,33,1100
105011092,9,0,3,0,0,6,18,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,7,22,7,14,9,18,11,38,4,0,123
105011093,0,3,0,3,4,7,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,40,8,23,29,60,38,76,5,6,275
105011094,3,5,0,0,5,3,13,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,21,5,5,4,11,19,27,0,0,89
105011095,5,0,0,3,13,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,44,3,9,18,42,38,58,0,0,225
105011096,14,5,0,0,6,6,9,0,0,39,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,70,11,12,11,23,21,45,3,5,197
105021097,48,12,12,13,26,31,61,0,3,205,0,0,0,0,0,0,0,0,0,6,6,0,5,0,0,7,0,0,0,12,6,0,5,0,0,4,0,0,0,14,138,29,32,31,74,83,115,4,6,515
105021098,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,22,0,3,8,8,3,12,4,0,64
105031099,7,0,0,0,9,11,14,0,0,38,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,95,9,6,20,15,18,30,0,0,201
105031100,35,14,12,23,90,96,109,0,0,387,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,0,0,21,6,0,0,3,0,16,6,0,6,34,140,33,27,60,189,224,313,37,20,1048
105031101,62,13,18,31,125,159,144,5,5,561,0,0,0,0,5,0,5,0,0,10,10,4,0,0,5,15,22,0,0,56,6,3,0,3,10,16,22,0,10,71,232,50,57,76,325,439,465,7,34,1684
105031102,14,0,0,14,14,33,51,6,0,130,5,0,0,4,3,0,0,0,0,10,0,0,0,0,3,0,9,0,0,9,3,0,0,3,5,4,5,0,0,20,66,6,13,25,71,95,113,4,11,399
105031103,3,0,0,0,3,0,0,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,5,3,12,4,14,0,0,63
105031104,5,0,0,0,6,4,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,4,4,8,5,16,0,3,76
105031105,5,0,0,0,0,4,11,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,47,8,3,15,19,30,33,0,4,153
105031106,6,0,4,0,13,9,16,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,9,0,0,19,70,12,6,16,30,30,120,0,11,291
106011107,4,0,0,4,10,6,0,0,0,29,8,0,0,0,0,0,0,0,0,11,3,0,0,0,3,0,0,0,0,10,4,0,3,9,0,4,5,0,0,21,217,30,46,70,80,103,118,7,6,675
106011108,42,13,6,16,30,45,33,0,0,187,6,0,3,0,0,0,0,0,0,11,6,0,0,0,7,7,8,0,5,26,5,0,0,0,8,3,10,0,0,28,233,31,54,58,112,98,104,0,6,705
106011109,5,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,3,3,7,0,0,0,0,0,0,11,115,16,21,18,30,31,20,0,3,254
106011110,8,0,0,3,3,3,6,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,5,0,0,0,0,0,17,75,3,18,22,23,18,19,0,5,181
106011111,23,0,5,7,22,15,4,0,0,88,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,3,4,0,5,0,0,0,0,0,12,115,25,18,31,54,47,37,0,3,325
106011112,40,5,6,9,19,27,22,0,0,141,3,0,0,0,0,0,0,0,0,5,8,3,0,3,13,7,6,0,0,43,0,5,0,3,4,9,12,0,8,32,219,35,52,99,165,128,145,7,21,880
106011113,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,9,10,0,3,4,3,0,8,0,3,23,203,40,63,69,130,62,43,0,13,623
106021114,95,14,26,41,74,97,45,3,3,400,7,0,0,0,5,0,0,0,0,5,18,0,0,3,10,6,0,0,0,26,3,0,0,0,4,3,4,0,0,26,249,40,59,86,168,164,98,3,9,887
106021116,8,4,0,0,0,7,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,8,4,16,11,11,11,0,0,112
106021614,63,9,24,37,60,64,48,0,0,307,0,0,0,0,0,0,0,0,0,3,11,0,0,3,13,18,18,0,0,66,12,0,0,0,3,10,7,0,0,36,208,33,49,96,180,184,174,0,5,936
106021615,23,10,7,14,25,23,25,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,6,95,13,27,32,66,71,54,0,0,364
106021616,3,0,0,3,11,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,9,3,0,10,4,9,3,0,0,37,14,6,3,6,9,9,4,0,0,46,147,31,29,60,86,80,49,3,9,496
106021617,5,0,3,3,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,50,9,13,18,20,18,10,0,4,146
106021618,21,0,5,9,16,18,16,0,4,96,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,9,3,5,3,3,7,5,0,4,42,165,30,36,69,99,103,61,0,7,577
106031119,12,0,0,0,4,0,0,0,0,18,0,0,0,4,0,4,0,0,0,10,4,0,0,0,3,0,0,0,0,8,5,0,0,0,0,0,0,0,0,5,78,4,0,8,14,19,12,0,3,143
106031120,7,0,9,0,9,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,49,4,15,4,15,20,18,0,0,125
106031121,74,17,19,12,35,36,49,6,8,254,10,0,0,6,9,0,0,0,0,27,19,6,3,8,4,8,7,0,0,42,22,0,3,7,7,4,4,0,4,59,414,59,78,98,170,137,206,10,17,1189
106031122,45,0,5,6,15,25,25,0,0,130,0,0,0,0,4,0,0,0,0,3,8,4,0,3,3,5,7,0,0,44,16,5,9,8,4,5,12,0,0,56,393,61,77,138,151,159,160,0,27,1166
106031123,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,24,3,4,12,4,6,0,0,0,57
