POW_SA2_CODE_2021,Tot_HC_SA_Bf_91,Tot_HC_SA_91_95,Tot_HC_SA_96_00,Tot_HC_SA_01_05,Tot_HC_SA_06_10,Tot_HC_SA_11_15,Tot_HC_SA_16_20,Tot_HC_SA_2021,Tot_HC_SA_NS,Tot_HC_SA_Tot,Tot_ArtsR_Bf_91,Tot_ArtsR_91_95,Tot_ArtsR_96_00,Tot_ArtsR_01_05,Tot_ArtsR_06_10,Tot_ArtsR_11_15,Tot_ArtsR_16_20,Tot_ArtsR_2021,Tot_ArtsR_NS,Tot_ArtsR_Tot,Tot_OthSvs_Bf_91,Tot_OthSvs_91_95,Tot_OthSvs_96_00,Tot_OthSvs_01_05,Tot_OthSvs_06_10,Tot_OthSvs_11_15,Tot_OthSvs_16_20,Tot_OthSvs_2021,Tot_OthSvs_NS,Tot_OthSvs_Tot,Tot_IDNS_Bf_91,Tot_IDNS_91_95,Tot_IDNS_96_00,Tot_IDNS_01_05,Tot_IDNS_06_10,Tot_IDNS_11_15,Tot_IDNS_16_20,Tot_IDNS_2021,Tot_IDNS_NS,Tot_IDNS_Tot,Tot_Tot_Bf_91,Tot_Tot_91_95,Tot_Tot_96_00,Tot_Tot_01_05,Tot_Tot_06_10,Tot_Tot_11_15,Tot_Tot_16_20,Tot_Tot_2021,Tot_Tot_NS,Tot_Tot_Tot
126021500,685,278,363,475,639,575,552,4,36,3615,18,0,6,16,10,13,15,0,0,78,56,13,27,34,47,47,44,0,4,271,230,105,137,205,297,274,336,7,55,1645,5344,2078,2906,3833,4809,4631,5295,111,237,29239
126021501,238,81,114,152,214,142,159,0,6,1111,10,5,3,8,6,4,5,0,0,33,33,9,8,9,13,12,7,0,0,90,55,19,29,29,57,43,53,0,10,292,1308,477,661,793,1121,960,1052,20,55,6442
126021503,79,25,32,38,66,68,117,0,0,417,0,4,0,4,0,0,0,0,0,5,42,7,18,13,30,11,11,0,3,136,38,11,13,19,24,26,37,0,9,166,610,202,293,331,500,427,527,5,33,2919
126021590,24,8,9,3,14,10,0,0,0,68,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,12,0,0,0,3,3,0,0,0,0,7,96,35,24,33,41,32,19,0,0,278
126021722,70,30,28,44,61,25,24,0,0,285,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,3,6,5,3,10,0,0,27,136,42,52,81,98,50,46,0,5,518
126021723,213,75,92,97,136,86,44,0,6,753,0,0,0,0,0,0,7,0,0,15,25,13,10,9,23,24,21,0,3,124,14,3,13,18,37,19,19,0,4,129,643,229,331,438,573,450,454,0,35,3155
126021724,96,31,39,43,55,49,71,0,7,380,11,0,0,0,4,3,4,0,0,22,22,11,12,11,15,9,16,0,0,81,14,3,10,13,27,27,22,0,9,130,587,215,284,297,427,326,475,4,26,2648
126021725,97,42,46,47,117,86,81,0,4,518,4,0,0,4,9,4,4,0,0,19,10,3,3,0,7,6,4,0,0,32,3,0,0,6,7,10,12,0,0,45,214,83,103,124,263,222,260,4,8,1288
127011504,33,18,16,16,21,15,15,0,0,126,0,0,0,4,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,11,3,0,4,3,7,3,0,0,0,29,185,82,85,60,80,65,52,0,12,621
127011505,64,22,33,36,76,69,48,0,8,345,0,0,0,0,0,4,0,0,5,5,12,0,3,0,0,0,3,0,0,30,22,7,8,9,11,16,8,0,0,86,462,162,160,158,251,238,177,0,28,1635
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,6,10,16,16,0,0,69
127011593,19,0,3,0,3,4,4,0,0,32,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,13,9,3,3,0,0,0,0,0,0,12,150,37,37,27,29,21,31,0,4,334
127011594,31,10,15,9,14,5,3,0,0,90,0,0,0,0,0,0,0,0,0,0,10,3,0,0,6,3,0,0,0,21,11,4,3,9,4,4,7,0,3,35,248,88,92,91,95,60,54,0,8,734
127011595,18,4,11,9,8,3,9,0,0,65,0,0,0,0,0,0,0,0,0,5,5,0,3,4,3,5,4,0,0,21,12,3,11,4,4,5,9,0,3,58,317,120,104,110,174,141,126,0,6,1096
127011596,30,18,18,16,38,24,11,0,0,158,0,0,0,0,0,0,0,0,0,6,6,9,3,3,7,0,7,0,0,30,11,3,8,9,5,7,5,0,5,45,237,113,100,106,147,94,77,0,12,896
127011597,22,8,8,12,25,10,4,0,4,88,0,0,0,0,0,0,0,0,0,0,12,4,0,6,0,0,0,0,0,19,14,3,4,8,6,4,4,0,0,43,209,101,77,74,87,49,40,0,11,649
127011726,6,6,0,6,5,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,4,0,0,4,3,0,0,0,20,100,27,35,27,35,43,25,0,5,293
127011727,24,10,21,28,39,38,30,0,0,190,0,0,0,0,0,0,0,0,0,3,11,7,0,3,0,10,0,0,0,27,12,3,5,0,15,9,8,0,6,46,204,56,99,96,197,165,122,3,11,961
127011728,16,12,9,16,15,17,19,0,0,87,0,0,0,0,0,0,0,0,0,0,8,0,4,5,0,0,0,0,0,13,12,0,6,3,11,11,13,0,5,58,223,84,86,94,147,123,106,0,21,893
127011729,23,3,16,40,55,30,33,0,0,212,0,0,0,0,0,0,0,0,0,4,7,0,3,4,4,4,5,0,0,16,6,0,0,3,16,6,6,0,6,39,181,64,90,117,224,141,105,3,9,937
127021509,59,33,22,26,35,9,21,0,0,205,0,0,0,0,0,0,0,0,0,0,28,3,10,6,0,3,9,0,0,58,18,12,5,5,8,7,9,0,3,62,391,128,125,117,123,104,111,0,14,1116
127021510,49,10,32,27,44,30,51,0,0,244,6,0,6,0,0,0,0,0,0,3,7,4,3,4,0,3,0,0,0,25,13,9,0,3,3,3,0,0,0,40,307,69,114,79,86,80,94,0,13,834
127021511,298,74,73,54,102,111,85,0,12,794,3,0,0,0,0,0,0,0,0,5,78,35,23,15,24,19,32,0,0,219,64,38,28,36,56,52,44,0,21,344,1550,521,402,319,559,506,479,10,88,4433
127021512,32,14,15,9,9,11,8,0,0,99,0,0,0,0,0,0,0,0,0,9,12,3,7,4,0,4,11,0,0,38,17,4,7,0,5,5,7,0,0,44,273,83,97,73,76,69,67,0,10,746
127021513,83,34,46,28,48,31,40,0,4,303,0,0,0,4,0,0,0,0,0,14,11,5,6,4,3,4,3,0,0,35,17,12,0,6,9,12,21,0,3,80,464,195,143,122,161,146,171,0,18,1416
127021514,35,7,11,12,15,18,25,0,5,126,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,15,13,0,4,0,9,0,3,0,0,36,181,44,56,45,52,48,67,0,13,500
127021515,167,82,78,92,107,101,92,0,0,725,4,7,0,0,0,0,0,0,0,9,34,13,24,12,14,15,18,0,0,127,25,9,10,18,19,21,25,0,14,152,754,295,316,303,373,342,338,5,44,2765
127021516,35,18,17,18,20,15,21,0,0,154,0,3,0,0,0,0,0,0,0,4,6,3,9,5,6,3,10,0,0,37,8,0,3,4,4,3,9,0,4,42,235,107,96,85,109,86,99,0,8,822
127021517,201,87,85,89,136,102,74,0,9,778,7,0,0,0,0,0,0,0,0,9,10,9,3,6,5,6,7,0,0,48,15,5,9,5,11,12,11,0,4,64,440,194,164,177,267,191,174,0,22,1624
127021518,31,14,16,12,24,17,13,0,0,119,0,0,0,0,0,0,0,0,0,5,4,0,6,4,5,0,3,0,0,25,63,16,18,20,25,24,30,0,9,203,720,237,280,231,406,314,328,3,38,2562
127021519,62,33,23,32,40,46,45,0,0,289,4,0,0,0,0,0,0,0,0,6,37,8,9,8,12,11,10,0,0,92,35,9,11,10,20,23,31,5,10,150,547,181,174,170,252,211,273,4,24,1836
127021520,58,29,29,11,19,17,18,0,3,180,0,0,0,0,0,0,0,0,0,0,11,6,4,0,0,0,4,0,0,25,10,0,0,0,3,3,0,0,0,27,302,88,93,65,60,60,47,0,8,729
127021521,25,4,6,6,4,14,8,0,0,69,5,5,0,0,0,0,0,0,0,19,114,28,26,24,33,29,42,0,0,303,295,88,80,102,157,152,176,4,37,1085,2597,750,814,781,1185,1001,1337,14,104,8579
127031522,55,13,28,34,57,35,28,0,3,255,0,0,0,0,5,0,0,0,0,12,7,0,4,5,6,3,0,0,0,33,15,0,11,4,16,9,15,0,7,79,435,158,203,208,294,185,200,0,30,1715
127031523,118,30,38,52,76,55,51,3,0,433,11,0,0,0,0,0,0,0,0,17,98,22,13,26,23,25,20,0,3,232,177,46,64,69,91,89,80,0,23,635,1833,536,568,602,830,751,854,11,84,6074
127031524,99,51,48,46,87,59,59,0,0,464,0,0,0,0,0,0,0,0,0,6,11,0,3,0,0,5,8,0,0,36,31,17,18,8,26,26,25,0,13,160,650,249,276,322,423,286,262,9,32,2514
127031599,8,0,10,4,7,12,10,0,3,55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,10,0,3,0,4,0,12,0,0,0,26,81,41,54,44,36,50,34,0,0,340
127031601,59,22,22,38,37,25,15,0,0,223,11,3,3,6,6,24,42,0,5,98,16,0,0,10,5,6,4,0,6,49,27,10,16,14,19,21,26,0,11,148,573,218,196,214,286,236,276,0,41,2045
127031730,10,7,5,4,14,6,7,0,0,50,0,0,3,0,0,3,0,0,0,4,0,4,0,3,3,4,0,0,0,19,0,0,6,5,3,3,0,0,0,30,67,41,76,66,169,97,121,0,5,639
127031731,1056,470,491,573,805,548,212,5,43,4205,0,0,0,5,0,0,0,0,0,7,28,10,11,5,11,19,23,0,0,109,36,22,27,34,47,34,47,0,24,278,2061,842,912,1012,1301,928,616,11,103,7787
127031732,85,41,35,55,66,60,47,0,0,394,4,0,0,0,0,0,0,0,0,6,11,3,5,4,5,4,9,0,0,37,9,0,4,12,10,9,12,0,4,59,282,117,134,167,191,146,126,0,13,1174
127031733,63,16,37,31,61,54,53,0,0,310,5,0,0,6,3,4,5,0,0,20,31,12,9,10,14,14,23,0,3,118,107,48,49,59,80,82,63,0,23,515,1401,476,667,604,750,627,643,8,72,5236
128011529,46,13,7,13,28,21,43,0,0,165,0,0,0,0,0,0,0,0,0,10,9,4,4,0,8,3,0,0,0,29,9,0,5,0,5,5,5,0,0,35,225,39,63,73,110,99,119,0,8,736
128011530,179,47,62,70,93,119,154,0,7,729,4,0,4,3,0,4,0,0,0,8,23,7,7,11,22,15,18,0,0,109,28,5,11,18,31,13,23,0,6,130,684,172,249,319,431,427,521,8,32,2846
128011531,53,25,22,35,67,72,99,0,3,377,9,0,0,4,0,0,4,0,0,17,20,3,8,6,13,11,3,0,0,64,35,8,16,8,20,15,19,0,6,133,558,141,185,196,267,270,343,8,25,1988
128011602,288,86,130,147,224,205,140,0,8,1225,7,0,0,4,4,6,0,0,0,25,51,8,17,23,20,27,15,0,0,166,56,11,26,25,23,23,37,0,14,211,998,242,336,374,535,527,528,12,45,3601
128011603,19,7,3,9,11,9,5,0,0,51,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,10,8,3,5,0,3,0,0,0,0,17,120,13,17,27,35,35,35,0,0,287
128011604,47,11,10,16,39,53,104,0,0,283,8,0,4,4,5,0,4,0,0,28,10,4,7,7,12,11,3,0,0,55,22,6,10,4,14,10,22,0,0,97,501,86,157,188,274,315,416,8,22,1958
128011605,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,39,0,9,7,12,3,7,0,0,80
128011606,15,3,7,10,9,8,8,0,0,48,0,0,0,0,3,0,3,0,0,13,6,0,4,0,5,0,0,0,0,11,9,0,0,0,3,4,0,4,0,15,111,18,24,24,41,32,40,4,3,298
128021533,21,7,7,8,24,26,44,0,0,140,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,12,6,0,0,0,3,4,3,0,0,23,82,19,28,29,54,46,80,0,7,341
128021534,22,7,0,8,4,9,17,0,0,72,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,10,7,0,5,0,0,0,0,0,0,15,162,23,34,31,18,32,33,0,0,336
128021535,65,5,22,13,43,45,53,0,3,259,0,0,0,3,0,0,0,0,0,7,14,6,13,0,6,4,6,0,0,50,12,4,3,4,4,3,10,0,7,52,523,118,170,175,179,138,172,0,20,1502
128021536,57,8,23,22,33,39,54,0,0,239,6,0,0,0,0,4,0,0,0,11,7,3,5,0,6,3,0,0,0,30,13,0,4,3,9,8,5,0,0,41,276,65,90,104,143,122,123,0,5,927
128021537,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,3,0,5,0,3,4,0,0,28
128021538,143,39,58,66,109,91,186,4,5,703,9,0,3,0,5,7,0,0,0,17,56,5,13,12,20,17,14,0,4,146,35,4,17,20,30,22,32,0,14,174,856,176,250,318,428,384,571,8,38,3025
128021607,64,10,10,17,22,31,51,0,3,211,0,0,0,0,0,0,0,0,0,5,12,0,4,0,0,4,5,0,0,28,9,4,0,0,0,5,9,0,3,26,227,43,56,67,97,85,135,0,12,730
128021608,8,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,62,4,10,11,9,20,11,0,0,135
128021609,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,4,5,4,7,4,3,0,0,51
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
199999499,1636,373,468,476,604,495,616,11,60,4741,132,22,42,38,46,57,50,0,3,386,472,100,124,141,145,160,163,4,25,1335,597,128,212,248,337,385,499,15,132,2557,11981,2798,3980,4046,5210,5465,7199,145,810,41629
201011001,25,3,8,18,32,21,16,0,0,130,4,0,0,0,0,0,4,0,0,10,6,0,0,0,3,4,0,0,0,20,0,0,7,0,3,5,5,0,0,15,89,9,39,51,97,89,115,0,7,498
201011002,258,46,68,141,288,239,178,3,9,1229,3,0,0,0,7,0,0,0,0,16,13,0,0,4,15,11,17,0,0,57,15,0,7,12,15,16,15,0,6,82,654,105,166,282,563,505,483,9,33,2798
201011005,23,0,6,8,7,7,4,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,3,13,147,25,35,54,81,65,52,0,8,472
201011006,15,3,0,17,19,42,48,0,0,137,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,3,5,0,0,25,5,0,5,4,6,3,12,0,0,37,120,15,20,43,87,88,149,4,3,526
201011007,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,4,4,9,0,7,0,0,43
201011008,30,3,5,17,18,40,23,0,0,134,4,0,0,4,0,12,17,0,0,43,7,4,3,4,8,19,20,0,0,69,22,6,4,3,7,17,7,0,0,63,319,41,72,124,195,232,242,0,13,1246
201011481,34,0,0,10,29,25,44,0,4,143,8,0,3,0,3,3,0,0,0,17,6,0,0,0,9,0,4,0,0,21,0,0,0,0,3,0,4,0,0,11,99,10,11,22,72,56,87,0,7,370
201011482,14,7,3,0,3,4,5,0,0,41,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,7,64,9,21,14,45,46,55,0,4,256
201011483,18,0,0,5,13,15,45,0,0,105,8,0,3,6,5,4,0,0,0,29,8,0,0,7,8,0,0,0,0,19,0,0,3,0,0,3,0,0,0,9,86,17,22,40,72,63,110,3,6,419
201011484,11,3,8,9,19,25,15,0,4,87,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,9,3,0,0,0,0,0,3,0,3,15,70,8,24,29,57,55,69,0,6,313
201021009,16,0,0,0,10,6,3,0,0,38,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,0,15,8,0,4,0,3,0,3,0,3,19,126,14,17,21,86,56,61,0,7,388
201021010,19,0,8,3,9,0,15,0,0,56,3,0,0,0,4,0,0,0,0,8,9,0,5,0,8,0,3,0,0,25,3,0,0,0,0,0,0,0,0,5,96,4,24,20,53,36,45,0,9,296
201021011,35,4,3,14,8,8,16,0,3,93,4,0,3,6,0,0,0,0,0,17,3,0,0,0,0,4,0,0,0,13,19,0,0,3,0,8,0,0,3,37,237,30,50,65,71,93,108,0,19,686
201021012,6,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,12,50,6,13,10,13,12,14,0,3,120
201031013,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,11,6,7,6,12,0,0,80
201031014,9,0,0,0,7,6,0,0,0,24,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,4,0,0,9,3,0,0,0,0,0,0,0,0,3,61,3,8,12,19,17,21,0,6,140
201031015,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,31,4,0,3,4,12,3,4,0,59
201031016,34,0,0,5,27,17,34,0,9,118,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,8,0,0,0,0,12,124,7,18,20,58,45,55,0,13,334
201031017,8,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,36,0,0,8,13,16,21,0,5,88
202011018,222,34,55,98,262,214,271,9,12,1182,7,0,0,3,3,5,6,0,0,31,27,0,4,4,19,14,17,0,3,82,16,0,3,8,15,16,19,0,3,79,600,95,146,249,568,492,610,6,35,2810
202011019,6,0,3,4,10,14,13,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,5,0,0,4,0,5,6,0,3,13,38,7,10,16,38,29,42,0,3,190
202011020,29,9,10,13,44,32,44,0,0,175,0,0,0,0,0,6,0,0,0,3,0,0,0,5,6,0,4,0,0,19,8,0,0,3,18,19,16,0,0,49,154,29,38,65,133,141,179,0,12,743
202011021,12,0,0,5,10,11,10,0,0,52,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,63,14,21,26,34,39,34,0,0,229
202011022,26,9,9,9,52,39,49,0,0,193,0,0,0,0,4,0,3,0,0,11,3,0,0,0,4,3,0,0,0,22,8,0,0,3,9,10,5,0,3,40,165,23,49,59,138,125,125,3,8,695
202011023,5,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,26,0,4,3,12,9,0,0,0,59
202011024,4,0,7,3,7,3,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,27,0,7,12,26,14,19,0,7,123
202011025,4,5,3,4,10,13,8,0,0,42,6,0,0,0,0,0,0,0,0,8,0,0,3,0,3,3,0,0,0,15,0,0,0,0,5,3,4,0,0,20,69,5,25,35,92,76,63,0,6,373
202021026,3,0,0,0,11,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,3,0,0,0,10,3,5,0,0,23,49,13,11,28,192,129,135,0,11,572
202021027,44,7,11,13,23,10,10,0,7,121,9,0,0,0,0,0,4,0,0,23,9,3,3,0,0,0,0,0,0,18,16,4,5,8,11,7,5,0,0,51,267,50,71,82,132,85,103,0,17,812
202021028,8,0,0,4,3,0,0,0,0,22,4,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,12,106,15,17,27,19,25,8,0,8,222
202021029,7,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,57,9,14,10,20,22,14,0,8,156
202021030,44,3,3,5,24,30,19,0,3,137,7,0,3,0,3,4,0,0,0,24,9,0,0,0,5,6,0,0,0,14,10,0,0,5,4,0,7,0,0,31,255,17,59,69,137,113,179,0,13,848
202021031,27,3,8,10,19,32,17,0,0,116,3,0,0,6,0,0,0,0,0,5,11,0,0,0,3,3,5,0,0,25,5,0,0,5,0,0,3,0,0,13,146,23,33,50,71,58,41,0,8,437
202031032,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,10,0,0,0,0,5,0,0,0,0,7,33,7,10,20,20,26,18,0,0,136
202031033,6,0,0,3,7,12,7,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,3,0,0,11,64,6,8,16,34,46,46,4,3,233
203011034,8,4,8,0,15,13,10,0,0,55,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,5,0,0,9,64,8,17,20,39,49,50,0,3,258
203011035,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,0,0,0,0,3,3,0,0,0,7,74,11,15,12,31,37,31,0,4,215
203011036,12,0,0,7,5,3,3,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,77,7,11,14,32,24,14,5,4,180
203021037,74,11,21,26,91,60,60,0,8,353,3,0,0,0,4,0,0,0,0,13,3,0,0,0,16,5,14,0,0,47,4,0,0,0,3,0,9,0,5,21,210,34,45,79,227,147,205,0,17,963
203021039,516,94,131,172,363,292,247,7,23,1851,24,0,3,3,7,10,8,0,0,61,39,3,15,16,48,38,45,0,0,192,51,5,12,24,52,70,62,0,24,298,1785,298,457,624,1250,1235,1280,20,108,7061
203021040,69,14,10,11,41,50,38,0,3,226,0,0,0,4,4,0,0,0,0,6,12,0,0,8,8,16,9,0,0,48,5,0,0,0,7,8,13,0,0,30,241,33,43,80,160,195,240,0,11,1010
203021042,92,10,36,39,108,84,82,3,0,453,0,0,0,0,0,0,0,0,0,3,9,0,5,0,4,0,3,0,0,18,0,0,3,0,7,19,9,0,5,45,337,60,117,165,327,356,421,9,14,1811
203021043,26,6,3,20,39,20,29,0,0,143,3,0,0,0,0,0,4,0,0,14,7,5,0,4,6,9,5,0,0,36,13,0,8,0,19,24,27,0,9,101,372,75,93,165,372,370,340,7,29,1826
203021044,28,0,9,7,13,17,37,0,0,110,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,16,0,0,0,0,0,4,3,0,0,15,102,4,26,26,62,60,66,0,0,357
203021045,52,13,4,15,41,57,53,0,4,247,6,0,0,0,0,0,0,0,0,9,8,4,4,0,3,19,11,0,0,46,5,0,6,0,6,3,8,0,0,33,244,52,52,57,145,162,174,0,18,901
203021046,17,4,5,13,13,14,8,0,3,69,10,0,0,0,4,0,0,0,0,15,9,0,0,0,6,10,8,0,5,44,8,3,0,3,9,3,10,0,0,35,211,26,35,62,117,89,103,0,15,660
203021047,138,17,40,58,100,78,69,0,0,497,3,0,0,3,0,0,0,0,0,8,24,9,3,4,15,21,36,0,0,112,43,0,4,7,21,30,24,0,7,133,668,100,143,219,463,460,459,7,26,2530
203021485,19,6,3,10,29,30,36,0,0,135,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,6,4,0,0,0,0,3,0,0,0,11,50,9,13,22,61,62,92,0,3,313
203021486,25,11,5,15,28,18,20,0,0,123,6,0,0,0,0,0,0,0,0,9,12,6,3,0,9,10,7,0,0,53,22,8,7,0,11,12,22,0,4,82,360,72,64,109,220,219,282,4,9,1334
203021487,58,3,6,27,76,89,107,0,3,373,0,0,0,4,0,6,3,0,0,19,7,0,0,5,11,0,10,0,4,36,11,4,5,0,5,7,24,0,3,58,243,35,54,94,261,266,332,0,19,1313
203021488,32,4,10,17,29,36,31,0,0,158,0,0,0,0,3,0,0,0,0,6,9,0,0,0,0,14,4,0,0,34,18,0,0,3,6,7,8,0,0,40,185,21,42,57,154,177,140,0,11,787
203031048,17,0,4,5,17,12,18,0,0,71,0,3,0,0,0,4,0,0,0,6,7,0,4,0,3,4,0,0,0,18,12,0,0,0,5,4,0,0,0,19,171,13,18,39,76,71,65,0,12,464
203031049,19,0,5,5,11,8,4,0,0,52,3,0,4,4,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,6,0,0,10,96,13,19,26,55,84,102,0,8,414
203031051,19,0,0,0,3,6,9,0,0,44,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,14,102,12,10,14,43,32,49,0,15,268
203031052,16,5,4,4,24,13,17,0,0,74,8,0,0,3,0,0,0,0,0,13,4,0,0,0,0,4,0,0,0,6,3,0,0,0,6,0,3,0,0,10,117,13,16,31,53,42,62,0,6,336
203031053,43,8,13,15,37,61,59,0,0,231,9,0,3,0,0,9,4,0,0,28,22,5,6,8,15,14,16,0,0,87,12,0,4,3,9,6,13,0,0,50,291,45,77,116,233,275,269,0,11,1322
203031489,0,0,4,0,15,9,14,0,0,45,0,0,0,0,4,0,3,0,0,24,0,0,0,0,8,5,4,0,0,12,3,0,0,3,0,6,3,0,0,22,86,16,30,36,74,84,90,4,6,410
203031490,38,3,9,19,37,36,36,0,0,184,8,0,0,0,0,0,0,0,0,14,11,6,0,0,9,8,8,0,0,41,13,0,4,0,3,12,5,0,9,44,220,30,39,62,148,132,155,0,17,799
204011054,29,0,4,5,6,11,9,0,4,71,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,0,8,6,0,0,0,6,0,4,0,0,14,143,16,26,25,24,43,72,0,13,355
204011055,16,0,9,3,18,11,17,0,0,74,5,0,0,4,4,11,15,0,0,31,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,7,3,0,0,9,87,10,12,19,46,48,55,0,10,278
204011056,42,8,9,18,50,39,23,0,0,184,3,0,0,3,6,4,0,0,0,15,6,0,0,0,0,8,0,0,5,19,10,0,4,3,6,3,0,0,5,31,192,31,51,77,155,125,109,3,22,764
204011057,33,0,8,5,4,5,4,0,3,60,9,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,4,0,0,21,13,0,0,0,0,3,3,0,0,31,219,27,31,53,57,60,109,6,19,568
204011058,10,0,3,9,6,9,5,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,7,0,0,15,67,5,7,25,38,62,64,0,9,273
204011059,22,0,0,6,18,24,13,0,7,99,0,0,0,0,0,4,0,0,0,5,5,0,0,0,0,7,4,0,0,17,0,0,3,0,3,6,5,0,4,19,98,17,12,32,70,80,74,0,22,402
204011060,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,14,94,18,15,19,54,31,20,5,3,258
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
