POW_SA2_CODE_2021,Pro_500_649_A_25_34,Pro_500_649_A_35_44,Pro_500_649_A_45_54,Pro_500_649_A_55_64,Pro_500_649_A_65_74,Pro_500_649_A_75ov,Pro_500_649_Tot,Pro_650_799_A_15_19,Pro_650_799_A_20_24,Pro_650_799_A_25_34,Pro_650_799_A_35_44,Pro_650_799_A_45_54,Pro_650_799_A_55_64,Pro_650_799_A_65_74,Pro_650_799_A_75ov,Pro_650_799_Tot,Pro_800_999_A_15_19,Pro_800_999_A_20_24,Pro_800_999_A_25_34,Pro_800_999_A_35_44,Pro_800_999_A_45_54,Pro_800_999_A_55_64,Pro_800_999_A_65_74,Pro_800_999_A_75ov,Pro_800_999_Tot,Pro_1000_1249_A_15_19,Pro_1000_1249_A_20_24,Pro_1000_1249_A_25_34,Pro_1000_1249_A_35_44,Pro_1000_1249_A_45_54,Pro_1000_1249_A_55_64,Pro_1000_1249_A_65_74,Pro_1000_1249_A_75ov,Pro_1000_1249_Tot,Pro_1250_1499_A_15_19,Pro_1250_1499_A_20_24,Pro_1250_1499_A_25_34,Pro_1250_1499_A_35_44,Pro_1250_1499_A_45_54,Pro_1250_1499_A_55_64,Pro_1250_1499_A_65_74,Pro_1250_1499_A_75ov,Pro_1250_1499_Tot,Pro_1500_1749_A_15_19,Pro_1500_1749_A_20_24,Pro_1500_1749_A_25_34,Pro_1500_1749_A_35_44,Pro_1500_1749_A_45_54,Pro_1500_1749_A_55_64,Pro_1500_1749_A_65_74,Pro_1500_1749_A_75ov,Pro_1500_1749_Tot,Pro_1750_1999_A_15_19,Pro_1750_1999_A_20_24,Pro_1750_1999_A_25_34,Pro_1750_1999_A_35_44,Pro_1750_1999_A_45_54,Pro_1750_1999_A_55_64,Pro_1750_1999_A_65_74,Pro_1750_1999_A_75ov,Pro_1750_1999_Tot,Pro_2000_2999_A_15_19,Pro_2000_2999_A_20_24,Pro_2000_2999_A_25_34,Pro_2000_2999_A_35_44,Pro_2000_2999_A_45_54,Pro_2000_2999_A_55_64,Pro_2000_2999_A_65_74,Pro_2000_2999_A_75ov,Pro_2000_2999_Tot,Pro_3000_3499_A_15_19,Pro_3000_3499_A_20_24,Pro_3000_3499_A_25_34,Pro_3000_3499_A_35_44,Pro_3000_3499_A_45_54,Pro_3000_3499_A_55_64,Pro_3000_3499_A_65_74,Pro_3000_3499_A_75ov,Pro_3000_3499_Tot,Pro_3500mo_A_15_19,Pro_3500mo_A_20_24,Pro_3500mo_A_25_34,Pro_3500mo_A_35_44,Pro_3500mo_A_45_54,Pro_3500mo_A_55_64,Pro_3500mo_A_65_74,Pro_3500mo_A_75ov,Pro_3500mo_Tot,Pro_PINS_A_15_19,Pro_PINS_A_20_24,Pro_PINS_A_25_34,Pro_PINS_A_35_44,Pro_PINS_A_45_54,Pro_PINS_A_55_64,Pro_PINS_A_65_74,Pro_PINS_A_75ov,Pro_PINS_Tot,Pro_Tot_A_15_19,Pro_Tot_A_20_24,Pro_Tot_A_25_34,Pro_Tot_A_35_44,Pro_Tot_A_45_54,Pro_Tot_A_55_64,Pro_Tot_A_65_74,Pro_Tot_A_75ov,Pro_Tot_Tot,TaTW_NNI_A_15_19,TaTW_NNI_A_20_24,TaTW_NNI_A_25_34,TaTW_NNI_A_35_44,TaTW_NNI_A_45_54,TaTW_NNI_A_55_64,TaTW_NNI_A_65_74,TaTW_NNI_A_75ov,TaTW_NNI_Tot,TaTW_1_149_A_15_19,TaTW_1_149_A_20_24,TaTW_1_149_A_25_34,TaTW_1_149_A_35_44,TaTW_1_149_A_45_54,TaTW_1_149_A_55_64,TaTW_1_149_A_65_74,TaTW_1_149_A_75ov,TaTW_1_149_Tot,TaTW_150_299_A_15_19,TaTW_150_299_A_20_24,TaTW_150_299_A_25_34,TaTW_150_299_A_35_44,TaTW_150_299_A_45_54,TaTW_150_299_A_55_64,TaTW_150_299_A_65_74,TaTW_150_299_A_75ov,TaTW_150_299_Tot,TaTW_300_399_A_15_19,TaTW_300_399_A_20_24,TaTW_300_399_A_25_34,TaTW_300_399_A_35_44,TaTW_300_399_A_45_54,TaTW_300_399_A_55_64,TaTW_300_399_A_65_74,TaTW_300_399_A_75ov,TaTW_300_399_Tot,TaTW_400_499_A_15_19,TaTW_400_499_A_20_24,TaTW_400_499_A_25_34,TaTW_400_499_A_35_44,TaTW_400_499_A_45_54,TaTW_400_499_A_55_64,TaTW_400_499_A_65_74,TaTW_400_499_A_75ov,TaTW_400_499_Tot,TaTW_500_649_A_15_19,TaTW_500_649_A_20_24,TaTW_500_649_A_25_34,TaTW_500_649_A_35_44,TaTW_500_649_A_45_54,TaTW_500_649_A_55_64,TaTW_500_649_A_65_74,TaTW_500_649_A_75ov,TaTW_500_649_Tot,TaTW_650_799_A_15_19,TaTW_650_799_A_20_24,TaTW_650_799_A_25_34,TaTW_650_799_A_35_44,TaTW_650_799_A_45_54,TaTW_650_799_A_55_64,TaTW_650_799_A_65_74,TaTW_650_799_A_75ov,TaTW_650_799_Tot,TaTW_800_999_A_15_19,TaTW_800_999_A_20_24,TaTW_800_999_A_25_34,TaTW_800_999_A_35_44,TaTW_800_999_A_45_54,TaTW_800_999_A_55_64,TaTW_800_999_A_65_74,TaTW_800_999_A_75ov,TaTW_800_999_Tot,TaTW_1000_1249_A_15_19,TaTW_1000_1249_A_20_24,TaTW_1000_1249_A_25_34,TaTW_1000_1249_A_35_44,TaTW_1000_1249_A_45_54,TaTW_1000_1249_A_55_64,TaTW_1000_1249_A_65_74,TaTW_1000_1249_A_75ov,TaTW_1000_1249_Tot,TaTW_1250_1499_A_15_19,TaTW_1250_1499_A_20_24,TaTW_1250_1499_A_25_34,TaTW_1250_1499_A_35_44,TaTW_1250_1499_A_45_54,TaTW_1250_1499_A_55_64,TaTW_1250_1499_A_65_74,TaTW_1250_1499_A_75ov,TaTW_1250_1499_Tot,TaTW_1500_1749_A_15_19,TaTW_1500_1749_A_20_24,TaTW_1500_1749_A_25_34,TaTW_1500_1749_A_35_44
308031213,4,3,3,4,4,0,23,0,4,0,10,3,7,3,0,30,0,4,3,9,3,7,0,0,24,0,9,18,8,11,8,4,0,58,0,8,27,17,16,7,5,0,73,0,6,33,19,27,17,5,0,109,0,0,29,28,24,23,3,0,108,0,3,13,44,43,23,4,0,133,0,0,0,7,3,4,0,0,17,0,0,0,3,4,14,3,0,18,0,0,0,0,0,0,0,0,0,0,44,149,150,147,111,20,10,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,8,4,0,0,0,0,0,3,0,7,0,0,0,3,3,0,0,0,15,0,9,7,0,3,0,0,0,21,4,0,6,0,0,4,0,0,22,0,5,11,9,5,12,0,0,32,0,0,10,12,8,3,0,0,28,0,0,9,5
308031214,5,0,0,0,0,0,10,0,3,5,0,0,0,0,0,12,0,4,11,4,9,3,0,0,28,0,3,0,13,3,8,0,0,26,0,3,18,12,7,13,0,0,52,0,0,17,17,8,8,0,0,53,0,0,17,21,16,5,0,0,54,0,0,16,32,28,25,0,0,113,0,0,4,3,4,3,0,0,17,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,3,0,24,95,109,83,74,16,0,406,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,9,12,3,6,3,0,0,0,0,28,8,11,7,7,3,3,0,0,40,6,16,10,7,3,3,3,0,47,7,23,25,13,8,4,0,0,77,0,16,33,15,20,19,0,0,113,0,15,25,17,12,9,5,0,80,0,7,18,15
308031215,4,0,0,0,0,0,9,0,3,11,8,7,0,0,0,31,0,6,4,3,7,0,0,0,29,0,8,36,15,16,9,3,0,87,0,11,38,18,15,11,3,0,96,0,4,37,33,27,15,4,0,125,0,0,18,31,35,19,9,0,104,0,0,21,41,42,29,3,0,135,0,0,3,3,5,7,0,0,22,0,0,0,10,5,4,0,0,18,0,0,4,0,0,0,0,0,5,0,37,172,171,167,106,23,0,681,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,8,7,0,4,3,0,0,0,0,12,4,0,0,0,0,3,0,0,13,13,0,0,6,6,8,0,0,36,34,9,7,3,0,5,0,0,62,23,36,10,11,10,9,4,0,100,12,41,47,27,13,19,9,0,171,0,27,80,46,38,34,4,0,230,0,22,49,46,33,30,0,0,182,5,8,47,36
308031216,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,5,0,0,7,4,0,0,0,0,19,0,0,15,8,5,10,3,0,32,0,13,14,11,10,7,0,0,54,0,4,23,9,14,9,0,0,66,0,0,7,19,19,9,0,0,59,0,0,10,24,28,21,3,0,85,0,0,3,0,0,0,0,0,8,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,22,85,90,82,61,11,0,348,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,3,0,0,0,4,0,3,0,0,12,9,0,0,0,0,3,0,0,10,0,3,3,0,0,4,3,0,24,0,8,6,6,3,4,0,0,26,0,8,10,8,9,9,0,0,37,0,0,10,10,12,6,0,0,37,0,0,8,8
308031217,12,4,8,0,3,0,27,3,11,26,23,11,8,0,0,80,0,20,31,20,14,20,3,0,107,0,32,59,44,27,29,7,5,201,0,31,89,58,48,20,8,0,252,0,15,70,73,59,39,5,0,269,0,0,62,81,64,35,5,0,252,0,5,77,129,108,66,17,3,403,0,0,14,35,22,12,4,0,88,0,0,9,37,32,32,5,0,118,0,0,4,3,0,5,0,0,7,10,123,447,512,393,275,66,9,1851,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,4,0,17,4,0,3,0,0,4,0,0,15,5,5,4,3,4,4,0,0,24,12,3,7,3,3,3,5,0,32,19,26,10,13,6,3,0,0,81,15,37,20,14,8,4,0,0,98,10,57,43,24,17,15,4,0,162,5,38,65,42,21,23,5,0,193,0,16,62,37,33,26,0,0,179,0,10,56,42
308031218,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,6,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,14,5,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,5,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,4,0,0,5,6,0,7,0,0,13,0,0,4,0,3,3,0,0,14,0,0,0,0,6,0,0,0,16,0,0,6,0
308031219,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,9,0,0,7,3,0,0,0,0,11,0,0,0,4,0,3,3,0,13,0,0,0,4,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,26,10,25,13,0,93,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,4,6,0,7,3,0,0,0,0,3,0,0,5,0,0,4,0,0,0,0,0,7,7,0,4,3,0,0,0,0,17,0,0,0,0,3,3,0,0,10,0,4,7,0,3,4,0,0,26,0,0,12,5,7,6,3,0,25,0,0,5,7,0,5,0,0,19,0,0,3,5
308031220,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,6,0,0,3,6,3,0,0,0,14,0,0,4,9,8,7,0,0,27,0,0,0,3,0,3,0,0,14,0,0,0,0,6,4,0,0,13,0,0,0,0,0,0,0,0,0,0,8,17,25,25,14,4,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,5,0,0,8,0,0,3,0,0,0,0,0,9,3,3,3,0,0,0,0,0,12,4,6,8,0,4,3,0,0,21,0,3,3,0,4,3,0,0,22,0,5,5,0
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
308031222,8,4,0,3,4,0,22,4,4,18,18,10,9,3,0,74,0,15,35,32,20,9,5,0,115,0,27,66,61,27,23,9,0,208,0,53,93,73,43,28,6,0,297,0,33,156,98,69,63,7,0,423,0,14,108,97,82,62,10,0,371,0,11,101,137,118,97,8,0,480,0,0,17,8,14,3,0,0,44,0,0,12,44,53,40,12,0,170,0,0,0,4,0,0,0,0,5,10,163,626,577,442,361,86,4,2266,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,5,0,0,0,5,4,4,0,0,9,3,0,4,0,0,8,0,0,10,3,9,3,3,0,0,5,0,25,4,9,18,7,10,9,0,0,54,0,11,19,13,9,13,0,0,63,0,14,25,18,10,11,5,0,86,0,8,25,11,9,8,0,0,65,0,0,9,7
308031223,7,4,8,8,9,0,36,0,0,8,13,3,7,3,0,41,0,10,21,17,19,10,6,0,82,0,9,29,23,20,18,0,0,101,0,12,33,30,27,29,5,0,145,0,7,30,41,34,29,8,0,149,0,0,13,41,47,31,9,0,143,0,0,27,41,56,32,8,0,169,0,0,6,3,6,7,4,0,29,0,0,14,9,6,9,6,0,45,0,0,0,5,0,4,0,0,6,5,50,191,240,248,198,64,5,1008,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,15,6,0,5,0,0,3,0,0,21,4,0,3,4,4,4,7,0,29,16,12,0,10,5,4,4,0,45,25,12,5,7,7,9,0,0,69,14,21,13,18,15,9,3,0,100,4,32,38,23,15,15,4,0,129,0,14,54,46,24,20,5,0,165,0,9,29,21,25,21,5,0,110,0,0,19,15
308041528,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,9,0,0,4,9,0,0,0,0,21,0,0,6,9,4,6,0,0,35,0,16,16,9,6,0,0,0,49,0,4,16,8,12,7,0,0,58,0,5,14,15,7,8,4,0,50,0,6,44,24,20,16,4,0,124,0,0,17,12,7,3,0,0,38,0,0,12,12,15,8,0,0,51,0,0,0,0,0,0,0,0,7,0,40,151,117,87,66,16,0,478,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,3,0,13,5,0,4,0,0,0,0,5,17,6,7,3,3,10,0,5,0,31,3,11,12,8,9,11,3,0,55,8,15,17,21,13,8,0,0,77,0,13,18,12,10,6,0,0,65,0,8,22,10
308041529,0,3,0,0,0,0,6,0,0,4,0,4,4,0,0,19,0,4,12,6,0,4,0,0,34,0,3,9,9,0,12,3,0,41,0,8,13,9,14,0,0,0,50,0,10,20,16,7,13,0,0,65,0,3,12,15,12,8,0,0,50,0,0,12,15,17,13,0,0,59,0,0,0,0,0,0,0,0,11,0,0,0,3,9,3,0,0,14,0,0,0,0,0,0,0,0,0,0,39,91,94,72,57,6,0,360,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,0,6,3,0,0,3,0,11,9,0,0,0,0,3,0,0,17,16,3,0,4,0,0,6,0,28,12,11,5,5,5,4,5,0,43,0,11,13,3,4,5,0,0,34,0,11,21,4,6,16,3,0,59,0,9,11,10,10,7,4,0,57,0,4,14,8
308051530,0,0,3,3,4,0,11,0,0,4,5,0,3,0,0,14,0,0,0,5,0,0,0,0,14,0,0,0,9,4,9,0,0,24,0,4,0,4,3,0,0,0,15,0,3,4,8,6,6,0,0,32,0,0,4,3,8,4,0,0,15,0,0,8,4,6,7,0,0,29,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,7,32,54,40,47,9,5,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8,0,0,0,0,7,0,4,0,18,0,0,5,5,0,7,0,0,16,0,0,0,0,6,3,5,0,18,0,3,4,8,3,6,0,0,21,0,0,4,3,6,4,0,0,24,0,0,6,5,6,9,0,0,26,0,0,3,7,9,4,0,0,25,0,0,5,4
308051531,0,0,7,3,4,0,14,0,0,5,9,3,0,0,0,15,0,0,9,3,0,0,0,0,18,0,0,15,18,15,11,0,0,52,0,4,14,4,8,0,0,0,34,0,7,17,16,17,5,0,0,64,0,0,10,25,34,11,0,0,77,0,0,11,25,37,14,0,0,85,0,0,4,5,8,0,0,0,15,0,0,0,7,6,0,4,0,22,0,0,0,0,0,0,0,0,4,4,18,93,112,136,58,14,5,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,12,7,0,0,4,5,0,0,0,18,13,10,0,12,5,0,4,0,38,6,11,0,7,9,0,0,0,40,0,19,10,7,8,8,0,0,52,0,7,11,12,5,0,3,0,43,0,5,13,19
308051532,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,4,5,5,0,0,14,0,0,5,4,6,5,3,0,18,0,0,8,13,11,11,0,0,41,0,0,6,7,9,8,0,0,38,0,0,14,16,29,25,6,0,91,0,0,4,11,9,0,0,0,26,0,0,8,15,20,13,4,0,54,0,0,0,0,0,3,0,0,6,0,3,51,78,84,66,16,0,306,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,12,3,0,0,0,0,0,0,21,9,11,0,0,0,0,0,0,20,11,20,9,9,4,3,0,0,50,10,11,10,5,3,11,0,0,58,3,17,21,22,15,17,0,0,98,0,18,33,30
308051533,3,0,0,3,0,0,6,0,0,7,3,4,7,0,0,23,0,4,0,13,7,0,0,0,25,0,4,6,11,5,3,3,0,36,0,3,13,5,4,9,0,0,35,0,8,14,13,4,4,4,0,51,0,5,17,11,15,6,0,0,58,0,0,24,28,34,20,0,0,107,0,0,0,7,3,6,0,0,17,0,0,3,9,16,3,3,0,31,0,0,0,0,0,0,0,0,0,0,26,102,107,95,63,13,0,412,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,5,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,0,0,0,0,0,0,0,9,12,3,4,0,5,3,0,0,29,4,10,9,4,0,4,0,0,30,4,8,12,5,0,0,0,0,41,5,18,14,13,12,5,0,0,65,0,9,22,22,13,12,0,0,72,0,9,26,19
308051534,11,7,0,4,0,0,33,0,4,13,8,9,3,5,0,47,0,6,28,19,16,8,3,0,81,0,14,37,26,25,12,9,0,118,0,15,58,38,34,12,0,0,161,0,10,64,48,31,15,0,0,170,0,3,32,30,46,22,6,0,147,0,10,44,56,63,40,7,0,217,0,0,3,7,15,7,0,0,43,0,0,8,38,32,15,10,0,95,0,0,5,6,5,3,4,0,12,6,73,311,285,291,152,39,4,1169,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,8,0,0,4,0,4,0,0,0,6,0,5,4,0,0,0,0,0,17,9,0,6,3,4,0,0,0,29,29,11,8,9,5,7,9,4,84,15,25,22,10,12,9,0,0,101,10,26,40,20,15,11,3,0,117,3,22,55,45,39,19,0,0,180,4,11,41,28,22,17,6,0,126,0,5,38,37
308051535,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,9,0,0,3,10,3,0,0,0,20,0,0,8,4,5,3,0,0,24,0,4,17,12,6,10,0,0,47,0,0,26,19,7,3,4,0,60,0,3,17,10,19,7,0,0,53,0,6,28,40,23,33,8,0,131,0,0,0,11,4,11,0,0,37,0,0,3,14,8,4,0,0,29,0,0,0,0,0,0,0,0,4,0,18,112,126,87,78,19,6,436,0,0,0,0,0,0,0,0,6,7,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,5,3,0,0,0,0,12,5,4,5,0,0,0,0,0,17,3,0,0,6,4,6,0,0,20,4,5,9,4,3,7,6,0,38,6,10,14,4,10,8,0,0,49,10,12,17,15,17,11,3,0,88,0,12,24,14,16,14,0,0,77,4,3,37,41
308051536,3,3,0,0,0,0,5,0,0,0,4,4,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,6,3,4,0,0,0,20,0,3,3,7,4,0,0,0,21,0,0,14,0,5,6,3,0,24,0,0,4,13,10,0,0,0,30,0,0,0,9,7,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,50,44,32,22,4,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,4,0,0,0,0,9,0,3,3,4,0,0,0,0,8,0,3,0,0,0,0,0,0,5,0,8,0,5,0,0,0,0,21,0,0,0,5,5,0,0,0,10,0,0,6,0,0,4,0,0,8,0,0,0,0
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,9,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,4,0,8,0,0,0,0,8,0,0,6,5,3,3,0,0,18,0,0,6,3
308051538,5,0,0,0,5,0,8,0,3,4,0,3,0,0,0,11,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,11,0,0,4,7,3,0,0,0,16,0,0,0,8,4,0,0,0,8,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,18,25,14,11,8,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,0,0,0,0,16,0,3,0,3,0,4,0,0,16,3,3,9,5,6,0,3,0,24,0,5,16,4,7,5,0,0,38,0,9,6,8,5,9,0,0,28,0,3,9,12
308051539,0,4,0,3,0,0,13,0,4,6,5,10,9,0,0,31,0,0,17,15,7,3,0,0,52,0,10,18,22,22,12,5,0,99,0,19,37,18,21,13,0,0,115,0,15,48,29,26,19,3,0,141,0,6,24,33,31,24,0,0,108,0,5,23,58,52,30,0,0,168,0,0,3,5,4,3,0,0,20,0,0,4,16,15,13,0,0,48,0,0,0,0,0,0,0,0,0,6,60,193,212,194,124,16,0,807,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,4,5,4,4,0,0,0,15,4,5,8,0,7,3,0,0,23,0,8,6,3,7,3,0,0,23,0,4,4,5,10,8,0,0,34,3,5,4,0,4,8,0,0,21,0,0,0,0
309011224,7,5,0,4,0,0,18,0,4,0,6,0,3,3,0,22,0,12,9,4,9,6,0,0,37,0,5,12,10,9,0,3,0,30,0,3,16,9,3,6,0,0,34,0,0,6,5,3,7,3,0,31,0,0,11,9,5,3,3,0,35,0,0,11,15,8,4,6,0,52,0,0,6,11,6,3,0,0,23,0,0,4,10,11,9,0,0,46,0,0,0,0,0,0,0,0,0,0,28,90,87,57,54,28,0,345,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,0,5,5,3,0,0,0,19,5,12,10,0,4,3,0,0,37,5,16,21,8,8,8,0,0,69,0,20,21,15,9,6,0,0,65,0,10,24,16,17,5,3,0,66,0,4,4,9,5,3,0,0,26,0,0,8,10
309011225,21,17,12,9,9,3,82,5,21,30,20,13,3,0,0,96,0,45,81,42,12,9,6,0,199,0,56,149,67,38,26,9,0,342,0,20,126,69,38,22,4,4,293,0,5,99,74,46,24,8,0,253,0,0,41,44,32,18,0,4,135,0,7,43,78,72,31,7,0,238,0,0,6,17,7,10,3,0,49,0,0,11,34,36,18,3,0,105,0,5,0,3,3,3,0,0,14,16,196,635,479,309,188,55,12,1893,0,0,4,0,0,0,0,0,9,11,0,0,0,0,0,0,0,8,10,0,0,0,4,4,0,0,16,9,4,7,5,0,4,0,0,32,6,15,14,4,7,6,9,5,61,34,27,23,10,9,16,3,0,135,18,69,42,32,22,15,8,0,215,8,72,129,48,66,40,9,0,385,0,49,195,110,82,69,12,0,521,0,38,115,101,83,50,7,0,396,0,9,85,84
309011226,12,15,7,7,6,4,50,0,3,18,21,8,7,0,0,54,0,12,35,14,18,7,6,0,93,0,18,44,20,16,11,3,0,113,0,19,49,33,25,9,6,0,133,0,4,54,37,26,11,0,0,128,0,0,30,34,29,18,9,0,118,0,0,22,55,66,24,5,0,165,0,0,5,12,7,9,0,0,28,0,0,8,19,31,5,3,0,66,0,0,0,4,0,0,0,0,8,4,63,275,262,235,109,40,0,1004,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,0,14,3,5,3,9,7,0,0,0,21,5,6,0,4,7,0,3,0,37,0,12,14,7,12,9,8,0,65,0,9,22,15,16,6,0,0,71,0,10,23,17,13,13,0,0,79,0,3,14,14,13,5,0,0,44,0,0,7,10
309011227,20,13,9,5,0,0,54,0,9,28,9,17,12,4,0,77,0,22,44,30,20,12,0,0,130,0,19,89,41,29,25,8,0,217,0,11,86,37,25,29,5,4,199,0,8,73,60,40,26,11,3,216,0,8,40,37,46,21,3,0,155,0,3,43,80,58,32,8,0,225,0,0,8,26,16,8,5,0,55,0,0,14,35,29,19,10,8,112,0,0,3,4,3,0,0,0,11,5,101,468,382,299,191,67,14,1523,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,13,4,0,6,4,5,0,0,0,21,11,3,9,8,6,5,0,0,43,19,13,22,9,9,9,0,0,84,3,35,56,26,16,22,7,0,161,5,32,100,54,29,21,6,0,247,3,27,125,63,37,26,9,0,287,0,15,53,51,50,24,0,0,192,0,5,38,50
