POW_SA2_CODE_2021,Pro_300_399_H_0,Pro_300_399_H_1_19,Pro_300_399_H_20_29,Pro_300_399_H_30_34,Pro_300_399_H_35_39,Pro_300_399_H_40_44,Pro_300_399_H_45_49,Pro_300_399_H_50ov,Pro_300_399_H_NS,Pro_300_399_H_Tot,Pro_400_499_H_0,Pro_400_499_H_1_19,Pro_400_499_H_20_29,Pro_400_499_H_30_34,Pro_400_499_H_35_39,Pro_400_499_H_40_44,Pro_400_499_H_45_49,Pro_400_499_H_50ov,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_19,Pro_500_649_H_20_29,Pro_500_649_H_30_34,Pro_500_649_H_35_39,Pro_500_649_H_40_44,Pro_500_649_H_45_49,Pro_500_649_H_50ov,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_19,Pro_650_799_H_20_29,Pro_650_799_H_30_34,Pro_650_799_H_35_39,Pro_650_799_H_40_44,Pro_650_799_H_45_49,Pro_650_799_H_50ov,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_19,Pro_800_999_H_20_29,Pro_800_999_H_30_34,Pro_800_999_H_35_39,Pro_800_999_H_40_44,Pro_800_999_H_45_49,Pro_800_999_H_50ov,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_19,Pro_1000_1249_H_20_29,Pro_1000_1249_H_30_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40_44,Pro_1000_1249_H_45_49,Pro_1000_1249_H_50ov,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_19,Pro_1250_1499_H_20_29,Pro_1250_1499_H_30_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40_44,Pro_1250_1499_H_45_49,Pro_1250_1499_H_50ov,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_19,Pro_1500_1749_H_20_29,Pro_1500_1749_H_30_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40_44,Pro_1500_1749_H_45_49,Pro_1500_1749_H_50ov,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_19,Pro_1750_1999_H_20_29,Pro_1750_1999_H_30_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40_44,Pro_1750_1999_H_45_49,Pro_1750_1999_H_50ov,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_19,Pro_2000_2999_H_20_29,Pro_2000_2999_H_30_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40_44,Pro_2000_2999_H_45_49,Pro_2000_2999_H_50ov,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000_3499_H_0,Pro_3000_3499_H_1_19,Pro_3000_3499_H_20_29,Pro_3000_3499_H_30_34,Pro_3000_3499_H_35_39,Pro_3000_3499_H_40_44,Pro_3000_3499_H_45_49,Pro_3000_3499_H_50ov,Pro_3000_3499_H_NS,Pro_3000_3499_H_Tot,Pro_3500mo_H_0,Pro_3500mo_H_1_19,Pro_3500mo_H_20_29,Pro_3500mo_H_30_34,Pro_3500mo_H_35_39,Pro_3500mo_H_40_44,Pro_3500mo_H_45_49,Pro_3500mo_H_50ov,Pro_3500mo_H_NS,Pro_3500mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_19,Pro_PINS_H_20_29,Pro_PINS_H_30_34,Pro_PINS_H_35_39,Pro_PINS_H_40_44,Pro_PINS_H_45_49,Pro_PINS_H_50ov,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_19,Pro_Tot_H_20_29,Pro_Tot_H_30_34,Pro_Tot_H_35_39,Pro_Tot_H_40_44,Pro_Tot_H_45_49,Pro_Tot_H_50ov,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_19,TaTW_NNI_H_20_29,TaTW_NNI_H_30_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40_44,TaTW_NNI_H_45_49,TaTW_NNI_H_50ov,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_19,TaTW_1_149_H_20_29,TaTW_1_149_H_30_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40_44,TaTW_1_149_H_45_49,TaTW_1_149_H_50ov,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_19,TaTW_150_299_H_20_29,TaTW_150_299_H_30_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40_44,TaTW_150_299_H_45_49,TaTW_150_299_H_50ov,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_19,TaTW_300_399_H_20_29,TaTW_300_399_H_30_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40_44,TaTW_300_399_H_45_49,TaTW_300_399_H_50ov,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_19,TaTW_400_499_H_20_29,TaTW_400_499_H_30_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40_44,TaTW_400_499_H_45_49,TaTW_400_499_H_50ov,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_19,TaTW_500_649_H_20_29,TaTW_500_649_H_30_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40_44,TaTW_500_649_H_45_49,TaTW_500_649_H_50ov,TaTW_500_649_H_NS,TaTW_500_649_H_Tot
126021724,0,24,3,0,0,3,0,0,0,29,3,13,4,4,0,0,0,0,0,28,0,17,6,4,0,6,4,0,0,34,6,20,19,0,0,3,0,0,0,53,5,19,13,4,18,10,0,4,0,73,7,20,24,8,36,17,0,7,0,113,4,13,25,24,41,27,4,19,6,158,5,8,8,16,34,32,8,13,0,127,5,7,16,7,53,32,4,23,3,154,9,9,10,5,65,64,15,52,0,230,0,3,0,3,8,17,0,7,0,44,0,6,0,7,7,23,7,4,0,63,0,0,0,0,0,0,0,0,0,4,62,193,132,74,263,243,52,128,10,1168,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,11,6,0,0,0,0,0,0,0,18,8,6,0,0,4,0,0,0,0,18,6,11,3,5,0,4,0,0,0,32,6,6,0,5,0,0,0,0,4,26
126021725,0,6,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,8,0,11,5,6,0,0,0,0,0,21,3,8,9,0,5,3,0,0,0,34,6,10,11,7,13,8,0,0,0,51,6,10,16,5,21,20,0,4,0,80,4,7,17,16,26,19,4,6,0,92,6,3,6,12,30,26,9,9,0,95,3,0,3,9,22,21,0,5,0,68,3,5,3,5,18,34,4,12,0,97,0,0,3,0,0,4,0,5,0,12,0,0,0,6,6,6,4,9,0,32,0,0,0,0,0,0,0,0,0,0,32,80,83,68,133,139,22,59,3,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,10
127011504,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,8,0,11,5,8,0,3,0,0,0,24,3,10,12,4,4,0,0,0,0,34,0,10,5,3,22,7,3,4,0,55,0,6,10,0,24,20,3,7,0,72,3,9,3,6,22,26,4,3,0,88,4,6,5,13,28,31,6,15,0,94,6,8,4,8,19,38,5,20,4,104,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,6,25,77,45,37,120,132,28,53,9,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,14
127011505,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,3,8,0,0,0,0,0,0,19,9,15,9,3,3,3,0,0,0,39,3,14,9,3,10,7,3,3,0,49,3,4,13,17,27,17,0,4,0,85,12,10,9,13,26,29,4,3,0,90,5,0,3,9,28,32,8,9,3,106,3,8,0,4,22,41,0,14,0,99,0,4,6,4,24,33,8,15,0,91,0,0,0,0,0,3,0,7,0,15,0,0,0,0,0,5,3,5,0,12,0,0,0,0,0,0,0,0,0,5,40,66,55,59,147,172,33,55,5,624,5,4,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,13,11,4,3,0,0,4,0,0,0,21,13,12,6,5,8,6,3,0,0,48
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,4,4,0,0,0,9,0,0,0,0,4,8,0,9,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,0,18,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127011593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,4,0,4,0,0,0,0,0,13,0,0,9,5,11,0,0,0,0,28,5,4,0,0,9,6,9,4,0,31,3,0,3,0,12,12,3,8,0,36,0,0,0,0,15,15,6,11,0,39,0,0,0,0,14,15,5,11,0,56,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,12,22,9,7,67,62,18,38,0,233,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,13
127011594,0,10,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,12,4,0,13,4,6,0,0,0,0,24,3,3,0,4,9,3,0,0,0,32,7,0,7,8,8,7,3,8,0,48,0,5,0,3,15,6,7,5,0,43,3,0,3,3,16,18,5,4,0,59,0,10,4,0,17,26,9,13,0,77,0,0,0,0,0,0,0,6,0,11,4,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,3,22,48,33,33,85,75,21,39,6,353,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,10
127011595,0,5,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,11,0,4,3,3,0,0,0,0,0,12,0,9,9,4,0,6,0,0,0,22,0,4,3,6,10,12,0,3,0,38,4,0,4,3,13,11,0,0,0,40,0,0,3,0,17,7,0,5,0,39,0,0,0,6,12,12,5,5,0,36,3,3,0,0,9,24,6,10,0,61,0,0,0,0,0,4,0,0,0,8,0,0,0,4,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,9,44,25,23,69,82,19,27,3,305,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,0,5,6,0,0,0,4,0,0,0,0,11
127011596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,7,0,0,0,0,0,0,0,11,3,6,0,0,3,0,0,0,0,23,0,9,12,0,3,3,5,0,0,30,3,16,3,8,23,9,0,3,3,72,0,5,5,12,18,13,4,8,0,69,4,5,3,3,28,30,8,8,0,88,0,4,4,6,20,26,6,10,0,75,0,0,6,0,16,41,13,42,0,115,0,0,0,0,0,0,0,3,0,10,0,0,0,0,3,10,4,3,0,19,0,0,0,0,0,0,0,0,3,6,17,61,43,31,117,145,31,77,8,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,8,4,4,0,0,3,0,0,0,22
127011597,4,7,0,0,0,0,0,0,0,15,0,3,4,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,10,5,5,3,0,0,5,0,0,0,16,0,12,10,0,4,0,0,0,0,30,3,7,13,6,16,8,0,7,0,58,0,4,10,6,10,24,3,10,0,67,0,3,4,3,16,28,9,11,0,85,0,0,0,5,14,22,10,22,0,78,0,0,5,5,15,41,9,49,0,120,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,21,66,46,21,74,139,32,107,4,518,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,4,3,0,4,0,0,0,0,0,13
127011726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,8,3,6,3,0,0,5,0,0,0,11,0,7,9,0,0,5,0,0,0,20,6,5,6,9,10,12,0,5,0,37,0,6,6,4,16,8,0,0,0,38,3,8,3,8,17,11,5,9,0,46,3,3,4,3,13,16,9,10,0,64,0,0,3,4,18,29,10,29,0,89,0,0,0,3,0,0,0,4,0,15,0,0,0,0,4,0,3,5,0,17,0,0,0,0,0,0,0,0,0,3,20,45,42,17,77,77,17,62,4,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,0,0,0,0,0,0,8
127011727,0,3,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,5,0,10,3,0,0,3,0,0,0,18,0,3,3,4,9,0,0,0,0,22,6,3,8,8,7,6,0,0,0,36,5,4,15,5,14,9,6,4,0,59,0,3,6,16,25,15,3,7,0,69,4,6,6,3,19,19,0,0,0,55,4,5,7,0,8,18,6,6,0,54,4,9,6,10,17,26,0,13,0,78,0,0,0,0,4,3,0,4,0,18,0,0,0,6,10,11,7,11,0,45,0,0,0,0,0,0,0,0,0,0,30,59,50,44,107,118,31,44,3,487,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,6,4,6,0,5,0,0,0,0,14,14,9,0,0,3,8,0,0,0,41
127011728,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,8,0,6,3,0,0,0,0,0,0,10,0,4,3,0,0,0,0,0,0,17,0,5,8,3,3,10,0,0,0,23,0,5,6,0,3,9,0,6,0,28,0,3,0,0,5,10,3,0,0,21,0,0,3,0,5,5,3,3,0,21,0,3,0,0,3,8,5,3,0,28,0,5,0,0,6,7,3,6,4,37,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,4,17,42,26,12,35,53,12,27,9,240,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,9,0,0,3,0,3,0,0,0,17,7,3,3,0,0,8,0,0,0,30
127011729,0,3,0,0,0,3,0,0,0,6,0,7,0,0,0,0,0,0,0,9,0,10,3,0,0,0,0,0,0,25,0,9,6,0,4,0,0,0,0,21,0,12,16,4,14,14,0,0,0,63,5,13,15,14,26,21,6,5,0,107,7,3,6,10,38,21,7,8,0,115,7,0,5,7,37,32,4,12,0,111,6,6,8,6,51,37,15,26,0,153,8,4,5,5,64,51,16,44,4,195,0,0,0,0,5,10,4,4,0,21,0,0,0,0,5,14,4,9,0,37,0,0,0,0,0,0,0,0,0,5,43,73,76,55,254,199,53,119,9,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,4,0,5,0,0,0,0,0,0,8,5,0,0,0,0,5,0,0,0,10,6,7,4,0,4,3,0,0,0,22
127021509,0,7,4,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,9,0,4,3,0,0,0,0,0,0,5,9,15,5,0,0,5,0,0,0,29,6,18,7,5,0,10,3,0,0,45,8,12,20,10,12,10,0,8,0,80,4,6,6,4,24,19,9,14,4,95,8,6,5,12,29,22,10,11,3,90,9,4,4,5,32,32,7,15,0,100,3,6,6,5,35,44,12,33,0,139,0,0,0,0,0,0,0,4,0,14,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,51,76,62,48,136,148,33,75,12,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,7,8,6,8,0,5,3,0,0,0,22,6,9,8,0,0,0,0,0,0,16
127021510,0,10,0,0,0,0,0,0,0,10,4,3,0,0,0,0,0,0,0,13,6,11,3,3,0,0,0,3,0,17,0,6,6,3,3,5,0,0,0,20,3,10,0,0,8,4,0,0,0,33,3,5,9,14,19,3,0,3,0,59,0,10,10,8,12,17,3,5,0,65,4,0,6,5,21,25,6,9,0,69,4,4,4,4,15,20,4,21,0,73,4,3,3,3,14,25,3,32,3,92,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,5,0,3,0,13,0,0,0,0,0,0,0,0,0,0,36,67,36,50,104,101,18,79,3,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,11,10,3,4,0,0,0,0,0,0,15
127021511,3,13,0,0,0,0,0,0,0,22,10,11,7,0,0,0,0,0,0,28,7,11,8,10,5,0,0,0,0,41,8,18,18,7,7,15,0,4,0,80,10,18,26,14,39,15,0,5,5,121,19,20,17,16,57,19,4,12,3,161,13,16,14,16,44,29,11,9,5,146,4,15,17,19,52,33,6,7,5,165,10,10,7,6,32,41,12,20,0,143,8,15,9,12,42,38,16,18,0,157,0,0,0,0,0,4,5,4,0,19,3,6,14,3,5,14,3,15,0,64,0,0,0,0,0,6,0,0,0,9,98,170,137,107,294,219,53,91,14,1182,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,11,9,0,0,0,0,0,0,0,23,21,19,9,0,3,0,0,0,0,50,23,10,11,3,0,0,0,3,0,49,23,10,15,6,6,0,0,3,4,68
127021512,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,0,9,0,5,0,0,0,7,0,0,0,13,0,0,0,0,4,3,0,0,0,20,0,5,5,11,7,6,3,4,0,37,3,7,5,8,8,5,4,0,0,40,0,7,5,3,9,10,0,0,0,36,4,3,0,3,0,14,5,5,0,37,0,0,0,0,13,15,5,11,0,50,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,19,38,28,35,46,60,14,36,4,282,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,6,3,0,0,4,0,0,0,0,17,9,0,3,0,4,4,0,0,0,20
127021513,0,10,0,0,0,0,0,0,0,14,0,9,8,0,0,0,0,0,0,9,3,11,8,3,0,0,0,0,0,22,3,16,11,4,7,4,0,0,0,39,3,7,10,6,5,5,0,0,0,37,6,10,12,12,14,13,3,3,3,68,0,7,9,12,28,14,5,14,0,79,4,6,5,8,26,18,8,14,3,87,9,5,3,7,22,25,12,14,0,98,0,3,3,0,22,37,8,22,0,104,0,4,0,0,6,3,0,5,0,13,0,0,0,0,5,6,0,4,0,13,0,0,0,0,0,0,0,0,3,5,35,96,69,51,134,115,34,74,5,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,12,10,0,5,0,0,5,0,0,0,17,10,5,10,3,0,5,0,0,0,30
127021514,0,0,0,5,0,0,0,0,0,5,0,3,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,13,0,4,4,0,3,0,0,0,0,11,0,4,4,0,9,9,4,0,0,23,0,3,0,8,12,11,0,4,0,34,0,0,3,8,8,10,0,0,0,34,0,0,0,5,0,8,4,6,0,25,0,0,7,0,9,7,7,12,0,26,0,0,0,0,0,0,0,3,0,10,0,0,0,0,4,0,3,10,0,17,0,0,0,0,0,0,0,0,0,0,3,30,22,22,48,42,16,32,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,10
127021515,0,16,0,0,0,0,0,0,0,21,3,15,4,0,0,0,0,0,0,28,7,20,15,4,0,0,0,0,0,47,9,17,16,8,9,4,0,0,0,53,5,16,14,8,27,18,3,0,4,96,6,16,25,21,53,39,4,11,0,174,9,6,17,17,74,41,8,9,3,182,8,15,8,9,56,37,5,9,0,153,4,14,9,7,35,50,11,16,6,163,15,13,8,13,36,38,14,42,0,183,0,0,3,5,8,8,3,3,0,29,0,3,8,4,15,23,6,21,0,80,0,0,0,0,0,4,0,0,0,9,78,195,136,93,309,269,59,121,21,1273,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,9,6,5,5,0,0,0,0,5,0,20,7,8,6,0,0,0,0,0,0,24,19,6,3,0,3,8,0,5,3,55
127021516,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,11,0,11,4,0,0,0,0,0,0,19,3,0,10,6,3,5,0,0,0,27,6,4,17,6,8,6,0,4,0,52,4,8,3,7,22,15,4,12,0,76,0,3,13,6,23,21,0,12,0,75,6,0,3,9,20,23,5,19,4,82,3,5,4,8,39,41,8,27,0,140,0,0,0,0,3,0,0,0,0,7,0,3,5,0,3,6,0,4,0,23,0,0,0,0,0,0,0,0,0,0,34,51,60,47,125,123,18,73,3,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,11,3,3,0,0,0,0,0,0,0,12,3,0,4,0,0,0,0,0,0,11
127021517,0,4,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,5,4,8,0,0,0,0,0,0,23,3,11,10,3,0,0,0,0,0,36,7,12,16,6,5,6,5,0,0,59,11,7,26,14,30,33,4,5,6,121,8,15,21,14,46,45,3,0,0,164,16,5,11,21,42,72,10,13,0,184,8,0,11,13,51,68,11,17,0,170,15,6,6,12,48,82,18,28,0,220,0,3,0,3,3,9,0,0,0,24,0,12,5,3,8,17,3,13,3,56,0,0,0,0,0,4,0,0,3,10,74,92,110,91,234,342,54,80,11,1085,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,5,6,0,0,0,0,0,0,12,3,0,5,0,0,0,0,0,0,9,5,5,3,3,0,0,0,0,0,20
127021518,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,3,0,3,0,0,0,0,0,0,8,6,7,10,3,3,7,0,0,0,28,0,4,4,4,4,0,4,4,0,25,6,6,11,3,20,27,6,0,0,76,0,0,0,3,43,27,5,6,0,89,4,8,5,6,42,29,8,16,4,120,3,3,0,3,35,39,3,20,0,119,0,0,0,3,31,55,13,31,0,138,0,0,0,0,4,4,3,8,0,23,0,0,0,0,4,0,3,11,0,23,0,0,0,0,0,3,0,0,4,7,23,47,40,30,193,188,46,89,13,674,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,16,0,5,0,3,3,6,0,0,0,21
127021519,5,5,0,0,0,0,0,0,0,6,0,4,6,0,0,0,0,0,0,14,5,0,9,0,0,0,0,0,0,17,4,3,10,4,0,4,0,0,0,30,4,11,8,4,10,3,0,4,0,43,13,6,15,14,21,7,8,10,0,88,5,7,8,4,22,22,0,8,0,87,6,4,13,0,36,14,4,7,0,87,7,3,6,5,28,23,3,19,0,97,5,3,3,3,31,27,13,17,0,105,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,8,3,3,0,15,0,0,0,0,0,0,0,0,0,5,59,62,80,45,153,119,26,68,4,622,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0,12,11,6,14,0,7,0,0,0,0,34,23,4,6,0,5,8,0,0,0,41
127021520,0,8,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,13,0,3,4,0,0,0,0,0,0,7,0,5,8,0,0,0,0,0,0,19,3,0,8,0,7,0,0,0,0,32,3,3,10,3,21,9,0,4,0,63,3,4,0,6,17,13,3,5,0,58,3,0,4,7,21,8,11,4,4,63,3,4,0,5,31,13,5,7,0,69,0,6,3,0,30,22,8,20,0,98,0,0,0,0,0,5,3,0,0,6,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,23,43,43,21,143,79,25,51,3,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,15
127021521,0,3,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,12,6,9,7,0,0,0,0,0,0,24,6,9,15,3,4,4,0,0,4,44,18,10,5,7,33,19,0,0,0,92,16,13,20,14,57,54,4,9,8,200,0,19,12,10,65,86,17,20,3,233,17,9,7,5,84,98,9,20,3,256,6,6,7,8,58,77,9,21,0,191,0,9,14,6,73,109,25,49,10,299,0,3,0,0,12,11,4,11,0,37,0,0,0,0,0,12,9,22,0,47,0,0,0,0,0,3,0,0,3,6,74,99,94,59,391,479,79,155,30,1461,0,0,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,16,10,10,4,0,4,9,0,0,0,35,18,11,16,0,5,11,0,0,0,71,41,15,27,4,24,30,5,3,11,156
