POW_SA2_CODE_2021,Tot_65_69_HW_0,Tot_65_69_HW_1_19,Tot_65_69_HW_20_29,Tot_65_69_HW_30_34,Tot_65_69_HW_35_39,Tot_65_69_HW_40_44,Tot_65_69_HW_45_49,Tot_65_69_HW_50mor,Tot_65_69_HW_NS,Tot_65_69_Tot,Tot_70_74_HW_0,Tot_70_74_HW_1_19,Tot_70_74_HW_20_29,Tot_70_74_HW_30_34,Tot_70_74_HW_35_39,Tot_70_74_HW_40_44,Tot_70_74_HW_45_49,Tot_70_74_HW_50mor,Tot_70_74_HW_NS,Tot_70_74_Tot,Tot_75ov_HW_0,Tot_75ov_HW_1_19,Tot_75ov_HW_20_29,Tot_75ov_HW_30_34,Tot_75ov_HW_35_39,Tot_75ov_HW_40_44,Tot_75ov_HW_45_49,Tot_75ov_HW_50mor,Tot_75ov_HW_NS,Tot_75ov_Tot,Tot_Tot_HW_0,Tot_Tot_HW_1_19,Tot_Tot_HW_20_29,Tot_Tot_HW_30_34,Tot_Tot_HW_35_39,Tot_Tot_HW_40_44,Tot_Tot_HW_45_49,Tot_Tot_HW_50mor,Tot_Tot_HW_NS,Tot_Tot_Tot
301031015,8,18,11,8,12,9,0,4,0,74,4,9,4,5,3,0,0,5,0,28,0,0,0,3,3,0,0,0,0,12,234,394,278,181,302,319,106,224,24,2056
301031016,4,25,11,4,8,4,0,4,0,62,4,18,4,0,0,5,0,0,0,33,0,4,5,0,0,4,0,0,0,15,205,457,392,211,354,303,109,213,17,2273
301031017,15,34,30,28,63,65,10,39,9,294,4,18,13,8,17,14,3,14,6,100,5,3,0,0,0,0,3,0,5,18,500,804,874,700,4053,3811,1169,2116,201,14225
301031018,5,25,13,11,17,6,0,7,0,80,5,10,9,4,3,5,0,7,0,39,0,11,0,5,0,0,0,0,0,19,296,491,363,275,849,976,272,506,66,4090
301031019,6,10,8,5,17,15,3,5,0,67,3,6,5,3,0,0,0,0,0,18,0,7,0,0,0,0,0,0,0,14,136,370,185,144,465,633,178,415,36,2567
301031020,21,35,17,15,15,21,10,14,4,148,7,26,7,3,4,10,0,9,0,58,0,19,5,0,0,0,0,0,3,25,362,834,553,415,745,636,191,471,64,4270
301031021,20,25,27,19,35,38,13,29,0,203,3,11,5,4,3,12,3,8,0,55,0,6,3,3,3,3,0,3,0,24,396,958,705,499,1518,1516,573,1285,104,7569
302011022,0,16,6,11,6,8,0,6,0,50,6,7,0,4,4,0,0,3,0,22,0,3,5,0,0,0,0,0,0,9,127,230,229,138,323,189,69,129,15,1454
302011023,3,10,9,4,6,4,0,9,0,44,0,13,3,3,0,0,0,0,0,24,0,7,4,0,3,0,0,0,0,9,50,167,113,45,155,181,33,106,12,861
302011024,8,26,8,15,12,13,0,6,0,86,0,5,8,0,7,3,0,5,0,23,0,10,0,0,0,0,0,0,0,17,200,344,295,205,579,387,80,158,26,2267
302011025,8,11,9,7,8,4,0,4,0,51,0,5,3,4,4,0,0,0,0,24,0,4,0,0,0,0,0,0,0,12,253,510,330,165,359,262,78,188,25,2173
302011026,6,11,12,12,9,6,3,3,0,72,0,9,5,0,0,0,0,5,0,26,4,4,0,0,5,0,0,0,0,9,159,381,333,239,296,260,85,155,28,1922
302021027,17,35,28,15,14,13,3,18,0,144,7,14,6,5,5,4,0,3,0,51,0,16,4,4,4,7,0,3,0,37,427,1113,738,419,856,641,239,422,50,4907
302021028,49,53,60,40,66,53,12,20,4,361,13,22,16,10,12,10,0,7,4,94,3,15,4,3,0,0,3,0,5,34,2164,2303,2246,1888,3584,2532,549,896,189,16353
302021029,10,9,3,3,0,0,0,0,3,36,4,0,0,0,0,0,0,0,0,17,0,3,3,5,0,0,0,0,0,15,83,161,131,94,119,134,46,91,8,875
302021030,12,22,15,14,37,28,3,23,6,152,4,16,8,6,5,5,7,8,0,62,5,13,6,6,0,3,0,3,0,30,358,489,491,365,1820,1820,473,822,101,6735
302021031,8,28,15,12,22,10,3,8,0,108,3,12,5,0,9,4,0,3,0,42,0,7,0,0,4,0,0,0,0,13,305,702,532,320,919,848,278,465,67,4441
302021032,11,28,13,9,25,10,3,8,0,95,3,9,5,3,6,0,0,5,3,41,3,7,0,3,0,0,0,5,0,21,420,778,568,348,1074,920,273,474,59,4917
302021033,3,8,0,3,4,5,0,3,0,30,0,3,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,6,71,206,169,96,143,132,40,105,12,971
302021034,5,17,13,6,6,4,0,0,0,45,0,8,0,3,4,3,0,0,0,17,0,4,0,0,0,0,0,0,0,6,141,282,225,128,237,244,80,195,14,1542
302031035,14,15,8,3,3,9,0,9,0,65,4,7,0,5,8,3,0,0,0,25,0,8,4,0,0,0,0,0,0,11,191,321,214,127,308,313,82,239,30,1829
302031036,54,48,50,15,102,103,20,40,9,432,9,19,14,5,24,13,5,8,0,101,10,7,5,3,6,4,0,5,3,50,1915,1605,1767,1177,5666,4877,1488,2369,321,21187
302031037,23,28,35,11,94,63,28,43,5,332,7,24,6,5,26,15,3,7,3,108,3,9,10,7,0,9,4,0,7,43,671,771,795,505,3537,3505,1148,1985,168,13081
302031038,38,48,39,20,100,63,20,31,0,353,14,18,5,4,11,13,5,8,0,89,3,6,9,7,0,11,0,0,0,31,562,922,869,644,2808,3227,889,1480,158,11554
302031039,10,39,28,12,53,44,10,32,0,237,7,15,9,4,17,7,4,8,0,66,6,4,0,0,3,0,0,3,6,28,404,783,706,504,2430,1976,622,1197,130,8751
302031040,13,31,28,3,23,14,4,16,0,139,11,20,9,0,3,5,0,8,0,56,0,3,3,0,0,0,0,4,0,17,546,991,640,362,989,876,191,447,48,5084
302041041,10,19,12,7,5,8,5,7,0,81,6,7,3,4,0,3,5,4,0,30,0,4,0,4,8,0,0,0,0,17,229,503,364,222,434,362,101,225,27,2466
302041042,0,13,7,3,11,12,0,8,5,58,0,5,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,7,149,312,250,210,248,309,67,184,30,1760
302041043,0,0,8,4,7,9,0,0,0,26,0,3,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,89,206,122,99,191,174,65,104,17,1069
302041044,6,23,10,13,7,4,0,9,0,73,4,6,6,7,5,5,0,4,0,44,0,5,3,3,3,0,0,0,0,18,274,614,458,299,599,462,131,277,36,3151
302041045,8,22,11,7,7,4,0,3,0,64,4,5,0,0,5,0,0,0,0,18,0,8,4,0,0,0,0,0,0,10,190,405,333,252,372,214,51,119,46,1988
302041046,7,13,5,5,9,10,0,5,0,60,9,10,3,4,3,3,0,0,0,29,0,8,0,0,0,0,0,0,0,13,166,273,299,209,662,480,122,201,38,2446
303011047,11,9,3,13,8,6,6,5,0,52,3,3,11,5,0,7,0,0,0,27,0,3,3,0,0,0,0,0,0,7,195,488,356,196,339,337,104,289,29,2345
303011048,8,25,17,4,33,13,4,8,0,114,4,9,3,5,7,0,0,0,0,36,0,6,0,0,0,0,0,0,6,8,379,900,586,355,1304,1051,305,590,77,5544
303011049,16,30,18,6,18,17,3,7,0,115,6,11,8,0,3,5,3,0,0,43,3,11,0,0,0,4,0,0,0,15,258,432,361,221,476,387,134,264,41,2575
303011050,0,9,9,10,7,4,0,0,0,43,0,9,6,0,0,3,0,0,0,18,0,4,5,0,0,0,0,0,0,7,79,207,165,117,210,172,35,94,18,1091
303011051,23,43,34,8,15,12,0,3,3,147,11,25,6,8,5,4,0,0,3,58,4,10,6,0,0,4,0,0,0,23,1019,1444,819,406,788,515,120,236,69,5431
303021052,7,20,11,0,19,11,5,10,0,76,6,15,0,0,7,0,0,6,0,34,5,10,3,5,0,0,0,0,0,18,234,627,375,229,499,356,103,239,42,2703
303021053,13,56,19,20,26,31,9,12,10,193,13,26,12,10,11,8,4,6,0,82,0,14,0,0,0,0,0,5,0,30,499,1125,759,530,1229,1104,368,676,100,6389
303021054,10,10,5,0,12,9,3,6,0,59,0,8,5,0,3,0,0,0,0,20,0,0,4,0,0,0,0,0,0,8,170,314,282,128,602,405,109,272,31,2315
303021055,14,35,36,28,32,19,0,12,0,184,3,21,9,0,3,7,5,9,0,60,3,7,0,3,4,4,0,0,0,21,524,971,897,899,1572,1159,309,551,101,6996
303021056,10,14,5,9,8,10,3,5,0,74,0,11,4,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,133,313,263,175,290,301,76,179,29,1755
303021057,0,10,10,3,7,9,0,0,0,36,0,3,0,4,0,0,0,0,0,9,0,3,4,0,0,0,0,0,5,10,96,197,140,92,194,200,47,113,25,1115
303021058,42,49,55,32,75,54,10,42,7,366,17,39,14,13,19,19,3,9,0,137,0,15,4,4,4,4,0,0,3,36,1365,1583,1944,1789,3694,3460,799,1731,247,16601
303021059,13,24,16,11,27,24,3,15,5,133,5,17,9,4,3,5,0,8,0,53,0,8,8,0,10,4,0,4,0,37,322,575,474,295,843,829,266,489,57,4155
303031060,16,29,33,21,51,37,5,6,4,208,10,15,12,3,8,6,0,3,3,64,3,5,4,3,0,3,3,0,0,28,548,993,1045,709,3592,2877,711,1244,177,11896
303031061,8,15,3,3,9,5,3,0,0,52,3,14,0,0,0,0,0,0,0,21,0,9,0,0,0,6,0,0,3,14,223,394,259,139,304,280,70,112,41,1817
303031062,10,20,26,11,19,22,7,13,0,133,3,15,5,5,8,4,0,9,0,43,6,9,4,0,7,0,0,0,0,22,299,521,499,313,954,1142,282,598,74,4674
303031063,9,30,28,21,22,15,5,11,0,132,5,25,4,4,7,12,3,0,0,57,3,14,0,0,0,5,0,0,0,21,386,1081,690,426,1071,741,183,423,47,5039
303031064,3,17,13,6,6,11,0,9,0,78,3,13,0,5,5,0,0,5,0,37,0,11,6,0,3,0,0,0,0,17,179,531,422,255,578,587,161,414,54,3178
303031065,23,36,44,21,40,32,9,19,3,231,12,19,11,4,15,18,0,4,4,84,8,21,3,0,4,4,0,4,0,39,1312,1893,1378,806,2486,1712,406,718,173,10878
303031066,6,11,12,9,7,0,0,7,0,50,4,9,8,3,0,0,0,0,0,32,0,13,4,6,0,0,0,0,0,18,107,416,256,158,238,257,72,150,36,1687
303041067,12,27,22,18,35,48,12,19,0,192,0,11,13,0,9,4,0,3,0,50,0,13,5,3,8,0,3,3,0,29,402,595,692,603,1789,1756,468,857,137,7293
303041068,5,18,8,13,15,17,8,9,3,99,0,8,3,0,0,4,7,5,0,32,0,9,3,0,0,6,0,0,0,18,183,429,344,234,575,568,162,330,49,2868
303041069,7,11,8,6,8,4,0,0,6,39,4,3,3,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,7,199,461,263,133,278,227,76,79,36,1757
303041070,14,29,23,11,45,41,7,30,3,198,5,20,3,7,13,7,0,4,0,65,0,6,10,0,3,0,0,0,3,24,451,858,776,462,2230,1956,519,1028,130,8403
303041071,5,13,11,6,3,10,0,6,0,54,3,10,0,3,0,0,0,0,0,15,0,9,0,0,0,0,0,6,0,12,99,322,208,111,192,205,58,161,22,1375
303051072,0,3,4,5,3,4,0,0,0,20,0,10,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,6,94,182,170,104,145,163,32,86,29,1007
303051073,5,30,15,13,22,21,8,14,9,127,6,9,3,4,3,3,0,5,0,29,0,8,0,0,0,3,0,3,0,12,336,873,703,388,963,815,270,613,107,5069
303051074,22,18,17,10,48,40,21,35,6,220,4,11,9,0,14,8,8,5,0,64,0,4,3,0,4,0,0,3,3,24,388,607,842,823,2239,2266,748,1415,187,9514
303051075,7,13,11,8,14,13,3,9,0,80,4,11,3,3,3,0,0,0,0,31,0,3,4,0,0,0,0,0,0,9,180,421,376,305,831,517,151,292,53,3126
303051076,54,78,66,64,148,165,54,107,15,743,16,51,36,21,27,31,5,29,5,211,5,26,6,6,8,8,3,11,4,80,1186,1876,1780,1379,6699,6886,2240,4160,465,26668
303061077,0,11,0,4,7,0,0,0,0,24,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,9,50,181,139,102,145,131,28,79,14,867
303061078,9,19,14,9,8,8,0,5,0,66,0,12,3,0,3,0,0,0,0,16,0,4,0,0,0,0,0,0,0,8,159,419,359,164,331,267,71,149,32,1963
303061079,10,29,22,8,7,13,6,3,0,91,0,21,0,10,0,3,0,4,0,42,5,3,0,0,0,4,0,0,0,13,235,538,430,252,486,367,86,185,60,2645
303061080,6,27,20,18,15,7,0,11,0,105,5,22,8,8,0,3,0,10,0,61,0,10,8,0,3,0,0,0,0,27,313,847,613,343,692,516,117,257,77,3772
304011081,11,23,13,14,12,11,0,9,0,97,6,17,11,8,4,3,0,3,0,52,0,6,7,3,0,4,0,0,0,23,429,758,494,241,438,336,104,211,54,3059
304011082,0,16,12,4,3,4,0,4,0,44,3,15,0,0,0,0,0,0,0,27,0,3,0,4,0,0,0,0,0,6,137,261,190,117,177,154,43,115,19,1210
304011083,0,6,3,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,54,38,27,42,44,15,38,0,279
304011084,10,25,19,12,21,28,0,8,0,126,4,10,9,5,5,14,0,6,0,52,0,7,5,0,0,6,0,0,0,19,395,663,498,362,956,844,229,569,79,4587
304011085,0,6,0,5,7,4,3,0,0,24,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,5,19,62,49,26,31,47,10,43,0,292
304021086,10,20,10,3,3,7,4,7,0,62,6,9,6,3,0,0,0,6,0,25,0,6,0,0,0,0,0,0,0,13,149,367,216,104,187,201,41,134,20,1425
304021087,16,24,17,10,10,10,4,10,0,90,4,13,6,3,0,3,0,10,0,45,0,14,11,10,0,6,0,0,0,34,208,325,299,228,424,326,69,213,26,2122
304021088,5,29,18,9,0,11,0,9,0,83,0,19,9,6,6,5,0,3,0,48,3,11,0,0,0,0,0,0,0,21,167,357,226,142,198,190,78,127,17,1501
304021089,0,11,8,3,5,5,0,3,0,28,0,3,0,0,3,0,0,4,0,16,0,7,3,0,0,0,0,0,0,11,77,139,119,82,131,126,43,104,10,837
304021090,4,27,12,3,9,5,4,15,0,88,4,22,4,3,4,0,0,0,0,41,5,14,10,3,0,7,0,0,4,36,205,541,355,185,271,322,123,222,31,2246
304021091,0,13,6,3,4,12,4,15,0,54,3,16,7,4,3,0,0,4,0,31,0,0,4,0,0,0,0,0,0,10,90,225,149,89,252,270,81,169,9,1351
304031092,6,15,9,4,10,0,0,3,0,51,4,23,11,0,0,3,0,0,0,40,0,6,0,0,0,0,0,0,0,12,173,394,266,133,233,237,69,183,27,1722
304031093,10,16,12,5,9,12,0,9,6,74,3,18,3,3,5,0,3,0,0,35,0,3,4,0,0,0,0,0,0,15,219,366,255,169,423,362,107,232,37,2182
304031094,18,50,35,6,26,19,5,14,5,176,9,34,16,12,10,10,3,11,3,92,4,20,6,0,4,4,0,6,0,44,1422,1766,1047,611,1279,1070,317,636,104,8247
304031095,0,11,6,5,12,7,4,0,0,56,0,12,8,0,4,0,0,0,0,26,0,5,3,0,0,0,0,0,0,14,130,284,209,111,258,275,73,178,24,1543
304031096,10,48,27,10,40,32,15,29,0,208,4,28,11,3,6,11,0,10,0,78,4,27,8,4,4,0,0,0,3,49,881,1923,1025,429,2636,1886,492,1084,116,10476
304031097,0,17,12,7,0,5,0,4,0,53,0,10,0,5,0,7,0,0,0,23,5,10,3,0,0,0,0,0,0,20,153,364,262,153,380,310,99,204,17,1934
304041098,11,20,20,11,35,24,9,17,0,142,3,4,5,5,6,3,0,4,0,32,0,5,4,3,0,0,0,0,0,19,539,592,479,292,1389,2746,763,1227,130,8159
304041099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,12,4,0,0,0,31
304041100,4,15,5,3,4,3,0,7,0,44,0,5,4,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,181,537,318,187,307,198,66,125,21,1931
304041101,10,24,21,6,16,7,0,4,0,91,9,13,3,0,0,0,3,0,0,38,0,6,0,0,0,0,0,0,0,13,425,721,536,258,493,388,129,211,43,3214
304041102,0,4,3,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,45,44,51,25,150,142,64,85,5,621
304041103,9,41,26,14,14,10,4,6,0,123,8,29,5,4,0,6,0,0,0,56,0,10,5,3,0,0,0,0,0,26,250,757,428,251,379,421,127,315,31,2954
304041104,11,12,11,4,10,3,0,7,0,54,0,7,0,3,4,5,0,0,0,17,0,3,0,0,0,0,0,0,0,7,146,332,255,164,289,270,74,177,23,1739
305011105,237,280,253,164,657,410,117,266,29,2405,74,154,85,59,139,101,36,79,17,733,27,63,28,14,33,35,0,21,22,238,9568,7914,10011,6899,42220,38441,10205,19456,1670,146393
305011106,35,43,47,31,91,84,20,41,5,404,13,29,16,8,17,21,5,10,0,114,0,22,8,0,8,8,0,4,9,53,2251,2043,2045,1395,6840,7350,1959,3699,335,27914
305011107,0,9,7,4,0,4,0,4,0,33,0,9,4,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,8,39,139,112,68,101,122,41,76,12,708
305011108,4,21,6,12,17,16,4,11,0,94,5,15,7,4,0,6,4,7,0,43,0,13,12,7,0,0,0,4,0,31,258,518,382,299,535,464,118,284,43,2905
305011109,16,38,19,17,11,15,5,17,0,140,9,19,12,5,3,5,0,5,0,58,0,20,4,0,0,5,0,0,0,39,459,764,543,357,709,680,232,454,60,4248
305011110,80,91,77,55,123,106,29,51,5,619,31,51,18,16,27,23,3,13,5,184,4,18,6,4,5,4,0,0,6,45,2943,2949,3327,2757,7836,7314,1885,3400,362,32771
305011111,31,61,64,40,55,50,15,62,0,380,17,39,29,15,17,15,6,16,3,150,9,21,19,9,6,8,0,3,0,75,801,1312,1365,1049,2918,2756,741,1499,134,12578
305011112,10,48,24,11,20,24,13,13,5,158,3,20,11,5,4,8,3,7,0,68,0,14,7,6,0,3,0,9,4,33,664,1203,919,556,1586,1553,421,919,92,7916
305021113,6,4,5,0,4,5,0,0,0,19,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,73,121,106,77,119,154,55,115,15,820
305021114,0,7,6,4,12,0,3,8,6,51,3,10,5,4,5,4,0,4,0,33,0,5,0,4,0,6,0,0,0,19,227,482,296,212,381,429,137,311,33,2504
305021115,10,23,13,9,18,20,8,8,3,102,4,11,3,9,4,6,0,8,0,39,3,8,3,0,0,5,3,0,0,20,257,478,318,222,746,869,250,562,49,3741
305021116,0,12,4,0,7,3,0,4,0,38,0,3,0,0,0,0,0,3,0,14,0,10,0,0,0,0,0,0,0,7,137,200,155,88,155,187,66,150,12,1144
305021117,14,20,17,8,21,18,12,19,0,128,4,21,3,4,4,11,0,0,0,56,3,6,6,0,0,4,0,0,3,22,450,911,756,434,1532,1453,457,876,93,6961
305021118,5,12,10,3,0,0,0,8,0,37,0,7,0,5,0,3,0,0,0,18,3,6,0,0,0,0,0,0,0,13,93,198,142,76,153,199,52,127,11,1048
305031119,9,21,10,10,23,16,3,20,0,108,3,11,7,5,4,15,0,0,0,47,0,8,5,3,0,0,0,3,0,20,417,578,426,270,1010,1087,296,657,59,4812
305031120,6,11,3,4,0,9,0,0,0,33,6,8,3,0,0,0,0,0,0,17,0,3,7,0,0,0,0,4,0,12,104,229,154,113,248,275,74,164,20,1387
305031121,9,21,4,11,3,6,3,5,0,61,7,13,6,6,0,4,0,0,0,38,3,16,7,0,0,6,0,0,0,30,179,385,282,148,272,324,108,237,24,1970
305031122,4,28,10,4,4,9,0,10,0,77,4,11,10,9,3,0,0,0,0,38,3,12,8,0,0,4,0,0,0,25,190,532,374,219,493,386,113,302,40,2659
305031123,3,12,6,0,0,5,3,5,0,26,5,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,98,209,136,62,114,142,42,104,18,926
305031124,5,18,9,5,17,6,8,7,0,71,4,4,0,0,3,3,0,7,0,22,3,9,7,0,0,0,0,3,0,26,223,308,279,179,562,479,157,323,41,2544
305031125,8,18,13,9,12,23,0,17,0,101,3,14,7,3,3,4,3,3,0,38,0,11,0,0,0,3,0,0,0,24,236,339,310,216,801,1025,331,630,47,3940
305031126,49,65,56,49,104,79,13,48,3,474,14,31,15,10,20,22,4,9,3,132,4,10,0,0,3,0,0,8,0,34,1475,1633,2074,2198,4541,4355,903,1806,198,19190
305031127,0,11,9,3,5,7,0,9,0,32,3,6,3,0,0,0,0,0,0,10,0,3,0,0,4,0,0,0,0,3,150,425,250,115,274,234,49,122,20,1645
305031128,37,55,64,30,88,100,23,54,5,456,6,39,28,13,26,18,11,13,3,147,4,18,9,3,12,7,0,3,7,66,1469,1729,1735,1268,6312,6803,1831,3337,282,24748
305031129,5,3,3,7,4,3,0,4,0,31,0,3,0,4,0,3,0,0,0,12,0,4,0,0,0,0,0,0,0,12,113,249,166,108,216,262,58,160,8,1345
305031130,0,13,5,0,18,16,6,15,0,73,5,20,3,0,0,3,0,6,0,37,5,10,0,0,4,0,0,4,0,23,257,566,410,286,724,759,239,488,48,3783
305031131,12,17,17,7,11,16,3,9,0,104,3,7,0,0,3,6,0,0,0,37,3,4,0,0,3,6,0,3,0,18,338,546,531,297,926,769,279,435,55,4181
305041132,19,29,15,13,9,21,3,8,0,112,3,20,14,5,0,8,0,0,0,56,5,12,0,3,0,4,0,3,0,28,375,882,508,320,603,622,179,472,51,4010
305041133,13,31,29,18,19,27,4,19,0,166,0,20,16,8,3,6,0,10,0,63,0,14,7,4,0,0,0,0,0,30,307,507,608,483,885,634,147,342,53,3965
305041134,0,24,12,8,4,4,3,5,0,62,0,25,4,8,4,0,0,3,0,46,0,8,4,0,0,0,0,0,0,17,148,383,248,145,222,301,77,228,16,1771
305041135,18,76,56,21,51,61,20,42,4,350,11,44,31,9,18,23,0,13,0,145,3,21,10,4,4,12,0,5,3,60,1376,1988,1681,1076,4216,4599,1233,2656,202,19013
305041136,3,19,3,8,4,6,0,3,0,54,0,7,4,0,0,0,0,3,0,22,0,3,0,0,0,0,0,0,0,7,203,345,256,155,335,340,87,201,17,1945
305041137,26,57,34,14,52,36,10,37,0,270,10,25,20,10,10,14,0,18,0,107,0,16,9,6,3,3,0,4,0,51,746,1180,825,541,2035,1797,465,1083,102,8777
306011138,0,4,0,7,0,0,3,0,0,26,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,21,116,68,67,104,68,24,39,8,511
306011139,3,38,18,3,9,13,0,18,0,105,3,13,5,7,0,0,0,0,0,40,0,8,3,0,4,0,4,0,0,25,103,510,341,228,332,299,82,209,27,2134
306011140,11,16,22,5,20,11,6,3,0,96,0,9,8,7,5,3,0,11,0,36,4,5,3,0,0,0,0,0,0,16,201,350,395,266,809,619,212,368,55,3267
306011141,3,24,18,10,5,10,4,6,0,75,0,10,11,0,3,4,0,0,0,32,4,0,0,0,0,0,0,0,0,8,121,546,481,342,456,382,136,289,49,2807
306011142,12,43,30,26,22,18,3,18,0,174,5,26,11,6,5,3,6,4,3,72,0,8,4,0,4,7,0,0,0,33,238,1125,688,508,1086,757,248,473,74,5206
306011143,8,16,13,3,0,6,0,4,0,39,3,11,3,0,0,3,0,4,0,19,0,3,4,0,0,0,0,0,0,12,34,171,118,75,81,116,43,93,10,742
306021144,7,13,5,8,9,7,0,5,0,54,0,11,4,0,0,0,0,0,0,22,0,3,0,0,0,0,0,0,0,5,52,191,199,157,288,206,61,161,20,1336
306021145,57,124,96,79,123,101,36,61,12,684,10,72,35,19,33,35,5,26,6,235,3,30,9,11,9,3,7,11,7,92,1266,2824,2845,2469,5861,4424,1093,2153,356,23290
306021146,3,19,13,4,10,11,3,0,0,68,0,13,5,0,8,0,0,3,0,31,0,8,3,0,0,0,0,0,0,26,94,502,352,229,509,305,107,197,44,2338
306021147,4,14,13,3,8,11,0,13,3,71,0,4,0,0,0,4,0,5,3,22,0,4,0,0,0,0,0,0,0,9,91,441,299,201,441,404,126,315,55,2378
306021148,3,19,13,7,24,17,5,14,0,109,0,14,10,3,6,9,3,5,0,48,0,5,0,0,6,3,5,5,6,31,93,356,282,252,469,477,159,494,61,2650
306021149,0,15,7,7,6,3,0,3,0,39,0,7,5,0,0,6,0,0,0,21,0,7,0,0,0,0,0,0,0,10,30,153,150,118,186,151,23,121,13,949
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,4,3,10,7,12,7,0,0,0,48,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,64,290,188,159,339,214,52,121,27,1456
306021152,14,30,14,16,28,21,8,16,4,153,6,15,3,5,8,8,0,0,0,44,0,11,4,3,3,5,0,0,0,26,208,538,513,402,1122,819,253,429,79,4366
306021153,5,9,8,0,0,0,0,3,0,25,0,6,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,3,0,4,51,298,173,104,172,101,37,72,16,1021
306021154,22,61,72,48,85,84,18,65,5,460,3,41,28,16,16,14,10,24,6,159,5,19,7,5,6,10,0,5,3,58,560,1168,1152,955,4069,3276,1008,1912,248,14345
306021155,3,5,6,0,0,0,0,3,0,23,0,8,0,5,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,5,32,100,87,81,103,84,25,71,9,591
306021156,6,30,10,5,0,5,3,7,0,68,0,8,10,4,4,3,0,6,0,35,0,9,0,0,0,3,0,0,0,12,79,273,253,171,287,212,67,182,22,1546
306021157,3,23,14,11,9,14,6,11,0,86,0,10,3,0,0,3,0,4,0,32,0,4,0,0,0,3,0,0,0,15,98,326,297,212,509,477,175,354,39,2488
306031158,3,15,21,9,13,11,0,41,5,105,0,16,5,6,7,5,0,11,3,49,0,5,5,0,0,6,0,14,5,35,29,166,164,101,200,216,51,283,32,1228
306031159,3,37,33,20,37,27,4,25,0,187,0,22,5,0,10,6,0,13,3,72,3,17,0,7,0,0,0,8,3,42,161,630,581,442,1010,703,226,489,117,4364
306031160,7,35,24,7,14,24,11,34,4,162,0,21,7,3,0,14,0,18,0,69,7,10,4,4,3,6,0,19,5,45,66,292,254,189,475,419,148,501,89,2430
306031161,15,47,31,20,26,33,15,56,3,247,4,32,11,3,12,3,5,12,4,88,5,15,17,4,4,10,0,8,8,65,168,617,518,373,882,791,289,737,113,4482
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,43,48,49,77,84,14,66,14,414
306041164,7,28,27,17,9,19,5,26,0,139,0,12,3,3,0,9,0,5,0,44,0,15,4,0,5,7,0,0,4,34,102,406,363,234,406,413,118,356,79,2476
306041165,9,43,19,8,18,23,0,12,0,140,0,27,19,5,0,8,5,7,0,78,0,12,8,3,0,0,6,3,6,38,175,639,531,364,622,560,145,335,69,3434
306051166,25,75,37,35,30,38,10,31,5,288,3,18,24,7,4,19,5,14,8,93,3,19,4,8,0,0,3,17,3,65,253,846,682,539,1174,1016,291,683,166,5643
306051167,14,18,15,13,7,12,8,17,4,104,0,15,6,4,4,5,4,10,0,45,0,4,5,0,3,5,0,4,4,27,63,226,176,123,164,186,72,328,50,1390
306051168,0,15,10,8,7,9,3,9,0,64,0,18,3,7,4,0,0,0,0,34,0,8,6,3,0,8,0,6,0,33,41,242,180,106,193,149,32,101,30,1077
306051169,8,41,18,18,12,21,3,36,7,166,10,25,17,10,3,13,0,17,3,99,0,24,10,8,0,9,4,18,0,70,116,439,298,215,295,377,118,447,62,2374
