POW_SA2_CODE_2021,BDLA_NNI_Mng,BDLA_NNI_Pro,BDLA_NNI_TecTW,BDLA_NNI_CoPSW,BDLA_NNI_ClAW,BDLA_NNI_SWks,BDLA_NNI_MaOpDv,BDLA_NNI_Lab,BDLA_NNI_IDNS,BDLA_NNI_Tot,BDLA_1_149_Mng,BDLA_1_149_Pro,BDLA_1_149_TecTW,BDLA_1_149_CoPSW,BDLA_1_149_ClAW,BDLA_1_149_SWks,BDLA_1_149_MaOpDv,BDLA_1_149_Lab,BDLA_1_149_IDNS,BDLA_1_149_Tot,BDLA_150_299_Mng,BDLA_150_299_Pro,BDLA_150_299_TecTW,BDLA_150_299_CoPSW,BDLA_150_299_ClAW,BDLA_150_299_SWks,BDLA_150_299_MaOpDv,BDLA_150_299_Lab,BDLA_150_299_IDNS,BDLA_150_299_Tot,BDLA_300_399_Mng,BDLA_300_399_Pro,BDLA_300_399_TecTW,BDLA_300_399_CoPSW,BDLA_300_399_ClAW,BDLA_300_399_SWks,BDLA_300_399_MaOpDv,BDLA_300_399_Lab,BDLA_300_399_IDNS,BDLA_300_399_Tot,BDLA_400_499_Mng,BDLA_400_499_Pro,BDLA_400_499_TecTW,BDLA_400_499_CoPSW,BDLA_400_499_ClAW,BDLA_400_499_SWks,BDLA_400_499_MaOpDv,BDLA_400_499_Lab,BDLA_400_499_IDNS,BDLA_400_499_Tot,BDLA_500_649_Mng,BDLA_500_649_Pro,BDLA_500_649_TecTW,BDLA_500_649_CoPSW,BDLA_500_649_ClAW,BDLA_500_649_SWks,BDLA_500_649_MaOpDv,BDLA_500_649_Lab,BDLA_500_649_IDNS,BDLA_500_649_Tot,BDLA_650_799_Mng,BDLA_650_799_Pro,BDLA_650_799_TecTW,BDLA_650_799_CoPSW,BDLA_650_799_ClAW,BDLA_650_799_SWks,BDLA_650_799_MaOpDv,BDLA_650_799_Lab,BDLA_650_799_IDNS,BDLA_650_799_Tot,BDLA_800_999_Mng,BDLA_800_999_Pro,BDLA_800_999_TecTW,BDLA_800_999_CoPSW,BDLA_800_999_ClAW,BDLA_800_999_SWks,BDLA_800_999_MaOpDv,BDLA_800_999_Lab,BDLA_800_999_IDNS,BDLA_800_999_Tot,BDLA_1000_1249_Mng,BDLA_1000_1249_Pro,BDLA_1000_1249_TecTW,BDLA_1000_1249_CoPSW,BDLA_1000_1249_ClAW,BDLA_1000_1249_SWks,BDLA_1000_1249_MaOpDv,BDLA_1000_1249_Lab,BDLA_1000_1249_IDNS,BDLA_1000_1249_Tot,BDLA_1250_1499_Mng,BDLA_1250_1499_Pro,BDLA_1250_1499_TecTW,BDLA_1250_1499_CoPSW,BDLA_1250_1499_ClAW,BDLA_1250_1499_SWks,BDLA_1250_1499_MaOpDv,BDLA_1250_1499_Lab,BDLA_1250_1499_IDNS,BDLA_1250_1499_Tot,BDLA_1500_1749_Mng,BDLA_1500_1749_Pro,BDLA_1500_1749_TecTW,BDLA_1500_1749_CoPSW,BDLA_1500_1749_ClAW,BDLA_1500_1749_SWks,BDLA_1500_1749_MaOpDv,BDLA_1500_1749_Lab,BDLA_1500_1749_IDNS,BDLA_1500_1749_Tot,BDLA_1750_1999_Mng,BDLA_1750_1999_Pro,BDLA_1750_1999_TecTW,BDLA_1750_1999_CoPSW,BDLA_1750_1999_ClAW,BDLA_1750_1999_SWks,BDLA_1750_1999_MaOpDv,BDLA_1750_1999_Lab,BDLA_1750_1999_IDNS,BDLA_1750_1999_Tot,BDLA_2000_2999_Mng,BDLA_2000_2999_Pro,BDLA_2000_2999_TecTW,BDLA_2000_2999_CoPSW,BDLA_2000_2999_ClAW,BDLA_2000_2999_SWks,BDLA_2000_2999_MaOpDv,BDLA_2000_2999_Lab,BDLA_2000_2999_IDNS,BDLA_2000_2999_Tot,BDLA_3000_3499_Mng,BDLA_3000_3499_Pro,BDLA_3000_3499_TecTW,BDLA_3000_3499_CoPSW,BDLA_3000_3499_ClAW,BDLA_3000_3499_SWks,BDLA_3000_3499_MaOpDv,BDLA_3000_3499_Lab,BDLA_3000_3499_IDNS,BDLA_3000_3499_Tot,BDLA_3500mo_Mng,BDLA_3500mo_Pro,BDLA_3500mo_TecTW,BDLA_3500mo_CoPSW,BDLA_3500mo_ClAW,BDLA_3500mo_SWks,BDLA_3500mo_MaOpDv,BDLA_3500mo_Lab,BDLA_3500mo_IDNS,BDLA_3500mo_Tot,BDLA_PINS_Mng,BDLA_PINS_Pro,BDLA_PINS_TecTW,BDLA_PINS_CoPSW,BDLA_PINS_ClAW,BDLA_PINS_SWks,BDLA_PINS_MaOpDv,BDLA_PINS_Lab,BDLA_PINS_IDNS,BDLA_PINS_Tot,BDLA_Tot_Mng,BDLA_Tot_Pro,BDLA_Tot_TecTW,BDLA_Tot_CoPSW,BDLA_Tot_ClAW,BDLA_Tot_SWks,BDLA_Tot_MaOpDv,BDLA_Tot_Lab,BDLA_Tot_IDNS,BDLA_Tot_Tot,Ad_Dip_NNI_Mng,Ad_Dip_NNI_Pro,Ad_Dip_NNI_TecTW,Ad_Dip_NNI_CoPSW,Ad_Dip_NNI_ClAW,Ad_Dip_NNI_SWks,Ad_Dip_NNI_MaOpDv,Ad_Dip_NNI_Lab,Ad_Dip_NNI_IDNS,Ad_Dip_NNI_Tot,Ad_Dip_1_149_Mng,Ad_Dip_1_149_Pro,Ad_Dip_1_149_TecTW,Ad_Dip_1_149_CoPSW,Ad_Dip_1_149_ClAW,Ad_Dip_1_149_SWks,Ad_Dip_1_149_MaOpDv,Ad_Dip_1_149_Lab,Ad_Dip_1_149_IDNS,Ad_Dip_1_149_Tot,Ad_Dip_150_299_Mng,Ad_Dip_150_299_Pro,Ad_Dip_150_299_TecTW,Ad_Dip_150_299_CoPSW,Ad_Dip_150_299_ClAW,Ad_Dip_150_299_SWks,Ad_Dip_150_299_MaOpDv,Ad_Dip_150_299_Lab,Ad_Dip_150_299_IDNS,Ad_Dip_150_299_Tot
209011204,0,5,0,0,0,0,0,6,0,10,0,3,0,5,0,0,0,0,0,7,0,8,0,4,0,6,0,0,0,20,0,7,0,3,8,0,0,0,0,20,0,0,0,0,0,3,0,0,0,15,5,13,0,9,4,5,0,4,0,40,6,18,0,8,0,0,0,3,0,33,5,18,9,5,8,0,0,0,0,48,7,24,5,14,12,3,0,0,0,57,0,53,0,3,3,0,0,0,0,59,5,64,0,9,0,3,0,0,0,84,10,41,0,8,5,0,0,0,0,60,14,85,0,14,4,0,0,0,0,119,10,4,0,0,0,0,0,0,0,17,6,12,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,67,352,21,83,33,23,3,18,3,590,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,4,0,4,0,0,0,10
209021205,4,10,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,23,3,31,6,4,3,3,4,0,0,50,5,37,0,3,3,0,0,0,4,59,6,38,0,5,3,3,3,12,0,66,6,93,19,15,13,3,3,11,0,164,18,95,10,17,23,10,4,4,0,183,14,117,12,46,19,4,8,9,0,231,20,205,30,39,42,0,3,8,3,359,24,314,35,26,69,6,0,3,8,485,47,423,28,28,52,0,0,0,4,582,67,416,12,18,36,0,0,0,0,550,157,699,24,45,42,0,0,0,3,982,35,115,0,10,0,0,0,0,3,167,92,126,0,0,9,0,0,0,0,236,0,13,0,0,0,0,0,0,3,26,500,2734,174,273,342,41,27,46,35,4175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7
209021428,12,6,0,0,3,5,0,0,5,21,3,14,0,7,3,11,0,4,0,46,0,16,3,19,15,38,0,4,0,92,7,30,6,29,15,34,11,11,0,144,3,40,11,44,20,57,19,22,0,210,21,66,25,61,26,86,38,24,4,345,29,108,33,82,63,98,20,40,10,485,81,194,58,100,117,71,59,53,10,733,126,298,61,94,141,72,47,32,12,876,83,399,43,88,91,27,18,15,12,784,113,404,29,75,84,16,11,13,8,752,88,329,16,49,47,15,8,4,8,566,279,433,18,60,50,26,20,5,16,907,95,67,5,3,9,4,0,0,0,189,139,110,3,0,7,4,0,5,0,271,8,20,0,0,4,5,0,0,7,37,1073,2520,313,719,691,580,249,230,77,6457,3,3,0,3,5,0,0,0,0,11,0,0,0,5,0,10,0,5,0,18,0,7,0,9,11,19,0,0,0,48
209021429,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,16,0,12,0,8,4,0,0,0,0,24,3,12,0,11,6,0,4,0,0,34,5,19,5,9,9,5,0,3,0,56,3,26,9,14,8,3,9,8,0,81,13,37,6,13,9,5,5,10,0,101,3,61,5,20,14,3,4,10,0,121,10,82,11,27,27,3,0,7,3,156,12,88,6,10,15,0,0,5,0,136,15,97,4,12,12,4,0,0,4,143,10,97,0,4,3,3,0,0,0,115,56,130,4,15,11,0,0,0,0,221,17,34,0,0,0,0,0,0,0,48,27,22,0,0,4,0,0,0,0,53,3,4,0,0,0,0,0,0,0,11,167,732,49,148,115,27,23,43,19,1321,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
209021523,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,0,0,0,0,14,3,8,0,3,0,0,0,0,0,18,3,12,4,7,0,0,0,4,0,19,3,7,3,8,6,0,0,0,0,27,5,15,6,17,0,0,4,0,0,44,0,14,4,21,6,0,4,4,0,63,6,26,3,26,8,4,0,3,3,74,3,50,3,16,12,8,0,5,0,98,4,72,3,5,3,0,0,0,0,95,6,45,3,4,0,4,0,0,0,60,5,31,0,5,0,0,0,0,0,49,9,37,0,7,5,0,0,0,0,61,4,6,0,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,53,334,28,130,44,16,14,22,8,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
209021524,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,6,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,3,0,13,3,12,6,8,0,0,0,3,0,30,6,14,0,12,0,0,4,0,0,31,3,12,3,13,3,0,5,3,0,42,7,27,0,15,3,0,3,0,0,62,4,24,3,20,3,0,0,0,0,50,3,26,0,10,0,0,0,0,0,44,4,14,0,12,0,0,0,0,0,38,9,26,4,8,0,0,0,0,0,47,6,8,0,0,0,0,0,0,0,10,5,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,45,178,14,109,27,12,12,10,3,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
209021525,0,4,0,0,0,0,0,0,4,9,0,3,0,3,0,0,0,0,0,11,4,8,3,7,0,0,3,0,0,21,5,6,3,3,3,4,0,3,0,31,0,13,0,3,3,5,3,7,0,27,6,12,6,19,7,11,0,3,0,63,5,22,3,14,10,6,3,0,0,60,5,37,9,25,10,0,4,10,0,97,12,62,9,22,7,9,8,4,0,115,4,69,0,9,4,4,0,0,0,94,4,73,0,5,9,6,0,0,0,91,8,34,0,0,0,0,0,0,0,44,17,70,0,0,0,5,0,0,0,100,11,6,0,0,0,0,0,0,0,18,6,19,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,6,83,433,28,112,56,42,17,31,7,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,5,0,12
209021526,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,0,4,10,0,6,4,0,0,24,4,8,0,4,4,3,0,3,0,30,0,9,0,6,3,6,11,3,0,39,8,16,4,14,10,11,14,21,4,90,3,27,8,25,12,3,12,27,0,108,21,41,18,24,15,10,27,22,6,177,18,81,15,21,22,7,18,17,0,198,11,70,8,3,16,3,12,5,4,136,18,73,4,9,12,9,10,8,3,152,13,54,9,0,6,0,0,0,0,92,36,65,3,5,7,9,6,0,0,132,8,20,3,0,0,0,0,0,0,31,23,23,0,0,3,0,0,0,0,52,0,8,0,0,0,0,0,0,0,12,180,494,81,111,113,73,112,104,23,1296,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,16
209031209,4,3,0,0,0,3,0,0,0,12,0,8,6,5,6,0,0,5,0,30,5,16,3,11,3,0,0,0,0,49,5,21,7,15,7,3,0,0,0,66,3,32,0,14,4,16,3,8,0,88,17,46,8,25,12,18,0,10,3,135,4,76,15,34,31,15,3,6,0,174,18,89,14,26,28,12,0,10,7,201,22,153,16,45,27,8,0,9,0,283,28,145,9,16,15,6,0,0,3,231,36,168,9,21,18,6,0,0,0,255,16,119,0,10,10,0,0,0,0,164,58,221,7,12,16,0,4,4,7,320,24,54,0,4,0,0,0,0,0,88,45,102,0,0,4,3,0,0,5,165,6,8,0,4,5,0,0,0,8,25,299,1260,94,247,184,104,16,51,33,2290,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,11,5,0,0,4,4,4,3,7,0,28
209031210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,6,0,3,0,6,0,0,0,0,0,11,0,0,0,5,5,0,0,0,0,8,0,8,0,0,4,6,0,0,0,17,0,12,4,0,0,0,0,0,0,19,0,7,0,4,0,0,0,0,0,22,0,12,0,0,4,0,0,0,0,20,3,16,0,4,0,0,0,0,0,25,0,3,6,3,0,0,0,0,0,14,0,8,0,4,3,0,0,0,0,15,12,6,0,0,0,0,4,0,0,22,0,4,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,24,88,7,21,23,10,0,6,0,190,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209031211,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,16,5,8,0,0,0,0,0,3,0,19,6,10,3,0,0,0,0,0,0,22,11,3,0,0,0,0,0,0,0,26,0,9,0,0,3,0,0,0,0,18,4,14,4,0,6,0,0,0,0,24,13,5,0,0,0,0,0,0,0,13,14,6,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,65,75,7,11,13,7,5,8,4,191,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5
209031212,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,3,0,16,0,4,0,0,4,0,0,0,0,17,4,3,0,6,3,0,0,0,0,19,0,18,0,3,3,0,0,4,0,26,5,18,0,3,0,0,0,0,0,32,4,20,3,6,0,0,0,5,0,40,12,17,4,5,5,0,0,4,0,50,5,24,3,4,6,0,0,0,0,39,3,36,0,0,6,0,0,0,0,45,3,18,5,0,0,0,0,0,0,29,18,47,3,0,5,0,0,0,0,69,7,8,7,0,0,0,0,0,0,21,10,11,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,78,230,23,33,37,5,8,17,6,436,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,5
209031213,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,5,0,5,0,3,0,16,0,5,0,3,0,5,0,0,0,16,4,10,0,3,3,0,0,4,0,22,0,17,0,15,0,0,0,4,0,44,3,24,3,22,4,0,0,0,0,54,4,30,0,26,5,0,0,5,0,82,4,55,5,23,8,0,0,7,0,101,5,63,6,9,12,0,0,0,0,95,13,77,5,8,4,0,0,0,0,105,13,60,5,3,4,0,0,0,0,93,20,83,0,0,7,0,0,0,3,120,15,6,0,0,0,0,0,0,6,26,14,18,0,0,5,0,0,0,0,41,0,0,0,0,0,0,0,0,0,4,106,458,30,123,60,16,0,24,13,831,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,12,4,0,0,4,0,0,0,0,0,7
209031214,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,9,0,3,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,14,3,17,0,5,3,0,0,0,0,31,7,26,5,6,4,0,0,0,0,42,0,23,3,0,9,5,0,5,0,41,9,31,3,6,10,0,0,0,0,54,9,27,0,8,6,0,0,3,0,56,7,31,0,4,0,0,0,4,0,58,10,37,5,4,8,0,0,0,0,57,3,26,3,0,4,0,0,0,0,42,31,68,3,0,0,0,0,0,0,112,4,11,0,0,0,0,0,0,0,19,16,31,0,0,0,0,0,0,0,52,0,3,0,0,0,0,0,0,5,3,104,346,19,46,60,11,3,18,9,605,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4
209031215,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,10,0,0,3,0,3,4,0,20,3,6,0,6,0,3,0,0,0,24,0,8,0,6,4,0,0,0,0,27,0,13,5,15,12,3,6,0,0,50,3,21,0,12,4,3,0,3,0,56,15,28,3,12,0,3,3,7,0,69,11,50,7,15,6,0,3,5,0,104,5,49,8,10,6,0,4,0,0,92,10,53,3,4,4,0,0,0,0,75,11,39,5,4,4,0,0,0,0,67,23,64,6,14,9,0,0,0,0,116,10,18,0,0,3,0,0,0,0,30,13,32,0,0,3,0,0,0,0,52,0,3,0,0,0,0,0,0,0,12,111,407,33,115,61,21,19,22,14,799,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,0,3,0,0,3,0,0,4,0,16
209041216,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,6,0,7,7,7,0,0,0,31,0,16,0,11,9,8,5,5,0,42,4,15,0,9,6,9,0,0,0,45,3,28,3,13,13,15,3,8,0,89,7,28,11,24,11,14,3,5,0,99,18,62,13,29,27,11,3,7,3,170,15,95,14,40,36,5,28,3,6,238,22,119,12,31,26,0,30,0,0,235,21,106,15,23,23,3,40,0,0,231,26,96,3,16,10,0,6,0,3,178,62,173,6,5,15,10,3,0,0,272,13,31,0,0,8,0,3,0,0,57,33,79,0,0,3,0,0,0,0,115,0,0,0,0,0,0,0,0,0,7,230,861,70,209,181,89,135,34,27,1831,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,7,4,6,0,0,0,21
209041217,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0,5,0,4,0,10,0,3,0,25,0,7,0,0,3,3,0,3,0,25,0,13,3,0,6,3,0,0,0,34,6,21,3,4,3,13,0,8,0,60,6,16,0,10,7,3,0,7,0,53,9,37,5,5,6,5,4,3,0,73,4,42,4,10,6,3,3,0,0,83,4,58,3,0,4,3,7,0,0,80,4,67,0,3,8,3,0,0,0,83,6,63,0,3,0,0,0,0,0,76,13,72,0,0,0,0,0,0,0,85,3,8,0,0,0,0,0,0,0,17,0,53,0,0,0,0,0,0,0,56,0,9,0,0,0,0,0,0,0,10,60,470,26,42,59,47,16,32,3,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,4
209041220,6,0,0,0,3,0,0,0,0,11,0,9,0,7,0,4,0,0,0,21,4,10,0,10,5,12,0,0,0,41,8,11,3,11,4,15,0,5,0,49,7,14,4,8,12,23,3,5,6,78,10,19,3,33,16,19,3,13,3,124,7,47,9,30,44,23,4,6,4,181,17,62,8,52,53,17,7,5,4,229,25,95,8,39,31,16,3,5,0,228,15,112,5,27,14,6,5,0,8,194,13,101,9,16,17,3,0,0,4,167,12,81,0,17,9,3,3,4,0,120,33,116,0,22,6,3,0,0,0,177,11,18,0,0,3,0,0,0,0,30,16,34,0,0,0,4,0,0,0,53,0,9,0,5,0,0,0,0,0,14,174,733,53,270,213,160,24,52,27,1715,0,0,0,3,0,0,0,0,0,10,0,0,0,4,0,4,0,3,0,13,0,0,0,10,3,4,0,4,0,25
209041221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,5,0,3,0,3,0,0,5,0,0,13,0,4,0,0,4,0,5,0,3,23,5,15,5,3,5,0,0,0,0,24,3,16,0,4,7,0,0,3,0,35,3,29,6,3,0,0,0,0,0,48,0,24,0,4,3,0,0,0,0,32,10,30,6,0,3,0,0,0,0,48,0,16,0,0,0,0,0,0,4,22,3,41,0,0,0,0,0,0,5,48,4,7,0,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0,0,19,0,5,0,0,0,0,0,0,0,3,33,209,20,25,25,7,10,5,12,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7
209041223,5,0,0,0,4,0,0,0,4,20,0,10,0,0,4,0,0,3,0,18,3,16,3,8,3,0,4,7,0,44,4,6,0,14,10,9,10,14,3,73,10,11,6,15,19,14,18,22,0,120,15,22,9,26,21,29,21,27,0,179,20,52,30,30,35,27,39,52,7,285,46,82,60,46,70,30,66,63,3,473,63,165,73,34,107,34,63,66,12,621,62,169,52,36,49,20,29,28,10,449,68,174,36,20,31,13,15,10,7,377,64,133,18,20,25,9,9,8,0,286,171,224,30,21,22,17,0,10,11,500,57,31,0,5,3,0,4,0,0,104,123,41,5,7,3,5,0,0,6,180,3,13,0,0,4,0,0,0,0,21,720,1147,322,283,397,210,287,318,65,3742,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,3,4,8,5,3,6,6,0,25
209041224,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,9,0,7,0,0,0,0,0,22,0,5,8,4,4,0,3,0,0,23,4,6,3,8,8,8,4,0,0,38,0,12,10,3,5,7,0,4,0,44,4,21,9,11,0,9,0,0,0,60,3,29,7,31,18,7,6,3,0,110,3,53,17,9,7,5,3,3,0,104,10,84,3,12,3,3,0,4,0,114,10,75,0,8,3,0,0,0,0,95,13,47,6,4,4,0,0,0,0,79,25,70,0,8,5,4,0,4,0,116,9,12,0,0,0,0,0,0,0,20,13,25,0,0,0,0,0,0,0,41,0,5,0,0,0,0,0,0,0,7,96,459,56,108,68,42,18,24,11,885,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,12
209041225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,4,4,7,0,0,0,0,0,19,3,9,0,7,3,6,0,3,0,25,4,10,6,4,3,0,0,5,0,32,3,15,6,13,7,9,3,3,0,49,3,22,0,15,0,0,0,6,0,53,4,35,6,11,8,3,4,0,0,70,3,53,4,3,10,0,3,0,3,87,3,42,4,5,3,0,0,0,0,59,4,32,3,8,3,0,0,0,0,53,6,64,0,12,3,0,0,0,0,91,8,10,0,0,0,0,0,0,0,23,3,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,52,314,31,79,50,22,17,22,4,588,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6
209041431,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,8,0,0,0,4,0,0,0,6,0,11,0,6,0,11,0,0,3,3,0,24,0,5,0,12,0,0,0,4,0,31,0,17,0,18,0,0,4,3,0,49,0,26,7,29,5,0,0,8,0,73,0,63,7,21,5,0,0,4,7,102,3,63,4,5,4,0,4,0,0,88,6,80,0,3,7,0,0,0,0,102,3,58,0,3,0,0,0,0,0,69,13,77,0,3,0,0,0,0,0,97,0,7,0,0,0,0,0,0,0,10,3,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,41,420,25,113,25,6,12,21,13,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
209041432,0,7,0,0,3,5,0,0,0,9,0,9,0,4,0,8,0,0,4,29,4,15,7,15,7,13,0,6,0,63,4,14,5,11,5,21,6,10,0,76,13,24,11,19,10,31,4,19,0,117,8,57,16,32,18,44,7,22,0,201,17,104,24,39,26,41,9,38,9,299,36,239,46,53,65,43,18,52,8,558,59,489,58,38,87,26,32,49,10,854,48,522,33,29,56,19,9,23,3,742,55,617,21,37,28,9,9,16,3,798,55,462,4,20,19,13,4,0,0,587,141,748,12,39,36,7,15,0,6,1001,34,118,4,0,3,0,3,0,0,166,66,277,0,0,9,0,0,0,0,354,0,16,0,5,0,4,0,0,9,33,542,3706,247,329,379,284,113,231,51,5894,0,0,4,4,4,0,0,0,3,13,0,0,0,4,0,7,0,7,0,17,4,5,0,6,3,12,0,3,0,34
209041433,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,3,3,7,0,0,0,0,0,17,4,7,0,6,0,9,0,0,0,25,4,3,7,12,0,3,4,4,0,44,5,9,4,17,7,10,10,5,0,67,5,21,8,20,15,8,8,7,6,97,10,24,10,33,21,14,18,8,5,142,20,52,13,17,24,15,24,6,0,172,11,89,4,4,16,6,10,0,0,156,23,80,3,0,10,7,5,0,0,128,11,35,5,0,7,3,5,0,4,68,32,68,0,0,3,4,3,0,0,114,18,6,0,0,0,0,0,0,0,25,22,9,0,0,5,0,0,0,0,38,0,4,0,0,0,0,0,0,0,6,169,427,65,117,114,77,95,46,15,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,3,6,0,14
209041435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,3,0,3,0,0,0,0,0,5,5,9,0,0,0,0,5,0,0,18,0,7,0,5,3,0,0,0,0,21,6,5,0,5,5,0,0,0,0,22,0,10,0,6,5,0,4,0,0,25,4,25,5,5,3,3,0,0,0,47,3,21,0,0,4,0,0,0,0,32,0,25,0,0,4,0,0,0,0,38,0,28,0,0,3,0,0,0,0,28,7,30,0,0,0,0,0,0,0,43,0,7,0,0,0,0,0,0,0,10,6,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,30,180,15,31,24,9,15,3,3,318,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
209041436,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,3,0,0,0,10,0,4,0,0,0,3,0,0,0,17,0,0,8,13,5,3,0,3,0,29,3,3,0,16,0,5,0,3,0,33,3,17,6,16,7,8,3,7,3,64,8,26,8,27,10,8,0,5,0,85,7,43,7,39,15,10,3,4,0,129,15,79,8,26,21,8,0,3,5,159,9,88,8,19,21,6,4,0,0,147,13,105,3,13,13,4,0,0,0,151,15,91,0,13,6,4,0,0,3,138,44,120,7,0,26,3,0,0,0,203,13,10,0,0,3,0,0,0,0,25,13,13,0,0,0,0,0,0,0,32,0,5,0,0,3,0,0,0,4,9,140,601,51,186,126,50,15,28,18,1210,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,12
