POW_SA2_CODE_2021,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_19,ClAW_2000_2999_H_20_29,ClAW_2000_2999_H_30_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40_44,ClAW_2000_2999_H_45_49,ClAW_2000_2999_H_50ov,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000_3499_H_0,ClAW_3000_3499_H_1_19,ClAW_3000_3499_H_20_29,ClAW_3000_3499_H_30_34,ClAW_3000_3499_H_35_39,ClAW_3000_3499_H_40_44,ClAW_3000_3499_H_45_49,ClAW_3000_3499_H_50ov,ClAW_3000_3499_H_NS,ClAW_3000_3499_H_Tot,ClAW_3500mo_H_0,ClAW_3500mo_H_1_19,ClAW_3500mo_H_20_29,ClAW_3500mo_H_30_34,ClAW_3500mo_H_35_39,ClAW_3500mo_H_40_44,ClAW_3500mo_H_45_49,ClAW_3500mo_H_50ov,ClAW_3500mo_H_NS,ClAW_3500mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_19,ClAW_PINS_H_20_29,ClAW_PINS_H_30_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40_44,ClAW_PINS_H_45_49,ClAW_PINS_H_50ov,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_19,ClAW_Tot_H_20_29,ClAW_Tot_H_30_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40_44,ClAW_Tot_H_45_49,ClAW_Tot_H_50ov,ClAW_Tot_H_NS,ClAW_Tot_H_Tot,SWs_NNI_H_0,SWs_NNI_H_1_19,SWs_NNI_H_20_29,SWs_NNI_H_30_34,SWs_NNI_H_35_39,SWs_NNI_H_40_44,SWs_NNI_H_45_49,SWs_NNI_H_50ov,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_19,SWs_1_149_H_20_29,SWs_1_149_H_30_34,SWs_1_149_H_35_39,SWs_1_149_H_40_44,SWs_1_149_H_45_49,SWs_1_149_H_50ov,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_19,SWs_150_299_H_20_29,SWs_150_299_H_30_34,SWs_150_299_H_35_39,SWs_150_299_H_40_44,SWs_150_299_H_45_49,SWs_150_299_H_50ov,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_19,SWs_300_399_H_20_29,SWs_300_399_H_30_34,SWs_300_399_H_35_39,SWs_300_399_H_40_44,SWs_300_399_H_45_49,SWs_300_399_H_50ov,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_19,SWs_400_499_H_20_29,SWs_400_499_H_30_34,SWs_400_499_H_35_39,SWs_400_499_H_40_44,SWs_400_499_H_45_49,SWs_400_499_H_50ov,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_19,SWs_500_649_H_20_29,SWs_500_649_H_30_34,SWs_500_649_H_35_39,SWs_500_649_H_40_44,SWs_500_649_H_45_49,SWs_500_649_H_50ov,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_19,SWs_650_799_H_20_29,SWs_650_799_H_30_34,SWs_650_799_H_35_39,SWs_650_799_H_40_44,SWs_650_799_H_45_49,SWs_650_799_H_50ov,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_19,SWs_800_999_H_20_29,SWs_800_999_H_30_34,SWs_800_999_H_35_39,SWs_800_999_H_40_44,SWs_800_999_H_45_49,SWs_800_999_H_50ov,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_19,SWs_1000_1249_H_20_29,SWs_1000_1249_H_30_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40_44,SWs_1000_1249_H_45_49,SWs_1000_1249_H_50ov,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_19,SWs_1250_1499_H_20_29,SWs_1250_1499_H_30_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40_44,SWs_1250_1499_H_45_49,SWs_1250_1499_H_50ov,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_19,SWs_1500_1749_H_20_29,SWs_1500_1749_H_30_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40_44,SWs_1500_1749_H_45_49,SWs_1500_1749_H_50ov,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_19,SWs_1750_1999_H_20_29,SWs_1750_1999_H_30_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40_44,SWs_1750_1999_H_45_49,SWs_1750_1999_H_50ov,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_19,SWs_2000_2999_H_20_29,SWs_2000_2999_H_30_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40_44,SWs_2000_2999_H_45_49,SWs_2000_2999_H_50ov,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000_3499_H_0,SWs_3000_3499_H_1_19,SWs_3000_3499_H_20_29,SWs_3000_3499_H_30_34,SWs_3000_3499_H_35_39,SWs_3000_3499_H_40_44,SWs_3000_3499_H_45_49,SWs_3000_3499_H_50ov,SWs_3000_3499_H_NS,SWs_3000_3499_H_Tot,SWs_3500mo_H_0,SWs_3500mo_H_1_19,SWs_3500mo_H_20_29,SWs_3500mo_H_30_34,SWs_3500mo_H_35_39,SWs_3500mo_H_40_44,SWs_3500mo_H_45_49,SWs_3500mo_H_50ov,SWs_3500mo_H_NS,SWs_3500mo_H_Tot
309071558,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,34,21,9,18,8,4,9,4,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
309081259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,16,6,13,13,0,0,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309081260,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,17,10,34,19,4,6,0,133,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,13,0,0,4,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309081262,0,0,0,0,10,10,6,12,0,43,0,0,0,0,0,0,3,3,0,13,5,0,0,0,0,4,3,7,0,19,0,0,0,0,3,3,0,3,0,13,71,126,188,138,582,304,74,89,12,1575,0,3,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,14,0,13,3,0,0,0,0,0,0,20,0,3,3,0,0,3,0,0,0,12,0,12,4,0,0,0,0,0,0,15,9,9,12,0,6,6,0,0,0,38,0,4,14,10,16,9,0,0,0,54,4,3,15,8,22,10,0,0,0,63,0,0,5,5,20,19,10,0,0,63,0,0,0,0,7,12,3,3,0,32,3,0,3,3,8,9,3,3,0,26,0,0,0,0,0,6,0,0,0,5,0,0,4,0,3,12,8,8,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,9
309081559,0,0,5,4,12,11,4,5,0,39,0,0,0,0,0,0,0,4,0,8,0,0,4,0,0,4,0,5,0,16,0,0,0,0,4,0,0,0,0,3,47,130,135,66,207,101,36,49,7,786,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,42,6,24,4,0,0,0,0,0,0,33,0,12,6,0,3,0,0,0,0,21,3,14,12,0,4,0,0,0,0,37,3,8,23,5,3,0,0,0,0,57,10,8,12,7,15,4,0,0,0,62,12,8,3,8,30,15,5,0,0,80,5,7,0,6,30,15,0,9,0,68,0,3,5,6,12,7,3,3,0,40,0,3,0,0,11,3,0,4,0,30,0,0,3,0,3,9,5,4,0,28,0,4,0,0,6,9,7,14,0,40,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,5,0,6
309081560,0,0,8,4,12,16,3,5,0,43,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,5,0,0,0,10,0,0,0,0,3,0,0,0,0,11,82,162,211,161,630,222,49,48,6,1576,5,0,0,0,0,3,0,0,0,9,75,217,0,0,0,0,0,0,0,293,57,151,9,5,0,0,0,0,5,222,44,110,25,7,0,4,0,0,3,190,33,73,58,10,10,0,0,0,3,196,78,61,119,15,6,4,0,0,0,294,61,45,74,34,39,9,0,4,0,260,28,23,33,32,103,30,6,0,0,253,16,8,14,12,51,21,0,4,0,132,5,4,3,3,19,13,4,5,0,61,0,4,0,3,8,15,0,12,0,45,0,4,3,0,5,0,0,3,0,16,0,0,0,3,3,10,3,4,0,29,0,0,3,5,0,0,0,9,0,13,0,0,0,0,0,7,5,6,0,18
309091263,0,5,3,4,6,14,5,7,0,38,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,3,0,5,4,0,0,0,3,4,0,0,0,5,31,124,107,70,205,125,25,39,4,734,0,4,0,0,0,0,0,0,0,5,4,49,4,0,0,0,0,0,5,61,6,37,0,3,0,0,0,0,0,48,5,16,6,0,0,0,0,0,0,25,0,15,12,4,0,0,0,0,0,40,6,15,22,10,3,6,3,0,0,69,5,18,14,8,9,9,0,0,5,67,0,7,4,3,19,13,3,0,0,51,0,0,0,0,20,13,5,6,0,47,3,8,0,5,10,12,0,4,0,35,0,0,0,0,3,5,0,8,0,20,0,0,0,0,6,4,3,5,0,14,0,0,0,3,9,7,3,5,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8
309091264,0,0,5,0,7,13,4,19,0,50,0,0,0,0,3,4,0,0,0,13,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,8,33,145,143,93,313,260,73,116,8,1177,0,0,0,0,0,0,0,0,0,0,5,29,0,0,0,0,0,0,0,35,3,18,3,0,0,0,0,0,0,30,3,6,7,0,0,0,0,0,0,15,0,9,11,0,0,3,0,0,0,25,7,12,17,11,4,0,0,0,0,51,8,7,7,8,23,7,6,0,0,58,8,9,6,10,35,14,0,5,0,85,3,4,0,4,28,23,0,0,0,71,0,0,0,0,17,26,7,5,0,72,0,0,0,0,15,11,0,0,0,32,0,6,0,6,0,9,0,0,0,28,0,0,0,0,4,12,0,4,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,7
309091265,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,46,28,18,29,29,5,8,3,168,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,17,0,15,5,0,0,0,0,5,0,23,0,11,6,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,12,0,6,7,5,0,0,0,0,0,21,0,0,8,5,6,0,0,3,0,26,0,5,4,4,8,0,0,0,0,21,0,0,4,0,7,4,0,0,0,17,0,0,0,0,5,5,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309091540,8,8,9,9,55,69,26,35,0,218,0,3,3,0,3,6,3,3,0,24,0,0,0,0,3,4,5,10,0,21,0,0,0,4,8,9,0,0,11,31,258,355,502,421,1489,803,159,180,52,4211,3,5,0,0,0,0,0,0,0,9,11,99,0,0,0,0,0,0,0,118,16,66,4,0,0,0,0,0,3,98,16,69,21,4,0,0,0,0,0,117,17,53,35,7,3,3,0,6,0,116,15,31,60,27,13,10,4,0,0,160,14,21,48,48,45,18,0,7,6,206,17,14,26,38,82,35,7,6,5,224,19,12,7,16,87,52,6,15,0,210,6,4,6,10,39,25,14,12,0,109,3,8,0,6,24,25,4,14,0,75,0,0,0,0,8,13,11,10,0,43,0,3,5,0,8,18,10,29,0,74,0,0,0,0,0,9,0,0,0,18,0,0,0,6,3,4,4,5,0,22
309091541,4,9,4,0,5,10,7,6,0,43,0,0,0,0,6,0,0,0,0,13,0,4,0,0,0,0,0,7,0,12,0,0,0,3,0,0,0,5,0,11,47,112,111,93,215,139,52,50,11,833,5,0,0,0,0,0,0,0,0,4,14,91,4,0,0,0,0,0,0,109,10,48,9,0,0,0,0,0,0,63,5,31,9,0,4,0,0,0,0,51,8,32,13,9,6,0,0,0,5,71,12,26,35,12,5,0,0,0,3,92,8,14,22,24,25,7,0,0,3,96,3,11,13,13,50,21,0,4,0,116,5,3,3,6,34,28,3,8,4,92,0,0,0,4,13,11,0,7,0,37,0,0,3,5,6,16,4,11,0,47,0,0,0,0,8,5,0,8,0,26,4,9,3,5,7,8,4,13,0,44,0,0,3,0,0,0,0,4,0,11,0,3,0,0,0,0,4,3,0,12
309101267,0,0,5,3,0,3,0,6,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,30,91,127,113,161,70,9,15,0,626,0,0,0,0,0,0,0,0,0,5,3,46,0,0,0,0,0,0,0,48,5,22,9,0,0,0,0,0,0,31,0,9,4,0,0,0,0,0,0,21,3,5,13,4,0,0,0,0,0,25,0,9,15,8,0,5,0,0,0,44,0,6,3,7,14,0,0,0,0,35,0,0,6,9,15,5,5,0,0,37,0,3,0,3,10,9,0,0,0,23,0,3,0,0,5,0,0,6,0,28,0,0,3,0,5,0,5,3,0,17,0,0,0,5,0,5,0,0,0,11,0,0,4,0,5,0,0,4,0,11,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
309101268,5,0,7,4,17,48,6,18,0,98,0,0,0,0,8,0,3,8,0,22,0,3,0,0,0,0,3,6,0,16,0,0,0,0,0,0,0,0,3,8,91,175,197,140,662,355,70,83,18,1801,0,0,0,0,4,0,0,0,0,6,8,23,0,0,0,0,0,0,0,35,9,23,3,0,0,0,0,0,0,29,6,16,6,0,0,0,0,0,0,29,4,16,10,5,0,0,0,0,0,34,20,7,29,6,5,5,0,0,0,74,9,5,26,24,19,7,0,0,0,93,16,12,22,17,53,23,0,3,0,151,7,9,10,17,52,43,8,3,0,146,9,6,5,8,27,19,3,5,0,77,0,4,8,0,11,13,8,6,0,58,0,0,7,0,3,12,0,3,0,25,0,4,0,0,12,18,0,6,0,44,0,0,0,0,0,0,4,0,0,9,0,4,0,0,0,8,3,0,0,20
309101269,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,36,64,46,24,46,28,5,8,3,265,0,0,0,0,0,0,0,0,0,3,17,16,0,0,0,0,0,0,0,33,3,8,0,0,0,0,0,0,0,19,6,9,3,0,0,0,0,0,0,22,8,4,4,0,0,0,0,0,0,17,14,8,12,0,0,0,0,0,0,39,15,10,9,6,5,0,0,0,0,43,3,6,3,5,4,5,0,0,4,35,8,0,4,0,9,4,0,4,0,30,0,3,0,6,0,3,0,0,0,15,0,0,0,0,0,5,0,6,0,16,0,0,0,0,0,3,0,5,0,11,0,4,0,0,0,6,0,5,0,17,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,3,0,3,0,13
309101561,0,0,6,4,11,7,8,3,0,43,0,0,0,0,0,4,3,0,0,7,0,0,0,0,5,4,0,0,0,14,0,0,0,0,0,3,0,0,0,9,100,128,128,94,319,157,31,33,12,997,0,4,0,0,0,5,0,0,0,6,16,52,0,0,0,0,0,0,0,69,21,41,3,0,0,0,0,0,0,66,19,42,12,3,0,0,0,0,0,77,23,37,22,5,0,0,0,0,4,90,30,35,46,3,13,0,0,0,3,130,26,29,31,35,17,8,3,3,0,157,16,14,23,15,48,15,5,3,5,145,8,4,13,12,50,22,6,6,0,122,0,4,4,4,15,18,3,3,0,47,0,0,0,0,5,15,3,10,0,33,0,3,0,5,4,8,0,3,0,26,3,0,0,4,4,13,0,6,0,42,0,4,0,0,3,0,0,11,0,14,0,3,5,0,3,3,3,17,0,42
309101562,0,0,6,0,0,3,0,6,0,20,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,35,70,77,39,122,61,16,18,7,447,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,19,3,14,0,0,0,0,0,0,0,16,0,5,4,0,0,3,0,0,0,12,0,0,8,0,0,0,0,0,0,15,7,10,17,0,5,0,0,0,0,40,5,6,16,4,8,5,0,0,0,47,5,4,3,3,9,5,7,0,0,43,0,3,0,9,11,12,0,0,0,34,0,0,3,5,9,3,3,4,0,31,0,0,0,3,5,0,0,7,0,18,0,0,5,0,0,9,0,0,0,20,0,0,0,0,9,7,4,0,0,24,0,0,0,0,4,4,0,0,0,11,0,0,3,0,0,5,0,6,0,19
310011271,0,5,9,0,7,15,8,20,0,70,0,0,0,0,6,0,3,4,0,20,0,0,3,6,0,0,3,6,0,18,0,0,0,0,4,0,0,0,0,7,52,150,155,95,495,352,90,134,10,1550,0,0,0,3,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,18,3,30,0,0,0,0,0,0,0,35,0,18,4,0,3,0,0,0,0,34,3,12,19,3,0,0,0,0,0,43,3,14,17,6,0,0,0,0,3,50,3,4,12,7,13,9,0,0,0,53,4,6,11,17,45,21,0,0,0,103,6,7,9,8,40,27,4,5,3,103,4,5,4,3,29,24,6,8,0,88,3,3,0,0,14,29,3,12,0,72,0,6,0,0,9,10,3,10,0,37,0,0,0,0,5,15,10,11,0,39,0,0,0,0,3,9,0,3,0,13,0,0,0,0,0,0,0,0,0,7
310011272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,15,10,21,14,4,0,0,82,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310011274,0,3,4,4,9,8,8,7,0,42,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,4,52,90,101,75,367,211,51,68,10,1025,0,5,0,0,0,0,0,0,0,5,4,63,3,0,0,0,0,0,0,83,4,51,3,0,0,0,0,0,0,65,0,30,15,0,0,0,0,0,0,59,4,10,22,0,5,0,0,3,0,46,0,15,25,12,10,0,0,0,0,69,4,0,25,4,26,4,0,0,3,67,7,0,16,11,34,8,3,0,0,78,0,4,5,0,27,19,4,5,6,67,3,0,5,0,9,17,0,4,0,40,0,0,6,3,15,9,4,10,0,34,0,0,0,0,9,5,3,3,0,20,0,0,0,0,5,16,0,7,0,30,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,3,0,6
310011275,0,0,0,0,3,9,0,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,49,36,19,115,48,13,21,4,327,0,0,0,0,0,0,0,0,0,3,3,34,0,0,0,0,0,0,0,38,9,27,4,0,0,0,0,0,0,36,8,23,17,0,0,0,0,0,0,46,6,15,15,8,0,0,0,0,0,47,12,19,14,9,8,0,0,0,0,59,7,11,15,8,12,3,0,0,0,58,8,9,10,6,41,13,4,0,0,88,4,4,3,8,26,10,3,3,0,66,0,0,0,0,11,8,0,0,0,31,0,0,0,3,3,6,0,0,0,21,0,3,0,0,6,3,3,0,0,16,0,0,0,0,6,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
310011276,3,0,3,0,15,26,7,17,0,72,0,0,0,0,3,3,0,0,0,14,0,0,4,0,0,5,3,4,0,17,0,0,0,0,3,3,0,0,0,10,58,62,98,70,457,333,79,112,9,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,8,4,5,8,4,0,0,0,25,5,0,0,4,9,5,3,3,0,31,0,0,0,4,25,26,0,4,0,65,0,0,0,0,22,23,6,9,0,52,0,0,0,0,11,13,9,3,0,41,0,0,0,0,7,9,9,9,0,27,0,0,0,0,16,17,7,11,0,54,0,0,0,0,6,0,0,9,0,12,0,0,0,0,5,4,0,4,0,14
310011563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,5,0,10,9,4,0,0,55,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,8,0,3,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310011564,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,10,0,0,0,0,0,0,0,0,0,0,22,64,61,31,96,47,6,11,6,344,0,4,0,0,0,0,0,0,0,9,12,71,0,0,0,0,0,0,0,89,7,41,8,0,0,4,0,0,0,62,5,22,8,3,0,0,0,0,0,38,0,17,16,3,0,0,0,0,0,38,9,15,28,11,0,0,0,0,6,66,4,7,13,11,14,4,0,0,0,57,3,0,3,4,19,10,3,5,0,51,0,5,0,0,9,7,0,4,0,30,0,0,0,0,0,7,3,0,0,17,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
310021277,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,9,17,78,76,31,72,64,19,33,0,390,7,0,0,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,0,33,4,19,0,0,0,0,0,0,0,19,0,10,7,0,0,0,0,0,0,18,0,12,8,0,3,0,0,0,0,28,0,10,12,3,3,0,0,0,0,36,6,5,4,3,7,3,0,0,0,26,3,0,3,3,15,4,0,0,0,40,4,0,5,0,5,7,3,0,0,29,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,8
310021278,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,14,36,32,16,32,32,4,3,3,168,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,24,0,7,0,0,0,0,0,0,0,12,0,3,0,3,0,0,0,0,0,8,0,7,6,0,0,0,0,0,0,12,0,3,3,0,0,0,0,0,0,11,0,6,3,0,6,0,0,0,0,13,0,3,0,7,3,0,0,0,0,18,3,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,6,0,0,0,0,4,0,0,0,0,9,18,77,69,52,90,67,12,29,4,421,0,0,0,0,0,0,0,0,0,3,10,88,0,0,0,0,0,0,0,103,3,51,11,0,0,0,0,0,0,70,4,16,7,3,0,0,0,0,0,30,7,19,16,7,0,0,0,0,0,44,7,11,41,8,8,3,0,3,0,81,0,8,30,23,23,6,0,0,0,97,4,11,4,13,27,6,0,4,0,59,0,6,4,4,19,12,11,3,0,54,0,0,0,4,0,8,0,0,0,11,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,3
