POW_SA2_CODE_2021,OM_IEs_45_49_HW_0,OM_IEs_45_49_HW_1_19,OM_IEs_45_49_HW_20_29,OM_IEs_45_49_HW_30_34,OM_IEs_45_49_HW_35_39,OM_IEs_45_49_HW_40_44,OM_IEs_45_49_HW_45_49,OM_IEs_45_49_HW_50mor,OM_IEs_45_49_HW_NS,OM_IEs_45_49_Tot,OM_IEs_50_54_HW_0,OM_IEs_50_54_HW_1_19,OM_IEs_50_54_HW_20_29,OM_IEs_50_54_HW_30_34,OM_IEs_50_54_HW_35_39,OM_IEs_50_54_HW_40_44,OM_IEs_50_54_HW_45_49,OM_IEs_50_54_HW_50mor,OM_IEs_50_54_HW_NS,OM_IEs_50_54_Tot,OM_IEs_55_59_HW_0,OM_IEs_55_59_HW_1_19,OM_IEs_55_59_HW_20_29,OM_IEs_55_59_HW_30_34,OM_IEs_55_59_HW_35_39,OM_IEs_55_59_HW_40_44,OM_IEs_55_59_HW_45_49,OM_IEs_55_59_HW_50mor,OM_IEs_55_59_HW_NS,OM_IEs_55_59_Tot,OM_IEs_60_64_HW_0,OM_IEs_60_64_HW_1_19,OM_IEs_60_64_HW_20_29,OM_IEs_60_64_HW_30_34,OM_IEs_60_64_HW_35_39,OM_IEs_60_64_HW_40_44,OM_IEs_60_64_HW_45_49,OM_IEs_60_64_HW_50mor,OM_IEs_60_64_HW_NS,OM_IEs_60_64_Tot,OM_IEs_65_69_HW_0,OM_IEs_65_69_HW_1_19,OM_IEs_65_69_HW_20_29,OM_IEs_65_69_HW_30_34,OM_IEs_65_69_HW_35_39,OM_IEs_65_69_HW_40_44,OM_IEs_65_69_HW_45_49,OM_IEs_65_69_HW_50mor,OM_IEs_65_69_HW_NS,OM_IEs_65_69_Tot,OM_IEs_70_74_HW_0,OM_IEs_70_74_HW_1_19,OM_IEs_70_74_HW_20_29,OM_IEs_70_74_HW_30_34,OM_IEs_70_74_HW_35_39,OM_IEs_70_74_HW_40_44,OM_IEs_70_74_HW_45_49,OM_IEs_70_74_HW_50mor,OM_IEs_70_74_HW_NS,OM_IEs_70_74_Tot,OM_IEs_75ov_HW_0,OM_IEs_75ov_HW_1_19,OM_IEs_75ov_HW_20_29,OM_IEs_75ov_HW_30_34,OM_IEs_75ov_HW_35_39,OM_IEs_75ov_HW_40_44,OM_IEs_75ov_HW_45_49,OM_IEs_75ov_HW_50mor,OM_IEs_75ov_HW_NS,OM_IEs_75ov_Tot,OM_IEs_Tot_HW_0,OM_IEs_Tot_HW_1_19,OM_IEs_Tot_HW_20_29,OM_IEs_Tot_HW_30_34,OM_IEs_Tot_HW_35_39,OM_IEs_Tot_HW_40_44,OM_IEs_Tot_HW_45_49,OM_IEs_Tot_HW_50mor,OM_IEs_Tot_HW_NS,OM_IEs_Tot_Tot,OM_UIE_15_19_HW_0,OM_UIE_15_19_HW_1_19,OM_UIE_15_19_HW_20_29,OM_UIE_15_19_HW_30_34,OM_UIE_15_19_HW_35_39,OM_UIE_15_19_HW_40_44,OM_UIE_15_19_HW_45_49,OM_UIE_15_19_HW_50mor,OM_UIE_15_19_HW_NS,OM_UIE_15_19_Tot,OM_UIE_20_24_HW_0,OM_UIE_20_24_HW_1_19,OM_UIE_20_24_HW_20_29,OM_UIE_20_24_HW_30_34,OM_UIE_20_24_HW_35_39,OM_UIE_20_24_HW_40_44,OM_UIE_20_24_HW_45_49,OM_UIE_20_24_HW_50mor,OM_UIE_20_24_HW_NS,OM_UIE_20_24_Tot,OM_UIE_25_29_HW_0,OM_UIE_25_29_HW_1_19,OM_UIE_25_29_HW_20_29,OM_UIE_25_29_HW_30_34,OM_UIE_25_29_HW_35_39,OM_UIE_25_29_HW_40_44,OM_UIE_25_29_HW_45_49,OM_UIE_25_29_HW_50mor,OM_UIE_25_29_HW_NS,OM_UIE_25_29_Tot,OM_UIE_30_34_HW_0,OM_UIE_30_34_HW_1_19,OM_UIE_30_34_HW_20_29,OM_UIE_30_34_HW_30_34,OM_UIE_30_34_HW_35_39,OM_UIE_30_34_HW_40_44,OM_UIE_30_34_HW_45_49,OM_UIE_30_34_HW_50mor,OM_UIE_30_34_HW_NS,OM_UIE_30_34_Tot,OM_UIE_35_39_HW_0,OM_UIE_35_39_HW_1_19,OM_UIE_35_39_HW_20_29,OM_UIE_35_39_HW_30_34,OM_UIE_35_39_HW_35_39,OM_UIE_35_39_HW_40_44,OM_UIE_35_39_HW_45_49,OM_UIE_35_39_HW_50mor,OM_UIE_35_39_HW_NS,OM_UIE_35_39_Tot,OM_UIE_40_44_HW_0,OM_UIE_40_44_HW_1_19,OM_UIE_40_44_HW_20_29,OM_UIE_40_44_HW_30_34,OM_UIE_40_44_HW_35_39,OM_UIE_40_44_HW_40_44,OM_UIE_40_44_HW_45_49,OM_UIE_40_44_HW_50mor,OM_UIE_40_44_HW_NS,OM_UIE_40_44_Tot,OM_UIE_45_49_HW_0,OM_UIE_45_49_HW_1_19,OM_UIE_45_49_HW_20_29,OM_UIE_45_49_HW_30_34,OM_UIE_45_49_HW_35_39,OM_UIE_45_49_HW_40_44,OM_UIE_45_49_HW_45_49,OM_UIE_45_49_HW_50mor,OM_UIE_45_49_HW_NS,OM_UIE_45_49_Tot,OM_UIE_50_54_HW_0,OM_UIE_50_54_HW_1_19,OM_UIE_50_54_HW_20_29,OM_UIE_50_54_HW_30_34,OM_UIE_50_54_HW_35_39,OM_UIE_50_54_HW_40_44,OM_UIE_50_54_HW_45_49,OM_UIE_50_54_HW_50mor,OM_UIE_50_54_HW_NS,OM_UIE_50_54_Tot,OM_UIE_55_59_HW_0,OM_UIE_55_59_HW_1_19,OM_UIE_55_59_HW_20_29,OM_UIE_55_59_HW_30_34,OM_UIE_55_59_HW_35_39,OM_UIE_55_59_HW_40_44,OM_UIE_55_59_HW_45_49,OM_UIE_55_59_HW_50mor,OM_UIE_55_59_HW_NS,OM_UIE_55_59_Tot,OM_UIE_60_64_HW_0,OM_UIE_60_64_HW_1_19,OM_UIE_60_64_HW_20_29,OM_UIE_60_64_HW_30_34,OM_UIE_60_64_HW_35_39,OM_UIE_60_64_HW_40_44,OM_UIE_60_64_HW_45_49,OM_UIE_60_64_HW_50mor,OM_UIE_60_64_HW_NS,OM_UIE_60_64_Tot,OM_UIE_65_69_HW_0,OM_UIE_65_69_HW_1_19,OM_UIE_65_69_HW_20_29,OM_UIE_65_69_HW_30_34,OM_UIE_65_69_HW_35_39,OM_UIE_65_69_HW_40_44,OM_UIE_65_69_HW_45_49,OM_UIE_65_69_HW_50mor,OM_UIE_65_69_HW_NS,OM_UIE_65_69_Tot,OM_UIE_70_74_HW_0,OM_UIE_70_74_HW_1_19,OM_UIE_70_74_HW_20_29,OM_UIE_70_74_HW_30_34,OM_UIE_70_74_HW_35_39,OM_UIE_70_74_HW_40_44,OM_UIE_70_74_HW_45_49,OM_UIE_70_74_HW_50mor,OM_UIE_70_74_HW_NS,OM_UIE_70_74_Tot
108031161,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,3,4,6,0,6,0,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5
108041162,0,4,0,7,9,13,4,20,0,47,0,3,3,3,3,6,0,15,0,45,0,6,3,3,5,13,0,16,0,49,0,9,0,5,3,3,3,7,0,38,0,4,0,0,0,3,0,9,0,21,0,4,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,37,27,25,24,64,19,88,3,290,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,4,0,0,0,4,0,0,0,15,0,7,6,0,4,3,0,6,0,34,0,8,13,8,3,3,8,8,0,45,5,7,9,3,9,11,4,8,0,49,4,12,10,7,6,21,4,9,0,70,0,12,13,12,8,10,0,14,0,76,0,24,7,5,7,12,3,22,0,87,0,17,13,5,4,9,4,10,3,70,4,15,11,3,3,6,3,10,0,42,5,5,3,0,4,7,0,0,0,24
108041164,0,0,5,15,14,33,16,30,0,105,5,5,7,7,17,25,9,45,0,118,4,7,10,4,12,20,6,35,0,97,3,8,11,4,12,20,3,15,0,80,4,9,5,4,6,5,0,10,0,51,0,5,6,5,3,0,0,3,0,25,0,3,3,3,0,4,0,0,0,11,19,54,74,54,109,160,61,213,8,758,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,11,0,9,3,9,12,0,0,6,0,47,6,7,0,10,10,18,4,12,0,69,5,10,8,12,8,16,5,17,0,81,0,14,19,5,8,15,4,22,4,103,0,14,16,10,17,17,6,25,0,107,6,19,19,9,12,18,6,27,0,114,3,20,15,10,14,24,8,13,0,105,0,16,11,9,9,6,4,14,0,79,3,26,13,9,0,6,6,5,0,71,0,9,4,6,3,0,0,0,0,26
108041165,0,3,0,3,0,0,0,7,0,15,0,0,0,0,5,0,0,9,0,17,0,4,0,0,0,4,0,10,0,16,0,0,0,0,3,7,0,6,0,17,0,0,3,0,0,6,0,4,0,9,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,7,10,9,20,20,5,46,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,5,0,8,0,0,3,0,7,3,0,14,0,26,4,0,0,0,0,3,0,4,0,21,0,6,3,8,0,6,0,14,0,39,0,0,0,6,4,5,3,11,0,32,0,8,4,0,0,9,4,16,0,46,0,11,10,3,0,8,0,8,0,34,0,5,3,3,0,0,0,15,0,31,0,5,5,0,0,6,0,5,0,11
108041166,0,0,5,0,3,8,0,15,0,41,0,0,4,0,7,7,0,9,0,35,0,6,5,0,3,12,3,8,0,38,0,0,0,4,5,3,0,10,0,31,0,3,3,0,3,3,0,4,0,22,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,9,7,26,28,19,44,55,14,93,0,283,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,0,0,3,11,0,3,4,4,6,8,0,8,0,28,0,0,0,3,4,9,0,11,0,29,6,9,3,5,7,15,3,5,0,50,0,11,9,4,0,8,0,10,0,47,0,6,9,9,0,14,5,13,3,54,4,11,8,3,14,13,6,9,0,67,0,20,4,3,6,3,5,11,0,49,0,8,5,4,3,4,0,4,0,28,0,4,7,0,3,5,0,0,0,20,0,3,0,0,0,0,0,0,0,15
108041619,0,0,4,3,8,17,6,29,0,64,0,8,4,7,13,10,10,23,0,71,0,6,4,9,6,8,9,19,0,56,0,10,6,3,4,13,0,14,0,54,0,3,5,0,0,13,0,4,0,31,0,6,0,6,4,0,0,4,0,21,0,3,0,0,0,0,0,0,0,3,7,51,29,35,48,103,37,149,0,459,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,9,0,5,3,5,0,7,0,0,0,22,6,10,5,7,5,10,0,3,0,48,3,11,8,11,4,7,3,3,0,54,0,9,15,3,13,15,0,17,0,72,3,9,15,9,16,11,3,9,0,70,3,14,3,13,9,18,0,11,0,71,4,14,8,5,4,13,3,14,0,74,0,16,15,8,10,8,0,12,0,72,0,10,3,0,0,3,0,7,0,29,0,9,0,0,0,0,0,0,0,10
108041620,0,0,5,9,5,15,0,8,0,42,0,3,3,3,3,10,0,9,0,38,0,8,4,7,4,6,0,10,0,38,4,5,0,0,3,4,0,0,0,20,0,3,3,0,3,0,0,0,0,12,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,34,30,29,38,63,18,62,0,275,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,7,5,0,0,7,0,0,0,20,0,6,3,0,5,8,0,3,0,27,0,13,5,3,3,7,0,3,0,42,3,9,11,8,0,7,0,6,0,46,0,14,10,11,13,6,4,13,0,68,3,6,12,8,3,13,3,10,0,59,4,20,9,8,3,0,0,14,0,62,0,26,5,8,7,0,0,3,0,57,0,19,0,4,5,5,0,0,0,34,0,7,3,0,0,0,0,0,0,14
108051167,0,0,0,0,4,0,0,10,0,13,0,0,0,0,0,5,0,3,0,13,0,0,5,0,0,4,5,9,0,24,0,4,0,4,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,10,14,8,13,20,11,37,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,6,0,7,0,0,0,0,0,6,0,11,0,3,0,0,0,7,0,7,0,12,0,3,3,4,0,0,3,5,0,24,0,3,3,0,0,4,0,6,0,23,0,10,4,3,3,7,0,14,0,37,0,9,0,0,3,5,0,14,3,39,0,4,4,3,4,12,0,9,0,34,0,3,3,3,4,4,4,8,0,28,0,0,0,0,4,4,0,10,0,22
108051168,0,6,0,3,0,14,0,9,0,31,0,0,3,4,3,5,6,7,0,32,0,5,3,0,0,9,0,0,0,18,0,3,0,3,5,3,0,8,0,24,0,5,6,6,0,5,0,3,0,24,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,29,16,19,15,44,11,41,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,3,0,0,0,5,4,0,0,20,0,8,0,0,0,7,0,6,0,23,0,0,4,4,3,8,0,0,0,25,0,3,4,6,5,8,3,3,0,38,0,0,8,0,10,5,0,6,0,44,4,4,9,4,5,5,0,11,0,47,0,7,3,4,5,9,0,11,0,39,4,12,12,8,7,9,0,6,0,56,3,12,5,3,0,3,0,0,0,29,0,3,0,0,0,0,0,0,0,13
108051169,0,9,4,5,11,11,11,27,0,72,0,4,6,4,12,11,3,33,0,77,0,4,3,4,11,17,8,20,0,71,4,6,4,3,16,14,3,28,0,70,0,3,7,0,0,8,0,12,0,35,0,0,0,0,0,0,0,4,0,12,0,0,0,6,0,5,0,0,0,17,5,41,38,28,64,97,36,165,6,487,0,5,0,0,0,0,0,0,0,7,0,3,3,0,0,3,0,3,0,21,0,6,5,4,7,12,0,8,5,43,3,5,7,5,8,8,0,12,0,40,0,4,5,3,8,17,0,11,0,49,0,10,11,0,10,12,0,11,0,55,0,13,20,9,12,13,10,13,0,84,0,7,9,13,8,14,8,19,0,78,0,15,7,9,7,21,7,31,0,103,0,15,9,5,8,11,8,17,3,74,3,4,7,3,0,0,0,11,0,39,3,5,5,0,0,3,0,6,0,28
108051170,0,3,0,4,0,10,0,10,0,31,0,4,0,4,3,4,0,12,0,27,6,3,0,5,0,9,0,9,0,24,0,4,6,0,0,4,0,13,0,23,0,0,6,0,0,0,0,5,0,18,0,0,3,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,5,4,20,18,17,11,37,10,64,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,0,0,0,0,3,0,6,0,7,0,0,0,5,0,8,0,18,0,7,8,3,4,11,4,6,0,33,0,4,4,0,4,7,0,7,0,24,0,5,7,0,3,8,0,9,0,39,0,10,7,3,5,7,3,27,0,64,5,15,7,8,8,8,0,33,0,75,3,22,15,4,6,11,0,27,3,87,9,7,3,3,3,6,0,9,0,54,0,9,4,0,0,4,0,14,0,29
108051171,0,0,0,0,3,7,0,0,0,13,0,0,0,3,0,4,0,0,0,13,0,0,0,4,0,5,0,7,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,9,19,4,18,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,4,0,6,0,11,0,0,0,3,0,0,0,3,0,14,0,4,3,0,0,5,0,4,0,14,0,0,3,0,0,5,0,0,0,18,0,0,0,0,3,0,0,5,0,13,0,3,0,0,0,7,0,4,0,24,0,0,3,0,0,6,0,9,0,20,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
109011172,0,3,6,0,0,3,3,24,0,45,0,3,5,4,7,9,8,20,0,55,0,5,3,4,3,13,6,17,0,52,0,0,0,0,3,7,5,14,0,36,0,0,0,3,0,4,0,7,0,22,0,5,5,0,3,0,0,0,0,12,0,0,4,0,0,0,0,0,0,3,4,26,22,10,34,72,30,134,0,332,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,8,10,0,4,0,28,4,3,3,4,4,9,3,4,0,42,3,5,3,5,6,10,3,3,0,37,0,5,7,5,5,13,0,11,0,48,0,7,10,6,3,5,3,8,0,41,0,3,8,0,0,7,3,8,0,43,0,8,3,4,6,8,0,13,0,45,4,5,9,4,4,7,3,8,0,40,0,10,0,0,4,0,3,10,0,33,0,3,0,0,0,0,0,0,0,9
109011173,0,0,3,0,0,3,3,3,0,16,0,0,0,0,3,3,3,11,0,18,0,4,4,0,0,4,0,12,0,15,0,3,3,4,0,3,0,5,0,21,0,0,0,0,0,5,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,15,3,5,29,17,51,4,139,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,12,0,0,0,0,4,9,0,7,0,25,0,6,5,0,3,7,5,0,0,16,0,0,0,0,0,0,0,4,0,15,0,0,10,3,0,4,3,6,0,24,0,8,0,0,3,4,0,0,0,18,0,3,5,5,0,5,0,10,0,22,0,4,10,4,0,3,0,3,0,21,0,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,5
109011174,0,6,4,6,14,25,13,43,0,115,0,10,12,7,11,31,10,49,0,123,0,3,3,9,11,23,12,45,0,112,6,8,0,5,4,12,9,31,0,69,0,6,7,0,0,12,4,14,0,51,3,7,0,0,7,6,0,0,0,25,0,0,4,0,0,0,0,0,0,13,16,50,59,55,86,186,79,268,3,788,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,10,3,0,5,6,0,6,0,32,0,8,6,8,9,5,0,6,0,53,0,7,6,7,8,22,3,14,0,73,0,6,8,15,0,17,7,12,0,74,0,8,10,8,5,9,7,23,0,78,5,12,9,3,13,11,4,20,0,81,0,17,6,8,9,20,9,16,0,85,0,7,12,4,4,9,9,15,3,64,0,10,8,13,10,7,4,9,0,51,0,7,5,0,5,4,0,0,0,25
109011175,0,0,4,4,4,8,0,23,0,47,4,4,0,0,10,12,10,15,0,47,0,4,0,6,4,8,4,33,0,57,0,7,3,0,4,13,6,15,0,48,0,9,7,4,0,4,0,11,0,36,0,0,0,4,0,5,0,7,0,19,0,0,0,0,3,5,0,4,0,8,12,20,18,24,32,71,26,162,5,369,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,5,9,0,3,0,16,0,0,0,3,3,3,0,6,0,30,3,7,6,4,0,12,3,21,0,54,4,8,4,9,3,4,0,27,0,48,0,10,8,8,4,3,0,20,0,52,3,3,0,5,7,5,3,31,0,61,0,10,7,3,6,13,7,31,0,77,5,13,7,10,5,15,3,30,0,80,0,0,9,0,10,9,3,20,0,53,0,5,5,4,7,6,6,4,0,39
109011176,0,4,5,4,0,10,0,18,0,35,0,3,6,0,0,13,6,15,0,37,0,5,8,3,4,9,7,15,0,57,0,0,0,0,4,7,4,14,0,37,0,5,3,0,0,6,0,3,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,20,25,18,24,65,29,103,3,293,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,0,0,8,0,0,9,0,3,0,28,0,4,0,3,0,6,3,3,0,28,5,13,9,0,3,19,3,5,0,48,0,7,0,0,3,9,3,10,0,38,6,5,6,0,7,6,0,6,0,36,0,5,0,3,6,9,0,11,0,37,0,7,4,3,3,11,0,14,0,44,0,8,3,3,0,13,5,4,0,33,0,9,3,6,0,0,0,4,0,24,0,4,4,0,0,0,0,3,0,21
109021177,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,7,0,12,0,0,3,0,0,0,3,8,0,15,0,0,0,0,0,7,0,3,0,16,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,5,7,5,4,17,10,48,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,4,0,7,4,0,0,0,0,0,0,3,0,8,0,5,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,6,0,5,0,0,0,0,0,5,0,10,0,0,0,0,6,7,0,5,0,21,0,0,0,0,0,4,0,11,0,17,0,0,3,4,0,5,6,8,0,20,0,0,0,5,0,4,0,4,0,13,0,0,0,0,0,0,0,0,0,6
109021178,0,0,0,0,0,9,0,9,0,23,0,0,4,4,4,5,0,5,0,23,0,0,0,0,0,4,0,8,0,14,0,0,4,0,0,0,0,9,0,15,0,0,0,0,0,0,0,7,0,7,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,12,14,6,12,35,6,50,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,3,0,0,4,0,0,0,6,0,3,0,0,0,7,0,4,0,20,0,0,4,3,0,0,3,3,0,16,0,4,4,3,0,6,0,6,0,20,0,4,3,0,4,4,0,6,0,27,0,3,0,0,0,7,0,14,0,26,0,3,4,5,0,0,0,8,0,19,0,0,3,4,0,0,0,5,0,12,0,5,0,0,0,0,0,8,0,10
109021179,0,0,3,0,0,4,0,9,0,17,0,0,0,0,0,0,0,13,0,25,0,0,0,0,0,10,0,13,0,24,0,0,5,3,0,3,0,16,0,26,0,4,0,0,0,0,4,11,0,18,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,4,0,0,0,7,0,10,16,8,9,26,9,95,4,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,0,10,0,0,0,5,0,5,0,3,0,11,0,0,0,3,0,0,4,9,0,21,0,0,3,0,5,0,0,10,0,14,0,3,0,0,0,4,6,20,0,30,0,3,0,0,0,8,0,12,0,19,0,0,3,0,0,0,3,10,0,22,0,0,0,3,6,0,5,18,0,32,0,0,3,5,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0
109031180,0,0,0,0,4,8,0,15,0,24,0,0,0,0,5,0,0,10,0,18,0,3,0,0,4,0,0,11,0,23,0,0,3,0,0,3,4,8,0,17,0,0,3,3,0,0,0,0,0,7,0,0,5,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,10,9,15,27,8,60,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,9,0,14,0,3,0,0,6,0,0,0,0,11,0,0,4,0,3,3,0,3,0,13,0,0,3,0,0,0,0,3,0,16,0,0,5,5,0,3,0,6,0,20,5,0,0,0,4,7,0,5,0,22,0,4,7,0,0,0,0,6,0,15,0,0,3,3,0,4,0,3,0,10
109031181,0,3,0,0,0,14,3,14,0,34,0,0,0,3,6,4,6,20,0,47,4,0,4,3,5,3,0,12,0,27,0,3,4,0,0,7,0,13,0,29,0,4,5,3,0,9,0,17,4,44,0,3,0,0,0,6,0,8,0,20,0,5,0,3,3,0,0,4,0,15,11,19,19,14,22,53,18,140,9,302,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,6,0,5,0,16,0,0,3,0,0,3,4,0,0,17,0,3,6,5,0,3,0,7,0,15,0,4,5,0,0,6,0,10,0,30,0,4,5,3,3,3,6,3,0,34,0,0,4,0,0,0,0,15,0,21,0,3,0,3,0,0,0,10,0,23,0,6,4,0,0,6,0,9,0,31,0,7,0,0,4,3,0,5,0,23,0,4,6,0,0,5,0,3,0,19
109031182,0,0,0,0,0,11,6,13,0,29,0,0,0,0,4,11,0,14,0,29,0,5,0,0,4,5,4,14,0,30,0,0,4,0,0,3,3,11,0,22,0,0,4,0,0,0,3,5,0,17,0,0,0,0,0,3,0,3,0,13,0,0,3,0,0,0,0,0,0,5,3,7,16,14,22,38,25,80,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,0,11,0,0,0,0,3,0,0,8,0,20,0,4,0,0,0,5,4,4,0,18,0,0,4,3,0,6,4,10,0,28,0,6,0,0,0,4,3,6,0,18,0,3,0,0,5,0,6,7,0,22,0,4,0,0,7,9,4,3,0,32,0,10,4,9,0,7,3,4,6,31,0,0,5,5,3,6,4,5,0,19,0,5,4,0,0,0,0,4,0,16
109031183,0,0,0,0,3,10,0,12,0,34,5,0,0,0,3,7,0,28,0,51,0,0,3,9,0,7,8,25,0,54,3,3,3,0,0,8,3,23,0,48,0,0,3,0,0,4,0,22,0,31,0,0,0,0,6,4,0,9,0,17,0,0,0,0,0,4,0,3,0,9,16,13,20,17,20,55,25,177,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,10,0,17,0,4,3,0,0,6,3,13,0,20,0,6,0,3,3,5,3,12,0,31,0,0,3,0,3,3,3,19,0,38,0,6,0,4,0,3,0,16,0,34,0,0,4,8,0,13,4,40,0,65,0,0,5,4,0,9,0,33,0,60,0,8,0,7,5,5,5,36,0,64,0,5,7,3,0,13,6,36,0,63,0,0,0,0,3,0,0,9,3,24
109031184,0,0,3,0,6,0,5,9,0,20,3,0,0,4,0,7,0,7,0,17,5,9,0,3,0,4,0,4,0,18,0,0,0,3,0,3,3,3,0,22,3,7,0,0,0,0,0,6,0,11,0,4,0,0,0,0,0,5,0,8,0,0,3,0,0,0,0,0,0,5,14,20,9,15,11,36,11,52,3,173,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,5,0,3,0,16,0,4,3,4,4,3,0,0,0,12,0,0,0,7,0,0,3,6,0,21,0,0,0,0,3,3,4,4,0,12,0,6,0,0,0,9,0,7,0,20,0,3,0,0,0,9,3,9,0,20,3,0,0,0,0,10,0,4,0,19,0,0,0,4,0,4,0,5,0,13,0,5,8,3,0,0,0,3,0,15,0,3,0,0,0,0,0,0,0,10
109031185,0,4,4,3,3,3,3,17,0,42,0,0,3,4,6,12,3,28,0,50,3,4,8,0,4,11,0,22,0,57,0,3,9,5,6,6,4,21,0,54,0,6,0,0,4,3,0,17,0,38,0,4,0,0,0,4,0,3,5,21,0,0,0,0,3,0,0,3,0,11,11,33,24,18,23,51,23,159,7,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,3,0,0,3,0,10,0,4,0,0,0,0,0,4,0,14,0,8,5,0,0,6,0,13,0,28,0,3,0,4,3,3,0,11,0,25,0,6,4,4,3,3,0,23,4,42,3,3,0,3,7,8,4,21,0,47,3,8,0,0,8,11,5,14,0,45,0,0,6,0,5,8,0,22,0,47,0,14,8,8,5,6,0,13,0,46,4,0,3,0,4,3,0,10,0,23
