POW_SA2_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
212031308,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,4,0,14,5,0,3,3,4,0,0,4,0,21,6,0,0,13,6,26,3,10,0,60,7,5,6,10,10,16,0,13,6,58,14,0,12,12,9,11,0,15,0,74,3,8,14,18,16,16,5,27,0,108,25,10,42,12,26,17,7,47,3,189,36,8,51,19,23,16,19,58,6,236,45,16,71,22,28,12,25,121,0,345,30,15,66,19,23,5,37,57,4,252
212031457,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,0,4,0,3,4,0,0,0,14,3,5,3,26,8,57,0,21,0,126,0,0,4,20,7,71,7,25,0,132,0,6,6,17,9,31,3,10,0,89,4,3,17,18,8,42,7,8,0,109,11,9,19,28,13,42,3,17,0,148,8,14,31,43,18,39,11,11,0,175,15,14,39,44,24,33,11,20,0,199,22,15,28,40,20,26,3,23,0,172
212031458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,5,0,17,0,7,3,0,0,0,0,0,0,13,0,13,3,10,0,16,3,7,0,52,7,7,3,24,10,8,0,10,0,65,0,15,7,19,7,4,0,9,0,67,0,10,6,25,8,8,3,8,0,67,9,11,17,44,16,3,3,7,0,119,9,12,18,57,19,12,7,12,3,156,9,35,26,63,30,4,16,14,6,202,10,41,20,47,32,0,12,21,0,178
212031555,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,7,0,4,0,0,0,6,0,4,0,13,0,9,5,9,9,37,0,18,0,84,0,4,4,15,3,20,5,23,0,68,0,0,0,14,5,8,0,3,0,42,0,5,8,26,13,14,5,10,0,80,0,13,10,35,6,8,11,14,0,96,4,23,6,43,9,10,12,13,0,113,15,19,14,36,20,7,9,9,3,133,17,24,21,19,16,7,10,8,0,122
212031556,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,16,3,0,4,4,3,0,0,3,0,15,0,0,4,12,5,23,3,16,0,59,0,5,6,8,3,13,0,7,0,52,3,4,10,15,8,18,4,10,0,69,6,7,11,15,6,16,11,11,0,92,15,8,25,45,17,15,25,16,3,161,25,16,38,33,16,22,30,25,0,199,29,10,51,57,30,29,35,28,3,273,25,15,67,37,12,28,42,38,8,269
212031557,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,8,0,0,9,0,37,0,4,0,5,4,5,0,5,0,21,0,5,3,11,0,45,3,24,0,91,0,9,8,14,8,53,6,30,0,119,3,5,11,22,9,35,8,19,0,109,9,6,7,33,10,29,22,25,0,141,3,19,34,54,15,33,19,47,0,220,22,13,36,83,23,43,26,67,3,317,26,42,56,99,37,36,46,77,4,409,40,57,52,61,30,15,40,43,5,350
212031558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,0,7,0,22,0,0,0,0,3,0,0,0,0,7,3,0,3,34,3,6,0,4,0,58,0,4,6,27,5,3,0,4,0,47,3,4,0,21,0,3,0,3,0,35,10,4,0,36,9,3,3,12,0,72,7,8,11,49,13,0,4,9,4,101,3,15,14,61,8,3,15,16,0,136,8,15,20,69,21,0,20,11,3,169,10,28,22,36,18,0,18,7,0,151
212031559,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,5,5,10,0,10,5,11,0,6,0,50,0,4,0,8,4,20,6,7,0,52,0,7,4,7,10,22,0,10,0,57,3,13,4,9,12,15,11,16,4,74,11,16,11,27,11,16,10,10,0,111,11,9,19,55,14,28,19,18,0,178,11,20,24,54,13,26,21,21,5,195,25,40,25,29,21,6,17,4,0,165
212031560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,4,0,3,0,13,0,0,4,6,3,15,0,7,0,30,0,5,0,11,4,12,0,10,0,51,3,3,0,10,12,9,0,4,0,37,0,3,0,16,10,16,3,11,0,62,10,9,10,24,14,27,0,14,0,102,6,10,13,18,22,21,6,16,0,110,10,12,15,15,17,25,12,10,0,120,10,13,19,20,16,6,6,11,0,101
212031561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,16,0,0,0,3,4,7,0,4,0,20,3,3,5,0,0,5,0,7,0,16,6,4,3,5,6,8,0,3,0,37,4,5,0,7,5,8,0,4,0,32,9,8,12,17,7,5,6,14,0,81,8,15,14,18,5,16,9,11,0,85,9,18,20,23,14,8,10,6,0,108,11,22,12,20,7,3,16,7,0,94
212031562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13,3,0,3,0,0,3,0,0,0,8,0,4,3,8,0,23,0,22,0,64,0,7,9,9,10,21,4,25,0,78,6,3,3,13,9,12,4,13,0,70,3,0,14,12,11,30,3,11,0,82,6,10,29,28,17,27,5,21,0,152,15,10,21,34,15,30,11,19,0,165,18,12,32,34,22,29,19,11,7,177,12,18,30,15,21,20,15,21,0,150
212041309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,4,0,0,3,5,3,0,0,22,4,4,0,7,4,12,3,10,0,53,3,3,8,11,14,20,11,12,0,84,8,8,15,15,12,13,3,23,0,104,7,14,15,19,14,19,12,32,0,130,13,19,39,31,33,22,30,46,4,227,13,22,39,54,32,18,75,48,3,306,40,43,70,64,83,24,148,84,10,562,52,89,92,61,142,37,104,48,7,625
212041310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,9,8,4,11,0,0,0,0,0,0,30,0,14,6,12,3,23,8,19,0,76,13,11,9,16,21,13,20,21,0,123,9,12,19,16,18,3,19,25,3,124,3,8,32,23,22,10,29,52,3,184,25,29,71,40,51,25,46,73,0,364,48,37,92,48,82,29,104,141,14,593,79,53,196,63,119,52,214,245,18,1045,95,95,229,43,144,42,196,217,17,1079
212041312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,6,3,0,0,12,0,6,0,5,0,37,0,3,4,19,6,24,0,8,0,72,10,13,8,20,11,21,3,18,0,97,8,13,14,32,11,11,6,16,0,105,9,9,18,30,18,4,6,36,0,121,3,20,17,47,21,13,13,22,0,161,18,16,32,81,27,12,18,26,3,232,27,28,31,77,33,5,28,27,7,265,19,42,40,54,32,7,33,24,3,253
212041313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,3,0,3,0,16,5,0,0,16,3,19,3,13,0,58,5,3,3,8,13,26,0,8,0,64,3,6,4,20,6,31,0,7,0,89,4,11,9,8,14,27,0,10,3,84,13,12,22,17,13,32,3,17,0,127,19,15,23,25,23,25,11,26,0,168,23,27,32,25,35,31,33,41,7,255,45,22,42,17,34,22,36,24,3,243
212041316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,8,0,10,3,3,3,0,35,0,0,0,7,4,0,3,11,0,38,0,12,0,3,4,7,9,13,0,46,6,4,12,10,15,0,12,13,4,68,10,11,3,17,25,7,9,12,3,103,7,21,30,35,57,13,31,29,7,219,17,18,35,24,95,20,73,57,0,344,22,27,59,60,177,55,168,88,12,668,44,55,82,72,243,47,154,45,16,769
212041317,0,0,0,14,0,0,0,0,0,20,0,4,0,13,0,0,0,0,0,23,0,4,0,10,0,0,0,3,0,18,0,5,5,9,3,0,0,9,0,24,0,4,0,5,3,0,0,0,0,10,4,3,0,0,3,0,0,0,0,9,0,4,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,8,66,11,0,0,23,0,135,14,6,9,8,10,13,6,14,0,77,6,25,6,32,22,134,9,94,3,328,13,31,20,61,37,142,18,74,10,405,29,26,60,74,36,129,22,84,7,469,35,37,88,81,55,117,28,87,10,535,51,48,118,120,87,177,68,113,11,795,87,84,191,130,129,170,103,140,12,1043,129,131,201,182,183,208,180,155,30,1405,178,225,258,99,249,204,158,115,26,1510
212041318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,12,4,0,0,4,0,3,0,0,0,14,0,16,0,9,4,6,0,5,0,42,3,8,4,6,7,16,0,7,0,59,5,13,5,3,11,12,7,17,0,67,9,13,4,17,0,14,4,14,0,72,6,10,5,36,3,5,11,18,0,103,6,14,11,39,12,14,7,18,0,126,5,15,14,63,12,5,11,11,3,144,15,18,24,32,12,13,12,9,0,141
212041459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,8,0,6,0,3,0,32,3,3,9,12,5,6,0,13,0,48,5,9,6,13,11,11,5,14,0,74,6,4,19,20,6,11,8,18,0,104,9,12,15,43,22,4,13,21,0,132,10,20,21,63,23,16,20,22,0,190,14,16,34,77,22,13,22,26,0,222,14,40,27,68,25,6,19,19,0,221
212041460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,11,0,15,5,0,0,3,0,3,0,5,0,22,7,0,4,6,4,12,3,9,0,34,6,12,3,16,11,14,4,8,0,69,4,10,9,22,17,18,3,13,3,100,7,21,13,39,16,11,8,20,4,130,12,9,21,56,8,16,8,23,0,157,12,25,13,77,28,21,15,25,0,222,20,34,43,92,33,24,31,36,0,319,21,42,38,51,41,13,24,10,3,246
212041563,0,0,7,10,17,0,0,4,0,35,0,5,10,14,15,0,0,3,0,58,7,17,8,13,24,0,0,0,0,70,6,27,6,4,25,0,0,3,0,78,4,36,8,8,23,0,0,0,0,84,6,38,6,9,27,0,0,0,0,80,27,56,3,3,11,0,0,0,0,101,3,0,0,0,3,0,0,0,0,10,10,5,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,6,71,185,47,70,161,4,3,34,0,577,13,14,6,20,6,15,5,3,6,85,10,19,9,48,15,131,6,50,0,278,11,40,22,72,63,145,18,51,0,418,24,40,45,78,54,111,7,43,5,423,36,53,64,106,98,121,27,68,8,579,61,81,111,185,186,142,47,108,16,934,93,152,172,259,306,149,73,121,28,1355,102,328,235,305,409,175,135,156,20,1862,167,579,271,310,389,132,101,126,26,2099
212041564,0,0,4,0,0,0,0,0,0,4,0,6,0,0,0,0,5,3,0,11,4,3,13,0,10,0,12,7,0,50,3,4,13,0,3,0,13,4,0,43,6,9,10,0,4,0,9,0,0,33,6,4,0,0,3,0,0,0,0,12,8,0,7,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,46,3,22,0,43,24,0,187,33,9,36,6,30,17,27,54,16,231,8,12,25,32,35,83,52,107,10,359,20,18,58,18,80,74,80,138,11,497,32,26,89,27,95,95,169,204,17,756,48,54,176,30,154,105,237,246,23,1071,100,92,360,53,327,156,472,521,41,2122,196,132,628,65,543,214,1193,1283,77,4335,434,299,1325,82,1147,359,3190,2219,158,9216,768,613,1957,100,1728,529,3427,1621,192,10934
212041565,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,7,0,17,3,6,7,4,4,7,5,10,8,56,11,16,8,43,5,108,8,75,8,282,14,21,15,48,18,112,16,51,4,300,13,22,31,52,22,66,18,57,3,284,17,25,33,42,22,83,26,77,0,331,24,23,59,74,57,89,37,108,7,476,40,48,97,73,84,125,103,143,14,723,94,83,164,110,146,110,197,180,23,1105,115,146,207,66,163,100,167,118,24,1105
212041566,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,3,3,6,0,0,8,0,36,5,8,5,16,4,62,4,29,0,138,9,14,9,14,14,49,0,33,0,149,11,14,11,18,25,32,15,35,0,155,6,16,17,20,16,38,23,36,4,173,13,16,41,42,28,46,51,47,0,291,35,26,78,42,66,47,123,117,7,538,72,69,137,42,131,44,336,155,19,993,100,104,171,31,212,57,305,110,15,1107
212051319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,0,16,3,9,3,6,3,8,0,0,5,43,5,19,9,65,3,45,5,10,0,172,8,18,8,38,14,38,10,14,0,158,9,22,17,30,22,39,6,24,0,166,17,21,16,31,17,44,11,36,3,197,22,46,25,79,46,66,14,37,9,346,13,40,49,75,47,62,21,35,5,348,35,63,86,99,74,77,19,43,10,512,56,99,78,89,65,70,25,27,4,516
212051321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,5,0,16,3,3,3,0,7,4,3,0,0,30,4,25,12,30,17,39,5,21,3,157,6,30,5,40,18,34,0,21,0,154,4,23,14,36,27,17,6,19,4,152,13,17,16,34,40,19,7,19,0,165,28,51,43,45,42,28,6,35,3,279,27,46,26,61,47,29,6,31,3,279,29,66,58,73,69,12,22,34,7,369,40,96,58,74,78,23,10,39,16,432
212051322,0,3,0,22,4,0,0,0,0,37,0,4,0,18,13,0,0,0,0,37,7,21,3,3,23,0,0,0,0,60,9,15,0,5,27,0,0,0,0,58,5,29,3,0,18,0,0,0,0,63,7,35,5,6,17,0,0,0,0,70,18,37,5,0,8,0,0,0,3,68,4,6,0,0,0,0,0,0,0,8,15,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,65,163,20,133,126,3,4,9,9,529,10,11,4,13,5,12,0,4,0,66,8,41,16,114,22,158,4,65,0,427,20,55,20,143,38,176,3,84,3,543,30,41,42,155,33,145,7,60,7,521,23,50,48,157,47,123,3,77,7,542,44,77,74,173,79,164,12,111,8,730,53,97,120,201,96,128,13,95,14,814,106,143,116,212,103,132,28,81,5,932,170,218,126,145,132,98,26,42,9,947
