POW_SA2_CODE_2021,Pvte_1250_1499_Mng,Pvte_1250_1499_Pro,Pvte_1250_1499_TecTW,Pvte_1250_1499_CoPSW,Pvte_1250_1499_ClAW,Pvte_1250_1499_SWks,Pvte_1250_1499_MaOpDv,Pvte_1250_1499_Lab,Pvte_1250_1499_IDNS,Pvte_1250_1499_Tot,Pvte_1500_1749_Mng,Pvte_1500_1749_Pro,Pvte_1500_1749_TecTW,Pvte_1500_1749_CoPSW,Pvte_1500_1749_ClAW,Pvte_1500_1749_SWks,Pvte_1500_1749_MaOpDv,Pvte_1500_1749_Lab,Pvte_1500_1749_IDNS,Pvte_1500_1749_Tot,Pvte_1750_1999_Mng,Pvte_1750_1999_Pro,Pvte_1750_1999_TecTW,Pvte_1750_1999_CoPSW,Pvte_1750_1999_ClAW,Pvte_1750_1999_SWks,Pvte_1750_1999_MaOpDv,Pvte_1750_1999_Lab,Pvte_1750_1999_IDNS,Pvte_1750_1999_Tot,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000_3499_Mng,Pvte_3000_3499_Pro,Pvte_3000_3499_TecTW,Pvte_3000_3499_CoPSW,Pvte_3000_3499_ClAW,Pvte_3000_3499_SWks,Pvte_3000_3499_MaOpDv,Pvte_3000_3499_Lab,Pvte_3000_3499_IDNS,Pvte_3000_3499_Tot,Pvte_3500mo_Mng,Pvte_3500mo_Pro,Pvte_3500mo_TecTW,Pvte_3500mo_CoPSW,Pvte_3500mo_ClAW,Pvte_3500mo_SWks,Pvte_3500mo_MaOpDv,Pvte_3500mo_Lab,Pvte_3500mo_IDNS,Pvte_3500mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot
125021712,20,58,25,11,19,13,3,9,0,155,13,42,15,7,14,13,0,5,3,113,18,47,7,4,13,3,0,9,4,102,37,68,15,5,16,11,0,3,0,159,11,22,0,0,0,0,0,0,0,40,20,38,5,0,5,0,0,0,0,63,0,4,0,0,0,0,0,0,0,6,249,510,223,166,219,150,56,110,34,1713,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031479,92,122,102,112,133,42,132,49,20,798,102,96,59,76,60,28,78,22,10,521,71,71,65,44,26,8,33,18,0,344,192,134,34,35,34,29,35,12,8,513,40,23,6,0,6,10,6,4,0,84,93,33,5,0,3,8,6,8,6,161,5,3,6,3,7,4,7,5,0,55,871,784,723,680,796,464,1131,1007,123,6567,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,0,4,13,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,3,8,16,0,0,5,0,0,0,3,0,8,21,0,0,0,0,0,0,0,0,9,19,0,3,0,0,3,0,0,0,0,7,0,0,0,0,4,0,0,0,3,6,0,0,0,0,0,0,0,0,0,7
125031480,80,86,72,33,77,45,56,27,3,480,71,110,77,16,52,22,41,23,0,406,61,86,41,8,28,14,6,7,7,261,135,146,47,8,37,17,21,0,0,410,50,18,4,0,3,5,0,0,0,93,99,24,8,0,9,9,0,3,0,147,0,5,11,0,9,3,0,5,4,33,690,685,684,438,592,427,686,603,68,4872,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,10,7,0,0,4,0,0,0,0,0,4,15,0,0,6,0,0,0,7,0,4,15,0,6,5,0,0,0,5,0,4,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4
125031481,78,112,101,23,119,31,46,47,17,563,78,75,80,6,60,24,32,33,5,400,51,77,41,4,39,10,15,26,3,279,136,115,39,3,26,12,14,24,9,388,44,25,0,0,7,3,0,4,0,93,51,29,5,0,5,0,0,5,0,91,9,5,5,4,3,5,0,6,8,46,641,737,745,283,774,448,487,520,100,4726,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,4,0,8,15,0,0,0,0,0,0,0,3,8,12,0,0,3,4,0,0,0,0,5,13,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,9,12,0,7,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0
125031483,62,77,64,31,60,29,68,21,8,432,57,53,51,12,31,16,40,7,3,274,58,32,24,10,11,10,17,9,0,172,68,66,21,5,22,23,5,0,4,212,21,18,5,3,3,3,0,0,0,58,46,34,4,0,0,0,3,0,0,93,4,5,3,3,4,3,5,7,4,34,509,499,550,338,455,301,548,391,56,3644,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,4,4,6,10,0,0,0,0,0,0,3,0,5,13,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
125031484,22,37,31,39,27,9,23,21,5,220,28,57,25,24,22,7,15,5,6,181,29,43,14,5,7,7,0,0,0,109,43,73,13,9,10,4,3,3,0,166,16,3,3,0,0,0,0,0,0,24,22,17,3,3,0,5,0,3,0,48,4,0,6,0,0,5,0,0,3,18,261,398,296,375,257,190,170,214,34,2198,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,3,5,3,0,0,6,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031486,119,106,278,9,214,69,349,134,19,1297,191,128,206,7,112,71,230,75,17,1035,161,81,142,9,82,46,126,37,11,686,368,141,156,4,74,43,119,32,12,951,107,21,24,0,10,13,19,9,3,202,193,23,16,0,12,7,19,5,0,273,4,8,9,3,7,0,17,7,4,61,1419,715,1574,135,1237,521,2260,1125,134,9122,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,4,8,12,0,0,5,3,0,0,5,3,5,29,0,0,5,0,0,0,9,5,15,39,0,3,0,0,0,0,7,6,4,25,0,0,0,0,0,0,0,0,9,19,0,0,4,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,7,9
125031487,49,43,63,10,103,27,229,28,11,567,52,40,37,3,59,16,131,16,10,362,54,30,27,0,40,16,81,5,4,254,108,69,24,0,28,16,51,8,6,308,36,3,4,0,7,10,8,0,0,60,51,3,3,0,3,0,0,4,0,68,0,0,0,0,0,0,5,0,4,13,445,261,376,45,690,225,1763,455,71,4329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,4,3,7,0,0,6,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,5,7,0,0,4,0,0,0,0,0,5,14,0,0,3,0,0,0,0,0,6,8,0,4,0,0,0,0,0,0,4,11,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,5
125031713,11,49,27,23,23,6,7,7,6,160,42,45,25,21,21,7,3,6,4,169,20,33,13,9,10,0,0,0,0,87,38,70,12,9,15,4,0,10,0,154,5,10,0,0,0,0,0,6,0,24,23,17,5,6,3,5,0,0,0,48,0,5,6,0,3,0,0,0,0,12,213,349,240,249,249,145,57,157,25,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031714,54,67,41,32,40,27,9,21,4,286,34,66,28,13,32,19,11,13,0,211,30,43,17,10,11,9,5,9,0,136,49,59,22,4,21,10,5,4,6,179,20,17,3,0,0,0,0,0,0,39,29,34,11,0,8,5,0,0,0,86,3,3,0,0,3,0,0,4,4,24,406,543,379,398,448,706,152,282,42,3351,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,4,0,0,4,13,0,3,4,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
125031715,62,96,80,23,151,41,224,19,16,710,82,96,66,12,106,28,116,9,11,514,65,69,44,4,63,31,46,14,5,337,191,115,77,0,67,31,34,0,3,529,58,25,9,0,7,8,7,0,0,113,86,23,0,0,3,4,0,0,0,126,0,4,3,4,4,0,10,6,3,26,647,583,444,272,833,342,1808,383,86,5397,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,7,0,0,4,0,0,0,0,0,5,9,0,0,0,0,0,0,4,0,7,15,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,5,7,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
125031716,9,23,14,9,6,0,0,0,0,65,3,16,9,9,4,0,6,0,0,41,14,9,0,0,0,0,0,0,0,28,8,18,0,5,0,4,0,5,0,35,0,10,0,0,3,0,0,0,0,14,3,7,0,0,4,0,0,0,0,15,0,0,0,0,3,3,0,0,0,13,51,108,58,85,77,49,20,64,3,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125041489,106,334,139,104,179,48,9,24,7,956,118,321,74,62,127,37,14,24,9,782,101,285,52,25,66,21,3,11,3,569,243,604,61,24,64,35,9,0,12,1050,72,95,6,8,8,3,5,0,0,188,140,141,8,4,14,12,0,0,0,322,3,10,3,7,4,3,6,3,3,46,1027,2665,774,1097,1191,505,157,454,99,7964,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,6,9,10,0,0,0,0,0,0,0,4,7,16,0,3,0,0,0,0,4,0,6,21,0,0,4,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,8
125041490,52,80,69,20,51,30,38,21,5,362,66,87,49,7,45,13,22,12,4,310,45,80,41,6,33,16,0,8,3,231,148,129,48,4,46,30,3,9,0,409,41,31,10,0,3,9,0,0,0,96,127,54,3,0,13,8,0,0,3,210,0,6,4,0,0,3,0,5,4,21,613,702,480,250,505,470,375,336,49,3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,3,3
125041491,79,359,84,72,166,45,123,39,3,975,81,463,91,36,92,32,77,17,7,890,87,373,47,19,35,14,36,12,7,642,236,539,72,15,45,40,15,17,3,979,59,92,10,0,4,8,3,0,5,184,101,255,16,3,12,4,0,0,0,392,4,19,5,5,0,5,7,3,4,59,849,2732,664,853,1046,585,615,576,99,8015,0,0,0,0,0,0,0,3,4,12,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,4,4,4,0,0,0,3,0,0,0,3,12,24,0,4,0,0,0,0,0,0,9,14,0,0,4,0,0,0,3,0,21,32,0,8,4,5,0,0,0,0,18,32,4,3,0,0,4,0,0,0,13,29,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,3,9
125041493,41,69,72,24,56,15,51,24,10,370,45,70,67,18,40,10,30,19,7,292,46,54,33,8,27,12,17,8,5,206,105,134,49,7,17,9,4,4,3,336,30,34,4,0,5,4,0,0,3,86,61,37,3,0,9,4,0,5,0,117,0,0,0,0,0,0,0,0,4,18,473,598,524,442,396,180,297,363,60,3336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
125041494,40,64,35,15,30,17,13,10,6,225,28,56,29,6,21,17,4,5,0,172,28,39,23,7,18,14,3,3,0,140,65,100,15,6,17,11,5,8,4,225,21,26,6,0,0,3,0,0,0,58,51,28,0,0,5,5,0,0,0,91,4,0,0,0,0,9,0,4,0,22,329,450,272,251,234,444,114,249,24,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125041588,78,87,141,27,109,37,92,80,8,653,80,86,74,22,53,24,55,43,9,446,65,70,46,10,33,24,32,17,3,302,150,120,56,6,25,17,77,12,9,477,37,26,14,0,5,0,9,6,0,103,112,38,4,0,8,9,3,3,0,183,7,3,0,0,8,0,9,11,14,48,776,659,722,289,628,362,820,965,97,5318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,3,7,15,0,0,0,0,0,0,0,5,6,12,0,5,0,0,5,0,9,0,0,15,0,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125041589,27,98,27,31,35,15,8,6,7,254,30,76,21,12,21,18,5,3,3,192,14,50,11,5,13,6,0,0,6,106,45,105,15,7,9,11,4,4,4,196,14,24,0,0,5,0,0,0,0,47,13,56,4,0,3,6,0,0,0,77,0,3,0,3,0,0,0,0,6,22,258,661,235,393,331,352,103,213,27,2581,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,4,0,3,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0
125041717,290,943,155,156,1234,117,25,47,38,3009,341,981,128,101,954,112,18,30,57,2724,308,833,93,63,519,58,9,30,23,1932,864,1693,179,33,613,115,9,26,50,3580,263,388,29,9,80,23,5,3,13,805,515,545,24,3,99,45,3,4,10,1252,13,31,5,11,22,12,3,0,17,130,3311,7255,1272,1568,6798,2206,301,925,377,24013,0,0,0,0,0,0,0,4,18,28,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,8,11,0,0,0,0,3,0,0,3,9,21,0,0,0,7,0,0,0,3,14,30,0,0,0,5,4,0,0,4,24,32,0,0,3,3,4,0,0,3,30,55,0,0,5,0,5,0,0,7,35,58,0,11,16,4,7,6,3,5,32,73,0,9,4,5,0,0,0,5,26,48,4,14,5,0,0,0,0,4,13,36,0,10,0,0,0,0,0,0,11,24
125041718,24,37,37,8,27,11,4,3,0,170,18,54,15,15,22,17,0,3,3,151,24,36,13,6,6,20,0,5,0,104,49,53,9,0,26,33,0,4,3,165,8,13,3,0,11,0,0,0,0,37,27,11,0,0,0,4,0,0,0,48,0,4,3,0,0,0,3,5,0,19,215,392,180,190,247,201,76,140,35,1669,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125041719,60,123,74,50,140,13,150,63,5,675,51,99,55,36,84,12,106,46,3,479,64,100,52,22,39,9,56,24,8,377,171,181,78,8,41,17,74,16,3,587,57,26,5,0,9,11,4,5,4,119,104,42,5,0,10,4,8,3,4,184,0,7,0,3,0,3,0,9,3,30,645,850,550,413,920,235,869,467,75,5030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,6,0,0,3,0,3,0,0,0,8,14,0,0,0,0,0,0,6,0,3,18,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3
126011496,52,143,39,42,62,15,6,15,0,376,50,135,44,25,55,26,3,7,0,349,44,145,10,19,25,17,0,0,0,261,116,237,30,11,51,27,0,3,3,481,33,82,3,3,13,9,0,3,0,149,106,154,4,7,16,20,0,4,0,305,5,14,4,4,0,0,0,0,0,25,579,1393,423,642,577,477,45,252,36,4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3
126011720,24,63,16,10,24,10,5,8,0,162,18,70,19,7,16,6,6,0,0,142,12,55,4,8,8,12,0,3,0,99,24,102,16,0,7,0,0,3,0,162,10,28,4,0,3,4,0,3,0,56,33,40,4,0,3,3,0,0,5,90,0,0,0,0,0,0,0,0,0,5,186,649,139,208,219,114,42,100,20,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
126011721,26,76,15,17,36,22,3,3,5,190,25,84,13,4,22,12,0,5,0,163,25,80,7,4,21,8,0,0,0,152,62,169,10,8,21,18,0,0,0,281,28,33,5,0,3,0,0,0,0,73,51,77,3,0,4,8,0,0,0,152,6,4,0,0,0,5,0,0,0,20,371,878,201,277,317,227,30,108,25,2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
126021498,98,126,113,38,92,26,10,24,3,531,101,129,90,25,72,22,4,11,3,455,81,116,50,12,44,22,3,9,0,345,179,213,58,7,52,25,7,9,5,556,75,55,12,4,10,9,0,0,0,174,154,94,7,0,9,19,0,3,0,287,4,7,7,4,8,0,0,0,3,38,922,1134,731,558,720,576,188,423,51,5319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,6,0,4,4,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0
126021499,34,95,31,50,33,17,0,9,3,279,25,120,19,23,31,9,0,7,3,241,24,97,15,13,14,9,0,0,0,174,68,190,20,14,21,16,0,3,0,329,29,35,8,0,4,4,0,0,3,84,80,95,13,0,18,16,3,0,3,226,0,3,4,7,4,0,0,4,0,16,352,904,271,596,284,156,35,142,30,2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
