POW_SA2_CODE_2021,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Taiwan_E,P_Taiwan_OM_IE,P_Taiwan_OM_UIE,P_Taiwan_CFW,P_Taiwan_ES_NS,P_Taiwan_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
120031395,6,0,0,0,0,12,110,0,4,0,0,112,3,0,0,0,0,3,4,0,0,0,0,5,25,4,3,0,0,30,18,0,3,0,0,21,4,0,0,0,0,10,31,3,0,0,0,32,95,22,22,0,0,141,18,0,0,0,0,21,48,3,4,3,0,59,210,18,19,5,0,265,8,4,0,0,0,10,3165,431,412,68,28,4113
120031396,85,0,0,0,0,86,217,0,10,0,0,227,23,0,0,0,0,25,21,0,0,0,0,17,54,3,0,0,0,54,152,26,12,0,0,192,72,5,0,0,5,76,88,5,3,0,0,95,204,11,9,0,0,225,32,0,0,0,0,38,284,25,19,6,6,331,575,27,18,4,0,631,30,0,0,0,3,36,8597,673,423,83,71,9843
120031576,25,0,3,0,0,30,75,0,0,0,0,77,8,0,0,0,0,10,5,0,0,0,0,6,19,0,0,0,0,19,25,7,0,0,0,31,15,0,0,0,0,15,8,0,0,0,0,8,54,0,0,0,0,58,0,0,0,0,0,0,102,9,0,0,0,111,275,16,10,3,0,304,17,0,0,0,0,17,2901,292,149,30,17,3397
120031676,0,0,6,0,0,4,49,0,0,0,0,54,5,0,0,0,0,7,6,0,0,0,0,7,9,0,0,0,0,10,5,0,3,0,0,7,0,0,0,0,0,3,5,0,0,0,0,7,21,4,16,0,0,44,5,0,6,0,0,9,16,0,0,0,0,16,88,11,14,0,0,112,0,0,0,0,0,0,1179,113,194,19,10,1512
120031677,14,0,0,0,0,17,167,5,4,0,0,185,30,0,5,0,0,36,17,3,0,0,0,19,27,0,0,0,0,32,37,0,0,0,0,37,17,4,5,0,0,24,24,0,8,0,0,38,133,8,10,0,0,146,25,0,0,0,0,22,63,12,13,0,0,91,316,3,22,4,3,345,6,0,0,0,0,11,4804,268,282,38,26,5429
120031678,68,6,13,0,0,88,215,4,4,0,0,230,17,0,5,0,0,17,26,0,0,0,0,29,45,3,3,0,0,55,91,12,5,0,0,109,39,3,12,0,3,57,71,3,6,0,0,79,204,8,5,0,0,223,25,4,5,0,3,36,188,26,14,0,7,237,491,29,39,5,5,560,25,3,0,0,0,27,8594,725,503,101,50,9979
120031679,14,0,0,0,0,16,55,0,0,0,0,61,5,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,6,8,0,0,0,0,10,10,0,4,0,0,10,13,0,0,0,0,22,37,9,4,0,0,57,16,0,0,0,0,13,42,4,7,0,0,53,134,14,12,3,0,162,3,0,0,0,0,6,2098,226,225,46,19,2616
120031680,21,7,0,0,0,30,180,0,3,0,0,188,12,0,0,0,0,10,15,0,0,0,0,16,27,0,0,0,0,24,53,9,3,0,0,65,16,0,0,0,0,23,20,0,0,0,0,24,72,4,0,0,0,74,13,0,0,0,0,16,72,11,8,0,0,91,239,15,22,0,0,271,5,0,0,0,0,13,3891,406,306,62,30,4687
120031681,20,4,5,0,0,28,203,4,0,0,0,209,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,15,74,12,3,0,0,91,10,0,4,0,0,12,15,0,3,0,0,20,39,3,5,0,0,49,14,0,0,0,0,17,258,7,0,0,5,272,152,10,14,0,0,177,4,0,0,0,0,9,2454,217,157,40,24,2894
121011399,37,0,0,0,0,38,79,0,6,0,0,86,5,3,0,0,0,10,10,0,0,0,0,15,52,12,8,0,0,71,29,0,4,0,0,29,20,4,5,0,0,33,28,4,4,0,0,36,170,28,32,0,0,238,35,0,0,0,0,45,27,4,4,0,0,29,269,29,29,3,0,331,7,0,0,5,0,11,3564,448,369,64,22,4460
121011401,175,0,3,0,0,178,978,8,3,0,0,998,91,5,3,0,0,104,130,4,0,0,0,136,452,35,11,0,0,498,293,4,3,0,0,300,131,12,0,0,0,143,223,6,6,4,0,240,1995,93,59,7,0,2164,258,11,11,0,0,276,271,8,14,0,6,297,2144,79,54,15,5,2297,65,10,0,3,0,79,32016,1435,719,148,88,34408
121011682,7,0,0,0,0,10,11,0,0,0,0,14,0,0,0,0,0,0,4,0,5,0,0,8,18,4,3,0,0,25,7,0,0,0,0,7,9,0,0,0,0,14,40,0,7,0,0,48,46,15,4,0,0,69,3,0,0,0,0,10,9,4,6,0,0,14,63,7,12,0,0,84,0,0,0,0,0,6,1036,174,159,30,5,1402
121011683,5,0,0,0,0,5,48,0,0,0,0,53,7,3,3,0,0,19,11,0,0,0,0,12,26,17,5,3,0,52,7,0,0,0,0,12,9,3,0,0,0,15,29,9,0,0,0,41,102,54,30,8,0,200,20,11,0,0,0,32,13,0,0,0,0,20,110,24,28,7,0,169,5,3,0,0,0,12,2086,566,379,99,10,3138
121011684,114,8,0,3,0,131,523,10,0,5,0,545,48,0,0,5,0,55,98,12,7,0,0,115,296,47,13,0,0,358,148,6,0,0,0,158,214,47,19,0,0,278,163,10,9,0,0,179,857,65,38,7,5,968,140,13,6,0,0,162,236,27,10,3,4,273,1114,78,59,9,8,1271,35,0,4,0,0,47,20323,1797,885,234,88,23323
121011685,14,0,0,0,0,9,94,4,0,0,0,96,13,0,0,0,0,12,15,4,4,4,0,22,58,14,4,0,0,81,19,0,0,0,0,19,9,0,0,5,0,16,36,0,3,0,0,41,215,53,24,5,0,301,36,5,3,0,0,45,32,6,0,3,0,34,243,27,13,6,0,282,9,0,0,0,0,15,3982,497,355,77,12,4930
121011686,44,0,0,0,0,46,248,5,4,0,0,257,31,0,0,0,0,33,31,0,0,0,0,37,125,21,11,0,0,161,67,6,0,0,0,72,53,0,0,0,0,58,83,5,0,0,0,91,392,51,32,3,0,476,66,9,3,0,0,79,146,11,8,5,0,167,569,55,53,6,3,693,12,4,0,0,0,23,7824,718,484,84,49,9161
121011687,7,0,5,0,0,11,42,0,3,0,0,47,9,0,0,0,0,10,6,0,0,0,0,7,26,11,6,0,0,42,10,0,0,0,0,13,6,3,3,0,0,8,35,0,5,0,0,39,110,22,13,9,0,163,12,7,0,0,0,19,17,6,0,0,3,25,144,25,26,3,0,207,5,0,0,0,0,11,2265,478,350,50,17,3159
121021403,22,3,5,0,0,30,88,7,5,4,0,107,12,0,7,0,0,21,7,0,0,0,0,10,55,12,10,4,0,78,19,0,0,0,0,20,10,0,0,0,0,15,21,0,7,3,0,29,190,47,28,8,0,272,14,4,0,0,0,24,39,0,0,0,0,44,200,25,27,6,4,263,17,0,0,0,5,18,4023,498,526,90,27,5155
121021404,4,0,0,0,0,4,16,0,0,0,0,18,6,0,0,0,0,3,0,0,0,0,0,0,14,9,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,7,0,4,0,0,15,70,21,16,7,0,118,7,4,0,0,0,12,6,0,0,0,0,8,35,10,7,0,0,60,3,0,0,0,0,3,1155,242,328,54,10,1786
121021406,9,5,0,0,0,12,88,3,3,0,0,99,10,3,4,0,0,20,12,0,0,0,0,15,74,14,7,7,0,94,43,0,4,0,0,46,13,0,4,0,0,11,16,3,0,0,0,19,193,38,29,0,3,269,27,10,0,0,0,30,28,5,9,0,0,29,230,20,20,0,0,274,5,0,0,0,0,8,4539,555,464,72,35,5666
121021577,44,0,5,0,0,48,238,6,4,0,0,252,17,3,0,0,0,24,40,4,3,0,0,51,123,31,9,0,0,157,56,5,6,0,0,68,47,0,3,0,4,55,73,7,0,0,0,82,411,31,21,5,3,470,59,6,3,0,0,72,78,14,3,0,0,97,403,43,23,3,3,474,16,4,0,0,0,22,8870,752,429,95,51,10196
121021578,3,5,0,0,0,8,73,3,0,0,0,76,10,0,3,0,0,13,6,0,0,0,0,6,27,10,3,0,0,39,38,0,0,0,0,39,3,0,0,0,0,10,17,0,0,0,0,14,106,10,15,3,0,131,11,0,0,0,0,14,13,6,0,0,0,18,109,15,15,3,7,147,4,0,0,0,0,10,2575,225,241,47,18,3108
121021579,14,6,0,0,0,11,64,0,5,0,0,64,7,0,0,0,0,6,7,0,0,0,0,3,30,5,3,0,0,33,20,7,0,0,0,20,10,0,3,0,0,14,10,0,3,0,0,15,101,4,6,0,0,116,9,0,3,0,0,8,18,0,0,0,0,16,82,7,15,0,0,103,8,0,0,0,0,6,2006,172,182,18,12,2386
121031407,10,3,0,0,0,17,73,0,9,0,0,82,14,0,0,0,0,14,35,0,7,0,0,46,115,23,19,3,0,162,29,4,0,0,0,42,27,14,4,8,0,51,27,0,6,0,0,35,239,47,27,4,0,318,32,7,9,0,0,41,37,7,4,0,0,51,260,46,24,10,0,337,10,0,0,0,0,11,4477,824,517,156,32,6003
121031408,4,0,0,0,0,13,74,4,0,0,0,76,9,0,0,0,0,14,15,6,0,0,0,24,54,20,16,3,0,89,13,3,3,0,0,20,27,0,6,0,0,34,39,9,0,0,0,50,191,55,37,3,0,293,51,10,12,0,0,70,38,4,3,0,0,47,226,25,37,11,0,293,13,0,0,0,0,9,3666,830,594,151,20,5260
121031409,27,0,0,0,0,25,92,6,5,0,0,91,17,4,5,0,0,25,18,0,0,0,0,21,132,32,19,4,0,189,53,5,3,0,0,62,20,6,0,0,0,30,23,0,0,0,0,25,287,57,27,5,0,372,42,9,3,0,0,53,32,4,8,0,0,41,299,32,37,0,0,366,7,0,0,0,0,12,4983,723,474,104,17,6303
121031410,6,0,0,0,0,7,42,3,6,0,0,50,3,5,4,0,0,14,18,0,4,0,0,23,211,69,69,3,0,355,9,4,0,0,0,16,15,3,0,0,0,21,33,0,0,0,0,32,198,61,45,3,0,310,32,6,4,3,0,43,16,9,7,0,0,27,178,54,31,9,3,282,6,0,0,0,0,6,3353,716,480,115,17,4679
121031411,4,0,0,0,0,6,82,0,0,0,0,88,10,0,0,0,0,10,6,4,0,0,0,10,72,24,29,5,0,124,17,10,0,0,0,23,8,3,0,0,0,15,31,0,0,0,0,32,170,44,33,8,0,260,22,0,4,0,0,21,27,5,8,0,0,39,138,27,40,8,0,212,9,0,0,0,0,13,3128,617,526,120,22,4404
121031412,10,5,0,0,0,15,191,5,3,0,0,203,13,0,0,0,0,14,19,0,0,0,0,22,168,22,32,0,4,222,30,6,4,0,0,39,21,5,0,0,0,27,64,0,0,0,0,62,345,51,33,7,0,438,34,4,7,0,0,44,23,8,9,0,0,41,391,31,25,9,0,449,17,0,0,0,3,23,5774,629,454,105,29,6987
121041413,0,0,0,0,0,0,42,0,0,0,0,43,13,0,4,0,0,19,5,4,0,0,0,13,39,21,18,6,0,75,10,4,0,0,0,10,11,0,0,0,0,16,52,3,0,0,0,54,175,68,40,8,0,297,23,9,14,0,0,49,22,3,3,0,0,33,163,32,55,6,3,261,7,0,3,0,0,11,2509,654,498,80,15,3747
121041414,38,3,0,0,0,41,209,0,6,0,0,227,22,7,4,0,0,25,23,8,5,0,0,34,83,20,20,5,0,127,39,3,0,0,0,44,21,5,0,5,0,27,70,8,3,5,0,89,459,83,45,7,5,596,67,10,7,0,0,82,71,12,9,0,0,92,495,57,45,15,3,614,15,3,0,0,0,22,7411,982,625,116,35,9170
121041416,14,0,0,0,5,17,112,0,7,0,0,123,26,0,0,0,0,31,23,6,3,0,0,36,91,14,18,0,0,125,27,0,0,0,0,35,12,5,0,0,0,21,86,5,5,0,4,100,362,90,34,3,0,502,64,19,5,0,0,87,49,10,4,0,0,65,448,65,64,10,0,586,6,5,4,0,0,18,5866,974,594,112,45,7597
121041417,446,5,9,0,0,457,1356,8,3,0,0,1371,127,3,3,0,0,141,236,5,3,0,0,247,1014,54,28,5,0,1100,545,11,4,7,0,561,160,7,5,0,0,167,261,3,8,3,0,280,3600,167,57,3,4,3828,519,23,7,3,0,552,523,11,9,0,0,549,3704,115,52,11,12,3891,93,0,11,0,14,112,53357,1997,752,199,179,56482
121041688,6,0,0,0,0,7,49,6,0,0,0,59,12,3,3,0,0,19,7,0,0,0,0,7,30,23,9,3,0,66,10,3,0,0,0,5,7,3,4,0,0,10,32,0,0,0,0,36,177,60,47,6,0,291,21,6,6,0,0,46,34,6,0,0,0,44,192,33,43,3,4,277,10,4,3,0,0,13,2375,599,422,115,24,3531
121041689,3,0,0,0,0,9,63,0,3,0,0,61,14,4,4,0,0,23,24,4,0,0,0,28,63,8,9,0,0,78,15,0,0,0,0,21,10,0,0,0,0,11,60,3,0,0,3,68,291,91,30,10,3,424,43,19,9,0,0,71,21,6,3,0,0,32,286,51,45,4,10,398,8,0,6,0,0,10,3872,705,484,122,28,5216
122011418,0,0,0,0,0,0,51,0,0,0,0,51,4,0,0,0,0,14,15,0,0,0,0,17,71,30,12,4,0,116,0,3,0,0,0,9,8,0,0,0,0,12,50,3,0,0,0,53,332,134,92,11,0,568,53,11,12,6,0,83,17,3,8,0,0,33,239,59,54,7,0,360,13,3,0,0,0,21,3849,979,662,136,15,5643
122011419,6,0,0,0,0,8,107,0,9,0,0,113,15,3,0,0,0,16,25,0,0,0,0,30,88,30,25,5,0,146,17,0,0,0,0,16,5,3,0,0,0,11,63,4,0,0,0,69,546,156,104,14,9,825,94,28,23,0,0,137,34,11,4,0,0,50,576,82,94,13,7,767,13,3,0,0,0,19,5968,1174,790,113,39,8078
122021420,0,0,0,0,0,0,6,0,4,0,0,16,3,0,4,0,0,11,4,3,0,0,0,7,21,12,8,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,19,169,107,80,9,3,369,21,10,6,8,0,48,4,4,3,0,0,20,122,27,39,6,0,195,8,0,3,0,0,18,2184,728,648,126,22,3708
122021421,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,3,3,0,0,0,0,8,30,15,8,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,112,75,42,9,0,235,14,10,5,0,0,32,4,0,0,0,0,0,81,37,16,3,0,141,3,0,4,0,0,8,1480,546,381,86,7,2504
122021422,0,0,0,0,0,0,5,0,0,0,0,9,4,5,0,0,0,11,3,0,0,0,0,6,21,12,10,0,0,44,0,0,0,0,0,4,4,0,0,0,0,3,18,0,5,0,0,25,128,88,45,3,0,274,22,10,6,0,0,42,4,0,0,3,0,9,85,28,37,3,0,149,7,4,0,0,0,14,1674,707,541,83,14,3015
122021690,10,0,0,0,0,19,209,0,0,0,0,211,19,4,0,0,0,24,18,5,0,0,0,22,128,30,18,8,0,185,16,0,0,0,0,14,5,0,0,0,0,5,64,0,7,0,0,68,660,96,55,9,0,822,77,3,14,0,0,93,45,3,4,0,0,50,554,59,42,3,3,669,27,0,3,0,5,37,8380,1177,725,129,54,10468
122021691,17,0,0,0,0,13,33,0,0,0,0,37,7,0,0,0,0,7,3,0,0,0,0,3,30,9,5,0,0,48,0,0,0,0,0,0,3,4,0,0,0,4,15,3,0,0,0,19,191,46,24,9,0,274,25,5,5,0,0,36,6,0,0,0,0,6,150,20,25,6,0,203,8,0,0,0,0,9,2680,472,368,60,16,3589
122031424,5,0,0,0,0,5,23,0,0,0,0,21,6,0,0,0,0,6,3,0,0,0,0,3,14,7,6,0,0,21,4,0,0,0,0,4,0,0,0,0,0,6,4,0,0,0,0,7,73,30,29,5,0,141,13,0,0,0,0,11,7,0,0,0,0,11,101,26,30,4,0,162,5,0,0,0,0,9,1250,315,334,50,6,1953
122031425,5,0,0,0,0,5,43,0,0,0,0,46,3,3,0,0,0,4,6,0,0,0,0,7,24,7,7,0,0,40,3,0,0,0,0,6,0,0,0,0,0,0,16,0,5,0,0,23,153,39,28,5,0,225,18,0,4,0,0,23,11,0,4,0,0,10,207,29,18,4,0,257,7,0,0,0,0,7,2385,460,254,52,16,3169
122031427,0,0,0,0,0,0,34,0,0,0,0,38,5,3,0,0,0,9,0,0,0,0,0,4,33,11,10,0,0,48,6,0,0,0,0,11,3,0,5,0,0,7,7,0,0,0,0,11,114,45,28,3,0,189,18,5,4,0,0,27,8,0,0,0,0,9,136,25,45,3,4,214,11,0,0,0,0,11,1808,391,356,58,14,2625
122031429,29,0,0,0,0,30,264,4,3,5,0,274,39,9,0,0,0,44,27,7,0,0,0,38,190,44,20,4,0,262,24,4,0,0,0,27,24,0,0,0,0,29,91,0,7,0,0,100,1050,234,123,18,8,1428,125,18,15,0,0,161,67,5,4,0,0,80,1264,137,104,12,12,1528,28,3,3,0,0,40,14074,1907,1101,176,73,17340
122031430,3,0,4,0,0,3,46,0,0,6,0,55,11,0,0,0,0,14,3,0,0,0,0,9,42,14,17,3,0,80,7,0,0,0,0,11,6,0,0,0,0,6,20,3,3,0,0,32,276,85,69,7,0,436,32,0,4,0,0,41,3,0,0,0,0,9,248,31,29,0,0,305,10,0,8,0,0,18,3183,532,498,60,21,4297
122031432,0,0,0,0,0,3,31,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,3,37,6,7,0,0,54,6,0,0,0,0,7,4,0,0,0,0,11,18,0,0,0,0,20,137,25,17,3,0,176,21,3,5,0,0,22,9,0,0,0,0,7,117,13,7,4,0,147,0,0,0,0,0,4,2205,279,180,49,10,2719
122031692,13,0,0,0,0,13,132,0,0,0,0,141,13,3,0,0,0,15,25,4,6,0,0,27,133,25,11,0,0,163,31,0,0,0,0,31,24,0,0,0,0,22,24,3,0,0,0,30,352,56,28,5,7,442,47,8,10,0,0,62,22,7,0,0,0,33,358,25,26,6,3,414,15,0,0,0,0,16,5389,508,258,45,30,6238
122031693,0,0,0,0,0,0,19,0,0,0,0,17,4,0,3,0,0,7,0,0,0,0,0,4,17,4,3,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,17,0,8,0,0,26,129,40,30,8,4,205,14,5,3,0,0,27,3,0,3,0,0,4,118,27,18,3,0,168,4,0,4,0,3,13,1683,419,399,70,10,2579
122031694,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,24,3,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,108,43,36,6,0,190,8,8,4,0,0,19,4,0,3,0,0,4,87,18,22,0,0,128,6,0,0,0,0,3,1106,299,245,41,8,1694
122031695,3,0,0,0,0,3,64,0,9,0,0,75,9,8,5,0,0,14,4,0,0,0,0,8,52,12,12,0,0,71,0,3,0,0,0,8,3,0,0,0,0,6,38,4,0,0,0,52,223,42,39,5,0,311,29,0,10,0,0,45,26,6,4,0,0,34,323,58,81,9,7,477,9,0,0,0,0,13,3478,465,514,67,18,4547
122031696,36,3,3,0,0,49,296,0,0,0,0,301,24,0,0,0,0,25,33,0,0,0,0,35,187,29,15,3,0,228,35,0,0,0,0,40,19,0,0,0,0,24,62,3,0,0,3,68,798,67,61,5,6,935,105,3,8,0,0,123,53,6,0,0,0,54,771,51,35,8,5,872,21,3,0,0,0,28,10008,699,592,86,50,11434
122031697,4,0,0,0,0,4,48,0,0,0,0,51,8,0,0,0,0,8,4,0,0,0,0,4,26,9,6,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,31,4,0,0,0,37,122,36,36,0,0,192,15,0,6,0,0,20,12,0,0,0,0,13,124,16,28,6,0,168,0,0,0,0,0,4,2033,306,324,49,16,2719
123011433,3,0,0,0,0,7,63,0,5,0,0,66,7,4,0,0,0,12,0,0,0,0,0,3,14,8,0,0,0,20,6,7,0,0,0,12,0,0,0,0,0,0,21,0,0,0,0,28,136,21,19,0,0,178,8,0,0,0,0,11,26,3,3,0,0,31,135,20,13,0,0,174,22,0,0,0,0,22,3902,514,353,65,31,4867
123011698,27,0,0,0,0,33,159,0,0,0,0,164,6,0,0,0,0,14,0,0,0,0,0,0,30,0,3,0,0,34,25,3,0,0,0,24,7,0,0,0,0,15,24,0,0,0,0,24,212,29,13,0,0,257,23,0,0,0,0,23,80,4,5,0,0,87,421,28,10,4,8,465,21,0,0,0,3,29,7121,618,220,65,42,8062
123011699,12,0,0,0,0,14,80,3,5,3,0,89,8,3,0,0,0,11,0,0,0,0,0,3,23,5,3,0,0,34,11,8,0,0,0,15,7,0,0,0,0,7,5,0,0,0,0,10,151,13,22,3,0,198,6,0,0,0,0,15,41,6,4,0,0,49,175,32,19,7,0,237,12,4,0,0,0,16,5371,528,352,80,30,6356
123011700,5,0,0,0,0,11,15,7,0,0,0,18,0,0,3,0,0,3,0,0,0,0,0,0,4,4,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,22,14,13,3,0,44,3,0,0,0,0,6,7,5,0,0,0,8,41,11,7,0,0,65,0,3,0,0,0,3,891,252,193,41,11,1384
123011701,10,4,0,0,0,9,23,0,0,0,0,26,3,3,5,0,0,10,0,0,0,0,0,6,16,0,0,0,0,12,3,0,0,0,0,4,0,0,0,0,0,0,8,0,3,0,0,12,56,8,12,3,0,80,0,0,0,0,0,3,14,6,5,0,0,30,98,17,7,0,0,124,7,0,0,0,0,7,2295,252,274,47,11,2878
123011702,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,30,0,0,0,0,0,0,3,0,0,0,0,4,22,3,3,0,0,33,4,0,3,0,0,9,767,92,101,19,5,984
123021436,14,0,0,0,0,22,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,51,7,10,0,0,63,4,0,0,0,0,3,15,3,0,7,0,22,78,4,14,4,0,104,7,0,0,0,0,9,1590,136,178,34,7,1945
123021437,95,12,12,7,0,132,477,9,8,4,0,496,45,0,4,0,0,52,18,0,0,0,0,22,124,8,6,0,0,138,126,3,9,0,0,138,15,0,0,0,0,19,68,0,9,3,0,83,519,23,25,8,4,579,59,0,4,0,0,65,157,26,18,7,0,212,1044,70,58,19,10,1191,48,0,5,0,5,53,17829,861,601,134,106,19531
123021438,10,0,4,0,0,13,28,0,3,0,0,29,8,0,0,0,0,9,5,0,0,0,0,5,16,0,3,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,12,55,5,6,0,0,66,10,0,0,0,0,10,10,3,0,0,0,26,89,8,19,9,0,125,7,0,0,0,0,13,1804,152,230,49,15,2257
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021441,8,0,0,0,0,12,18,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,45,7,10,4,0,65,5,0,0,0,0,9,12,5,10,0,0,24,68,6,13,0,0,95,3,0,0,0,0,3,1314,144,204,42,15,1717
123021443,65,11,13,0,0,85,267,3,3,6,0,279,13,0,3,0,0,19,0,0,0,0,0,0,42,3,0,0,0,48,28,7,0,6,0,40,7,0,0,0,0,7,37,3,6,0,0,43,171,19,3,4,0,194,11,0,0,0,0,13,206,15,9,0,3,230,662,36,34,7,10,746,26,6,0,0,3,35,7137,502,355,91,56,8147
123021444,3,0,0,0,0,9,34,5,0,4,0,38,7,0,0,0,0,5,0,0,0,0,0,0,24,4,0,0,0,24,6,3,0,0,0,9,3,0,0,0,0,3,6,0,5,0,0,11,57,9,9,0,0,78,14,0,0,0,0,14,5,5,6,0,0,16,101,5,20,0,0,130,6,3,0,0,0,12,2117,187,217,41,15,2576
123021703,11,10,9,0,0,26,22,5,3,0,0,35,4,0,0,0,0,4,0,0,0,0,0,0,7,0,3,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,16,0,0,0,0,0,0,3,8,0,0,0,13,65,15,16,0,0,98,0,0,0,0,0,0,748,182,138,30,3,1099
123021704,13,3,0,0,0,18,75,0,0,0,0,79,7,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,8,0,0,0,0,8,0,4,0,0,0,0,10,0,0,0,0,10,30,5,0,0,0,35,0,0,0,0,0,5,19,3,4,0,0,24,139,8,11,0,0,154,7,0,0,0,0,8,1530,82,96,22,9,1740
123021705,62,10,9,0,0,75,424,12,4,5,4,446,25,3,0,0,0,28,8,4,0,0,0,13,71,0,0,0,0,79,47,3,0,0,0,51,49,0,0,0,0,49,54,4,5,0,0,62,273,28,7,6,0,311,26,3,3,0,0,32,340,21,5,5,4,375,999,42,37,8,4,1094,61,3,0,5,0,65,10532,801,344,92,67,11833
123021706,8,0,4,0,0,8,35,0,0,0,0,37,15,0,6,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,27,5,4,0,0,33,11,0,0,0,0,11,49,6,5,0,0,56,125,9,15,4,3,153,13,0,0,0,0,15,1716,112,133,35,10,2004
123031445,4,0,0,0,0,4,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,3,0,34,0,0,0,0,0,0,4,0,0,0,0,6,24,5,3,0,0,36,5,0,0,0,0,8,977,184,152,39,22,1365
123031446,7,3,0,0,0,6,27,0,0,0,0,27,10,0,0,0,0,10,0,0,0,0,0,0,14,0,4,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,4,3,0,3,0,7,95,16,10,3,0,119,6,0,0,0,0,6,14,3,0,0,0,17,74,10,8,5,0,88,9,8,6,4,4,31,2772,321,240,78,25,3429
123031447,10,0,0,0,0,10,38,0,3,0,0,38,3,0,0,0,0,0,0,0,0,0,0,3,17,8,5,0,0,27,5,0,0,0,0,6,3,0,0,0,0,3,16,0,4,0,0,15,160,14,30,12,0,223,7,0,0,0,0,13,11,5,8,0,0,23,117,15,18,3,0,155,25,0,0,0,0,27,4510,495,466,87,36,5584
