POW_SA2_CODE_2021,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Taiwan_E,P_Taiwan_OM_IE,P_Taiwan_OM_UIE,P_Taiwan_CFW,P_Taiwan_ES_NS,P_Taiwan_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
303021059,4,0,0,0,0,6,62,0,0,0,4,64,4,6,0,0,0,9,9,0,0,0,0,9,50,7,0,0,0,59,19,3,0,0,0,24,14,6,4,0,0,30,17,0,0,0,0,17,154,25,15,0,0,197,19,5,4,0,0,27,31,3,4,0,0,46,227,21,18,0,4,266,4,0,6,0,0,12,3372,387,316,49,23,4155
303031060,34,0,4,0,0,41,169,4,4,0,0,172,17,0,0,0,0,14,35,3,3,0,0,38,213,14,4,0,0,236,72,5,0,0,0,76,148,34,20,12,0,218,36,0,0,0,0,36,541,14,9,0,0,558,59,4,0,3,0,66,104,0,3,0,0,109,678,35,33,3,6,751,19,0,4,0,6,20,10845,544,381,100,25,11896
303031061,4,0,0,0,0,4,27,0,6,0,0,25,0,0,0,0,0,0,8,0,0,0,0,7,17,0,0,0,0,18,9,0,0,0,0,9,76,17,13,6,0,112,9,0,0,0,0,9,46,5,0,0,0,50,5,0,0,0,0,4,14,0,0,0,0,16,74,8,9,0,0,92,3,0,0,0,0,3,1520,137,124,23,13,1817
303031062,6,0,0,0,0,6,42,0,0,0,0,41,3,0,0,0,0,3,16,3,4,0,0,23,128,8,11,0,0,142,25,5,3,0,0,30,28,7,5,0,0,42,3,4,0,0,0,5,180,15,12,0,0,208,32,0,0,0,0,30,39,0,9,0,0,53,215,21,19,0,0,256,8,0,0,0,0,9,3987,333,293,43,17,4674
303031063,4,0,0,3,0,11,62,0,0,0,0,65,4,0,0,0,0,12,13,0,0,0,0,13,41,0,4,0,0,50,24,4,5,0,0,33,48,13,4,0,0,62,17,3,0,0,0,22,171,16,20,0,0,213,21,0,0,0,0,22,24,5,6,0,0,40,214,16,27,3,0,263,11,0,0,0,0,15,4242,352,368,63,25,5039
303031064,9,7,0,0,0,8,19,3,0,0,0,19,4,0,0,0,0,6,7,0,3,0,0,8,40,10,0,0,0,52,10,5,3,0,0,19,23,6,4,0,0,39,5,0,0,0,0,5,105,11,10,4,0,125,7,0,0,0,0,10,6,6,0,0,0,18,110,15,24,3,3,149,3,0,3,0,0,8,2545,287,265,70,21,3178
303031065,42,0,6,0,0,45,159,6,5,0,0,169,9,0,0,0,0,8,31,5,5,0,0,35,122,3,3,0,0,130,35,5,3,0,0,47,163,24,14,3,0,202,63,0,5,0,0,65,364,11,4,0,0,385,46,0,0,0,0,49,123,10,21,4,0,149,538,19,32,5,4,589,22,0,0,0,0,27,9963,438,359,75,43,10878
303031066,0,0,0,0,0,0,20,0,0,0,0,18,3,0,0,0,0,3,3,0,0,0,0,6,22,0,9,0,0,26,9,0,3,0,0,16,6,8,5,0,0,21,4,0,0,0,0,4,39,5,12,0,0,61,0,0,0,0,0,3,6,0,6,0,0,14,67,10,9,0,0,95,9,0,0,0,0,9,1245,176,213,42,9,1687
303041067,23,0,0,0,0,27,140,0,5,0,0,146,11,0,0,0,0,13,20,0,0,0,0,26,80,9,3,0,0,94,25,0,0,0,0,30,95,26,11,0,0,140,9,0,0,0,0,16,300,17,8,3,4,334,22,3,0,0,0,28,58,3,0,4,0,74,368,26,15,5,3,420,23,0,0,0,0,26,6478,481,245,58,30,7293
303041068,7,0,0,0,0,8,22,0,0,0,0,23,3,0,0,0,0,3,5,0,0,0,0,3,16,0,3,0,0,17,7,0,0,0,0,10,18,0,4,0,0,18,13,0,3,0,0,16,88,10,16,0,0,118,13,0,0,0,0,16,17,5,9,0,0,27,146,32,51,0,6,237,3,0,0,0,0,5,2172,295,349,43,20,2868
303041069,0,0,0,0,0,0,31,0,0,0,0,31,0,0,0,0,0,0,9,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,3,110,31,7,4,0,149,4,0,5,0,0,0,14,0,3,0,0,22,0,0,0,0,0,0,33,0,4,4,0,39,46,0,11,0,0,59,0,0,0,0,0,6,1410,177,121,35,5,1757
303041070,20,0,0,0,0,20,112,3,0,0,0,114,12,4,0,0,0,18,20,0,0,0,0,19,95,4,3,0,0,110,51,0,5,0,0,54,97,22,6,0,0,127,20,0,0,0,0,20,373,19,10,0,0,402,49,0,0,0,0,51,101,0,11,3,0,120,494,19,27,0,0,545,22,0,0,0,0,27,7533,495,290,60,35,8403
303041071,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,6,3,5,4,0,0,14,8,3,0,0,0,7,3,0,0,0,0,9,4,0,0,0,0,7,27,18,13,0,0,49,9,0,5,0,0,5,5,3,8,3,0,20,29,15,9,0,0,57,4,0,0,0,0,4,821,261,248,43,7,1375
303051072,4,0,0,0,0,4,24,4,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,0,0,17,4,0,0,0,0,4,15,8,3,4,0,32,0,0,0,0,0,0,14,0,4,0,0,22,0,0,0,0,0,0,6,4,4,0,0,12,62,10,15,0,0,92,4,0,0,0,0,4,714,105,153,32,3,1007
303051073,26,12,11,0,0,48,91,5,8,3,0,109,3,0,0,0,0,3,21,4,3,5,0,32,61,4,4,0,0,71,10,4,9,0,0,19,98,29,17,8,3,152,13,0,0,0,0,13,122,7,15,0,0,148,3,0,3,0,0,9,60,14,13,3,0,92,275,24,42,7,0,356,15,3,0,0,0,23,4089,395,438,124,27,5069
303051074,23,0,3,0,0,32,136,5,3,0,0,142,6,0,0,0,0,6,13,0,0,0,0,18,91,6,7,0,0,103,39,7,8,0,0,50,45,3,4,0,0,56,27,0,0,0,0,30,314,11,3,0,0,326,31,0,0,0,0,29,186,12,15,3,8,225,788,39,32,3,11,870,27,0,0,0,3,31,8729,376,298,50,61,9514
303051075,10,0,3,0,0,17,48,0,0,0,0,51,6,0,0,0,0,7,3,0,0,0,0,5,28,5,8,0,0,34,20,0,5,0,0,18,29,6,5,4,0,43,5,0,0,0,0,5,93,4,10,0,0,109,5,3,0,0,0,8,39,4,10,0,0,54,180,13,24,9,4,232,12,0,0,0,0,14,2535,250,282,46,13,3126
303051076,67,4,0,0,3,78,286,4,10,3,4,306,32,0,0,0,0,32,29,0,0,0,0,40,334,22,4,0,3,370,93,6,5,7,5,105,146,30,6,7,4,194,78,0,8,0,0,89,986,77,33,9,3,1105,60,0,0,0,0,61,306,19,34,0,0,364,1478,74,63,9,11,1640,89,7,9,0,7,116,24074,1573,719,167,127,26668
303061077,13,11,20,9,0,48,53,3,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,9,11,10,5,0,29,0,0,0,0,0,0,10,0,4,3,0,18,0,0,0,0,0,0,16,0,3,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,60,9,16,0,0,83,3,0,0,0,0,3,533,120,183,33,6,867
303061078,11,3,3,0,0,21,15,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,4,15,3,4,0,0,21,4,0,0,0,0,4,73,24,14,4,0,114,3,0,0,0,0,4,48,7,8,0,0,54,6,0,0,0,0,6,19,8,6,0,0,35,61,7,16,0,0,90,9,0,0,0,0,9,1351,249,278,62,16,1963
303061079,8,4,5,0,0,11,42,0,0,0,0,49,0,0,0,0,0,5,12,0,0,0,0,12,17,3,3,0,0,24,13,6,0,0,0,11,118,48,15,5,6,194,7,0,0,0,0,4,59,0,7,0,0,69,5,0,0,0,0,8,31,9,10,0,0,52,100,22,13,0,0,137,7,0,0,0,0,6,2111,265,202,49,14,2645
303061080,6,4,0,0,0,14,73,3,0,0,0,78,6,0,0,0,0,8,11,0,0,0,0,17,34,3,3,0,0,42,12,3,0,0,0,21,149,57,28,14,0,240,9,0,0,0,0,6,62,6,11,0,0,88,4,0,0,0,0,9,50,10,17,0,0,73,198,23,30,0,6,254,15,0,4,0,4,17,2896,402,367,85,26,3772
304011081,5,0,0,0,0,4,30,0,0,0,0,31,0,0,0,0,0,0,8,0,0,0,0,8,45,9,3,0,0,51,12,5,3,6,0,20,16,4,4,0,0,20,11,4,0,0,0,14,100,13,8,0,0,126,14,4,0,0,0,19,56,3,15,0,0,78,115,3,8,0,0,135,7,0,0,0,0,12,2602,201,205,42,13,3059
304011082,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,3,0,4,0,0,6,23,0,4,0,0,29,7,0,3,0,0,9,7,0,0,0,0,4,7,0,0,0,0,5,42,0,10,0,0,53,5,0,0,0,0,11,12,5,4,4,0,24,42,10,10,6,0,65,0,0,0,0,0,0,921,106,158,27,3,1210
304011083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,5,4,3,0,0,11,0,0,0,0,0,0,137,57,68,14,0,279
304011084,7,0,0,0,0,7,91,0,0,0,0,91,10,3,0,0,0,12,10,0,0,0,0,14,76,19,12,0,0,107,24,0,3,0,0,26,15,5,5,0,0,21,6,3,0,0,0,16,179,25,18,3,0,229,10,0,0,0,0,21,75,6,14,0,3,102,206,15,14,3,3,241,8,0,0,0,0,11,3857,390,267,45,31,4587
304011085,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,5,0,0,0,0,13,0,0,0,3,0,3,0,0,0,0,0,0,7,9,6,0,0,18,0,0,0,0,0,0,5,0,0,0,0,3,8,8,7,0,0,23,0,0,0,0,0,0,117,73,71,22,0,292
304021086,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,3,0,0,3,0,0,0,0,6,42,6,17,0,0,78,8,0,0,0,0,9,0,3,0,0,0,3,0,0,0,0,0,4,82,21,22,8,0,132,13,0,5,0,0,19,7,3,0,0,0,5,45,16,16,3,3,78,0,0,0,0,0,5,938,188,230,55,3,1425
304021087,0,0,0,0,0,5,20,0,0,0,0,22,3,0,0,0,0,3,3,0,0,0,0,3,57,22,12,0,0,97,17,4,0,0,0,25,6,0,0,0,0,7,11,0,0,0,0,15,82,29,22,9,0,138,11,0,0,0,0,18,10,0,0,0,0,16,123,24,6,5,0,159,9,0,0,0,0,7,1594,265,206,48,14,2122
304021088,6,0,0,0,0,5,17,4,0,0,0,22,0,0,4,0,0,6,7,0,0,0,0,8,30,13,4,0,0,45,7,4,0,0,0,5,4,0,0,0,0,8,4,0,0,0,0,4,55,15,12,0,0,80,3,0,5,0,0,9,9,0,0,0,0,9,61,21,16,5,0,104,0,0,0,0,0,6,986,243,219,42,5,1501
304021089,3,0,0,0,0,3,9,0,0,0,0,9,0,3,0,0,0,3,0,0,0,0,0,4,19,3,12,0,0,40,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,40,12,8,0,0,55,7,0,4,0,0,12,4,0,0,0,0,4,42,5,3,0,0,48,0,0,0,0,0,6,600,120,92,24,4,837
304021090,0,0,0,0,0,3,8,0,5,5,0,17,4,0,0,0,0,4,7,0,0,0,0,5,63,13,12,3,0,91,5,0,3,0,0,12,5,0,0,0,0,5,7,0,5,0,0,14,77,18,17,6,0,125,21,5,5,0,0,28,8,0,0,0,0,9,81,17,31,3,0,129,3,4,0,0,0,4,1609,277,289,64,7,2246
304021091,0,0,0,0,0,0,13,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,25,13,4,4,0,40,14,0,0,0,0,13,3,3,0,0,0,3,0,0,0,0,0,5,55,25,18,3,0,114,9,4,0,0,0,19,3,0,0,5,0,8,70,15,11,0,0,97,4,0,0,0,0,4,929,231,138,39,8,1351
304031092,4,0,0,0,0,4,25,0,0,0,0,25,5,0,0,0,0,5,10,0,0,0,0,10,15,5,6,0,0,29,3,0,0,0,0,3,4,0,0,0,0,4,13,0,0,0,0,11,57,20,10,0,0,88,15,5,3,0,0,22,19,4,8,0,0,29,78,10,10,0,0,99,0,0,0,0,0,0,1214,255,212,29,8,1722
304031093,7,0,0,0,0,6,22,0,0,0,0,27,5,0,0,0,0,5,4,0,0,0,0,8,27,0,0,0,0,31,17,0,0,0,0,21,17,0,0,0,0,16,8,0,0,0,0,8,86,4,9,0,0,103,8,5,3,0,0,10,19,0,4,0,0,29,108,3,10,0,5,130,7,0,0,0,0,4,1883,121,143,17,14,2182
304031094,12,0,0,0,0,14,91,0,3,0,0,92,11,0,3,0,0,15,32,0,0,0,0,35,161,14,0,0,3,174,37,3,0,0,0,42,50,4,3,3,0,58,29,0,0,0,0,31,335,21,14,3,0,376,52,5,0,0,0,58,110,6,6,5,0,125,432,28,27,11,6,502,8,0,0,0,5,14,7322,438,384,69,32,8247
304031095,4,0,0,0,0,0,15,0,0,0,0,21,5,0,0,0,0,6,3,0,0,0,0,3,17,6,6,0,0,27,6,0,0,0,0,6,6,0,0,0,0,5,7,0,0,0,0,7,49,10,9,0,0,75,10,0,4,0,0,15,13,4,0,0,0,16,66,6,10,0,0,73,0,0,0,0,0,3,1123,174,208,30,3,1543
304031096,32,0,0,0,0,32,66,0,0,0,0,68,40,0,0,0,0,39,94,0,0,0,0,98,162,5,4,0,0,163,106,0,4,0,0,114,80,4,0,6,0,89,19,0,4,0,0,26,557,12,14,0,0,589,199,0,3,0,0,205,126,0,3,0,0,138,881,11,28,4,0,927,18,0,0,0,0,18,9930,198,263,53,26,10476
304031097,12,0,0,0,0,11,19,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,9,21,6,3,6,0,28,22,0,0,0,0,26,4,4,0,0,0,6,7,0,0,0,0,10,86,7,11,0,0,112,3,0,0,0,0,7,15,3,0,0,0,18,92,12,13,4,0,117,10,0,0,0,0,10,1462,211,217,29,9,1934
304041098,4,0,0,0,0,5,58,0,4,0,0,63,6,3,0,0,0,8,14,0,0,0,0,14,86,8,4,0,0,93,16,0,0,0,0,15,8,0,0,0,0,9,22,0,5,0,0,21,326,23,18,0,0,365,29,0,0,0,0,35,6,0,3,0,0,14,224,11,16,3,0,254,18,0,0,0,0,18,7626,270,223,30,16,8159
304041099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,32,0,5,0,0,31
304041100,0,0,0,0,0,0,29,3,0,0,0,29,0,0,0,0,0,0,4,0,0,0,0,4,27,0,5,0,0,27,6,0,0,0,0,6,0,0,0,0,0,3,9,0,0,0,0,9,67,8,10,0,0,81,7,0,4,0,0,10,6,0,6,0,0,9,56,5,4,0,0,61,0,0,0,0,0,3,1637,107,162,16,10,1931
304041101,0,0,0,0,0,0,35,0,0,0,0,37,3,0,0,0,0,5,5,0,0,0,0,5,29,7,3,0,0,34,8,0,0,0,0,8,7,0,0,0,5,13,9,0,3,0,0,10,105,13,7,0,0,134,16,0,0,0,0,15,36,4,7,0,0,44,116,5,13,0,0,130,3,0,0,0,0,7,2797,186,178,27,20,3214
304041102,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,23,3,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,606,10,8,0,3,621
304041103,5,0,0,0,0,5,26,4,0,0,0,28,4,0,0,0,0,6,6,0,0,0,0,6,32,7,18,0,0,57,6,0,0,0,0,10,6,0,0,0,0,6,8,0,0,0,0,15,118,32,39,0,0,186,10,0,0,0,0,12,6,0,3,0,0,8,87,16,29,0,0,139,4,0,0,0,0,8,2063,403,423,56,15,2954
304041104,0,0,0,0,0,0,24,4,0,0,0,25,0,0,0,0,0,6,4,0,0,0,0,3,20,3,5,0,0,26,6,0,0,0,0,7,5,0,0,0,0,8,0,0,0,0,0,3,74,13,11,0,0,97,6,0,3,0,0,12,9,0,0,0,0,3,47,3,7,0,0,65,6,0,0,0,0,9,1397,138,174,26,3,1739
305011105,327,4,0,0,0,333,2015,13,8,6,9,2052,282,7,0,0,0,288,498,11,12,0,0,514,2844,67,38,5,0,2955,798,14,7,0,0,822,817,51,23,5,4,898,410,12,8,5,0,436,7607,238,119,10,24,8001,862,26,17,0,7,911,833,33,19,10,0,905,8256,156,156,20,23,8609,239,13,10,5,16,287,139538,3587,2536,362,365,146393
305011106,50,0,0,0,0,53,362,3,0,0,0,370,49,0,5,3,0,53,91,7,3,0,0,99,610,13,8,0,0,632,148,0,5,0,0,162,107,16,4,7,0,125,85,3,9,0,0,95,1524,66,36,3,5,1625,206,8,3,0,0,224,177,11,3,8,0,200,1775,44,64,9,3,1891,41,4,0,0,7,55,26019,1139,564,119,71,27914
305011107,0,0,0,0,0,4,11,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,9,4,0,0,27,3,0,3,0,0,12,4,5,4,0,0,13,32,14,13,4,0,62,0,0,0,0,0,0,387,130,168,24,5,708
305011108,0,0,0,0,0,3,123,0,0,0,0,121,0,0,0,0,0,0,9,0,0,0,0,10,33,0,4,0,0,42,14,0,0,0,0,13,16,4,3,0,0,21,19,0,3,0,0,22,90,16,13,0,0,122,12,4,3,0,0,18,16,0,3,0,0,21,212,20,26,0,0,263,3,0,0,0,0,3,2312,287,252,41,12,2905
305011109,5,0,0,0,0,5,56,4,0,0,0,60,9,6,0,0,0,7,9,0,0,0,0,6,32,3,3,0,0,42,8,0,0,0,0,5,20,3,0,0,0,31,30,3,0,0,0,36,165,33,26,0,3,220,23,4,0,0,0,29,25,0,4,0,0,31,284,28,25,0,0,339,4,0,0,0,0,11,3257,508,402,71,20,4248
305011110,58,3,0,0,0,61,676,3,3,0,3,694,43,0,0,0,0,50,98,0,0,0,0,105,529,10,4,0,0,544,158,4,3,0,0,169,168,14,12,0,0,187,98,0,5,0,0,108,1980,22,21,6,3,2029,240,6,4,0,0,256,175,9,11,4,0,193,1931,46,54,5,8,2043,67,0,0,0,5,69,31411,651,519,95,90,32771
305011111,15,5,0,0,0,15,278,4,5,0,0,291,46,6,4,0,0,58,29,0,0,0,0,27,233,7,6,0,0,244,46,10,0,0,0,53,64,10,5,0,0,76,37,4,0,0,0,42,647,45,39,4,4,738,71,4,10,0,0,82,55,0,0,0,0,61,677,45,48,4,3,779,21,3,0,0,0,29,11104,790,578,72,37,12578
305011112,14,0,0,0,0,15,68,0,4,0,0,71,20,0,0,0,0,22,22,6,0,0,0,25,92,9,3,0,0,110,47,0,5,0,0,46,51,4,0,3,0,62,50,3,3,0,0,59,317,44,29,3,4,388,54,7,4,0,0,64,93,13,10,9,3,124,479,57,56,6,0,602,5,0,0,0,0,13,6531,687,579,97,26,7916
305021113,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,15,0,4,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,29,9,9,0,0,45,5,0,0,0,0,3,0,0,0,0,0,0,20,7,12,0,0,39,4,0,3,0,0,4,568,130,103,14,3,820
305021114,0,0,0,0,0,0,20,0,0,0,0,20,4,0,0,0,0,0,8,0,4,0,0,10,18,5,3,0,0,31,8,0,0,0,0,8,4,0,0,0,0,4,29,0,0,0,0,30,94,31,26,5,0,155,9,3,5,0,0,16,17,0,0,0,0,17,116,21,14,3,0,157,8,0,0,0,0,7,1901,325,226,46,7,2504
305021115,9,0,0,0,0,10,29,0,0,0,0,27,7,0,0,0,0,4,3,0,0,0,0,8,27,4,0,3,0,38,17,0,0,0,0,23,15,3,0,0,0,25,15,0,0,3,0,23,155,21,14,0,0,198,18,3,0,0,0,28,20,0,0,0,0,18,156,16,26,5,0,203,7,0,0,0,0,10,3051,412,222,43,11,3741
305021116,0,0,0,0,0,5,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,7,51,11,10,0,0,71,5,0,0,0,0,7,0,0,0,0,0,3,65,12,16,0,0,90,0,0,0,0,0,3,802,160,140,34,8,1144
305021117,15,3,0,0,0,14,79,0,4,0,0,87,12,0,0,0,0,12,7,0,0,0,0,14,103,11,8,0,0,123,13,3,0,0,0,17,58,0,0,0,0,58,34,0,4,0,0,43,277,32,24,0,0,334,23,0,0,0,0,25,66,5,5,0,4,75,318,32,20,4,0,378,16,0,0,0,3,24,5903,589,399,45,26,6961
305021118,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,16,5,0,0,0,0,5,4,0,0,0,0,3,18,7,0,0,0,25,33,13,11,0,0,61,3,6,3,0,0,10,3,0,11,0,0,8,44,13,8,4,0,72,0,0,0,0,0,0,676,176,167,30,0,1048
305031119,7,0,0,0,0,10,29,0,0,0,0,29,4,0,0,0,0,5,12,0,0,0,0,12,61,3,0,0,0,65,14,0,0,0,0,14,6,0,0,0,0,9,14,0,4,0,0,16,217,20,12,0,0,244,20,3,0,0,0,25,27,0,0,0,0,25,189,10,21,0,0,227,13,0,0,0,0,16,4125,381,252,33,20,4812
305031120,6,0,0,0,0,4,8,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,3,7,0,0,0,0,17,0,0,0,0,0,0,0,5,0,0,0,3,6,0,0,0,0,9,31,11,7,0,0,47,11,0,0,0,0,12,0,0,4,0,0,6,43,8,8,0,0,61,4,0,0,0,0,4,1058,162,146,17,4,1387
305031121,4,0,0,0,0,3,6,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,14,3,0,0,0,18,3,0,0,0,0,4,8,0,0,0,0,12,19,0,6,0,0,29,59,10,5,0,0,71,8,0,0,0,0,9,12,0,3,0,0,26,88,14,13,3,0,116,6,0,0,0,0,4,1531,233,160,37,7,1970
305031122,5,4,0,0,0,7,27,0,0,0,0,26,3,0,0,0,0,6,4,0,0,0,0,10,21,3,0,0,0,26,10,0,4,0,0,17,16,0,0,0,0,19,13,0,3,0,0,22,75,16,13,0,0,108,15,0,4,0,0,19,11,0,0,0,0,15,105,11,17,0,0,132,3,0,0,0,0,3,2072,261,286,43,4,2659
305031123,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,6,12,0,0,44,5,0,0,0,0,4,10,3,5,0,0,16,19,0,7,0,0,31,3,0,0,0,0,3,659,142,108,5,4,926
305031124,7,0,0,0,0,7,46,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,34,7,0,0,0,0,11,16,0,0,0,0,19,19,0,0,0,0,18,105,15,8,3,0,122,8,0,6,0,0,17,16,6,4,0,0,23,125,19,10,3,0,153,3,0,0,0,0,3,2058,248,169,60,9,2544
305031125,10,0,0,0,0,14,26,0,0,0,0,26,0,0,0,0,0,3,3,3,0,0,0,9,46,7,0,4,0,57,10,0,0,0,0,14,16,9,0,0,0,21,20,0,0,0,0,20,186,16,5,0,0,212,19,0,0,0,0,19,3,0,0,0,0,4,195,13,23,4,3,234,4,0,0,0,0,5,3314,350,214,38,28,3940
305031126,19,4,0,0,0,24,448,0,0,0,3,451,45,0,5,0,0,44,75,0,0,0,0,73,258,3,5,0,0,266,122,0,0,0,0,122,88,9,4,0,0,105,45,0,0,0,0,38,1063,20,14,0,6,1103,127,0,3,0,0,132,95,5,5,0,0,103,986,17,26,5,11,1044,36,0,0,0,3,45,18449,349,291,46,57,19190
305031127,3,0,0,0,0,6,21,0,0,0,0,23,0,0,0,0,0,0,7,0,0,0,0,7,24,3,0,0,0,28,3,0,0,0,0,3,12,0,0,0,0,15,11,0,0,0,0,11,55,11,7,0,0,74,5,0,0,0,0,5,8,3,0,0,0,13,78,3,12,0,0,98,0,0,0,0,0,0,1362,123,140,21,8,1645
305031128,42,0,0,0,0,54,299,9,6,0,0,318,36,3,4,0,0,37,66,5,0,0,0,75,434,19,10,0,3,468,113,6,0,0,0,118,100,3,5,0,0,107,96,0,4,0,0,107,1204,73,39,0,4,1326,128,15,8,3,0,145,122,7,4,6,0,132,1317,77,77,9,5,1481,50,5,0,0,3,61,22536,1272,758,105,76,24748
305031129,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,16,3,0,0,0,15,4,0,0,0,0,4,0,3,0,0,0,8,11,0,0,0,0,18,47,10,5,0,0,65,8,0,0,0,0,5,7,0,4,0,0,15,82,8,8,0,0,96,5,0,0,0,0,6,1031,168,131,12,4,1345
305031130,0,0,0,0,0,0,43,0,0,0,0,51,5,0,0,0,0,6,10,0,0,0,0,10,46,6,0,0,0,52,8,0,0,0,0,9,5,3,0,0,0,5,23,0,7,0,0,30,145,9,20,0,0,180,17,3,0,0,0,26,14,4,0,0,0,19,161,11,18,0,0,200,7,3,0,0,0,9,3190,300,249,33,11,3783
305031131,7,0,0,0,0,7,59,0,0,0,0,61,4,0,0,0,0,6,3,0,0,0,0,5,39,3,4,0,0,51,16,0,0,0,0,17,7,0,0,0,0,7,15,0,0,0,0,12,159,15,21,0,0,197,26,0,0,0,0,25,10,0,0,0,0,14,186,14,25,5,0,230,7,0,0,0,0,7,3601,253,280,34,15,4181
305041132,0,0,0,0,0,0,28,3,0,0,0,35,8,0,4,0,0,12,12,5,0,0,0,13,33,7,4,0,0,45,11,0,0,0,0,12,8,0,0,0,0,14,12,0,0,0,0,15,149,36,39,5,0,220,16,0,5,0,0,22,15,0,0,0,0,23,140,17,22,4,0,182,7,0,0,0,0,8,2990,470,472,58,14,4010
