POW_SA2_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
117031642,22,3,0,6,0,37,32,0,5,0,0,32,49,4,3,0,0,56,68,4,11,8,5,86,90,9,14,4,4,111,195,7,18,0,0,221,222,16,28,0,0,264,420,22,28,7,5,480,774,35,41,10,3,865,896,33,32,0,0,962,970,38,24,0,3,1037,949,42,32,0,5,1020,3132,91,31,0,6,3258,1052,38,10,0,0,1098,1582,101,16,4,4,1700,73,6,3,0,10,89,10509,448,286,44,37,11328,19,0,0,3,0,30,37,0,0,0,0,43,62,0,6,0,0,67,113,4,3,5,0,125,143,8,7,0,3,163,280,6,21,0,0,320,393,8,14,0,6,422,632,11,28,0,0,678,1127,16,29,3,4,1169,1260,11,8,3,3,1287,1101,22,22,0,4,1144,933,19,11,0,0,970,2048,31,19,0,5,2102,524,11,7,0,0,545,665,41,15,0,0,721,51,0,7,0,4,61,9398,189
117031643,3,7,0,4,0,17,16,0,0,0,0,13,12,0,5,0,0,18,38,5,10,0,0,48,49,9,12,0,0,62,72,9,10,0,5,96,128,11,16,3,4,162,269,23,38,4,5,333,407,36,16,0,0,454,341,35,25,3,0,401,312,45,27,0,0,384,230,27,17,0,0,271,526,60,18,3,6,609,132,36,16,0,0,180,252,91,15,0,3,358,18,9,0,0,3,32,2793,395,223,26,17,3450,7,4,0,3,0,14,26,0,3,0,0,34,43,0,7,3,0,50,53,6,4,0,0,67,91,5,4,4,0,103,151,4,14,7,0,177,227,10,13,0,0,264,371,9,17,0,0,399,513,18,20,0,0,551,384,19,15,3,0,424,293,16,8,0,3,323,192,19,13,0,0,230,340,15,12,0,3,363,79,14,4,0,0,95,114,25,6,0,0,141,21,0,0,0,3,22,2899,164
117031644,206,43,29,56,15,355,295,12,14,13,10,344,517,16,25,14,10,588,690,34,29,21,15,792,977,39,39,28,13,1095,1963,84,85,23,22,2181,2576,169,93,29,22,2885,4288,204,122,26,27,4678,8655,301,194,41,42,9226,10224,278,166,27,31,10726,10923,399,160,23,35,11535,10732,398,142,20,18,11311,35603,996,335,22,35,36994,14199,524,188,10,19,14946,40198,3442,2380,56,66,46143,847,95,39,5,83,1078,142915,7032,4043,416,468,154872,283,25,24,54,9,392,429,4,34,19,12,499,813,16,42,18,13,905,1186,30,49,21,12,1299,1796,31,54,22,23,1931,3304,58,84,36,32,3514,4508,80,93,37,23,4745,7029,108,94,29,26,7290,12605,128,102,25,30,12886,14466,122,92,18,31,14738,15239,134,77,25,34,15507,12687,117,78,19,14,12917,29841,278,158,12,29,30322,8746,130,81,15,6,8987,17536,671,807,27,19,19055,740,32,23,17,53,858,131183,1973
117031645,55,7,11,14,3,92,112,0,8,0,0,124,167,4,7,9,4,192,225,15,17,5,4,267,283,21,22,13,0,342,599,41,46,15,12,704,784,98,63,19,4,964,1081,93,55,12,9,1250,1974,147,85,6,7,2224,1990,107,50,7,8,2167,2244,130,47,10,6,2428,2350,90,34,3,3,2488,6733,191,88,9,9,7029,1906,88,24,3,0,2023,3783,316,162,0,4,4267,149,11,10,0,18,194,24436,1364,720,128,97,26744,72,3,7,12,5,103,137,8,11,4,0,160,261,8,16,7,0,289,425,15,26,8,9,474,549,19,23,9,4,601,899,40,34,15,10,999,1221,48,47,9,8,1332,1680,69,39,5,4,1798,2596,82,34,9,8,2728,2795,46,24,6,9,2868,2774,62,25,4,0,2865,2490,45,10,11,0,2549,5395,69,34,3,4,5502,1177,26,13,0,6,1222,1896,68,51,5,0,2020,169,3,3,3,12,194,24539,607
117031646,22,0,0,0,0,23,51,0,0,4,0,56,69,9,0,0,0,76,91,6,3,3,4,105,96,4,9,0,0,102,202,16,10,9,0,236,214,14,18,3,0,251,313,31,13,0,7,371,584,20,26,3,0,629,617,30,20,0,4,668,653,27,10,0,3,695,718,20,9,0,0,742,1654,59,16,5,0,1740,419,23,5,0,0,443,739,87,12,5,0,837,43,0,3,0,0,43,6459,348,162,25,21,7020,19,0,0,11,0,30,81,0,4,0,0,87,125,4,14,0,4,140,136,0,0,0,0,137,181,5,11,0,0,200,278,6,14,0,0,298,321,11,9,5,0,349,499,20,19,3,4,537,758,19,15,4,9,807,946,11,10,0,0,974,1009,13,5,0,0,1035,857,4,8,4,0,881,1670,26,13,5,3,1707,333,15,3,0,0,353,431,23,6,0,0,467,52,0,0,0,6,60,7704,157
117031647,10,3,3,4,0,19,27,0,3,0,0,29,21,4,3,0,0,27,33,8,0,0,0,42,60,0,7,0,0,70,108,18,10,6,0,131,152,19,23,0,0,192,208,22,26,5,0,253,322,30,24,0,0,380,250,22,29,0,0,298,230,51,18,0,0,305,153,35,11,0,0,196,404,50,19,4,0,485,112,20,7,0,0,145,177,70,13,0,0,256,17,0,0,0,0,23,2283,349,187,23,11,2855,6,3,0,3,0,24,33,0,3,5,0,44,64,3,8,0,0,76,69,9,5,0,0,80,77,0,0,0,0,85,159,7,13,0,0,180,198,13,17,4,0,227,246,12,21,0,0,274,353,16,20,4,0,395,296,13,12,0,0,317,225,20,12,3,3,262,146,13,9,0,0,169,302,16,21,0,0,342,68,12,5,0,0,80,69,19,7,0,0,92,14,0,0,0,0,14,2323,148
117031648,5,0,0,3,0,9,30,4,0,0,0,34,37,0,0,0,0,43,31,3,4,0,0,35,56,5,8,0,0,64,103,10,8,0,0,120,118,5,6,0,5,137,138,12,7,0,5,166,196,16,20,0,0,238,174,21,13,4,0,209,128,24,12,0,0,167,129,16,8,0,0,154,239,33,23,4,0,292,80,15,8,0,0,98,87,38,9,5,0,136,7,4,0,0,0,11,1550,212,120,15,8,1908,9,0,0,6,0,11,45,0,3,0,0,52,44,5,0,0,0,53,44,0,5,0,0,52,68,0,12,0,0,84,105,3,10,4,0,122,131,4,6,0,0,147,151,11,10,3,0,168,157,4,13,0,0,180,130,16,8,0,0,152,95,5,7,0,0,107,65,5,11,0,0,75,105,13,5,3,0,120,17,0,0,0,0,21,14,13,3,0,0,26,11,0,0,0,0,11,1175,91
118011339,15,3,0,0,0,17,21,0,5,0,0,30,32,0,6,0,0,41,23,0,8,0,0,31,38,0,13,0,3,51,56,6,10,0,0,78,80,21,17,7,0,117,112,16,27,0,0,159,146,28,27,0,4,205,101,30,31,3,0,164,75,41,39,0,0,151,71,36,18,0,0,128,125,70,65,4,0,267,38,37,22,0,0,89,87,107,30,3,0,228,16,0,3,0,0,22,1040,395,310,19,13,1783,10,4,5,9,0,28,31,0,8,0,0,49,58,0,10,0,0,75,46,4,3,0,0,57,85,4,11,0,0,99,99,3,33,0,0,140,145,15,27,0,0,186,172,6,34,0,0,220,183,23,30,3,6,238,114,25,29,5,4,177,85,24,24,0,0,135,71,14,25,4,0,114,115,33,28,4,0,181,30,10,3,0,0,49,47,42,24,5,0,121,9,3,0,0,0,15,1300,217
118011340,7,3,3,4,0,19,49,0,4,0,0,52,46,3,8,0,0,58,54,4,0,0,0,67,62,5,10,5,0,81,98,18,10,5,0,129,130,15,21,6,0,173,190,27,40,7,0,261,229,36,39,3,4,322,152,39,38,4,0,234,134,64,30,5,0,229,89,44,31,0,0,172,184,101,47,0,0,329,64,36,19,5,0,125,108,134,37,11,0,283,13,5,6,0,0,29,1619,545,343,50,11,2559,8,5,3,10,0,32,54,0,8,3,3,72,77,9,11,0,0,97,87,4,20,0,0,106,86,5,15,3,0,120,157,14,27,11,0,210,232,21,40,4,4,300,241,17,28,3,5,296,247,32,41,6,0,326,152,16,44,0,0,217,150,34,40,0,0,223,101,23,35,0,0,162,162,47,30,3,0,248,33,28,18,0,5,80,57,37,19,5,0,115,10,3,0,4,3,23,1861,291
118011341,20,5,3,5,0,31,121,0,0,0,0,123,120,3,3,4,0,132,116,3,10,5,0,133,154,12,11,5,0,184,287,16,28,9,0,337,356,31,20,7,0,418,524,35,57,5,3,614,695,55,50,4,4,813,583,43,38,3,3,669,576,63,38,3,0,677,419,61,31,0,0,509,644,138,53,5,0,845,168,74,24,0,0,276,353,272,108,6,3,739,42,13,7,0,10,71,5165,821,479,63,31,6565,26,4,0,12,6,42,205,8,13,4,0,225,273,3,16,3,6,291,290,6,23,3,0,321,346,8,21,0,0,374,580,18,24,10,0,630,820,21,37,4,5,880,899,32,39,10,4,982,992,41,68,13,7,1117,724,41,52,0,4,825,578,35,38,3,0,659,419,39,40,3,0,499,606,57,72,3,4,739,111,29,20,0,0,161,144,87,44,0,0,282,49,3,4,0,4,62,7056,415
118011342,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,8,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,6,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
118011344,3,4,0,0,0,8,13,0,0,0,0,11,4,0,3,0,0,9,5,3,3,0,0,17,8,4,0,0,0,23,17,7,7,0,0,29,17,7,4,3,0,41,33,13,8,0,0,54,28,22,23,0,0,77,29,18,12,0,0,55,41,33,23,0,0,95,26,23,12,0,0,65,37,36,13,0,0,93,16,19,9,3,0,41,57,62,22,4,0,142,6,3,3,0,0,12,355,259,139,22,9,778,0,0,0,8,0,7,12,0,5,0,0,17,13,3,10,0,0,22,16,0,7,4,0,29,22,0,5,3,0,33,48,8,19,0,0,75,64,11,15,0,0,92,68,8,17,0,0,94,76,15,19,0,0,116,60,15,16,4,0,91,45,14,14,0,0,78,34,13,13,5,0,63,50,22,23,0,0,94,5,5,9,0,0,25,24,17,8,4,0,58,9,3,0,0,0,11,555,134
118011345,10,0,4,6,0,21,48,0,9,0,0,55,70,3,9,0,0,75,68,0,8,5,0,79,80,5,12,0,0,100,144,12,11,0,4,171,182,20,18,9,0,224,239,28,23,3,0,297,397,38,37,0,7,482,435,38,35,3,3,513,413,47,30,0,0,494,346,45,36,0,4,431,928,109,47,7,0,1082,220,39,11,0,0,274,432,194,51,8,0,685,30,3,5,0,9,46,4049,582,355,51,27,5048,15,9,0,8,0,30,44,0,3,0,0,51,76,0,12,5,0,100,113,3,13,4,0,130,131,3,5,4,0,147,246,9,18,0,0,279,286,13,15,0,5,318,399,18,40,3,0,459,524,36,38,4,8,607,474,25,48,8,3,552,371,24,31,0,0,431,296,19,18,4,0,334,494,46,44,0,0,591,104,25,11,0,0,145,154,61,24,3,0,246,22,4,0,0,5,33,3749,299
118011346,8,3,0,4,0,10,30,4,6,0,0,41,46,0,0,0,0,43,43,6,7,0,0,54,47,7,3,3,0,65,106,4,8,4,0,124,109,9,11,6,7,140,182,15,7,5,0,211,213,28,17,6,3,269,187,23,12,0,0,235,174,34,19,5,0,237,152,33,14,3,0,205,248,59,31,4,0,338,69,39,5,3,0,117,104,115,36,8,0,260,13,3,4,0,0,23,1729,381,191,58,17,2370,11,4,7,6,0,24,35,5,7,0,0,53,58,3,4,5,0,69,60,4,3,0,4,73,76,0,13,0,0,95,140,8,18,0,0,161,181,17,5,3,0,209,227,17,19,5,0,261,252,16,31,9,0,307,177,13,19,5,0,216,162,23,17,0,0,199,123,18,11,0,0,156,237,34,19,6,0,296,35,16,7,0,0,65,55,55,19,4,0,131,25,0,3,0,0,31,1845,225
118011347,0,0,0,0,0,4,3,0,5,0,0,15,12,0,0,0,0,13,23,0,5,0,0,33,32,6,0,0,0,36,51,3,0,0,0,57,45,10,4,0,0,59,96,7,10,3,0,114,122,8,13,3,0,144,106,15,16,0,0,136,79,20,14,0,0,114,63,16,10,0,0,86,107,47,18,7,3,181,14,20,5,0,0,43,69,85,35,5,0,198,13,4,0,0,0,30,823,237,155,26,9,1256,5,0,5,3,0,13,25,0,5,0,0,30,35,0,8,0,0,41,38,3,10,0,0,51,51,0,7,3,0,63,87,0,13,4,0,106,134,4,18,4,0,165,172,13,13,6,0,197,207,17,19,4,4,253,177,10,12,3,0,206,139,21,8,0,0,172,81,22,18,3,0,124,144,34,22,6,0,203,27,16,9,4,0,61,46,46,14,0,0,111,9,0,0,0,0,11,1378,191
118011649,5,0,0,5,0,9,15,0,4,0,0,22,21,3,5,0,0,34,30,0,4,4,0,36,22,0,0,0,0,29,45,10,11,3,0,70,66,11,7,0,0,88,88,9,14,3,0,113,122,28,26,5,0,179,90,23,24,0,0,133,106,29,24,0,0,169,108,25,20,0,0,153,257,62,50,3,0,368,44,14,8,0,0,67,92,137,25,10,0,265,4,9,4,0,0,14,1126,361,216,42,5,1752,3,3,0,6,0,14,10,0,4,0,0,16,18,6,4,4,0,32,42,4,11,4,0,63,42,0,11,0,0,51,62,3,17,9,0,91,85,9,19,0,0,120,136,5,28,0,0,175,135,7,19,5,4,176,147,17,20,6,0,194,100,22,22,0,0,142,96,7,10,3,0,126,194,29,28,8,0,264,20,8,10,3,0,43,49,53,29,9,4,139,5,3,6,0,0,16,1163,192
118011650,12,0,0,4,0,18,24,0,0,0,0,26,28,0,4,0,0,34,45,6,0,0,0,51,61,11,10,0,0,80,84,8,11,3,0,108,132,13,21,0,0,167,194,27,28,3,3,256,231,31,15,5,6,284,196,48,18,0,0,266,148,46,21,3,0,216,119,33,10,0,0,164,263,68,34,9,0,381,79,50,18,0,0,136,216,261,63,16,3,557,26,10,3,0,4,36,1857,614,250,52,22,2791,8,4,0,10,0,22,35,0,0,0,0,41,67,0,7,4,0,76,116,6,10,3,0,134,108,16,16,3,0,135,209,9,17,0,9,247,254,12,19,3,5,296,347,12,23,0,3,387,430,20,28,8,4,481,316,28,30,4,4,378,280,29,23,0,0,324,191,21,10,3,0,222,331,57,40,6,0,428,81,18,19,3,0,119,92,98,34,4,3,234,26,7,7,3,0,40,2879,326
118021564,19,0,0,0,0,20,66,0,4,0,0,72,90,0,0,0,0,98,87,4,4,0,5,95,86,0,3,0,0,97,171,3,7,0,0,187,167,10,17,0,0,194,201,16,15,0,0,237,256,21,16,0,0,299,233,7,15,5,0,264,324,8,11,0,0,345,482,12,7,0,0,503,1053,24,12,5,4,1091,276,13,5,0,0,291,499,30,8,0,0,540,23,3,0,4,0,29,4039,148,131,21,12,4352,11,0,5,3,0,14,68,0,3,0,0,73,104,0,3,0,0,118,124,0,9,0,0,134,129,0,5,0,0,143,273,4,16,4,0,295,252,4,9,5,0,281,294,5,9,0,0,307,361,9,6,0,0,378,413,8,10,0,0,426,557,6,9,0,0,578,643,0,8,0,0,658,1035,7,11,0,0,1058,215,12,5,0,0,234,290,18,10,0,0,314,24,0,0,0,0,30,4797,88
118021565,7,0,4,5,0,13,29,0,0,0,0,33,28,0,9,0,0,35,24,6,9,0,0,38,28,5,3,3,0,44,51,11,14,3,0,81,53,15,14,0,0,86,80,15,16,0,0,116,95,22,26,3,0,147,76,18,13,0,3,116,56,26,9,0,0,91,42,14,6,0,0,70,59,28,8,0,0,96,11,15,3,0,0,31,34,23,7,0,0,68,6,0,0,0,0,12,689,203,162,21,7,1080,3,0,0,3,0,11,29,0,3,0,0,37,42,0,5,0,0,47,44,5,9,0,0,50,51,5,6,3,0,68,82,5,20,3,3,109,92,9,7,3,0,114,118,11,9,0,0,140,106,10,16,0,0,137,72,4,14,4,3,93,50,6,7,0,0,60,29,0,0,0,0,31,52,9,11,0,0,65,8,4,3,0,0,18,6,12,4,0,0,23,3,0,0,0,0,6,800,67
118021566,3,0,0,4,0,7,10,0,0,0,0,20,8,0,5,0,0,15,17,0,10,0,0,26,15,0,0,0,0,22,28,9,6,0,0,45,32,3,5,3,3,48,68,17,10,0,0,99,109,12,16,0,0,136,75,10,14,0,0,106,49,20,25,8,0,98,55,13,10,0,0,74,71,38,23,0,0,128,18,19,5,0,0,36,36,45,13,0,0,89,3,0,0,0,0,9,610,180,133,13,11,940,0,0,0,3,0,7,15,0,4,0,0,23,32,0,11,0,0,41,34,0,3,0,0,39,44,0,14,0,0,60,77,4,11,0,0,95,91,3,12,0,4,109,129,8,14,0,0,154,128,12,15,3,0,149,122,9,10,5,0,141,106,11,4,0,0,125,64,15,8,0,0,82,68,9,11,0,0,89,14,7,8,0,0,24,14,19,3,0,0,38,4,0,0,0,3,8,937,92
118021567,0,5,0,0,0,8,14,0,5,0,0,14,15,0,0,0,0,21,17,0,3,0,0,19,18,5,5,0,0,29,27,6,7,0,0,40,38,10,4,0,0,52,49,19,10,0,0,74,56,15,19,0,0,94,40,16,20,0,0,76,33,13,13,0,0,54,28,15,0,3,0,49,48,29,22,0,0,103,19,11,4,0,0,33,23,18,11,0,0,56,0,3,3,0,0,9,421,161,122,12,6,726,6,0,0,4,0,9,11,0,0,0,0,15,15,0,3,0,0,17,20,4,6,0,0,38,22,7,6,0,0,36,45,6,12,0,0,57,61,5,13,0,0,76,68,8,17,0,0,101,68,10,18,0,0,97,60,6,11,0,0,81,57,10,10,0,0,72,35,3,4,3,0,44,63,8,9,0,0,85,8,4,5,0,0,18,12,4,3,0,0,20,7,0,0,0,0,7,560,66
118021568,0,0,0,6,0,5,51,0,0,0,0,49,41,0,5,0,0,43,33,3,0,6,0,35,38,6,9,0,0,48,64,6,9,4,0,83,77,12,10,0,0,96,66,11,15,4,0,99,83,22,18,0,0,128,98,23,12,0,0,130,71,20,18,0,0,110,59,12,8,0,0,77,88,24,17,0,0,129,18,14,0,0,0,26,23,28,20,0,0,70,10,5,0,0,0,12,819,186,133,14,6,1156,11,0,0,0,0,8,61,0,6,0,0,63,55,0,3,0,0,57,58,0,5,0,0,69,49,4,10,0,0,56,103,4,11,0,0,115,108,4,6,0,0,131,130,9,18,4,4,165,148,6,14,0,3,175,111,6,3,0,0,124,104,4,8,0,0,118,62,5,3,0,0,70,78,7,13,0,0,97,7,4,0,0,0,14,17,9,8,0,0,26,4,0,0,0,0,6,1106,79
118021569,3,0,0,3,0,3,17,0,0,0,0,22,21,3,4,0,0,28,25,4,5,0,0,32,45,0,4,3,0,54,63,4,21,0,0,94,95,5,15,0,0,116,140,13,31,0,0,181,190,23,33,5,0,248,190,13,16,0,4,230,221,39,13,0,0,273,190,16,18,0,0,218,221,42,25,0,0,293,47,19,8,0,0,78,87,56,15,0,0,164,19,0,0,0,0,23,1575,242,218,19,9,2061,4,0,5,0,0,11,28,0,0,0,0,27,39,3,0,0,0,44,52,4,11,4,0,70,74,0,16,3,0,91,128,3,21,0,6,158,175,9,21,0,0,205,246,13,23,0,3,283,272,14,35,3,3,331,213,16,23,0,0,253,199,20,21,0,0,231,178,13,17,0,0,209,256,22,21,0,0,297,38,6,3,0,0,54,44,20,7,0,0,72,15,4,3,0,3,22,1966,146
118021570,7,3,0,3,0,17,60,5,0,5,0,64,50,4,7,0,3,63,73,0,3,0,0,81,81,5,3,3,0,92,158,5,17,0,0,179,179,13,11,0,3,212,318,17,22,5,0,366,485,31,18,5,0,542,410,18,21,0,0,450,445,39,24,8,5,517,404,27,12,0,0,446,822,51,37,5,3,913,150,27,8,3,0,184,343,85,96,0,4,530,54,9,11,4,8,73,4031,338,289,30,29,4721,29,0,3,6,0,38,99,0,8,0,0,113,139,0,6,3,0,145,130,7,4,3,4,148,163,3,4,0,0,174,345,5,17,5,4,372,540,10,16,5,3,569,720,14,23,0,5,756,1191,17,24,0,3,1239,1117,13,24,0,0,1150,1072,13,15,0,0,1109,914,8,22,0,0,943,1264,20,22,0,0,1318,157,18,13,0,0,184,255,46,42,0,0,346,65,0,0,0,4,74,8205,170
118021651,6,5,0,4,0,13,44,0,3,0,0,51,46,4,10,0,0,51,44,5,5,0,0,55,64,6,5,0,0,82,93,6,8,0,0,101,94,10,17,3,0,127,114,17,23,4,0,155,157,29,31,6,0,221,98,30,47,0,0,177,77,46,32,0,0,152,55,26,25,3,0,111,99,69,48,0,0,223,35,26,8,0,0,66,68,101,25,6,0,202,14,3,3,0,5,27,1106,386,294,23,11,1817,12,0,0,7,0,23,63,0,9,0,0,76,59,0,8,5,0,76,62,3,13,0,0,77,79,4,11,0,0,99,129,4,19,4,0,161,150,8,24,0,0,190,181,12,32,4,3,234,196,17,46,0,3,256,134,27,32,3,0,187,118,26,20,7,0,164,70,5,18,0,0,95,126,31,34,3,0,187,32,13,10,0,0,58,44,28,22,0,0,95,14,0,0,0,0,19,1467,190
118021652,0,0,0,0,0,3,11,0,0,0,0,14,13,0,0,3,0,16,15,0,0,0,0,23,26,0,4,0,0,35,41,0,3,0,0,42,57,3,3,0,0,67,98,11,17,0,0,119,116,20,10,0,0,151,145,16,11,0,0,176,158,18,16,0,0,195,159,18,8,0,0,183,353,30,10,0,4,394,55,6,3,0,0,65,48,16,5,0,0,79,14,0,0,0,0,20,1315,146,103,10,12,1583,4,0,0,3,0,9,22,0,6,5,0,31,28,0,7,0,3,40,29,3,4,0,0,37,45,4,3,0,0,52,76,9,4,0,0,89,110,0,10,0,0,123,140,7,12,0,0,157,190,13,13,0,6,219,165,8,11,0,0,189,173,6,9,0,0,190,145,12,0,0,0,162,257,7,9,0,0,278,44,4,0,0,0,51,30,4,8,0,0,40,14,0,3,0,0,18,1470,78
118021653,0,0,0,5,0,11,8,4,0,0,0,9,21,4,10,0,0,24,21,0,3,5,0,32,29,0,7,0,0,34,53,11,11,0,0,72,75,13,17,4,0,114,137,17,14,0,0,168,150,39,27,0,0,210,129,27,16,0,0,173,119,32,23,0,0,173,115,20,7,0,0,139,174,36,15,0,0,227,35,23,10,0,0,69,47,26,7,3,0,85,13,5,5,0,0,14,1119,259,149,24,3,1557,3,0,4,0,0,13,11,0,8,0,0,19,27,3,3,0,0,35,32,4,6,0,0,45,44,4,0,4,0,51,87,6,8,4,0,106,108,9,14,0,0,131,116,5,13,3,0,136,146,10,8,0,0,174,106,10,5,3,0,116,72,10,8,0,0,89,75,0,3,0,0,75,66,14,9,0,0,91,18,4,5,0,0,28,21,11,3,0,0,36,16,3,0,0,0,19,939,100
118021654,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,0,5,6,0,3,0,0,7,7,0,0,0,0,8,13,0,0,0,0,13,14,0,0,0,0,20,12,4,3,0,0,18,10,9,6,0,0,23,12,12,7,0,0,27,8,12,9,0,0,18,4,7,3,0,0,18,12,15,13,0,0,45,6,7,5,0,0,10,16,29,0,0,0,42,3,0,0,0,0,3,130,87,51,3,0,269,0,5,0,3,0,9,0,0,0,0,0,5,6,0,3,0,0,10,8,0,3,0,0,14,13,0,5,0,0,21,19,0,3,0,0,26,25,4,3,0,0,35,35,4,4,0,0,38,29,3,4,0,0,40,33,7,5,0,0,49,19,3,8,0,0,34,10,3,4,0,0,27,29,7,3,0,0,39,5,3,0,0,0,10,15,10,4,0,0,26,6,0,0,0,0,6,262,54
