POW_SA2_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
101021007,0,0,0,14,0,15,6,0,3,7,0,25,12,0,5,10,0,30,8,0,7,0,0,21,7,0,13,6,0,31,13,3,14,0,6,38,34,4,14,3,0,56,28,8,15,4,0,58,57,5,23,8,0,97,49,8,10,5,0,81,44,13,3,9,0,73,20,7,16,5,0,55,55,8,6,6,0,80,10,0,4,0,0,14,19,9,5,9,0,37,0,3,0,0,0,11,382,89,152,88,10,716,0,0,0,16,0,16,13,0,8,3,0,31,17,0,3,4,0,30,24,4,16,3,0,48,23,0,10,4,0,41,38,3,15,4,0,62,51,6,9,4,0,68,56,4,14,5,0,84,56,4,8,5,0,79,40,5,5,6,0,61,32,6,8,3,0,49,12,0,3,3,0,19,34,7,5,3,0,43,0,0,0,0,0,0,3,9,6,0,0,17,7,5,0,3,0,13,414,45
101021008,0,0,0,0,0,5,8,0,0,0,0,8,7,0,0,0,0,9,7,0,0,0,0,7,7,4,0,0,0,9,16,0,0,0,0,17,27,8,3,0,0,34,60,7,9,0,0,74,64,9,14,0,0,75,52,16,3,0,0,71,61,11,16,0,0,88,52,7,3,0,0,60,59,17,3,0,0,84,9,4,0,0,0,14,7,3,6,0,0,13,5,0,0,0,0,9,434,79,53,3,4,575,0,0,0,0,0,0,14,0,0,0,0,14,15,3,0,0,0,20,12,0,3,0,0,15,13,0,0,0,0,23,22,0,9,0,0,26,39,4,0,0,0,43,37,0,9,0,0,49,50,0,6,0,0,62,39,3,5,0,0,44,33,7,3,0,0,42,22,4,0,0,0,27,34,4,0,0,0,41,3,0,0,0,0,5,3,0,0,0,0,5,5,0,0,0,0,5,343,29
101021009,4,0,0,0,0,8,57,0,0,0,0,59,65,0,0,3,0,68,53,0,5,0,0,57,69,5,8,0,0,76,109,6,10,0,0,130,157,11,9,3,5,185,223,16,19,0,0,266,337,21,9,4,0,378,235,15,8,0,4,264,201,22,16,0,0,244,159,19,4,0,0,191,310,33,25,0,0,367,50,14,5,0,0,66,52,40,12,0,0,105,25,0,0,0,0,26,2116,198,143,16,17,2492,10,0,0,7,0,13,82,0,0,0,0,84,77,0,0,0,0,88,85,4,6,0,0,94,120,0,11,0,0,130,211,6,5,6,0,229,266,13,12,0,0,287,381,12,16,0,0,407,430,18,12,0,5,466,313,3,9,0,0,328,265,9,8,0,0,275,245,7,4,0,0,257,313,15,7,0,0,331,26,7,5,0,0,38,43,10,3,0,0,61,15,0,0,0,0,16,2881,93
101021010,7,0,3,3,0,6,41,0,0,0,0,44,34,0,8,0,0,40,16,0,6,0,0,23,38,6,4,5,0,50,79,0,11,0,0,97,112,13,5,0,3,134,233,15,11,0,0,259,395,28,18,0,4,445,311,19,16,0,3,347,237,40,9,0,0,284,156,32,4,4,0,192,196,32,11,0,0,239,31,18,4,0,0,49,20,26,3,0,0,51,13,8,0,0,4,24,1921,227,99,12,20,2283,0,0,0,0,0,5,39,0,0,0,0,38,41,0,4,0,0,47,28,0,0,0,0,30,33,0,0,0,0,45,59,3,0,0,0,59,81,7,6,0,0,91,102,5,3,0,0,116,130,5,7,0,0,139,97,6,8,0,0,119,54,0,4,0,0,59,28,6,0,0,0,36,45,3,0,0,0,48,10,9,0,3,0,21,0,5,3,0,0,14,11,4,4,0,0,12,756,61
101021012,3,0,0,0,0,7,56,0,0,0,0,59,39,0,4,0,0,39,29,0,3,0,0,32,34,0,5,0,0,39,50,0,6,0,0,58,97,4,5,0,0,103,165,9,8,0,0,181,229,21,14,0,0,262,195,23,13,0,3,230,150,38,20,0,0,204,116,24,9,0,0,153,161,59,15,0,4,235,23,32,3,0,0,61,29,41,11,3,0,78,12,3,4,0,0,22,1374,257,116,9,7,1771,0,0,0,3,0,5,41,0,5,0,0,48,34,3,6,5,0,43,29,6,11,3,0,44,28,0,5,0,0,35,52,0,7,0,0,59,74,9,8,4,0,91,97,3,10,0,0,105,103,13,15,0,0,132,54,4,3,0,0,67,38,4,7,0,0,57,31,0,0,0,0,33,57,16,4,0,0,78,11,6,3,0,0,19,5,13,4,0,0,21,3,0,0,0,0,3,661,72
101021610,0,0,0,0,0,0,21,0,0,0,0,21,4,0,4,0,0,9,6,0,0,0,0,9,6,0,0,0,0,7,17,3,0,0,0,18,15,0,0,0,0,20,30,7,0,0,0,39,44,3,0,0,0,55,23,8,3,0,0,28,29,7,4,0,0,37,13,3,0,0,0,22,19,15,6,0,0,41,0,0,5,0,0,7,5,6,0,0,0,16,0,0,0,0,0,0,245,48,30,0,0,326,0,0,0,4,0,4,14,0,0,0,0,18,12,0,4,0,0,13,7,0,0,0,0,9,7,0,0,4,0,6,17,0,3,0,0,22,23,0,7,4,0,31,24,3,0,0,0,31,32,5,10,0,0,46,18,0,3,0,0,25,12,3,7,0,0,19,12,0,0,0,0,16,18,5,0,0,0,24,6,0,0,0,0,6,7,0,0,0,0,6,0,0,0,0,0,0,209,22
101021611,6,3,0,14,0,23,37,0,0,4,0,47,35,0,12,4,0,48,18,0,9,5,0,26,26,5,4,8,0,47,28,8,13,3,0,52,49,17,20,8,0,94,88,16,30,5,0,136,124,35,31,9,7,202,101,30,20,4,0,155,144,44,26,9,3,221,120,22,17,0,0,158,344,49,19,6,0,414,108,19,4,0,0,130,108,41,14,0,0,170,3,9,4,0,0,19,1321,296,228,79,21,1942,5,0,0,18,0,25,56,0,9,3,0,67,52,5,8,5,0,73,26,3,11,3,0,50,37,4,15,3,0,70,74,7,18,9,0,105,69,10,16,12,0,107,79,18,19,0,0,125,80,16,17,6,0,130,62,11,16,7,0,91,68,13,13,7,0,102,58,9,11,8,0,77,122,16,3,0,0,150,24,11,0,0,0,40,32,18,3,0,0,45,8,0,3,0,0,16,853,145
101031013,0,0,0,9,0,12,3,0,0,3,0,9,8,0,0,3,0,8,3,0,6,0,0,10,5,4,4,0,0,15,13,0,4,8,0,29,22,8,6,5,0,44,39,4,7,0,0,56,72,5,5,0,4,93,62,9,10,0,0,87,62,14,4,0,0,80,36,5,15,0,0,54,37,8,15,0,0,62,7,0,0,0,0,11,7,6,6,0,0,18,0,0,0,0,4,8,395,51,91,39,15,588,0,0,0,4,0,6,19,0,0,6,0,17,12,0,3,0,0,15,17,0,0,5,0,29,19,0,3,0,0,29,49,0,5,0,0,61,62,0,5,0,0,79,61,6,4,0,0,69,44,3,5,4,0,58,32,0,0,0,0,36,26,0,0,0,0,33,18,0,5,0,0,22,23,0,3,0,0,25,8,0,0,0,0,8,4,0,0,0,0,4,5,0,0,0,0,3,390,27
101031014,4,0,0,0,0,13,53,0,0,0,0,54,30,0,0,0,0,33,28,0,3,0,4,43,43,0,10,0,0,50,83,5,16,0,0,104,110,9,16,0,0,144,171,10,28,3,0,212,203,16,22,3,0,242,186,14,16,0,0,213,128,20,6,3,5,162,118,20,8,0,0,148,283,13,10,0,0,310,106,11,0,0,0,115,137,19,7,0,0,161,18,0,0,0,4,29,1705,132,146,25,19,2018,0,0,0,3,0,9,58,0,3,0,0,59,55,0,3,0,0,59,52,4,5,5,3,73,102,3,11,3,0,116,160,3,17,0,0,179,223,7,10,5,0,243,280,13,8,0,0,301,277,4,8,3,7,294,202,13,10,0,0,227,129,13,8,0,0,148,110,10,4,0,0,120,168,10,3,0,0,188,21,4,0,0,0,26,24,8,7,0,0,41,12,4,0,0,0,20,1882,78
101031015,0,0,4,4,0,9,7,0,0,0,0,5,0,0,3,7,0,16,9,0,13,7,0,18,6,0,3,8,0,24,9,3,5,9,0,31,19,5,9,0,7,36,18,5,17,5,0,45,30,4,22,0,0,55,24,6,11,4,0,41,21,9,13,0,0,41,17,7,6,0,0,33,39,8,12,4,0,72,9,3,3,0,0,16,16,5,7,0,0,29,0,0,0,0,5,0,226,56,123,58,6,469,0,0,0,13,0,13,8,0,3,0,0,21,9,5,5,6,0,24,8,0,4,3,0,18,9,0,5,4,0,20,10,0,6,4,0,23,19,5,3,5,0,34,14,3,9,0,0,26,12,3,12,0,0,26,10,9,10,5,0,27,11,0,8,0,0,19,4,0,3,0,0,9,12,0,5,0,0,15,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,3,127,34
101031016,6,4,6,8,0,20,54,6,4,3,0,57,54,0,0,5,0,61,83,4,4,6,0,94,95,4,7,4,6,117,172,9,22,0,0,208,279,20,25,13,0,336,364,20,13,4,9,407,355,39,41,5,5,444,219,16,31,3,5,272,153,33,26,3,0,214,119,17,21,5,0,166,133,42,26,6,0,204,24,13,5,0,0,48,54,28,17,0,0,96,23,3,3,3,4,30,2172,254,250,59,32,2769,7,0,0,6,0,17,66,0,0,7,0,75,57,7,3,0,0,76,83,11,6,4,0,104,134,0,8,4,3,147,301,10,12,4,0,331,388,21,23,4,0,437,367,15,28,9,3,420,270,20,33,0,5,326,125,8,15,3,0,151,101,16,16,0,3,138,77,9,6,3,0,101,98,15,18,0,0,134,12,12,3,0,0,28,20,15,9,3,0,48,14,0,4,0,4,17,2129,166
101041017,5,0,0,5,0,15,65,0,4,0,0,69,60,0,4,0,3,69,58,0,4,0,0,63,72,3,15,0,0,90,148,7,22,4,5,192,185,7,17,5,4,223,330,21,33,0,9,391,339,33,35,4,3,410,198,26,30,4,3,254,139,21,17,5,3,188,94,17,12,0,0,123,156,24,12,3,0,195,23,11,5,0,0,43,30,15,10,0,0,56,10,0,0,0,7,21,1911,188,226,30,44,2397,3,0,0,5,0,12,76,0,0,4,0,81,97,0,7,3,0,106,88,5,6,3,3,100,138,0,15,3,0,163,227,10,24,8,3,270,275,9,12,3,6,303,310,16,19,6,5,359,315,16,11,4,3,339,182,13,10,0,0,212,113,5,8,6,0,133,93,9,7,0,0,109,114,14,8,0,0,134,16,3,3,0,0,25,14,6,5,0,0,27,20,0,0,3,5,27,2083,108
101041018,0,0,0,5,0,6,16,0,0,0,0,16,6,0,4,0,0,14,5,3,4,0,0,17,15,0,14,3,0,35,27,6,12,5,0,41,39,3,19,4,0,62,44,11,19,0,0,74,50,11,25,0,0,92,32,8,15,0,3,65,28,13,7,0,0,53,22,5,6,0,0,33,27,12,15,0,0,55,6,3,4,0,0,14,7,9,5,0,0,21,0,0,4,0,0,5,337,86,146,20,10,601,0,0,0,0,0,3,26,0,0,0,0,25,18,0,10,0,4,32,23,0,0,3,0,32,31,3,8,0,0,38,60,5,15,0,0,81,97,4,11,0,0,107,98,6,13,0,5,121,83,7,12,0,0,110,53,5,4,0,0,64,34,0,3,0,0,41,38,4,3,0,0,43,50,4,4,0,0,54,5,5,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,5,628,42
101041019,9,3,0,4,0,14,44,0,3,0,0,48,34,0,8,6,0,43,39,0,10,4,4,51,64,0,8,3,0,81,109,10,17,0,0,137,145,10,23,3,0,181,271,18,27,0,4,321,380,22,35,0,3,441,293,17,14,0,0,328,211,21,10,0,0,244,154,18,12,0,0,184,231,35,10,0,0,287,44,9,9,0,0,60,38,18,16,3,0,75,16,0,7,0,0,25,2083,184,202,23,25,2521,7,0,0,4,0,15,86,0,6,0,3,97,75,0,5,0,7,89,90,4,18,0,0,113,142,0,26,0,0,169,265,6,18,0,5,291,320,10,24,4,0,359,380,14,21,0,0,418,432,15,18,4,4,475,305,10,11,0,0,324,233,5,8,0,0,249,152,5,3,0,0,166,191,8,7,0,0,208,19,4,0,0,0,19,26,8,0,0,0,34,13,0,5,0,3,22,2736,96
101041020,0,0,7,17,0,27,10,0,7,12,0,34,13,0,15,9,0,35,17,3,23,8,4,56,19,0,21,6,6,60,41,14,35,8,4,107,56,12,32,9,7,114,74,18,23,7,3,133,70,18,32,12,4,136,37,8,17,9,5,74,31,8,14,6,0,66,17,9,14,3,0,44,22,15,12,3,0,58,3,10,0,0,0,12,7,5,7,0,0,18,0,0,8,0,5,14,429,116,280,114,41,982,0,0,0,14,0,17,22,0,12,8,0,46,22,6,6,9,0,44,13,0,24,14,0,47,25,3,21,8,0,64,38,5,34,13,4,94,46,18,19,5,3,89,47,15,23,6,0,79,24,9,19,8,0,55,22,3,9,5,0,40,17,0,10,0,0,25,14,6,3,0,0,29,16,5,6,4,0,34,0,0,0,0,0,7,4,0,4,0,0,5,3,0,3,5,0,10,320,68
101041021,0,0,0,0,0,0,11,0,0,0,0,16,10,0,0,0,0,10,8,0,0,0,0,12,12,0,11,0,0,19,22,0,7,0,0,30,34,5,4,0,0,44,42,3,3,0,0,49,31,6,10,0,0,51,20,4,7,0,0,35,23,0,9,0,0,36,12,8,0,0,0,21,23,8,4,0,0,38,9,7,0,0,0,12,3,0,3,0,0,5,3,0,0,0,0,11,274,42,72,5,8,398,0,0,0,0,0,3,21,0,0,0,0,23,13,0,3,0,0,23,25,0,0,0,0,28,27,0,3,0,0,32,44,0,0,3,0,45,78,0,5,0,0,85,57,4,7,0,0,70,44,0,6,0,0,56,34,5,7,0,0,39,39,5,5,0,0,48,30,3,0,0,0,29,43,0,7,0,0,52,7,0,4,0,0,9,0,0,0,0,0,0,0,0,0,4,0,5,466,27
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,19,0,0,0,0,22,18,0,0,4,0,18,23,5,0,0,0,29,19,0,3,6,0,22,39,3,10,0,3,49,33,0,10,0,4,50,83,9,11,0,0,101,101,14,11,0,0,128,69,6,3,0,0,80,45,10,6,3,0,65,44,12,3,0,0,58,55,8,5,0,3,67,6,0,0,0,0,9,0,3,0,0,0,3,11,4,0,0,0,17,546,72,62,12,17,714,0,0,0,0,0,0,21,0,3,0,0,20,21,0,0,0,0,24,40,7,3,0,4,53,39,0,8,4,0,51,82,6,12,0,0,100,85,3,4,0,0,94,72,3,8,0,0,83,71,4,4,4,0,78,45,3,4,0,0,51,26,6,5,0,0,30,31,5,0,0,0,30,28,0,0,0,0,32,4,4,0,0,0,9,0,0,0,0,0,3,9,0,0,0,0,8,562,30
101041024,5,0,0,6,0,9,5,0,0,4,0,10,4,0,8,3,0,12,6,0,7,3,0,19,9,0,12,0,0,25,23,8,12,4,0,46,26,7,9,3,0,47,46,4,15,4,0,69,47,13,14,4,6,81,29,6,4,0,0,44,17,6,12,3,0,37,14,6,3,0,0,25,22,0,4,0,0,29,4,4,6,0,0,14,9,3,3,0,0,18,5,0,4,0,0,6,286,51,108,25,8,484,0,0,0,5,0,9,4,0,0,8,0,14,6,0,12,3,0,17,15,3,5,3,0,23,17,0,3,0,0,27,34,4,7,0,0,44,37,5,10,0,0,54,42,4,9,4,0,61,35,4,7,0,3,48,15,0,0,0,0,18,12,9,0,0,0,17,3,0,0,0,0,7,8,0,0,0,0,13,0,5,0,0,0,3,0,0,0,4,0,4,0,0,3,0,0,7,238,30
101041025,3,0,0,5,0,14,73,0,0,0,0,77,36,0,3,0,0,44,31,12,9,5,0,54,67,7,14,3,5,103,110,7,21,0,0,135,169,19,30,0,3,220,219,25,37,3,0,284,225,34,45,0,0,314,121,27,29,0,5,184,81,30,15,4,4,135,58,25,21,3,0,105,91,34,17,0,3,143,6,4,6,0,0,20,17,17,7,0,0,49,8,0,6,0,0,13,1323,243,260,36,29,1893,11,0,0,3,0,15,105,0,0,0,0,117,78,3,11,7,0,96,105,8,16,3,3,138,125,4,28,7,0,158,241,5,33,3,0,286,288,16,20,3,0,331,262,18,24,0,0,308,220,15,26,5,0,265,95,22,14,4,0,142,77,19,12,0,0,115,42,14,4,4,3,66,65,11,13,0,0,89,6,6,0,0,0,15,10,16,11,0,0,38,15,0,0,0,0,15,1743,149
101041026,0,0,0,7,0,9,54,0,0,6,0,58,28,0,6,0,0,37,26,4,8,4,4,42,56,4,17,0,0,82,96,7,25,0,3,133,132,7,15,0,9,166,216,13,22,5,4,265,233,12,26,10,3,280,168,17,21,0,6,206,132,21,21,0,0,183,80,12,18,0,0,105,106,15,17,0,4,146,20,8,0,0,0,28,22,15,10,0,0,53,12,0,0,0,4,19,1388,144,212,25,39,1808,5,0,0,5,0,11,64,0,3,4,0,66,52,0,5,0,0,66,66,0,8,3,6,84,101,0,12,0,3,121,163,9,26,4,8,207,205,9,22,0,3,239,244,5,17,7,0,272,278,8,23,4,0,311,201,6,8,0,0,218,124,16,5,3,5,150,98,6,9,0,0,110,93,10,6,0,0,109,15,0,4,0,0,23,11,6,0,0,3,28,9,0,6,0,0,14,1729,81
101041027,4,0,0,6,0,5,47,0,5,0,0,49,29,0,7,4,0,41,37,7,18,4,4,66,65,6,15,9,5,90,78,12,28,7,0,130,107,21,39,6,4,171,139,12,37,4,7,202,110,25,32,3,0,171,76,17,21,5,0,116,60,23,22,0,3,109,47,13,16,0,0,74,54,20,8,0,0,84,9,3,0,0,0,14,14,6,9,0,3,39,8,0,10,0,3,29,887,164,260,36,46,1382,3,0,0,4,0,11,50,0,6,0,0,59,53,0,18,4,0,79,58,11,19,4,0,87,108,3,26,5,5,150,170,4,27,5,0,207,189,6,29,3,0,225,141,13,27,0,5,193,145,13,24,6,3,183,72,6,17,5,0,97,62,9,13,0,0,88,40,6,3,0,5,57,57,5,5,0,0,71,6,0,0,0,0,11,6,4,5,0,0,17,11,0,0,5,3,20,1182,81
101051539,21,0,4,10,0,39,128,0,3,0,0,126,72,3,8,5,0,91,75,6,11,7,0,98,119,10,23,3,0,149,217,10,33,10,4,270,341,10,32,3,3,388,545,34,46,5,9,638,717,56,46,3,10,831,534,38,44,0,0,615,453,41,35,4,4,537,335,36,22,0,5,391,562,58,28,0,3,656,66,22,6,0,0,98,72,47,20,6,4,146,38,0,3,0,11,50,4293,362,359,48,52,5118,19,0,0,11,0,31,191,0,3,3,3,200,168,4,13,11,0,191,181,3,12,0,0,195,273,4,15,0,5,297,512,10,30,3,6,556,711,11,29,4,10,762,797,25,34,4,4,862,788,27,21,5,0,842,564,20,25,0,0,607,455,13,25,0,0,492,302,16,8,0,0,333,409,12,9,0,0,428,43,9,6,0,0,56,36,16,10,0,5,66,40,0,4,0,6,45,5471,175
101051540,0,0,4,35,0,41,33,0,3,17,6,63,18,4,12,10,0,49,15,10,23,10,0,67,32,3,27,22,3,85,49,10,38,31,0,136,84,22,43,20,6,163,135,31,46,28,0,247,213,34,72,21,5,346,162,22,32,15,5,238,156,24,58,17,3,255,156,24,36,7,0,220,232,36,35,10,6,319,45,12,14,5,0,74,36,28,28,0,3,101,9,3,8,5,4,29,1385,254,484,261,46,2430,11,0,7,27,0,39,55,0,5,12,0,79,46,3,11,17,0,78,41,4,15,13,0,73,72,4,20,10,5,115,112,15,26,18,5,178,143,9,26,12,0,188,145,12,34,9,5,200,134,17,28,15,3,194,86,4,18,12,0,122,64,14,14,8,0,97,43,11,5,4,5,64,56,10,21,9,0,92,6,11,9,4,0,28,7,9,17,3,0,39,5,0,3,10,0,14,1032,126
101061541,0,0,3,6,0,8,58,0,5,0,0,65,43,0,9,0,0,49,20,0,3,3,0,29,30,0,0,0,4,33,40,3,6,0,0,52,64,10,8,0,0,78,118,12,12,0,0,143,136,10,23,0,0,175,112,3,17,0,0,135,75,13,18,0,3,108,44,13,9,0,0,67,118,14,5,0,0,141,22,6,0,0,0,26,18,15,6,0,4,38,6,3,0,0,3,16,906,102,131,18,19,1169,4,0,0,0,0,11,61,0,6,4,0,70,64,0,8,3,0,74,54,3,4,3,0,58,75,0,6,0,0,86,113,3,6,0,0,133,144,5,14,0,3,174,141,3,8,0,0,153,166,9,8,0,0,181,88,4,8,0,0,96,71,9,8,0,0,87,70,5,6,0,0,83,66,5,13,0,0,84,8,0,0,0,0,8,9,0,4,0,0,13,10,0,0,0,5,8,1131,58
101061542,0,4,4,22,0,29,31,0,9,6,0,46,19,5,3,13,0,36,19,0,15,12,0,51,25,4,15,15,5,57,46,13,25,15,0,102,51,9,26,9,0,100,72,17,26,15,0,133,147,27,34,16,4,229,94,17,34,12,0,159,77,26,37,16,0,155,50,35,29,7,0,125,65,37,30,7,3,151,23,8,10,3,0,51,31,27,15,3,4,78,3,4,4,4,3,19,760,237,318,188,17,1520,4,0,9,25,0,39,55,0,6,7,0,76,41,3,11,9,0,71,40,7,13,15,0,73,52,3,18,14,3,93,77,6,14,12,0,107,78,9,22,12,0,117,69,13,34,6,0,130,80,9,25,5,0,122,37,10,20,5,0,77,49,13,13,9,0,82,18,8,13,7,0,44,44,20,11,0,0,84,4,9,6,0,0,16,8,14,7,9,3,40,0,0,0,8,0,11,666,125
101061543,11,3,3,10,0,26,64,0,0,5,3,75,40,0,5,4,0,44,31,0,11,3,5,50,57,8,13,5,0,81,116,10,19,3,4,152,148,10,29,0,0,190,278,14,39,4,5,347,315,34,36,4,0,393,192,21,21,0,3,245,142,19,22,3,0,184,99,14,22,4,4,138,141,21,18,3,0,184,14,12,0,0,3,26,19,30,13,0,0,67,11,4,7,7,3,28,1672,205,256,54,33,2229,15,0,0,8,5,25,81,0,9,0,0,87,82,4,9,5,0,96,74,0,8,4,4,93,126,4,11,6,3,153,224,9,18,7,0,257,340,8,21,3,4,383,372,10,20,3,5,408,304,20,25,5,4,358,166,16,5,0,0,185,129,10,12,4,0,148,80,3,3,0,0,87,122,14,6,4,0,145,19,11,0,0,0,30,10,12,6,3,0,30,21,0,3,5,3,30,2170,119
101061544,0,5,7,23,0,31,12,3,3,4,0,22,8,0,6,6,0,21,18,3,10,13,0,47,18,4,7,5,4,48,41,9,22,7,3,83,61,6,35,8,0,111,120,17,25,17,3,182,142,24,29,6,4,207,103,15,31,8,5,152,69,24,36,11,5,143,42,5,21,3,0,81,82,15,22,4,0,126,21,12,9,5,0,48,17,18,19,4,0,67,6,4,14,4,4,30,763,175,296,128,29,1391,3,3,4,16,0,24,32,0,4,11,0,40,21,0,4,8,0,35,30,4,12,13,6,59,37,3,12,6,0,58,82,3,12,5,0,109,120,7,23,7,0,153,110,5,9,14,0,136,100,3,14,6,4,126,66,0,10,4,3,88,47,9,11,7,0,74,33,0,8,5,0,47,43,7,14,3,0,65,3,12,3,0,0,17,3,3,4,3,0,13,8,0,0,4,0,17,731,67
