POW_SA2_CODE_2021,Mng_NNI_H_0,Mng_NNI_H_1_19,Mng_NNI_H_20_29,Mng_NNI_H_30_34,Mng_NNI_H_35_39,Mng_NNI_H_40_44,Mng_NNI_H_45_49,Mng_NNI_H_50ov,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_19,Mng_1_149_H_20_29,Mng_1_149_H_30_34,Mng_1_149_H_35_39,Mng_1_149_H_40_44,Mng_1_149_H_45_49,Mng_1_149_H_50ov,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_19,Mng_150_299_H_20_29,Mng_150_299_H_30_34,Mng_150_299_H_35_39,Mng_150_299_H_40_44,Mng_150_299_H_45_49,Mng_150_299_H_50ov,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_19,Mng_300_399_H_20_29,Mng_300_399_H_30_34,Mng_300_399_H_35_39,Mng_300_399_H_40_44,Mng_300_399_H_45_49,Mng_300_399_H_50ov,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_19,Mng_400_499_H_20_29,Mng_400_499_H_30_34,Mng_400_499_H_35_39,Mng_400_499_H_40_44,Mng_400_499_H_45_49,Mng_400_499_H_50ov,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_19,Mng_500_649_H_20_29,Mng_500_649_H_30_34,Mng_500_649_H_35_39,Mng_500_649_H_40_44,Mng_500_649_H_45_49,Mng_500_649_H_50ov,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_19,Mng_650_799_H_20_29,Mng_650_799_H_30_34,Mng_650_799_H_35_39,Mng_650_799_H_40_44,Mng_650_799_H_45_49,Mng_650_799_H_50ov,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_19,Mng_800_999_H_20_29,Mng_800_999_H_30_34,Mng_800_999_H_35_39,Mng_800_999_H_40_44,Mng_800_999_H_45_49,Mng_800_999_H_50ov,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_19,Mng_1000_1249_H_20_29,Mng_1000_1249_H_30_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40_44,Mng_1000_1249_H_45_49,Mng_1000_1249_H_50ov,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_19,Mng_1250_1499_H_20_29,Mng_1250_1499_H_30_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40_44,Mng_1250_1499_H_45_49,Mng_1250_1499_H_50ov,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_19,Mng_1500_1749_H_20_29,Mng_1500_1749_H_30_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40_44,Mng_1500_1749_H_45_49,Mng_1500_1749_H_50ov,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_19,Mng_1750_1999_H_20_29,Mng_1750_1999_H_30_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40_44,Mng_1750_1999_H_45_49,Mng_1750_1999_H_50ov,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_19,Mng_2000_2999_H_20_29,Mng_2000_2999_H_30_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40_44,Mng_2000_2999_H_45_49,Mng_2000_2999_H_50ov,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000_3499_H_0,Mng_3000_3499_H_1_19,Mng_3000_3499_H_20_29,Mng_3000_3499_H_30_34,Mng_3000_3499_H_35_39,Mng_3000_3499_H_40_44,Mng_3000_3499_H_45_49,Mng_3000_3499_H_50ov,Mng_3000_3499_H_NS,Mng_3000_3499_H_Tot,Mng_3500mo_H_0,Mng_3500mo_H_1_19,Mng_3500mo_H_20_29,Mng_3500mo_H_30_34,Mng_3500mo_H_35_39,Mng_3500mo_H_40_44,Mng_3500mo_H_45_49,Mng_3500mo_H_50ov,Mng_3500mo_H_NS,Mng_3500mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_19,Mng_PINS_H_20_29,Mng_PINS_H_30_34,Mng_PINS_H_35_39,Mng_PINS_H_40_44,Mng_PINS_H_45_49,Mng_PINS_H_50ov,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_19,Mng_Tot_H_20_29,Mng_Tot_H_30_34,Mng_Tot_H_35_39,Mng_Tot_H_40_44,Mng_Tot_H_45_49,Mng_Tot_H_50ov,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_19,Pro_NNI_H_20_29,Pro_NNI_H_30_34,Pro_NNI_H_35_39,Pro_NNI_H_40_44,Pro_NNI_H_45_49,Pro_NNI_H_50ov,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_19,Pro_1_149_H_20_29,Pro_1_149_H_30_34,Pro_1_149_H_35_39,Pro_1_149_H_40_44,Pro_1_149_H_45_49,Pro_1_149_H_50ov,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_19,Pro_150_299_H_20_29,Pro_150_299_H_30_34,Pro_150_299_H_35_39,Pro_150_299_H_40_44,Pro_150_299_H_45_49,Pro_150_299_H_50ov,Pro_150_299_H_NS,Pro_150_299_H_Tot
111031223,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,4,0,3,6,0,0,5,0,3,0,12,0,0,6,4,11,8,0,0,0,27,5,9,0,0,4,9,8,9,0,40,5,0,5,3,21,16,6,14,0,71,0,0,12,3,19,33,8,23,0,92,4,0,0,4,22,27,14,35,0,109,0,0,0,0,6,20,21,34,0,87,3,6,5,0,27,65,51,119,0,273,3,0,0,0,4,18,15,48,0,93,3,0,3,4,12,16,12,79,0,132,0,0,0,0,0,0,0,0,0,0,25,24,34,20,127,210,134,367,0,947,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,9
111031224,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,7,0,8,0,3,0,3,0,0,0,14,3,9,9,0,0,3,0,0,0,21,0,12,6,0,0,3,0,3,0,28,3,0,6,4,12,5,0,9,0,48,8,9,16,10,23,17,0,11,0,104,0,7,15,19,45,43,14,16,0,168,9,8,6,14,45,46,8,22,0,162,8,0,15,10,47,53,15,31,0,173,7,3,8,14,60,45,17,28,0,179,12,6,9,20,131,162,66,99,0,507,9,0,0,0,22,38,20,39,0,134,3,10,3,0,19,63,39,119,0,259,0,0,0,0,0,0,0,4,0,6,65,87,105,102,417,478,188,385,5,1829,3,0,0,0,0,0,0,0,0,9,0,20,0,3,0,0,0,0,0,31,5,22,3,0,0,0,0,0,0,32
111031225,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,6,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,0,0,7,4,0,4,0,0,0,20,5,4,9,9,7,3,0,0,0,31,3,6,10,5,7,4,4,0,0,39,3,5,7,5,19,20,9,11,0,79,8,4,3,0,21,17,8,13,0,77,3,4,5,0,21,24,8,18,0,94,4,0,0,0,14,31,4,12,0,72,11,9,10,10,35,62,18,53,0,208,0,0,0,0,5,17,8,17,0,47,0,4,0,3,4,23,6,49,0,91,0,0,0,0,0,5,0,0,0,8,41,43,53,48,144,204,67,182,6,791,5,4,0,0,6,0,0,0,0,8,5,15,0,5,0,0,0,0,0,22,10,14,3,4,0,0,0,0,0,32
111031226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,0,0,0,0,3,0,0,0,7,0,0,0,0,4,0,0,0,0,6,5,0,0,0,5,11,0,3,0,27,0,0,4,0,3,6,0,0,0,16,0,0,0,0,3,4,0,3,0,13,0,0,0,0,3,4,0,0,0,15,0,0,0,0,0,6,4,26,0,40,0,0,0,0,0,0,3,8,0,10,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,8,7,15,10,24,41,16,44,0,170,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,8
111031227,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,8,0,0,3,0,0,0,0,0,0,10,0,7,5,4,0,0,0,0,0,23,0,8,13,8,0,6,0,4,0,37,0,4,14,14,24,17,0,8,0,76,8,3,7,3,35,31,3,23,0,115,10,0,0,8,35,47,13,13,0,135,7,5,3,3,38,39,12,28,0,137,7,0,0,7,24,40,11,17,0,106,5,0,6,9,52,95,47,73,0,292,0,0,0,0,6,27,14,28,0,86,3,5,0,5,18,41,14,79,0,156,0,0,0,0,0,0,0,0,0,3,40,45,60,65,241,346,115,279,5,1198,0,3,0,0,0,0,0,0,0,8,4,6,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,24
111031228,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,9,0,3,4,0,3,0,0,0,0,16,0,6,0,0,0,0,0,7,0,19,4,3,12,0,0,4,0,5,0,21,0,3,3,4,3,6,0,0,0,31,3,6,11,11,16,20,0,5,0,87,0,5,3,3,8,13,6,9,0,53,0,0,4,9,10,14,3,17,0,55,0,0,4,5,9,5,0,8,0,24,5,3,3,3,12,26,12,23,0,89,0,3,0,3,0,9,3,8,0,30,0,4,5,5,8,12,0,18,0,54,0,0,0,0,0,0,0,0,0,4,21,47,53,47,67,109,37,94,5,485,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,9
111031229,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,5,0,4,0,5,0,0,3,0,0,0,0,13,0,5,3,0,0,0,0,5,0,12,3,15,17,6,3,4,0,11,3,62,3,15,16,7,10,10,0,8,0,66,8,20,18,16,33,28,3,3,0,141,13,19,23,29,74,50,9,26,0,239,13,4,26,22,76,62,15,31,0,249,6,9,19,19,112,87,22,33,0,303,15,4,7,14,79,62,24,44,0,259,38,12,21,17,206,225,85,131,0,736,4,9,3,7,45,57,27,78,4,239,12,10,10,12,26,94,64,204,0,438,0,0,0,0,0,6,0,3,3,12,128,123,167,161,675,689,254,578,14,2784,0,0,0,0,0,4,0,3,0,14,7,16,0,0,0,0,0,0,0,25,6,28,6,0,0,0,0,0,0,32
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,3,0,7,0,14,0,0,0,0,5,9,0,3,0,19,0,0,0,0,5,12,5,8,0,28,5,0,0,0,8,11,8,12,0,46,0,0,0,0,18,35,24,45,0,124,0,0,0,0,5,9,11,25,0,48,0,0,0,0,3,15,20,43,0,84,0,0,0,0,0,0,0,0,0,0,11,5,7,3,52,100,56,140,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111031231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,5,6,3,4,0,0,0,0,0,17,5,5,0,7,3,3,0,0,0,20,0,3,3,9,10,4,0,4,0,41,4,0,10,5,20,17,5,0,0,63,0,0,6,7,19,22,6,5,0,62,5,5,0,9,24,22,8,9,0,85,0,5,3,5,24,24,10,14,0,90,6,0,4,0,72,48,15,57,0,208,0,0,0,0,0,12,4,7,0,26,0,0,0,0,6,17,11,49,0,82,0,0,0,0,0,0,0,0,0,4,20,37,39,47,186,169,65,148,4,714,0,0,0,0,0,0,0,0,0,3,0,34,0,0,0,0,0,0,0,33,5,45,0,0,0,0,0,0,0,50
111031232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,11,0,3,4,5,6,0,0,0,0,15,0,0,0,0,0,5,0,5,0,15,0,0,0,0,4,7,0,4,0,17,0,0,4,0,5,4,3,6,0,27,0,0,0,0,0,0,0,5,0,8,0,0,0,3,0,6,0,5,0,19,0,0,0,0,0,0,0,3,0,10,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,3,12,15,8,28,31,7,33,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
111031233,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,11,4,3,7,0,0,6,4,0,0,21,4,0,9,3,6,7,0,3,0,33,3,6,6,8,8,6,0,4,0,48,4,4,9,5,18,13,0,4,0,56,0,3,4,7,11,18,0,11,0,55,4,0,3,3,8,18,9,11,0,59,0,0,4,4,8,16,4,17,0,56,6,0,0,7,22,30,17,18,0,99,0,0,0,0,3,9,8,8,0,32,0,0,0,0,3,8,9,11,0,34,0,0,0,0,0,0,0,3,0,9,30,29,54,43,97,123,58,89,4,517,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,20,0,6,0,0,0,0,0,0,0,8
111031234,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,5,0,0,0,12,0,0,6,0,6,3,0,4,0,12,0,3,6,0,9,4,3,4,0,30,0,0,7,0,10,4,4,5,3,34,4,0,3,0,18,0,0,4,0,30,0,3,0,4,19,16,5,9,0,47,0,0,3,3,6,16,8,8,0,46,8,0,0,5,27,34,19,42,0,144,4,0,0,0,9,11,5,15,0,37,10,0,0,0,3,9,0,26,0,52,0,0,0,0,0,0,0,0,5,5,21,13,34,21,101,97,44,122,9,459,6,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,8,0,16,0,3,0,0,0,0,0,18
111031235,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,5,0,0,0,15,0,7,3,5,0,0,0,6,0,22,0,8,8,3,0,4,5,6,0,46,0,9,6,6,12,11,4,0,0,45,6,0,8,7,35,27,8,15,0,105,4,0,8,4,24,37,3,11,0,95,0,7,6,10,23,28,9,29,0,107,0,3,0,0,11,38,11,26,0,91,3,0,6,11,46,70,20,76,0,235,0,3,0,0,10,20,11,26,0,76,0,0,0,0,7,26,14,47,0,93,0,0,0,0,0,0,0,4,0,6,29,45,50,52,182,266,91,244,0,946,0,0,5,4,0,0,0,0,0,9,5,14,0,0,0,0,0,0,0,16,5,12,0,0,0,0,0,0,0,18
112011236,5,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,7,0,5,0,3,0,0,0,0,0,16,0,8,0,0,0,0,0,3,0,19,0,0,19,4,4,4,0,3,0,36,6,3,10,11,10,12,4,13,0,74,0,13,13,8,48,22,3,14,4,120,3,6,16,7,63,44,15,17,0,168,4,9,6,4,30,38,7,28,0,128,0,4,5,9,33,39,8,25,0,115,4,9,9,6,22,27,10,23,0,102,5,3,3,4,33,54,18,61,0,183,0,0,0,0,3,16,5,21,0,50,4,0,3,3,9,13,9,38,0,81,0,0,0,0,0,0,0,0,0,0,32,70,92,58,259,269,77,247,7,1113,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,0,11
112011237,0,5,4,0,0,3,0,5,0,20,0,5,0,0,0,0,3,0,0,8,0,3,0,4,0,0,0,8,0,15,0,3,5,0,0,3,0,7,0,22,0,9,10,0,7,3,0,8,0,38,0,13,20,7,5,7,5,11,0,72,5,14,10,5,14,16,0,17,3,79,6,14,13,5,29,22,7,19,3,109,4,5,14,7,19,26,0,27,0,111,0,9,7,10,16,19,3,22,3,94,0,3,7,8,20,20,5,19,0,96,3,0,6,9,16,19,3,11,0,65,0,8,7,12,30,21,11,41,0,138,0,0,3,3,5,9,3,12,0,29,0,11,11,3,6,9,4,13,0,54,0,0,0,0,0,0,0,5,0,12,19,94,117,83,162,192,58,224,15,981,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,10,0,10,0,0,0,4,0,0,0,21
112011238,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,0,13,0,0,0,0,0,5,0,6,0,11,0,3,5,3,0,7,0,0,0,20,5,7,9,3,3,9,0,5,0,33,0,11,9,8,0,5,0,8,0,43,3,6,8,6,13,5,3,11,0,56,0,9,8,4,6,13,3,14,0,60,4,5,13,4,10,6,3,15,0,57,0,5,4,3,10,17,6,7,0,55,0,0,3,3,3,13,0,12,0,36,3,3,7,7,12,27,5,22,0,86,0,0,3,0,3,3,4,9,0,22,0,8,3,7,5,14,0,17,0,51,0,0,0,0,0,0,0,0,3,12,22,62,65,57,63,127,28,122,4,558,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,5,4,0,0,0,0,0,0,5
112011239,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,10,0,3,0,0,0,3,0,16,3,4,3,3,0,6,0,0,0,23,0,0,9,5,3,6,0,3,0,31,0,0,7,5,6,15,5,3,0,44,0,5,4,7,3,8,5,3,0,37,3,0,3,0,5,8,0,6,0,29,6,0,0,3,0,5,0,6,0,20,0,0,0,0,9,6,4,9,0,31,0,0,0,0,0,0,0,5,0,11,0,0,3,0,0,3,0,4,0,18,0,0,0,0,0,0,3,0,0,3,16,34,29,23,43,66,24,54,0,294,0,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
112011240,0,4,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,0,7,0,0,5,0,0,3,0,17,3,12,0,0,0,6,0,4,0,25,6,12,11,0,3,0,0,0,0,39,6,21,26,12,11,8,0,7,3,91,12,31,25,19,43,20,4,16,0,172,12,36,36,30,68,40,8,18,0,253,6,23,20,14,50,47,9,21,0,198,4,10,18,7,45,40,12,23,0,162,0,6,13,12,14,34,8,18,0,112,12,4,17,3,31,64,23,45,0,192,0,4,9,4,12,19,4,12,0,63,0,18,4,8,12,38,13,44,0,134,0,0,0,0,0,4,0,0,3,10,59,189,182,116,291,327,83,217,16,1484,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,23
112011241,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,8,0,0,4,0,0,0,0,3,0,6,0,3,0,3,3,5,0,0,0,13,0,0,0,3,0,3,0,4,0,15,5,0,0,0,9,3,0,0,0,21,0,3,4,0,0,6,3,4,0,22,0,0,0,4,7,6,0,6,0,29,0,0,0,0,0,8,0,7,0,17,0,0,0,0,0,9,0,8,0,16,0,0,0,0,0,8,3,11,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,12,14,16,12,20,44,16,59,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
112011242,0,0,0,3,0,0,0,3,0,9,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,0,8,0,3,9,0,0,6,0,0,0,17,0,7,6,0,9,6,0,6,0,27,0,6,4,0,3,11,0,6,0,34,3,6,3,3,5,3,0,7,0,32,0,0,0,3,9,9,5,7,0,34,0,3,0,5,0,8,3,8,0,26,0,0,5,0,0,11,5,7,0,28,0,0,0,0,0,0,4,7,0,22,0,3,3,3,4,7,8,16,0,36,0,0,0,0,0,0,0,0,0,0,8,43,29,16,33,58,23,68,4,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3
112011243,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,8,0,5,7,0,0,0,0,6,0,21,0,6,8,0,0,3,6,5,0,25,0,7,11,0,0,4,3,3,0,34,5,13,9,9,5,11,0,5,0,53,0,3,12,10,15,5,0,8,0,54,0,5,12,9,23,11,5,8,0,73,0,3,9,5,12,14,7,13,0,60,0,4,6,8,16,12,9,6,0,48,0,4,3,0,9,9,5,7,0,35,0,0,6,3,7,18,7,23,0,67,0,7,3,3,3,4,0,8,0,19,0,5,0,4,0,8,0,16,0,32,0,0,0,0,5,3,0,0,0,12,11,69,80,52,90,110,39,112,14,573,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,9,0,9,3,0,0,0,0,0,0,22
112021244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,7,6,0,8,3,3,3,0,3,0,26,0,0,0,3,0,0,0,11,0,20,0,0,0,5,4,11,0,7,0,30,5,0,4,3,10,12,5,14,0,61,5,4,3,5,13,12,3,7,0,55,0,0,0,7,15,9,0,12,0,42,0,0,0,0,14,4,0,14,0,44,0,0,0,0,3,8,4,8,0,27,0,0,0,0,11,15,11,25,0,62,0,0,0,0,0,0,0,7,0,20,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,5,11,14,21,29,91,84,40,120,5,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6
112021245,0,4,5,0,3,0,0,23,0,31,0,0,0,0,0,0,0,3,0,15,0,4,4,0,0,5,0,9,0,23,4,4,3,6,6,3,0,11,0,42,5,8,8,5,0,10,3,22,3,57,0,6,4,8,3,15,0,20,0,60,0,4,0,0,9,10,0,17,0,33,0,10,3,3,7,4,3,20,0,58,0,0,0,0,9,12,0,22,0,39,0,0,0,0,0,14,3,10,0,31,0,0,0,0,0,6,3,11,0,29,0,0,0,3,0,4,3,8,0,21,0,4,3,0,8,4,4,23,0,37,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,4,0,16,0,25,0,0,0,0,0,0,0,8,0,12,11,49,35,37,37,93,23,220,7,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
112021246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,10,0,4,3,3,0,0,0,0,0,17,0,0,0,9,10,0,0,4,0,24,3,0,6,0,8,14,0,4,0,37,0,0,5,0,9,8,4,9,4,35,0,0,0,0,7,13,0,8,0,35,0,0,0,0,4,11,7,5,0,23,0,0,0,4,9,18,8,22,0,58,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,11,4,4,0,24,0,0,0,0,0,0,0,0,0,0,11,11,13,22,54,77,25,62,3,277,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
112021247,0,3,0,5,0,0,0,11,0,20,0,0,0,6,0,0,0,0,0,11,0,4,4,4,0,3,0,0,0,15,0,0,0,0,0,0,3,13,0,26,0,3,3,0,0,4,3,5,0,24,0,7,4,0,3,11,3,21,0,54,0,3,3,3,3,12,0,11,0,35,3,3,7,3,8,9,4,17,0,54,0,4,5,0,5,12,0,17,0,44,4,3,4,0,9,8,3,10,0,32,0,0,0,0,10,8,7,8,0,29,0,0,0,0,3,0,0,5,0,16,0,3,6,5,4,8,7,13,0,43,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,4,3,8,4,26,0,0,0,0,0,0,0,0,5,3,15,38,35,27,44,69,32,161,10,437,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
112021248,0,0,0,0,0,5,0,0,0,9,0,4,0,0,0,4,0,3,0,9,0,3,0,0,0,0,0,7,0,20,0,3,3,0,5,4,0,0,0,21,0,9,7,0,3,3,0,7,0,34,6,12,20,7,0,7,0,8,0,68,4,0,12,13,14,8,6,9,3,78,8,9,11,13,47,22,4,15,0,138,3,3,6,4,59,51,9,35,0,186,4,7,11,13,42,52,14,37,0,183,8,8,3,3,47,42,15,39,0,167,7,4,3,8,39,37,8,14,0,127,10,7,4,13,65,76,42,71,3,286,0,0,0,0,3,19,9,35,0,69,0,0,3,0,13,9,13,38,0,75,0,0,0,0,4,0,0,0,0,9,61,72,97,88,342,344,128,328,22,1481,0,0,0,0,0,0,0,0,0,3,6,15,0,0,0,0,0,0,0,19,0,20,0,0,0,0,0,0,3,24
112021249,0,3,7,0,0,3,3,15,3,37,0,3,0,0,6,0,0,0,0,19,0,7,0,0,0,0,4,11,0,25,0,16,4,0,4,7,0,17,3,45,0,4,8,0,9,11,4,10,0,51,0,8,16,12,5,12,6,34,0,86,4,12,16,6,11,17,10,30,3,114,0,3,7,11,15,25,0,16,4,82,4,9,13,10,19,21,6,30,4,108,0,3,10,0,8,20,4,21,0,69,0,0,8,6,7,12,5,19,0,57,5,6,0,0,4,18,3,8,3,44,0,6,4,4,6,14,8,39,0,89,0,0,0,0,0,0,0,9,0,10,0,3,0,0,4,8,0,23,0,45,0,0,0,0,0,0,0,3,0,16,24,89,89,73,90,161,68,284,28,898,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,7,4,0,0,0,0,0,0,12
