POW_SA2_CODE_2021,NS_ArtsR_Bf_91,NS_ArtsR_91_95,NS_ArtsR_96_00,NS_ArtsR_01_05,NS_ArtsR_06_10,NS_ArtsR_11_15,NS_ArtsR_16_20,NS_ArtsR_2021,NS_ArtsR_NS,NS_ArtsR_Tot,NS_OthSvs_Bf_91,NS_OthSvs_91_95,NS_OthSvs_96_00,NS_OthSvs_01_05,NS_OthSvs_06_10,NS_OthSvs_11_15,NS_OthSvs_16_20,NS_OthSvs_2021,NS_OthSvs_NS,NS_OthSvs_Tot,NS_IDNS_Bf_91,NS_IDNS_91_95,NS_IDNS_96_00,NS_IDNS_01_05,NS_IDNS_06_10,NS_IDNS_11_15,NS_IDNS_16_20,NS_IDNS_2021,NS_IDNS_NS,NS_IDNS_Tot,NS_Tot_Bf_91,NS_Tot_91_95,NS_Tot_96_00,NS_Tot_01_05,NS_Tot_06_10,NS_Tot_11_15,NS_Tot_16_20,NS_Tot_2021,NS_Tot_NS,NS_Tot_Tot,Tot_AGFF_Bf_91,Tot_AGFF_91_95,Tot_AGFF_96_00,Tot_AGFF_01_05,Tot_AGFF_06_10,Tot_AGFF_11_15,Tot_AGFF_16_20,Tot_AGFF_2021,Tot_AGFF_NS,Tot_AGFF_Tot,Tot_Min_Bf_91,Tot_Min_91_95,Tot_Min_96_00,Tot_Min_01_05,Tot_Min_06_10,Tot_Min_11_15,Tot_Min_16_20,Tot_Min_2021,Tot_Min_NS,Tot_Min_Tot,Tot_Mnf_Bf_91,Tot_Mnf_91_95,Tot_Mnf_96_00,Tot_Mnf_01_05,Tot_Mnf_06_10,Tot_Mnf_11_15,Tot_Mnf_16_20,Tot_Mnf_2021,Tot_Mnf_NS,Tot_Mnf_Tot,Tot_EGWWS_Bf_91,Tot_EGWWS_91_95,Tot_EGWWS_96_00,Tot_EGWWS_01_05,Tot_EGWWS_06_10,Tot_EGWWS_11_15,Tot_EGWWS_16_20,Tot_EGWWS_2021,Tot_EGWWS_NS,Tot_EGWWS_Tot,Tot_Const_Bf_91,Tot_Const_91_95,Tot_Const_96_00,Tot_Const_01_05,Tot_Const_06_10,Tot_Const_11_15,Tot_Const_16_20,Tot_Const_2021,Tot_Const_NS,Tot_Const_Tot,Tot_WST_Bf_91,Tot_WST_91_95,Tot_WST_96_00,Tot_WST_01_05,Tot_WST_06_10,Tot_WST_11_15,Tot_WST_16_20,Tot_WST_2021,Tot_WST_NS,Tot_WST_Tot,Tot_RetT_Bf_91,Tot_RetT_91_95,Tot_RetT_96_00,Tot_RetT_01_05,Tot_RetT_06_10,Tot_RetT_11_15,Tot_RetT_16_20,Tot_RetT_2021,Tot_RetT_NS,Tot_RetT_Tot,Tot_AcFd_Bf_91,Tot_AcFd_91_95,Tot_AcFd_96_00,Tot_AcFd_01_05,Tot_AcFd_06_10,Tot_AcFd_11_15,Tot_AcFd_16_20,Tot_AcFd_2021,Tot_AcFd_NS,Tot_AcFd_Tot,Tot_TPW_Bf_91,Tot_TPW_91_95,Tot_TPW_96_00,Tot_TPW_01_05,Tot_TPW_06_10,Tot_TPW_11_15,Tot_TPW_16_20,Tot_TPW_2021,Tot_TPW_NS,Tot_TPW_Tot,Tot_IMT_Bf_91,Tot_IMT_91_95,Tot_IMT_96_00,Tot_IMT_01_05,Tot_IMT_06_10,Tot_IMT_11_15,Tot_IMT_16_20,Tot_IMT_2021,Tot_IMT_NS,Tot_IMT_Tot,Tot_FinIns_Bf_91,Tot_FinIns_91_95,Tot_FinIns_96_00,Tot_FinIns_01_05,Tot_FinIns_06_10,Tot_FinIns_11_15,Tot_FinIns_16_20,Tot_FinIns_2021,Tot_FinIns_NS,Tot_FinIns_Tot,Tot_RHRE_Bf_91,Tot_RHRE_91_95,Tot_RHRE_96_00,Tot_RHRE_01_05,Tot_RHRE_06_10,Tot_RHRE_11_15,Tot_RHRE_16_20,Tot_RHRE_2021,Tot_RHRE_NS,Tot_RHRE_Tot,Tot_ProSTS_Bf_91,Tot_ProSTS_91_95,Tot_ProSTS_96_00,Tot_ProSTS_01_05,Tot_ProSTS_06_10,Tot_ProSTS_11_15,Tot_ProSTS_16_20,Tot_ProSTS_2021,Tot_ProSTS_NS,Tot_ProSTS_Tot,Tot_AdSup_Bf_91,Tot_AdSup_91_95,Tot_AdSup_96_00,Tot_AdSup_01_05,Tot_AdSup_06_10,Tot_AdSup_11_15,Tot_AdSup_16_20,Tot_AdSup_2021,Tot_AdSup_NS,Tot_AdSup_Tot,Tot_PubAS_Bf_91,Tot_PubAS_91_95,Tot_PubAS_96_00,Tot_PubAS_01_05,Tot_PubAS_06_10,Tot_PubAS_11_15,Tot_PubAS_16_20,Tot_PubAS_2021,Tot_PubAS_NS,Tot_PubAS_Tot,Tot_EdTrn_Bf_91,Tot_EdTrn_91_95,Tot_EdTrn_96_00,Tot_EdTrn_01_05,Tot_EdTrn_06_10,Tot_EdTrn_11_15,Tot_EdTrn_16_20,Tot_EdTrn_2021,Tot_EdTrn_NS,Tot_EdTrn_Tot
101021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,17,4,0,0,0,0,0,0,0,23,0,0,4,3,7,7,11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,4,0,4,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6
101021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,0,0,0,16,0,0,0,0,0,0,0,0,0,4,9,3,0,3,6,4,4,0,3,31,4,0,0,0,0,0,0,0,0,5,0,0,3,0,9,9,6,0,0,23,3,0,0,0,0,4,5,0,0,10,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,3,0,0,11,0,0,0,3,0,0,0,0,0,7,20,0,0,0,4,7,8,0,0,32
101021009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,8,6,5,0,3,6,7,0,0,34,0,0,0,0,0,0,0,0,0,0,18,0,5,3,9,11,14,0,0,68,4,0,3,0,0,0,3,0,0,12,14,8,4,15,25,41,55,0,4,163,19,10,12,8,50,46,54,0,0,201,6,0,3,0,13,10,10,0,0,47,0,0,0,0,0,0,4,0,0,5,4,0,6,0,4,12,3,0,0,27,12,0,0,0,3,0,5,0,0,23,11,7,0,6,10,7,8,0,0,52,11,0,4,5,11,15,14,0,0,64,55,11,12,18,40,41,14,0,3,194,41,6,4,9,12,13,14,0,0,97
101021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,33,3,0,14,16,33,42,3,0,154,0,5,0,0,0,3,0,0,0,17,37,10,3,4,18,19,37,0,0,137,8,0,0,0,5,4,5,0,0,20,12,0,0,4,4,9,11,0,0,42,6,0,0,6,16,5,19,0,0,62,27,0,0,3,14,14,16,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,14,8,0,0,0,4,0,12,0,0,24,0,0,0,0,0,5,7,0,0,17,4,0,0,4,3,4,6,0,0,17,4,0,0,0,3,3,0,0,0,9
101021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,6,19,18,15,0,0,86,3,0,0,0,4,3,0,0,0,8,32,4,8,9,19,18,23,0,7,118,4,0,0,0,0,7,0,0,0,10,11,0,0,7,13,10,14,0,0,61,0,0,6,0,11,4,11,0,0,31,8,0,4,3,8,8,25,0,0,59,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,16,4,0,0,3,0,3,0,0,27,0,0,0,0,5,3,0,0,0,9,6,0,0,0,5,0,0,0,0,19,11,0,0,4,6,6,4,0,0,24
101021610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,6,5,6,4,11,0,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,3,6,0,0,16,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,6,6,0,0,26
101021611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,5,0,0,14,0,0,0,0,4,3,0,0,0,11,26,5,5,3,8,5,9,0,5,60,3,0,0,0,0,0,0,0,0,3,12,0,0,0,0,8,3,0,0,24,10,3,8,3,10,12,22,0,3,76,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,5,27,5,0,5,0,0,0,0,4,45,6,4,0,3,0,0,0,0,0,21,62,8,8,17,18,17,12,3,4,148,13,3,0,4,3,0,0,0,0,27
101031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,6
101031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0,12,15,6,7,17,15,10,11,0,0,75,24,8,0,3,12,22,50,9,4,140,5,0,0,0,0,0,0,0,0,6,28,0,3,0,9,7,4,0,0,54,20,6,0,16,17,12,26,0,0,91,7,0,0,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,12,0,3,0,0,5,19,0,0,40,9,0,0,0,0,0,3,0,0,17,19,3,0,6,0,3,3,0,0,46,27,0,0,3,3,7,0,0,4,51
101031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,7,0,0,0,0,3,0,0,0,11,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5
101031016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,4,8,0,0,0,0,5,4,0,0,14,0,0,0,0,0,0,0,0,0,7,15,0,5,3,4,5,3,0,0,40,3,0,0,0,0,0,0,0,0,7,13,4,0,6,5,7,7,0,4,50,88,7,13,34,39,37,188,4,3,417,6,0,0,0,0,0,13,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,3,3,5,3,0,3,0,3,25,7,0,0,0,3,5,0,0,0,20,14,0,0,5,5,5,24,0,7,56,12,0,4,0,6,0,0,0,0,19,22,7,4,8,8,9,10,0,0,61
101041017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,21,4,0,7,4,6,10,0,0,49,5,0,0,0,0,0,0,0,0,9,41,4,3,0,11,5,9,0,4,85,26,3,9,13,17,18,20,0,0,109,16,0,0,0,0,0,3,0,4,25,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,8,0,4,0,0,0,0,0,0,0,6,14,3,0,0,5,0,6,0,0,28,8,0,0,0,8,0,5,0,0,19,28,3,0,4,4,0,0,0,0,40,14,0,0,0,0,0,0,0,0,17
101041018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,17,12,0,4,6,3,0,4,0,0,33,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,3,4,4,0,0,0,0,0,0,10,7,0,5,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,17,0,0,4,0,0,0,0,4,31
101041019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,3,7,10,7,5,0,0,0,61,0,0,0,0,3,0,0,0,0,9,11,0,0,0,0,0,3,0,0,20,8,0,0,0,0,0,0,0,0,6,19,0,4,0,4,6,10,0,0,42,13,3,6,9,7,6,18,0,0,63,6,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,4,0,0,3,8,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,6,21,0,3,7,0,0,0,0,0,39,7,3,0,0,0,3,0,0,0,15,26,3,0,5,5,3,0,0,0,42,24,0,7,7,7,3,0,0,0,56
101041020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,3,0,0,0,3,0,52,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,12,4,0,0,0,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,8
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,4,0,5,0,0,6,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,24
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,3,8,6,0,0,4,0,4,3,0,0,27,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,12,0,0,0,3,0,0,0,0,17
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,6,15,7,0,0,0,0,0,7,0,0,15,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
101041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,0,0,24,0,0,0,0,0,0,0,0,0,3,13,0,0,0,5,5,0,0,4,27,9,0,0,0,0,0,0,0,0,8,25,3,4,0,3,4,5,0,3,55,27,3,3,7,25,21,20,0,4,113,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,7,24,3,0,6,0,3,0,0,0,34,8,0,0,0,5,0,0,0,0,22,9,0,0,5,4,0,0,0,0,14,12,0,0,10,4,0,0,0,0,27
101041026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,11,10,0,0,0,5,0,0,0,0,22,3,0,0,0,0,0,0,0,0,5,9,0,3,4,3,8,6,0,0,36,15,3,4,0,8,8,3,0,0,38,9,0,0,0,0,0,0,0,0,12,4,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,12,0,0,0,4,4,0,0,0,27,11,0,0,0,0,0,0,0,0,18,29,0,0,6,4,0,3,0,0,45,24,4,4,0,6,0,3,0,0,41
101041027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,6,13,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,31,7,0,0,5,3,6,0,4,47,32,8,9,13,13,9,7,0,0,81,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10,16,0,0,6,0,0,3,0,0,36,5,0,0,0,5,0,0,0,0,10,10,0,0,0,0,0,0,0,0,11,18,0,3,3,3,3,0,0,0,27
101051539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,0,0,24,0,0,0,0,0,0,0,0,0,0,14,4,3,10,5,17,55,27,7,151,5,0,0,0,0,0,0,0,0,5,22,4,5,0,6,11,12,0,4,67,6,0,3,0,0,6,0,0,0,18,37,3,5,11,18,21,24,0,0,125,25,7,8,16,44,31,46,0,5,184,15,6,0,0,5,12,13,0,3,48,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,6,0,4,0,0,3,0,0,0,11,9,4,0,5,7,7,5,0,0,38,12,0,4,0,3,4,4,0,0,33,59,12,10,5,12,5,4,0,0,117,39,7,5,8,17,4,5,0,3,90
101051540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,7,5,5,3,15,0,4,81,3,0,3,0,0,3,0,0,0,7,14,0,0,0,3,0,6,0,0,26,4,0,0,0,0,0,0,0,0,3,18,0,4,3,4,4,3,0,5,40,3,0,0,0,0,0,0,0,0,3,15,0,0,0,4,3,3,0,0,26,9,3,3,0,0,4,11,0,0,23,10,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,4,0,0,16,11,6,0,0,0,0,0,0,0,21
101061541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,4,13,0,0,24,5,0,0,0,0,0,0,0,0,4,9,0,0,4,6,13,8,0,0,34,8,0,0,4,6,11,10,0,0,42,0,0,0,0,0,6,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,3,4,4,4,0,0,0,0,18,0,0,0,3,0,0,5,0,0,13,9,0,0,4,5,10,0,0,0,28,9,0,0,7,0,0,0,0,0,23
101061542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,3,3,16,7,3,0,0,89,4,0,0,0,0,0,0,0,0,8,12,3,9,0,3,3,3,0,0,36,4,0,0,0,0,0,0,0,0,4,15,3,5,4,6,10,7,0,0,49,0,0,0,0,0,0,0,0,0,4,6,0,0,0,6,0,0,0,0,16,16,7,0,3,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,16,0,4,5,0,5,0,0,0,31,9,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,10,5,0,4,0,0,0,0,0,0,19
101061543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,6,0,5,8,0,0,43,0,0,0,0,0,0,4,0,0,6,7,0,6,0,7,5,25,0,0,56,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,3,0,17,7,0,0,0,0,0,0,0,0,8,7,0,0,6,3,0,6,0,0,24,3,0,8,5,10,7,11,0,4,41,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,12,0,0,0,0,4,0,0,0,0,14,7,7,0,0,0,0,3,0,0,14,27,0,10,5,0,4,0,0,0,44
101061544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,3,3,7,16,0,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,4,0,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,10,3,4,0,0,0,4,0,0,0,11
