POW_SA2_CODE_2021,NS_ArtsR_Bf_91,NS_ArtsR_91_95,NS_ArtsR_96_00,NS_ArtsR_01_05,NS_ArtsR_06_10,NS_ArtsR_11_15,NS_ArtsR_16_20,NS_ArtsR_2021,NS_ArtsR_NS,NS_ArtsR_Tot,NS_OthSvs_Bf_91,NS_OthSvs_91_95,NS_OthSvs_96_00,NS_OthSvs_01_05,NS_OthSvs_06_10,NS_OthSvs_11_15,NS_OthSvs_16_20,NS_OthSvs_2021,NS_OthSvs_NS,NS_OthSvs_Tot,NS_IDNS_Bf_91,NS_IDNS_91_95,NS_IDNS_96_00,NS_IDNS_01_05,NS_IDNS_06_10,NS_IDNS_11_15,NS_IDNS_16_20,NS_IDNS_2021,NS_IDNS_NS,NS_IDNS_Tot,NS_Tot_Bf_91,NS_Tot_91_95,NS_Tot_96_00,NS_Tot_01_05,NS_Tot_06_10,NS_Tot_11_15,NS_Tot_16_20,NS_Tot_2021,NS_Tot_NS,NS_Tot_Tot,Tot_AGFF_Bf_91,Tot_AGFF_91_95,Tot_AGFF_96_00,Tot_AGFF_01_05,Tot_AGFF_06_10,Tot_AGFF_11_15,Tot_AGFF_16_20,Tot_AGFF_2021,Tot_AGFF_NS,Tot_AGFF_Tot,Tot_Min_Bf_91,Tot_Min_91_95,Tot_Min_96_00,Tot_Min_01_05,Tot_Min_06_10,Tot_Min_11_15,Tot_Min_16_20,Tot_Min_2021,Tot_Min_NS,Tot_Min_Tot,Tot_Mnf_Bf_91,Tot_Mnf_91_95,Tot_Mnf_96_00,Tot_Mnf_01_05,Tot_Mnf_06_10,Tot_Mnf_11_15,Tot_Mnf_16_20,Tot_Mnf_2021,Tot_Mnf_NS,Tot_Mnf_Tot,Tot_EGWWS_Bf_91,Tot_EGWWS_91_95,Tot_EGWWS_96_00,Tot_EGWWS_01_05,Tot_EGWWS_06_10,Tot_EGWWS_11_15,Tot_EGWWS_16_20,Tot_EGWWS_2021,Tot_EGWWS_NS,Tot_EGWWS_Tot,Tot_Const_Bf_91,Tot_Const_91_95,Tot_Const_96_00,Tot_Const_01_05,Tot_Const_06_10,Tot_Const_11_15,Tot_Const_16_20,Tot_Const_2021,Tot_Const_NS,Tot_Const_Tot,Tot_WST_Bf_91,Tot_WST_91_95,Tot_WST_96_00,Tot_WST_01_05,Tot_WST_06_10,Tot_WST_11_15,Tot_WST_16_20,Tot_WST_2021,Tot_WST_NS,Tot_WST_Tot,Tot_RetT_Bf_91,Tot_RetT_91_95,Tot_RetT_96_00,Tot_RetT_01_05,Tot_RetT_06_10,Tot_RetT_11_15,Tot_RetT_16_20,Tot_RetT_2021,Tot_RetT_NS,Tot_RetT_Tot,Tot_AcFd_Bf_91,Tot_AcFd_91_95,Tot_AcFd_96_00,Tot_AcFd_01_05,Tot_AcFd_06_10,Tot_AcFd_11_15,Tot_AcFd_16_20,Tot_AcFd_2021,Tot_AcFd_NS,Tot_AcFd_Tot,Tot_TPW_Bf_91,Tot_TPW_91_95,Tot_TPW_96_00,Tot_TPW_01_05,Tot_TPW_06_10,Tot_TPW_11_15,Tot_TPW_16_20,Tot_TPW_2021,Tot_TPW_NS,Tot_TPW_Tot,Tot_IMT_Bf_91,Tot_IMT_91_95,Tot_IMT_96_00,Tot_IMT_01_05,Tot_IMT_06_10,Tot_IMT_11_15,Tot_IMT_16_20,Tot_IMT_2021,Tot_IMT_NS,Tot_IMT_Tot,Tot_FinIns_Bf_91,Tot_FinIns_91_95,Tot_FinIns_96_00,Tot_FinIns_01_05,Tot_FinIns_06_10,Tot_FinIns_11_15,Tot_FinIns_16_20,Tot_FinIns_2021,Tot_FinIns_NS,Tot_FinIns_Tot,Tot_RHRE_Bf_91,Tot_RHRE_91_95,Tot_RHRE_96_00,Tot_RHRE_01_05,Tot_RHRE_06_10,Tot_RHRE_11_15,Tot_RHRE_16_20,Tot_RHRE_2021,Tot_RHRE_NS,Tot_RHRE_Tot,Tot_ProSTS_Bf_91,Tot_ProSTS_91_95,Tot_ProSTS_96_00,Tot_ProSTS_01_05,Tot_ProSTS_06_10,Tot_ProSTS_11_15,Tot_ProSTS_16_20,Tot_ProSTS_2021,Tot_ProSTS_NS,Tot_ProSTS_Tot,Tot_AdSup_Bf_91,Tot_AdSup_91_95,Tot_AdSup_96_00,Tot_AdSup_01_05,Tot_AdSup_06_10,Tot_AdSup_11_15,Tot_AdSup_16_20,Tot_AdSup_2021,Tot_AdSup_NS,Tot_AdSup_Tot,Tot_PubAS_Bf_91,Tot_PubAS_91_95,Tot_PubAS_96_00,Tot_PubAS_01_05,Tot_PubAS_06_10,Tot_PubAS_11_15,Tot_PubAS_16_20,Tot_PubAS_2021,Tot_PubAS_NS,Tot_PubAS_Tot,Tot_EdTrn_Bf_91,Tot_EdTrn_91_95,Tot_EdTrn_96_00,Tot_EdTrn_01_05,Tot_EdTrn_06_10,Tot_EdTrn_11_15,Tot_EdTrn_16_20,Tot_EdTrn_2021,Tot_EdTrn_NS,Tot_EdTrn_Tot
127011596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,19,9,9,9,9,5,8,0,0,69,0,0,0,0,0,0,0,0,0,4,39,14,15,14,40,17,15,0,0,161,11,8,11,6,14,10,14,0,0,70,20,6,3,5,7,6,5,0,0,52,0,0,0,0,0,3,0,0,0,10,15,5,3,0,8,4,4,0,0,33,4,5,0,4,3,0,0,0,0,9,6,4,0,3,6,5,0,0,0,27,8,0,0,3,4,5,6,0,0,28,7,0,0,7,0,0,0,0,0,19,48,23,22,22,11,4,5,0,0,151
127011597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,3,0,0,5,0,0,0,0,24,0,0,3,0,0,0,0,0,0,3,18,12,16,7,11,6,8,0,0,75,10,5,5,6,3,0,0,0,0,21,13,4,9,0,5,0,0,0,0,33,6,3,0,3,6,0,0,0,0,18,14,10,7,8,6,8,6,0,0,65,0,0,0,0,0,0,0,0,0,7,17,10,3,4,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,6,11,6,6,5,9,4,3,0,0,37,15,14,0,0,10,0,3,0,0,40,5,0,4,0,0,0,0,0,0,10,47,18,13,9,15,6,0,0,0,108
127011726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,12,5,3,13,3,0,0,55,0,0,0,0,0,0,0,0,0,0,8,4,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,19,7,0,0,3,9,3,0,0,42,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,7,4,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,31,3,16,4,13,16,9,0,0,83
127011727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,10,0,0,0,27,3,0,0,0,0,0,3,0,0,6,29,14,18,16,14,16,7,0,4,108,8,0,3,0,0,0,0,0,0,17,23,5,22,23,43,28,11,0,0,153,9,0,10,14,33,29,32,0,0,134,11,5,3,3,21,7,7,0,0,60,0,0,0,0,0,0,0,0,0,9,8,0,4,0,3,4,0,0,0,20,4,0,0,0,4,0,0,0,0,9,15,3,8,0,14,12,7,0,0,50,9,0,5,7,0,12,0,0,0,29,12,0,0,0,5,3,0,0,0,13,17,0,8,10,10,10,7,0,0,54
127011728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,17,9,28,10,14,0,4,150,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,5,0,0,0,24,0,0,0,0,0,0,0,0,0,3,48,7,19,6,20,14,8,0,7,128,4,3,0,0,0,0,0,0,0,14,9,8,8,8,19,19,13,0,5,84,6,0,4,0,6,9,8,0,0,35,44,12,14,18,31,9,12,0,4,145,5,0,0,0,3,0,0,0,0,8,4,0,6,5,0,5,0,0,0,14,3,0,3,0,0,4,0,0,0,17,8,6,5,3,4,12,3,0,0,40,8,0,4,0,0,5,9,0,0,19,7,0,3,4,0,0,0,0,0,15,8,0,4,8,5,4,0,0,0,34
127011729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,30,13,14,14,19,13,17,0,0,120,0,0,0,0,4,0,0,0,0,3,9,3,6,6,24,12,3,0,0,64,4,0,0,0,6,3,9,0,0,25,3,6,0,12,36,14,16,0,0,89,5,0,0,0,5,3,0,0,0,15,12,0,6,0,3,7,3,0,0,29,0,5,4,5,3,0,0,0,0,16,4,6,6,6,21,13,4,0,0,67,4,0,0,4,7,7,9,4,0,39,34,11,13,8,14,9,0,0,0,93,36,11,15,12,12,15,6,0,4,107
127021509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,30,12,10,3,4,3,0,0,0,64,0,0,0,0,0,0,6,0,0,7,73,17,21,25,26,31,37,0,5,240,20,4,8,17,8,11,21,0,0,96,28,7,11,0,18,6,0,0,0,67,3,0,0,0,0,0,0,0,0,3,5,0,5,4,0,0,0,0,0,15,0,0,3,0,7,3,3,0,0,9,20,8,3,0,0,0,3,0,0,30,13,7,5,3,4,3,4,0,0,43,8,6,3,0,0,0,0,0,0,14,70,16,25,12,12,16,3,0,0,160
127021510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,41,8,11,5,9,4,6,0,0,88,6,0,0,0,0,0,0,0,0,7,16,0,0,0,3,5,5,0,0,28,17,5,10,5,4,7,8,0,4,43,23,3,3,11,7,11,7,0,0,65,3,0,3,0,0,9,0,0,0,14,10,0,5,5,0,3,0,0,0,21,10,0,5,0,6,0,0,0,0,16,28,6,5,0,0,0,0,0,0,49,15,7,12,3,0,5,6,0,0,48,9,0,7,6,0,0,3,0,0,21,53,6,13,10,4,7,3,0,0,106
127021511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,7,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,134,45,39,37,37,30,29,0,7,355,3,0,0,0,0,0,0,0,0,4,42,23,15,8,23,33,28,0,4,171,97,37,33,17,50,45,26,0,6,304,265,85,72,45,73,65,89,0,14,709,107,50,35,38,65,49,79,6,6,429,51,20,6,6,9,14,8,0,3,121,4,0,0,0,5,9,3,0,4,27,72,17,11,8,16,12,7,0,3,146,44,7,8,11,13,3,5,0,0,98,81,24,17,11,33,25,24,0,5,219,43,21,10,8,17,10,16,0,0,129,43,6,10,9,14,12,0,0,0,96,109,36,23,23,21,16,7,0,6,246
127021512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,12,5,4,0,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,24,5,11,4,9,10,3,0,0,70,13,0,0,0,5,0,0,0,0,23,32,4,7,12,13,7,6,0,0,85,37,3,18,20,12,10,9,0,0,116,22,3,6,5,3,3,11,0,4,52,0,0,0,0,0,4,0,0,0,9,10,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,5,11,3,3,4,5,0,0,0,0,23,9,7,4,5,5,0,0,0,3,28,3,0,0,0,0,0,0,0,0,9,37,18,21,13,3,5,4,0,0,106
127021513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,31,14,9,3,13,16,11,0,3,103,4,3,0,0,0,0,0,0,0,12,50,20,9,9,10,12,17,0,0,131,72,18,17,25,30,36,61,0,0,262,24,0,4,7,6,6,6,0,0,53,0,0,0,0,0,0,4,0,0,9,9,17,0,0,0,0,0,0,0,35,10,6,3,0,0,0,0,0,0,17,34,7,4,5,10,6,4,0,0,73,11,9,11,0,7,7,3,0,0,42,23,9,0,3,5,0,0,0,0,36,76,38,20,19,23,6,6,0,3,183
127021514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,24,3,8,4,0,4,7,0,0,43,4,0,0,0,0,0,0,0,0,6,27,5,4,5,12,7,8,0,0,74,8,3,7,4,5,4,6,0,0,40,5,4,4,0,0,11,6,0,0,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,17,0,3,0,0,0,0,0,0,25,10,4,9,0,4,0,3,0,0,24,3,0,0,0,0,0,5,0,0,7,12,10,0,4,3,3,0,0,0,35
127021515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,13,3,8,16,4,13,0,0,88,5,0,0,0,4,0,0,0,0,15,24,10,9,9,16,8,7,0,6,94,7,0,4,5,6,3,0,0,0,24,107,44,45,60,64,69,76,0,7,462,40,15,15,19,25,31,33,0,0,180,22,11,10,6,11,6,12,0,0,75,0,0,0,0,3,0,0,0,0,7,14,8,4,10,14,11,8,0,0,67,25,8,11,7,3,9,0,0,0,62,77,14,18,11,17,12,8,0,4,159,36,18,21,17,17,13,22,0,3,144,64,23,24,16,14,16,3,0,0,156,71,28,39,26,27,16,19,0,4,231
127021516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,0,5,5,0,0,37,0,0,0,0,0,0,0,0,0,0,22,9,14,11,6,12,3,0,0,84,6,0,0,0,0,0,0,0,0,10,13,14,6,13,15,15,18,0,0,88,9,3,9,0,17,6,8,0,0,48,13,3,3,3,7,7,14,0,0,50,0,3,0,0,0,6,0,0,0,10,12,5,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,11,19,5,3,3,6,0,0,0,0,29,10,8,5,7,6,0,4,0,0,44,4,0,0,0,3,0,5,0,0,6,62,21,28,15,10,9,0,0,0,147
127021517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,9,0,3,6,4,6,0,0,36,5,0,0,0,0,0,0,0,0,11,49,24,19,26,45,26,29,0,3,221,17,10,7,9,27,27,30,0,0,131,16,0,0,6,4,3,4,0,0,28,0,0,0,0,4,0,0,0,0,6,13,0,0,3,0,0,0,0,0,24,8,0,0,0,0,0,4,0,0,11,13,5,5,5,3,0,0,0,0,25,13,8,8,5,12,3,3,0,0,48,18,8,0,4,3,0,3,0,0,31,53,30,19,23,8,3,4,0,0,138
127021518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,9,54,13,13,6,23,16,15,0,4,145,0,0,0,0,0,0,0,0,0,0,100,16,22,21,28,29,29,0,0,250,7,0,5,0,3,3,4,0,0,21,53,7,9,6,11,14,11,0,0,119,68,27,28,27,54,33,52,6,0,282,60,20,31,28,42,30,31,0,4,238,6,0,0,0,3,6,3,0,0,24,193,74,107,84,162,124,110,0,13,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,13,11,5,5,0,8,7,8,0,0,46,19,10,7,12,9,13,15,0,0,90,4,0,0,0,3,0,0,0,0,8,39,21,8,11,13,3,0,0,0,98
127021519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,4,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,82,31,20,21,31,18,16,0,0,225,4,3,0,0,0,0,0,0,0,11,45,24,28,10,23,27,43,0,0,199,40,13,15,11,16,7,18,0,0,127,37,14,9,17,13,22,17,0,0,131,22,4,15,8,20,20,52,0,0,146,39,17,3,6,28,15,17,0,3,123,0,0,0,0,0,0,0,0,0,4,9,0,4,5,3,0,0,0,0,21,10,0,0,3,0,0,0,0,0,15,13,0,5,3,7,0,6,0,0,49,17,0,7,4,4,11,3,0,0,42,12,3,0,0,4,3,3,0,0,23,70,20,16,19,17,10,7,0,0,160
127021520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,3,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,14,5,5,0,0,3,3,0,0,47,0,0,0,0,0,0,0,0,0,3,5,0,4,7,0,4,5,0,0,31,17,12,0,7,12,4,7,0,0,55,5,4,0,0,3,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,4,3,0,0,15,6,0,4,3,0,0,0,0,0,13,81,22,24,21,14,10,4,0,0,176,52,8,11,9,9,7,0,0,0,98
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,3,4,0,0,8,0,0,18,4,0,0,0,0,0,4,0,0,9,12,7,5,0,8,3,0,0,0,37,953,296,287,268,386,285,348,4,29,2864,44,8,19,16,17,13,18,0,0,138,276,63,116,71,135,149,125,0,3,939,248,65,65,72,104,66,75,0,0,697,113,19,42,42,43,46,118,0,3,437,23,4,13,9,26,21,32,0,3,132,241,61,71,75,144,100,176,0,4,886,18,10,6,5,4,9,9,0,0,63,14,0,7,0,0,0,4,0,0,31,22,16,9,10,16,9,27,0,3,116,63,21,16,23,28,28,42,0,0,220,94,34,42,37,54,54,114,3,4,424,30,10,11,12,14,17,16,0,0,108,0,4,3,0,3,0,0,0,0,13
127031522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,9,11,7,9,8,0,4,97,0,0,0,0,0,0,0,0,0,4,18,12,7,0,9,6,6,0,0,59,6,8,0,12,11,3,11,0,0,58,127,53,70,64,90,59,59,0,14,534,33,5,12,27,25,19,32,0,3,158,32,6,8,12,17,16,21,0,0,118,3,0,0,0,4,6,0,0,0,14,19,3,5,4,5,0,3,0,0,42,9,0,0,0,5,0,0,0,0,21,11,3,9,15,4,3,4,0,0,56,13,4,4,7,7,0,4,0,0,47,12,0,0,3,0,0,0,0,0,22,27,22,16,16,25,8,8,0,0,127
127031523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,8,0,0,9,9,0,0,0,4,0,0,0,0,11,545,153,130,104,164,157,168,3,23,1444,27,8,0,6,18,6,6,0,0,83,141,41,57,62,77,85,72,0,4,536,204,64,91,84,78,77,54,0,4,657,94,40,35,44,62,53,102,3,4,434,27,13,10,18,20,28,24,0,0,140,133,41,41,57,90,66,92,0,10,526,37,18,7,8,21,24,49,0,0,163,17,6,9,0,0,0,0,0,0,28,34,4,7,3,6,7,8,0,3,81,46,19,10,22,26,16,20,0,3,163,59,24,22,22,43,34,73,0,4,278,34,9,18,20,24,21,21,0,0,134,39,13,3,9,9,8,4,0,0,87
127031524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,91,34,31,48,64,40,47,6,6,362,0,0,0,0,6,0,0,0,0,7,49,11,20,28,22,30,13,0,0,167,38,9,17,19,23,17,13,0,3,135,24,4,7,10,18,11,8,0,0,82,20,5,12,9,24,15,7,0,0,99,52,20,14,24,30,23,20,0,0,201,4,0,4,3,0,0,0,0,0,16,10,4,5,11,0,0,0,0,0,40,0,0,0,0,3,0,0,0,0,8,26,12,11,8,10,15,20,0,0,105,20,3,8,8,13,8,0,0,0,59,129,51,60,81,85,25,23,0,9,463,41,13,12,12,8,12,0,0,0,100
127031599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,0,4,0,3,8,3,0,0,32,3,0,4,3,0,0,0,0,0,10,3,11,0,3,0,3,0,0,0,27,4,0,0,0,0,5,0,0,0,6,6,0,7,6,0,3,0,0,0,30,0,0,0,0,0,5,0,0,0,8,0,0,0,0,6,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,9,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,24,19,20,15,5,3,4,0,0,91
127031601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5,10,4,4,0,0,26,0,0,0,0,0,0,0,0,0,0,173,70,57,41,58,39,34,0,3,472,3,3,0,0,0,0,0,0,0,8,27,10,10,11,10,13,12,0,0,86,40,19,11,10,8,10,6,0,3,102,95,32,36,28,39,26,33,0,3,292,8,9,3,7,12,19,21,0,0,82,64,24,27,27,55,43,50,0,5,295,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,3,0,0,0,4,7,0,0,0,0,5,5,0,0,16,7,6,3,3,4,5,6,0,0,38,11,6,4,3,9,0,0,0,0,27,20,0,3,10,7,3,11,0,0,58
127031730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,6,11,9,5,7,15,9,16,0,0,65,0,0,0,0,0,5,0,0,0,9,3,4,15,13,41,18,18,0,0,113,6,5,8,7,35,17,40,0,0,123,8,4,0,7,9,7,5,0,0,50,0,0,0,5,0,0,0,0,0,11,0,0,3,0,5,0,3,0,0,22,0,0,0,0,6,0,0,0,0,5,6,4,7,7,16,6,11,0,0,52,0,4,3,0,5,9,9,0,0,31,4,0,0,0,7,0,0,0,0,9,6,5,7,0,3,3,0,0,0,32
127031731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,14,9,12,4,8,4,11,0,0,60,0,0,0,0,0,0,0,0,0,6,21,11,13,13,17,14,15,0,0,113,8,0,0,0,3,5,0,0,0,21,112,42,57,82,90,69,77,0,11,535,40,16,17,26,54,28,74,0,0,253,21,11,3,11,22,7,9,0,0,82,0,0,9,6,0,9,5,0,0,22,62,18,30,24,29,17,10,0,0,189,30,3,9,5,19,6,6,0,5,87,79,30,40,50,40,50,38,0,0,324,47,22,25,19,29,29,27,0,3,198,369,127,120,98,79,58,40,0,10,895,132,44,52,51,56,26,25,0,3,395
127031732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,26,8,13,7,5,9,3,0,0,81,4,0,0,0,6,0,0,0,0,9,26,17,15,16,27,12,9,0,0,126,3,0,4,13,23,17,22,0,0,83,12,3,0,4,3,9,13,0,0,42,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,3,0,0,0,28,0,0,0,3,3,0,3,0,0,12,8,3,8,9,4,3,6,0,0,37,11,3,9,15,7,0,8,0,0,54,40,7,6,9,13,11,0,0,0,86,26,11,12,16,21,7,0,0,3,95
127031733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,3,0,6,0,3,3,0,0,0,0,10,340,116,136,123,129,108,100,0,13,1063,22,6,11,0,8,0,0,0,0,44,147,51,64,43,47,64,60,3,7,486,125,34,65,49,62,40,45,0,0,422,113,56,64,67,82,65,54,0,9,508,31,11,10,14,22,16,24,0,0,129,219,69,120,120,154,118,124,4,12,933,7,8,11,4,8,0,3,0,0,41,9,4,10,0,3,4,0,0,0,33,13,5,0,0,4,0,3,0,0,27,24,10,16,15,12,22,16,0,0,117,54,19,21,17,21,19,28,0,4,179,13,3,4,6,8,7,0,0,0,33,81,23,36,36,27,11,26,0,0,237
