POW_SA2_CODE_2021,AGFF_Bf_91,AGFF_91_95,AGFF_96_00,AGFF_01_05,AGFF_06_10,AGFF_11_15,AGFF_16_20,AGFF_2021,AGFF_NS,AGFF_Tot,Min_Bf_91,Min_91_95,Min_96_00,Min_01_05,Min_06_10,Min_11_15,Min_16_20,Min_2021,Min_NS,Min_Tot,Mnf_Bf_91,Mnf_91_95,Mnf_96_00,Mnf_01_05,Mnf_06_10,Mnf_11_15,Mnf_16_20,Mnf_2021,Mnf_NS,Mnf_Tot,EGWWS_Bf_91,EGWWS_91_95,EGWWS_96_00,EGWWS_01_05,EGWWS_06_10,EGWWS_11_15,EGWWS_16_20,EGWWS_2021,EGWWS_NS,EGWWS_Tot,Const_Bf_91,Const_91_95,Const_96_00,Const_01_05,Const_06_10,Const_11_15,Const_16_20,Const_2021,Const_NS,Const_Tot,WST_Bf_91,WST_91_95,WST_96_00,WST_01_05,WST_06_10,WST_11_15,WST_16_20,WST_2021,WST_NS,WST_Tot,RetT_Bf_91,RetT_91_95,RetT_96_00,RetT_01_05,RetT_06_10,RetT_11_15,RetT_16_20,RetT_2021,RetT_NS,RetT_Tot,AcFd_Bf_91,AcFd_91_95,AcFd_96_00,AcFd_01_05,AcFd_06_10,AcFd_11_15,AcFd_16_20,AcFd_2021,AcFd_NS,AcFd_Tot,TPW_Bf_91,TPW_91_95,TPW_96_00,TPW_01_05,TPW_06_10,TPW_11_15,TPW_16_20,TPW_2021,TPW_NS,TPW_Tot,IMT_Bf_91,IMT_91_95,IMT_96_00,IMT_01_05,IMT_06_10,IMT_11_15,IMT_16_20,IMT_2021,IMT_NS,IMT_Tot,FinIns_Bf_91,FinIns_91_95,FinIns_96_00,FinIns_01_05,FinIns_06_10,FinIns_11_15,FinIns_16_20,FinIns_2021,FinIns_NS,FinIns_Tot,RHRE_Bf_91,RHRE_91_95,RHRE_96_00,RHRE_01_05,RHRE_06_10,RHRE_11_15,RHRE_16_20,RHRE_2021,RHRE_NS,RHRE_Tot,ProSTS_Bf_91,ProSTS_91_95,ProSTS_96_00,ProSTS_01_05,ProSTS_06_10,ProSTS_11_15,ProSTS_16_20,ProSTS_2021,ProSTS_NS,ProSTS_Tot,AdSup_Bf_91,AdSup_91_95,AdSup_96_00,AdSup_01_05,AdSup_06_10,AdSup_11_15,AdSup_16_20,AdSup_2021,AdSup_NS,AdSup_Tot,PubAS_Bf_91,PubAS_91_95,PubAS_96_00,PubAS_01_05,PubAS_06_10,PubAS_11_15,PubAS_16_20,PubAS_2021,PubAS_NS,PubAS_Tot,EducTraining_Bf_91,EducTraining_91_95,EducTraining_96_00,EducTraining_01_05,EducTraining_06_10,EducTraining_11_15,EducTraining_16_20,EducTraining_2021,EducTraining_NS,EducTraining_Tot,HlthCareSocAssist_Bf_91,HlthCareSocAssist_91_95,HlthCareSocAssist_96_00,HlthCareSocAssist_01_05,HlthCareSocAssist_06_10,HlthCareSocAssist_11_15,HlthCareSocAssist_16_20,HlthCareSocAssist_2021,HlthCareSocAssist_NS,HlthCareSocAssist_Tot,ArtsRecreation_Bf_91,ArtsRecreation_91_95,ArtsRecreation_96_00,ArtsRecreation_01_05,ArtsRecreation_06_10,ArtsRecreation_11_15,ArtsRecreation_16_20,ArtsRecreation_2021,ArtsRecreation_NS,ArtsRecreation_Tot,OthServices_Bf_91,OthServices_91_95,OthServices_96_00,OthServices_01_05,OthServices_06_10,OthServices_11_15,OthServices_16_20,OthServices_2021,OthServices_NS,OthServices_Tot,ID_NS_Bf_91,ID_NS_91_95,ID_NS_96_00,ID_NS_01_05,ID_NS_06_10,ID_NS_11_15,ID_NS_16_20,ID_NS_2021,ID_NS_NS,ID_NS_Tot
121011685,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,5,0,0,12,5,7,0,0,36,4,0,0,0,3,0,0,0,0,8,19,4,11,9,7,19,27,0,5,99,10,7,0,4,4,5,3,0,0,26,16,6,10,0,5,3,10,0,0,47,18,10,3,5,14,15,27,0,0,102,3,3,3,9,4,3,0,0,0,27,6,4,5,8,8,9,0,0,0,38,34,0,5,9,6,3,4,0,0,66,21,5,9,10,27,25,19,0,0,117,82,12,28,28,35,22,21,0,4,231,10,0,3,0,3,5,13,0,0,38,6,4,0,0,5,0,0,0,0,19,50,12,18,18,13,26,19,0,0,154,170,58,78,94,119,126,128,0,10,784,0,0,5,0,0,0,0,0,0,8,9,5,0,0,5,4,12,0,0,38,17,6,3,9,12,8,12,0,0,67
121011686,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,143,58,74,62,71,75,82,0,0,561,8,0,3,0,0,0,0,0,0,15,68,11,19,29,39,43,54,0,0,267,66,22,42,55,52,49,54,0,0,341,64,25,26,46,74,59,102,0,6,402,27,10,21,33,42,57,127,0,7,311,19,5,16,8,17,10,19,0,0,95,29,5,13,19,33,34,43,0,0,177,19,13,12,4,8,12,0,0,0,69,21,8,11,11,14,16,8,0,0,88,152,45,65,83,94,97,112,4,3,660,21,10,22,9,14,28,39,4,0,136,27,18,15,20,14,12,8,0,0,112,61,10,14,24,18,28,39,0,3,187,107,56,69,62,102,69,160,0,5,633,7,3,7,4,8,11,16,0,0,64,45,9,11,16,19,20,16,0,0,135,58,25,37,46,56,56,95,3,16,384
121011687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,9,5,4,0,0,26,0,0,0,0,0,0,0,0,0,0,31,0,8,9,16,11,16,0,0,88,4,0,0,5,3,0,3,0,0,14,44,8,11,23,35,16,28,0,0,164,14,3,10,10,25,26,25,0,5,125,72,22,21,20,28,19,10,0,3,199,6,0,0,0,0,0,3,0,0,18,20,4,8,3,6,5,0,0,0,45,25,10,0,9,10,9,7,0,0,60,36,10,22,18,10,9,16,3,0,131,12,5,3,6,3,5,5,0,0,38,10,0,4,10,0,0,0,0,0,25,36,7,6,9,13,18,8,0,0,94,41,13,20,24,30,28,54,0,0,213,4,0,0,3,6,0,0,0,0,15,24,4,4,7,12,4,8,0,0,70,17,4,4,7,3,7,7,0,3,63
121021403,3,0,7,6,3,4,19,0,0,44,0,0,0,0,0,0,0,0,0,5,66,21,26,17,23,36,36,0,0,223,10,0,0,0,0,6,0,0,0,15,40,4,22,12,24,26,15,0,0,136,36,6,11,11,17,18,7,0,0,108,28,9,11,17,29,19,14,0,0,131,11,6,4,10,20,11,15,0,0,82,67,33,26,34,37,11,18,0,0,231,4,0,0,3,4,3,0,0,0,18,20,0,0,6,8,8,6,0,0,53,7,0,3,0,0,3,0,0,0,12,43,10,25,19,27,30,11,0,0,166,17,3,7,11,23,11,40,0,0,119,9,3,3,0,0,0,0,0,0,25,33,12,9,18,21,20,7,0,0,128,62,11,25,28,41,29,33,0,5,239,4,0,5,4,4,0,0,0,0,20,10,5,8,11,0,7,5,0,0,43,42,3,13,21,23,15,19,0,3,137
121021404,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,17,0,10,0,3,0,3,0,0,33,0,0,0,0,0,0,0,0,0,8,11,5,3,8,5,8,10,0,3,47,19,6,13,5,6,9,12,0,0,66,6,0,5,0,4,0,0,0,0,14,0,3,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,6,0,0,7,26,4,10,7,4,11,3,0,0,64,3,0,0,4,4,0,10,0,0,11,7,0,0,0,0,0,0,0,0,16,16,0,14,4,12,7,6,0,0,54,21,0,3,15,8,16,0,0,0,73,4,0,0,0,0,0,0,0,0,5,3,0,3,0,3,0,0,0,3,18,5,6,0,0,6,0,5,0,0,21
121021406,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,9,6,9,10,9,14,0,0,86,0,0,0,0,0,3,0,0,0,9,43,22,16,14,26,42,24,0,5,180,20,3,12,14,5,14,9,0,0,81,53,7,30,17,40,23,44,0,4,214,37,13,12,23,43,37,47,3,4,222,16,7,7,9,6,3,3,0,0,52,11,3,4,0,0,0,0,0,0,19,19,3,7,9,5,6,0,0,0,45,4,3,5,7,0,3,0,0,0,22,76,22,40,46,50,32,31,0,0,309,18,0,4,7,8,7,9,0,0,60,16,3,0,10,10,6,0,0,0,47,68,18,37,29,31,19,9,0,0,218,68,20,60,56,88,64,93,0,4,450,3,0,0,0,8,4,0,0,0,18,22,9,9,10,16,3,14,0,0,88,28,7,11,5,18,14,13,0,0,107
121021577,3,0,0,0,0,0,5,0,0,6,0,0,0,6,0,0,0,0,0,0,72,24,25,49,56,59,77,0,9,373,5,4,6,4,0,0,7,0,0,25,28,15,23,16,26,32,24,0,5,167,37,7,17,13,16,11,12,0,0,123,111,39,61,107,167,115,129,0,4,732,22,8,15,32,62,62,101,0,3,304,18,5,11,7,24,8,6,0,0,84,0,0,0,5,3,5,4,0,0,30,24,10,22,18,24,18,14,0,5,138,13,6,4,4,12,3,8,0,0,48,68,19,22,33,47,34,29,0,0,258,17,4,11,10,13,10,26,0,0,95,32,9,21,9,9,8,7,0,0,85,80,27,46,37,51,31,40,0,0,309,302,101,152,202,275,171,139,0,8,1356,4,0,3,0,5,0,4,0,0,21,47,11,13,15,24,23,38,0,0,170,37,13,25,25,26,38,50,3,11,232
121021578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,7,3,0,0,28,0,0,0,0,0,0,0,0,0,4,17,0,6,5,5,5,6,0,0,46,3,0,0,3,6,7,0,0,0,19,10,5,3,9,10,14,9,0,0,57,17,4,13,4,23,25,21,0,3,106,23,3,9,4,10,12,3,0,0,61,0,0,0,7,0,0,0,0,0,16,3,0,10,3,4,0,3,0,0,22,3,0,0,0,4,0,0,0,0,18,28,11,16,20,21,14,11,0,0,125,10,0,7,4,3,3,6,0,0,38,38,11,15,21,15,10,8,0,0,124,48,13,21,38,51,15,12,0,0,195,53,27,34,43,55,46,58,0,0,319,0,0,0,0,0,0,0,0,0,8,9,5,4,3,8,0,0,0,0,26,9,0,10,5,11,6,4,0,6,50
121021579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,5,5,0,0,31,4,0,0,5,6,0,0,0,0,14,17,9,11,11,6,7,13,0,0,68,5,3,7,4,9,4,7,0,0,47,3,0,0,0,0,5,6,0,0,12,3,0,0,0,0,0,3,0,0,5,14,5,4,10,11,8,11,0,0,46,9,4,4,3,3,0,0,0,0,25,21,11,7,15,22,25,14,0,0,125,3,5,11,10,9,3,9,0,0,50,4,0,5,0,0,0,0,0,0,10,23,3,4,16,20,6,6,0,0,85,92,43,36,70,116,79,105,3,0,535,4,0,0,4,3,5,0,0,0,14,6,0,6,3,4,4,9,0,0,39,4,0,4,5,9,3,11,0,3,45
121031407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,4,3,7,11,17,15,0,0,69,0,0,3,0,4,9,7,0,0,16,28,11,17,30,21,28,25,0,3,155,38,10,17,18,23,9,6,0,0,110,37,10,15,16,34,24,52,0,0,188,26,9,21,20,46,37,55,0,3,211,22,0,5,13,10,9,12,0,0,64,12,4,3,15,12,8,3,0,0,59,39,13,19,22,32,4,14,0,6,146,39,6,3,18,23,5,11,0,0,115,144,37,51,54,64,77,73,5,7,503,27,4,17,4,13,22,28,0,0,115,45,16,9,6,15,11,4,0,3,115,94,30,38,44,49,32,32,3,0,321,132,38,65,36,70,63,124,0,3,532,5,5,0,4,8,0,4,0,0,30,27,10,5,8,15,10,9,0,0,87,20,9,23,24,27,23,33,0,10,169
121031408,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,8,5,12,7,3,12,6,0,0,53,5,0,0,0,0,0,0,0,0,3,38,5,7,20,23,33,18,0,0,142,11,0,5,0,9,4,0,0,0,36,47,11,19,32,47,39,54,0,3,247,29,9,13,24,32,36,46,0,3,185,12,0,4,7,4,3,6,0,0,42,6,0,0,0,0,4,4,0,0,25,48,16,12,9,15,12,5,0,0,126,45,9,8,17,20,15,7,0,0,119,115,30,39,43,55,44,39,0,3,361,22,3,9,4,10,0,23,0,0,76,35,19,6,6,12,3,0,0,0,85,101,25,43,32,46,30,22,0,0,305,95,22,46,44,57,43,63,0,0,375,4,3,8,3,0,3,6,0,0,27,13,8,14,13,19,17,16,0,0,94,26,5,11,15,14,26,25,0,0,125
121031409,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,5,13,11,18,18,11,0,0,105,0,0,0,4,0,0,0,0,0,11,54,19,16,32,35,42,43,0,0,241,40,18,17,21,32,27,24,0,0,175,27,6,16,20,15,13,7,0,3,101,15,7,3,10,29,22,10,0,0,104,26,8,8,16,16,14,6,0,0,92,5,0,4,5,4,3,7,0,0,31,26,3,14,10,10,4,5,0,0,74,22,10,4,15,11,9,0,0,0,81,139,38,41,74,94,81,67,0,4,548,12,3,8,10,13,9,14,0,3,73,11,0,8,5,3,0,6,0,0,37,75,26,36,47,52,47,51,0,9,339,111,37,71,55,88,61,56,0,0,485,9,6,0,12,4,0,3,0,0,36,17,0,9,4,8,3,11,0,0,55,28,14,23,27,36,35,21,0,0,177
121031410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,10,4,8,0,0,45,0,0,0,5,3,5,0,0,0,11,30,7,15,13,12,13,11,0,0,102,14,3,9,4,6,4,6,0,0,43,40,15,24,44,80,40,69,0,3,306,20,6,14,28,38,32,39,0,0,178,11,0,3,7,4,4,0,0,0,30,10,0,5,3,4,5,5,0,0,29,30,9,15,18,14,15,6,0,0,110,20,7,5,13,8,12,7,0,0,75,119,32,39,35,59,27,17,0,0,334,18,8,6,7,9,6,23,0,0,64,3,0,6,0,0,0,0,0,0,13,115,27,55,56,49,38,35,0,4,371,94,24,39,41,72,51,105,4,0,429,7,0,0,3,5,0,9,0,0,29,15,3,13,7,15,12,9,0,0,67,23,9,12,14,15,15,22,0,3,116
121031411,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6,14,3,8,4,7,7,3,0,0,45,0,0,0,0,0,0,0,0,0,5,20,8,8,14,9,12,7,0,0,77,10,3,6,9,0,0,0,0,0,35,45,8,19,30,36,22,25,0,0,182,19,7,10,15,34,23,35,0,0,137,17,4,5,12,7,4,0,0,0,42,6,0,3,0,3,0,0,0,0,15,23,6,16,8,17,8,0,0,0,74,15,6,3,6,4,12,3,0,0,41,68,14,49,33,35,23,20,0,0,239,12,0,11,7,5,4,9,0,0,47,13,0,3,7,0,3,0,0,0,24,49,13,29,34,26,21,19,0,0,192,122,26,52,65,102,80,161,0,0,617,5,0,0,3,3,0,0,0,0,16,8,9,7,13,6,7,5,0,0,49,18,3,4,10,14,5,20,0,7,79
121031412,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,12,3,3,3,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,22,8,5,4,13,10,9,0,0,66,13,0,3,4,4,7,4,0,0,26,21,9,7,8,18,0,12,0,0,72,13,10,11,18,37,27,39,0,0,150,3,5,0,3,5,3,4,0,0,27,5,0,0,3,7,4,3,0,0,28,33,6,13,11,9,13,14,0,0,92,13,3,9,4,10,3,3,0,0,47,76,20,36,36,43,30,9,0,0,248,9,0,5,6,9,3,7,0,0,42,9,0,0,7,0,0,0,0,0,12,126,39,54,60,61,59,29,0,3,432,371,109,144,214,263,193,177,5,9,1471,4,0,3,0,0,0,0,0,0,7,26,9,13,13,13,20,17,0,3,106,12,9,10,14,26,11,22,0,10,104
121041413,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,0,0,4,7,3,3,0,0,24,0,0,0,0,0,0,0,0,0,7,20,5,8,6,7,15,14,0,0,75,17,0,4,0,6,3,3,0,0,40,26,7,5,19,26,26,49,0,0,163,23,5,9,22,39,53,91,3,4,259,6,3,5,0,3,4,6,0,0,21,13,0,7,6,5,0,9,0,0,34,28,5,8,15,10,7,4,0,0,75,13,0,0,3,5,0,0,0,0,38,80,12,28,25,21,20,23,0,0,210,13,0,9,8,0,5,10,0,0,45,9,4,0,0,6,0,0,0,0,15,66,16,23,21,35,42,38,0,0,241,57,11,19,16,24,38,52,0,4,227,11,3,3,4,6,0,0,0,0,24,10,9,4,4,12,12,19,0,0,74,15,3,7,14,13,13,17,0,8,81
121041414,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,5,11,12,10,21,19,0,0,100,0,0,0,0,0,0,0,0,0,3,32,11,13,6,19,36,24,0,3,152,24,6,10,11,9,4,8,0,0,68,60,8,29,25,61,45,127,0,5,361,49,15,18,38,59,72,145,0,4,406,15,4,4,5,13,8,11,0,0,57,40,14,6,10,28,7,12,0,0,117,48,11,7,11,20,25,15,0,0,132,26,10,8,12,16,15,5,0,0,98,163,68,87,103,123,156,169,7,4,877,20,8,4,0,10,11,27,0,0,84,58,21,20,14,21,16,17,5,0,170,45,14,26,17,18,24,42,0,0,187,207,59,105,107,139,159,149,4,3,940,9,7,5,0,6,10,11,0,0,36,26,4,14,11,23,22,15,0,0,125,38,13,18,17,38,41,35,0,18,223
121041416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,6,10,9,9,12,16,0,0,70,0,0,0,0,0,0,0,0,0,4,33,14,11,15,14,31,27,0,4,142,15,0,0,3,6,4,5,0,0,39,35,20,23,35,54,73,107,4,6,361,45,13,26,41,76,80,146,0,5,435,34,4,12,24,17,10,16,0,7,117,19,3,13,12,14,16,19,0,0,90,41,10,17,18,16,19,13,0,0,134,53,10,11,16,28,15,5,0,0,139,154,57,118,127,147,131,168,9,5,915,21,10,5,9,7,13,19,0,0,82,30,12,11,22,15,15,9,0,0,107,84,16,29,22,34,17,35,0,0,238,88,20,36,34,58,74,161,0,0,479,11,3,0,3,3,6,5,0,0,32,20,3,7,12,14,21,27,0,0,101,26,8,11,14,17,20,50,0,12,167
121041417,15,4,4,6,8,3,12,0,0,51,28,9,13,21,27,21,19,0,3,134,108,46,75,96,104,112,103,6,8,667,14,3,13,23,25,44,39,0,0,175,330,120,180,219,355,405,434,18,13,2071,167,83,127,133,185,224,213,15,5,1155,117,32,75,91,130,153,187,3,6,790,85,31,68,66,109,137,218,0,3,725,122,44,52,88,107,111,102,0,3,629,593,251,401,497,697,805,607,8,19,3876,708,294,443,463,562,578,536,16,20,3615,94,19,42,41,55,51,32,0,6,327,1203,480,816,1045,1547,2303,3248,101,36,10781,155,68,86,117,162,232,415,0,3,1249,129,35,50,61,57,61,44,0,4,437,217,66,82,120,142,120,101,0,9,852,122,62,54,76,111,130,116,0,4,678,33,12,24,31,33,27,46,0,0,203,98,40,41,60,77,68,77,0,6,457,168,65,119,175,257,306,363,14,61,1540
121041688,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,10,7,3,4,6,5,10,0,0,34,0,0,0,0,0,0,0,0,0,4,17,3,7,10,14,7,14,0,5,80,6,0,0,5,0,0,0,0,0,19,44,19,18,24,36,41,88,0,0,275,14,9,8,29,26,23,100,0,0,194,3,3,0,0,0,5,0,0,0,23,7,0,5,0,0,0,4,0,0,11,33,4,9,12,11,3,4,0,0,75,18,5,7,0,11,3,0,0,0,41,59,10,19,23,27,27,33,0,0,193,14,0,6,5,4,7,11,0,6,53,5,0,4,5,0,4,0,0,0,16,44,19,20,18,19,24,19,0,0,161,56,10,25,4,23,40,58,0,0,223,4,0,0,4,0,0,4,0,0,18,14,0,9,11,11,13,6,0,4,64,15,9,4,8,10,8,13,0,3,65
121041689,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,3,0,4,5,5,7,0,0,20,0,0,0,0,0,0,0,0,0,0,27,3,5,8,10,19,14,0,0,92,9,0,0,7,6,3,5,0,0,33,37,11,12,17,18,14,34,0,0,147,22,14,8,24,43,48,117,0,4,280,4,0,0,4,0,0,0,0,0,18,11,3,3,5,4,4,0,0,0,24,41,7,6,17,14,9,8,0,0,105,30,7,3,10,9,9,0,0,0,81,84,16,34,43,25,32,24,0,0,256,7,6,8,5,4,5,13,0,0,49,46,10,15,17,17,12,6,0,0,120,36,7,16,23,30,33,36,0,0,179,63,24,23,16,34,46,96,0,4,305,30,12,20,19,14,17,15,0,0,125,21,6,13,5,21,11,27,0,0,100,26,6,5,19,11,16,20,0,6,110
122011418,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,4,5,9,8,15,0,0,59,0,0,0,0,0,0,0,0,0,0,27,7,7,13,23,12,10,0,6,99,19,3,11,6,4,5,4,0,0,45,78,20,27,39,57,51,87,0,0,356,18,3,10,22,47,34,58,0,0,197,10,4,6,8,3,0,4,0,0,30,7,0,6,5,12,5,12,0,0,44,36,14,4,16,12,6,4,0,0,92,20,0,9,7,3,10,8,0,0,61,79,32,56,47,39,22,14,0,0,292,22,8,12,11,4,3,11,0,0,70,21,3,7,0,5,0,3,0,3,41,60,7,18,19,30,30,25,0,0,194,81,16,21,28,34,42,96,0,0,318,10,5,5,3,16,3,0,0,0,46,15,5,4,8,21,14,23,0,0,95,24,9,15,17,19,22,25,0,8,139
122011419,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,7,4,3,0,4,3,10,0,0,44,12,4,3,0,3,4,6,0,0,36,33,10,10,14,14,29,38,0,0,163,9,0,4,4,3,4,10,0,0,35,44,14,20,33,51,45,94,0,0,304,49,22,33,59,116,120,297,7,7,705,8,0,0,3,8,6,17,0,0,48,11,0,5,9,10,12,13,0,0,67,47,10,18,14,18,29,26,0,0,161,18,3,7,4,14,4,3,0,6,60,101,24,50,85,85,118,157,9,5,627,17,9,11,10,12,16,34,0,4,106,40,4,17,12,13,10,10,0,0,117,52,17,34,35,44,39,53,0,0,284,93,26,37,50,64,48,92,0,3,415,10,0,0,6,0,13,8,0,0,45,17,3,10,11,20,16,37,0,5,124,29,9,10,11,33,27,59,4,5,186
122021420,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,4,4,4,4,4,8,0,0,31,0,0,0,0,0,0,0,0,0,0,35,12,14,14,11,13,25,0,0,119,4,0,3,4,5,0,0,0,0,12,34,8,8,19,15,11,27,0,0,122,22,5,14,20,32,25,29,0,4,149,7,0,0,0,0,0,0,0,0,14,13,0,5,10,3,0,5,0,0,30,14,6,5,4,6,0,3,0,0,31,12,0,5,0,4,0,0,0,5,30,65,16,17,21,15,14,4,0,0,163,15,4,6,4,4,4,8,0,0,51,7,0,0,4,0,0,4,0,0,14,31,8,5,15,12,8,3,0,0,84,35,9,13,5,17,19,37,0,0,134,12,0,0,3,0,3,4,0,0,24,9,3,4,6,0,4,9,0,0,30,11,0,3,10,6,7,5,0,0,49
122021421,7,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10,0,7,4,0,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,37,6,8,14,12,15,19,0,3,107,5,0,0,7,0,0,0,0,0,15,16,0,0,5,4,3,4,0,0,38,8,0,0,5,9,17,17,0,0,62,9,0,0,4,3,0,0,0,0,11,10,0,3,5,0,0,0,0,0,15,8,3,5,4,0,0,0,0,0,20,7,3,0,0,0,4,0,0,0,19,53,10,19,14,14,13,5,0,0,133,6,0,4,0,3,0,3,0,0,27,4,0,0,0,0,0,0,0,0,10,27,0,3,7,5,13,5,0,0,61,34,8,8,15,20,22,40,3,0,139,11,4,0,3,0,4,0,0,0,23,13,0,0,5,0,5,5,0,0,34,17,0,0,4,7,0,5,0,0,38
122021422,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,9,0,0,3,3,10,5,0,0,30,0,0,0,0,0,0,0,0,0,3,31,6,23,8,8,18,11,0,0,111,3,0,0,0,0,0,0,0,0,12,13,0,5,11,9,10,17,0,0,70,23,4,9,19,22,23,31,0,6,140,10,0,0,0,0,0,0,0,0,14,14,0,7,3,0,0,0,0,0,28,11,0,6,0,4,0,3,0,0,32,6,3,0,0,0,0,0,0,0,19,59,15,25,23,16,15,8,0,0,164,15,5,4,0,4,6,8,0,0,38,0,0,0,0,0,0,0,0,0,3,23,13,9,7,9,10,6,0,0,62,23,6,3,9,3,5,0,0,0,48,0,0,0,0,4,0,5,0,0,16,10,6,6,0,3,11,4,0,0,31,9,0,11,5,0,7,0,0,0,41
122021690,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,134,47,69,79,104,93,93,0,3,632,0,0,4,3,0,0,4,0,0,16,65,14,27,35,34,35,59,0,6,269,60,13,15,19,24,10,9,0,0,155,96,20,43,44,75,66,111,0,0,447,28,7,14,25,37,36,47,0,4,192,50,15,16,14,27,11,9,0,0,149,9,4,3,6,9,0,8,0,0,35,35,3,11,12,6,4,4,0,0,86,15,7,6,3,8,0,5,0,0,34,66,12,41,33,35,35,28,0,5,260,23,4,10,12,15,14,22,0,3,101,17,0,4,5,3,0,0,0,0,39,40,7,11,21,25,26,15,0,0,139,179,50,78,102,117,103,193,0,3,832,4,7,0,3,0,5,0,0,0,23,37,12,18,12,21,23,4,0,0,133,62,25,21,42,34,28,52,0,10,278
122021691,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,5,5,7,10,4,12,0,0,50,0,0,0,0,0,0,3,0,0,3,31,0,11,10,11,10,4,0,3,77,5,8,0,0,3,3,0,0,0,19,44,18,19,17,39,23,73,0,3,237,14,0,5,3,19,14,16,0,0,71,6,0,0,3,0,0,0,0,0,15,4,0,3,8,6,0,0,0,0,26,4,0,5,4,7,4,0,0,0,20,11,0,4,0,6,0,0,0,0,14,21,6,20,13,16,7,11,0,0,102,7,0,3,4,3,0,13,0,0,31,19,6,5,4,9,9,8,0,0,67,28,6,9,22,18,12,4,0,4,100,28,4,13,10,14,22,26,0,0,122,0,3,0,0,0,3,4,0,0,14,24,0,4,8,7,7,7,0,0,61,11,8,7,7,13,5,8,0,0,55
122031424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,4,19,4,4,10,8,7,5,0,6,64,0,0,0,0,3,0,0,0,0,9,17,3,4,8,10,15,15,0,3,73,4,3,0,11,8,3,10,0,0,39,10,0,6,0,0,0,0,0,0,18,0,0,3,4,6,0,0,0,0,13,11,0,3,0,3,8,3,0,0,33,3,0,0,3,0,0,0,0,0,11,33,5,9,13,12,0,3,0,0,82,15,4,0,0,4,7,13,0,0,48,6,3,0,4,0,0,0,0,0,16,23,3,3,10,6,0,3,0,0,59,31,6,12,8,29,16,33,0,0,137,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,0,0,24,8,0,4,6,0,0,3,0,0,29
122031425,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,74,26,23,33,30,32,33,0,4,246,7,0,8,3,4,3,7,0,0,30,34,15,21,20,22,18,28,0,4,162,14,6,5,9,3,3,4,0,0,41,8,0,0,5,4,7,7,0,0,39,15,6,4,0,6,4,10,0,0,44,9,9,0,0,6,5,14,0,0,42,3,0,4,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,13,18,5,8,18,13,13,12,0,0,83,21,5,5,4,6,8,3,0,5,53,20,5,3,15,5,10,7,0,0,72,24,0,4,12,5,7,8,0,0,61,11,7,7,15,20,7,10,0,0,76,5,5,3,4,6,4,0,0,0,30,9,0,0,6,0,7,4,0,0,28,24,8,11,8,11,8,17,0,0,84
