POW_SA2_CODE_2021,M_Tot_H_0,M_Tot_H_1_19,M_Tot_H_20_29,M_Tot_H_30_34,M_Tot_H_35_39,M_Tot_H_40_44,M_Tot_H_45_49,M_Tot_H_50ov,M_Tot_H_NS,M_Tot_H_Tot,F_AgFF_H_0,F_AgFF_H_1_19,F_AgFF_H_20_29,F_AgFF_H_30_34,F_AgFF_H_35_39,F_AgFF_H_40_44,F_AgFF_H_45_49,F_AgFF_H_50ov,F_AgFF_H_NS,F_AgFF_H_Tot,F_Min_H_0,F_Min_H_1_19,F_Min_H_20_29,F_Min_H_30_34,F_Min_H_35_39,F_Min_H_40_44,F_Min_H_45_49,F_Min_H_50ov,F_Min_H_NS,F_Min_H_Tot,F_Mnf_H_0,F_Mnf_H_1_19,F_Mnf_H_20_29,F_Mnf_H_30_34,F_Mnf_H_35_39,F_Mnf_H_40_44,F_Mnf_H_45_49,F_Mnf_H_50ov,F_Mnf_H_NS,F_Mnf_H_Tot,F_EGWWS_H_0,F_EGWWS_H_1_19,F_EGWWS_H_20_29,F_EGWWS_H_30_34,F_EGWWS_H_35_39,F_EGWWS_H_40_44,F_EGWWS_H_45_49,F_EGWWS_H_50ov,F_EGWWS_H_NS,F_EGWWS_H_Tot,F_Const_H_0,F_Const_H_1_19,F_Const_H_20_29,F_Const_H_30_34,F_Const_H_35_39,F_Const_H_40_44,F_Const_H_45_49,F_Const_H_50ov,F_Const_H_NS,F_Const_H_Tot,F_WST_H_0,F_WST_H_1_19,F_WST_H_20_29,F_WST_H_30_34,F_WST_H_35_39,F_WST_H_40_44,F_WST_H_45_49,F_WST_H_50ov,F_WST_H_NS,F_WST_H_Tot,F_RetT_H_0,F_RetT_H_1_19,F_RetT_H_20_29,F_RetT_H_30_34,F_RetT_H_35_39,F_RetT_H_40_44,F_RetT_H_45_49,F_RetT_H_50ov,F_RetT_H_NS,F_RetT_H_Tot,F_AcFd_H_0,F_AcFd_H_1_19,F_AcFd_H_20_29,F_AcFd_H_30_34,F_AcFd_H_35_39,F_AcFd_H_40_44,F_AcFd_H_45_49,F_AcFd_H_50ov,F_AcFd_H_NS,F_AcFd_H_Tot,F_TPW_H_0,F_TPW_H_1_19,F_TPW_H_20_29,F_TPW_H_30_34,F_TPW_H_35_39,F_TPW_H_40_44,F_TPW_H_45_49,F_TPW_H_50ov,F_TPW_H_NS,F_TPW_H_Tot,F_IMT_H_0,F_IMT_H_1_19,F_IMT_H_20_29,F_IMT_H_30_34,F_IMT_H_35_39,F_IMT_H_40_44,F_IMT_H_45_49,F_IMT_H_50ov,F_IMT_H_NS,F_IMT_H_Tot,F_FinIns_H_0,F_FinIns_H_1_19,F_FinIns_H_20_29,F_FinIns_H_30_34,F_FinIns_H_35_39,F_FinIns_H_40_44,F_FinIns_H_45_49,F_FinIns_H_50ov,F_FinIns_H_NS,F_FinIns_H_Tot,F_RHRE_H_0,F_RHRE_H_1_19,F_RHRE_H_20_29,F_RHRE_H_30_34,F_RHRE_H_35_39,F_RHRE_H_40_44,F_RHRE_H_45_49,F_RHRE_H_50ov,F_RHRE_H_NS,F_RHRE_H_Tot,F_ProSTS_H_0,F_ProSTS_H_1_19,F_ProSTS_H_20_29,F_ProSTS_H_30_34,F_ProSTS_H_35_39,F_ProSTS_H_40_44,F_ProSTS_H_45_49,F_ProSTS_H_50ov,F_ProSTS_H_NS,F_ProSTS_H_Tot,F_AdSup_H_0,F_AdSup_H_1_19,F_AdSup_H_20_29,F_AdSup_H_30_34,F_AdSup_H_35_39,F_AdSup_H_40_44,F_AdSup_H_45_49,F_AdSup_H_50ov,F_AdSup_H_NS,F_AdSup_H_Tot,F_PubAS_H_0,F_PubAS_H_1_19,F_PubAS_H_20_29,F_PubAS_H_30_34,F_PubAS_H_35_39,F_PubAS_H_40_44,F_PubAS_H_45_49,F_PubAS_H_50ov,F_PubAS_H_NS,F_PubAS_H_Tot,F_EdTrn_H_0,F_EdTrn_H_1_19,F_EdTrn_H_20_29,F_EdTrn_H_30_34,F_EdTrn_H_35_39,F_EdTrn_H_40_44,F_EdTrn_H_45_49,F_EdTrn_H_50ov,F_EdTrn_H_NS,F_EdTrn_H_Tot,F_HltHC_SA_H_0,F_HltHC_SA_H_1_19,F_HltHC_SA_H_20_29,F_HltHC_SA_H_30_34,F_HltHC_SA_H_35_39,F_HltHC_SA_H_40_44,F_HltHC_SA_H_45_49,F_HltHC_SA_H_50ov,F_HltHC_SA_H_NS,F_HltHC_SA_H_Tot,F_ArtsR_H_0,F_ArtsR_H_1_19,F_ArtsR_H_20_29,F_ArtsR_H_30_34,F_ArtsR_H_35_39,F_ArtsR_H_40_44,F_ArtsR_H_45_49,F_ArtsR_H_50ov,F_ArtsR_H_NS,F_ArtsR_H_Tot,F_OthSvs_H_0,F_OthSvs_H_1_19,F_OthSvs_H_20_29,F_OthSvs_H_30_34,F_OthSvs_H_35_39,F_OthSvs_H_40_44,F_OthSvs_H_45_49,F_OthSvs_H_50ov,F_OthSvs_H_NS,F_OthSvs_H_Tot
101021007,20,82,63,39,77,133,61,231,22,716,5,14,19,11,11,22,3,13,0,97,0,0,0,0,0,0,0,5,0,11,0,6,7,0,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,13,0,0,0,6,0,5,0,0,0,9,4,20,9,10,3,10,0,4,0,69,7,30,13,4,6,8,7,5,0,80,0,3,9,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,9,0,3,9,5,3,3,0,3,0,32,0,10,3,4,3,0,0,3,0,22,0,0,3,0,6,5,0,0,0,30,4,13,11,21,11,6,3,9,0,82,6,11,13,14,9,17,4,7,0,86,0,6,6,0,0,4,0,5,0,20,0,4,4,0,0,0,0,0,0,15
101021008,13,57,24,26,114,174,44,112,10,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,6,0,0,0,26,0,0,0,0,0,3,0,0,0,6,0,13,7,5,3,3,0,0,0,32,0,7,5,0,0,0,0,4,0,23,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,6,0,4,3,0,0,4,0,21,0,4,0,0,4,3,0,0,0,12,0,0,0,0,7,4,0,0,0,8,8,22,15,19,25,19,14,24,0,147,4,12,3,6,10,13,5,3,0,59,0,5,6,4,0,0,4,0,0,19,0,3,0,0,0,0,0,0,0,11
101021009,88,274,240,120,598,567,207,359,38,2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,11,3,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,6,4,4,13,10,0,4,3,37,0,0,0,5,3,4,0,0,0,15,14,91,68,31,57,27,6,0,0,303,4,80,50,24,35,19,5,9,10,240,3,3,0,0,7,4,0,0,0,16,0,0,3,0,3,0,0,0,0,10,0,4,7,0,18,6,0,0,0,39,0,5,3,5,29,19,5,3,0,67,3,12,16,8,26,31,12,13,0,120,3,16,10,10,26,12,7,3,0,75,19,19,32,22,208,93,36,29,5,462,24,60,52,55,93,65,24,56,0,440,63,116,172,125,246,187,31,62,3,1010,5,7,8,3,11,3,3,0,0,43,7,26,11,7,25,17,12,5,0,101
101021010,54,170,150,99,406,639,234,495,41,2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,18,6,30,18,3,3,0,105,0,0,0,0,0,0,0,0,0,6,3,6,20,12,31,24,9,14,0,107,0,0,0,0,3,8,3,0,4,30,3,35,13,12,16,7,3,0,0,88,10,60,26,10,15,6,4,3,0,130,4,3,7,6,9,3,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,12,6,8,9,0,4,9,0,7,0,37,0,4,8,7,9,0,3,0,0,26,8,3,4,3,22,13,0,3,0,51,5,12,21,6,7,11,10,10,0,78,13,11,9,7,20,6,0,7,4,76,0,4,0,0,0,0,0,0,0,9,6,8,4,0,3,15,0,3,0,45
101021012,49,152,114,70,270,537,169,385,22,1771,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,7,11,16,16,0,6,0,64,0,0,0,0,0,3,0,3,0,6,0,4,11,9,16,14,0,9,0,72,0,0,0,0,0,5,0,5,0,13,6,29,26,8,13,5,9,0,0,100,8,39,10,0,8,5,0,3,0,76,0,4,0,5,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,12,0,0,5,0,3,0,0,0,0,11,0,0,3,5,4,4,0,4,0,17,0,12,8,10,10,5,0,3,0,52,3,7,3,4,4,5,3,0,0,28,0,0,3,0,11,13,0,0,0,34,7,26,17,17,19,26,8,16,0,136,3,16,18,23,21,15,7,5,0,104,0,0,5,3,0,0,0,0,0,10,9,10,5,10,15,8,5,3,0,60
101021610,8,36,29,13,58,92,32,49,8,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,4,6,10,3,0,0,27,0,0,0,0,0,0,0,0,0,3,0,13,5,4,3,0,0,0,0,30,0,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,17,0,4,6,0,0,0,0,0,0,10,0,0,0,0,17,0,0,0,0,21,0,7,13,8,16,12,4,7,0,74,6,5,10,3,9,0,0,4,0,35,0,0,4,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,0,17
101021611,84,198,120,99,252,529,193,442,35,1942,6,23,18,8,19,12,0,11,0,106,0,0,0,0,0,0,0,4,0,6,0,10,3,0,0,5,0,4,0,29,0,0,0,0,0,8,0,0,0,11,5,23,11,3,19,11,6,3,0,82,0,0,5,0,0,0,0,0,0,10,4,30,18,11,10,5,4,10,0,94,9,65,16,9,9,7,0,4,0,123,0,4,4,5,0,3,0,5,0,28,0,0,0,0,0,3,0,0,0,6,0,0,5,4,3,7,0,0,0,24,0,5,6,0,7,0,0,9,0,23,3,22,17,10,10,17,9,8,0,103,0,14,5,5,0,3,0,0,0,31,14,9,7,8,48,81,37,34,0,235,4,40,21,15,24,19,7,19,0,150,0,19,15,8,7,12,7,13,0,80,0,3,4,0,4,3,0,4,0,24,0,25,13,7,5,9,5,8,0,66
101031013,19,38,38,20,76,137,61,181,16,588,0,16,7,8,10,13,8,15,0,85,0,0,0,0,0,0,0,0,0,4,0,4,10,5,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,5,0,0,3,0,0,0,9,0,18,13,4,14,13,0,3,0,75,3,12,11,3,0,0,0,4,0,33,0,0,4,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,4,0,3,0,18,0,3,4,0,3,0,0,0,0,10,0,0,0,0,8,0,3,0,0,18,3,11,12,13,17,14,3,9,0,73,12,9,17,16,13,16,0,8,0,88,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6
101031014,67,198,158,98,415,425,122,494,40,2018,0,0,0,0,5,3,6,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,0,17,13,5,8,10,31,31,9,8,0,117,0,9,5,4,7,14,15,19,0,72,0,8,3,5,9,17,0,0,0,37,25,81,64,46,60,32,17,22,5,352,5,66,40,14,16,15,10,16,3,183,0,8,13,3,11,3,5,3,0,40,0,5,6,0,3,4,0,0,0,16,0,0,3,4,7,8,0,0,0,25,0,3,8,6,9,14,0,3,0,37,3,5,16,9,27,20,4,9,0,102,5,17,13,7,9,8,0,0,0,57,19,12,19,14,95,36,5,10,0,215,10,49,52,42,56,32,12,43,3,292,24,59,70,69,95,67,20,33,0,429,0,7,0,0,3,0,0,0,0,13,4,15,5,5,9,16,0,0,0,49
101031015,17,35,35,24,38,90,36,185,0,469,4,20,16,7,6,18,4,29,0,100,0,0,0,0,0,0,0,0,0,7,0,3,7,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,5,0,0,0,15,0,23,11,5,0,3,3,6,0,52,0,3,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,11,5,0,4,0,0,5,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4
101031016,98,420,388,252,400,469,187,505,48,2769,5,10,8,0,3,10,4,22,0,57,0,0,0,0,0,0,0,0,0,6,0,10,9,7,0,0,0,4,0,28,0,0,0,0,0,0,0,0,0,3,0,10,9,3,8,3,0,5,0,42,0,7,4,0,0,6,0,0,0,23,5,46,22,18,29,20,9,9,0,157,23,217,207,105,92,85,44,104,7,881,3,14,12,5,12,4,3,4,0,61,0,0,0,0,0,0,0,0,0,7,0,3,5,3,0,4,0,0,0,21,0,15,10,4,16,19,5,4,0,79,0,8,11,9,4,7,5,12,0,68,7,39,28,12,12,9,0,0,0,104,7,8,15,9,33,15,4,0,0,94,14,52,46,35,39,26,11,59,3,285,3,27,31,24,16,19,6,15,0,141,14,72,88,35,74,48,12,15,0,357,0,13,9,0,10,7,0,7,0,53
101041017,126,288,208,171,566,508,145,327,65,2397,0,3,0,3,7,0,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,11,9,3,13,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,15,15,11,15,16,0,11,0,84,0,7,4,3,13,0,0,3,0,35,36,128,90,57,81,36,12,13,4,460,36,122,46,30,39,20,4,16,6,317,0,7,11,4,10,8,0,7,0,40,0,3,0,0,3,0,0,0,0,11,0,5,13,4,19,8,0,9,0,60,5,8,3,0,28,12,3,3,0,62,5,17,11,5,25,16,0,10,0,81,7,15,13,9,21,11,0,0,3,84,17,14,37,29,87,36,10,7,0,246,9,37,21,23,28,17,4,27,0,162,27,72,113,66,102,76,13,25,0,488,0,5,3,0,4,0,0,0,0,18,3,8,25,13,16,18,4,5,0,98
101041018,22,91,72,60,99,141,21,76,16,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,8,38,17,7,8,11,0,0,0,85,16,32,11,9,3,8,0,3,0,87,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,4,5,6,8,4,5,8,0,30,0,9,9,0,3,5,0,0,0,36,0,12,3,3,9,4,0,4,0,31,0,0,5,0,3,0,0,0,0,11,5,27,40,25,24,25,13,24,3,183,13,35,43,41,55,17,4,8,0,217,0,8,0,0,0,0,0,0,0,9,5,6,4,6,6,10,3,0,0,33
101041019,119,277,209,180,555,621,163,333,75,2521,0,12,6,9,0,0,0,4,0,28,0,0,0,0,0,0,0,0,0,0,18,15,21,11,44,49,27,17,0,197,0,0,0,0,8,0,0,0,0,9,0,12,11,0,15,6,0,0,0,43,0,5,8,6,7,0,0,0,0,28,16,110,80,44,50,42,9,8,5,358,15,81,36,16,19,11,0,21,6,206,0,13,13,0,11,3,0,0,0,43,0,0,4,3,4,3,0,0,0,18,5,8,6,7,13,9,0,4,0,59,0,7,3,0,12,0,6,4,0,31,10,28,17,15,30,14,4,14,0,134,0,25,8,8,19,23,0,0,0,76,13,21,31,12,94,23,13,13,8,233,19,77,71,35,54,49,15,38,0,352,75,131,247,148,191,160,41,65,8,1081,0,9,3,4,3,0,0,0,0,20,5,12,10,7,13,11,3,7,0,73
101041020,40,131,100,87,124,172,50,264,28,982,11,38,31,19,3,21,12,52,5,187,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,6,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,9,5,0,3,0,0,0,0,28,0,3,0,0,3,0,0,0,0,7,0,16,10,5,4,0,0,5,0,37,0,22,8,0,0,9,0,3,4,50,0,4,3,0,0,0,0,0,0,14,0,4,0,0,0,3,0,0,0,5,0,0,4,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,14,0,0,6,0,5,0,48,3,10,6,0,0,0,0,0,0,20,0,3,8,0,5,5,0,3,0,22,6,25,15,8,9,11,5,6,0,91,0,19,12,14,6,4,0,5,0,64,0,0,5,0,5,5,0,0,0,18,0,9,0,3,6,0,0,3,0,19
101041021,18,61,42,37,64,98,20,49,7,398,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,3,0,0,0,18,0,3,0,0,0,0,0,0,0,3,0,14,0,3,8,0,0,0,0,31,3,33,9,10,11,6,0,0,0,77,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,7,3,5,3,0,0,0,0,19,0,5,6,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,5,20,22,28,28,28,5,19,4,166,11,23,48,33,27,12,7,4,0,159,0,0,0,4,0,3,0,0,0,9,0,3,0,0,4,0,0,0,0,11
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,31,91,64,37,144,140,41,152,13,714,0,8,4,0,8,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,4,0,4,0,0,0,0,14,7,20,23,14,16,3,3,8,3,90,18,38,18,11,11,12,0,6,5,107,0,3,0,4,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,6,7,6,3,0,0,3,0,27,0,6,4,0,5,3,0,3,0,18,0,5,0,3,11,0,0,0,0,20,5,16,15,16,15,25,9,11,3,110,9,25,39,16,22,3,3,6,0,135,0,0,0,0,0,0,0,0,0,11,5,7,3,3,9,4,0,0,0,31
101041024,28,61,51,36,74,98,17,107,13,484,0,7,3,0,0,9,0,5,0,37,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,11,7,3,6,4,0,4,0,38,9,29,14,0,6,5,3,4,0,68,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,3,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,13,0,0,0,0,6,4,0,0,0,9,3,5,3,8,6,3,0,6,0,29,6,12,16,3,3,8,0,0,0,45,5,8,3,0,12,3,0,0,0,25,0,4,0,0,0,0,6,0,0,18
101041025,73,307,189,145,348,396,110,287,42,1893,5,5,6,6,0,0,0,6,0,30,0,0,0,0,0,0,0,0,0,0,0,18,15,9,9,4,3,0,0,67,0,0,0,0,0,0,0,0,0,4,0,15,11,6,0,10,0,3,0,48,0,3,0,6,10,6,0,4,0,29,23,132,100,32,57,28,9,16,5,393,31,143,66,43,35,31,5,16,4,376,4,3,11,5,3,6,0,7,0,39,4,4,4,0,0,4,0,5,0,22,0,8,10,8,12,8,0,0,0,52,3,6,6,7,7,5,0,4,0,41,5,25,24,15,23,16,0,12,0,113,0,31,14,4,9,6,0,0,6,67,3,8,14,6,16,7,3,0,0,53,10,52,40,37,40,38,12,17,0,244,16,69,103,75,94,60,5,22,5,446,4,10,7,4,0,5,0,0,0,29,8,28,11,13,14,14,0,4,0,92
101041026,82,248,154,143,423,402,97,217,33,1808,0,6,0,0,3,4,0,3,0,14,0,0,0,0,0,0,0,0,0,4,0,9,7,6,5,5,6,0,0,33,0,7,3,0,6,5,0,0,0,17,0,8,6,3,4,12,0,4,0,42,0,0,0,0,0,7,0,0,0,13,15,70,52,24,44,12,4,5,0,226,9,60,18,5,5,15,0,8,0,126,3,9,5,0,4,3,5,0,0,27,4,6,6,5,29,11,6,0,0,64,5,3,6,3,0,0,0,4,0,19,0,3,0,3,5,3,0,0,0,18,3,26,18,7,25,9,3,12,0,101,3,24,7,9,5,3,0,3,0,62,20,20,39,21,106,19,4,0,0,239,18,39,29,23,30,26,13,22,5,204,42,100,139,99,126,90,21,29,4,664,0,5,3,0,5,6,0,6,0,24,0,16,10,5,16,3,0,4,0,52
101041027,59,240,159,101,274,269,70,169,47,1382,0,5,5,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,13,9,4,5,3,0,0,0,39,0,0,5,0,0,0,0,0,0,5,0,6,7,3,12,12,0,0,0,39,0,3,3,0,0,3,0,0,0,8,20,69,53,27,39,17,0,9,6,244,16,113,48,21,26,21,4,17,3,272,3,8,9,3,5,0,0,0,0,24,0,0,4,0,4,0,0,0,0,13,0,0,6,0,5,6,0,0,0,18,0,8,7,5,11,0,6,3,0,42,0,20,23,4,25,5,6,5,0,77,5,16,3,4,7,0,0,4,0,44,3,6,7,3,10,4,0,4,0,44,10,37,41,28,27,24,12,24,5,205,16,54,59,52,58,35,7,16,3,291,3,11,4,0,3,9,0,3,0,37,7,16,19,4,10,0,0,5,0,60
101051539,190,509,380,246,1252,1222,371,839,107,5118,0,10,4,9,11,12,3,4,0,41,0,0,0,0,0,0,0,0,0,4,6,34,17,12,59,27,9,12,3,183,0,3,0,0,3,3,0,3,0,16,3,11,13,13,17,16,8,10,0,98,3,7,9,6,16,14,3,6,0,68,58,192,150,74,157,73,20,30,8,761,42,209,85,45,57,33,14,21,5,516,7,20,23,9,17,11,3,7,0,93,0,9,4,0,18,3,0,0,0,42,4,5,17,11,28,22,9,4,0,97,5,10,7,9,19,17,4,8,0,77,3,25,38,23,68,31,14,21,0,219,6,48,46,21,40,20,11,12,0,201,46,24,47,34,262,104,28,23,3,565,49,119,100,106,147,115,40,88,0,762,98,211,349,242,403,338,69,96,21,1830,3,17,8,0,8,3,0,6,4,48,10,32,44,17,48,29,8,18,0,210
101051540,74,233,158,102,333,485,180,805,54,2430,15,66,51,28,26,65,18,72,3,331,0,3,0,6,4,3,0,0,0,24,4,7,10,5,13,4,0,3,0,51,0,0,0,0,3,3,0,0,0,12,5,14,10,6,12,12,0,5,0,59,0,4,0,0,0,4,0,0,0,18,4,38,43,11,20,26,4,11,5,154,14,45,21,9,8,8,0,10,0,111,0,10,7,3,9,7,3,4,0,44,0,0,0,0,0,0,0,5,0,14,0,3,6,3,4,3,0,10,0,23,0,0,5,0,0,0,0,3,0,11,8,13,17,8,18,14,6,5,0,80,0,18,10,3,0,8,0,5,0,43,6,8,0,3,25,9,0,6,0,53,9,40,29,21,25,22,7,25,4,176,17,57,49,28,32,39,3,20,5,256,7,5,4,3,3,0,0,0,0,21,4,13,6,7,12,7,0,9,0,60
101061541,49,174,79,51,227,248,82,236,25,1169,3,3,3,0,0,4,0,3,0,17,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,17,0,0,0,0,7,0,0,0,0,7,0,3,8,3,4,12,0,0,0,32,3,4,0,0,7,11,0,0,0,22,11,62,38,16,17,18,10,4,0,166,12,74,31,16,12,12,3,6,3,165,0,4,4,0,0,8,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,3,0,0,0,16,0,3,0,0,6,0,5,4,0,21,0,13,21,12,20,15,0,7,0,89,5,13,6,0,3,0,0,0,0,32,8,4,8,3,33,16,3,8,0,85,4,28,34,20,26,38,15,35,0,204,21,52,83,38,70,31,7,36,4,345,0,9,0,0,0,0,0,0,0,8,4,14,7,0,7,4,0,0,0,44
101061542,54,201,116,91,189,347,108,400,17,1520,15,64,52,34,26,48,8,45,7,289,0,3,0,0,0,0,0,4,0,4,10,31,9,12,3,3,3,6,0,75,0,0,0,0,0,0,0,0,0,3,3,11,17,0,8,7,3,7,0,63,0,0,0,0,0,0,0,0,0,7,4,16,17,0,9,4,3,4,0,57,12,64,27,6,13,15,7,15,0,146,0,3,4,5,0,0,0,0,0,13,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,3,0,13,0,12,13,4,10,17,0,8,0,61,3,21,7,0,0,5,0,3,0,39,0,4,4,0,5,8,0,6,0,29,4,38,23,16,7,17,4,27,4,144,3,26,30,8,16,4,0,3,0,92,0,9,3,4,6,0,5,3,0,27,6,15,15,13,10,6,5,7,0,61
101061543,77,197,130,106,492,577,183,418,56,2229,3,9,16,16,16,21,8,21,0,104,0,0,0,0,0,0,0,0,0,3,3,16,17,6,18,19,0,11,0,83,0,0,4,0,6,0,0,0,0,8,0,18,9,4,11,9,3,3,0,55,0,5,5,0,9,10,0,4,0,40,26,125,76,41,60,38,21,22,7,409,11,85,37,24,24,21,3,10,3,217,0,11,7,3,4,8,4,3,0,36,0,0,4,0,3,3,0,0,0,9,6,6,12,10,32,12,13,0,0,95,0,6,5,3,10,5,0,0,0,26,0,17,23,11,26,19,0,8,0,106,3,22,8,10,14,10,6,0,0,69,14,12,18,8,41,16,4,10,0,111,15,51,46,45,64,51,25,41,9,349,42,93,117,92,123,100,8,35,6,612,0,4,4,0,0,0,0,0,0,11,6,21,21,12,24,13,0,7,3,104
101061544,39,109,72,73,178,311,108,457,34,1391,15,54,49,25,32,51,19,61,11,307,0,0,0,0,0,0,0,0,0,5,0,9,7,5,0,7,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,6,4,0,0,21,0,6,0,0,3,0,0,0,0,12,9,21,12,6,8,3,0,7,0,65,6,25,12,8,11,7,0,8,0,75,0,3,4,3,3,5,0,0,0,22,0,3,0,3,0,0,0,0,0,8,0,0,4,8,6,5,0,3,0,19,0,0,0,0,3,0,0,0,0,3,0,6,10,3,10,3,4,0,0,35,5,8,9,4,4,5,3,3,0,35,0,5,3,3,11,0,0,3,0,30,3,25,28,20,29,18,9,16,3,152,11,25,22,27,25,36,10,10,0,172,0,4,0,0,0,0,0,5,0,9,0,6,7,0,3,5,0,0,0,25
