POW_SA2_CODE_2021,M_Tot_H_0,M_Tot_H_1_19,M_Tot_H_20_29,M_Tot_H_30_34,M_Tot_H_35_39,M_Tot_H_40_44,M_Tot_H_45_49,M_Tot_H_50ov,M_Tot_H_NS,M_Tot_H_Tot,F_AgFF_H_0,F_AgFF_H_1_19,F_AgFF_H_20_29,F_AgFF_H_30_34,F_AgFF_H_35_39,F_AgFF_H_40_44,F_AgFF_H_45_49,F_AgFF_H_50ov,F_AgFF_H_NS,F_AgFF_H_Tot,F_Min_H_0,F_Min_H_1_19,F_Min_H_20_29,F_Min_H_30_34,F_Min_H_35_39,F_Min_H_40_44,F_Min_H_45_49,F_Min_H_50ov,F_Min_H_NS,F_Min_H_Tot,F_Mnf_H_0,F_Mnf_H_1_19,F_Mnf_H_20_29,F_Mnf_H_30_34,F_Mnf_H_35_39,F_Mnf_H_40_44,F_Mnf_H_45_49,F_Mnf_H_50ov,F_Mnf_H_NS,F_Mnf_H_Tot,F_EGWWS_H_0,F_EGWWS_H_1_19,F_EGWWS_H_20_29,F_EGWWS_H_30_34,F_EGWWS_H_35_39,F_EGWWS_H_40_44,F_EGWWS_H_45_49,F_EGWWS_H_50ov,F_EGWWS_H_NS,F_EGWWS_H_Tot,F_Const_H_0,F_Const_H_1_19,F_Const_H_20_29,F_Const_H_30_34,F_Const_H_35_39,F_Const_H_40_44,F_Const_H_45_49,F_Const_H_50ov,F_Const_H_NS,F_Const_H_Tot,F_WST_H_0,F_WST_H_1_19,F_WST_H_20_29,F_WST_H_30_34,F_WST_H_35_39,F_WST_H_40_44,F_WST_H_45_49,F_WST_H_50ov,F_WST_H_NS,F_WST_H_Tot,F_RetT_H_0,F_RetT_H_1_19,F_RetT_H_20_29,F_RetT_H_30_34,F_RetT_H_35_39,F_RetT_H_40_44,F_RetT_H_45_49,F_RetT_H_50ov,F_RetT_H_NS,F_RetT_H_Tot,F_AcFd_H_0,F_AcFd_H_1_19,F_AcFd_H_20_29,F_AcFd_H_30_34,F_AcFd_H_35_39,F_AcFd_H_40_44,F_AcFd_H_45_49,F_AcFd_H_50ov,F_AcFd_H_NS,F_AcFd_H_Tot,F_TPW_H_0,F_TPW_H_1_19,F_TPW_H_20_29,F_TPW_H_30_34,F_TPW_H_35_39,F_TPW_H_40_44,F_TPW_H_45_49,F_TPW_H_50ov,F_TPW_H_NS,F_TPW_H_Tot,F_IMT_H_0,F_IMT_H_1_19,F_IMT_H_20_29,F_IMT_H_30_34,F_IMT_H_35_39,F_IMT_H_40_44,F_IMT_H_45_49,F_IMT_H_50ov,F_IMT_H_NS,F_IMT_H_Tot,F_FinIns_H_0,F_FinIns_H_1_19,F_FinIns_H_20_29,F_FinIns_H_30_34,F_FinIns_H_35_39,F_FinIns_H_40_44,F_FinIns_H_45_49,F_FinIns_H_50ov,F_FinIns_H_NS,F_FinIns_H_Tot,F_RHRE_H_0,F_RHRE_H_1_19,F_RHRE_H_20_29,F_RHRE_H_30_34,F_RHRE_H_35_39,F_RHRE_H_40_44,F_RHRE_H_45_49,F_RHRE_H_50ov,F_RHRE_H_NS,F_RHRE_H_Tot,F_ProSTS_H_0,F_ProSTS_H_1_19,F_ProSTS_H_20_29,F_ProSTS_H_30_34,F_ProSTS_H_35_39,F_ProSTS_H_40_44,F_ProSTS_H_45_49,F_ProSTS_H_50ov,F_ProSTS_H_NS,F_ProSTS_H_Tot,F_AdSup_H_0,F_AdSup_H_1_19,F_AdSup_H_20_29,F_AdSup_H_30_34,F_AdSup_H_35_39,F_AdSup_H_40_44,F_AdSup_H_45_49,F_AdSup_H_50ov,F_AdSup_H_NS,F_AdSup_H_Tot,F_PubAS_H_0,F_PubAS_H_1_19,F_PubAS_H_20_29,F_PubAS_H_30_34,F_PubAS_H_35_39,F_PubAS_H_40_44,F_PubAS_H_45_49,F_PubAS_H_50ov,F_PubAS_H_NS,F_PubAS_H_Tot,F_EdTrn_H_0,F_EdTrn_H_1_19,F_EdTrn_H_20_29,F_EdTrn_H_30_34,F_EdTrn_H_35_39,F_EdTrn_H_40_44,F_EdTrn_H_45_49,F_EdTrn_H_50ov,F_EdTrn_H_NS,F_EdTrn_H_Tot,F_HltHC_SA_H_0,F_HltHC_SA_H_1_19,F_HltHC_SA_H_20_29,F_HltHC_SA_H_30_34,F_HltHC_SA_H_35_39,F_HltHC_SA_H_40_44,F_HltHC_SA_H_45_49,F_HltHC_SA_H_50ov,F_HltHC_SA_H_NS,F_HltHC_SA_H_Tot,F_ArtsR_H_0,F_ArtsR_H_1_19,F_ArtsR_H_20_29,F_ArtsR_H_30_34,F_ArtsR_H_35_39,F_ArtsR_H_40_44,F_ArtsR_H_45_49,F_ArtsR_H_50ov,F_ArtsR_H_NS,F_ArtsR_H_Tot,F_OthSvs_H_0,F_OthSvs_H_1_19,F_OthSvs_H_20_29,F_OthSvs_H_30_34,F_OthSvs_H_35_39,F_OthSvs_H_40_44,F_OthSvs_H_45_49,F_OthSvs_H_50ov,F_OthSvs_H_NS,F_OthSvs_H_Tot
110031197,49,109,86,68,297,304,104,319,31,1366,0,8,5,0,7,4,5,5,0,43,0,0,0,3,6,0,0,0,0,9,0,3,8,0,7,8,0,0,0,25,0,0,5,0,3,5,0,0,0,10,0,10,10,0,3,8,0,3,0,33,0,4,0,4,7,4,0,0,0,19,10,67,34,23,35,26,9,8,3,224,14,52,28,12,20,13,0,9,7,151,0,0,8,6,9,11,4,3,5,46,0,4,3,4,0,3,0,0,0,20,0,5,4,6,4,6,0,5,3,36,0,5,6,0,8,3,0,5,0,23,4,7,6,8,26,13,4,9,0,72,4,20,10,3,13,8,0,3,0,58,11,11,9,3,58,20,4,4,0,121,10,38,21,27,49,34,22,23,7,231,30,30,70,61,105,75,17,30,7,438,0,3,0,0,3,5,0,0,0,15,0,14,18,4,19,12,0,6,0,82
110031198,46,75,45,50,195,256,131,660,42,1493,8,33,31,16,30,40,8,52,4,217,0,0,4,0,3,3,3,17,0,37,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,5,0,5,0,5,0,12,3,10,13,8,8,4,0,0,0,39,0,13,8,3,4,0,0,3,0,35,0,3,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,5,13,10,20,7,0,6,0,54,0,4,3,3,0,0,0,4,0,24,0,5,0,0,6,3,0,0,0,20,7,14,26,9,18,10,10,21,3,118,0,18,19,9,17,17,0,8,4,97,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,3,0,0,0,12
110041199,58,161,95,86,337,421,182,529,47,1919,4,10,3,3,8,5,0,0,0,32,7,0,0,0,4,6,8,21,4,51,5,4,4,3,19,8,4,3,0,44,0,0,0,0,8,4,0,0,0,14,0,6,4,0,8,8,0,5,0,37,0,0,0,3,10,11,0,0,0,35,7,85,65,40,75,22,13,15,5,318,14,76,36,25,21,11,8,23,0,214,0,8,5,4,8,5,5,4,0,45,0,0,0,0,4,0,0,0,0,10,0,9,9,9,13,5,3,8,0,52,0,3,4,3,16,13,0,5,0,43,7,12,18,11,25,10,8,10,0,107,0,22,11,3,13,15,3,10,3,80,14,9,12,4,58,12,0,7,0,125,21,72,57,50,77,51,38,57,0,421,31,65,86,75,82,71,12,39,4,461,0,10,0,0,0,0,0,0,0,11,10,31,13,6,24,16,4,3,0,113
110041200,78,78,55,36,132,262,188,946,41,1816,8,36,26,17,15,32,14,54,5,204,6,0,5,8,14,15,18,61,0,127,0,0,0,0,4,8,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,21,0,0,0,0,0,0,0,0,0,6,4,6,10,7,4,4,0,3,0,37,0,25,8,3,7,0,0,3,0,48,0,5,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,4,0,0,13,0,0,3,0,0,0,0,0,0,10,3,4,8,3,3,0,5,12,0,35,0,5,0,0,0,0,0,0,0,3,0,5,11,6,9,4,3,8,0,55,6,7,6,5,4,12,3,8,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
110041201,42,103,73,68,238,329,119,480,42,1496,0,25,31,20,21,38,5,46,7,202,0,0,3,0,4,0,4,5,0,15,0,3,3,4,0,6,0,7,0,23,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,18,0,0,0,0,3,5,0,3,0,12,3,39,26,11,19,8,0,5,3,109,4,36,15,5,12,8,0,3,0,94,0,13,3,0,10,14,0,10,0,55,0,0,0,0,0,0,0,0,0,7,0,0,6,0,3,0,0,0,0,14,0,0,0,3,5,0,0,0,0,8,0,6,9,4,8,5,6,9,0,42,3,11,11,0,3,6,3,4,3,47,4,3,0,3,27,7,0,3,0,45,3,25,30,25,44,31,11,30,0,198,14,32,30,32,40,34,7,13,5,209,0,0,0,0,0,0,0,0,0,5,0,10,11,4,4,0,0,0,0,34
110041202,61,339,208,170,589,545,184,365,42,2505,0,8,5,0,7,7,0,3,0,41,0,0,0,0,0,0,0,0,0,3,4,11,14,13,58,85,19,11,0,220,0,4,3,3,6,6,0,0,0,23,3,11,6,3,14,9,4,3,0,51,0,3,7,0,3,0,0,0,0,12,32,142,123,53,102,50,13,21,3,540,38,178,82,41,57,30,11,19,7,460,0,4,0,0,3,6,0,0,0,24,0,0,0,0,6,4,0,0,0,14,0,4,4,3,0,0,4,0,0,17,0,3,9,0,3,0,0,4,0,22,0,10,11,8,26,11,0,4,0,69,3,25,13,5,11,11,0,3,0,73,4,9,14,4,46,16,16,15,0,121,23,78,95,93,110,82,42,101,7,626,18,65,80,53,124,51,24,31,0,444,0,5,3,0,6,0,0,6,0,23,4,27,29,20,16,10,4,5,0,119
110041203,153,471,343,242,1147,970,275,746,85,4438,0,10,8,4,7,4,0,7,3,43,0,0,0,0,0,0,0,0,0,0,0,23,11,9,9,8,0,3,0,62,0,0,0,0,3,0,0,0,0,10,0,10,14,4,10,9,5,5,0,55,0,0,3,3,11,4,3,0,0,33,55,262,148,104,168,70,28,33,4,869,31,191,77,35,67,35,9,24,4,477,0,11,12,4,15,10,0,0,0,56,4,4,6,8,22,14,9,0,0,69,11,11,24,39,77,53,13,18,0,249,3,14,13,10,60,26,6,16,0,143,8,38,66,43,145,58,23,34,0,419,9,42,34,10,97,47,8,12,0,259,37,17,52,31,268,80,28,35,5,550,41,115,122,80,238,151,47,117,0,912,208,343,506,452,670,654,127,185,19,3161,0,19,10,5,3,4,0,0,0,42,11,51,51,33,83,32,7,12,5,283
110041204,121,208,129,131,871,1417,397,853,69,4206,0,9,3,0,10,23,3,4,0,56,0,0,0,0,0,0,0,0,0,3,6,38,21,20,61,191,13,37,3,387,0,0,0,0,6,4,0,4,0,13,5,6,14,8,22,28,10,11,0,112,6,8,3,8,26,26,7,11,0,94,8,26,21,19,40,13,8,11,0,142,0,18,10,8,6,4,3,3,0,53,12,20,22,13,38,35,19,15,0,172,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,4,0,3,0,6,0,0,0,0,5,3,0,0,0,12,0,3,3,5,11,5,0,0,0,28,0,9,9,0,9,4,0,5,0,33,3,8,3,3,11,7,0,4,0,36,11,17,11,35,38,26,17,14,0,172,0,19,12,17,26,19,0,4,3,108,3,17,3,3,18,5,0,11,0,53,0,5,14,4,17,15,5,3,0,70
110041205,50,178,128,109,276,431,121,640,56,1983,4,51,63,26,23,50,15,103,7,352,0,0,0,0,0,0,0,0,0,9,4,9,12,9,13,8,6,13,0,64,0,6,3,0,0,0,0,0,0,6,3,15,10,12,8,4,0,7,0,59,0,0,8,0,5,0,0,7,0,16,3,51,36,19,16,9,3,9,0,146,8,42,12,8,16,0,5,8,3,107,0,13,10,4,5,4,0,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,17,0,3,5,0,4,6,0,0,0,10,3,15,12,9,12,9,0,12,0,70,7,17,6,4,7,6,5,5,6,57,0,4,5,0,3,0,0,4,0,21,16,53,49,38,50,35,19,43,4,300,22,48,51,53,40,53,9,20,0,292,0,3,0,0,0,0,0,4,0,12,0,16,7,4,10,8,0,6,0,46
111011206,168,439,280,194,777,861,221,363,56,3359,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,8,0,12,17,9,14,7,0,5,0,70,0,0,0,0,0,4,0,0,0,9,13,28,26,24,33,37,3,7,0,170,0,4,3,0,0,0,0,0,0,5,41,218,152,91,102,68,13,13,6,697,41,206,70,32,28,23,6,8,6,424,0,8,3,8,7,8,0,0,0,37,0,0,0,0,0,0,0,0,0,4,10,3,11,3,22,10,3,3,0,67,3,3,4,9,21,10,5,5,0,59,4,26,24,18,35,19,0,11,0,135,3,26,12,4,8,4,0,3,0,62,13,10,12,5,31,15,6,5,0,102,31,78,87,50,74,64,18,43,4,450,88,211,259,207,188,195,20,59,9,1239,5,18,7,3,5,0,0,0,0,39,15,47,29,10,24,14,4,0,0,150
111011207,19,56,43,22,62,89,24,49,5,374,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,7,0,6,0,0,0,0,10,0,3,0,0,0,0,0,0,0,8,0,7,7,3,0,9,0,0,0,31,5,41,18,8,0,0,5,0,0,76,0,4,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,11,0,10,5,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10,15,7,9,14,11,4,4,0,76,6,10,10,17,12,3,0,0,0,64,0,4,0,0,0,0,0,0,0,9,3,5,4,0,0,4,0,0,0,20
111011208,258,686,490,353,1123,1156,335,618,79,5093,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,8,8,21,26,10,19,14,3,3,0,111,0,0,0,0,6,11,0,0,0,13,10,23,27,16,21,24,0,10,0,124,0,5,11,14,11,10,0,0,0,41,146,434,227,106,201,64,16,16,10,1222,72,242,84,33,40,22,9,10,0,515,5,7,6,4,3,0,0,0,0,30,8,17,3,9,8,6,0,0,0,47,26,24,53,31,107,70,18,23,0,347,10,10,17,7,45,31,12,7,0,138,17,60,63,42,82,64,9,20,0,358,30,60,42,33,112,74,14,15,0,368,22,15,51,22,97,52,17,41,0,323,46,145,104,77,112,97,55,68,6,711,183,405,526,382,547,406,108,124,22,2706,13,30,7,12,6,4,3,6,3,85,35,82,59,31,64,30,8,4,0,307
111011209,232,620,473,366,1522,1578,447,804,64,6107,0,5,0,0,3,0,0,0,0,18,5,3,3,0,9,3,0,6,0,24,10,23,40,31,60,43,15,15,0,233,0,0,0,0,6,0,0,0,0,11,4,33,38,19,41,46,13,7,0,203,6,14,17,15,28,17,0,4,0,97,84,301,202,81,139,67,17,35,3,925,40,205,82,27,49,28,10,8,0,434,0,16,18,0,16,10,6,6,0,79,3,7,4,0,4,0,0,0,0,26,4,11,20,14,27,25,3,8,0,113,5,6,6,3,19,5,3,3,0,50,11,35,28,21,43,27,8,6,0,172,17,53,46,27,28,38,4,4,0,215,0,15,11,9,24,17,3,5,0,82,28,124,118,96,130,71,44,73,0,694,96,213,269,207,342,190,41,63,20,1438,0,24,6,4,0,3,0,0,0,40,10,64,41,27,68,35,6,5,0,268
111011210,22,136,104,70,113,102,35,65,7,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,4,15,86,75,39,40,18,10,0,0,286,3,44,21,7,8,3,0,5,0,92,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,14,3,5,4,0,0,0,29,0,0,0,0,0,0,0,0,0,7,0,3,6,3,8,7,0,4,0,35,0,4,7,0,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0,10,11,17,22,14,34,20,0,12,0,127,34,60,104,78,89,65,10,29,13,474,0,0,0,0,0,0,0,0,0,0,9,15,14,4,12,8,0,0,4,61
111011211,12,59,42,55,143,204,54,133,6,709,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,5,0,12,8,8,10,0,0,4,0,35,0,0,0,0,0,0,0,0,0,0,0,10,10,4,10,5,0,0,0,44,0,0,3,0,5,0,0,0,0,3,0,3,9,0,0,5,0,0,0,30,0,23,10,0,8,0,0,4,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,3,6,4,3,0,0,0,20,0,0,4,0,0,0,0,0,0,5,0,0,0,3,0,0,0,6,0,10,0,7,12,7,4,7,0,3,0,43,13,29,49,46,54,26,3,10,6,237,0,0,0,0,0,0,0,0,0,5,5,10,11,3,0,0,0,0,0,27
111011212,61,183,118,77,146,215,66,136,18,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,10,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,5,14,9,0,8,7,0,4,0,42,0,0,0,0,0,0,0,0,0,5,16,64,56,19,30,10,7,8,7,217,34,114,40,8,18,8,0,5,4,228,0,4,0,0,3,0,0,0,0,16,0,0,0,0,3,0,0,0,0,9,0,3,15,3,8,8,0,3,0,48,0,0,6,4,17,5,4,0,0,36,5,16,14,10,7,11,0,8,0,70,0,17,6,4,7,3,3,0,0,48,0,7,4,0,8,3,0,0,0,18,22,48,37,27,29,25,16,25,0,223,8,41,48,33,55,28,0,13,0,228,3,0,0,0,0,0,0,0,0,12,5,17,10,6,7,5,0,0,0,49
111011213,29,101,52,29,54,130,27,72,3,491,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,7,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,17,12,8,6,3,0,0,0,43,0,0,4,0,0,0,0,4,0,5,0,10,10,8,8,8,3,0,0,46,7,13,4,5,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,9,8,3,0,0,26,0,4,3,4,0,0,0,0,0,11,4,17,8,3,8,11,0,10,0,58,0,8,5,0,3,3,0,0,0,19,0,0,0,0,4,8,0,0,0,15,10,33,35,17,14,16,7,16,6,143,10,30,51,42,48,32,5,15,0,230,0,8,4,0,0,0,0,0,0,21,11,21,6,4,5,0,0,0,0,45
111011214,158,475,264,213,871,923,250,468,58,3668,0,3,0,0,3,0,0,0,0,5,0,4,3,0,0,3,0,0,0,10,0,25,13,0,17,16,4,0,0,78,0,0,0,0,0,4,0,0,0,9,0,19,21,12,13,17,4,0,0,107,0,9,10,6,15,8,0,5,0,55,37,143,93,54,116,31,15,23,5,521,58,223,72,27,37,24,7,7,3,451,6,7,10,5,14,5,0,3,5,59,0,0,0,0,6,0,0,0,0,7,10,9,29,13,37,21,6,4,0,135,6,6,13,0,19,17,7,18,0,87,8,34,44,24,43,27,9,14,0,202,3,17,4,16,18,3,5,6,0,69,39,20,76,30,228,50,8,12,5,468,22,64,76,56,66,73,19,45,0,417,61,179,194,144,183,149,26,35,9,981,11,53,21,11,11,13,0,0,0,123,22,44,42,17,30,30,9,7,0,198
111021215,24,98,76,69,169,188,73,135,8,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,7,6,0,8,6,0,4,0,32,0,0,0,0,0,6,0,0,0,5,0,11,13,0,3,3,0,3,0,36,0,17,0,0,5,0,0,0,0,24,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,11,0,4,0,0,0,0,0,0,0,5,0,13,11,13,20,10,8,7,0,84,3,13,4,0,4,0,3,0,7,33,0,5,5,4,7,3,0,0,0,19,12,47,42,39,33,43,19,28,0,265,33,69,102,93,106,57,18,26,6,515,0,0,0,0,0,0,0,0,0,6,4,8,0,4,6,3,0,0,0,27
111021216,36,89,63,34,74,87,33,65,13,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,3,0,9,0,0,0,38,0,0,4,0,0,0,0,0,0,6,6,25,21,7,5,3,3,3,0,78,15,17,4,6,7,9,4,0,0,58,4,5,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,11,0,3,0,3,3,6,0,5,0,19,0,3,0,0,0,0,0,0,0,8,0,9,12,6,3,3,0,0,0,35,3,12,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,13,15,9,10,8,0,10,0,74,20,36,44,34,43,29,11,14,0,236,0,5,0,0,0,0,0,0,0,11,8,13,0,0,5,0,5,4,0,27
111021217,85,246,184,119,426,569,195,385,35,2242,0,4,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,3,9,10,3,23,17,3,3,0,70,0,0,0,0,14,3,3,0,0,30,3,11,3,9,11,21,3,7,0,70,0,4,0,0,4,4,0,0,0,14,14,64,51,38,27,24,13,10,4,246,10,98,16,9,13,5,3,4,3,154,0,9,3,6,9,19,0,3,0,51,0,0,0,0,0,0,0,0,0,5,0,9,13,9,35,22,0,0,0,94,3,6,0,0,5,3,0,6,0,28,7,15,11,9,12,15,5,0,0,81,4,18,14,3,10,11,0,4,0,60,5,6,3,5,19,8,4,0,0,51,19,47,26,38,56,27,18,16,0,244,33,80,123,94,126,62,17,20,9,572,0,4,3,0,4,0,0,0,0,12,3,15,6,5,7,4,0,4,0,51
111021218,232,437,304,233,1012,1095,345,644,72,4382,0,13,10,5,6,9,4,3,0,52,0,0,0,0,5,11,0,7,0,26,6,23,11,24,36,8,8,0,0,113,0,4,9,3,28,3,5,0,0,56,4,31,21,18,26,37,0,12,4,154,4,3,8,4,6,5,0,0,0,40,19,131,81,44,65,37,15,11,7,409,32,103,37,21,17,15,3,5,0,231,6,19,9,3,7,14,0,7,0,67,0,4,0,0,5,0,0,3,0,15,6,3,11,7,17,8,0,0,0,53,0,5,9,8,16,10,0,0,0,57,4,25,13,11,25,12,3,6,0,101,4,18,11,7,8,11,0,0,0,67,8,9,8,8,25,9,4,6,0,77,37,96,59,46,78,63,25,56,0,452,80,160,203,136,180,114,22,48,7,944,8,12,0,0,6,7,0,0,0,35,14,33,28,14,18,14,4,8,0,131
111021219,83,285,175,142,358,491,175,298,46,2056,0,6,5,0,3,0,0,0,0,10,0,0,6,4,9,10,0,5,0,33,3,8,7,4,6,9,0,5,0,44,0,3,0,0,0,0,0,0,0,3,4,12,11,14,17,17,5,6,5,83,0,0,4,0,5,5,0,0,0,13,19,98,78,33,64,21,5,13,0,330,29,113,45,13,24,10,8,8,6,260,0,8,9,6,5,7,0,0,0,25,0,0,0,0,0,0,0,7,0,5,0,8,20,3,31,10,0,3,0,68,0,3,9,0,11,6,0,4,0,35,4,25,24,14,26,15,6,12,0,120,8,16,22,0,9,12,0,3,0,82,5,7,11,3,37,12,3,6,0,90,26,85,73,52,64,52,30,59,0,437,52,142,219,147,160,110,21,36,9,878,4,13,5,0,0,5,4,0,0,26,4,32,25,11,15,11,8,3,0,113
111021220,44,100,55,31,187,218,79,119,14,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,8,9,6,0,11,0,0,0,0,32,0,0,0,0,0,0,0,0,0,6,0,9,9,0,5,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,5,26,10,10,9,5,0,3,4,74,11,34,14,3,6,5,0,6,4,75,0,5,0,0,5,0,0,0,0,16,0,0,0,0,0,5,0,0,0,4,0,3,3,0,4,3,0,3,0,19,0,3,0,0,3,0,0,0,0,10,0,11,7,0,0,6,3,0,0,29,0,7,3,0,5,3,0,0,0,15,0,0,0,0,3,0,0,0,0,10,9,30,23,20,14,10,0,10,0,120,3,24,11,9,13,4,0,5,0,77,0,5,0,0,0,5,0,0,0,5,3,9,8,6,0,0,0,0,0,31
111021221,34,60,39,38,92,140,54,77,9,541,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,14,0,5,5,0,9,4,0,7,0,17,0,0,0,0,0,0,0,0,0,0,3,5,7,5,6,0,0,0,0,27,0,0,0,0,3,0,0,0,0,3,0,13,8,0,3,0,7,0,0,37,3,28,6,4,5,3,0,6,0,51,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,8,0,4,6,9,0,3,0,32,0,15,4,0,0,3,0,5,0,25,0,3,3,0,10,0,0,0,0,22,15,22,18,28,28,33,10,23,0,181,4,18,23,16,23,16,0,3,0,110,0,0,0,0,0,0,0,0,0,9,4,9,5,3,9,5,0,0,0,42
111031222,171,566,330,229,468,558,149,294,30,2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,15,0,11,8,0,6,0,65,0,0,0,0,0,0,0,0,0,4,0,6,16,8,11,15,0,3,0,60,3,18,7,7,17,8,4,3,0,63,170,559,261,131,237,73,26,19,4,1493,67,247,86,24,33,20,8,13,3,490,0,14,0,0,3,0,0,0,0,24,5,6,9,0,5,4,0,0,0,28,4,17,17,9,40,10,4,4,0,102,3,3,3,0,3,3,4,6,0,37,5,36,35,25,27,31,8,17,0,175,5,19,18,10,14,3,0,0,0,78,21,19,39,26,45,30,10,20,0,206,28,94,98,69,91,70,31,51,0,518,45,124,171,112,164,96,20,23,0,748,8,25,16,7,3,9,0,0,0,63,24,49,52,20,39,25,3,6,3,216
111031223,189,265,247,221,1324,1719,669,1266,98,5994,4,10,19,11,60,34,13,11,0,162,0,3,4,9,14,17,0,5,0,54,25,41,49,69,183,148,38,51,4,605,3,0,0,0,14,10,4,4,0,34,5,18,22,32,53,65,30,18,0,247,7,14,14,11,51,27,9,7,0,139,12,40,38,16,51,28,10,7,0,195,19,73,22,15,14,15,3,3,0,166,5,10,6,9,25,17,13,11,0,95,0,0,0,0,6,5,0,0,0,11,0,0,3,0,3,0,4,0,0,15,4,4,0,0,9,14,4,0,0,35,4,10,14,5,11,17,0,0,0,54,0,35,8,15,27,12,5,6,0,110,3,13,8,0,10,4,4,9,0,57,10,48,40,27,41,40,7,39,0,251,7,23,25,13,23,11,4,5,0,105,3,0,0,0,0,5,0,0,0,9,5,15,12,9,29,17,7,7,0,94
111031224,332,689,490,362,1778,1836,519,909,82,7016,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,6,12,15,9,17,20,0,0,0,81,0,3,0,0,5,0,0,0,0,12,8,11,13,15,32,33,12,12,0,135,0,12,14,7,14,9,3,0,0,58,27,100,78,41,101,51,12,15,3,427,73,243,72,28,45,31,3,13,0,518,13,12,9,11,38,35,0,15,0,136,3,9,7,0,13,7,0,5,0,51,32,37,72,67,208,109,19,36,3,575,0,15,20,10,54,28,9,10,6,142,24,62,109,87,187,144,28,44,0,689,10,34,29,19,48,16,6,10,0,179,45,26,94,38,319,119,31,27,0,703,43,153,145,89,159,147,46,116,4,891,112,311,404,296,397,204,57,53,9,1847,41,52,27,9,26,15,5,10,0,187,20,63,51,33,70,43,13,22,3,316
