POW_SA2_CODE_2021,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
209041530,7,0,0,0,0,7,58,4,3,0,0,65,110,9,9,0,0,122,129,23,12,4,0,165,144,32,11,0,0,186,113,25,12,0,0,153,104,26,12,0,0,143,92,25,7,0,0,132,71,17,4,0,0,101,55,22,7,0,0,76,22,13,0,0,0,34,3,7,4,0,0,8,4,0,0,0,0,4,902,201,81,8,0,1190,18,0,0,0,0,14,73,0,0,0,0,68,52,0,4,0,0,67,40,0,13,0,0,53,26,8,7,0,0,39,13,5,3,0,0,26,17,0,5,0,0,31,19,5,9,4,0,34,14,6,8,0,0,28,14,9,5,0,0,31,12,3,5,0,0,22,9,5,0,0,0,14,3,0,0,0,0,3,308,52,67,9,3,444,24,0,5,3,4,34,33,3,6,3,4,46,1267,250,163,24,9,1718,0,0,0,0,0,0,28,0,0,0,0,30,84,0
209041531,5,0,0,0,0,5,15,0,0,0,0,15,24,4,3,0,0,31,28,8,11,0,0,45,29,6,10,0,0,43,17,12,4,0,0,34,9,11,8,0,0,29,10,0,0,0,0,13,14,5,3,0,0,19,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,146,47,41,6,0,248,36,0,0,0,0,38,32,0,0,0,0,38,16,0,6,0,0,25,7,0,4,0,0,14,6,3,5,0,0,19,5,5,3,0,0,10,9,0,9,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,118,19,34,6,4,182,7,0,7,0,0,13,4,3,0,0,0,10,283,74,82,6,7,452,0,0,0,0,0,0,25,0,4,0,0,26,37,0
209041532,6,0,0,0,0,6,26,0,6,0,0,31,49,0,0,0,0,52,43,10,6,0,0,60,45,14,11,0,0,71,33,11,3,0,0,53,28,13,11,0,0,45,22,9,6,0,0,35,16,5,0,0,0,24,8,5,0,0,0,13,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,283,66,48,4,0,405,52,0,0,0,0,52,28,0,0,0,0,35,11,0,0,0,0,13,7,0,3,0,0,8,7,3,10,0,0,23,4,3,5,0,0,10,3,0,7,0,0,17,0,6,4,0,0,8,0,0,3,0,0,12,6,0,5,0,0,8,5,0,3,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,122,21,38,4,0,183,16,0,5,0,0,25,7,0,0,0,0,9,430,92,93,5,3,625,0,0,0,0,0,0,20,0,0,0,0,20,46,0
210011226,45,0,0,0,0,45,192,0,0,0,0,197,213,15,7,0,3,237,220,23,16,3,0,258,183,36,13,3,0,233,144,31,13,0,0,188,156,44,10,3,0,213,120,53,12,0,0,181,146,48,14,0,0,210,91,27,11,4,0,132,33,17,0,0,0,48,3,5,4,0,0,18,3,5,0,0,0,4,1541,299,104,13,8,1963,152,0,0,0,0,154,136,0,3,0,0,139,55,0,7,0,0,65,38,0,0,0,0,46,30,7,5,4,0,40,22,7,4,0,0,37,28,7,8,0,0,35,34,11,3,0,0,49,22,5,7,0,3,42,25,7,9,0,0,40,14,9,3,0,0,31,7,5,0,0,0,17,0,0,0,0,0,5,568,61,56,5,7,697,82,3,12,0,0,105,32,6,0,0,5,49,2229,369,170,22,21,2813,13,0,0,0,0,13,58,0,0,0,0,58,95,0
210011227,30,0,0,0,0,30,171,0,0,0,0,176,253,4,0,0,3,259,330,7,0,0,0,338,395,4,4,0,0,407,344,11,0,0,0,354,304,4,4,0,0,313,253,9,0,0,5,269,220,5,0,0,0,227,135,8,0,0,0,143,55,0,0,0,0,52,5,0,0,0,0,5,4,5,0,0,0,0,2493,59,14,5,4,2573,64,0,0,0,0,64,124,0,0,0,0,126,70,4,0,0,0,74,49,0,0,0,0,53,41,7,5,0,0,49,29,0,0,0,0,39,40,0,0,0,0,41,42,0,0,0,0,43,32,0,0,0,0,32,21,5,3,0,0,30,14,0,0,0,0,11,4,0,0,0,0,3,4,0,0,0,0,4,528,17,11,3,0,557,155,4,0,0,0,160,68,4,3,0,6,85,3236,76,32,8,23,3382,14,0,0,0,0,14,130,0,0,0,0,130,167,0
210011228,157,0,0,0,0,157,741,6,4,0,0,742,1109,31,34,4,0,1182,1198,104,22,4,3,1328,1214,143,25,0,3,1388,1024,135,22,8,0,1198,1119,151,36,7,0,1309,1018,146,35,8,0,1206,771,148,24,0,7,949,571,96,33,5,6,711,182,56,8,0,0,241,26,15,0,6,0,47,9,9,5,0,0,22,9138,1042,250,37,25,10493,174,0,0,0,0,180,333,0,9,0,0,347,258,5,16,0,0,278,193,7,6,0,0,208,145,10,5,0,0,162,112,14,11,5,0,135,134,15,12,3,0,170,120,23,16,5,0,159,105,22,11,0,0,141,133,31,13,7,0,184,85,16,4,12,0,111,34,20,7,0,5,62,12,10,5,0,0,25,1833,172,116,36,17,2162,284,24,15,4,0,331,182,26,18,0,19,242,11429,1260,402,71,62,13228,20,0,0,0,0,20,236,5,0,0,0,232,351,4
210011230,15,0,0,0,0,15,43,0,7,0,0,51,76,3,5,0,0,87,71,15,7,0,0,91,65,21,0,0,0,90,52,22,5,3,0,86,41,25,4,0,0,66,59,19,8,0,0,94,33,11,9,0,0,58,31,12,4,0,0,45,8,12,6,0,0,26,0,0,0,0,0,3,0,0,0,0,0,5,493,151,55,5,0,707,58,0,0,0,0,55,70,0,3,0,0,70,29,0,3,0,0,32,17,4,6,0,0,28,14,0,3,0,0,20,7,0,0,0,0,13,8,4,6,0,0,18,5,9,4,0,0,18,12,3,4,0,0,23,16,0,0,0,4,17,5,6,0,0,0,12,3,0,4,0,0,5,0,0,0,0,0,3,243,31,33,3,0,313,34,0,4,3,0,44,18,0,0,0,3,24,783,183,91,20,8,1091,7,0,0,0,0,7,29,0,0,0,0,29,74,0
210011231,4,0,0,0,0,4,20,0,0,0,0,20,42,0,7,0,0,54,28,11,5,0,0,38,34,19,9,0,0,59,23,14,4,0,0,46,17,14,8,0,0,51,25,20,3,0,0,52,12,19,5,0,0,36,8,8,0,0,0,16,7,3,0,0,0,14,3,0,0,0,0,5,0,0,0,0,0,0,220,111,45,9,0,391,22,0,0,0,0,23,19,0,11,0,0,24,9,0,4,0,0,19,3,5,3,0,0,7,6,7,3,0,0,15,3,3,3,0,0,8,5,3,3,0,0,10,6,5,0,0,0,11,7,3,3,0,0,15,4,3,10,0,0,20,7,12,6,5,0,23,5,3,0,0,0,11,0,0,8,0,0,7,91,40,61,10,0,198,16,3,10,0,0,23,7,0,0,0,0,15,339,158,115,12,4,629,0,0,0,0,0,0,14,0,0,0,0,14,43,0
210011533,0,0,0,0,0,0,23,0,4,0,0,31,23,3,3,4,0,33,33,6,3,0,0,52,31,10,5,0,0,43,23,16,4,0,0,50,16,12,3,0,0,31,19,11,6,3,0,39,9,11,12,0,0,29,13,5,8,0,0,20,3,0,4,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,206,78,47,3,4,343,46,0,0,0,0,46,20,0,0,0,0,22,20,5,0,0,0,30,8,0,0,0,0,13,13,0,3,0,0,21,6,6,0,0,0,14,8,4,10,0,0,17,5,9,4,0,0,15,13,4,5,4,0,22,10,6,4,0,0,18,3,5,4,0,0,12,0,0,7,0,0,7,0,3,0,0,0,5,157,30,50,9,0,244,14,9,8,4,0,31,14,0,0,0,0,17,391,117,102,19,5,639,0,0,0,0,0,0,15,0,0,0,0,13,38,0
210011534,8,0,0,0,0,8,25,0,0,0,0,31,47,0,9,0,0,59,56,11,9,0,0,72,50,16,9,0,0,82,37,18,7,0,0,64,48,13,13,0,0,81,46,18,0,0,3,68,30,25,10,5,0,63,19,7,3,0,0,28,11,5,4,0,0,19,3,4,6,0,0,8,0,5,3,0,0,3,383,119,77,9,7,591,25,0,0,0,0,28,53,0,6,0,0,57,34,0,4,0,0,36,12,0,6,0,0,26,11,7,0,0,0,17,7,3,0,3,0,17,8,4,10,0,0,17,13,0,3,0,0,23,11,9,6,5,0,31,15,3,6,0,0,27,10,8,3,0,0,20,6,0,0,3,0,8,4,3,0,0,0,3,196,31,60,7,0,305,23,7,8,3,0,41,16,0,5,5,4,24,618,159,147,27,12,965,0,0,0,0,0,0,28,0,0,0,0,35,67,0
210021232,42,0,0,0,0,42,133,0,4,0,0,140,110,4,10,0,0,124,116,13,10,0,0,139,104,21,12,0,4,143,87,31,7,6,0,130,79,49,19,0,0,149,82,56,10,3,0,155,60,39,11,0,0,110,46,24,15,7,0,91,17,4,7,5,0,26,3,9,6,0,0,12,5,3,0,0,0,8,873,260,107,17,4,1273,134,0,0,0,0,142,84,0,0,0,0,90,33,5,5,0,0,49,23,0,0,0,0,28,22,3,7,0,0,26,14,4,3,0,0,23,11,8,4,0,0,24,6,10,9,5,0,31,18,8,4,0,0,31,25,12,8,8,0,47,17,4,0,4,0,28,7,9,8,3,0,25,3,4,5,0,0,12,398,60,69,21,5,547,52,3,6,0,0,67,28,0,4,0,5,33,1348,330,186,42,13,1922,19,0,0,0,0,19,77,0,0,0,0,81,97,4
210021233,5,0,0,0,0,7,16,0,0,0,0,14,16,0,5,0,0,18,9,5,0,0,0,19,18,3,3,0,0,23,23,7,6,0,0,36,31,6,5,0,0,37,20,8,6,0,0,33,12,11,4,0,0,25,3,3,4,0,0,13,4,5,0,0,0,9,0,4,0,0,0,9,0,0,0,5,0,5,168,46,30,7,5,256,12,0,0,0,0,16,15,0,0,0,0,14,7,0,0,0,0,7,5,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,7,0,7,0,0,14,0,3,0,0,0,6,3,0,9,3,0,10,0,0,8,0,0,8,4,0,0,0,0,7,6,4,3,0,0,7,0,3,0,4,0,6,62,14,25,9,0,108,20,3,3,0,0,24,6,0,0,0,0,8,258,64,57,11,8,398,0,0,0,0,0,0,16,0,0,0,0,9,13,0
210021234,5,0,0,0,0,5,25,3,0,0,0,28,11,0,0,0,0,19,15,4,0,0,0,20,21,6,8,0,0,36,12,5,9,0,0,27,7,6,6,0,0,17,15,7,6,0,0,32,8,7,7,0,0,21,0,9,10,0,0,20,3,4,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,129,66,45,5,0,237,20,0,0,0,0,20,12,0,0,0,0,12,4,0,0,0,0,4,3,0,0,0,0,7,5,0,0,0,0,9,0,3,0,0,0,3,0,0,4,0,0,3,0,0,6,0,0,9,5,7,0,0,0,14,4,3,3,0,0,9,0,3,5,0,0,7,0,0,0,4,0,9,0,0,0,0,0,5,58,19,24,5,0,103,6,3,0,0,0,13,3,0,0,0,0,3,200,86,73,10,0,368,3,0,0,0,0,3,9,0,0,0,0,9,15,0
210021235,38,0,0,0,0,38,74,0,5,0,0,79,62,8,8,0,0,76,46,13,9,3,3,70,45,14,5,0,0,68,50,19,9,0,0,84,42,20,9,0,0,74,37,27,11,3,0,80,32,13,15,0,0,69,26,11,16,4,0,48,16,6,3,6,4,34,4,0,6,3,0,11,0,6,5,3,0,18,471,146,98,21,20,748,41,0,0,0,0,38,23,0,0,0,0,23,16,0,6,0,0,19,13,4,9,0,0,22,6,0,0,0,0,13,4,5,5,0,0,11,7,0,0,4,0,16,13,7,8,0,0,23,10,7,5,0,3,24,8,5,11,4,0,26,14,4,8,6,0,25,9,9,0,4,0,19,0,3,7,0,0,15,166,50,57,20,4,295,40,3,6,0,0,55,21,3,4,3,4,39,699,201,161,46,32,1138,6,0,0,0,0,6,18,0,0,0,0,19,60,0
210031236,32,0,0,0,0,32,127,3,6,0,0,137,229,23,13,0,0,263,252,28,12,0,0,293,221,41,18,0,0,289,205,54,30,0,0,287,173,57,26,0,0,257,212,57,27,5,0,305,164,44,21,4,3,235,117,38,12,0,0,172,44,16,4,3,0,75,6,4,7,0,0,18,3,4,0,0,0,10,1781,371,177,20,14,2368,92,0,0,0,0,92,174,3,5,0,0,180,87,3,16,0,0,109,64,5,10,0,0,77,60,6,15,3,0,78,35,4,10,3,0,64,32,6,10,4,0,57,25,11,19,0,0,53,23,9,5,3,0,44,35,4,9,0,0,55,23,3,3,0,0,33,6,7,4,6,0,20,15,4,3,0,0,18,673,75,103,23,7,873,79,6,12,0,3,104,56,8,0,5,8,75,2582,462,302,44,30,3414,3,0,0,0,0,3,58,0,0,0,0,64,102,0
210031237,7,0,0,0,0,7,39,3,0,0,0,41,73,7,10,0,0,87,62,16,9,0,0,87,66,14,13,0,0,91,70,12,8,0,0,89,77,17,6,0,0,104,57,14,3,0,4,80,60,16,8,0,0,87,46,3,6,3,0,54,12,3,4,0,0,19,6,0,3,0,0,11,3,0,0,0,0,4,585,101,74,10,7,766,26,0,0,0,0,28,43,5,13,3,0,63,49,6,21,0,0,76,15,8,10,0,0,36,14,4,11,0,0,36,22,5,24,4,0,49,5,0,9,4,0,23,15,5,15,3,4,38,13,6,6,3,0,26,15,4,0,0,0,20,12,4,3,0,0,18,0,7,4,0,0,6,0,0,0,0,0,0,242,42,111,26,4,422,32,3,14,0,0,52,21,3,13,0,5,40,881,157,204,31,13,1285,3,0,0,0,0,3,21,0,0,0,0,25,55,0
210031439,4,0,0,0,0,4,3,5,0,0,0,6,8,0,0,0,0,8,0,0,0,0,0,3,4,6,9,0,0,15,9,0,0,0,0,8,3,0,3,0,0,9,0,3,0,0,0,3,0,0,4,0,0,4,6,0,4,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,13,15,0,0,61,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,0,20,0,0,4,0,0,4,0,0,0,0,0,0,41,20,23,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,7,0
210031440,11,0,0,0,0,11,26,0,0,0,0,32,60,0,0,0,0,65,74,3,8,0,0,88,78,12,7,0,0,90,50,4,7,0,0,64,35,3,9,0,0,40,49,6,5,0,0,54,46,10,6,0,0,62,37,3,0,0,0,41,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,476,39,39,7,0,561,8,0,0,0,0,11,25,0,0,0,0,25,17,0,8,0,0,23,16,0,7,0,0,25,8,3,0,0,0,13,8,4,4,0,0,17,3,0,5,0,0,12,8,3,4,0,0,17,4,0,5,0,0,11,9,0,3,0,0,5,4,0,5,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,109,12,41,4,0,173,23,3,4,0,0,32,12,0,5,0,0,12,620,58,83,9,0,770,0,0,0,0,0,0,11,0,0,0,0,11,43,6
210031535,3,0,0,0,0,3,25,0,0,0,0,30,65,6,10,0,0,73,55,18,18,0,0,96,44,24,9,0,0,79,51,11,6,4,0,62,35,16,8,0,0,62,45,4,10,0,0,62,31,11,9,0,0,48,35,10,0,0,0,48,3,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,401,92,65,0,5,575,9,0,0,0,0,9,44,6,9,0,0,56,30,4,11,0,0,39,25,3,16,0,0,38,13,7,17,0,0,31,6,6,4,0,0,22,6,9,10,0,0,25,14,4,8,0,0,27,12,0,5,0,3,27,9,3,8,0,0,22,3,0,5,0,0,12,7,0,0,0,0,11,0,0,0,0,0,3,178,47,91,4,6,325,14,0,10,6,0,26,18,0,0,0,3,25,610,141,163,15,9,950,3,0,0,0,0,3,21,0,0,0,0,26,99,0
210031536,7,0,0,0,0,7,18,0,0,0,0,23,29,8,4,0,0,43,26,5,8,0,0,43,48,15,4,0,0,69,26,8,0,0,0,47,18,10,7,0,0,38,11,9,0,0,0,25,10,7,5,0,0,30,11,6,6,0,0,23,6,6,7,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,224,83,46,4,6,362,22,0,0,0,0,22,34,0,6,0,0,34,25,4,6,0,0,33,14,0,6,0,0,26,9,0,3,0,0,18,7,0,0,0,0,13,3,0,8,0,0,9,6,4,0,0,0,17,9,5,7,0,0,20,9,0,0,0,0,12,0,0,0,0,0,4,0,3,0,0,0,7,3,0,0,0,0,3,140,22,43,6,3,221,14,0,4,5,5,25,10,0,0,0,0,10,391,106,100,14,6,617,5,0,0,0,0,5,31,0,0,0,0,31,71,0
210031537,3,0,0,0,0,3,14,0,0,0,0,16,16,3,0,0,0,21,27,12,0,0,0,40,21,8,6,0,0,32,13,14,3,0,0,22,13,11,3,0,0,22,12,7,0,0,0,24,9,3,4,0,0,13,6,0,0,0,0,8,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,140,56,20,3,0,217,35,0,0,0,0,36,22,0,0,0,0,22,11,5,0,0,0,15,8,0,3,0,0,15,5,0,3,4,0,15,0,0,0,0,0,5,0,0,0,5,0,8,4,0,5,0,0,16,0,0,0,0,0,8,3,0,4,0,0,5,4,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,101,17,25,4,0,151,6,0,3,0,0,16,0,0,0,0,0,4,250,76,49,9,3,384,0,0,0,0,0,0,13,0,0,0,0,13,30,3
210031538,6,0,0,0,0,6,31,6,0,0,0,39,58,3,6,0,0,69,63,26,16,0,0,106,49,25,9,0,0,83,31,24,8,0,0,70,50,21,10,0,0,81,35,23,15,0,0,70,37,19,13,0,0,69,26,6,3,0,0,38,10,0,5,0,0,11,0,0,0,0,0,5,0,0,0,0,0,4,391,160,91,0,0,652,19,0,0,0,0,19,31,3,6,0,0,36,27,0,7,0,0,43,7,3,8,0,0,26,16,9,5,0,0,28,14,3,7,0,0,28,10,5,9,0,0,28,7,4,8,3,0,20,6,3,11,3,0,22,13,7,8,0,0,31,7,3,4,0,0,10,5,0,0,5,0,11,0,3,0,0,0,4,166,44,83,12,4,306,23,3,7,5,0,35,7,7,6,0,0,14,595,206,188,15,4,1015,3,0,0,0,0,3,32,0,0,0,0,40,61,0
210041240,27,0,0,0,0,27,53,5,0,0,0,62,59,6,6,0,0,79,49,16,10,0,0,69,44,15,10,0,0,69,37,17,13,0,0,68,42,19,9,0,0,65,36,16,4,0,0,54,37,9,3,0,0,56,25,5,10,4,0,45,11,3,0,0,5,17,0,0,0,0,0,9,0,0,0,0,0,4,417,110,69,14,0,612,32,0,0,0,0,31,21,4,0,0,0,22,11,4,0,0,0,18,6,0,4,0,0,11,9,5,8,0,0,22,5,0,3,0,0,10,4,0,11,0,0,16,8,9,4,0,0,20,11,3,9,0,0,21,7,11,10,0,0,33,12,3,3,0,0,18,4,4,6,0,0,10,0,3,0,0,0,4,135,44,55,6,0,246,20,3,7,0,0,35,9,4,3,0,0,13,585,159,136,26,4,911,3,0,0,0,0,3,20,0,0,0,0,23,79,0
210041539,3,0,0,0,0,3,11,0,0,0,0,8,12,3,3,0,0,22,26,3,5,0,0,37,3,3,4,0,0,13,3,6,3,0,0,21,3,6,3,0,0,16,4,6,0,0,0,14,5,3,6,0,0,10,0,8,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,40,33,0,3,155,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,4,5,0,7,0,0,11,0,0,0,0,0,6,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,4,0,6,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,25,6,0,59,3,0,3,0,0,11,6,0,0,0,0,8,115,50,57,6,3,231,0,0,0,0,0,0,7,0,0,0,0,7,10,0
210041540,59,0,0,0,0,59,175,0,4,0,0,180,211,10,12,0,0,234,201,36,20,0,0,257,152,32,20,0,0,210,145,28,11,0,0,189,145,47,17,0,0,208,124,49,15,4,0,183,93,31,16,3,3,144,60,21,7,0,0,85,27,11,3,5,0,47,0,8,3,0,0,9,4,3,0,0,0,6,1400,263,128,20,9,1814,226,0,0,5,0,234,192,3,4,0,0,198,77,0,7,0,0,83,49,0,6,0,0,55,37,0,9,0,0,51,28,9,9,0,0,49,21,7,9,0,0,39,25,7,9,0,0,43,25,9,12,0,0,53,43,0,8,0,0,57,22,6,7,0,0,36,13,4,8,0,0,18,4,0,4,0,0,6,765,48,86,15,6,926,104,3,18,5,0,133,31,7,0,0,0,44,2308,324,235,37,20,2917,24,0,0,0,0,24,135,0,0,0,0,135,179,0
210041541,9,0,0,0,0,9,13,0,0,0,0,19,21,3,0,0,0,26,29,3,11,0,0,39,20,12,0,0,0,31,15,5,0,0,0,18,18,8,8,0,0,30,20,10,3,0,0,27,13,17,12,0,0,36,5,8,4,0,0,12,3,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,155,70,39,6,0,267,12,0,0,0,0,9,9,0,0,0,0,14,11,3,0,0,0,16,7,3,6,0,0,12,0,0,0,0,0,0,4,4,0,0,0,8,4,0,6,0,0,7,0,0,0,0,0,4,4,0,5,0,0,5,6,3,5,0,0,11,0,4,6,0,0,8,0,0,0,0,0,3,0,0,0,0,0,3,56,20,33,3,0,113,16,0,4,0,0,25,10,0,0,0,0,20,245,90,74,4,4,421,0,0,0,0,0,0,28,0,0,0,0,23,39,4
