POW_SA2_CODE_2021,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
205011079,112,0,0,0,0,116,296,10,4,0,3,311,359,20,26,0,3,411,319,39,30,0,0,386,270,62,29,3,0,369,220,53,19,3,3,292,271,50,36,0,0,366,273,57,27,0,3,368,225,58,40,0,0,325,164,33,33,5,8,242,52,30,25,5,4,112,12,8,6,6,0,35,6,6,13,7,6,31,2585,418,289,37,28,3360,221,0,3,0,0,226,139,0,9,0,0,142,93,0,10,0,0,103,52,3,3,0,0,61,53,5,9,3,0,64,55,7,8,0,0,71,49,11,3,4,0,75,62,5,9,0,0,77,57,9,9,0,0,78,86,3,22,4,0,126,50,18,20,4,0,86,32,6,10,7,0,60,21,3,20,11,0,51,967,87,136,41,13,1231,146,13,11,10,0,183,71,6,12,0,11,103,3770,518,446,91,55,4878,36,0,0,0,0,36,220,0,3,0,3,223,317,0
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,105,0,0,0,0,105,261,0,0,0,0,257,294,3,20,0,3,325,279,31,30,4,0,339,268,24,19,0,11,319,244,28,14,7,4,294,284,35,21,3,5,346,280,44,20,0,0,349,270,32,30,4,3,340,180,43,24,8,0,257,71,20,19,0,9,114,9,9,4,9,3,33,3,7,0,0,0,11,2545,276,204,25,38,3089,181,0,0,0,0,184,94,0,3,3,0,100,66,0,4,0,0,70,50,0,9,0,0,56,59,0,3,0,0,63,48,0,9,0,0,61,62,0,11,0,0,78,47,3,12,3,6,73,82,9,13,0,0,103,98,7,14,0,8,121,75,8,12,0,0,96,42,9,16,0,0,61,14,0,8,0,0,29,923,45,95,11,8,1093,197,3,16,3,0,218,75,14,14,5,17,113,3731,340,325,51,64,4510,56,0,0,0,0,56,176,0,0,0,0,177,214,0
205021082,21,0,0,0,0,21,44,0,0,0,0,42,67,6,5,0,0,77,55,3,5,0,0,64,56,10,13,0,0,77,39,10,14,0,6,62,41,8,9,4,0,67,42,17,15,6,0,85,50,13,22,7,0,95,36,21,22,3,6,85,15,10,26,6,3,60,4,14,17,0,0,38,0,4,21,16,3,39,459,104,174,57,18,810,18,0,0,0,0,15,10,0,0,0,0,10,10,0,3,0,0,17,11,0,3,0,0,12,12,0,0,0,3,17,10,3,0,0,0,15,5,0,4,0,0,10,18,0,5,0,0,29,14,10,3,0,0,23,31,8,8,5,0,45,14,6,8,3,4,32,0,3,6,4,0,20,4,0,6,12,3,23,154,21,56,26,11,264,36,4,10,0,0,55,10,0,3,4,6,26,660,129,244,85,38,1148,10,0,0,0,0,10,13,0,3,0,0,15,28,0
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,33,0,0,0,0,33,39,0,0,0,0,39,55,0,7,0,0,65,56,4,7,0,0,70,49,5,9,4,0,67,60,12,17,6,0,88,42,28,10,0,0,80,58,17,14,0,0,96,56,13,17,4,0,84,37,9,14,0,0,62,12,9,12,7,0,41,0,0,0,7,0,8,0,0,3,4,0,4,509,101,101,34,5,746,55,0,0,0,0,57,27,0,0,0,0,34,19,0,0,0,0,19,21,0,0,0,0,25,22,0,5,4,0,30,17,0,6,0,0,24,24,0,5,0,0,34,25,3,4,0,0,30,24,4,3,0,0,32,34,7,17,6,0,67,27,5,4,4,0,43,6,6,6,8,3,25,3,6,3,3,0,14,306,36,60,29,8,434,53,7,8,8,0,74,20,0,0,3,10,29,885,141,169,69,22,1290,8,0,0,0,0,8,36,0,0,0,0,34,43,0
205021085,11,0,0,0,0,11,33,0,0,0,0,34,44,5,7,0,0,55,53,7,3,3,0,73,51,11,11,0,0,76,44,10,6,0,5,68,54,6,8,0,0,64,55,18,11,7,4,97,70,7,12,8,0,95,45,17,21,13,4,94,13,9,9,17,4,48,0,4,16,7,0,31,0,5,6,9,0,17,487,91,111,61,18,772,35,0,0,3,0,37,14,0,0,0,0,15,10,0,0,0,0,10,14,0,3,0,0,20,13,0,8,0,0,18,7,0,4,0,0,18,14,0,3,3,0,18,7,0,7,0,0,16,21,4,14,4,6,37,37,4,3,7,4,51,15,0,10,4,0,28,5,3,10,4,0,17,3,0,9,7,0,21,192,17,63,29,6,302,43,6,10,0,0,64,19,4,5,3,8,44,744,120,187,95,36,1174,4,0,0,0,0,4,18,0,0,0,0,27,34,0
205021086,6,0,0,0,0,10,15,0,0,0,0,15,21,0,0,0,0,27,16,5,8,0,0,29,17,3,0,0,0,21,11,0,0,0,0,16,14,5,6,0,0,21,12,6,9,0,0,31,6,4,10,3,0,23,10,15,8,5,0,34,0,4,4,6,4,18,0,4,0,0,4,6,0,3,3,0,0,11,129,52,56,11,14,259,21,0,0,0,0,21,6,0,5,0,0,11,8,0,0,0,0,11,9,0,0,0,0,7,4,0,3,0,0,9,9,4,4,0,0,16,3,0,3,0,0,7,5,0,0,0,0,7,5,0,8,0,0,10,10,3,10,0,3,22,8,6,4,0,0,17,5,0,4,0,0,4,5,0,5,3,0,16,81,19,47,9,4,162,21,6,5,0,0,29,9,0,3,0,0,14,243,72,110,21,17,468,3,0,0,0,0,3,12,0,0,0,0,17,11,0
205031087,15,0,0,0,0,15,70,0,7,0,0,73,72,4,8,0,0,81,64,11,15,0,0,90,63,15,25,4,0,111,67,24,18,0,0,109,50,22,22,0,4,98,69,20,34,6,4,130,58,19,35,8,6,114,37,23,37,3,0,97,14,13,28,7,3,59,3,3,21,7,0,39,0,5,9,4,0,15,579,149,253,37,20,1043,60,0,0,3,0,66,31,0,3,0,0,36,21,0,5,0,0,30,16,0,5,0,0,19,15,0,4,0,0,18,10,0,5,0,0,19,14,0,8,0,0,28,16,3,11,0,0,35,28,7,21,3,0,59,30,6,21,3,0,56,20,4,17,8,5,60,11,6,11,9,7,42,0,3,8,10,0,20,264,43,119,38,13,477,47,11,11,8,5,84,22,6,3,0,7,48,911,211,395,88,45,1652,10,0,0,0,0,10,23,0,0,0,0,26,41,0
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,13,4,0,0,0,0,7,0,0,0,0,0,0,18,8,4,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031089,43,0,0,0,0,43,63,0,0,0,0,69,75,4,8,0,0,87,82,20,16,5,0,113,91,20,15,3,4,129,70,21,13,0,4,102,66,23,29,5,0,117,80,19,29,4,0,131,59,10,25,5,0,99,37,18,29,6,0,92,17,6,29,12,0,63,5,7,6,5,5,26,0,4,6,3,3,16,679,141,204,43,24,1090,44,0,3,0,0,45,30,0,4,0,0,29,28,0,0,0,0,22,15,3,0,0,0,17,15,4,8,0,0,29,13,0,0,0,0,24,7,5,5,3,0,23,11,6,12,0,0,29,9,4,3,0,0,23,23,5,16,0,0,48,13,6,10,0,0,35,9,6,8,6,0,28,3,0,9,3,3,18,216,40,82,24,9,361,27,6,6,10,0,56,28,0,3,4,7,41,948,185,294,76,40,1544,10,0,0,0,0,10,33,0,0,0,0,33,42,0
205031090,56,0,0,0,0,56,126,0,3,0,0,125,144,0,9,0,0,153,157,13,12,5,3,190,142,16,26,0,0,180,126,23,31,6,3,187,173,32,30,10,0,241,188,24,41,0,3,259,172,26,57,7,3,262,136,24,34,12,0,201,50,18,18,6,0,95,12,3,19,6,4,38,0,5,10,4,0,21,1465,189,279,51,27,2006,109,0,0,3,0,113,39,0,0,0,0,42,19,0,3,0,0,26,31,0,5,0,0,39,21,0,7,4,0,24,19,5,3,0,4,32,29,3,8,0,0,39,23,8,13,3,0,44,33,4,14,8,4,59,50,10,14,7,0,82,32,9,11,0,3,59,12,7,5,4,0,33,6,6,9,13,0,29,423,40,96,40,11,610,85,3,12,0,4,99,41,7,9,7,11,66,2014,235,397,97,51,2783,28,0,0,0,0,28,87,0,0,0,0,88,83,0
205031091,10,0,0,0,0,10,72,0,0,0,0,71,59,0,15,0,0,74,51,8,15,0,0,81,77,26,20,0,0,129,78,27,23,0,0,130,65,23,25,3,6,123,65,21,11,4,8,108,52,26,16,0,0,93,50,16,8,0,0,82,17,11,8,3,0,40,6,0,0,0,0,11,0,0,0,0,0,0,616,167,150,10,17,957,52,0,3,5,0,58,54,0,0,0,0,51,27,0,6,0,0,34,40,0,8,0,0,47,26,8,4,0,0,39,13,3,6,0,0,27,27,4,10,0,3,47,29,5,23,4,4,58,36,10,18,0,0,58,42,22,21,5,0,90,29,14,9,3,0,59,16,3,7,5,3,35,7,6,3,0,0,18,390,73,120,26,13,624,124,16,15,9,6,166,30,8,0,3,5,51,1168,259,292,43,36,1794,9,0,0,0,0,9,35,0,0,0,0,37,67,0
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,9,0
205031093,63,0,0,0,0,63,153,4,10,0,0,168,217,6,21,0,0,247,221,24,28,0,4,287,177,44,48,0,4,273,193,38,43,5,3,285,196,52,39,9,0,300,205,48,52,6,7,321,170,28,42,5,9,255,122,23,30,3,6,197,33,16,20,8,3,73,11,4,11,11,0,35,0,7,10,3,0,24,1772,301,354,52,42,2525,187,0,3,4,0,191,115,0,4,0,4,120,77,5,3,0,0,84,51,3,13,0,0,61,54,3,17,0,0,78,57,4,10,0,5,80,56,13,21,3,0,87,61,12,18,0,0,95,56,14,21,3,5,99,78,13,33,0,4,131,41,10,31,11,4,102,18,11,17,3,0,62,13,7,17,8,0,43,864,97,204,32,25,1225,146,15,27,11,6,206,43,15,19,5,17,104,2832,430,607,105,95,4059,26,0,0,0,0,31,100,4,0,0,0,106,144,0
205041094,20,0,0,0,0,20,73,0,0,0,0,76,146,9,6,0,0,160,200,3,6,0,0,213,222,5,8,5,0,236,218,7,6,0,0,237,176,15,10,0,0,206,245,11,8,6,0,265,241,4,7,4,0,261,154,11,12,0,0,174,34,7,12,3,0,63,3,3,4,0,0,19,0,0,7,0,3,13,1733,75,90,23,13,1937,19,0,0,0,0,18,25,0,0,0,0,29,25,0,0,0,0,26,23,0,0,3,0,26,27,4,0,0,0,32,21,0,4,0,0,28,10,3,6,0,4,24,28,0,4,0,0,40,36,0,5,0,0,41,15,5,12,5,4,34,11,0,6,3,0,17,9,0,5,0,0,21,0,0,10,5,0,13,258,22,52,21,6,358,95,0,5,0,3,103,47,3,9,3,4,57,2131,99,155,45,19,2452,10,0,0,0,0,10,32,0,0,0,0,32,48,0
205041095,44,0,0,0,0,48,138,0,9,0,0,145,183,0,17,0,0,208,198,8,5,0,0,210,188,18,8,0,0,212,128,17,11,0,0,164,164,14,17,0,0,197,166,12,15,3,3,201,177,14,20,4,0,210,127,7,9,0,0,152,32,7,7,0,0,43,6,0,0,3,0,12,4,0,5,0,0,3,1560,100,120,11,14,1805,121,0,0,0,0,121,73,0,0,0,0,72,32,0,4,0,0,36,30,0,5,0,0,26,41,0,3,0,0,43,22,0,11,0,0,38,20,0,6,0,0,24,27,8,6,0,0,39,48,0,8,3,0,59,34,4,6,3,4,55,30,3,7,3,0,44,17,0,0,0,0,16,4,0,0,0,0,10,498,19,55,16,7,588,109,5,5,0,0,121,62,0,8,0,17,93,2228,121,187,34,38,2604,27,0,0,0,0,24,112,0,0,0,0,112,146,0
205041096,76,0,0,0,0,76,280,6,4,0,0,288,432,4,8,0,0,451,480,13,12,0,0,511,438,20,18,0,0,472,391,23,14,5,0,433,381,27,7,0,0,423,424,29,18,0,0,470,428,37,14,0,5,484,287,43,13,0,3,347,77,15,14,0,0,107,14,7,0,0,0,28,5,0,0,7,0,9,3720,226,126,6,17,4094,131,0,0,0,0,131,111,0,0,0,0,108,71,0,0,0,0,77,67,0,0,0,0,73,64,4,4,0,3,75,55,6,4,0,0,67,63,8,5,0,0,76,71,3,6,0,0,88,68,3,4,0,3,74,74,4,7,0,3,82,50,3,6,5,0,66,26,0,3,3,0,31,4,0,3,0,0,18,851,32,52,17,9,968,190,10,4,4,0,208,105,6,3,5,12,132,4867,271,182,32,43,5402,39,0,0,0,0,39,182,3,4,0,0,187,297,0
205041098,9,0,0,0,0,9,21,0,0,0,0,21,15,3,3,0,0,21,14,3,0,0,0,23,13,0,3,0,0,21,11,0,6,0,0,19,3,3,7,0,0,14,5,4,3,0,0,16,9,0,5,0,0,19,5,0,6,0,4,14,0,0,5,0,0,5,0,0,0,0,0,5,0,0,3,0,0,9,120,19,40,4,6,190,5,0,0,0,0,5,6,0,0,0,0,5,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,10,0,0,0,0,0,3,0,0,4,0,0,5,3,0,6,0,0,5,0,0,0,0,0,0,30,3,14,3,0,54,8,0,0,0,0,13,9,0,0,0,0,9,161,29,56,7,10,265,6,0,0,0,0,6,9,0,0,0,0,4,8,0
205041493,96,0,0,0,0,99,249,4,3,0,0,265,294,10,6,4,3,318,285,21,15,0,5,323,278,36,13,0,5,330,210,29,17,0,0,258,209,47,17,0,0,274,193,51,13,0,0,257,175,30,15,0,0,215,115,23,9,0,0,147,23,13,9,0,0,42,6,8,4,3,0,23,0,7,0,0,0,4,2136,263,118,11,16,2546,262,0,0,0,0,265,128,0,0,0,0,132,81,0,0,0,0,90,57,0,4,0,0,65,46,3,10,0,0,59,31,6,7,0,0,48,33,0,6,0,0,37,29,0,3,0,0,38,26,0,3,0,0,31,33,3,5,0,0,47,21,3,6,0,0,32,14,3,0,9,0,23,5,0,4,0,0,13,773,35,50,17,7,883,132,10,8,0,0,158,50,0,8,0,9,72,3099,316,189,30,32,3656,34,0,0,0,0,34,173,0,0,0,0,179,225,7
205041494,30,0,0,0,0,30,100,0,0,0,0,103,172,3,9,0,0,189,148,10,7,0,0,167,166,4,10,0,4,187,149,12,9,3,0,168,157,22,13,4,0,197,146,18,8,0,0,175,144,16,8,0,0,173,89,7,8,0,0,104,38,8,6,3,0,53,10,0,3,0,0,13,0,0,0,0,0,0,1351,109,81,10,7,1565,58,0,0,0,0,58,43,0,0,0,0,45,18,0,3,0,0,26,31,0,8,0,0,33,24,0,7,0,0,33,28,0,9,0,0,32,18,0,0,0,0,26,18,8,3,0,0,28,29,7,6,0,0,35,25,8,5,0,0,36,26,5,8,0,0,37,9,0,3,0,0,12,3,0,0,0,0,5,322,28,49,5,7,406,73,3,6,3,0,89,29,0,0,0,4,40,1784,143,140,17,17,2100,14,0,0,0,0,14,101,0,0,0,0,107,205,0
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,14,0,0,0,0,14,122,0,0,0,0,120,146,0,0,0,0,147,177,3,8,0,0,180,190,6,4,0,0,197,136,5,6,0,0,146,139,4,7,0,4,155,121,11,3,0,0,138,112,5,5,6,0,129,67,7,17,0,0,94,21,4,8,0,0,32,4,0,9,0,0,14,0,0,8,4,0,6,1237,47,77,18,8,1384,11,0,0,3,0,11,23,0,0,0,0,23,18,0,5,0,0,22,17,0,0,0,0,23,11,3,0,0,0,23,10,0,0,0,0,9,9,0,6,0,0,9,8,5,9,0,0,22,13,0,8,0,0,27,14,0,3,0,0,18,3,6,3,0,0,14,0,0,3,0,0,3,0,0,5,0,0,3,146,15,33,8,0,196,71,3,6,0,4,79,18,0,0,4,3,31,1474,60,110,28,17,1685,9,0,0,0,0,9,62,0,0,0,0,62,39,0
205051101,70,0,5,0,0,77,109,3,4,0,0,120,181,11,22,0,0,212,146,15,16,0,0,185,97,19,17,8,3,146,106,16,30,10,5,165,103,21,30,0,4,157,108,23,17,0,3,157,104,24,27,3,7,169,82,15,34,3,3,143,28,4,16,5,0,63,9,4,11,4,0,28,4,4,8,5,0,22,1161,173,242,43,31,1644,69,0,0,3,0,76,38,0,3,0,0,38,25,0,0,0,0,25,14,0,0,0,0,21,27,0,0,0,0,33,24,3,4,0,0,29,22,0,4,0,0,25,18,9,8,0,0,32,27,0,10,0,0,41,34,0,16,6,0,46,25,4,20,6,0,47,14,3,5,7,0,31,5,0,6,7,0,25,342,13,74,33,6,466,72,4,8,5,4,95,30,7,8,0,0,47,1605,190,334,76,43,2250,27,0,0,0,0,27,58,0,0,0,0,60,82,0
205051102,14,0,0,0,0,17,48,0,0,0,0,50,67,4,5,0,0,72,43,6,5,0,0,60,57,6,15,0,0,79,59,4,11,0,4,88,56,8,11,3,0,76,61,5,3,3,6,77,50,5,9,0,0,67,34,0,18,3,0,62,17,0,14,8,0,39,3,0,8,3,0,17,3,0,0,0,0,8,514,45,108,24,18,714,13,0,0,0,0,10,3,0,0,0,0,6,9,0,5,0,0,15,0,0,0,0,0,4,8,0,0,0,0,12,3,0,4,0,0,3,0,0,0,0,0,8,6,5,4,0,0,8,6,0,3,0,0,9,14,0,0,4,0,20,11,0,4,0,0,13,3,0,8,5,0,11,0,0,6,0,0,9,87,5,24,16,0,138,36,3,3,0,0,47,14,0,7,0,0,22,653,57,147,42,24,921,4,0,0,0,0,4,17,0,0,0,0,20,26,0
205051103,99,0,0,0,0,100,175,0,10,0,0,187,229,12,7,0,0,244,219,15,13,0,0,246,222,21,17,0,0,254,209,37,22,3,0,278,181,27,20,4,0,228,184,32,19,0,0,240,194,22,22,0,3,243,146,20,30,0,4,196,31,15,9,0,0,62,5,10,7,0,0,22,3,3,0,0,3,14,1905,216,170,15,18,2314,160,0,4,4,0,167,106,0,4,0,0,108,50,0,8,0,0,61,35,3,6,0,0,43,35,4,11,0,0,47,23,5,5,3,0,39,25,8,12,0,0,38,25,0,6,0,0,33,33,0,8,3,0,45,48,5,8,0,4,65,27,6,10,3,0,44,14,0,9,0,0,29,5,0,5,0,0,10,592,29,86,16,12,728,152,4,8,0,4,166,53,3,0,6,4,72,2700,247,261,31,35,3281,41,0,0,0,0,44,150,0,0,0,0,151,186,0
