POW_SA2_CODE_2021,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Afghanistan_E,F_Afghanistan_OM_IE,F_Afghanistan_OM_UIE,F_Afghanistan_CFW,F_Afghanistan_ES_NS,F_Afghanistan_Tot,F_Bangladesh_E,F_Bangladesh_OM_IE,F_Bangladesh_OM_UIE,F_Bangladesh_CFW,F_Bangladesh_ES_NS,F_Bangladesh_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Nepal_E,F_Nepal_OM_IE,F_Nepal_OM_UIE,F_Nepal_CFW,F_Nepal_ES_NS,F_Nepal_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW
217031474,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,7,13,0,9,5,0,23,760,172,211,80,43,1260,722,50,102,66,24,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,21,0,0,0,0,0,0,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217031475,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,21,22,3,10,5,0,43,1317,196,376,111,56,2059,782,95,189,70,37,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,5,0,7,33,6,14,3,0,55,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217031476,0,0,0,4,0,0,0,0,0,0,13,0,6,0,0,21,13,3,3,0,0,19,483,103,125,50,23,786,387,49,97,28,7,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,4,8,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
217041477,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,18,14,6,6,3,3,32,759,205,369,106,45,1484,433,68,183,94,19,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,13,5,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217041478,0,0,0,5,5,0,0,0,0,5,15,0,0,5,0,22,12,0,3,6,0,21,1161,204,351,97,48,1858,968,75,183,67,29,1315,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,19,5,0,0,5,28,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
217041479,0,0,0,0,0,0,0,0,0,0,26,0,0,0,6,27,16,0,0,0,0,16,1669,185,281,29,13,2179,2112,63,181,41,18,2410,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,38,5,0,0,0,0,5,39,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,0
217041480,0,4,0,16,35,0,0,0,0,37,98,8,4,0,0,108,30,0,9,0,3,47,5364,450,383,59,68,6328,5806,189,256,47,52,6349,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,59,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,35,0,3,0,0,39,12,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,17,0,0,0,0,0,5,11,0,0,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11,7,0,0,0,0,7,15,0,3,0,0,13,79,4,5,0,0,92,0,0,0,0,0,0,73,0,0,0,0,78,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0
297979799,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,179,0,0,0,0,181,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,80,8,0,276,297,138,261,21,11,730,2387,754,1636,72,82,4932,432,120,249,29,69,905,52735,14525,27992,1393,1637,98277,18320,1297,6428,720,365,27129,51,8,4,5,4,68,23,6,0,0,0,29,59,9,33,0,0,109,596,102,350,75,17,1134,46,5,17,3,0,71,51,0,6,0,0,64,45,3,9,0,0,63,99,7,56,4,5,169,84,7,32,5,0,124,112,17,52,5,0,186,875,64,145,20,13,1119,89,8,37,6,0,138,58,5,21,3,0,88,41,0,25,0,0,70,78,0,24,0,0,111,114,13,34,4,7,174,82,4,33,3,0,121,66,12,44,4,0,132,39,3,8,0,0,54,323,32,112,9,0,476,61,0,4,3,0,62,54,3,37,4,6,99,650,37,230,19,15,946,51,7,21,3,3,78,272,8,70,3,5,362,87,5,28,0,0,120,97,9,45,0,0,153,171,16,59,10
301011001,0,0,0,3,3,0,0,0,0,3,22,7,8,0,0,41,3,0,0,0,0,5,598,127,167,16,7,911,1052,36,98,9,8,1206,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,14,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,6,9,3,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,58,6,9,3,0,81,0,0,0,0,0,0,24,4,0,0,0,27,0,0,0,0,0,0,5,0,0,0,0,3,26,0,5,0
301011002,0,0,0,10,0,0,0,0,0,4,25,8,6,0,0,33,0,0,0,0,0,0,820,210,124,29,4,1186,605,88,52,29,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,5,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,4,0,54,0,0,0,0,0,0,6,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0
301011003,0,0,0,5,0,0,0,0,0,5,18,0,7,0,0,30,3,0,3,0,0,5,516,172,140,27,9,868,917,64,98,25,3,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3,0,30,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0,25,14,0,0,0,0,13,64,11,8,3,0,84,0,0,0,0,0,0,19,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,4,41,3,0,0
301011004,3,0,0,19,12,0,4,5,0,18,169,30,18,0,0,224,17,0,0,0,0,19,4631,705,423,62,24,5846,3476,222,178,54,9,3937,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,10,56,4,11,0,0,73,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,12,15,0,0,0,0,14,3,0,0,0,0,3,9,0,0,0,0,9,80,4,6,0,0,93,9,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14,8,0,0,0,0,8,5,0,0,0,0,3,13,0,3,0,0,18,0,0,0,0,0,4,19,4,3,0,0,26,9,0,0,0,0,12,7,5,0,0,0,12,348,25,23,4,0,393,3,0,0,0,0,3,103,3,0,0,0,111,6,0,0,0,0,9,3,0,5,0,0,6,78,8,15,0
301011005,0,0,0,0,0,0,0,0,0,5,7,4,0,0,0,11,0,0,0,0,0,0,177,61,44,3,4,295,78,12,17,7,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301011006,0,0,0,7,5,0,3,0,0,5,13,3,6,0,0,30,0,0,0,0,0,0,501,144,122,16,8,793,735,62,93,20,4,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,16,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11,4,0,70,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,4,33,4,3,0
301021007,0,0,0,17,16,5,0,0,0,20,113,18,7,0,5,149,5,5,0,0,0,16,3151,462,271,59,19,3966,3692,163,155,46,16,4077,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,24,38,7,4,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,39,15,0,0,0,0,16,0,0,0,0,0,5,11,0,3,3,0,18,92,0,0,0,0,100,10,0,0,0,0,10,9,0,0,0,0,11,4,0,0,0,0,4,29,0,3,0,0,33,3,0,0,0,0,4,7,0,0,0,0,6,23,0,0,0,0,26,0,0,0,0,0,0,28,0,0,0,0,33,23,0,0,0,0,23,6,0,0,0,0,12,322,14,14,4,3,365,7,0,0,0,0,3,124,4,5,0,0,129,5,0,0,0,0,5,6,0,0,0,0,4,133,13,4,0
301021008,0,0,0,0,0,0,0,0,0,0,25,5,9,0,0,39,0,0,0,0,0,0,539,126,94,14,8,774,581,40,62,16,7,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,4,5,0,0,46,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,23,0,7,0
301021009,0,0,0,5,0,0,0,0,0,0,27,10,3,3,0,49,4,0,0,0,0,5,938,265,207,34,4,1457,786,98,129,42,7,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,3,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,5,72,8,8,0,0,96,0,0,0,0,0,0,19,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,20,4,3,0
301021011,4,0,0,8,11,0,0,0,0,14,119,4,5,0,0,130,3,0,0,0,0,6,953,129,96,25,6,1210,585,49,73,27,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,6,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,70,5,0,0,0,77,0,0,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
301021012,0,0,0,7,0,0,0,0,0,0,22,8,8,0,0,37,6,0,3,0,0,7,679,212,198,41,9,1134,840,69,114,24,6,1054,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,11,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,6,65,10,14,6,0,92,0,0,0,0,0,0,15,3,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,27,8,10,0
301021013,0,0,0,10,0,0,4,0,0,7,32,5,8,0,0,44,0,0,0,0,0,7,1253,187,181,30,12,1656,1806,68,148,22,4,2053,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,17,6,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,22,6,0,0,0,33,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,9,8,0,0,0,0,8,4,0,0,0,0,4,172,9,12,0,0,190,0,0,0,0,0,0,59,0,0,0,0,61,3,0,0,0,0,3,0,0,0,0,0,0,54,3,6,0
301021550,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,6,11,0,0,0,0,11,292,36,59,20,4,410,229,22,30,5,8,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
301021551,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,14,3,0,0,0,0,9,255,47,115,26,19,457,269,30,71,18,11,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,37,8,11,3,3,57,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
301031014,0,0,0,15,11,0,0,0,0,11,274,9,4,0,0,281,23,0,0,0,4,27,5669,154,79,12,18,5929,929,17,6,0,9,963,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,31,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,181,0,0,0,0,181,0,0,0,0,0,0,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0
301031015,0,0,0,6,0,0,0,0,0,3,26,4,3,0,0,38,0,0,0,0,0,0,602,159,119,10,7,899,655,56,55,5,4,778,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,10,0,0,5,0,11,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,0,77,3,13,0,0,96,0,0,0,0,0,0,9,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,4,18,0,4,0
301031016,0,0,0,4,4,0,0,0,0,5,16,12,3,0,0,36,0,0,0,0,0,0,550,133,125,10,4,827,848,41,114,9,4,1013,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,8,0,3,3,0,11,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,3,0,5,0,0,3,76,0,10,0,0,88,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,5,0,0,0,0,0,0,30,6,3,0
301031017,0,0,0,39,53,0,0,0,0,53,662,24,4,0,5,692,32,0,0,0,3,34,8539,429,156,19,31,9179,2730,81,55,12,18,2893,0,0,0,0,0,0,5,0,0,0,0,5,14,4,0,0,0,16,132,0,3,0,0,134,4,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,43,12,0,0,0,0,19,5,0,0,0,0,5,21,0,0,0,0,21,106,0,0,0,0,106,20,0,0,0,0,20,16,0,0,0,0,16,0,0,0,0,0,0,32,0,0,0,0,30,8,0,0,0,0,9,8,0,0,0,0,8,62,0,0,0,0,64,0,0,0,0,0,0,33,0,0,0,0,33,3,0,0,0,0,3,7,0,0,0,0,7,525,6,12,0,0,545,5,0,0,0,0,7,154,0,0,0,0,157,10,0,0,0,0,10,13,0,0,0,0,13,91,0,0,0
301031018,0,0,0,8,13,0,4,0,0,17,114,8,7,0,0,130,4,0,0,0,0,4,2147,224,121,23,5,2519,898,61,57,4,5,1028,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,25,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,12,9,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,28,0,0,0,0,26,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,6,3,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,132,4,3,0,0,138,0,0,0,0,0,0,17,0,6,0,0,21,0,0,0,0,0,4,7,0,0,0,0,7,22,0,3,0
