POW_SA2_CODE_2021,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000_3499_Mng,CL_nfd_3000_3499_Pro,CL_nfd_3000_3499_TecTW,CL_nfd_3000_3499_CoPSW,CL_nfd_3000_3499_ClAW,CL_nfd_3000_3499_SWks,CL_nfd_3000_3499_MaOpDv,CL_nfd_3000_3499_Lab,CL_nfd_3000_3499_IDNS,CL_nfd_3000_3499_Tot,CL_nfd_3500mo_Mng,CL_nfd_3500mo_Pro,CL_nfd_3500mo_TecTW,CL_nfd_3500mo_CoPSW,CL_nfd_3500mo_ClAW,CL_nfd_3500mo_SWks,CL_nfd_3500mo_MaOpDv,CL_nfd_3500mo_Lab,CL_nfd_3500mo_IDNS,CL_nfd_3500mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot
401051019,0,0,0,6,0,0,0,0,0,7,0,0,7,4,0,7,0,10,0,22,0,4,0,0,8,0,0,0,0,23,4,0,0,0,8,3,0,0,0,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,12,13,19,23,10,0,14,4,115,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,9,0,10,0,18,0,4,9,9,4,0,3,3,0,22,0,0,3,3,4,4,0,3,0,21,0,4,5,14,6,0,0,5,3,39,8,3,17,27,13,6,5,13,0,93,4,9,25,34,17,11,4,14,0,106,14,0,68,51,30,10,8,26,0,203,16,15,59,28,27,9,12,15,0,174
401061020,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,5,6,7,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,8,4,0,0,6,0,0,0,0,0,10,0,0,3,0,0,3,0,0,0,9,0,0,3,3,0,7,0,0,0,20,3,0,11,7,0,0,5,3,0,34,0,3,10,17,6,9,0,0,0,54,0,0,29,12,9,4,0,4,0,56
401061021,0,0,0,9,0,0,0,0,0,14,0,0,4,9,4,3,0,5,0,19,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,10,23,25,14,0,6,0,97,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,10,0,0,4,3,4,3,0,0,0,18,0,0,3,4,0,4,0,4,0,18,3,0,16,12,5,12,0,4,0,56,8,4,15,15,12,12,4,8,0,76,6,9,21,24,18,22,0,9,0,116,11,0,49,36,9,18,0,12,0,142,14,6,53,24,18,14,0,3,0,137
401061022,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,6,5,4,0,4,0,25,0,6,5,18,3,0,0,0,0,31,0,0,6,21,4,0,0,0,0,42,3,0,12,14,11,4,0,0,0,52,0,0,19,21,5,0,0,4,3,64,5,3,16,20,7,0,0,0,0,59
401071023,0,0,0,5,5,0,0,3,0,15,0,0,0,0,4,0,0,0,0,13,0,0,5,5,5,4,0,4,0,25,0,3,0,0,3,5,0,0,0,17,4,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,16,10,8,0,0,5,0,0,0,0,18,5,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,27,10,21,28,15,5,11,0,138,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,6,0,0,0,10,0,5,8,8,0,6,3,0,0,39,3,0,17,9,0,5,0,0,0,40,3,5,14,15,4,0,0,3,0,49,4,6,39,33,14,9,0,11,0,109,7,4,36,40,26,3,3,11,0,143,10,11,44,46,56,9,0,17,5,193,21,17,65,47,49,17,9,19,5,248
401071024,0,5,0,14,3,0,0,0,0,25,0,4,0,9,6,3,0,3,0,29,6,3,10,5,5,3,0,0,0,37,3,5,9,10,13,0,0,0,0,33,7,0,0,0,3,3,0,0,0,12,0,4,0,3,4,0,0,0,0,12,5,6,0,0,3,0,0,0,0,15,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,29,32,23,61,47,23,5,12,0,232,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,6,0,18,3,0,4,8,7,4,0,3,0,25,0,0,13,29,3,3,0,15,0,71,3,0,13,46,12,8,0,10,3,90,4,4,27,79,22,12,0,7,4,158,16,10,52,96,38,10,0,25,10,253,19,9,60,93,65,20,3,20,4,290,34,29,113,82,64,15,3,18,0,366
402011025,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,8,12,5,4,4,0,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,10,0,0,9,5,0,0,0,3,0,14,0,0,3,11,5,0,0,3,0,28,3,0,25,3,10,0,0,5,0,48,3,3,13,14,9,0,0,5,0,60,5,5,34,21,21,0,13,14,0,111,15,6,67,10,22,6,17,17,3,154
402011026,0,0,0,8,3,3,0,0,0,24,0,0,0,12,3,0,5,0,0,22,0,0,0,8,5,4,0,0,0,21,6,0,0,0,3,0,0,0,0,11,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,3,15,40,20,22,4,10,0,133,3,0,5,0,0,0,0,4,0,12,3,0,3,0,0,10,0,10,0,31,4,0,9,16,5,16,0,3,0,55,4,0,15,15,9,22,0,8,0,77,8,6,26,21,9,6,4,11,0,90,5,5,27,48,23,38,3,22,7,179,11,6,52,94,26,30,5,19,0,243,17,10,79,83,30,32,11,17,0,277,31,12,65,68,40,22,6,16,3,264
402011027,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,4,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,8,6,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,3,0,10,4,0,13,10,0,0,0,4,0,35,7,0,19,3,4,0,3,5,0,39,10,0,15,4,3,5,5,8,0,54,3,0,13,3,3,0,8,5,0,44
402021028,0,0,0,0,0,0,0,0,0,10,0,0,0,5,3,0,0,0,0,8,0,0,0,5,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,19,12,8,0,3,0,50,0,0,4,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,12,0,0,0,3,0,5,0,0,0,13,0,0,4,6,0,0,0,4,0,26,0,0,6,17,0,7,0,4,0,37,0,5,14,30,0,6,0,3,0,69,4,3,17,53,3,7,4,7,0,98,0,0,16,42,4,11,3,3,0,84,3,0,17,26,11,5,3,3,0,72
402021029,0,0,0,0,0,0,0,6,0,3,0,0,0,0,4,0,3,0,0,12,0,0,0,0,0,4,5,0,0,14,0,5,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,13,11,3,12,7,0,62,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,4,0,0,0,5,0,3,6,11,0,0,0,0,0,16,0,0,10,14,0,0,0,3,3,31,0,0,12,24,7,5,5,11,0,75,3,0,18,39,12,0,16,17,0,122,8,3,28,40,13,6,23,25,0,150,9,16,73,11,21,0,57,28,3,220
402021030,4,0,3,7,4,7,0,0,0,22,0,5,0,11,10,3,3,4,0,32,0,0,0,14,11,0,0,0,0,30,0,0,3,9,0,0,0,0,0,19,3,0,0,4,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,13,0,3,0,3,4,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,8,78,42,17,3,17,0,183,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,6,0,0,0,20,0,3,4,9,0,13,0,10,0,44,0,0,9,11,0,16,0,12,5,53,0,0,10,25,15,21,3,13,0,88,10,4,26,52,23,40,8,28,0,193,10,4,28,89,36,27,7,28,5,236,21,7,44,91,56,28,14,31,6,294,39,39,73,108,97,15,14,34,10,424
402021031,0,0,0,3,0,0,0,0,0,4,4,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,7,0,0,0,0,0,16,0,0,5,10,0,5,0,0,0,23,0,3,10,34,0,3,0,4,0,57,0,4,13,36,3,0,0,6,0,59,3,0,10,31,3,0,0,0,0,54,5,5,13,22,5,0,5,5,0,53
402021032,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,4,0,4,0,5,0,0,3,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,7,5,12,4,6,0,50,0,0,0,0,0,0,0,0,0,7,0,0,3,5,0,3,3,0,0,16,3,0,7,4,0,3,0,0,0,14,0,0,5,4,0,0,0,6,0,22,0,0,11,7,0,6,3,4,0,40,0,0,15,21,10,9,7,3,0,58,9,0,19,30,7,14,0,9,0,92,3,3,27,46,14,17,5,14,0,129,6,7,35,31,9,8,10,8,0,108
402021033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,16,8,6,7,0,0,0,0,0,0,16
402021034,0,0,0,4,3,3,0,0,0,9,3,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,11,8,19,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,17,0,0,0,0,0,8,0,3,0,24,3,0,4,0,0,12,0,6,0,34,0,7,7,9,0,12,0,6,0,41,8,0,8,14,10,19,0,5,0,68,9,5,12,33,7,17,5,3,4,94,14,0,22,31,13,14,0,4,0,92,13,4,30,23,7,12,0,5,0,88
402021035,0,0,0,0,0,0,0,8,0,7,0,0,0,0,3,0,0,8,0,17,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,5,5,4,0,12,16,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,0,0,0,0,4,0,0,0,0,15,3,0,3,3,0,6,0,5,0,15,4,0,0,4,0,0,0,8,0,19,6,0,8,0,4,4,5,11,0,38,7,0,9,15,7,0,9,25,0,75,10,4,17,6,6,8,21,33,0,115,13,0,18,5,14,6,32,17,8,117
402031036,0,0,0,8,5,7,0,4,0,19,0,0,5,13,4,3,9,4,0,46,5,0,0,7,16,0,10,3,0,39,0,4,5,5,6,6,5,0,0,27,9,0,0,4,4,0,6,0,0,26,0,4,0,0,0,0,0,0,0,8,8,4,0,0,0,0,3,4,0,24,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,38,15,16,42,39,28,38,16,5,240,0,0,0,0,0,6,0,0,0,6,0,0,0,4,0,10,0,4,0,18,0,4,6,7,0,11,0,10,0,47,8,0,8,15,7,13,3,8,0,49,4,0,20,24,0,22,7,13,0,90,8,7,52,61,20,27,14,23,6,199,11,7,58,54,32,30,29,28,7,251,20,18,128,69,66,37,114,83,11,551,52,25,255,62,102,51,129,65,10,758
402031038,0,3,4,0,0,0,3,0,0,14,0,0,0,11,4,4,0,0,0,20,0,0,3,3,4,6,0,0,0,17,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,28,15,15,3,9,0,100,0,0,0,4,3,0,0,0,0,7,0,0,4,3,0,0,0,0,0,8,0,0,4,7,0,14,0,3,0,38,9,0,8,11,4,4,0,8,0,37,0,0,17,15,0,3,0,6,0,54,5,4,18,32,9,7,0,11,0,83,8,0,40,42,9,13,10,8,0,131,14,6,55,47,23,17,13,33,5,210,18,0,101,36,34,17,11,17,0,245
402031175,0,0,0,3,3,0,0,0,0,11,0,0,0,3,4,0,0,0,0,11,0,0,4,4,5,0,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,21,13,5,0,4,0,60,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,5,0,5,0,12,0,3,3,5,0,5,0,0,0,18,0,0,5,7,0,0,4,0,0,20,0,0,13,17,10,5,0,5,0,50,0,0,10,20,5,0,0,5,0,45,3,5,19,25,7,0,0,4,0,68,6,3,24,78,22,0,7,16,0,161
402031176,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,10,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,5,0,15,0,4,3,7,0,0,0,3,0,19,0,4,4,10,0,6,3,0,0,23,0,0,8,13,3,7,4,6,0,38,0,0,8,25,6,5,0,9,0,55,5,5,23,26,4,4,3,6,0,79,7,4,19,23,9,4,5,11,0,85
402041039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,11
402041040,0,0,0,4,3,0,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,9,8,11,0,3,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,4,0,4,0,5,0,20,0,0,0,4,4,10,0,0,0,23,4,0,3,17,0,5,0,10,0,39,4,0,14,26,3,10,3,7,0,76,0,0,16,42,4,12,0,7,0,87,4,3,29,29,6,5,0,9,0,82,8,0,20,27,9,0,3,0,3,76
402041041,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,0,0,4,5,0,0,0,0,0,11,0,4,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,5,9,9,0,6,0,56,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,3,0,0,0,9,0,0,4,3,0,0,0,3,0,10,0,0,4,4,6,0,0,8,5,21,0,0,8,8,0,4,0,3,0,22,4,0,18,15,10,6,0,9,0,72,5,4,26,27,13,10,5,3,0,99,3,3,43,22,12,8,17,10,0,120,18,6,76,27,23,3,13,11,4,177
402041042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,13,0,0,0,20,0,0,3,0,3,10,0,0,0,27,0,0,7,0,3,14,3,7,0,33,6,6,14,7,0,9,7,0,0,46
402041043,0,0,0,6,3,0,0,0,0,11,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,5,6,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,7,0,0,3,0,0,15,0,0,5,7,0,0,0,0,0,21,0,0,10,24,0,6,0,5,0,48,3,0,18,29,6,6,4,11,0,70,0,5,24,19,3,0,4,4,0,61,3,0,18,13,3,0,0,7,0,48
