POW_SA2_CODE_2021,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
128021533,0,0,0,37,36,0,0,0,0,34,23,0,0,0,0,23,24,0,0,0,0,27,41,0,0,0,0,45,37,0,5,0,0,39,42,0,3,0,0,47,17,0,0,0,0,16,6,0,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,297,8,11,0,0,318,39,0,5,0,0,41,31,0,3,0,0,36,22,0,6,0,0,27,25,0,0,0,0,28,33,3,7,0,0,39,37,0,7,0,0,46,25,0,0,3,0,32,38,0,0,3,0,42,19,3,0,0,0,25,23,0,0,0,0,29,12,0,6,0,0,20,0,0,0,0,0,5,0,0,0,0,0,7,302,15,33,13,0,371,91,6,14,3,0,114,7,0,0,0,0,6,692,31,67,20,4,808,34,0,0,0,0,34,65,0,0,0,0,70,85,4,7,0,0,96,86,7,3,0,0,93,59,0,3,0
128021534,4,0,0,33,20,0,0,0,0,22,24,0,0,0,0,25,32,0,5,0,0,37,30,0,0,0,0,33,24,4,0,0,0,29,31,4,4,0,0,36,19,3,0,0,0,24,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,227,23,14,5,0,268,33,0,4,0,0,37,28,0,6,0,0,41,17,0,0,0,0,20,21,4,5,0,0,26,15,4,4,6,0,26,16,9,5,0,0,27,27,4,5,0,0,39,29,3,9,0,0,38,28,9,3,4,0,44,40,6,6,8,0,62,15,0,0,0,0,19,10,0,0,0,0,10,0,0,0,0,0,3,278,41,54,12,0,389,37,3,15,4,0,63,3,0,0,0,0,7,552,69,89,19,0,729,5,0,0,0,0,5,37,0,0,0,0,37,61,5,4,0,0,70,37,11,7,0,0,53,41,19,6,0
128021535,0,0,0,152,125,3,0,0,0,131,114,3,3,0,0,123,112,6,3,3,0,135,154,8,6,0,0,173,154,12,3,0,0,169,118,14,4,4,0,139,67,5,11,0,0,83,17,0,0,0,0,23,0,0,3,0,0,5,0,0,0,0,0,0,1163,57,42,10,0,1272,213,0,0,0,0,217,105,0,12,0,0,119,64,0,11,0,0,76,82,3,11,0,0,97,104,5,12,4,0,124,122,5,22,3,0,148,140,16,11,0,0,169,134,12,18,4,0,165,130,12,27,3,0,173,101,6,7,4,0,116,44,6,3,4,0,65,14,0,0,0,0,18,3,0,0,0,0,6,1259,66,134,25,7,1483,312,13,35,0,3,366,27,5,0,0,0,27,2758,134,205,43,10,3147,40,0,0,0,0,39,222,0,8,0,0,232,303,16,12,0,3,329,300,20,4,4,0,327,306,19,9,0
128021536,4,0,0,76,55,0,3,0,0,63,59,3,6,0,0,66,73,11,9,0,0,91,80,9,7,0,0,99,66,14,7,0,0,90,53,8,7,0,0,67,32,0,4,0,0,35,11,0,0,0,0,18,3,0,0,0,0,3,0,0,0,3,0,6,581,54,48,5,0,689,89,0,0,0,0,93,107,0,9,0,0,118,48,0,8,0,0,51,62,5,9,0,0,78,77,9,20,6,0,110,93,16,22,4,0,136,101,8,11,8,0,125,90,11,23,0,0,121,81,4,14,4,5,100,72,8,11,5,0,95,25,4,6,0,0,45,11,3,0,0,0,21,3,5,0,0,0,7,858,85,131,25,5,1099,208,12,37,0,0,260,14,0,0,0,0,20,1668,151,213,35,7,2075,27,0,0,0,0,27,106,0,0,0,0,110,127,7,4,0,0,132,102,23,13,0,0,142,101,33,16,0
128021537,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,17,0,0,0,0,17,0,0,0,0,0,0,66,0,0,0,0,66,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0
128021538,5,0,0,311,231,9,12,0,0,246,188,7,7,0,0,199,227,25,5,4,0,258,290,18,9,0,0,319,281,23,9,0,0,318,208,11,7,0,5,233,112,16,11,5,0,134,46,3,6,0,0,58,4,3,0,0,0,9,0,0,0,0,0,0,2139,120,69,10,5,2344,298,0,3,0,0,306,312,5,10,0,0,322,157,0,10,3,0,172,191,7,19,4,0,220,188,14,18,5,0,225,242,19,19,8,0,286,268,18,30,6,0,328,225,14,18,0,0,262,223,16,10,0,0,255,174,10,11,0,3,198,74,9,10,0,0,99,20,3,4,5,0,30,12,0,0,0,0,13,2384,121,166,38,3,2719,586,23,36,8,0,658,66,4,9,3,0,84,5180,273,281,56,17,5808,147,0,0,0,0,144,502,6,9,0,0,511,686,17,17,0,0,720,595,41,31,0,3,669,532,65,31,0
128021607,0,0,0,78,56,0,5,0,0,61,49,0,7,3,0,61,76,17,3,0,0,103,62,3,5,0,0,72,79,8,11,0,0,97,77,0,0,0,0,84,35,4,7,0,0,41,11,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,623,39,44,3,0,724,230,0,5,0,0,230,125,0,5,0,0,129,60,0,6,0,0,73,71,3,11,0,0,82,84,10,18,0,0,110,78,4,21,3,0,111,92,7,18,5,0,120,89,3,11,0,0,112,96,7,12,3,0,110,63,7,9,0,0,78,25,3,6,0,0,36,6,0,0,0,0,12,5,0,0,0,0,3,1011,48,120,19,0,1194,244,11,52,7,3,310,16,0,0,0,0,22,1896,101,219,27,3,2244,61,0,0,0,0,63,140,0,5,0,0,145,115,6,6,0,0,126,101,17,10,4,0,132,110,23,17,3
128021608,0,0,0,20,14,0,0,0,0,11,12,6,3,0,0,23,14,0,0,0,0,12,28,0,3,0,0,29,22,0,4,0,0,27,21,4,4,0,0,25,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,18,13,0,0,184,18,0,0,0,0,18,12,0,4,0,0,12,9,0,6,0,0,11,12,0,3,0,0,17,19,0,7,5,0,25,14,0,7,0,0,27,20,6,7,0,0,36,16,7,0,0,0,24,14,3,4,0,0,18,10,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,156,15,40,9,0,223,27,3,9,0,0,34,0,0,0,0,0,0,330,29,65,12,0,443,4,0,0,0,0,4,26,0,0,0,0,26,30,4,0,0,0,38,22,7,9,0,0,33,24,10,7,0
128021609,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,7,4,0,0,0,9,5,0,0,0,0,5,6,5,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,3,0,0,56,5,0,3,0,0,4,5,0,0,0,0,10,3,0,0,0,0,8,5,0,0,0,0,4,4,0,4,0,0,4,0,0,3,0,0,10,4,0,5,0,0,3,6,0,0,0,0,9,4,0,5,0,0,6,5,0,3,0,0,12,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,10,19,5,0,76,8,3,6,0,0,12,5,0,0,0,0,3,94,18,26,4,0,152,0,0,0,0,0,0,15,0,0,0,0,15,6,0,0,0,0,7,4,3,0,0,0,5,3,5,0,0
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0
199999499,129,3,3,1739,1551,64,164,16,4,1805,1325,96,167,15,6,1609,1138,99,186,18,11,1453,1110,105,221,19,11,1467,948,110,208,13,18,1298,781,91,177,24,7,1090,448,41,94,18,13,614,161,29,56,17,3,271,34,19,23,14,0,88,7,4,16,23,0,53,10132,713,1501,187,93,12625,827,7,147,12,4,998,1834,16,433,20,12,2315,1403,38,465,34,20,1955,1459,97,671,74,21,2323,1478,155,724,86,27,2463,1425,131,726,91,33,2398,1591,109,790,52,26,2569,1683,108,803,71,38,2710,1822,111,896,66,33,2928,1525,104,720,81,37,2457,713,65,320,59,30,1184,248,36,174,59,8,527,81,29,68,70,12,257,16089,997,6937,765,292,25087,4788,337,1826,245,158,7350,831,46,130,86,116,1205,31844,2092,10394,1284,660,46265,2590,3,30,10,4,2646,5623,120,492,10,39,6281,6433,593,1229,22,58,8345,6069,1144,1572,45,90,8922,5392,1307,1583,44
201011001,0,0,0,110,78,0,5,0,0,89,53,4,3,0,0,66,74,4,8,0,0,89,69,0,11,0,0,78,91,7,3,0,0,105,69,0,0,0,0,71,34,7,0,0,0,43,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,680,28,39,9,0,761,138,0,0,0,0,138,97,0,5,0,0,105,90,0,4,0,0,93,98,0,13,4,0,117,111,12,10,3,0,134,97,8,5,8,0,122,90,9,7,0,0,102,83,13,3,3,0,100,74,6,6,0,0,88,69,4,7,0,0,81,22,0,5,0,0,25,6,0,0,0,0,14,4,0,0,0,0,4,967,41,72,24,3,1109,99,4,3,5,0,106,12,0,0,0,4,16,1760,80,116,34,10,1999,67,0,6,0,0,67,220,5,11,0,0,235,283,12,9,0,0,314,222,16,18,0,0,260,186,31,19,0
201011002,12,0,3,761,566,10,12,4,0,590,491,20,13,0,0,529,528,23,21,7,0,578,610,40,29,3,3,682,617,27,23,0,5,669,497,25,12,5,4,542,335,22,8,0,0,368,91,4,3,3,0,103,12,6,4,0,0,19,0,3,0,0,0,8,5021,184,149,20,17,5393,531,0,0,0,0,536,690,0,0,0,0,697,530,0,13,0,0,548,613,7,19,0,0,643,722,20,32,3,3,781,655,21,28,6,0,708,591,30,32,9,3,659,562,15,24,0,0,612,520,12,22,8,4,564,486,16,24,5,6,539,176,12,12,0,4,203,47,6,3,0,0,56,10,0,0,3,0,12,6127,152,218,41,30,6562,918,10,20,6,7,965,107,5,4,7,12,137,12177,357,391,72,58,13048,137,0,0,0,0,142,755,4,10,0,6,772,1260,25,25,5,3,1316,1110,47,37,4,0,1201,1001,79,39,4
201011005,0,0,0,89,88,0,0,0,0,84,85,4,0,0,0,92,92,0,5,3,0,101,108,0,6,0,0,113,89,3,6,0,0,104,81,0,4,0,0,86,42,0,8,0,0,50,8,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,740,18,26,7,0,785,48,0,0,0,0,49,42,0,0,0,0,44,56,0,0,0,0,55,73,0,0,0,0,69,78,4,4,0,0,84,64,0,0,0,0,70,63,0,0,0,0,76,46,0,4,0,0,60,59,3,6,3,0,72,36,3,4,0,0,45,24,0,5,0,0,31,5,0,0,0,0,5,0,0,0,0,0,4,598,19,39,9,5,665,101,7,6,5,0,115,19,0,0,0,0,28,1457,36,70,18,4,1595,6,0,0,0,0,6,100,0,0,0,0,105,201,0,0,0,0,201,210,15,10,0,0,223,207,17,3,0
201011006,0,0,0,112,51,4,5,0,0,63,60,6,0,0,0,66,55,3,4,0,0,62,67,8,6,0,0,77,67,16,3,4,0,83,51,3,5,0,0,62,36,3,0,3,0,36,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,595,42,29,10,0,680,173,0,0,0,0,172,120,0,0,0,0,120,78,5,3,0,0,87,72,0,15,0,0,83,59,7,5,4,0,72,68,5,5,0,0,74,66,11,5,0,0,83,47,9,3,5,0,65,45,5,5,0,0,55,42,5,3,4,0,59,25,3,4,0,0,31,9,0,0,0,0,14,0,0,0,0,0,4,794,44,54,16,0,914,89,3,3,0,0,104,19,0,0,0,4,25,1498,96,92,26,9,1721,84,0,0,0,0,84,293,4,7,0,0,306,339,21,15,0,0,380,286,33,21,0,6,337,256,39,22,4
201011007,0,0,0,6,10,0,0,0,0,9,9,0,0,0,0,10,3,3,0,3,0,10,12,0,0,0,0,10,5,0,3,0,0,11,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,6,8,5,0,70,9,0,0,0,0,5,7,0,4,0,0,7,3,0,0,0,0,9,11,0,3,0,0,12,7,4,4,0,0,17,4,0,4,3,0,10,5,0,6,0,0,16,6,0,3,3,0,15,5,4,5,0,0,13,5,0,0,3,0,9,4,0,0,0,0,5,0,0,0,4,0,4,0,0,0,0,0,0,66,7,26,18,0,117,5,0,3,0,0,10,0,0,0,0,0,0,121,15,39,23,0,196,7,0,0,0,0,7,24,0,0,0,0,24,37,6,5,0,0,42,31,9,4,0,0,45,15,11,4,0
201011008,4,0,0,237,144,6,7,0,0,156,147,6,7,0,0,159,199,9,7,0,4,215,219,3,7,0,0,232,196,12,5,0,4,218,154,5,5,0,0,165,104,5,3,0,0,115,15,0,0,3,0,22,8,0,0,0,0,8,0,0,0,0,0,0,1615,53,44,10,9,1734,234,0,0,3,0,237,208,0,7,0,0,219,146,0,11,0,0,164,137,3,11,0,0,152,185,0,8,7,0,199,174,9,12,0,0,200,164,8,13,0,0,186,160,6,6,3,0,179,167,14,11,3,0,191,128,6,4,0,4,137,42,6,3,5,0,55,11,0,4,6,0,17,9,0,0,0,0,9,1766,51,82,30,13,1942,233,10,6,4,3,257,45,0,6,7,12,65,3660,108,147,41,32,3993,168,0,0,0,0,172,585,0,3,0,0,591,732,23,22,0,0,778,686,35,23,0,0,743,620,68,23,0
201011481,0,0,0,62,59,3,7,0,0,71,57,3,7,0,0,67,32,5,0,0,0,43,43,4,7,0,0,58,60,6,0,0,0,73,38,9,3,0,0,48,36,3,6,0,0,41,8,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,450,31,32,0,0,520,83,0,0,0,0,83,90,0,9,0,0,97,59,0,0,0,0,58,71,0,6,0,0,80,69,0,5,4,0,78,68,0,6,0,0,85,76,4,9,0,0,86,64,4,7,0,0,76,70,9,7,0,0,83,66,0,4,5,0,76,22,0,13,0,0,33,13,0,0,0,0,18,0,0,0,0,0,5,752,24,69,16,5,861,89,3,11,0,0,100,18,0,0,0,0,22,1311,66,106,19,8,1503,40,0,0,0,0,40,109,0,4,0,0,108,151,0,6,0,0,157,137,14,13,0,0,164,134,12,16,0
201011482,0,0,0,44,41,6,6,0,0,46,34,3,0,0,0,33,44,9,4,0,0,56,42,6,8,4,0,58,52,4,8,3,0,68,43,4,0,0,0,47,20,7,3,0,0,26,4,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,352,32,39,7,0,428,74,0,0,0,0,73,40,0,0,0,0,45,36,0,7,0,0,46,45,3,3,3,0,56,45,3,13,0,0,64,50,7,8,3,0,70,47,4,7,0,0,63,48,4,8,0,0,72,44,10,11,6,0,71,40,0,5,0,0,46,15,4,6,4,0,32,4,5,0,3,0,16,4,0,0,3,0,4,488,48,74,29,0,642,68,0,0,0,0,76,12,0,0,0,0,19,925,85,111,35,11,1162,25,0,0,0,0,25,96,0,4,0,0,103,93,0,8,0,0,104,101,18,17,0,0,134,85,20,22,6
201011483,3,0,0,52,42,0,0,0,0,48,38,5,0,0,0,53,68,5,4,0,0,76,60,0,5,0,0,70,54,3,3,0,0,58,45,5,4,0,0,53,30,0,6,0,0,40,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,444,27,30,9,0,507,58,0,0,0,0,57,84,0,0,0,0,83,61,3,0,0,0,65,54,6,10,7,0,75,68,3,7,4,0,85,67,3,3,0,0,77,67,5,14,0,0,83,57,0,7,0,0,66,56,4,4,3,0,64,38,0,6,0,0,47,21,4,6,5,0,29,0,0,0,0,0,8,0,0,0,0,0,3,637,24,64,21,6,752,96,0,15,0,0,112,16,0,0,6,3,22,1191,49,105,27,11,1388,34,0,0,0,0,34,98,0,3,0,0,101,147,9,16,0,0,167,151,15,11,0,0,178,137,26,14,0
201011484,0,0,0,78,47,0,8,0,0,53,44,0,7,0,0,53,48,0,0,0,0,55,69,4,6,0,0,77,61,3,3,0,0,70,45,0,4,4,0,54,33,0,3,0,0,38,12,0,3,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,533,14,24,5,4,583,185,0,0,0,0,191,92,0,0,0,0,92,71,0,0,0,0,79,67,4,4,0,0,76,65,0,3,9,0,81,75,3,9,3,0,91,65,4,7,4,0,69,91,4,4,0,0,96,96,0,0,5,6,101,53,3,7,0,0,60,24,0,0,0,0,23,3,0,0,0,3,7,0,0,0,0,0,3,889,18,38,21,4,967,96,0,3,0,0,102,16,0,0,0,4,22,1534,30,65,22,18,1678,70,0,0,0,0,70,132,0,0,0,0,133,173,9,5,0,0,185,117,10,12,0,0,144,119,17,10,3
201021009,0,0,0,37,16,4,0,0,0,21,22,0,5,0,0,22,23,5,3,0,0,33,37,4,3,0,0,44,47,0,0,0,0,51,29,3,10,0,0,45,10,3,5,0,0,23,8,4,3,0,0,16,0,0,0,0,0,5,0,0,3,0,0,4,268,17,36,15,0,344,58,0,0,0,0,60,46,0,3,0,0,54,33,0,0,0,0,41,41,0,0,0,0,44,37,3,10,0,0,55,29,0,7,0,0,42,35,4,3,0,0,42,46,0,0,0,0,48,48,5,3,4,0,57,36,0,4,3,3,50,12,0,0,5,0,18,9,0,6,6,0,11,0,0,0,0,0,6,433,21,38,20,5,518,57,8,0,6,0,67,14,0,0,0,5,18,777,49,77,40,13,947,22,0,0,0,0,22,80,0,0,0,0,82,85,7,5,0,0,94,71,8,9,0,0,86,77,16,7,0
201021010,4,0,0,37,18,0,0,0,0,22,18,3,5,0,0,27,25,9,6,0,0,41,36,12,5,0,5,48,33,4,0,0,0,40,32,12,9,9,3,59,23,6,6,4,0,35,4,0,4,0,0,13,0,0,3,0,0,3,0,0,0,4,0,4,247,40,35,21,8,360,43,0,0,4,0,42,31,0,0,0,0,28,41,0,0,0,0,42,41,3,5,0,0,47,35,3,6,0,0,50,39,6,10,0,0,55,57,3,14,0,0,76,41,5,7,0,0,54,54,3,4,0,0,64,37,8,12,8,0,62,11,0,3,5,0,20,3,4,6,8,0,16,0,0,0,0,0,0,424,24,67,31,6,550,64,7,0,0,3,72,7,3,6,3,0,17,750,78,114,51,14,999,17,0,0,0,0,17,59,0,0,0,0,67,74,4,11,0,4,98,56,6,10,0,0,79,64,18,7,3
201021011,3,0,0,56,41,3,6,0,0,56,34,4,16,8,0,59,59,5,5,0,0,76,48,14,16,4,0,77,80,18,24,0,0,122,42,15,6,3,0,72,27,8,10,4,0,50,13,4,6,0,0,24,5,0,3,3,0,7,0,0,0,3,0,5,423,80,99,28,12,637,64,0,0,4,0,64,73,0,0,0,0,71,65,0,4,0,0,70,62,3,9,0,0,81,63,7,20,3,0,90,77,5,22,4,0,107,77,3,23,8,3,116,103,11,19,0,0,130,112,9,33,8,0,162,85,9,27,7,0,129,37,9,17,9,0,68,9,11,11,8,0,27,3,4,5,3,0,12,826,60,182,56,11,1134,134,5,32,9,4,177,17,3,4,0,6,33,1402,147,312,87,29,1981,18,0,0,0,0,23,91,0,5,3,0,97,115,3,13,0,0,134,104,17,22,0,0,149,87,24,35,8
201021012,0,0,0,10,14,0,0,0,0,17,11,0,0,0,0,9,9,0,0,0,0,15,12,8,0,0,0,23,7,4,0,4,0,18,7,7,5,0,0,24,11,4,4,0,0,14,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,91,20,21,15,0,138,11,0,0,0,0,11,5,0,4,0,0,11,13,0,0,0,0,17,21,0,0,0,0,28,11,4,7,0,0,25,14,6,3,0,0,20,8,6,3,0,0,21,12,4,6,0,0,21,14,8,6,0,0,33,12,3,7,6,0,16,7,4,0,3,0,16,4,0,4,4,0,10,0,0,4,0,0,5,137,30,32,18,0,230,21,0,4,0,0,33,11,0,0,0,0,9,256,53,57,40,4,415,17,0,0,0,0,15,40,0,6,0,0,42,46,3,4,0,0,55,50,15,4,0,0,76,41,8,4,0
201031013,0,0,0,9,4,0,5,0,0,8,6,0,0,0,0,12,3,6,0,0,0,15,13,0,0,3,0,15,11,0,0,0,0,19,14,0,4,0,0,18,3,6,0,0,0,10,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,70,10,20,12,0,119,14,0,0,0,0,14,7,0,0,0,0,7,21,0,0,0,0,21,10,0,3,0,0,12,12,0,0,0,0,11,11,0,0,3,0,15,11,6,3,5,0,22,20,3,4,0,0,23,16,0,6,3,0,24,18,0,3,4,0,29,11,0,3,4,0,16,3,0,0,0,0,4,0,0,4,3,0,7,157,17,24,20,0,216,17,0,0,0,0,16,12,0,0,0,0,16,256,25,43,40,7,362,11,0,0,0,0,11,33,0,0,0,0,38,31,0,4,0,0,39,26,6,5,6,0,43,35,6,3,4
