POW_SA2_CODE_2021,EWFT_15_TertVE_TPTP_FT,EWFT_15_TertVE_TPTP_PT,EWFT_15_TertVE_TPTP_NS,EWFT_15_TertVE_TPTP_Tot,EWFT_15_TertUni_or_OHE_FT,EWFT_15_TertUni_or_OHE_PT,EWFT_15_TertUni_or_OHE_NS,EWFT_15_TertUni_or_OHE_Tot,EWFT_15_Other_FT,EWFT_15_Other_PT,EWFT_15_Other_NS,EWFT_15_Other_Tot,EWFT_15_Not_Stated,EWFT_15_Tot,EWFT_16_TertVE_TPTP_FT,EWFT_16_TertVE_TPTP_PT,EWFT_16_TertVE_TPTP_NS,EWFT_16_TertVE_TPTP_Tot,EWFT_16_TertUni_or_OHE_FT,EWFT_16_TertUni_or_OHE_PT,EWFT_16_TertUni_or_OHE_NS,EWFT_16_TertUni_or_OHE_Tot,EWFT_16_Other_FT,EWFT_16_Other_PT,EWFT_16_Other_NS,EWFT_16_Other_Tot,EWFT_16_Not_Stated,EWFT_16_Tot,EWFT_17_TertVE_TPTP_FT,EWFT_17_TertVE_TPTP_PT,EWFT_17_TertVE_TPTP_NS,EWFT_17_TertVE_TPTP_Tot,EWFT_17_TertUni_or_OHE_FT,EWFT_17_TertUni_or_OHE_PT,EWFT_17_TertUni_or_OHE_NS,EWFT_17_TertUni_or_OHE_Tot,EWFT_17_Other_FT,EWFT_17_Other_PT,EWFT_17_Other_NS,EWFT_17_Other_Tot,EWFT_17_Not_Stated,EWFT_17_Tot,EWFT_18_TertVE_TPTP_FT,EWFT_18_TertVE_TPTP_PT,EWFT_18_TertVE_TPTP_NS,EWFT_18_TertVE_TPTP_Tot,EWFT_18_TertUni_or_OHE_FT,EWFT_18_TertUni_or_OHE_PT,EWFT_18_TertUni_or_OHE_NS,EWFT_18_TertUni_or_OHE_Tot,EWFT_18_Other_FT,EWFT_18_Other_PT,EWFT_18_Other_NS,EWFT_18_Other_Tot,EWFT_18_Not_Stated,EWFT_18_Tot,EWFT_19_TertVE_TPTP_FT,EWFT_19_TertVE_TPTP_PT,EWFT_19_TertVE_TPTP_NS,EWFT_19_TertVE_TPTP_Tot,EWFT_19_TertUni_or_OHE_FT,EWFT_19_TertUni_or_OHE_PT,EWFT_19_TertUni_or_OHE_NS,EWFT_19_TertUni_or_OHE_Tot,EWFT_19_Other_FT,EWFT_19_Other_PT,EWFT_19_Other_NS,EWFT_19_Other_Tot,EWFT_19_Not_Stated,EWFT_19_Tot,EWFT_20_24_TertVE_TPTP_FT,EWFT_20_24_TertVE_TPTP_PT,EWFT_20_24_TertVE_TPTP_NS,EWFT_20_24_TertVE_TPTP_Tot,EWFT_20_24_TertUni_or_OHE_FT,EWFT_20_24_TertUni_or_OHE_PT,EWFT_20_24_TertUni_or_OHE_NS,EWFT_20_24_TertUni_or_OHE_Tot,EWFT_20_24_Other_FT,EWFT_20_24_Other_PT,EWFT_20_24_Other_NS,EWFT_20_24_Other_Tot,EWFT_20_24_Not_Stated,EWFT_20_24_Tot,EWFT_25_29_TertVE_TPTP_FT,EWFT_25_29_TertVE_TPTP_PT,EWFT_25_29_TertVE_TPTP_NS,EWFT_25_29_TertVE_TPTP_Tot,EWFT_25_29_TertUni_or_OHE_FT,EWFT_25_29_TertUni_or_OHE_PT,EWFT_25_29_TertUni_or_OHE_NS,EWFT_25_29_TertUni_or_OHE_Tot,EWFT_25_29_Other_FT,EWFT_25_29_Other_PT,EWFT_25_29_Other_NS,EWFT_25_29_Other_Tot,EWFT_25_29_Not_Stated,EWFT_25_29_Tot,EWFT_30ov_TertVE_TPTP_FT,EWFT_30ov_TertVE_TPTP_PT,EWFT_30ov_TertVE_TPTP_NS,EWFT_30ov_TertVE_TPTP_Tot,EWFT_30ov_TertUni_or_OHE_FT,EWFT_30ov_TertUni_or_OHE_PT,EWFT_30ov_TertUni_or_OHE_NS,EWFT_30ov_TertUni_or_OHE_Tot,EWFT_30ov_Other_FT,EWFT_30ov_Other_PT,EWFT_30ov_Other_NS,EWFT_30ov_Other_Tot,EWFT_30ov_Not_Stated,EWFT_30ov_Tot,EWFT_Tot_TertVE_TPTP_FT,EWFT_Tot_TertVE_TPTP_PT,EWFT_Tot_TertVE_TPTP_NS,EWFT_Tot_TertVE_TPTP_Tot,EWFT_Tot_TertUni_or_OHE_FT,EWFT_Tot_TertUni_or_OHE_PT,EWFT_Tot_TertUni_or_OHE_NS,EWFT_Tot_TertUni_or_OHE_Tot,EWFT_Tot_Other_FT,EWFT_Tot_Other_PT,EWFT_Tot_Other_NS,EWFT_Tot_Other_Tot,EWFT_Tot_Not_Stated,EWFT_Tot_Tot,EWPT_15_TertVE_TPTP_FT,EWPT_15_TertVE_TPTP_PT,EWPT_15_TertVE_TPTP_NS,EWPT_15_TertVE_TPTP_Tot,EWPT_15_TertUni_or_OHE_FT,EWPT_15_TertUni_or_OHE_PT,EWPT_15_TertUni_or_OHE_NS,EWPT_15_TertUni_or_OHE_Tot,EWPT_15_Other_FT,EWPT_15_Other_PT,EWPT_15_Other_NS,EWPT_15_Other_Tot,EWPT_15_Not_Stated,EWPT_15_Tot,EWPT_16_TertVE_TPTP_FT,EWPT_16_TertVE_TPTP_PT,EWPT_16_TertVE_TPTP_NS,EWPT_16_TertVE_TPTP_Tot,EWPT_16_TertUni_or_OHE_FT,EWPT_16_TertUni_or_OHE_PT,EWPT_16_TertUni_or_OHE_NS,EWPT_16_TertUni_or_OHE_Tot,EWPT_16_Other_FT,EWPT_16_Other_PT,EWPT_16_Other_NS,EWPT_16_Other_Tot,EWPT_16_Not_Stated,EWPT_16_Tot,EWPT_17_TertVE_TPTP_FT,EWPT_17_TertVE_TPTP_PT,EWPT_17_TertVE_TPTP_NS,EWPT_17_TertVE_TPTP_Tot,EWPT_17_TertUni_or_OHE_FT,EWPT_17_TertUni_or_OHE_PT,EWPT_17_TertUni_or_OHE_NS,EWPT_17_TertUni_or_OHE_Tot,EWPT_17_Other_FT,EWPT_17_Other_PT,EWPT_17_Other_NS,EWPT_17_Other_Tot,EWPT_17_Not_Stated,EWPT_17_Tot,EWPT_18_TertVE_TPTP_FT,EWPT_18_TertVE_TPTP_PT,EWPT_18_TertVE_TPTP_NS,EWPT_18_TertVE_TPTP_Tot,EWPT_18_TertUni_or_OHE_FT,EWPT_18_TertUni_or_OHE_PT,EWPT_18_TertUni_or_OHE_NS,EWPT_18_TertUni_or_OHE_Tot,EWPT_18_Other_FT,EWPT_18_Other_PT,EWPT_18_Other_NS,EWPT_18_Other_Tot,EWPT_18_Not_Stated,EWPT_18_Tot,EWPT_19_TertVE_TPTP_FT,EWPT_19_TertVE_TPTP_PT,EWPT_19_TertVE_TPTP_NS,EWPT_19_TertVE_TPTP_Tot,EWPT_19_TertUni_or_OHE_FT,EWPT_19_TertUni_or_OHE_PT,EWPT_19_TertUni_or_OHE_NS,EWPT_19_TertUni_or_OHE_Tot,EWPT_19_Other_FT,EWPT_19_Other_PT,EWPT_19_Other_NS,EWPT_19_Other_Tot,EWPT_19_Not_Stated,EWPT_19_Tot,EWPT_20_24_TertVE_TPTP_FT,EWPT_20_24_TertVE_TPTP_PT,EWPT_20_24_TertVE_TPTP_NS,EWPT_20_24_TertVE_TPTP_Tot
116031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,0,9,11,0,0,14,0,0,0,3,0,23,4,6,0,4,0,10,0,10,0,0,0,0,0,14,3,15,0,14,5,32,0,32,0,3,0,6,3,58,8,22,0,28,13,44,0,61,0,7,0,8,9,104,0,0,0,0,0,0,0,0,42,0,0,42,0,42,0,0,0,0,0,0,0,0,43,0,0,43,0,45,0,0,0,0,0,0,0,0,50,0,0,50,0,51,0,0,0,0,26,0,0,26,13,0,0,13,0,39,0,0,0,0,29,4,0,30,0,0,0,0,0,34,7,3,0,15
116031316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,3,0,3,0,0,0,0,0,11,0,0,0,0,6,0,0,8,0,0,0,0,0,9,4,9,0,12,4,10,0,14,0,3,0,5,0,29,3,16,0,18,10,16,0,29,5,3,0,9,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,7,0,0,7,0,0,0,0,0,9,0,0,0,0
116031317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,0,5,0,4,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,7,0,6,3,0,0,7,0,0,0,0,0,14,6,10,0,21,21,20,0,38,0,0,0,0,0,57,9,14,0,19,7,22,0,27,4,0,0,5,0,55,4,36,0,43,6,88,0,93,4,17,0,20,3,159,17,78,0,91,44,125,0,170,12,19,0,30,0,289,0,0,0,0,0,0,0,0,27,0,0,27,0,28,0,0,0,0,0,0,0,0,40,0,0,40,0,40,0,6,0,0,0,0,0,0,61,0,0,61,0,63,5,0,0,7,36,0,0,37,12,0,0,12,0,56,3,4,0,8,41,5,0,46,0,0,0,3,0,52,10,12,0,31
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,19,0,20,0,0,0,5,0,0,0,0,0,26,0,20,0,21,4,0,0,8,0,0,0,0,0,25,13,60,0,75,37,27,0,65,9,6,0,14,5,156,10,38,0,45,22,32,0,49,12,9,0,21,6,119,23,142,0,173,38,110,0,143,29,45,0,82,18,408,50,294,0,348,100,170,0,266,52,68,0,119,23,754,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,16,0,0,16,0,24,0,0,0,3,0,0,0,0,18,0,0,18,0,18,0,4,0,4,21,3,0,26,7,0,0,8,0,43,5,10,0,11,37,3,0,44,5,0,0,5,0,56,30,18,0,50
116031319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,7,0,0,0,0,3,0,0,3,0,12,0,8,0,10,0,0,0,0,0,0,0,0,0,9,4,10,0,10,6,0,0,5,0,0,0,0,0,14,10,32,3,45,41,18,0,62,4,5,0,8,0,113,7,30,0,39,15,20,0,35,3,8,0,13,3,84,18,73,0,96,25,75,0,101,8,28,0,40,8,237,38,162,0,204,82,119,0,205,22,36,0,64,12,476,0,0,0,0,0,0,0,0,67,0,0,67,0,67,0,0,0,0,0,0,0,0,56,0,0,56,0,56,0,0,0,7,0,0,0,0,58,0,0,58,0,64,0,4,0,3,45,0,0,45,9,0,0,9,0,59,6,5,0,12,48,0,0,49,0,0,0,0,0,61,34,34,0,60
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,7,0,10,0,6,0,6,0,0,0,0,0,11,5,25,0,30,16,7,0,23,0,0,0,0,0,48,4,23,0,21,9,26,0,36,4,3,0,6,0,64,5,68,0,69,19,58,0,72,3,26,0,32,8,179,12,123,0,139,40,93,0,130,10,28,0,38,11,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,7,0,0,7,0,12,0,0,0,0,11,0,0,11,3,0,0,3,0,16,0,13,0,13,14,0,0,11,0,0,0,0,0,21,11,15,0,25
117011321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,11,0,7,0,0,0,0,0,0,0,0,0,9,0,14,0,15,0,4,0,4,0,0,0,0,0,14,7,28,0,39,12,13,0,23,0,4,0,5,0,63,3,17,0,28,11,18,0,29,0,0,0,0,0,58,9,62,0,73,19,45,0,57,10,21,0,27,7,169,30,130,0,160,44,72,0,117,12,24,0,37,7,321,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,7,0,0,7,0,5,0,10,0,10,8,4,0,10,3,0,0,3,0,18,0,9,0,9,15,4,0,22,0,0,0,0,0,32,18,13,0,33
117011323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,0,3,0,0,0,0,0,6,0,11,0,13,8,9,0,22,0,0,0,0,0,36,0,5,0,6,3,7,0,8,3,4,0,3,0,23,5,25,0,29,12,15,0,29,0,3,0,5,3,65,10,50,0,59,23,35,0,59,9,11,0,16,3,133,0,0,0,0,0,0,0,0,24,0,0,24,0,26,0,0,0,0,0,0,0,0,43,0,0,43,0,43,0,0,0,0,0,0,0,0,41,0,0,41,0,41,3,0,0,3,35,0,0,39,13,0,0,13,0,54,4,0,0,8,50,0,0,51,0,0,0,3,0,62,19,10,0,28
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,9,4,7,0,9,17,8,0,23,0,3,0,0,0,34,4,8,0,14,0,4,0,12,0,0,0,0,0,19,8,33,0,44,7,21,0,35,8,15,0,24,8,104,19,52,0,73,20,43,0,66,5,21,0,28,8,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,4,0,0,4,0,0,0,0,0,4,6,3,0,6
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,5,0,5,0,0,0,3,0,0,0,0,0,3,3,8,0,8,18,7,0,26,0,0,0,0,0,31,4,21,0,23,6,12,0,20,0,3,0,5,0,41,5,80,0,85,16,47,0,67,9,10,0,20,3,176,13,109,0,123,46,71,0,110,12,18,0,29,3,268,0,0,0,0,0,0,0,0,25,0,0,25,0,25,0,0,0,0,0,0,0,0,30,0,0,30,0,30,0,0,0,0,0,0,0,0,17,0,0,17,0,16,0,0,0,0,14,0,0,14,3,0,0,3,0,14,0,0,0,3,25,8,0,34,0,0,0,0,0,36,15,11,0,23
117011634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,8,0,3,6,0,0,9,0,0,0,0,0,11,0,4,0,4,0,5,0,5,0,0,0,0,0,10,3,13,0,13,0,5,0,8,3,4,0,10,0,24,3,19,0,19,11,15,0,25,3,4,0,10,0,54,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,8,0,0,8,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,0,0,11,0,0,11,0,0,0,0,0,13,4,4,0,8
117011635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,8,0,11,5,0,0,3,0,0,0,0,0,17,13,27,0,42,57,33,0,88,3,9,0,11,0,139,10,24,0,34,27,63,0,84,10,15,0,21,3,144,24,124,0,147,68,180,0,251,14,39,0,57,15,467,46,186,0,231,161,275,0,432,27,60,0,89,15,776,0,0,0,0,0,0,0,0,13,0,0,13,0,13,0,0,0,0,0,0,0,0,19,0,0,19,0,18,0,4,0,6,0,0,0,0,11,0,0,11,0,10,3,3,0,3,27,5,0,27,0,0,0,0,0,32,5,0,0,5,47,3,0,53,4,0,0,4,0,61,28,29,0,56
117021327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,0,20,21,12,0,32,3,0,0,3,0,49,5,12,0,16,11,14,0,30,4,0,0,5,0,53,15,48,0,58,11,62,0,80,4,12,0,19,0,164,25,76,0,97,44,93,0,142,20,15,0,33,0,271,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,24,0,0,24,0,24,0,0,0,0,0,0,0,0,21,0,0,21,0,22,5,4,0,5,22,0,0,22,0,0,0,0,0,29,0,0,0,3,26,4,0,28,0,0,0,0,0,32,17,12,0,28
117021328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,6,0,5,0,5,0,0,0,5,0,0,0,0,0,6,4,17,0,20,13,5,0,16,0,0,0,4,0,39,3,17,0,25,10,4,0,16,3,4,0,4,0,42,5,40,0,44,14,41,0,52,6,14,0,20,4,119,16,78,0,95,37,52,0,87,4,15,0,27,4,214,0,0,0,0,0,0,0,0,21,0,0,21,0,21,0,0,0,4,0,0,0,0,30,0,0,30,0,30,0,0,0,4,0,0,0,0,5,0,0,5,0,11,0,0,0,0,19,0,0,17,0,0,0,4,0,23,9,9,0,9,23,0,0,26,3,0,0,3,0,45,11,12,0,24
117021636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,0,0,0,0,0,7,9,17,0,26,20,24,0,40,0,0,0,0,0,67,4,24,0,30,20,21,0,43,0,6,0,8,0,74,12,58,0,61,10,52,0,62,14,25,0,38,5,167,25,98,0,122,50,90,0,142,10,34,0,44,5,317,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,0,23,0,0,23,0,23,0,0,0,0,0,0,0,0,17,0,0,17,0,19,3,3,0,4,21,0,0,21,6,0,0,6,0,35,0,3,0,5,34,4,0,41,0,0,0,0,0,50,30,25,0,52
117021637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,12,13,4,0,19,0,0,0,4,0,30,0,7,0,8,7,8,0,18,0,0,0,0,0,30,4,31,0,31,10,23,0,32,4,7,0,12,0,77,8,44,0,56,28,40,0,68,6,11,0,18,0,144,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,3,15,0,0,15,5,0,0,5,0,19,4,0,0,3,14,0,0,14,0,0,0,0,0,18,23,5,0,28
117031329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,7,9,0,15,46,25,0,76,3,4,0,12,0,101,8,9,0,19,38,108,0,150,8,12,0,19,0,185,5,64,0,73,64,240,0,307,6,47,0,54,3,430,27,87,0,110,151,380,0,530,14,66,0,83,0,722,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,7,0,0,7,0,4,3,0,0,3,24,0,0,23,0,0,0,0,0,30,3,0,0,3,36,0,0,34,0,0,0,0,0,36,21,20,0,40
117031330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,11,4,0,0,4,0,0,0,0,0,11,0,22,0,22,4,0,0,4,0,0,0,0,0,22,30,55,0,79,82,55,0,133,3,5,0,10,3,231,16,59,0,78,33,85,0,119,4,24,0,27,0,222,28,175,0,202,55,208,0,266,19,58,0,76,12,557,68,325,0,395,178,345,3,522,27,91,0,117,13,1057,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,22,0,0,22,0,25,0,6,0,6,0,0,0,0,17,0,0,17,0,20,3,8,0,8,27,3,0,32,5,0,0,5,0,47,0,5,0,12,50,6,0,55,0,5,0,4,0,73,46,60,0,106
117031331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,3,0,8,0,0,0,0,0,7,3,10,0,8,42,30,0,73,0,5,0,6,0,96,0,19,0,17,16,27,0,40,8,7,0,14,0,72,10,32,0,41,30,93,0,120,7,20,0,25,3,190,12,64,0,78,97,148,0,241,10,33,0,41,6,369,0,0,0,0,0,0,0,0,25,0,0,25,0,25,0,0,0,0,0,0,0,0,40,0,0,40,0,40,0,0,0,0,0,0,0,0,39,0,0,39,0,38,5,3,0,5,37,0,0,37,10,0,0,10,0,57,5,4,0,9,42,4,0,53,0,0,0,3,0,62,27,28,0,57
117031333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,4,3,3,0,9,0,0,0,0,0,0,0,0,0,15,9,28,0,36,44,47,0,98,0,6,0,11,0,139,10,48,0,56,30,112,0,142,9,12,0,12,0,215,16,93,0,106,53,268,0,320,5,65,0,68,6,511,36,173,0,212,133,426,0,564,10,83,0,97,9,881,0,0,0,0,0,0,0,0,13,0,0,13,0,13,0,3,0,3,0,0,0,0,19,0,0,19,0,17,0,0,0,0,0,0,0,0,5,0,0,5,0,5,8,3,0,7,21,0,0,23,3,0,0,3,0,27,3,3,0,4,33,0,0,29,0,0,0,0,0,41,15,24,0,41
117031336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,8,10,24,0,38,96,99,0,200,6,8,0,19,0,254,8,50,0,58,69,165,0,240,7,22,0,30,0,328,24,198,0,220,90,420,0,511,6,65,0,75,16,817,45,276,0,324,260,688,0,951,26,96,0,120,13,1410,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,10,0,0,10,0,9,0,0,0,0,27,0,0,27,3,0,0,3,0,36,3,7,0,5,69,3,0,75,0,0,0,0,0,80,36,22,0,54
117031638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,4,0,11,97,40,0,135,4,6,0,8,0,155,3,22,0,25,106,174,0,276,5,10,0,14,0,312,15,99,0,113,136,468,0,604,11,49,0,58,6,781,22,131,0,149,342,679,0,1025,20,62,0,76,6,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,18,0,0,0,0,0,23,0,0,0,0,44,0,0,45,0,0,0,0,0,48,11,12,0,21
117031639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,25,21,0,47,0,0,0,0,0,52,0,5,0,11,7,18,0,29,3,6,0,9,0,42,4,35,0,40,18,57,0,82,0,14,0,13,6,141,4,44,0,54,59,100,0,161,4,13,0,22,6,237,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,10,0,0,0,0,13,0,0,13,0,0,0,0,0,15,6,3,0,16
117031640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,21,7,0,27,0,0,0,0,0,41,5,3,0,15,17,28,0,42,0,4,0,8,0,60,3,33,0,31,22,54,0,82,4,6,0,8,4,126,16,39,0,59,62,88,0,147,5,16,0,21,4,233,0,0,0,0,0,0,0,0,6,0,0,6,0,6,3,0,0,3,0,0,0,0,20,0,0,20,0,22,0,0,0,0,0,0,0,0,11,0,0,11,0,9,4,0,0,6,18,0,0,18,4,0,0,4,0,23,0,0,0,0,35,6,0,36,0,0,0,0,0,43,27,22,0,54
117031641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,3,0,4,0,3,6,0,0,6,0,0,0,0,0,12,6,22,0,28,45,53,0,100,0,9,0,7,0,136,4,26,0,31,26,64,0,88,5,10,0,13,0,142,14,79,0,93,43,193,0,235,12,52,0,64,4,398,33,125,0,159,116,315,0,436,15,68,0,87,7,689,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,10,0,0,10,0,11,0,5,0,5,6,0,0,8,3,0,0,3,0,17,3,0,0,3,16,0,0,16,0,0,0,0,0,23,22,22,0,38
