POW_SA2_CODE_2021,F_M2_TrnFer_15_24,F_M2_TrnFer_25_34,F_M2_TrnFer_35_44,F_M2_TrnFer_45_54,F_M2_TrnFer_55_64,F_M2_TrnFer_65_74,F_M2_TrnFer_75ov,F_M2_TrnFer_Tot,F_M2_TrnTrm_or_LR_15_24,F_M2_TrnTrm_or_LR_25_34,F_M2_TrnTrm_or_LR_35_44,F_M2_TrnTrm_or_LR_45_54,F_M2_TrnTrm_or_LR_55_64,F_M2_TrnTrm_or_LR_65_74,F_M2_TrnTrm_or_LR_75ov,F_M2_TrnTrm_or_LR_Tot,F_M2_TrnCarAsDriv_15_24,F_M2_TrnCarAsDriv_25_34,F_M2_TrnCarAsDriv_35_44,F_M2_TrnCarAsDriv_45_54,F_M2_TrnCarAsDriv_55_64,F_M2_TrnCarAsDriv_65_74,F_M2_TrnCarAsDriv_75ov,F_M2_TrnCarAsDriv_Tot,F_M2_TrnCarAsPas_15_24,F_M2_TrnCarAsPas_25_34,F_M2_TrnCarAsPas_35_44,F_M2_TrnCarAsPas_45_54,F_M2_TrnCarAsPas_55_64,F_M2_TrnCarAsPas_65_74,F_M2_TrnCarAsPas_75ov,F_M2_TrnCarAsPas_Tot,F_M2_TrnOth_15_24,F_M2_TrnOth_25_34,F_M2_TrnOth_35_44,F_M2_TrnOth_45_54,F_M2_TrnOth_55_64,F_M2_TrnOth_65_74,F_M2_TrnOth_75ov,F_M2_TrnOth_Tot,F_M2_Train_and_Tot_15_24,F_M2_Train_and_Tot_25_34,F_M2_Train_and_Tot_35_44,F_M2_Train_and_Tot_45_54,F_M2_Train_and_Tot_55_64,F_M2_Train_and_Tot_65_74,F_M2_Train_and_Tot_75ov,F_M2_Train_and_Tot_Tot,F_M2_BusFer_15_24,F_M2_BusFer_25_34,F_M2_BusFer_35_44,F_M2_BusFer_45_54,F_M2_BusFer_55_64,F_M2_BusFer_65_74,F_M2_BusFer_75ov,F_M2_BusFer_Tot,F_M2_BusTrm_or_LR_15_24,F_M2_BusTrm_or_LR_25_34,F_M2_BusTrm_or_LR_35_44,F_M2_BusTrm_or_LR_45_54,F_M2_BusTrm_or_LR_55_64,F_M2_BusTrm_or_LR_65_74,F_M2_BusTrm_or_LR_75ov,F_M2_BusTrm_or_LR_Tot,F_M2_BusCarAsDriv_15_24,F_M2_BusCarAsDriv_25_34,F_M2_BusCarAsDriv_35_44,F_M2_BusCarAsDriv_45_54,F_M2_BusCarAsDriv_55_64,F_M2_BusCarAsDriv_65_74,F_M2_BusCarAsDriv_75ov,F_M2_BusCarAsDriv_Tot,F_M2_BusCarAsPas_15_24,F_M2_BusCarAsPas_25_34,F_M2_BusCarAsPas_35_44,F_M2_BusCarAsPas_45_54,F_M2_BusCarAsPas_55_64,F_M2_BusCarAsPas_65_74,F_M2_BusCarAsPas_75ov,F_M2_BusCarAsPas_Tot,F_M2_BusOth_15_24,F_M2_BusOth_25_34,F_M2_BusOth_35_44,F_M2_BusOth_45_54,F_M2_BusOth_55_64,F_M2_BusOth_65_74,F_M2_BusOth_75ov,F_M2_BusOth_Tot,F_M2_BusTot_15_24,F_M2_BusTot_25_34,F_M2_BusTot_35_44,F_M2_BusTot_45_54,F_M2_BusTot_55_64,F_M2_BusTot_65_74,F_M2_BusTot_75ov,F_M2_BusTot_Tot,F_M2_Other_M2_15_24,F_M2_Other_M2_25_34,F_M2_Other_M2_35_44,F_M2_Other_M2_45_54,F_M2_Other_M2_55_64,F_M2_Other_M2_65_74,F_M2_Other_M2_75ov,F_M2_Other_M2_Tot,F_M2_Tot_M2_15_24,F_M2_Tot_M2_25_34,F_M2_Tot_M2_35_44,F_M2_Tot_M2_45_54,F_M2_Tot_M2_55_64,F_M2_Tot_M2_65_74,F_M2_Tot_M2_75ov,F_M2_Tot_M2_Tot,F_M3_Trn_and_2_oth_Ms_15_24,F_M3_Trn_and_2_oth_Ms_25_34,F_M3_Trn_and_2_oth_Ms_35_44,F_M3_Trn_and_2_oth_Ms_45_54,F_M3_Trn_and_2_oth_Ms_55_64,F_M3_Trn_and_2_oth_Ms_65_74,F_M3_Trn_and_2_oth_Ms_75ov,F_M3_Trn_and_2_oth_Ms_Tot,F_M3_Bus2othMs_ex_tn_15_24,F_M3_Bus2othMs_ex_tn_25_34,F_M3_Bus2othMs_ex_tn_35_44,F_M3_Bus2othMs_ex_tn_45_54,F_M3_Bus2othMs_ex_tn_55_64,F_M3_Bus2othMs_ex_tn_65_74,F_M3_Bus2othMs_ex_tn_75ov,F_M3_Bus2othMs_ex_tn_Tot,F_M3_Other_M3_15_24,F_M3_Other_M3_25_34,F_M3_Other_M3_35_44,F_M3_Other_M3_45_54,F_M3_Other_M3_55_64,F_M3_Other_M3_65_74,F_M3_Other_M3_75ov,F_M3_Other_M3_Tot,F_M3_Tot_M3_15_24,F_M3_Tot_M3_25_34,F_M3_Tot_M3_35_44,F_M3_Tot_M3_45_54,F_M3_Tot_M3_55_64,F_M3_Tot_M3_65_74,F_M3_Tot_M3_75ov,F_M3_Tot_M3_Tot,F_Wkd_at_home_15_24,F_Wkd_at_home_25_34,F_Wkd_at_home_35_44,F_Wkd_at_home_45_54,F_Wkd_at_home_55_64,F_Wkd_at_home_65_74,F_Wkd_at_home_75ov,F_Wkd_at_home_Tot,F_Did_not_go_to_work_15_24,F_Did_not_go_to_work_25_34,F_Did_not_go_to_work_35_44,F_Did_not_go_to_work_45_54,F_Did_not_go_to_work_55_64,F_Did_not_go_to_work_65_74,F_Did_not_go_to_work_75ov,F_Did_not_go_to_work_Tot,F_MT_NS_15_24,F_MT_NS_25_34,F_MT_NS_35_44,F_MT_NS_45_54,F_MT_NS_55_64,F_MT_NS_65_74,F_MT_NS_75ov,F_MT_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75ov,F_Tot_Tot,P_M1_Train_15_24,P_M1_Train_25_34,P_M1_Train_35_44,P_M1_Train_45_54,P_M1_Train_55_64,P_M1_Train_65_74,P_M1_Train_75ov,P_M1_Train_Tot,P_M1_Bus_15_24,P_M1_Bus_25_34,P_M1_Bus_35_44,P_M1_Bus_45_54,P_M1_Bus_55_64,P_M1_Bus_65_74,P_M1_Bus_75ov,P_M1_Bus_Tot,P_M1_Ferry_15_24,P_M1_Ferry_25_34,P_M1_Ferry_35_44,P_M1_Ferry_45_54,P_M1_Ferry_55_64,P_M1_Ferry_65_74,P_M1_Ferry_75ov,P_M1_Ferry_Tot
125031481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,8,11,11,3,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,9,16,15,11,9,8,0,0,59,0,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,11,7,0,0,0,0,14,68,190,190,172,153,33,0,806,49,91,62,58,74,25,5,374,5,0,3,0,0,5,0,11,306,576,526,489,451,108,5,2461,37,82,28,21,8,8,0,183,3,5,0,8,7,0,0,19,0,0,0,0,0,0,0,0
125031483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,7,4,8,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,14,11,4,4,10,0,0,40,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,7,0,0,0,0,0,9,42,147,115,108,62,14,0,487,51,54,53,34,29,3,0,227,4,0,0,0,0,0,0,6,246,431,381,327,227,44,0,1655,14,22,9,0,5,0,0,55,8,12,0,0,0,0,0,25,0,0,0,0,0,0,0,0
125031484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,5,0,0,0,0,0,0,10,11,5,3,7,3,0,0,24,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,12,5,4,0,0,0,0,0,12,39,122,98,111,78,20,5,479,35,35,41,39,36,13,0,203,0,3,0,0,4,0,0,8,189,296,273,312,260,62,10,1394,10,5,0,6,8,0,0,23,5,5,0,5,0,0,0,8,0,0,0,0,0,0,0,0
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,9,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,11,5,10,5,3,0,37,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,4,0,3,0,0,0,12,32,154,176,162,90,22,5,648,27,47,59,71,46,17,6,268,3,8,4,0,4,0,0,20,208,482,584,618,417,93,11,2413,6,7,8,5,0,0,0,32,22,17,11,14,17,5,0,91,0,0,0,0,0,0,0,0
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,13,11,3,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,9,22,16,11,9,0,0,0,59,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,6,6,0,0,0,0,0,20,25,86,68,46,25,3,0,249,38,53,34,29,22,3,0,179,0,4,3,0,0,0,0,12,280,395,307,242,184,25,0,1439,71,116,31,20,24,6,0,261,7,13,9,3,0,0,0,36,0,0,0,0,0,0,0,0
125031713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,5,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,26,105,137,122,67,22,0,479,41,43,44,32,33,9,0,192,0,4,5,0,0,0,0,9,130,239,272,256,182,46,4,1128,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
125031714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,7,10,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,3,0,0,13,20,12,12,3,4,0,0,47,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,10,58,187,174,158,78,13,0,660,134,90,105,85,74,21,3,510,0,4,3,0,3,0,0,14,440,542,550,500,338,69,8,2442,25,43,13,6,6,0,0,100,7,11,7,6,3,0,0,27,0,0,0,0,0,0,0,0
125031715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,13,0,0,0,0,4,0,0,15,20,13,6,6,3,0,0,54,4,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,9,5,0,0,0,0,20,13,16,5,0,3,0,0,34,45,188,235,215,126,18,0,826,81,88,70,39,34,6,0,310,0,0,3,0,0,0,0,8,332,574,617,505,333,60,0,2433,3,9,4,0,0,0,0,13,12,25,5,7,5,0,0,56,0,0,0,0,0,0,0,0
125031716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,31,28,19,4,0,105,12,14,9,11,0,0,0,51,0,0,0,0,0,0,0,0,63,77,68,59,41,8,0,311,7,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0
125041489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,9,9,3,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,6,10,0,0,6,0,0,17,26,42,17,6,13,0,0,109,0,6,7,0,5,0,0,24,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,7,4,11,7,0,5,0,0,29,166,559,655,586,336,99,13,2402,135,172,176,109,105,46,0,754,0,5,5,0,6,0,0,14,563,1216,1278,1160,835,240,23,5310,32,43,12,13,7,0,0,103,16,13,14,10,8,3,0,70,0,0,0,0,0,0,0,0
125041490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,4,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,4,0,0,0,0,0,11,11,20,4,3,0,0,0,38,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,13,54,179,242,217,114,39,3,850,124,55,74,56,44,23,3,371,0,0,0,0,0,0,0,6,317,393,472,444,324,97,11,2064,5,11,4,4,0,0,0,21,11,12,3,0,7,3,0,40,0,0,0,0,0,0,0,0
125041491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,17,8,4,0,0,52,5,18,5,4,3,0,0,36,0,0,3,0,0,0,0,5,29,63,45,33,24,8,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,0,0,18,3,4,3,3,7,0,0,19,0,0,0,0,0,3,0,8,5,10,6,6,10,4,0,42,0,6,13,15,8,0,0,38,39,82,61,51,38,9,0,285,6,21,7,6,4,0,0,46,3,0,0,5,0,0,0,7,4,4,3,6,0,0,0,14,19,24,15,12,7,0,0,69,76,477,642,579,285,68,11,2136,273,604,503,306,302,108,11,2098,0,10,11,3,5,0,0,38,1235,3335,3115,2586,1893,493,40,12699,101,261,169,101,100,31,0,766,39,59,44,41,37,18,0,244,0,0,0,0,0,0,0,0
125041493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,17,5,10,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,0,0,0,12,14,19,13,7,9,0,0,61,3,4,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,3,8,0,3,6,0,0,13,37,111,182,155,107,34,5,630,37,61,58,38,23,8,0,227,0,4,3,0,0,0,0,9,201,407,492,398,303,73,4,1880,18,36,22,6,4,0,0,90,9,11,4,0,0,0,0,25,0,0,0,0,0,0,0,0
125041494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,6,6,0,0,0,0,0,9,20,57,116,99,60,15,0,371,80,32,45,46,27,6,3,245,0,4,0,0,0,0,0,10,251,207,292,271,200,50,9,1283,4,0,0,0,0,0,0,7,12,8,5,8,3,0,0,39,0,0,0,0,0,0,0,0
125041588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,7,3,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,11,8,12,7,10,6,0,0,37,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,6,0,0,13,31,145,194,146,97,17,0,635,64,83,62,59,45,9,6,323,0,0,0,0,0,0,0,7,230,467,545,479,336,67,8,2135,21,27,13,15,9,0,0,83,0,12,4,4,4,0,0,25,0,0,0,0,0,0,0,0
125041589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,10,7,4,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,5,16,11,4,6,0,0,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,4,0,0,0,0,0,6,21,120,144,98,55,9,0,451,79,70,76,52,45,15,0,332,0,0,0,3,0,0,0,8,250,432,415,312,207,55,5,1675,20,25,12,8,5,0,0,79,4,4,6,3,0,0,0,11,0,0,0,0,0,0,0,0
125041717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,37,27,25,18,4,0,131,13,17,9,9,6,0,0,46,3,7,3,4,0,0,0,14,89,116,73,57,48,13,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,5,0,0,24,8,5,3,0,0,0,0,13,6,0,3,0,3,0,0,12,18,12,13,3,8,0,0,46,13,11,13,7,3,0,0,44,107,138,102,70,64,16,0,494,22,29,10,12,3,6,0,74,0,0,3,0,0,0,0,7,0,4,0,0,0,0,0,6,21,32,12,16,9,4,0,92,1230,4482,5223,3985,2353,398,11,17694,695,965,782,447,386,135,12,3418,18,21,21,10,17,4,6,89,2780,6780,7241,5380,3452,670,43,26345,288,479,405,252,173,41,0,1640,110,120,127,92,82,14,6,553,0,0,0,0,0,0,0,0
125041718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,5,6,0,0,15,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,9,41,121,109,71,31,15,0,385,33,45,38,23,16,8,0,161,0,0,0,0,0,0,0,0,132,262,243,154,101,27,0,916,19,23,28,10,8,3,0,78,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0
125041719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,6,3,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,3,0,0,0,0,6,12,14,9,6,6,0,0,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,4,3,0,0,0,0,0,11,56,168,213,137,70,15,0,666,65,79,65,54,37,15,0,307,0,8,7,3,0,0,0,13,290,565,504,373,256,72,0,2063,27,42,16,8,7,0,0,106,11,13,7,4,4,0,0,33,0,0,0,0,0,0,0,0
126011496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,13,7,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,18,16,11,4,5,0,0,46,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,154,317,344,259,89,12,1239,145,66,83,75,75,19,9,470,0,0,0,4,3,5,0,7,459,417,630,695,565,185,20,2973,36,38,26,6,9,0,0,118,5,3,5,4,0,0,0,18,0,0,0,0,0,0,0,0
126011720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,99,95,113,101,19,3,473,30,30,34,23,19,7,0,153,0,0,0,0,0,0,0,0,134,217,203,206,195,57,10,1026,15,31,10,3,6,0,0,68,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0
126011721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,7,4,0,0,0,22,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,65,134,173,153,126,41,4,700,83,56,44,38,17,12,4,259,0,0,0,0,0,0,0,6,239,307,340,321,241,74,7,1518,18,18,9,11,4,4,0,59,8,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0
126021498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,5,6,8,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,13,0,0,4,5,0,0,0,9,16,22,7,10,9,0,0,65,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,5,0,0,0,14,50,193,287,278,172,50,15,1063,155,93,73,72,68,22,3,492,0,6,3,0,3,0,0,10,462,587,605,631,468,145,26,2921,18,19,5,5,0,0,0,52,28,36,15,14,20,3,0,116,0,0,0,0,0,0,0,0
126021499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,4,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,25,4,0,3,0,0,55,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,8,4,0,0,0,0,0,19,34,88,133,175,133,54,10,613,54,46,55,53,44,11,0,271,0,0,0,0,0,0,0,9,206,357,366,430,336,111,14,1824,8,11,0,0,0,0,0,22,13,23,0,6,0,3,0,47,0,0,0,0,0,0,0,4
126021500,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,16,18,16,10,3,0,0,64,5,16,12,7,4,0,0,36,0,0,0,3,0,0,0,10,78,144,75,47,23,10,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,20,7,12,11,3,4,3,0,36,0,3,0,0,0,0,0,3,14,15,14,3,11,3,0,62,12,14,23,9,4,0,0,58,99,170,108,60,38,9,0,493,14,37,18,7,5,0,0,83,0,4,0,0,0,0,0,5,0,3,4,0,3,0,0,16,16,50,21,7,9,0,0,102,740,3594,5007,3759,1613,265,12,14989,787,692,650,328,288,90,12,2849,7,18,18,17,5,4,5,77,2528,6121,7264,5454,2903,598,50,24915,266,383,241,130,93,25,0,1143,137,165,125,67,58,20,0,572,0,0,0,0,0,0,0,0
126021501,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,4,7,0,3,0,0,18,5,3,3,0,0,0,0,15,0,4,4,0,0,0,0,8,22,29,27,4,11,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,7,5,4,3,0,0,0,0,15,28,40,33,10,9,0,0,121,5,3,8,5,0,0,0,24,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,7,13,8,5,0,0,0,31,147,690,978,785,444,82,5,3130,100,133,146,108,82,28,9,602,0,9,3,0,0,3,4,23,529,1372,1533,1271,836,190,25,5754,65,79,47,24,18,0,0,231,17,28,9,11,8,3,0,70,0,0,5,0,0,0,0,5
