POW_SA2_CODE_2021,Tot_16_Other_FT,Tot_16_Other_PT,Tot_16_Other_NS,Tot_16_Other_Tot,Tot_16_Not_Stated,Tot_16_Tot,Tot_17_TertVE_TPTP_FT,Tot_17_TertVE_TPTP_PT,Tot_17_TertVE_TPTP_NS,Tot_17_TertVE_TPTP_Tot,Tot_17_TertUni_or_OHE_FT,Tot_17_TertUni_or_OHE_PT,Tot_17_TertUni_or_OHE_NS,Tot_17_TertUni_or_OHE_Tot,Tot_17_Other_FT,Tot_17_Other_PT,Tot_17_Other_NS,Tot_17_Other_Tot,Tot_17_Not_Stated,Tot_17_Tot,Tot_18_TertVE_TPTP_FT,Tot_18_TertVE_TPTP_PT,Tot_18_TertVE_TPTP_NS,Tot_18_TertVE_TPTP_Tot,Tot_18_TertUni_or_OHE_FT,Tot_18_TertUni_or_OHE_PT,Tot_18_TertUni_or_OHE_NS,Tot_18_TertUni_or_OHE_Tot,Tot_18_Other_FT,Tot_18_Other_PT,Tot_18_Other_NS,Tot_18_Other_Tot,Tot_18_Not_Stated,Tot_18_Tot,Tot_19_TertVE_TPTP_FT,Tot_19_TertVE_TPTP_PT,Tot_19_TertVE_TPTP_NS,Tot_19_TertVE_TPTP_Tot,Tot_19_TertUni_or_OHE_FT,Tot_19_TertUni_or_OHE_PT,Tot_19_TertUni_or_OHE_NS,Tot_19_TertUni_or_OHE_Tot,Tot_19_Other_FT,Tot_19_Other_PT,Tot_19_Other_NS,Tot_19_Other_Tot,Tot_19_Not_Stated,Tot_19_Tot,Tot_20_24_TertVE_TPTP_FT,Tot_20_24_TertVE_TPTP_PT,Tot_20_24_TertVE_TPTP_NS,Tot_20_24_TertVE_TPTP_Tot,Tot_20_24_TertUni_or_OHE_FT,Tot_20_24_TertUni_or_OHE_PT,Tot_20_24_TertUni_or_OHE_NS,Tot_20_24_TertUni_or_OHE_Tot,Tot_20_24_Other_FT,Tot_20_24_Other_PT,Tot_20_24_Other_NS,Tot_20_24_Other_Tot,Tot_20_24_Not_Stated,Tot_20_24_Tot,Tot_25_29_TertVE_TPTP_FT,Tot_25_29_TertVE_TPTP_PT,Tot_25_29_TertVE_TPTP_NS,Tot_25_29_TertVE_TPTP_Tot,Tot_25_29_TertUni_or_OHE_FT,Tot_25_29_TertUni_or_OHE_PT,Tot_25_29_TertUni_or_OHE_NS,Tot_25_29_TertUni_or_OHE_Tot,Tot_25_29_Other_FT,Tot_25_29_Other_PT,Tot_25_29_Other_NS,Tot_25_29_Other_Tot,Tot_25_29_Not_Stated,Tot_25_29_Tot,Tot_30ov_TertVE_TPTP_FT,Tot_30ov_TertVE_TPTP_PT,Tot_30ov_TertVE_TPTP_NS,Tot_30ov_TertVE_TPTP_Tot,Tot_30ov_TertUni_or_OHE_FT,Tot_30ov_TertUni_or_OHE_PT,Tot_30ov_TertUni_or_OHE_NS,Tot_30ov_TertUni_or_OHE_Tot,Tot_30ov_Other_FT,Tot_30ov_Other_PT,Tot_30ov_Other_NS,Tot_30ov_Other_Tot,Tot_30ov_Not_Stated,Tot_30ov_Tot,Tot_Tot_TertVE_TPTP_FT,Tot_Tot_TertVE_TPTP_PT,Tot_Tot_TertVE_TPTP_NS,Tot_Tot_TertVE_TPTP_Tot,Tot_Tot_TertUni_or_OHE_FT,Tot_Tot_TertUni_or_OHE_PT,Tot_Tot_TertUni_or_OHE_NS,Tot_Tot_TertUni_or_OHE_Tot,Tot_Tot_Other_FT,Tot_Tot_Other_PT,Tot_Tot_Other_NS,Tot_Tot_Other_Tot,Tot_Tot_Not_Stated,Tot_Tot_Tot
101021007,14,0,0,14,0,19,0,4,0,4,0,0,0,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,9,5,4,0,13,5,3,0,11,0,0,0,0,0,23,4,9,0,8,3,0,0,3,0,0,0,0,0,12,4,13,0,18,3,17,0,24,0,6,0,6,0,48,10,36,0,48,15,22,0,39,32,4,0,39,0,131
101021008,15,0,0,15,0,15,0,0,0,0,0,0,0,0,7,0,0,7,0,5,0,6,0,5,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,0,0,0,0,0,0,0,0,8,4,10,0,10,13,3,0,17,0,4,0,4,0,37,0,3,0,3,3,0,0,0,0,0,0,3,0,9,3,4,0,9,6,13,0,14,0,0,0,4,5,30,9,33,0,39,22,16,0,37,31,8,0,37,5,119
101021009,62,0,0,62,0,65,0,3,0,8,0,0,0,0,53,0,0,57,0,64,9,19,0,18,21,3,0,24,18,0,0,18,0,69,3,15,0,17,28,0,0,34,0,0,0,0,0,54,18,50,0,61,109,33,0,139,0,5,0,10,0,210,6,34,0,41,34,44,0,80,6,12,0,17,0,135,25,91,0,126,36,126,0,163,13,24,0,33,15,333,63,217,0,275,237,202,0,443,194,37,0,233,13,965
101021010,32,0,0,32,0,35,0,3,0,0,0,0,0,0,31,0,0,31,0,29,0,15,0,15,6,0,0,9,16,0,0,16,0,33,8,11,0,19,15,0,0,16,0,0,0,0,0,35,17,37,0,53,39,12,0,52,0,3,0,7,0,112,13,19,0,32,12,15,0,27,6,3,0,6,0,62,13,41,0,56,17,24,0,35,5,15,0,21,5,121,50,125,0,177,83,51,0,136,127,19,0,147,13,477
101021012,48,0,0,48,0,48,0,8,0,8,0,0,0,0,36,0,0,36,0,42,3,16,0,19,12,0,0,12,17,0,0,17,0,47,4,8,0,16,16,0,0,19,5,0,0,5,0,38,13,25,0,43,42,13,0,54,3,4,0,5,0,103,7,22,0,28,13,6,0,17,6,6,0,7,0,54,7,44,0,53,6,24,0,27,4,6,0,10,5,97,38,121,0,158,90,47,0,136,145,14,0,155,7,464
101021610,18,0,0,18,0,18,0,0,0,0,0,0,0,0,11,0,0,11,0,14,0,0,0,0,0,0,0,0,5,0,0,5,0,3,3,9,0,9,0,0,0,0,0,0,0,0,0,13,5,9,0,10,14,0,0,13,0,4,0,4,0,29,0,10,0,10,4,4,0,4,0,0,0,0,3,20,0,13,0,15,4,5,0,13,0,0,0,0,0,28,3,36,0,43,23,14,0,35,42,6,0,46,7,131
101021611,45,0,0,45,0,45,0,0,0,3,0,0,0,0,42,0,0,42,0,49,3,3,0,5,13,0,0,14,6,0,0,9,0,32,8,11,0,13,3,0,0,4,0,0,0,0,0,16,3,16,0,18,33,17,0,54,5,6,0,8,0,77,8,17,0,24,13,43,0,48,0,0,0,3,0,76,8,49,0,59,14,112,0,126,3,11,0,14,12,209,31,93,0,125,75,171,0,253,128,18,0,145,8,526
101031013,6,0,0,6,0,6,3,0,0,0,0,0,0,0,5,0,0,5,0,7,0,0,0,0,0,0,0,0,6,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,3,0,0,0,0,0,12,0,0,0,5,0,3,0,3,0,3,0,0,0,11,0,19,0,19,5,11,0,18,5,3,0,9,6,44,6,25,0,31,8,23,0,33,25,4,0,29,4,99
101031014,39,0,0,39,0,40,0,6,0,6,0,0,0,0,39,0,0,42,0,52,0,16,0,16,3,0,0,3,9,0,0,9,0,32,6,11,0,17,8,3,0,14,0,0,0,6,0,27,3,32,0,36,29,17,0,46,0,0,0,6,0,88,4,27,0,30,16,5,0,23,0,0,0,5,0,53,3,91,0,92,7,76,0,92,4,18,0,25,18,224,19,181,0,201,69,106,0,174,131,22,0,164,24,561
101031015,10,0,0,10,0,10,0,0,0,0,0,0,0,0,7,0,0,7,0,9,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,10,0,6,0,6,0,9,0,4,0,4,0,21,4,13,0,18,5,12,0,17,19,3,0,23,0,54
101031016,44,0,0,44,0,47,0,3,0,8,0,0,0,0,35,0,0,35,0,46,0,0,0,0,11,3,0,11,13,0,0,13,0,26,0,8,0,12,19,4,0,22,0,0,0,4,0,35,12,25,0,39,99,65,0,161,4,7,0,5,3,217,9,50,0,58,24,45,0,66,5,5,0,11,4,136,15,74,0,88,12,66,0,77,4,15,0,19,23,205,42,174,0,210,160,172,0,339,140,28,0,164,26,741
101041017,57,0,0,57,0,63,0,11,0,13,0,0,0,0,60,0,0,60,4,68,0,10,0,10,0,0,0,0,37,0,0,38,0,49,0,10,0,10,8,0,0,11,3,0,0,8,0,28,4,31,0,44,15,7,0,31,0,4,0,11,5,85,6,33,0,36,4,8,0,16,0,0,0,0,0,61,4,83,0,90,16,45,0,58,3,21,0,18,23,189,23,183,0,210,52,73,0,119,198,32,0,230,28,587
101041018,12,0,0,12,0,15,0,3,0,3,0,0,0,0,11,0,0,11,0,13,0,3,0,3,4,0,0,0,3,0,0,3,0,13,0,6,0,4,0,0,0,0,0,0,0,0,0,5,4,13,0,10,4,3,0,12,0,0,0,0,0,24,0,4,0,8,9,0,0,3,0,0,0,0,0,15,7,20,0,26,0,14,0,20,0,9,0,9,5,62,8,54,0,60,22,23,0,38,43,9,0,45,8,156
101041019,44,0,0,47,0,53,0,8,0,10,0,0,0,0,34,0,0,34,0,41,4,5,0,10,0,4,0,4,12,0,0,12,3,28,3,9,0,7,0,0,0,3,0,0,0,0,0,15,9,31,0,39,27,15,0,43,0,3,0,3,0,83,3,19,0,26,19,26,0,42,0,0,0,0,0,66,10,85,0,98,23,124,0,148,3,18,0,20,26,292,31,167,0,196,72,158,0,237,137,22,0,161,31,621
101041020,14,0,0,14,0,13,0,4,0,4,0,0,0,0,7,0,0,7,0,14,0,6,0,8,0,0,0,0,10,0,0,10,0,19,0,4,0,3,0,0,0,4,0,0,0,0,0,4,0,6,0,6,4,0,0,0,0,0,0,0,0,15,0,6,0,4,0,0,0,0,0,0,0,0,0,10,0,18,0,19,3,10,0,17,0,3,0,9,11,51,3,42,0,46,7,14,0,23,39,8,0,45,11,126
101041021,7,0,0,7,0,9,0,0,0,0,0,0,0,0,14,0,0,14,0,12,0,5,0,5,0,0,0,0,3,0,0,3,0,10,0,3,0,4,3,0,0,3,0,0,0,0,0,12,3,19,0,20,5,4,0,10,0,0,0,0,0,29,4,4,0,9,3,3,0,7,0,0,0,0,7,16,5,16,0,23,4,24,0,27,0,0,0,0,10,61,10,45,0,60,21,28,0,49,35,3,0,41,13,156
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,9,0,0,9,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,12,0,4,0,4,6,0,0,6,3,0,0,3,0,8,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,12,0,13,6,0,0,7,0,0,0,0,0,16,0,9,0,9,0,0,0,0,0,0,0,0,0,8,0,24,0,30,8,11,0,17,0,0,0,0,5,50,3,49,0,52,12,13,0,29,39,0,0,40,3,124
101041024,9,0,0,9,0,6,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,4,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,7,0,6,0,0,0,0,0,0,0,0,0,14,4,0,0,4,0,0,0,0,0,3,0,3,0,14,3,19,0,23,0,8,0,8,0,4,0,0,8,40,6,31,0,42,9,11,0,12,17,8,0,22,9,86
101041025,62,0,0,62,0,68,3,6,0,9,0,0,0,0,50,0,0,50,0,63,5,6,0,11,0,0,0,0,27,0,0,29,0,43,3,13,0,12,13,0,0,11,3,5,0,3,0,34,9,28,0,33,15,12,0,26,0,0,0,3,0,67,8,18,0,25,3,11,0,15,3,0,0,6,0,44,4,67,0,71,11,49,0,58,0,11,0,14,17,162,33,144,0,175,45,67,0,118,204,19,0,219,21,531
101041026,47,0,0,53,0,53,0,5,0,5,0,0,0,0,30,0,0,30,0,32,0,12,0,14,0,0,0,0,15,0,0,15,0,31,0,14,0,18,8,0,0,4,0,0,0,0,0,22,6,19,0,27,17,13,0,27,0,3,0,4,5,56,0,18,0,18,5,9,0,14,0,0,0,0,0,38,6,47,4,59,14,65,0,77,4,17,0,22,21,179,9,128,3,140,37,81,0,127,128,21,0,147,28,448
101041027,35,0,0,35,0,35,0,10,0,13,0,0,0,0,40,0,0,40,0,46,0,6,0,11,0,0,0,0,8,0,0,8,0,19,0,5,0,5,0,0,0,3,0,0,0,0,0,6,4,16,0,19,6,4,0,12,0,5,0,5,0,33,4,12,0,22,5,9,0,14,0,0,0,0,0,32,3,46,0,53,6,21,0,28,5,10,0,17,17,112,24,97,0,121,23,37,0,57,121,19,0,135,17,329
101051539,107,0,0,107,0,128,3,23,0,24,0,0,0,0,109,0,0,109,0,142,10,28,0,39,15,0,0,19,34,0,0,31,0,87,7,33,0,36,24,7,0,39,0,3,0,6,0,75,33,87,0,123,80,40,0,118,7,11,0,16,3,263,17,53,0,67,34,42,0,79,4,4,0,13,0,157,22,199,0,223,44,178,0,225,8,40,0,49,20,523,88,443,4,534,205,270,3,479,371,58,0,432,35,1473
101051540,23,0,0,23,0,25,4,7,0,9,0,0,0,0,24,0,0,24,3,41,0,16,0,16,0,0,0,0,14,0,0,14,0,28,0,5,0,10,9,0,0,9,0,0,0,0,0,20,9,28,0,33,13,10,0,26,0,0,0,0,0,61,0,18,0,21,3,7,0,14,0,0,0,3,0,36,6,42,0,41,19,25,0,40,0,9,0,11,7,107,22,114,3,137,44,43,3,89,87,17,0,99,15,342
101061541,52,0,0,52,0,56,0,0,0,0,0,0,0,0,49,0,0,49,0,54,0,3,0,9,7,0,0,6,11,0,0,11,0,22,0,9,0,14,3,0,0,3,0,0,0,0,0,21,10,18,0,26,23,20,0,38,0,0,0,6,0,68,7,9,0,14,10,13,0,21,0,4,0,6,0,32,11,35,0,44,4,33,0,38,5,6,0,16,5,100,23,86,0,107,45,65,0,102,166,14,0,182,5,400
101061542,22,0,0,22,0,26,0,3,0,3,0,0,0,0,27,0,0,27,0,28,0,3,0,5,14,0,0,16,14,0,0,14,0,30,0,11,0,11,15,0,0,21,0,0,0,0,0,30,3,19,0,31,45,12,0,57,0,3,0,3,0,89,4,19,0,20,8,3,0,15,0,0,0,0,0,32,6,43,0,45,9,27,0,34,0,10,0,16,16,115,17,96,0,111,94,45,0,139,83,17,0,105,16,375
101061543,54,0,0,54,3,62,0,9,0,13,0,0,0,0,45,0,0,45,0,58,3,24,0,26,8,0,0,3,24,0,0,30,0,55,4,18,0,25,6,4,0,10,0,0,0,0,0,32,10,42,0,54,21,18,0,35,0,0,0,5,0,89,3,18,0,24,7,10,0,25,0,0,0,0,0,46,11,70,0,75,10,59,0,67,4,14,0,17,20,182,28,180,0,210,51,90,0,140,176,18,0,203,24,580
101061544,13,0,0,12,0,13,0,0,0,0,0,0,0,0,8,0,0,8,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,6,0,6,0,0,0,0,0,0,0,0,0,7,3,10,0,13,11,10,0,16,0,0,0,0,0,29,0,4,0,6,3,6,0,11,0,0,0,0,0,18,4,37,0,44,5,12,0,18,4,4,0,3,6,77,12,61,0,77,18,27,0,51,32,7,0,41,6,173
102011028,25,0,0,25,0,25,0,0,0,0,0,0,0,0,23,0,0,23,0,28,0,3,0,8,4,6,0,6,8,0,0,10,0,19,0,8,0,12,10,6,0,12,0,0,0,0,0,25,3,17,0,21,21,4,0,27,0,0,0,0,0,53,5,4,0,8,0,0,0,3,3,0,0,5,0,13,4,24,0,30,0,15,0,18,0,10,0,13,3,58,8,65,0,77,34,33,0,68,79,14,0,91,3,240
102011029,9,0,0,9,0,7,0,3,0,3,0,0,0,0,9,0,0,9,0,10,0,9,0,7,4,0,0,0,3,0,0,9,0,15,0,6,0,9,3,0,0,4,0,0,0,0,0,13,0,17,0,19,25,6,0,25,0,0,0,0,0,44,0,10,0,14,0,7,0,6,0,0,0,0,0,24,0,28,0,34,6,24,0,30,0,3,0,3,3,71,8,80,0,83,35,36,0,71,24,8,0,31,4,197
102011030,14,0,0,14,0,16,0,9,0,9,0,0,0,0,8,0,0,8,0,14,4,13,0,22,11,6,0,16,11,0,0,13,0,45,3,16,0,17,8,0,0,9,0,0,0,0,0,30,10,49,0,58,45,20,0,63,0,4,0,4,0,129,5,42,0,44,4,7,0,9,0,3,0,3,3,62,10,85,0,96,13,46,0,54,11,15,0,24,22,199,39,215,0,255,82,72,0,155,41,32,0,68,27,498
102011031,211,0,0,211,0,224,6,18,0,25,3,0,0,3,182,0,0,182,0,215,9,18,0,32,60,0,0,63,92,0,0,94,0,187,8,18,0,26,101,11,0,112,0,0,0,0,0,144,30,109,0,143,343,90,0,430,5,7,0,19,8,594,12,46,0,60,67,61,0,128,5,8,0,10,0,198,29,148,0,175,47,121,0,167,5,30,0,37,21,395,98,364,0,467,623,285,0,908,624,49,0,670,33,2078
102011032,133,0,0,133,0,144,6,16,0,23,0,0,0,0,140,0,0,139,0,163,9,36,0,40,48,6,0,51,58,0,0,58,0,151,9,47,0,59,77,10,0,90,0,6,0,8,4,152,44,123,0,170,310,100,0,411,8,12,0,16,5,605,31,85,0,114,96,146,3,252,4,14,0,15,3,383,29,306,5,340,111,417,0,528,12,65,0,82,39,984,131,624,5,754,644,675,3,1322,454,92,0,550,54,2681
102011033,6,0,0,6,0,6,0,5,0,5,0,0,0,0,12,0,0,12,0,12,0,0,0,0,7,0,0,3,0,0,0,4,0,9,0,0,0,0,3,0,0,3,0,0,0,0,0,4,4,13,0,12,20,8,0,31,0,0,0,0,0,43,0,0,0,4,3,5,0,8,0,0,0,0,0,17,6,34,0,46,4,18,0,27,0,3,0,3,6,78,14,56,0,65,36,36,0,71,21,7,0,31,6,174
102011034,79,0,0,79,0,82,3,5,0,6,0,0,0,0,82,0,0,81,0,95,0,11,0,11,17,0,0,24,34,0,0,34,0,71,0,10,0,12,21,10,0,31,0,0,0,0,0,44,9,25,0,32,52,11,0,68,4,0,0,0,3,104,0,10,0,10,9,10,0,18,0,0,0,0,0,30,0,44,0,44,5,26,0,36,0,5,0,7,4,92,16,101,0,122,115,58,0,175,243,13,0,255,12,560
102011035,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,8,0,10,17,3,0,19,0,0,0,0,0,32,0,6,0,6,7,4,0,10,0,0,0,0,0,16,5,13,0,14,5,19,0,23,0,10,0,10,0,44,7,26,0,30,28,30,0,61,10,10,0,16,0,105
102011036,41,0,0,41,0,43,0,5,0,5,0,0,0,0,60,0,0,60,0,68,3,19,0,18,10,0,0,10,22,0,0,22,0,52,7,10,0,18,18,5,0,21,0,0,0,0,0,34,12,17,0,30,53,22,0,76,0,3,0,4,0,112,0,12,0,16,16,9,0,24,3,0,0,4,0,38,9,36,0,45,9,22,0,32,3,10,0,8,0,88,36,98,0,132,112,56,0,162,176,7,0,190,4,493
102011037,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,0,0,0,0,8,0,0,0,0,3,0,0,6,0,0,0,0,0,6,3,8,0,12,12,5,0,15,0,0,0,0,0,26,0,5,0,5,3,5,0,10,0,0,0,0,0,10,0,18,0,18,4,18,0,19,0,5,0,5,7,50,10,37,0,39,20,29,0,53,9,5,0,14,7,113
102011038,9,0,0,9,0,9,0,9,0,9,0,0,0,0,3,0,0,3,0,10,0,5,0,5,7,0,0,7,0,0,0,0,0,5,0,0,0,0,5,0,0,3,0,0,0,0,0,9,4,0,0,8,14,0,0,14,0,0,0,0,0,20,5,4,0,5,6,0,0,3,0,0,0,0,0,13,0,7,0,9,0,14,0,16,0,0,0,0,0,29,4,28,0,38,28,17,0,43,18,4,0,18,0,101
102011039,49,0,0,49,0,51,4,10,0,13,0,0,0,0,53,0,0,53,0,69,6,11,0,20,26,3,0,29,29,0,0,29,0,74,5,10,0,14,38,11,0,47,0,6,0,6,0,67,7,26,0,40,108,16,0,123,0,5,0,5,0,162,7,10,0,19,14,17,0,31,0,4,0,9,0,53,10,58,0,70,30,48,0,79,0,18,0,18,6,167,44,134,0,175,212,89,0,300,171,32,0,204,3,683
102011040,54,0,0,59,0,59,0,9,0,9,4,0,0,4,67,0,0,69,0,79,4,12,0,11,13,0,0,13,17,0,0,17,0,45,7,13,0,20,29,5,0,34,0,0,0,0,0,53,10,35,0,46,65,11,0,80,0,0,0,0,5,131,7,18,0,25,13,13,0,25,5,8,0,13,0,57,10,74,0,84,16,65,0,77,3,16,0,16,10,196,40,159,0,197,141,96,0,233,192,22,0,213,13,665
102011041,10,0,0,16,0,11,0,3,0,4,0,0,0,0,15,0,0,15,0,19,5,9,0,13,8,0,0,8,13,0,0,13,0,33,0,9,0,11,12,0,0,12,0,0,0,0,0,24,0,23,0,27,33,3,0,35,0,0,0,0,0,66,3,16,0,16,8,8,0,14,0,3,0,3,0,30,0,28,0,30,12,27,0,38,0,7,0,7,0,79,11,81,0,96,72,45,0,111,45,12,0,65,0,272
102011042,68,0,0,68,0,72,4,4,0,9,0,0,0,0,90,0,0,90,0,100,4,7,0,10,19,0,0,17,24,0,0,29,0,59,3,7,0,15,28,4,0,28,0,0,0,0,0,40,3,28,0,38,102,18,0,126,3,8,0,7,0,168,8,13,0,24,21,19,0,40,0,0,0,0,4,63,17,54,0,63,22,63,0,86,4,23,0,26,6,183,37,120,0,157,187,105,0,290,235,27,0,260,8,724
102011043,66,0,0,66,0,69,0,0,0,0,0,0,0,0,44,0,0,44,0,49,0,9,0,4,13,0,0,14,15,0,0,15,0,37,0,5,0,4,18,0,0,23,0,0,0,0,0,30,5,22,0,28,45,11,0,53,0,3,0,3,0,85,3,7,0,12,13,13,0,20,0,3,0,3,0,36,9,28,0,38,13,29,0,40,0,9,0,11,11,98,15,77,0,91,105,52,0,159,177,17,0,195,9,451
102021044,100,0,0,100,0,105,0,0,0,4,0,0,0,0,90,0,0,90,0,96,6,10,0,13,19,3,0,23,34,0,0,34,0,69,0,12,0,18,22,3,0,33,0,0,0,0,0,49,10,42,0,50,84,25,0,108,0,6,0,3,3,160,0,20,0,18,23,11,0,33,0,0,0,6,0,57,10,84,0,97,14,40,0,57,6,12,0,18,8,183,33,173,0,200,170,82,0,249,307,17,0,329,13,795
102021045,18,0,0,18,0,20,0,0,0,0,0,0,0,0,8,0,0,8,0,6,0,0,0,5,4,0,0,4,3,0,0,6,0,13,0,7,0,3,4,0,0,4,0,0,0,0,0,12,0,6,0,9,23,6,0,29,0,0,0,0,0,37,4,8,0,10,3,7,0,12,0,0,0,0,0,21,0,27,0,27,3,14,0,24,0,6,0,6,4,61,10,49,0,60,37,31,0,71,32,6,0,39,0,170
102021046,13,0,0,13,0,15,0,9,0,5,0,0,0,0,17,0,0,17,0,22,0,5,0,5,0,3,0,6,10,0,0,10,0,26,0,3,0,6,12,4,0,13,0,0,0,0,0,18,3,7,0,11,21,0,0,26,0,0,0,0,0,37,6,6,0,5,8,3,0,8,0,0,0,0,0,19,8,21,0,22,6,12,0,14,0,6,0,5,4,44,11,45,0,60,43,19,0,63,60,8,0,70,4,196
102021047,61,0,0,61,0,68,0,3,0,7,0,0,0,0,42,0,0,42,0,54,4,7,0,15,9,0,0,9,21,0,0,20,0,43,5,12,0,12,25,5,0,26,0,0,0,0,0,41,9,39,0,54,59,25,0,84,0,0,0,0,0,143,8,27,0,35,15,15,0,32,0,5,0,5,0,76,15,78,0,89,19,67,0,82,4,19,0,27,13,211,41,177,0,219,131,115,0,244,182,30,0,212,15,680
102021048,128,0,0,128,0,135,0,3,0,9,0,0,0,0,110,0,0,110,0,126,3,13,0,20,27,6,0,30,32,0,0,38,0,84,3,13,0,14,38,3,0,39,0,0,0,0,0,60,12,35,0,47,93,18,0,114,4,3,0,9,0,167,5,17,0,28,20,17,0,38,0,4,0,5,0,71,11,68,0,73,18,48,0,69,6,14,0,18,11,172,40,162,0,202,193,94,0,287,393,24,0,412,16,918
102021049,13,0,0,13,0,14,0,3,0,3,0,0,0,0,12,0,0,12,0,20,4,4,0,5,0,0,0,4,5,0,0,4,0,9,0,0,0,5,3,0,0,5,0,0,0,0,0,9,0,3,0,6,22,0,0,26,0,0,0,0,3,33,0,11,0,11,0,3,0,4,0,0,0,0,0,12,0,7,0,10,4,9,0,14,0,0,0,0,0,26,10,27,0,33,34,13,0,54,48,3,0,48,3,143
102021050,19,0,0,19,0,19,0,0,0,0,0,0,0,0,18,0,0,18,0,16,4,3,0,3,5,0,0,5,10,0,0,10,0,19,0,9,0,9,3,0,0,4,0,0,0,0,0,14,3,8,0,13,26,12,0,29,0,0,0,0,0,49,5,12,0,10,4,6,0,12,0,0,0,5,0,28,13,22,0,33,3,36,0,38,4,12,0,16,9,91,17,59,0,72,33,55,0,86,59,14,0,71,9,242
102021051,5,0,0,5,0,5,0,0,0,0,0,0,0,0,4,0,0,4,0,10,0,3,0,3,0,0,0,0,6,0,0,6,0,11,0,15,0,13,0,0,0,3,0,6,0,6,0,19,9,35,0,46,21,12,0,36,0,0,0,4,0,83,0,12,0,15,7,3,0,18,0,0,0,0,0,26,0,32,0,39,23,40,0,60,4,8,0,18,4,117,14,100,0,111,61,63,0,115,24,18,0,32,4,271
102021052,10,0,0,10,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,6,0,0,0,0,0,15,0,6,0,6,0,4,0,4,0,0,0,0,0,13,0,4,0,6,3,5,0,6,0,0,0,0,0,10,3,18,0,21,10,12,0,17,18,0,0,18,5,61
102021053,44,0,0,44,0,50,0,5,0,7,0,0,0,0,50,0,0,50,0,61,4,8,0,14,6,0,0,8,20,0,0,20,0,35,4,7,0,13,14,3,0,19,0,0,0,0,0,30,12,30,0,45,54,10,0,63,0,5,0,4,0,115,7,17,0,28,13,14,0,33,0,0,0,4,0,57,10,44,0,54,13,33,0,46,0,11,0,11,10,118,42,110,0,157,104,68,0,169,165,9,0,173,13,515
102021054,15,0,0,15,0,19,0,0,0,0,0,0,0,0,19,0,0,19,0,22,0,11,0,9,4,0,0,4,13,0,0,13,0,21,0,4,0,7,12,0,0,9,0,0,0,0,0,21,6,28,0,32,26,18,0,36,0,0,0,3,0,69,3,17,0,19,3,16,0,19,0,0,0,0,0,40,6,31,0,35,12,21,0,30,4,7,0,8,4,82,12,85,0,101,49,53,0,105,65,11,0,74,4,286
102021055,107,0,0,107,0,120,4,8,0,12,0,0,0,4,122,0,0,122,0,139,8,34,0,45,36,0,0,34,50,0,0,55,0,128,17,34,0,51,54,15,0,73,0,0,0,3,0,129,41,104,0,145,205,67,0,265,11,9,0,22,6,435,24,58,0,77,39,44,0,82,0,10,0,12,0,171,17,159,0,177,33,109,0,146,3,44,0,46,11,377,103,404,0,517,361,235,0,596,372,68,0,441,18,1569
102021056,36,0,0,36,0,42,0,12,0,8,0,0,0,0,50,0,0,50,0,63,0,5,0,9,12,0,0,14,17,0,0,17,0,38,0,9,0,11,20,5,0,24,0,4,0,6,0,39,17,30,0,57,94,24,0,118,3,3,0,6,0,176,8,28,0,34,38,29,0,65,0,6,0,6,3,108,6,87,0,97,45,136,0,179,3,28,0,33,12,317,42,172,0,217,204,193,6,399,144,45,0,186,13,808
