POW_SA2_CODE_2021,Tot_16_Other_FT,Tot_16_Other_PT,Tot_16_Other_NS,Tot_16_Other_Tot,Tot_16_Not_Stated,Tot_16_Tot,Tot_17_TertVE_TPTP_FT,Tot_17_TertVE_TPTP_PT,Tot_17_TertVE_TPTP_NS,Tot_17_TertVE_TPTP_Tot,Tot_17_TertUni_or_OHE_FT,Tot_17_TertUni_or_OHE_PT,Tot_17_TertUni_or_OHE_NS,Tot_17_TertUni_or_OHE_Tot,Tot_17_Other_FT,Tot_17_Other_PT,Tot_17_Other_NS,Tot_17_Other_Tot,Tot_17_Not_Stated,Tot_17_Tot,Tot_18_TertVE_TPTP_FT,Tot_18_TertVE_TPTP_PT,Tot_18_TertVE_TPTP_NS,Tot_18_TertVE_TPTP_Tot,Tot_18_TertUni_or_OHE_FT,Tot_18_TertUni_or_OHE_PT,Tot_18_TertUni_or_OHE_NS,Tot_18_TertUni_or_OHE_Tot,Tot_18_Other_FT,Tot_18_Other_PT,Tot_18_Other_NS,Tot_18_Other_Tot,Tot_18_Not_Stated,Tot_18_Tot,Tot_19_TertVE_TPTP_FT,Tot_19_TertVE_TPTP_PT,Tot_19_TertVE_TPTP_NS,Tot_19_TertVE_TPTP_Tot,Tot_19_TertUni_or_OHE_FT,Tot_19_TertUni_or_OHE_PT,Tot_19_TertUni_or_OHE_NS,Tot_19_TertUni_or_OHE_Tot,Tot_19_Other_FT,Tot_19_Other_PT,Tot_19_Other_NS,Tot_19_Other_Tot,Tot_19_Not_Stated,Tot_19_Tot,Tot_20_24_TertVE_TPTP_FT,Tot_20_24_TertVE_TPTP_PT,Tot_20_24_TertVE_TPTP_NS,Tot_20_24_TertVE_TPTP_Tot,Tot_20_24_TertUni_or_OHE_FT,Tot_20_24_TertUni_or_OHE_PT,Tot_20_24_TertUni_or_OHE_NS,Tot_20_24_TertUni_or_OHE_Tot,Tot_20_24_Other_FT,Tot_20_24_Other_PT,Tot_20_24_Other_NS,Tot_20_24_Other_Tot,Tot_20_24_Not_Stated,Tot_20_24_Tot,Tot_25_29_TertVE_TPTP_FT,Tot_25_29_TertVE_TPTP_PT,Tot_25_29_TertVE_TPTP_NS,Tot_25_29_TertVE_TPTP_Tot,Tot_25_29_TertUni_or_OHE_FT,Tot_25_29_TertUni_or_OHE_PT,Tot_25_29_TertUni_or_OHE_NS,Tot_25_29_TertUni_or_OHE_Tot,Tot_25_29_Other_FT,Tot_25_29_Other_PT,Tot_25_29_Other_NS,Tot_25_29_Other_Tot,Tot_25_29_Not_Stated,Tot_25_29_Tot,Tot_30ov_TertVE_TPTP_FT,Tot_30ov_TertVE_TPTP_PT,Tot_30ov_TertVE_TPTP_NS,Tot_30ov_TertVE_TPTP_Tot,Tot_30ov_TertUni_or_OHE_FT,Tot_30ov_TertUni_or_OHE_PT,Tot_30ov_TertUni_or_OHE_NS,Tot_30ov_TertUni_or_OHE_Tot,Tot_30ov_Other_FT,Tot_30ov_Other_PT,Tot_30ov_Other_NS,Tot_30ov_Other_Tot,Tot_30ov_Not_Stated,Tot_30ov_Tot,Tot_Tot_TertVE_TPTP_FT,Tot_Tot_TertVE_TPTP_PT,Tot_Tot_TertVE_TPTP_NS,Tot_Tot_TertVE_TPTP_Tot,Tot_Tot_TertUni_or_OHE_FT,Tot_Tot_TertUni_or_OHE_PT,Tot_Tot_TertUni_or_OHE_NS,Tot_Tot_TertUni_or_OHE_Tot,Tot_Tot_Other_FT,Tot_Tot_Other_PT,Tot_Tot_Other_NS,Tot_Tot_Other_Tot,Tot_Tot_Not_Stated,Tot_Tot_Tot
127021521,27,0,0,27,0,38,0,13,0,13,0,0,0,0,35,0,0,35,0,46,4,26,0,36,53,5,0,57,12,0,0,14,0,104,6,34,0,45,49,16,0,64,0,0,0,0,0,108,44,120,0,167,191,59,0,252,23,20,0,41,0,469,46,67,0,113,62,36,0,97,31,20,0,57,7,272,56,190,0,241,59,86,0,143,43,70,0,116,30,540,163,463,4,625,422,199,0,616,202,116,0,319,42,1613
127031522,75,0,0,75,0,80,0,0,0,0,0,0,0,0,83,0,0,83,0,87,8,0,0,8,60,4,0,61,16,0,0,16,0,81,3,5,0,5,70,10,0,80,3,0,0,3,0,87,14,18,0,34,198,37,0,234,9,4,0,15,0,279,9,10,0,20,19,20,0,45,5,5,0,10,0,72,17,40,0,54,16,32,0,52,13,12,0,32,6,138,56,70,0,128,366,98,0,458,259,23,0,283,9,872
127031523,38,0,0,38,0,45,4,7,0,9,0,0,0,0,52,0,0,56,0,66,7,21,0,26,44,5,0,49,14,3,0,12,0,86,6,32,0,38,63,6,0,69,0,0,0,0,0,112,43,89,0,136,211,61,0,278,22,5,0,27,5,448,27,39,0,72,56,39,0,91,12,18,0,28,0,192,40,152,0,188,57,69,0,132,26,37,0,62,16,401,131,347,0,475,425,191,0,613,219,64,0,282,31,1400
127031524,15,0,0,15,0,16,4,5,0,11,0,0,0,0,18,0,0,18,0,27,10,6,0,13,12,0,0,18,11,0,0,11,0,38,7,10,0,13,30,0,0,36,4,0,0,4,0,49,21,42,0,58,133,32,0,163,5,6,0,10,0,238,18,28,0,45,29,99,0,132,5,3,0,14,6,193,19,86,4,110,31,193,0,218,16,36,0,55,11,395,73,184,4,261,241,322,0,568,82,46,0,130,22,977
127031599,3,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,3,0,3,3,0,0,3,0,0,0,0,0,9,0,0,0,0,6,0,0,6,0,0,0,0,0,13,3,3,0,6,7,3,0,10,0,0,0,0,0,19,0,6,0,6,4,3,0,3,3,0,0,5,0,12,3,5,0,11,6,14,0,17,0,7,0,7,4,31,12,12,0,25,22,14,0,48,15,4,0,23,4,88
127031601,19,0,0,19,0,19,0,5,0,7,0,0,0,0,20,0,0,20,0,26,3,5,0,9,15,3,0,19,12,0,0,7,0,38,0,4,0,8,30,0,0,33,0,0,0,0,0,42,14,23,0,38,110,29,0,137,10,3,0,18,0,197,3,22,0,21,30,11,0,40,8,3,0,11,5,77,13,46,0,59,16,36,0,56,14,12,0,26,8,148,43,98,0,144,208,78,0,283,81,21,0,105,13,553
127031730,50,0,0,50,0,52,0,0,0,3,0,0,0,0,50,0,0,50,0,50,3,0,0,4,41,0,0,39,11,0,0,11,0,57,3,0,0,10,25,0,0,29,5,0,0,9,0,43,5,17,0,23,63,12,0,72,3,0,0,3,0,103,7,4,0,6,4,7,0,12,3,0,0,4,0,24,6,12,0,19,7,10,0,20,3,9,0,9,0,54,30,39,0,73,138,38,0,173,162,9,0,175,6,420
127031731,53,0,0,53,0,53,0,0,0,0,0,0,0,0,49,0,0,49,0,52,9,8,0,16,68,5,0,75,17,0,0,17,0,104,9,7,0,22,105,5,0,112,0,0,0,0,0,132,26,26,0,51,448,136,0,588,21,16,0,31,0,671,14,41,0,59,122,150,0,267,17,16,0,28,5,357,46,181,0,229,151,419,0,573,34,70,4,107,22,928,103,263,0,368,901,716,0,1625,213,98,4,310,31,2332
127031732,30,0,0,30,0,36,0,0,0,4,0,0,0,0,16,0,0,16,0,19,6,7,0,11,24,3,0,25,9,0,0,7,0,42,5,3,0,6,21,0,0,21,3,0,0,5,0,35,10,17,0,26,90,22,0,108,5,0,0,12,0,144,9,9,0,16,18,15,0,32,0,0,0,0,0,54,15,34,0,52,16,34,0,49,8,15,0,25,6,131,44,77,0,120,163,64,0,231,93,23,0,119,5,471
127031733,46,0,0,46,0,51,0,9,0,17,0,0,0,0,51,0,0,51,0,72,8,25,0,31,52,4,0,62,16,0,0,22,0,112,7,24,0,33,43,9,0,53,0,0,0,0,0,95,33,63,0,101,252,54,0,302,6,12,0,23,3,433,24,45,0,70,48,51,0,92,15,13,0,26,3,201,37,110,0,144,30,82,0,113,17,37,4,64,25,353,114,289,0,407,431,198,0,633,192,70,4,267,40,1347
128011529,32,0,0,32,0,32,3,8,0,12,0,0,0,0,30,0,0,30,0,42,3,19,0,20,28,6,0,34,10,0,0,16,0,71,3,20,0,26,29,3,0,37,0,0,0,0,0,56,10,42,0,59,108,16,0,123,0,3,0,3,0,184,6,9,0,19,17,8,0,24,3,3,0,8,0,49,4,55,0,61,14,40,0,53,0,13,0,17,0,138,34,158,0,187,203,80,0,280,98,20,0,117,8,592
128011530,138,0,0,142,0,143,6,16,0,21,0,0,0,0,172,0,0,172,0,194,9,25,0,36,121,6,0,127,61,0,0,59,0,223,16,37,0,54,177,17,0,192,0,0,0,4,0,250,57,88,0,153,530,104,0,634,23,10,0,30,4,819,20,51,0,76,80,57,0,139,13,13,0,24,3,240,42,140,0,173,38,89,0,130,7,41,0,53,9,369,141,359,0,501,953,270,0,1224,503,72,0,570,19,2320
128011531,50,0,0,50,0,54,0,9,0,11,0,0,0,0,68,0,0,68,0,77,0,18,0,25,46,0,0,46,21,0,0,21,0,89,7,21,0,28,50,4,0,55,0,0,0,0,0,85,14,60,0,76,182,45,0,228,4,5,0,12,5,314,10,28,0,37,33,8,0,48,0,12,0,14,0,98,19,87,0,105,32,54,0,88,15,28,0,41,4,244,49,232,0,281,351,113,0,462,205,46,0,249,13,1012
128011602,110,0,0,110,0,122,0,23,0,23,0,0,0,0,92,0,0,92,0,115,10,46,0,57,63,7,0,67,44,0,0,44,0,171,7,45,0,56,95,4,0,97,0,5,0,5,0,161,40,98,0,139,331,82,0,409,11,14,0,23,0,573,26,44,0,69,65,82,0,149,8,14,0,20,3,249,38,169,0,209,59,170,0,229,13,54,0,69,17,512,122,440,0,563,608,342,0,952,334,80,0,415,22,1945
128011603,5,0,0,5,0,5,0,8,0,8,0,0,0,0,5,0,0,5,0,9,0,15,0,15,5,0,0,5,3,0,0,3,0,18,5,8,0,9,9,0,0,12,0,0,0,0,0,26,0,11,0,14,29,4,0,29,0,0,0,0,0,43,0,9,0,15,3,3,0,5,0,0,0,0,0,22,0,23,0,17,4,15,0,19,0,0,0,0,0,41,10,61,0,73,49,24,0,72,28,4,0,32,6,185
128011604,84,0,0,84,0,87,0,14,0,17,0,0,0,0,96,0,0,96,0,113,15,19,0,34,56,8,0,60,33,0,0,33,0,123,9,28,0,35,82,7,0,92,0,5,0,4,0,131,26,62,0,94,238,47,0,287,7,9,0,13,5,389,19,27,0,46,36,22,0,61,5,7,0,11,4,122,25,96,0,124,31,64,0,96,12,37,0,50,11,276,95,250,0,350,438,152,0,591,293,51,0,351,14,1306
128011605,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,4,0,8,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,7,0,6,9,0,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,11,0,11,0,17,10,4,0,17,10,0,0,13,0,47
128011606,8,0,0,8,0,8,0,6,0,6,0,0,0,0,14,0,0,14,0,16,3,4,0,5,5,0,0,7,3,0,0,3,0,18,0,5,0,5,13,0,0,13,0,0,0,0,0,20,4,14,0,19,32,3,0,42,0,0,0,3,0,61,3,10,0,13,0,7,0,5,0,0,0,0,0,19,3,21,0,23,8,20,0,25,0,5,0,3,0,50,15,59,0,70,60,35,0,94,37,8,0,43,3,212
128021533,18,0,0,18,0,23,0,3,0,4,0,0,0,0,19,0,0,19,0,24,3,6,0,14,9,0,0,9,5,0,0,9,0,29,3,10,0,14,13,0,0,15,0,0,0,0,0,28,7,15,0,20,33,12,0,40,4,0,0,4,0,63,4,7,0,11,14,3,0,19,0,3,0,3,0,28,5,16,0,29,7,22,0,29,0,9,0,9,0,65,22,72,0,96,72,35,0,103,81,11,0,92,4,298
128021534,9,0,0,9,0,9,0,0,0,0,0,0,0,0,11,0,0,11,0,10,0,4,0,4,12,0,0,12,4,0,0,4,0,22,0,0,0,0,15,0,0,15,0,0,0,0,0,15,0,11,0,11,34,9,0,41,0,3,0,9,0,59,0,0,0,5,5,6,0,9,0,0,0,0,0,18,4,15,0,20,5,9,0,17,0,3,0,5,0,42,9,31,0,43,74,22,0,98,34,10,0,50,3,188
128021535,93,0,0,93,0,93,0,12,0,12,0,0,0,0,79,0,0,77,0,91,14,9,0,24,50,3,0,53,31,0,0,31,0,106,8,15,0,23,60,5,0,67,0,0,0,3,0,93,13,42,0,61,178,22,0,201,9,5,0,10,3,276,11,10,0,16,35,39,0,75,8,9,0,9,0,104,13,76,0,87,28,73,3,104,7,22,0,24,5,218,59,168,0,225,345,150,3,496,277,32,0,306,16,1046
128021536,25,0,0,25,0,26,0,0,0,0,0,0,0,0,38,0,0,38,0,42,4,10,0,10,34,0,0,40,22,0,0,22,0,70,4,10,0,17,41,0,0,41,0,0,0,3,0,66,12,28,0,41,128,21,0,151,3,8,0,6,0,199,9,15,0,21,18,10,0,27,0,0,0,0,0,51,4,66,0,71,18,43,0,63,4,17,0,26,3,163,36,132,0,165,254,75,0,322,125,23,0,147,8,644
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,7,0,4,0,4,0,0,0,0,0,11,4,10,0,16,11,9,0,14,0,0,0,4,0,29
128021538,123,0,0,123,0,136,4,27,0,28,0,0,0,0,130,0,0,135,0,163,11,55,0,66,79,4,0,83,43,4,0,49,0,200,24,41,0,62,104,9,0,119,4,0,0,0,0,186,41,112,0,152,339,88,0,431,24,14,0,40,0,622,21,52,0,75,77,58,0,133,8,15,0,22,0,237,40,166,0,204,59,122,0,186,15,48,0,63,20,474,136,473,0,606,661,279,0,946,402,86,0,490,21,2068
128021607,95,0,0,95,0,105,0,6,0,13,0,0,0,0,105,0,0,105,0,115,8,21,0,32,44,4,0,44,30,0,0,32,0,112,4,16,0,20,61,0,0,58,0,0,0,0,0,81,22,26,0,53,136,20,0,156,6,3,0,10,0,220,12,7,0,14,35,16,0,52,3,6,0,6,0,76,8,45,0,52,25,53,0,72,6,8,0,15,0,149,60,133,0,193,293,98,0,389,335,18,0,353,9,944
128021608,3,0,0,3,0,4,0,5,0,5,0,0,0,0,6,0,0,6,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,4,0,4,9,0,0,9,0,0,0,0,0,17,0,6,0,13,14,0,0,14,0,0,0,0,0,32,0,0,0,0,7,4,0,7,3,0,0,3,0,8,0,13,0,13,3,12,0,14,0,3,0,3,0,35,3,34,0,38,38,15,0,53,13,10,0,22,0,111
128021609,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,0,4,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,9,0,5,0,9,0,9,0,3,0,3,6,18,0,14,0,17,9,7,0,18,3,6,0,7,4,47
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,306,0,0,304,5,517,39,337,3,384,10,7,0,18,346,7,0,356,4,758,93,620,0,714,378,22,0,400,149,4,0,157,7,1276,110,713,0,823,599,53,0,657,19,15,0,34,15,1528,470,1909,7,2381,2531,514,5,3049,114,98,3,217,63,5708,341,924,0,1275,751,456,7,1207,116,165,0,284,61,2829,593,2442,13,3046,727,1253,14,1990,176,588,13,777,520,6337,1667,7156,28,8856,4987,2305,27,7319,1471,884,16,2379,671,19235
201011001,61,0,0,61,0,67,0,7,0,6,0,0,0,0,60,0,0,60,0,69,0,12,0,11,12,0,0,13,29,0,0,29,0,49,0,10,0,14,23,4,0,29,0,0,0,0,0,44,19,37,0,52,72,12,0,86,4,7,0,7,0,146,9,27,0,36,26,21,0,51,0,5,0,5,0,85,10,56,0,62,16,44,0,66,3,17,0,24,7,165,36,143,0,179,157,85,0,240,206,27,0,238,11,669
201011002,214,0,0,214,3,216,4,5,0,5,0,0,0,0,220,0,0,220,0,227,4,16,0,18,57,0,0,62,80,0,0,83,0,163,12,26,0,38,135,10,0,146,0,3,0,0,0,190,62,66,0,127,516,113,4,634,10,14,0,27,10,789,33,61,0,100,141,138,0,287,6,26,0,28,7,416,45,241,5,287,129,472,0,599,24,96,0,116,30,1037,162,424,5,583,986,734,4,1723,673,137,0,818,48,3175
201011005,18,0,0,18,0,16,0,0,0,0,0,0,0,0,20,0,0,20,0,20,0,0,0,3,0,0,0,0,9,0,0,9,0,13,0,4,0,4,6,0,0,6,0,0,0,0,0,11,4,14,0,22,51,17,0,68,0,0,0,0,0,86,0,7,0,9,20,17,0,40,0,0,0,0,0,49,3,43,0,51,32,119,0,155,0,18,0,20,4,233,16,75,0,87,112,151,0,268,55,18,0,73,4,434
201011006,89,0,0,89,0,93,3,11,0,18,0,0,0,0,69,0,0,71,0,88,0,12,0,10,13,0,0,9,23,0,0,23,0,45,6,6,0,15,20,4,0,21,0,0,0,0,0,40,21,51,0,69,81,16,0,103,11,11,0,13,0,191,12,26,0,35,31,14,0,41,3,4,0,4,4,82,9,52,0,62,21,38,0,58,5,20,0,24,12,149,50,158,3,211,163,74,0,238,233,34,0,269,17,734
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,12,0,4,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,3,0,3,3,14,6,19,0,27,4,5,0,10,8,3,0,9,3,42
201011008,96,4,0,99,0,109,8,12,0,16,0,0,0,0,85,4,0,86,0,104,4,19,0,25,31,5,0,31,48,0,0,52,0,109,3,23,0,32,42,4,0,51,5,5,0,3,0,91,28,95,0,118,172,37,0,212,9,13,0,23,8,357,14,36,0,56,45,38,0,77,0,9,0,13,0,147,20,107,0,130,38,90,0,128,9,21,0,35,24,315,76,297,3,376,324,175,0,496,334,56,0,388,33,1301
201011481,30,0,0,29,0,31,0,6,0,6,0,0,0,0,33,0,0,33,0,35,6,8,0,8,13,0,0,13,11,0,0,11,0,36,0,7,0,8,15,0,0,23,0,0,0,0,0,23,12,17,0,32,80,10,0,92,0,0,0,4,0,128,9,11,0,22,23,24,0,43,0,4,0,6,0,67,10,34,0,51,20,37,0,64,3,12,0,16,9,132,37,85,0,123,156,73,0,231,100,17,0,114,11,479
201011482,38,0,0,38,0,38,4,0,0,4,0,0,0,0,25,0,0,25,0,30,0,0,0,3,0,0,0,0,10,0,0,10,0,20,0,7,0,7,13,0,0,15,0,0,0,0,0,20,5,18,0,24,35,11,0,40,3,0,0,5,0,71,3,6,0,13,11,7,0,18,0,0,0,0,0,26,4,41,0,45,5,22,0,29,8,11,0,19,7,94,13,78,0,93,67,39,0,101,99,12,0,114,5,318
201011483,13,0,0,13,0,14,0,0,0,0,0,0,0,0,31,0,0,31,0,38,0,6,0,6,7,0,0,10,11,0,0,17,0,22,4,7,0,13,15,0,0,16,0,0,0,0,0,28,10,22,0,33,75,5,0,79,0,0,0,4,3,114,11,11,0,20,10,13,0,24,5,6,0,8,0,47,12,24,0,42,13,48,0,64,0,6,0,6,3,120,31,77,0,115,116,68,0,186,83,12,0,97,5,398
201011484,101,0,0,101,0,107,3,3,0,7,0,0,0,0,77,0,0,77,0,83,5,9,0,12,9,3,0,10,29,0,0,29,0,50,4,6,0,11,13,5,0,21,4,0,0,4,0,31,12,21,0,33,83,11,0,97,5,3,0,6,0,127,7,6,0,16,18,9,0,22,0,0,0,0,0,42,5,28,0,34,12,30,0,48,0,5,0,9,9,104,41,74,0,111,129,62,0,191,272,11,0,285,15,609
201021009,26,0,0,26,0,26,0,0,0,8,0,0,0,0,23,0,0,24,0,27,0,10,0,9,9,0,0,7,17,0,0,17,0,30,6,0,0,3,7,0,0,7,0,0,0,0,0,15,7,14,0,17,26,10,0,36,0,0,0,4,0,53,0,0,0,4,12,3,0,18,0,0,0,0,0,23,3,22,0,29,6,21,0,28,0,10,0,11,5,75,22,45,0,67,57,34,0,89,81,10,0,97,6,262
201021010,20,0,0,20,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,21,3,0,0,0,0,0,0,0,10,0,0,10,0,16,0,0,0,3,6,5,0,12,0,0,0,0,0,16,4,9,0,15,27,0,0,24,0,0,0,0,0,38,0,6,0,6,12,6,0,20,0,0,0,0,0,23,7,25,0,31,8,20,0,30,0,8,0,12,3,81,18,45,0,67,54,31,0,83,59,10,0,67,3,222
201021011,33,0,0,33,0,33,0,3,0,3,0,0,0,0,31,0,0,31,0,32,4,5,0,8,0,0,0,5,10,0,0,10,0,26,0,3,0,3,7,0,0,8,0,0,0,0,0,17,7,20,0,24,32,7,0,37,5,3,0,3,0,68,13,15,0,33,12,7,0,16,3,3,0,7,0,58,10,48,0,59,13,54,0,70,4,20,0,25,18,169,39,97,0,136,69,65,0,138,119,30,0,140,18,430
201021012,10,0,0,10,0,10,0,0,0,0,0,0,0,0,9,0,0,9,0,14,0,3,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,8,0,0,0,0,0,7,6,5,0,7,6,0,0,10,0,0,0,0,0,23,0,4,0,4,4,0,0,4,0,0,0,0,0,4,0,9,0,11,0,11,0,17,0,0,0,4,3,33,8,23,0,31,18,9,0,33,30,5,0,30,3,103
201031013,3,0,0,3,0,5,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,4,3,0,0,0,0,0,0,0,0,6,0,4,0,4,4,0,0,4,0,0,0,0,0,13,0,0,0,0,0,3,0,3,0,6,0,6,0,5,0,11,0,11,4,9,0,9,0,4,0,4,6,34,0,17,0,19,12,7,0,25,18,6,0,29,6,81
201031014,5,0,0,5,0,5,0,0,0,0,0,0,0,0,12,0,0,12,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,14,0,0,0,0,0,16,4,0,0,3,0,4,0,5,0,0,0,0,0,9,0,17,0,17,4,21,0,23,0,6,0,6,8,56,3,24,0,28,16,23,0,39,31,6,0,37,11,114
201031015,4,0,0,4,0,8,0,0,0,0,0,0,0,0,6,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,9,0,12,0,0,0,0,4,20,0,15,0,20,5,14,0,19,17,0,0,19,4,61
201031016,45,0,0,45,0,48,0,0,0,0,0,0,0,0,49,0,0,49,0,52,0,0,0,0,0,0,0,6,26,0,0,26,0,27,4,7,0,9,11,0,0,16,0,0,0,0,0,23,7,19,0,31,33,9,0,43,0,0,0,0,9,78,3,6,0,14,5,9,0,10,0,3,0,3,0,26,6,29,0,37,19,54,0,71,4,12,0,14,29,153,27,68,0,92,70,76,0,145,153,15,0,169,39,444
201031017,5,0,0,5,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,4,0,0,0,0,0,10,0,3,0,3,0,0,0,5,0,0,0,0,0,7,3,11,0,18,0,4,0,4,0,0,0,3,3,28,3,24,0,32,11,8,0,15,11,0,0,14,3,60
202011018,199,0,0,199,0,209,0,8,0,16,0,0,0,0,223,0,0,221,0,238,18,23,0,44,42,4,0,47,108,3,0,114,3,202,20,35,0,53,99,11,0,111,4,0,0,4,0,164,75,132,0,201,440,107,0,549,14,28,0,41,12,800,38,73,0,112,105,129,0,235,14,24,0,32,4,388,78,272,0,352,116,485,0,606,16,93,0,113,44,1117,234,542,4,787,809,733,0,1541,733,154,0,881,70,3284
202011019,53,0,0,53,0,55,0,3,0,3,0,0,0,0,47,0,0,47,0,51,3,4,0,11,3,0,0,3,18,0,0,18,0,30,4,4,0,8,9,0,0,9,0,0,0,0,0,22,10,17,0,32,32,10,0,42,0,0,0,3,3,74,0,8,0,8,3,4,0,12,0,0,0,0,0,24,14,36,0,50,4,13,0,17,6,10,0,12,11,86,38,74,0,109,54,25,0,80,157,11,0,163,15,368
202011020,92,0,0,92,0,99,0,10,0,10,0,0,0,0,84,0,0,84,0,90,0,14,0,19,20,0,0,20,55,0,0,58,0,89,9,19,0,27,26,0,0,26,3,0,0,3,0,61,29,53,0,80,113,23,0,133,3,4,0,7,6,219,19,41,0,59,25,15,0,42,0,4,0,6,7,109,22,96,0,117,29,71,0,97,5,21,0,23,18,260,84,227,0,315,205,109,0,315,308,30,0,338,27,996
202011021,10,0,0,10,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,3,0,0,6,0,11,0,5,0,5,3,0,0,3,0,0,0,0,0,7,5,13,0,20,33,0,0,35,0,5,0,3,0,59,3,4,0,9,9,12,0,17,0,0,0,0,0,27,7,18,0,27,16,52,0,77,0,7,0,8,4,109,13,44,0,56,62,69,0,133,44,9,0,53,0,248
202011022,127,0,0,127,0,134,0,9,0,5,0,0,0,0,147,0,0,147,0,150,8,16,0,20,13,0,0,13,66,0,0,68,0,104,14,23,0,30,44,6,0,48,3,0,0,3,0,81,28,55,0,84,135,24,0,158,0,0,0,3,7,252,8,26,0,35,33,21,0,51,0,7,0,11,0,92,26,77,0,107,34,66,0,97,0,27,0,28,19,251,78,199,0,284,256,111,0,368,460,37,0,496,31,1173
202011023,11,0,0,11,0,11,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,3,0,3,0,0,0,0,4,0,0,4,0,3,5,0,0,7,8,0,0,8,0,0,0,0,0,14,5,6,0,12,12,7,0,18,0,0,0,0,0,32,0,0,0,3,4,5,0,7,0,0,0,0,0,12,0,12,0,12,5,8,0,12,0,3,0,3,0,30,10,32,0,41,23,17,0,42,22,6,0,26,0,107
202011024,17,0,0,21,0,21,0,0,0,0,0,0,0,0,18,0,0,18,0,20,0,0,0,0,0,0,0,0,8,0,0,8,0,9,5,8,0,11,5,5,0,7,0,0,0,0,0,17,5,8,0,15,16,4,0,22,0,0,0,0,0,41,0,9,0,10,3,0,0,11,0,0,0,0,0,18,0,19,0,24,7,16,0,26,0,3,0,3,0,53,16,51,0,66,28,35,0,64,65,8,0,70,0,200
202011025,38,0,0,38,0,34,0,3,0,3,0,0,0,0,59,0,0,59,0,60,4,9,0,13,4,0,0,4,24,0,0,24,0,47,7,17,0,21,17,0,0,12,0,0,0,0,0,42,21,32,0,54,52,21,0,67,3,6,0,10,0,130,7,21,0,28,12,11,0,20,0,5,0,5,0,51,13,43,0,55,14,32,0,42,5,17,0,18,11,129,47,123,0,173,92,60,0,154,148,21,0,174,14,510
202021026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,16,11,0,0,11,0,4,0,4,0,25,0,7,0,5,0,3,0,3,4,0,0,4,0,10,4,16,0,21,0,10,0,14,8,12,0,17,14,63,14,31,0,46,19,15,0,30,28,11,0,34,17,128
