POW_SA2_CODE_2021,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20mo_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20mo_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20mo_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20mo_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20mo_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20mo_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20mo_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20mo_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20mo_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20mo_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20mo_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20mo_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20mo_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20mo_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20mo_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20mo_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20mo_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20mo_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20mo_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20mo_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20mo_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20mo_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20mo_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20mo_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20mo_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20mo_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20mo_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20mo_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20mo_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20mo_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20mo_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20mo_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20mo_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20mo_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20mo_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20mo_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20mo_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20mo_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20mo_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20mo_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
122031430,0,0,0,0,0,0,0,0,0,0,12,14,0,0,29,0,5,0,0,4,28,80,0,0,111,6,5,0,0,15,14,16,0,0,33,4,5,0,0,9,0,7,0,0,7,8,7,0,0,13,11,13,0,0,25,7,11,0,0,21,66,67,3,0,139,10,15,0,0,27,3,0,0,0,4,13,13,0,0,25,8,21,5,0,29,9,5,0,0,11,8,12,0,0,16,7,7,0,0,24,216,297,19,3,532,0,0,0,0,0,0,0,0,0,0,13,0,0,0,14,0,0,0,0,0,54,10,0,0,65,0,0,0,0,0,14,7,0,0,27,13,5,0,0,12,22,0,0,0,22,11,0,0,0,11,9,0,0,0,9,5,0,0,0,5,87,7,0,0,98,27,3,0,0,29,7,0,0,0,7,40,0,0,0,43,59,7,0,0,69,16,0,0,0,16,44,6,0,0,49
122031432,0,5,0,0,9,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,15,29,7,0,56,3,6,4,0,12,3,14,4,0,22,0,8,0,0,13,3,0,0,0,7,0,0,0,0,0,6,3,0,0,11,3,4,0,0,9,16,16,4,0,42,0,9,0,0,8,0,0,0,0,0,4,13,0,0,19,0,5,0,0,8,0,3,0,0,10,3,16,0,0,20,8,5,0,0,15,82,158,33,0,279,9,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,26,4,0,0,36,0,0,0,0,0,4,3,0,0,8,7,4,0,0,6,3,0,0,0,9,6,0,0,0,6,0,0,0,0,7,6,0,0,0,3,22,3,0,0,24,19,0,0,0,19,0,0,0,0,0,20,0,0,0,22,13,0,0,0,13,7,0,0,0,7,16,0,0,0,16
122031692,0,3,0,0,3,0,0,0,0,0,5,12,4,0,18,0,0,0,0,0,17,68,3,0,95,0,15,7,0,27,9,28,13,0,47,4,17,0,0,25,0,0,0,0,3,4,8,0,0,11,10,8,0,0,18,3,9,0,0,15,44,75,6,0,125,3,8,4,0,20,0,4,0,0,6,6,10,0,0,22,9,9,0,0,25,0,3,0,0,3,3,7,0,0,9,7,33,0,0,42,144,320,42,3,508,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,35,10,0,0,37,0,0,0,0,0,8,4,0,0,15,4,0,0,0,4,11,0,0,0,11,6,0,0,0,6,10,3,0,0,11,5,0,0,0,5,32,10,0,0,45,12,6,0,0,16,0,0,0,0,0,30,0,0,0,30,23,8,0,0,27,7,0,0,0,7,19,3,0,0,18
122031693,0,3,0,0,3,0,0,0,0,0,5,5,0,0,10,0,0,0,0,0,30,71,0,0,104,3,6,0,0,7,11,10,3,0,24,3,18,0,0,21,0,3,0,0,3,3,7,0,0,6,19,15,0,0,33,7,9,0,0,20,41,46,6,0,94,4,14,0,0,26,0,4,0,0,4,3,7,0,0,17,7,10,4,0,11,5,9,0,0,11,6,12,0,0,12,7,10,0,0,16,164,243,8,0,419,0,0,0,0,0,0,0,0,0,0,10,3,0,0,13,0,0,0,0,0,50,18,0,0,73,3,0,0,0,3,11,0,0,0,14,5,15,0,0,18,13,0,0,0,14,7,0,0,0,7,10,4,0,0,17,4,0,0,0,4,68,4,0,0,80,18,3,0,0,18,0,0,0,0,0,27,3,0,0,33,33,8,0,0,31,21,0,0,0,24,32,0,0,0,34
122031694,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,23,36,0,0,60,0,3,0,0,10,6,5,0,0,12,3,9,0,0,14,4,3,0,0,6,7,5,0,0,13,14,15,0,0,30,8,4,0,0,11,32,25,3,0,70,5,6,0,0,14,0,0,0,0,3,10,5,0,0,21,4,7,3,0,20,5,0,0,0,5,0,5,0,0,7,5,8,0,0,12,143,151,13,0,299,0,0,0,0,0,0,0,0,0,0,9,5,0,0,8,0,0,0,0,0,29,4,0,0,34,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,4,0,0,0,4,8,0,0,0,9,4,0,0,0,4,3,0,0,0,3,44,0,0,0,54,17,0,0,0,19,0,0,0,0,0,23,0,0,0,23,29,4,0,0,36,6,0,0,0,13,17,4,0,0,16
122031695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0,0,45,3,0,0,0,4,7,30,4,0,38,3,37,3,0,44,6,6,0,0,10,4,3,0,0,9,6,10,0,0,20,0,17,7,0,25,45,43,5,0,97,15,12,0,0,29,0,0,0,0,0,5,0,0,0,9,23,59,8,0,82,4,3,0,0,4,13,12,0,0,21,4,15,0,0,20,162,269,25,0,465,3,0,0,0,3,0,0,0,0,0,10,6,0,0,16,0,0,0,0,0,43,4,0,0,43,0,0,0,0,0,18,3,0,0,23,9,8,4,0,25,17,0,0,0,21,10,0,0,0,10,4,0,0,0,4,9,0,0,0,8,64,14,0,0,77,37,12,0,0,51,5,0,0,0,5,27,3,0,0,39,91,21,0,0,109,14,3,0,0,19,41,11,0,0,44
122031696,0,0,0,0,0,0,0,0,0,0,5,26,3,0,29,0,0,0,0,0,37,51,3,0,95,8,24,8,0,34,12,23,6,0,38,5,13,0,0,19,7,7,0,0,20,3,0,0,0,5,15,13,0,0,28,7,14,0,0,21,88,76,6,0,170,9,27,0,0,40,0,9,3,0,16,12,11,4,0,29,24,55,7,0,86,7,8,0,0,12,6,10,3,0,19,19,23,3,0,45,259,393,47,0,699,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,39,9,0,0,46,8,3,0,0,6,28,4,0,0,37,4,5,3,0,10,30,0,0,0,36,18,0,0,0,18,9,0,0,0,9,7,0,0,0,7,80,20,0,0,100,28,0,0,0,29,5,0,0,0,5,50,7,0,0,51,98,27,0,0,127,14,0,0,0,14,46,0,0,0,50
122031697,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,18,50,0,0,66,0,0,0,0,0,7,14,0,0,22,0,21,0,0,21,4,0,0,0,5,6,4,0,0,6,4,5,0,0,14,3,5,0,0,13,36,28,0,0,62,12,13,0,0,23,0,3,0,0,3,5,7,0,0,7,7,15,4,0,23,0,4,0,0,7,0,6,0,0,5,3,5,0,0,11,111,186,10,0,306,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,52,10,0,0,63,3,0,0,0,3,10,8,0,0,15,5,6,0,0,17,11,0,0,0,8,3,0,0,0,3,5,0,0,0,4,4,0,0,0,10,39,3,0,0,49,29,4,0,0,28,0,0,0,0,3,23,0,0,0,26,26,3,0,0,29,13,0,0,0,16,30,3,0,0,36
123011433,0,8,0,0,4,0,0,0,0,0,3,12,0,0,15,3,4,0,0,4,34,96,4,0,130,0,10,0,0,15,8,23,3,0,36,0,19,4,0,24,9,13,0,0,23,0,3,0,0,7,16,13,0,0,24,4,12,0,0,18,25,50,3,0,74,7,12,0,0,25,5,0,0,0,3,3,11,3,0,13,9,37,3,0,48,0,0,0,0,3,6,19,0,0,33,5,4,3,0,9,148,343,26,6,514,7,3,0,0,9,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,42,12,0,0,51,4,0,0,0,3,19,8,0,0,22,5,13,0,0,16,3,4,0,0,5,0,0,0,0,0,4,0,0,0,5,3,3,0,0,4,26,4,0,0,31,16,3,0,0,20,0,0,0,0,6,21,3,0,0,20,57,22,0,0,77,3,0,0,0,3,50,12,0,0,54
123011698,0,0,0,0,0,0,0,0,0,0,12,77,19,0,107,0,3,0,0,3,26,127,32,0,189,4,20,0,0,24,3,32,4,0,47,0,3,4,0,9,14,24,0,0,40,0,0,0,0,4,4,0,0,0,4,0,7,0,0,14,5,22,0,0,31,3,11,0,0,15,0,0,0,0,9,4,4,0,0,8,3,7,4,0,13,3,8,3,0,22,9,36,4,0,50,9,33,0,0,43,105,429,79,6,618,0,0,0,0,0,0,0,0,0,0,10,7,0,0,19,0,0,0,0,0,33,15,4,0,54,3,4,0,0,11,3,4,0,0,14,0,0,0,0,0,31,8,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,14,5,5,0,0,9,0,0,0,0,3,10,5,0,0,11,15,0,0,0,13,3,0,0,0,3,32,5,0,0,36
123011699,0,6,0,0,6,0,0,0,0,0,9,21,7,0,35,0,0,0,0,0,46,86,9,0,137,4,8,0,0,16,9,25,9,0,39,0,16,5,0,21,13,11,4,0,26,0,3,0,0,3,20,20,0,0,37,7,20,6,0,32,13,30,0,0,47,4,4,0,0,7,0,4,0,0,6,0,4,0,0,9,6,27,4,0,38,0,0,0,0,0,6,18,0,0,34,8,14,0,0,26,159,322,46,0,528,0,0,0,0,0,0,0,0,0,0,17,4,0,0,22,0,0,0,0,0,44,11,0,0,52,4,0,0,0,8,19,0,0,0,25,12,3,0,0,16,7,0,0,0,3,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,32,14,0,0,48,15,0,0,0,20,0,0,0,0,0,14,0,0,0,14,51,7,0,0,57,3,0,0,0,4,42,18,0,0,60
123011700,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,13,50,0,0,67,0,0,0,0,0,5,11,0,0,11,0,7,4,0,18,10,3,0,0,13,0,0,0,0,0,10,5,0,0,18,5,9,0,0,8,20,21,0,0,41,0,9,0,0,10,0,8,0,0,3,0,3,0,0,6,3,9,3,0,14,0,0,0,0,0,9,6,0,0,17,0,5,0,0,9,90,145,16,3,252,0,0,0,0,0,0,0,0,0,0,5,3,0,0,7,0,0,0,0,0,31,10,0,0,43,0,0,0,0,0,8,0,0,0,9,0,0,0,0,5,12,0,0,0,12,0,0,0,0,0,6,0,0,0,4,6,0,0,0,6,26,7,0,0,36,12,0,0,0,18,0,0,0,0,0,13,0,0,0,16,17,0,0,0,21,0,0,0,0,0,19,0,0,0,20
123011701,0,0,0,0,0,0,0,0,0,0,9,8,0,0,8,0,0,0,0,0,27,39,3,0,68,0,4,0,0,4,8,5,5,0,14,0,9,0,0,9,12,15,0,0,25,6,0,0,0,3,5,3,0,0,8,0,5,0,0,6,17,17,0,0,34,4,3,0,0,10,0,3,0,0,3,3,0,0,0,3,7,18,0,0,27,0,0,0,0,0,5,12,0,0,15,0,3,0,0,4,93,144,12,0,252,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,41,5,0,0,46,0,0,0,0,0,13,0,0,0,13,4,8,0,0,11,13,0,0,0,8,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,26,4,0,0,35,16,0,0,0,16,0,0,0,0,0,26,0,0,0,24,41,9,0,0,51,9,0,0,0,9,21,10,0,0,32
123011702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0,0,41,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,3,3,0,0,10,0,5,0,0,5,4,0,0,0,4,0,0,0,0,0,3,5,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,43,47,0,0,92,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,14,9,0,0,28,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,4,0,0,0,9,0,0,0,0,0,11,0,0,0,12,13,0,0,0,13,0,0,0,0,0,15,0,0,0,16
123021436,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,18,19,0,0,39,0,0,0,0,5,0,4,4,0,8,0,3,0,0,3,7,5,0,0,12,3,0,0,0,6,0,0,0,0,4,0,0,0,0,0,7,6,0,0,12,4,6,0,0,9,0,0,0,0,0,7,3,0,0,6,8,8,0,0,14,0,0,0,0,0,3,4,0,0,8,0,4,0,0,3,64,67,9,0,136,3,0,0,0,5,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,25,0,0,0,26,0,0,0,0,0,7,6,0,0,13,3,0,0,0,4,11,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,25,13,0,0,0,20,6,0,0,0,6,9,0,0,0,11,16,0,0,0,17,5,0,0,0,5,16,3,0,0,19
123021437,0,8,0,0,8,0,0,0,0,0,5,41,4,0,56,0,0,0,0,0,37,72,7,0,112,0,22,0,0,22,14,78,10,0,106,6,41,6,0,58,11,6,0,0,21,5,4,3,0,8,3,15,0,0,17,10,26,3,0,36,18,42,10,0,65,0,10,3,0,15,0,9,0,0,8,8,15,3,0,19,24,131,19,0,176,0,10,0,0,12,12,66,4,0,77,12,23,3,6,46,170,601,87,4,861,0,0,0,0,4,0,0,0,0,0,15,0,0,0,19,0,0,0,0,0,35,5,0,0,43,4,0,0,0,3,35,24,0,0,56,5,22,0,0,34,26,8,0,0,33,3,0,0,0,3,5,0,0,0,5,0,0,0,0,3,30,17,10,0,60,20,0,0,0,26,3,6,0,0,3,25,11,0,0,38,117,41,0,3,160,3,3,0,0,4,48,21,0,0,68
123021438,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,21,31,0,0,53,0,0,0,0,0,3,8,0,0,10,4,0,0,0,4,3,4,0,0,9,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,14,0,0,16,0,0,0,0,5,0,3,0,0,4,0,0,0,0,0,8,13,0,0,22,0,0,0,0,0,4,5,0,0,9,3,0,0,0,3,61,92,4,0,152,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,4,41,4,0,0,42,5,0,0,0,5,10,4,0,0,18,3,4,0,0,7,24,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,21,21,4,0,0,29,0,0,0,0,0,20,0,0,0,20,29,0,0,0,31,0,0,0,0,0,20,0,0,0,21
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021441,0,3,0,0,6,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,10,28,0,0,44,0,0,0,0,7,0,0,0,0,6,0,3,0,0,3,11,11,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,10,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,5,18,0,0,20,0,0,0,0,0,0,4,0,0,6,3,5,0,0,7,57,89,4,0,144,0,0,0,0,5,0,0,0,0,0,12,3,0,0,10,0,0,0,0,0,20,3,0,0,29,0,0,0,0,0,9,3,0,0,17,8,3,0,0,11,21,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,22,14,0,0,0,14,3,0,3,0,3,13,3,0,0,13,25,0,0,0,22,8,0,0,0,8,16,3,0,0,17
123021443,0,0,0,0,0,0,0,0,0,0,17,62,16,0,97,3,0,0,0,3,26,45,6,0,71,5,31,7,0,37,6,16,6,0,28,0,21,0,0,23,45,30,0,0,80,4,0,0,0,3,3,3,0,0,4,4,15,3,0,16,11,20,0,0,35,3,13,0,0,12,0,4,4,0,6,4,5,3,0,5,5,7,0,0,16,0,0,0,0,0,14,22,0,0,37,8,17,3,0,29,147,312,44,0,502,0,0,0,0,0,0,0,0,0,0,20,13,4,0,35,0,0,0,0,0,40,9,0,0,48,7,0,0,0,8,13,9,0,0,21,6,4,0,0,8,51,3,0,0,56,0,0,0,0,0,3,0,0,0,3,0,0,4,0,4,24,3,0,0,27,13,0,0,0,12,0,0,0,0,0,18,3,0,0,23,36,3,0,0,37,11,0,0,0,8,22,16,0,0,41
123021444,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,0,0,3,4,28,0,0,37,0,4,0,0,4,0,0,0,0,3,0,4,0,0,3,8,9,0,0,15,0,0,0,0,0,5,9,0,0,11,0,0,0,0,0,19,10,0,0,29,6,8,0,0,9,0,0,0,0,0,9,5,0,0,8,10,15,0,0,23,3,0,0,0,4,10,8,0,0,15,0,7,0,0,7,71,112,3,0,187,4,0,0,0,4,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,25,4,0,0,30,3,0,0,0,3,10,3,0,0,15,6,5,0,0,7,24,0,0,0,23,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,24,3,0,0,26,13,3,0,0,23,4,0,0,0,9,10,0,0,0,10,13,0,0,0,17,12,5,0,0,12,17,0,0,0,15
123021703,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,25,28,5,0,55,0,0,0,0,0,6,6,0,0,5,0,6,0,0,9,12,11,0,0,20,9,0,0,0,3,7,4,0,0,12,0,4,0,0,4,15,18,0,0,35,4,0,0,0,7,5,0,0,0,6,3,0,0,0,5,8,3,0,0,8,0,0,0,0,0,0,3,0,0,9,3,5,0,0,6,88,88,6,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,21,0,0,0,0,0,3,0,0,0,3,0,4,0,0,7,17,0,0,0,17,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,23,5,0,0,27,8,0,0,0,8,0,0,0,0,0,9,0,0,0,4,12,0,0,0,11,0,0,0,0,0,7,0,0,0,6
123021704,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,3,3,7,0,0,13,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,8,5,0,0,13,0,0,0,0,0,0,0,0,0,0,6,7,0,0,3,10,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,48,3,0,82,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,6,0,0,4,0,3,0,0,7,18,0,0,0,18,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10,5,0,0,11,3,0,0,0,3,0,0,0,0,0,8,0,0,0,7,11,0,0,0,11,4,0,0,0,8,6,0,0,0,6
123021705,0,0,0,0,0,0,3,0,0,0,20,137,25,0,185,5,9,3,0,9,27,81,18,0,125,7,42,10,0,52,12,31,0,0,41,0,19,0,0,23,39,32,12,0,78,0,0,0,0,4,3,14,0,0,18,7,14,5,0,20,17,29,6,0,45,9,13,0,0,14,3,3,0,0,6,0,4,4,0,12,13,19,0,0,33,0,0,0,0,3,17,43,0,0,60,15,29,9,0,54,191,513,94,7,801,0,0,0,0,0,0,0,0,0,0,19,12,5,0,36,0,0,0,0,0,31,6,0,0,30,5,3,3,0,13,17,9,0,0,21,9,11,0,0,15,39,3,0,0,39,0,0,0,0,0,3,0,0,0,3,6,0,0,0,5,27,4,0,0,31,13,0,0,0,16,0,0,0,0,0,18,4,0,0,18,26,9,0,0,34,5,0,0,0,3,34,10,0,0,42
123021706,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,14,0,0,19,0,0,0,0,0,0,7,0,0,8,0,3,0,0,3,8,0,0,0,12,0,4,0,0,4,0,4,0,0,3,0,0,0,0,0,6,8,0,0,16,4,0,0,0,5,0,0,0,0,0,6,3,0,0,5,3,8,0,0,14,0,0,0,0,3,0,6,0,0,7,0,0,0,0,4,39,64,7,0,112,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,9,0,0,0,12,0,0,0,0,0,3,3,0,0,9,5,5,0,0,10,27,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,11,0,0,0,11,0,0,0,0,0,5,0,0,0,8,12,4,0,0,15,0,0,0,0,0,9,0,0,0,9
