POW_SA2_CODE_2021,Ag_For_Fish_ATSI,Ag_For_Fish_Non_Indig,Ag_For_Fish_Indig_Status_NS,Ag_For_Fish_Tot,Min_ATSI,Min_Non_Indig,Min_Indig_Status_NS,Min_Total,Mnf_ATSI,Mnf_Non_Indig,Mnf_Indig_Status_NS,Mnf_Tot,EGWWS_ATSI,EGWWS_Non_Indig,EGWWS_Indig_Status_NS,EGWWS_Tot,Const_ATSI,Const_Non_Indig,Const_Indig_Status_NS,Const_Tot,WST_ATSI,WST_Non_Indig,WST_Indig_Status_NS,WST_Tot,RetT_ATSI,RetT_Non_Indig,RetT_Indig_Status_NS,RetT_Tot,AcFd_ATSI,AcFd_Non_Indig,AcFd_Indig_Status_NS,AcFd_Tot,TPW_ATSI,TPW_Non_Indig,TPW_Indig_Status_NS,TPW_Tot,IMT_ATSI,IMT_Non_Indig,IMT_Indig_Status_NS,IMT_Tot,FinIns_ATSI,FinIns_Non_Indig,FinIns_Indig_Status_NS,FinIns_Tot,RHRE_ATSI,RHRE_Non_Indig,RHRE_Indig_Status_NS,RHRE_Tot,ProSTS_ATSI,ProSTS_Non_Indig,ProSTS_Indig_Status_NS,ProSTS_Tot,AdSup_ATSI,AdSup_Non_Indig,AdSup_Indig_Status_NS,AdSup_Tot,PubAS_ATSI,PubAS_Non_Indig,PubAS_Indig_Status_NS,PubAS_Tot,EdTrn_ATSI,EdTrn_Non_Indig,EdTrn_Indig_Status_NS,EdTrn_Tot,HltHC_SA_ATSI,HltHC_SA_Non_Indig,HltHC_SA_Indig_Status_NS,HltHC_SA_Tot,ArtsR_ATSI,ArtsR_Non_Indig,ArtsR_Indig_Status_NS,ArtsR_Tot,OthSvs_ATSI,OthSvs_Non_Indig,OthSvs_Indig_Status_NS,OthSvs_Tot,IDNS_ATSI,IDNS_Non_Indig,IDNS_Indig_Status_NS,IDNS_Tot,Tot_ATSI,Tot_Non_Indig,Tot_Indig_Status_NS,Tot_Tot
101021007,4,267,0,269,0,97,0,104,0,55,0,58,0,9,0,9,6,120,0,119,0,16,0,16,0,106,0,109,4,120,0,124,0,40,0,38,0,16,0,16,0,14,0,14,0,15,0,15,0,56,0,56,0,32,0,32,0,65,0,65,0,112,0,113,6,88,0,96,0,24,0,26,0,33,0,38,0,55,0,55,29,1339,7,1373
101021008,0,0,0,0,0,6,0,6,0,57,0,52,0,5,0,5,7,209,0,217,0,40,0,48,3,74,0,75,0,45,0,46,0,24,0,24,0,7,0,7,0,5,0,5,0,15,0,15,0,45,0,45,0,27,0,31,3,33,4,37,16,192,0,205,0,75,0,75,0,22,0,25,6,29,0,36,4,40,0,43,37,952,3,986
101021009,0,5,0,5,0,7,0,7,7,124,0,136,0,17,0,17,21,400,0,425,0,67,0,73,17,542,0,561,8,484,0,494,3,87,0,90,0,30,0,34,4,55,0,63,0,102,0,101,0,220,0,222,0,135,0,139,35,866,0,894,26,516,0,547,38,1254,3,1294,0,105,0,105,13,195,0,209,3,174,4,181,174,5391,14,5582
101021010,0,5,0,5,0,14,0,15,16,538,0,550,0,68,0,75,18,711,3,733,0,101,4,106,5,185,0,186,12,237,0,251,7,256,0,266,0,6,0,6,0,7,0,7,3,50,0,55,0,113,0,113,0,61,0,61,3,117,0,117,0,114,0,115,0,123,0,126,0,10,0,13,10,188,0,195,11,138,0,148,95,3054,11,3159
101021012,0,9,0,9,0,0,0,0,0,294,0,299,4,51,0,50,26,695,0,721,0,45,0,45,6,188,0,195,4,159,0,165,0,165,0,165,0,25,0,25,0,27,0,27,0,32,0,32,0,130,0,128,0,51,0,55,0,82,0,82,4,144,0,155,0,131,0,133,0,25,0,26,4,184,0,194,0,102,0,102,63,2540,5,2608
101021610,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,8,166,0,176,0,14,0,14,0,71,0,77,0,32,0,32,0,9,0,10,0,9,0,9,0,9,0,9,0,6,0,6,0,34,0,31,0,16,0,16,4,33,0,40,0,84,0,87,0,39,0,39,0,6,0,6,6,28,0,36,0,11,0,11,19,581,0,600
101021611,3,290,0,294,0,33,0,38,0,101,0,102,0,90,0,92,18,437,3,451,0,20,0,20,7,157,0,159,4,230,0,236,4,66,0,72,0,16,0,16,0,35,0,35,3,44,0,40,0,226,0,230,0,62,0,62,10,830,0,841,7,171,0,175,0,100,0,100,4,33,0,35,8,114,0,119,5,82,0,89,64,3127,9,3207
101031013,7,306,0,308,0,9,0,9,0,102,0,104,0,10,0,10,0,61,0,59,0,10,0,10,0,89,0,94,0,41,0,51,0,36,0,39,0,0,0,0,0,8,0,7,0,0,0,0,0,26,0,27,0,16,0,16,3,45,0,46,0,94,0,94,3,95,0,98,0,17,0,17,0,23,0,22,3,54,0,56,30,1049,7,1080
101031014,0,59,0,59,0,4,0,4,0,81,0,81,4,341,0,351,21,433,5,461,0,97,0,96,13,538,3,557,10,309,3,320,5,151,0,155,0,38,0,38,0,32,0,32,3,64,0,69,3,180,0,187,4,86,0,91,15,400,4,423,10,361,3,374,19,492,4,510,0,20,0,20,0,133,7,132,7,139,0,146,129,3970,32,4126
101031015,8,305,0,313,0,8,0,8,0,24,0,24,0,18,0,16,6,94,0,105,0,10,0,10,3,24,0,31,0,75,0,79,0,28,0,28,0,4,0,4,0,4,0,4,0,0,0,0,0,26,0,26,4,11,0,13,0,18,0,18,0,25,0,24,0,12,0,12,0,8,0,8,0,15,0,13,4,20,0,29,28,727,3,759
101031016,3,189,0,190,0,9,0,9,0,81,0,81,0,44,0,44,11,305,0,310,0,55,0,55,0,293,0,298,29,1707,6,1747,0,172,0,178,0,30,0,32,0,35,0,34,3,147,0,147,4,146,0,151,8,166,0,171,3,193,0,195,3,394,0,400,3,181,0,179,9,757,0,770,3,112,0,119,8,199,3,209,90,5216,21,5327
101041017,9,76,0,88,0,0,0,6,3,188,0,190,0,22,0,22,29,480,4,513,0,100,0,99,43,790,0,833,29,536,4,570,8,184,0,189,0,26,0,26,0,76,0,77,8,84,0,93,5,149,4,157,11,138,0,150,55,413,4,463,13,185,0,203,46,568,3,619,4,31,0,33,15,233,7,248,21,187,5,214,312,4455,35,4801
101041018,0,3,0,3,0,0,0,0,0,21,0,25,0,7,0,7,13,183,4,197,0,7,0,7,4,140,0,144,0,134,3,143,0,17,0,17,0,4,0,4,0,3,0,3,0,43,0,47,0,61,0,67,0,54,0,59,0,19,0,22,18,226,0,242,6,282,0,287,0,11,0,11,3,49,0,56,4,31,4,38,58,1305,9,1379
101041019,0,109,0,110,0,3,0,3,9,574,3,585,0,113,0,117,14,274,0,282,0,95,0,91,23,540,0,565,12,353,0,371,0,147,0,152,0,38,0,39,4,72,0,75,3,48,0,50,3,220,0,226,3,117,0,127,30,472,3,502,14,458,0,475,43,1350,7,1398,0,45,0,47,5,174,0,183,15,174,3,182,181,5373,19,5573
101041020,8,558,6,568,0,7,0,7,0,66,0,68,0,5,0,5,11,204,0,216,0,38,0,38,0,60,0,57,8,65,0,74,0,47,0,52,0,14,0,14,0,13,0,15,0,6,0,6,3,81,0,82,3,41,0,44,0,37,0,42,3,112,0,121,4,86,0,91,4,30,0,39,4,51,0,55,0,77,0,78,53,1600,13,1667
101041021,0,8,0,10,0,8,0,8,0,3,0,3,0,5,0,5,4,120,0,126,0,9,0,9,6,53,0,59,8,136,0,140,0,4,0,4,0,0,0,0,0,5,0,5,0,15,0,15,0,44,0,44,0,27,0,32,0,8,0,8,3,231,0,227,4,186,0,191,0,11,0,11,3,21,0,21,0,33,0,36,20,924,4,953
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,108,0,110,0,0,0,0,5,84,0,88,0,10,0,10,5,88,0,93,0,47,0,48,9,160,0,167,10,154,0,165,0,51,0,51,0,0,0,0,0,12,0,12,0,16,0,16,0,44,0,48,0,23,0,31,5,55,0,63,7,155,0,156,10,155,0,163,0,16,0,16,0,73,0,76,9,65,0,69,58,1320,8,1385
101041024,0,116,3,123,0,7,0,7,0,29,0,31,0,7,0,6,5,148,0,159,0,0,0,0,0,59,5,66,3,108,0,110,0,22,0,23,0,7,0,7,0,0,0,0,0,12,0,12,0,32,0,32,0,26,0,25,0,34,0,34,7,30,0,43,5,45,0,51,0,39,0,40,0,29,0,30,6,44,0,49,37,802,7,851
101041025,0,91,4,93,0,6,0,6,3,176,0,182,0,9,0,9,9,380,5,391,0,92,0,90,30,597,6,628,16,654,0,667,3,126,0,128,0,28,0,28,0,76,0,76,0,63,0,68,5,186,0,191,3,152,0,159,5,109,0,113,9,310,0,317,14,540,4,557,0,73,0,75,8,157,0,165,4,118,3,123,108,3941,25,4075
101041026,0,55,0,61,0,12,0,12,5,111,0,117,8,102,0,109,11,291,5,304,0,49,0,44,16,391,5,411,8,214,0,218,3,120,0,122,3,104,0,111,0,26,0,26,0,36,0,35,9,167,0,173,6,104,0,116,20,456,0,475,19,271,0,288,42,805,0,850,7,53,0,60,3,108,0,114,25,153,4,180,181,3625,24,3830
101041027,0,109,0,110,0,3,0,3,3,108,0,110,0,16,0,18,3,259,0,268,5,39,0,43,24,396,3,426,11,468,0,478,5,81,6,86,0,19,0,19,0,25,0,25,0,62,0,63,0,134,0,139,6,81,0,86,4,96,0,103,14,253,0,270,21,358,4,380,4,71,0,76,5,109,0,115,6,128,0,131,114,2803,17,2933
101051539,4,116,0,122,0,21,0,21,20,655,5,679,0,72,0,77,31,748,3,787,3,214,0,215,62,1220,5,1283,38,874,3,912,14,429,0,441,5,73,0,71,5,124,0,128,0,128,3,129,9,363,0,369,18,305,5,324,50,1233,3,1283,41,973,0,1014,77,2184,0,2260,10,98,0,106,20,429,4,446,27,373,9,399,423,10628,35,11081
101051540,18,1173,5,1196,7,185,0,200,5,201,0,207,0,56,0,56,21,408,5,432,0,44,0,50,13,206,0,222,4,171,0,183,8,167,0,172,0,21,0,21,0,33,0,33,0,25,0,25,6,157,0,153,0,65,0,74,7,164,0,167,9,215,0,226,6,284,0,290,3,45,0,48,3,131,0,133,9,137,0,147,125,3896,18,4037
101061541,0,70,0,75,0,3,0,3,5,45,0,51,0,77,0,77,7,199,0,206,4,59,0,64,10,290,0,300,9,286,0,295,7,85,0,92,0,15,0,16,0,22,0,19,0,30,0,30,5,133,0,134,4,58,0,56,0,209,0,213,6,238,0,247,11,402,3,415,0,12,0,12,3,81,0,85,8,64,3,81,85,2384,12,2487
101061542,6,816,11,838,4,35,0,37,3,183,0,189,0,30,0,30,10,347,0,355,4,29,0,33,3,87,0,88,0,246,0,253,0,50,0,54,0,12,0,12,0,13,0,12,0,24,0,24,0,139,0,139,4,54,0,58,3,58,0,64,3,173,4,179,0,110,0,110,0,44,0,47,0,94,0,92,0,92,3,98,37,2639,20,2698
101061543,13,362,6,374,0,20,0,25,7,284,0,294,0,39,0,42,13,383,0,400,0,126,0,132,28,631,3,664,13,341,0,358,5,141,0,146,0,18,0,20,0,130,0,136,6,38,0,45,6,157,0,161,8,109,0,113,16,231,0,253,20,418,0,435,17,679,3,698,4,22,0,26,14,211,0,223,8,211,9,229,183,4546,29,4755
101061544,21,998,9,1029,0,29,0,26,0,71,0,71,0,26,0,24,3,120,0,126,0,27,0,27,3,105,0,114,8,89,0,100,7,95,0,107,0,10,0,10,0,21,0,21,0,10,0,10,0,57,0,53,7,42,0,51,6,106,0,119,10,180,0,187,9,181,3,196,0,15,0,18,0,62,0,65,7,104,0,113,91,2356,22,2461
102011028,0,0,0,0,0,0,0,0,0,39,0,42,0,5,0,5,9,204,0,215,0,17,0,17,0,86,0,86,3,208,0,213,0,13,0,13,0,28,0,24,0,26,0,26,0,60,0,60,4,149,0,152,3,44,0,48,3,22,0,28,3,135,0,140,0,108,0,107,0,29,0,29,0,38,0,38,0,44,0,44,26,1260,0,1293
102011029,0,18,0,19,0,5,0,5,0,31,0,32,0,4,0,4,13,343,0,356,0,10,0,10,0,69,0,69,0,160,0,160,0,26,0,26,0,22,0,22,0,50,0,50,0,54,0,50,0,195,0,196,0,56,0,65,0,29,0,29,7,166,0,174,9,145,0,150,0,46,0,46,0,51,0,55,8,79,3,81,43,1548,4,1601
102011030,19,547,4,570,5,170,0,176,77,1847,4,1930,9,229,0,239,34,913,3,952,8,249,0,258,6,231,0,241,3,124,0,128,11,234,0,246,0,26,0,26,0,21,0,21,0,58,0,58,0,212,0,208,3,150,0,153,8,61,0,68,3,101,3,100,3,126,0,129,16,133,0,143,14,222,0,235,11,433,4,452,227,6080,26,6329
102011031,3,29,0,26,0,0,0,0,7,203,0,204,0,46,0,52,18,481,3,506,0,145,0,144,75,2323,6,2397,21,767,0,794,0,75,0,77,3,107,0,113,10,307,4,322,3,136,0,142,15,598,0,613,10,162,0,173,8,275,4,290,18,982,0,1001,68,2159,4,2235,4,104,0,104,13,423,5,446,12,287,0,297,295,9603,26,9930
102011032,0,21,0,28,0,35,0,30,21,769,0,792,4,108,0,114,39,1089,0,1126,7,384,0,397,59,1786,4,1852,31,975,0,1007,31,444,0,475,5,195,0,199,18,531,4,549,6,262,0,263,19,982,4,1001,21,419,0,440,120,2243,10,2372,26,1021,0,1046,221,6898,20,7137,13,186,0,196,33,863,0,897,27,674,10,713,696,19873,64,20629
102011033,0,5,0,5,0,0,0,0,0,15,0,15,0,11,0,11,5,103,0,107,0,13,0,13,0,51,0,54,0,50,0,50,0,20,0,20,0,14,0,15,0,9,0,9,3,10,0,15,0,68,0,68,0,38,0,38,17,245,0,261,24,333,0,362,14,263,0,281,0,12,0,16,0,25,0,27,0,22,0,22,71,1312,5,1384
102011034,0,14,0,14,0,7,0,7,5,70,0,73,0,4,0,4,3,210,0,220,0,75,0,75,13,309,0,320,11,305,0,317,7,188,0,193,0,15,0,15,0,29,0,29,0,24,0,26,0,112,0,116,0,70,0,74,0,56,0,58,6,273,0,279,8,408,0,420,0,41,0,47,6,68,0,82,0,82,0,84,68,2368,3,2445
102011035,0,12,0,12,0,0,0,0,0,13,0,14,0,0,0,0,0,116,0,115,0,13,0,13,0,24,0,24,0,7,0,7,0,24,0,20,0,18,0,18,0,25,0,27,0,0,0,0,0,50,0,53,0,41,0,41,0,6,0,7,11,300,0,318,0,148,0,152,0,10,0,10,3,36,0,34,0,34,0,30,29,875,0,900
102011036,0,0,0,0,0,0,0,0,19,555,3,577,0,17,0,17,17,286,0,299,4,56,0,57,16,369,0,382,17,169,0,184,9,235,0,247,13,355,0,372,0,25,0,25,0,24,0,21,0,84,0,84,0,63,0,62,4,33,0,36,8,271,3,277,4,250,0,258,0,45,0,45,0,72,0,75,7,181,0,187,119,3076,10,3209
102011037,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,83,0,86,0,3,0,3,0,48,0,50,0,25,0,25,0,15,0,19,0,24,0,24,0,16,0,16,0,17,0,17,0,111,0,111,4,48,0,55,0,5,0,5,3,89,0,90,6,393,0,402,0,20,0,20,0,25,0,24,0,34,0,33,17,978,5,998
102011038,0,0,0,0,0,0,0,0,0,28,0,27,0,3,0,3,8,176,0,185,0,16,0,16,0,54,0,59,3,91,0,98,0,9,0,14,0,17,0,17,0,22,0,22,0,21,0,21,0,84,0,85,0,34,0,34,0,21,0,19,4,75,0,77,0,64,0,68,0,10,0,10,0,34,0,36,0,31,0,32,23,800,6,825
102011039,0,12,0,12,0,3,0,3,0,28,0,28,0,9,0,9,18,366,0,380,0,28,0,28,3,180,0,186,17,719,0,732,0,60,0,66,0,88,0,88,5,105,0,108,0,132,0,140,0,254,0,250,0,89,0,92,0,45,0,50,14,400,0,416,14,356,0,365,3,57,0,55,6,160,0,166,0,132,0,130,89,3216,3,3303
102011040,0,5,0,5,0,4,0,4,0,60,0,63,0,7,0,6,23,371,0,390,0,13,0,13,23,492,3,515,32,678,0,713,3,58,0,67,0,49,0,49,5,109,0,114,5,121,0,125,5,307,0,314,5,123,0,127,6,71,0,79,13,371,0,386,32,654,0,688,7,71,0,77,5,137,0,143,12,128,0,141,173,3828,15,4012
102011041,0,33,0,32,0,6,0,6,0,29,0,29,0,4,0,4,17,306,6,324,4,28,0,27,4,103,0,108,5,193,0,197,0,20,0,20,0,19,0,16,0,41,0,41,0,43,0,43,0,220,0,223,0,67,0,67,3,17,0,20,16,276,0,285,9,271,4,280,0,33,0,33,3,79,0,78,0,56,0,58,66,1814,4,1880
102011042,0,9,0,9,0,3,0,3,0,61,0,64,0,13,0,13,10,201,5,215,5,43,0,41,26,625,5,655,26,434,6,457,0,59,0,62,9,32,0,40,0,57,0,57,0,48,0,53,4,231,0,236,7,109,0,115,10,211,0,220,21,360,0,379,49,1134,4,1191,0,22,0,19,7,171,0,176,7,118,3,126,181,3939,24,4138
102011043,0,3,0,3,0,0,0,0,3,57,0,62,0,3,0,6,9,129,0,136,0,17,0,17,13,410,5,429,9,316,0,328,0,38,0,38,0,20,0,18,0,24,0,21,0,18,0,21,4,110,0,115,0,82,0,81,0,28,0,28,4,189,0,192,27,683,0,715,0,53,0,53,0,152,0,148,4,83,4,90,85,2405,11,2505
102021044,0,7,0,7,0,8,0,8,0,69,0,69,0,12,0,12,14,404,0,417,0,25,0,25,42,789,0,836,31,469,0,503,12,197,0,209,0,17,0,17,0,104,0,107,0,86,0,83,4,146,0,155,14,107,3,123,10,121,0,132,16,310,0,326,61,1149,0,1210,0,31,0,37,10,140,0,153,7,117,0,124,220,4329,12,4555
102021045,0,4,0,4,0,0,0,0,0,29,0,30,0,12,0,13,9,156,0,167,0,7,0,6,16,174,0,185,8,122,0,133,0,39,0,39,0,10,0,10,0,20,0,20,0,6,0,6,0,47,0,46,7,35,0,43,0,29,0,29,27,298,0,321,13,140,0,151,0,13,0,18,0,60,0,58,4,31,0,36,83,1222,6,1308
102021046,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,11,151,0,162,0,10,0,10,14,141,0,159,15,161,0,177,0,19,0,20,0,11,0,11,0,33,0,33,3,28,0,31,0,56,0,56,3,29,0,35,7,17,0,24,5,102,0,111,11,116,0,128,0,22,0,24,4,36,0,42,5,30,0,37,72,986,5,1065
102021047,0,19,0,19,0,46,0,48,45,1433,0,1482,4,39,0,41,35,629,0,661,4,79,0,81,16,241,0,260,24,428,0,447,10,289,0,301,3,53,0,53,0,57,0,59,0,38,0,37,5,171,0,175,6,138,0,141,0,84,0,88,24,368,0,396,24,581,0,605,0,58,0,61,7,208,0,213,18,232,3,255,223,5175,9,5412
102021048,0,8,0,8,0,6,0,6,0,56,0,61,0,4,0,4,21,258,0,280,0,20,0,20,54,894,4,949,42,677,0,724,0,53,0,59,4,24,0,31,6,93,0,95,4,87,3,97,0,125,0,123,14,143,0,150,4,96,0,105,32,400,0,433,47,958,3,1006,0,28,0,28,5,119,0,124,17,103,3,124,251,4153,16,4421
102021049,6,91,0,91,0,10,0,10,0,41,4,46,0,16,0,16,3,135,0,140,0,8,0,8,0,22,0,23,13,119,0,129,0,21,0,21,0,3,0,3,0,6,0,9,0,6,0,6,0,51,0,51,0,44,0,53,3,21,0,20,5,49,0,51,7,65,0,77,3,63,0,71,4,61,0,61,3,38,0,37,46,863,10,912
102021050,0,34,0,37,5,125,0,135,0,21,0,27,7,207,4,220,3,170,0,177,0,20,0,22,25,228,0,252,4,108,0,112,0,39,0,40,0,10,0,10,4,25,0,23,0,13,0,13,0,45,0,40,0,47,0,49,0,43,0,40,13,342,0,361,3,151,0,156,0,34,0,39,0,61,0,61,0,52,0,55,91,1774,11,1873
102021051,0,45,0,45,0,24,0,24,12,217,0,224,3,138,0,141,9,273,0,277,4,80,0,84,0,63,0,62,3,72,3,77,0,36,0,41,0,17,0,17,0,24,0,24,0,23,0,23,5,97,0,100,4,45,0,49,0,58,0,60,13,416,0,431,9,156,0,168,0,13,0,13,0,114,0,119,6,100,0,110,69,2011,6,2078
102021052,0,0,0,0,0,0,0,0,0,35,0,35,0,3,0,3,18,109,0,120,0,12,0,12,4,70,0,68,0,41,0,38,3,26,0,27,0,3,0,3,3,15,0,15,0,7,0,4,0,30,0,30,0,24,0,26,0,31,0,31,0,80,0,88,6,56,0,62,0,10,0,10,5,38,0,36,0,19,0,21,41,594,0,633
102021053,0,5,0,6,0,5,0,5,0,74,0,75,0,10,0,10,9,326,0,338,0,36,0,36,17,334,0,349,30,670,0,699,3,42,0,50,0,24,0,24,0,53,0,56,5,124,0,129,0,206,0,206,5,127,0,137,3,113,0,118,12,340,0,356,22,341,0,359,4,38,0,38,5,185,0,186,8,123,3,133,133,3170,12,3313
102021054,0,0,0,0,0,0,0,0,3,30,0,37,0,14,0,14,22,201,0,216,0,12,0,12,13,244,0,257,13,290,0,306,0,35,0,36,0,0,0,0,0,36,0,40,3,84,0,84,5,122,0,122,0,48,0,49,12,106,0,116,9,129,0,135,28,594,0,616,0,22,0,18,5,100,0,106,11,75,0,81,118,2142,4,2261
102021055,3,86,0,96,0,5,0,5,28,683,3,714,4,50,0,53,50,1008,0,1065,8,371,0,385,67,1656,3,1726,34,505,3,543,12,374,0,387,3,92,0,95,23,514,0,541,5,153,0,158,7,533,0,544,21,386,0,406,35,694,0,728,22,373,4,394,67,1189,0,1259,5,97,0,101,20,409,0,430,29,413,4,448,446,9591,25,10063
102021056,0,12,0,16,0,6,0,6,16,347,0,363,0,24,0,22,37,503,0,538,5,133,0,141,63,973,0,1037,17,167,0,191,29,517,0,543,0,23,0,23,0,45,0,45,0,37,0,36,7,146,0,154,9,184,0,189,10,153,0,164,29,677,0,712,153,2754,3,2908,0,60,0,55,14,160,0,173,25,237,0,259,406,7150,20,7577
102021057,3,33,0,39,0,8,0,10,25,586,3,613,6,137,0,138,31,428,0,456,6,100,0,108,21,318,0,341,27,465,0,497,3,186,0,196,0,35,0,37,0,59,0,59,0,82,0,81,6,212,0,219,9,111,0,117,62,970,0,1035,26,557,3,587,78,644,0,723,5,110,0,120,15,230,0,247,24,281,3,305,367,5542,14,5926
103011059,4,52,0,61,0,10,0,10,22,683,3,707,5,102,0,111,34,459,0,490,3,118,0,120,23,354,6,385,16,177,0,195,16,353,3,373,0,22,0,22,0,12,0,12,0,28,0,35,0,68,0,70,5,94,0,102,3,56,0,66,29,479,0,511,29,337,5,372,0,28,0,32,12,136,0,148,9,181,9,197,226,3765,30,4014
103011060,0,430,3,434,0,9,0,12,0,65,0,64,0,0,0,0,5,133,0,140,0,8,0,8,0,21,0,21,9,60,0,64,0,39,0,39,0,11,0,11,0,10,0,10,0,9,0,9,0,60,0,57,0,35,0,33,5,102,0,111,5,89,0,89,0,32,0,32,0,41,0,39,0,30,0,31,5,36,6,43,36,1215,14,1262
103011061,5,331,0,346,0,14,0,14,30,529,4,571,0,11,0,15,13,136,0,148,0,23,0,26,3,127,0,131,3,97,0,97,0,89,0,91,0,9,0,9,0,13,0,18,0,27,0,27,0,58,0,59,0,39,0,43,7,122,0,125,5,117,0,122,4,133,0,138,0,63,3,68,0,41,0,40,13,118,3,136,82,2099,24,2206
103011612,10,111,0,118,0,21,0,21,16,253,0,265,4,44,0,52,26,557,0,588,17,148,0,161,87,1292,8,1386,72,1054,5,1125,7,215,0,223,4,174,0,177,12,227,0,239,5,147,0,151,13,487,5,506,17,264,0,279,94,1448,0,1544,46,1448,3,1503,111,1924,5,2038,9,171,3,180,13,454,5,474,22,319,9,352,591,10767,44,11397
103011613,0,35,0,36,0,19,0,22,14,310,0,329,0,16,0,16,21,380,0,398,0,39,0,38,9,164,0,176,0,59,0,59,6,31,0,40,0,15,0,15,0,15,0,15,0,17,0,17,3,111,0,117,4,88,0,96,4,124,0,132,13,249,0,262,47,899,0,946,0,41,0,41,6,96,0,105,3,114,0,125,127,2833,9,2975
103021062,27,736,5,771,9,57,0,61,12,134,0,150,3,25,0,31,11,81,0,95,0,44,0,41,22,128,0,152,20,91,0,110,10,70,5,86,0,10,0,4,0,13,0,13,0,5,0,5,3,45,0,47,10,29,0,37,25,121,0,148,40,287,0,324,50,251,0,304,0,12,0,14,12,61,6,83,27,104,0,136,289,2289,18,2602
103021063,11,178,0,187,0,6,0,10,22,314,3,338,4,41,0,48,14,208,3,224,3,137,0,137,26,448,3,481,22,303,4,324,4,165,0,166,0,25,0,26,0,48,0,49,0,33,0,34,3,101,0,109,12,85,0,92,13,255,0,270,20,346,4,373,60,653,8,716,0,27,0,28,13,176,0,191,17,151,0,169,263,3691,28,3983
103021064,18,773,11,799,0,14,0,14,5,49,0,53,0,15,0,15,4,57,0,64,0,43,0,43,7,85,0,90,9,90,0,95,0,49,0,48,0,8,0,15,0,4,0,4,0,10,0,10,0,51,0,51,0,28,0,28,0,19,0,21,3,124,0,127,13,141,0,158,0,9,0,9,0,29,0,25,4,71,0,79,64,1663,14,1739
103021065,27,741,9,775,0,13,0,13,34,162,0,196,10,47,0,52,29,238,0,264,10,140,0,148,63,379,3,445,25,211,7,240,19,134,0,145,0,8,0,11,0,39,0,43,7,24,0,33,13,125,0,140,10,54,0,61,14,179,5,196,44,454,3,496,63,486,3,549,6,24,0,26,23,152,0,179,25,152,7,178,402,3759,30,4195
103021066,15,429,3,446,0,3,0,3,0,33,0,32,0,0,0,0,0,64,0,68,0,22,0,22,8,91,0,100,0,58,0,63,0,46,0,47,0,3,0,3,0,0,0,0,0,6,0,6,0,27,0,26,4,13,0,17,6,84,0,82,3,75,0,79,5,121,0,130,0,8,0,8,0,25,0,29,7,33,3,34,51,1144,4,1198
103021067,5,79,0,83,3,71,0,77,9,136,0,141,4,42,0,44,28,272,0,297,6,95,0,96,56,476,0,526,63,318,0,391,30,282,0,318,0,19,0,25,5,46,0,51,11,40,0,51,5,117,0,122,6,103,0,104,55,472,5,530,33,349,0,388,67,599,3,671,0,22,0,22,29,188,0,214,24,139,4,164,441,3857,9,4315
103021068,17,473,3,495,48,432,0,482,5,21,0,30,0,3,0,8,0,42,0,41,0,5,0,11,0,32,0,30,5,41,0,50,4,68,0,73,0,0,0,0,0,6,0,10,0,0,0,0,0,26,0,29,8,12,0,17,3,9,0,15,12,87,0,101,15,65,0,89,3,0,0,4,3,26,0,35,13,31,0,41,145,1394,13,1552
103021069,9,600,4,611,31,467,0,500,4,58,0,60,0,24,0,24,10,133,0,141,4,42,0,49,20,171,0,193,10,147,0,159,3,77,0,78,0,6,0,6,0,13,0,14,0,16,0,16,0,48,0,50,0,39,0,41,7,121,0,130,8,188,0,200,8,178,0,184,0,5,0,8,8,96,0,107,7,102,0,109,154,2525,8,2688
103031070,0,11,0,11,5,80,0,92,16,243,6,262,0,33,0,39,21,236,0,255,11,132,0,142,30,575,0,603,31,429,3,466,12,200,0,211,0,23,0,23,4,161,0,167,0,73,0,73,5,140,0,151,5,118,0,125,36,775,4,816,16,417,0,440,43,791,0,839,0,39,0,37,16,185,0,198,6,175,5,189,271,4847,18,5138
103031071,11,206,0,219,33,705,3,743,4,62,3,69,10,274,0,287,14,208,4,225,0,16,0,15,4,86,0,93,0,167,0,173,7,79,0,82,0,7,0,7,0,9,0,9,4,26,0,28,5,63,0,64,7,131,5,141,8,51,0,59,3,169,0,179,12,101,0,106,4,25,0,32,3,49,0,52,12,73,0,83,144,2498,17,2661
103031072,0,106,0,106,11,219,0,229,8,198,0,200,4,63,0,67,24,471,0,500,7,193,0,200,50,783,5,838,36,612,6,660,18,158,0,169,0,35,0,42,5,78,0,81,3,96,0,102,6,278,0,280,22,173,0,196,16,353,0,376,18,521,0,540,64,904,0,964,0,65,0,68,22,308,0,331,15,195,3,213,328,5817,28,6173
