POW_SA2_CODE_2021,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000_3499_Mng,SG_3000_3499_Pro,SG_3000_3499_TecTW,SG_3000_3499_CoPSW,SG_3000_3499_ClAW,SG_3000_3499_SWks,SG_3000_3499_MaOpDv,SG_3000_3499_Lab,SG_3000_3499_IDNS,SG_3000_3499_Tot,SG_3500mo_Mng,SG_3500mo_Pro,SG_3500mo_TecTW,SG_3500mo_CoPSW,SG_3500mo_ClAW,SG_3500mo_SWks,SG_3500mo_MaOpDv,SG_3500mo_Lab,SG_3500mo_IDNS,SG_3500mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot
101021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,7,0,0,0,3,3,0,0,0,0,7,0,3,0,5,0,0,0,0,0,16,0,8,0,3,4,0,0,0,0,20,0,6,0,0,3,0,0,0,0,10,0,7,0,4,0,0,0,0,0,20,0,5,0,4,0,0,0,0,0,9,5,12,0,5,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,8,28,15,0,0,12,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,10,0,0,0,5,7,0,0,0,0,15,0,3,0,3,8,0,0,0,0,17,0,13,0,0,4,0,0,0,0,21,0,22,0,0,0,0,0,0,0,26,0,19,0,0,0,0,0,0,0,23,9,20,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,95,3,25,13,0,0,5,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101021009,0,3,0,7,0,0,0,0,0,9,0,0,0,4,3,0,0,0,0,10,0,6,0,3,3,0,0,3,0,21,0,13,0,7,11,0,0,3,0,39,0,14,0,13,14,0,0,3,0,49,0,56,4,15,28,0,0,6,0,118,0,73,3,18,30,0,0,0,0,136,6,84,0,28,27,0,0,0,4,148,11,107,6,34,26,4,0,0,3,196,54,191,4,68,36,3,0,0,5,365,13,7,0,7,6,0,0,0,0,26,24,18,0,0,0,0,0,0,0,48,0,0,0,5,0,0,0,0,0,5,114,586,22,216,188,9,3,28,14,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,7
101021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,5,0,4,0,5,0,0,0,15,0,7,0,0,3,0,0,0,0,18,0,7,0,0,5,0,0,0,0,13,0,3,0,0,6,0,0,0,0,9,9,13,4,0,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,13,8,19,3,0,3,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101021012,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,14,0,5,0,0,5,0,0,0,0,10,0,10,0,0,0,0,0,0,0,13,8,16,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,55,0,11,15,0,0,4,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101021610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101021611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,11,0,3,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,7,0,9,0,8,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,9,7,16,3,7,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,45,10,24,16,0,0,4,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101031013,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,13,0,0,0,4,0,0,0,0,0,9,0,9,0,4,5,0,0,0,0,12,0,8,0,0,0,0,0,5,0,15,0,5,0,4,0,0,0,0,0,10,3,14,0,4,0,0,0,0,0,23,10,13,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,3,20,10,0,0,16,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
101031014,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,12,0,9,0,4,0,0,5,0,0,18,0,11,0,4,4,0,0,0,0,19,0,17,0,16,3,0,0,8,0,41,0,19,0,12,16,0,3,5,0,69,5,28,4,16,12,0,4,3,3,69,0,42,4,11,9,0,4,5,0,74,6,47,0,29,3,0,0,0,0,89,19,68,9,36,5,0,0,0,0,138,6,4,0,6,0,0,0,0,0,13,8,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,49,252,20,153,58,0,12,23,8,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7
101031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,9,0,0,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101031016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,12,0,4,4,3,3,0,0,0,0,18,0,12,0,7,5,0,0,11,0,41,5,9,0,4,11,3,0,8,0,42,6,8,4,13,6,0,3,7,0,40,0,20,4,8,3,0,0,4,3,49,18,42,8,16,6,0,0,0,0,93,5,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,25,101,23,64,50,9,3,40,7,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
101041017,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,9,0,0,0,6,5,0,0,6,0,21,0,4,0,11,9,0,0,5,0,31,0,14,0,11,4,0,0,5,0,25,0,17,0,19,14,0,0,0,0,51,0,33,3,14,15,0,0,0,0,68,0,22,0,11,8,0,0,0,0,44,3,28,0,20,14,0,0,0,0,66,23,34,7,55,3,0,0,0,0,122,5,4,0,0,0,0,0,0,0,11,5,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,37,167,10,159,75,0,0,13,4,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
101041018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,9,5,0,0,0,0,18,0,3,0,5,8,0,0,0,0,19,0,4,0,6,8,0,0,0,0,19,0,16,0,0,0,0,0,0,0,14,0,16,0,3,4,0,0,0,0,15,0,25,0,4,0,0,0,0,0,33,3,30,0,9,0,0,0,0,0,43,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,99,3,47,17,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041019,0,0,0,0,0,0,0,0,0,7,0,5,0,3,0,0,0,0,0,13,0,12,0,7,10,0,0,3,0,36,0,5,0,4,7,0,0,4,0,22,5,23,5,11,15,0,0,5,0,68,4,64,9,19,29,0,4,17,0,148,5,70,4,10,13,0,7,3,0,117,6,59,13,20,17,0,9,0,0,114,8,61,10,13,8,0,0,0,0,102,15,101,13,27,5,0,0,0,0,164,4,12,0,0,0,0,0,0,0,20,5,19,0,0,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,4,47,442,64,135,103,0,27,32,3,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,4,3,0,0,3,0,14
101041020,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,4,0,0,0,3,0,6,0,6,0,4,0,0,0,0,0,16,0,3,0,4,4,0,0,0,0,14,0,4,0,0,7,0,0,3,0,13,0,9,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,10,4,9,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,0,30,7,0,0,6,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041021,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,8,0,3,0,5,0,0,0,0,0,5,0,3,0,4,6,0,0,0,0,9,0,6,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,7,0,0,3,0,0,0,0,17,0,12,0,0,4,0,0,0,0,15,0,15,0,0,0,0,0,0,0,19,8,21,0,0,0,0,0,0,0,23,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,69,3,16,12,0,0,3,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,6,0,3,0,9,0,0,0,0,0,9,0,0,0,10,0,0,0,4,0,11,0,7,0,4,4,0,0,4,0,15,0,10,0,0,6,0,0,0,0,16,0,9,0,0,3,0,0,0,0,20,0,15,0,8,0,0,0,0,0,25,7,26,0,12,0,0,0,0,0,44,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,73,4,46,21,0,0,8,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,7,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041025,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,11,0,4,0,11,0,0,0,0,0,16,0,14,0,6,0,0,0,0,0,17,3,10,0,9,8,0,0,0,0,31,0,8,0,5,5,0,0,0,0,20,0,18,4,4,3,0,0,0,0,26,0,17,0,9,0,0,0,0,0,26,10,23,0,13,6,0,0,0,0,53,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,100,3,63,24,0,0,4,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041026,0,3,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,13,0,8,0,5,3,0,0,9,0,27,0,3,0,15,3,0,0,8,0,31,0,22,0,13,5,0,0,6,0,49,0,48,13,23,19,0,0,3,0,104,3,54,0,17,5,0,0,0,0,83,4,51,5,9,5,0,0,0,0,76,0,62,6,10,0,0,0,0,0,72,11,61,5,6,3,0,0,0,0,90,5,12,0,0,0,0,0,0,0,17,5,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,30,332,30,110,46,0,4,22,5,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,3,0,7,0,10,0,0,0,0,22
101041027,0,0,0,4,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,11,0,0,0,4,4,0,0,0,0,6,0,0,0,10,6,0,0,0,0,20,0,4,0,4,0,0,0,0,0,6,0,19,0,5,3,0,0,0,0,32,0,23,0,3,6,0,0,0,0,31,0,20,3,16,0,0,0,4,0,42,0,28,4,8,0,0,0,0,0,38,10,30,0,20,0,0,0,0,0,67,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,143,10,78,19,0,0,8,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101051539,0,4,0,6,7,0,0,0,0,14,0,4,0,9,4,0,0,0,0,19,0,13,9,23,13,0,3,11,0,61,0,17,0,32,26,0,3,12,0,95,0,37,0,50,35,0,0,17,0,150,5,85,5,73,58,0,8,18,3,251,8,138,18,75,65,0,5,9,0,315,3,139,6,105,52,0,0,3,0,314,14,134,12,128,23,0,0,6,5,318,53,186,16,236,25,0,3,0,5,522,11,13,0,14,0,0,0,0,0,48,14,18,0,5,0,0,0,0,0,44,0,0,0,0,5,0,0,0,0,3,118,786,68,756,312,6,27,73,26,2179,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,12
101051540,0,5,0,0,0,0,0,0,0,5,0,6,0,3,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,11,0,3,0,9,4,0,0,4,0,20,0,0,0,13,5,0,0,3,0,19,0,11,0,5,13,0,0,0,0,29,0,10,0,0,4,0,0,0,0,23,0,16,4,7,3,0,0,0,0,24,0,23,3,0,4,0,0,0,0,34,19,15,5,7,10,0,0,0,3,55,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,96,10,49,39,0,0,13,3,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
101061541,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,7,0,3,0,4,0,0,0,0,0,11,0,5,3,13,3,0,0,6,0,24,0,10,6,9,0,0,0,0,0,18,0,19,0,6,5,0,3,5,0,35,0,20,4,3,10,0,0,0,0,37,0,20,7,6,3,0,0,3,0,40,0,34,12,6,6,0,0,0,0,57,14,46,8,19,3,0,0,0,0,93,4,4,0,3,0,0,0,0,0,11,3,3,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,28,153,41,73,36,0,4,17,4,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101061542,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,8,0,4,4,0,0,0,0,9,0,0,0,3,3,0,0,0,0,8,0,3,0,0,6,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,0,11,0,5,0,0,0,0,0,0,0,9,15,9,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,5,15,15,0,0,10,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,8
101061543,0,0,0,5,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,8,0,4,0,3,3,0,0,4,0,17,0,7,3,7,0,0,0,4,0,25,0,15,0,17,8,0,0,4,0,39,0,17,3,15,14,0,0,0,0,50,0,32,3,3,8,0,0,0,0,55,0,30,5,0,11,0,0,0,0,52,0,34,0,7,5,0,0,0,0,47,9,44,7,23,5,0,0,0,0,90,3,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,22,196,23,96,53,0,0,11,3,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
101061544,0,0,0,4,0,0,0,0,0,8,0,4,0,0,0,0,0,3,0,8,0,6,0,3,3,0,0,0,0,13,0,0,0,8,6,0,0,3,0,19,0,5,0,8,0,0,0,3,0,17,0,13,7,8,8,0,0,4,0,33,0,13,3,7,3,0,0,0,0,23,0,13,0,3,0,0,0,0,0,19,5,14,4,5,0,0,0,0,0,28,5,18,0,5,0,0,0,0,0,39,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,90,15,61,19,0,0,13,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
