POW_SA2_CODE_2021,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000_3499_Mng,SG_3000_3499_Pro,SG_3000_3499_TecTW,SG_3000_3499_CoPSW,SG_3000_3499_ClAW,SG_3000_3499_SWks,SG_3000_3499_MaOpDv,SG_3000_3499_Lab,SG_3000_3499_IDNS,SG_3000_3499_Tot,SG_3500mo_Mng,SG_3500mo_Pro,SG_3500mo_TecTW,SG_3500mo_CoPSW,SG_3500mo_ClAW,SG_3500mo_SWks,SG_3500mo_MaOpDv,SG_3500mo_Lab,SG_3500mo_IDNS,SG_3500mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot
211041271,0,3,0,3,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,4,0,5,0,6,0,0,0,0,0,14,0,4,0,4,3,0,0,0,0,11,0,4,0,0,0,0,0,0,0,9,0,18,0,5,0,0,0,0,0,31,0,18,0,33,4,0,0,0,0,51,0,17,0,78,0,0,0,0,0,97,6,15,0,32,0,0,0,0,0,58,10,7,0,54,0,0,0,0,0,75,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,94,4,237,15,0,0,5,0,375,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,6,0,0,0,0,5,0,0,9,0,15,0,0,0,0,0,0,0,3,0,10,0,0,0,5,0,0,0,5,0,11,0,3,4,14,5,0,0,0,0,30
211041272,0,4,0,7,0,0,0,0,0,12,0,12,0,3,0,0,0,0,0,13,0,5,0,5,3,0,0,0,0,13,0,7,0,7,4,0,0,0,0,17,0,12,0,11,3,0,0,0,0,26,0,17,9,12,0,0,0,0,0,37,0,31,3,11,4,0,0,0,0,54,0,35,0,6,4,0,0,0,0,42,0,21,0,5,0,0,0,0,0,28,3,52,0,5,4,0,0,0,0,68,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,197,8,75,17,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211041273,0,0,0,3,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,14,0,7,0,15,0,0,0,0,0,21,0,11,0,3,6,0,0,0,0,24,0,32,0,13,3,0,0,0,0,50,0,28,0,18,0,0,0,0,0,47,0,12,0,14,0,0,0,0,0,34,5,22,0,35,0,0,0,0,0,58,12,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,125,4,126,19,0,4,0,3,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
211051274,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,7,0,6,0,0,0,0,0,6,0,4,0,8,0,3,0,0,0,18,0,8,0,6,4,0,0,0,0,17,0,13,6,0,4,0,0,0,0,21,0,11,0,0,0,0,0,0,0,19,0,10,0,8,0,0,0,0,0,16,6,10,0,8,0,0,0,0,0,24,8,13,0,8,0,0,0,0,0,34,4,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,19,71,3,57,11,0,3,8,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211051275,0,5,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,4,0,9,3,0,0,0,0,0,0,14,0,9,0,0,0,0,0,0,0,15,0,6,0,7,0,0,0,0,0,13,5,0,0,6,0,0,0,0,0,10,4,12,0,0,0,0,0,0,0,14,5,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,20,42,3,26,12,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
211051276,0,3,0,0,0,0,0,0,0,5,0,5,4,8,0,0,0,0,0,13,0,5,0,6,3,0,0,0,0,18,0,6,0,13,8,0,0,5,0,35,0,21,0,7,9,0,0,0,0,48,0,32,0,3,6,0,0,0,0,50,0,23,3,3,3,0,0,0,0,38,0,29,0,11,0,0,0,0,0,45,0,27,0,6,0,0,0,0,0,40,7,25,0,17,5,0,0,0,0,55,4,6,0,0,0,0,0,0,0,11,5,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,27,187,16,86,44,0,0,6,4,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
211051277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,13,0,3,5,0,0,0,0,20,0,6,0,8,0,0,0,0,0,13,0,12,0,11,0,0,0,0,0,14,5,8,0,14,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,40,0,46,4,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211051278,0,3,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,8,0,6,3,12,3,0,0,0,0,25,0,20,0,15,7,0,0,0,0,45,0,23,3,19,6,0,0,0,0,61,0,43,9,13,17,0,0,0,0,83,5,54,3,17,9,0,3,3,0,96,0,67,0,28,10,0,0,3,0,107,7,50,0,40,0,0,0,0,0,106,11,66,0,52,5,0,3,0,0,140,9,7,0,3,0,0,0,0,0,21,6,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,48,354,22,200,64,0,6,21,8,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,3,0,0,4,0,0,4,3,14
211051279,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,7,0,6,0,8,0,0,0,0,0,15,0,8,0,5,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,17,0,15,0,0,0,0,0,0,0,22,0,24,0,0,0,0,0,0,0,24,0,8,0,0,0,0,0,0,0,14,3,14,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,94,3,27,8,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211051280,0,7,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,8,0,6,0,4,0,0,0,0,0,7,0,5,0,10,4,0,0,0,0,17,0,5,0,4,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,21,0,15,0,0,0,0,0,0,0,19,0,8,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,87,0,25,11,0,3,3,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211051281,0,3,0,11,0,0,0,0,0,13,0,4,0,15,0,0,0,0,0,21,0,9,4,24,4,0,0,0,0,33,0,11,0,20,4,0,0,0,0,38,5,18,6,8,10,0,0,0,0,47,3,36,0,11,11,0,0,0,0,61,4,48,0,17,4,0,0,0,0,76,8,58,0,15,3,0,0,0,0,80,0,30,0,3,0,0,0,0,0,34,8,47,0,12,0,0,0,0,0,67,3,5,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,26,269,11,136,40,0,0,3,3,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
211051282,0,0,0,6,0,0,0,0,0,8,0,3,0,3,0,0,0,0,0,11,0,3,0,3,0,0,0,0,0,14,0,4,0,7,6,0,0,0,0,19,0,7,0,0,3,0,0,0,0,9,0,12,0,5,4,0,0,0,0,23,0,25,0,0,5,0,0,0,0,28,0,28,0,0,4,0,3,0,0,35,0,16,0,0,0,0,3,0,0,24,8,18,0,5,0,0,4,0,0,25,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,113,3,38,17,0,10,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211051283,0,4,0,10,0,0,0,0,0,12,0,4,0,8,0,0,0,0,0,13,0,11,0,17,0,0,0,0,0,31,0,10,0,7,5,0,0,0,0,23,0,15,3,5,5,0,0,0,0,26,0,17,0,6,6,0,0,0,0,28,0,24,0,0,3,0,0,0,0,40,0,30,0,0,0,0,0,0,0,33,0,22,0,0,0,0,0,0,0,25,5,26,0,4,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,12,176,12,78,24,0,0,3,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
211051284,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,12,0,4,4,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,10,0,18,0,0,3,0,0,0,0,19,0,21,0,0,0,0,0,0,0,23,0,37,0,0,0,0,0,0,0,39,0,22,0,0,0,0,0,0,0,26,10,23,0,5,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,135,5,20,15,0,0,3,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211051285,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,9,0,3,0,3,3,0,0,0,0,11,0,6,0,0,0,0,0,0,0,6,0,12,0,0,3,0,0,0,0,18,0,3,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,0,14,9,0,0,0,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211051286,0,3,0,6,0,0,0,0,0,10,0,6,0,8,0,0,0,0,0,18,0,0,0,18,0,0,0,0,0,27,0,12,8,14,0,0,0,0,0,29,0,10,0,15,7,0,0,0,0,24,0,35,0,8,0,0,0,0,0,55,0,50,0,8,4,0,0,4,0,60,3,28,0,7,7,0,0,5,0,43,3,22,0,14,0,0,0,0,0,35,6,25,0,15,0,0,0,0,0,58,7,4,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,193,11,109,24,0,4,7,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212011289,0,3,0,7,0,0,0,0,0,7,0,3,0,7,3,0,0,0,0,9,0,8,0,11,3,0,0,0,0,21,0,5,0,15,5,0,0,0,0,19,0,13,0,5,0,0,0,0,0,23,0,27,0,0,9,0,0,0,0,38,3,32,0,4,5,0,0,0,0,40,0,35,0,0,5,0,0,0,0,40,0,24,0,5,0,0,0,0,0,33,11,39,0,22,0,0,0,0,0,70,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,7,18,185,7,85,31,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212011546,0,3,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,8,4,16,5,0,0,0,0,29,0,6,0,12,3,0,0,0,0,23,0,20,0,10,5,0,0,0,0,41,0,32,0,4,9,0,0,0,0,40,0,37,0,0,0,0,0,0,0,37,0,14,0,0,0,0,0,0,0,17,10,34,0,17,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,165,5,67,21,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,16,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,3,3,0,0,4,0,6,0,4,0,0,4,0,0,3,0,14
212011547,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,11,0,8,0,0,0,0,0,0,3,8,0,6,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,16,0,4,0,3,0,0,0,0,0,9,7,6,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,45,3,25,9,0,0,0,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212011548,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,10,0,3,0,8,0,0,0,4,0,19,0,11,0,20,0,0,0,0,0,33,0,8,0,12,0,0,0,0,0,27,0,28,0,16,4,0,0,4,0,47,5,39,0,7,6,0,0,0,0,55,0,33,0,4,5,0,0,0,0,39,0,24,0,0,0,0,0,0,0,26,4,38,0,8,0,0,0,0,0,58,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,186,5,85,20,0,0,9,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212011549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,8,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,11,0,8,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,8,4,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,3,16,9,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212011550,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,7,0,11,0,3,6,3,0,0,0,16,0,13,0,7,0,0,0,0,0,19,4,8,0,0,4,0,0,0,0,22,0,17,4,4,4,0,0,0,0,27,0,24,0,0,11,0,0,0,0,37,0,34,0,0,0,0,0,0,0,42,5,58,0,0,3,0,0,0,0,71,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,171,9,24,37,3,0,4,0,269,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
212011551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,8,0,3,0,0,6,0,0,0,0,12,0,0,0,0,11,4,0,0,0,26,0,9,0,3,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,14,0,3,0,6,0,0,0,0,0,9,0,3,0,20,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,4,46,21,4,6,0,6,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212011552,0,6,4,8,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,10,0,3,0,10,0,0,0,0,0,20,0,8,4,16,4,0,0,0,0,35,0,8,0,12,8,0,0,0,0,30,0,16,3,9,15,0,0,0,0,40,0,53,0,13,10,0,0,0,0,78,3,55,4,17,3,0,0,0,0,74,0,33,0,30,3,0,0,0,0,66,8,47,0,50,0,0,0,0,0,108,6,3,0,7,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,24,231,10,183,38,0,0,0,7,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212021293,0,3,0,4,0,0,0,0,0,7,0,8,0,21,8,0,0,3,0,39,0,25,3,22,4,0,0,6,0,69,0,33,0,31,19,0,0,7,0,102,5,44,6,25,21,0,0,14,0,118,0,87,8,26,19,0,6,4,0,157,3,104,3,8,15,0,0,3,0,139,3,137,0,4,4,0,0,6,0,155,7,110,0,8,0,0,0,0,0,118,21,141,0,3,6,0,0,0,0,177,9,18,0,0,0,0,0,0,0,26,4,14,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,49,729,38,154,109,0,4,43,3,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,5,0,0,0,0,0,9
212021295,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,18,0,0,0,0,0,21,0,0,0,15,0,0,0,0,0,11,0,6,0,9,5,0,0,0,0,19,0,19,0,7,3,0,0,0,0,24,0,19,0,0,0,0,0,0,0,20,0,13,0,0,3,0,0,0,0,16,3,15,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,78,0,40,13,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212021297,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,10,0,5,0,3,0,0,0,0,0,13,0,4,0,6,4,0,0,0,0,14,0,4,0,3,6,0,0,0,0,16,0,13,0,3,0,0,0,0,0,23,0,11,0,7,0,0,0,0,0,20,0,14,0,3,0,0,0,0,0,20,5,20,0,16,4,0,0,0,0,38,0,4,0,3,0,0,0,0,0,9,3,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,17,77,10,46,20,0,0,6,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
212021299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,10,0,7,0,0,6,0,0,4,0,20,0,12,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,44,0,15,6,0,0,4,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
