POW_SA2_CODE_2021,Tot_Bf_91,Tot_91_95,Tot_96_00,Tot_01_05,Tot_06_10,Tot_11_15,Tot_16_20,Tot_2021,Tot_NS,Tot_Tot
207011520,707,166,257,351,596,602,774,22,38,3517
207011521,646,155,219,308,418,379,370,8,34,2530
207011522,424,97,121,212,279,260,317,0,21,1734
207021156,285,74,85,93,181,169,173,0,16,1074
207021157,747,182,302,445,732,733,700,11,49,3904
207021159,304,95,79,146,227,222,245,4,13,1340
207021160,342,87,93,157,219,189,196,6,16,1305
207021424,260,94,93,156,229,201,261,10,11,1301
207021425,475,116,155,245,433,290,346,5,20,2082
207031161,681,185,230,405,599,503,526,6,26,3164
207031162,159,36,57,75,139,140,138,0,13,762
207031163,1738,576,815,1333,1868,1824,1744,23,94,10021
207031164,264,67,118,135,197,185,206,3,14,1189
207031165,569,170,289,437,578,553,729,11,20,3365
207031166,481,124,195,318,413,404,435,0,24,2393
207031167,266,43,101,162,216,198,244,3,12,1238
208011168,236,45,62,113,128,110,106,0,22,829
208011169,851,219,266,392,520,573,723,11,40,3593
208011170,339,75,112,165,252,227,287,0,15,1469
208011171,535,152,196,250,364,314,393,11,17,2225
208011172,368,100,102,179,246,214,287,0,22,1514
208011173,488,125,178,231,349,282,293,4,27,1980
208021174,596,210,208,315,444,414,444,5,31,2664
208021176,277,104,120,176,326,325,473,3,22,1824
208021177,810,196,287,309,510,489,715,13,29,3355
208021178,773,197,230,293,412,369,492,14,35,2816
208021179,427,114,139,173,322,309,470,12,26,1984
208021180,137,16,47,54,87,92,104,0,8,561
208021181,121,29,43,48,100,98,146,0,9,595
208021182,252,73,72,116,168,160,245,5,13,1096
208021426,516,146,206,277,411,382,365,0,25,2333
208021427,204,69,76,103,135,136,140,0,5,874
208031183,167,47,45,70,106,87,91,0,13,623
208031184,1593,425,474,616,997,776,804,9,63,5758
208031185,171,29,59,79,105,97,65,0,3,606
208031186,209,54,51,96,192,135,111,0,3,863
208031187,152,39,50,51,113,81,102,3,4,599
208031188,1183,306,374,653,926,816,945,15,60,5281
208031189,157,49,56,59,80,82,73,0,9,567
208031190,466,89,138,181,316,233,306,7,22,1752
208031191,1802,482,518,826,1356,1119,1244,12,106,7464
208031192,271,78,117,168,261,200,194,0,7,1296
208031193,633,178,218,312,477,464,540,0,41,2854
208041194,993,238,323,498,759,703,862,18,42,4435
208041195,842,233,374,590,1010,1047,1355,13,61,5521
209011196,168,35,55,79,136,81,117,0,11,690
209011197,450,106,121,186,311,291,331,3,26,1827
209011198,1264,327,402,608,949,835,775,18,57,5234
209011199,772,203,230,257,499,450,452,9,34,2904
209011200,355,94,87,115,241,202,225,4,16,1332
209011201,125,23,28,22,51,49,47,0,3,347
209011202,219,37,61,98,130,85,105,0,0,750
209011203,246,51,81,118,221,138,117,0,7,979
209011204,116,21,28,39,72,45,52,0,10,380
209021205,516,134,199,324,463,390,390,3,22,2444
209021428,1623,425,536,690,1054,1107,1243,9,98,6785
209021429,233,53,62,96,168,145,187,0,13,964
209021523,128,30,39,54,147,149,141,0,16,692
209021524,108,24,27,37,107,64,78,0,3,452
209021525,182,47,36,55,131,133,197,0,13,792
209021526,538,126,135,177,294,266,336,4,27,1904
209031209,431,67,116,160,256,166,191,0,26,1406
209031210,40,10,14,13,17,14,11,0,0,119
209031211,43,6,6,9,23,19,24,0,7,142
209031212,92,12,15,11,36,30,14,0,6,215
209031213,151,33,24,53,99,89,85,0,7,540
209031214,124,11,25,37,44,34,23,0,4,291
209031215,148,33,30,65,98,101,78,0,4,563
209041216,410,135,156,213,465,295,293,0,23,1990
209041217,143,40,60,73,116,98,119,0,3,653
209041220,408,101,126,195,395,311,331,4,31,1891
209041221,88,16,22,33,51,63,48,0,3,327
209041223,1777,480,482,578,1248,1031,1155,16,122,6886
209041224,133,25,44,73,217,174,157,0,13,828
209041225,135,25,36,58,117,94,109,0,13,590
209041431,115,36,64,71,164,127,130,0,15,724
209041432,1171,348,392,640,1436,1094,1085,24,75,6267
209041433,206,60,97,152,359,274,314,5,8,1478
209041435,59,13,23,53,78,61,46,0,0,336
209041436,224,72,76,126,268,213,174,0,5,1165
209041437,92,16,36,95,355,240,269,3,9,1110
209041527,123,33,49,81,200,148,204,0,18,852
209041528,37,5,21,39,82,83,60,0,0,326
209041529,167,43,61,65,99,89,119,0,4,651
209041530,317,78,84,114,237,180,260,4,21,1294
209041531,31,11,19,41,130,85,76,0,5,407
209041532,55,20,20,39,162,96,87,0,0,489
210011226,421,86,104,121,219,202,229,3,18,1400
210011227,419,110,155,235,399,313,251,3,29,1920
210011228,1766,390,425,599,1177,917,1004,7,99,6387
210011230,196,39,41,53,83,94,137,0,3,655
210011231,106,22,32,35,41,55,43,0,0,346
210011533,190,31,45,62,135,121,123,0,9,716
210011534,277,77,53,80,166,109,122,0,11,903
210021232,272,24,59,82,138,94,91,0,16,774
210021233,48,8,14,19,11,15,10,0,4,137
210021234,42,9,9,6,14,16,12,0,3,116
210021235,113,13,21,24,35,35,52,0,8,297
210031236,568,105,147,190,378,277,348,4,32,2044
210031237,272,84,121,138,214,155,230,3,9,1224
210031439,18,4,3,4,9,4,5,0,0,45
210031440,110,20,44,40,79,74,89,0,4,456
210031535,196,46,96,100,186,170,203,0,12,1013
210031536,158,30,54,60,149,128,164,3,9,753
210031537,60,13,19,30,57,58,74,0,0,308
210031538,207,59,45,64,170,151,129,0,9,842
210041240,161,21,31,35,77,66,40,0,5,431
210041539,26,8,7,14,41,27,19,0,0,155
210041540,355,57,94,148,262,234,203,4,15,1374
210041541,59,14,5,20,38,29,26,0,3,203
210051242,1265,368,442,545,1199,973,964,11,81,5849
210051243,2753,826,864,1084,2102,1860,2519,30,175,12218
210051245,386,125,97,145,291,233,258,0,17,1549
210051246,291,80,78,104,195,129,129,3,6,1010
210051247,132,30,46,63,80,85,78,0,9,524
210051248,1503,413,451,669,1210,841,738,16,78,5910
210051250,408,88,103,171,316,257,308,7,26,1677
210051441,95,23,32,69,128,112,113,0,5,588
210051442,114,33,53,82,207,120,138,0,0,753
210051443,356,122,152,235,523,360,420,0,26,2213
210051445,112,46,42,125,460,325,313,5,18,1434
210051542,14,10,17,35,107,75,87,0,0,347
210051543,126,46,84,169,375,287,291,4,11,1400
210051544,711,237,278,342,763,660,830,12,49,3884
210051545,63,47,73,91,129,85,101,0,7,590
211011251,1275,298,346,537,919,800,704,16,54,4943
211011254,1783,419,562,816,1288,1032,988,20,69,6985
211011255,72,14,25,22,44,19,30,0,4,225
211011256,517,131,123,230,387,313,302,5,19,2031
211011257,336,64,101,145,183,156,155,0,11,1147
211011258,288,62,75,116,180,149,160,3,12,1048
211011259,452,101,138,200,321,256,276,3,16,1763
211011260,640,157,241,370,617,494,398,5,31,2944
211011446,615,142,165,238,427,331,404,9,21,2348
211011447,240,37,70,94,165,125,108,0,0,848
211011448,429,71,108,215,330,231,183,0,22,1596
211011449,36,4,3,8,21,16,8,0,0,98
211021261,293,53,90,89,143,148,155,0,8,986
211021262,216,52,66,58,106,73,64,0,0,630
211031263,782,187,184,287,536,457,461,6,31,2917
211031265,156,16,40,43,79,64,49,0,4,458
211031266,1124,280,309,559,892,779,795,6,51,4797
211031267,530,126,143,252,410,302,286,5,14,2058
211031268,96,24,32,60,77,66,50,0,7,413
211031450,300,64,76,87,193,181,133,4,22,1058
211031451,221,38,53,88,177,148,135,0,7,872
211031452,224,61,70,84,151,116,162,3,5,868
211041269,489,110,187,285,463,350,331,3,24,2237
211041270,635,151,238,327,479,408,413,0,23,2683
211041271,654,158,241,318,513,423,400,8,24,2736
211041272,234,50,84,141,202,160,167,0,7,1036
211041273,228,54,60,160,205,176,144,0,10,1036
211051274,178,18,36,51,83,67,57,0,4,490
211051275,261,57,56,108,164,144,142,0,10,937
211051276,295,52,76,75,124,94,101,5,19,833
211051277,345,72,86,150,240,198,207,0,18,1317
211051278,707,113,150,209,306,320,290,0,36,2140
211051279,178,17,37,45,62,48,79,0,5,464
211051280,107,15,14,22,53,38,34,0,5,293
211051281,289,26,68,108,182,140,129,0,15,958
211051282,184,27,34,47,63,35,39,0,0,436
211051283,136,21,30,36,42,42,39,0,3,355
211051284,142,19,38,49,64,52,31,0,4,389
211051285,122,14,12,34,57,41,55,0,12,352
211051286,229,33,44,40,51,62,58,0,20,544
212011289,229,31,46,72,108,81,67,3,9,658
212011546,309,78,108,176,372,300,188,3,15,1549
212011547,149,20,40,44,83,70,79,0,16,496
212011548,169,22,38,54,116,100,111,0,22,623
212011549,105,23,38,51,158,134,111,0,8,624
212011550,154,38,55,81,189,127,104,0,16,767
212011551,317,58,80,152,322,287,436,3,18,1682
212011552,361,81,115,210,514,349,313,0,25,1963
212021293,797,185,242,518,969,651,429,4,35,3839
212021295,216,69,77,132,222,221,160,0,9,1114
212021297,1241,363,431,580,975,740,763,10,60,5163
212021299,177,59,44,70,110,75,50,0,9,593
212021453,167,67,73,73,113,91,45,0,8,634
212021454,239,61,91,108,159,131,93,0,12,891
212021455,102,38,41,53,73,47,38,0,4,403
212021456,780,231,315,555,936,636,577,3,31,4055
212021553,169,45,79,112,255,153,98,0,10,920
212021554,91,24,30,72,177,117,81,0,11,603
212031300,512,117,199,357,769,531,411,0,33,2915
212031303,247,49,83,117,273,249,197,0,23,1236
212031304,206,59,98,178,486,332,297,3,17,1668
212031306,227,92,150,217,431,284,265,3,16,1697
212031308,143,21,37,50,73,114,103,0,13,558
212031457,131,37,47,132,152,126,91,0,4,718
212031458,134,42,69,116,166,132,76,0,9,751
212031555,59,22,34,82,196,129,93,0,4,616
212031556,60,21,36,109,297,241,214,0,9,989
212031557,115,26,84,148,483,269,262,0,10,1415
212031558,80,18,28,60,171,123,65,3,10,560
212031559,80,32,48,89,271,166,127,0,7,826
212031560,79,27,39,43,118,88,62,0,10,458
212031561,68,26,50,60,111,70,41,0,6,428
212031562,162,54,84,122,193,137,124,0,12,880
212041309,398,110,138,196,327,299,426,6,25,1928
212041310,819,267,257,370,672,548,762,6,46,3744
212041312,230,78,119,153,258,184,157,3,11,1186
212041313,189,44,40,63,89,96,94,3,20,634
212041316,524,157,149,227,349,276,268,3,17,1965
212041317,1482,504,498,582,1119,901,1067,3,99,6262
212041318,180,82,71,67,135,110,107,0,16,767
212041459,180,70,85,90,213,149,202,0,16,1011
212041460,263,111,108,148,252,198,257,0,16,1351
212041563,1907,599,784,1132,1770,1468,1167,14,107,8943
212041564,6362,1832,2126,2808,5215,4133,4504,87,329,27398
212041565,839,273,265,393,601,522,575,11,36,3512
212041566,688,211,275,335,561,451,430,3,26,2983
212051319,370,112,148,219,358,263,319,0,27,1808
212051321,542,168,193,289,416,345,331,8,29,2328
212051322,913,254,338,588,987,830,1045,3,72,5032
212051323,298,69,96,157,247,182,238,3,14,1312
212051324,1338,392,515,739,1246,1008,1056,13,54,6353
212051325,2327,696,897,1245,1839,1594,1616,32,120,10365
212051326,1263,273,384,492,984,809,1069,6,57,5349
212051327,507,124,144,252,396,345,416,3,13,2204
212051567,1880,555,733,1184,1856,1797,2250,40,89,10391
212051568,1595,476,636,898,1488,1211,1312,19,88,7734
213011328,243,67,57,75,159,148,128,0,15,889
213011329,142,60,60,48,97,92,64,0,6,585
213011331,95,25,38,30,76,58,44,0,3,360
213011332,284,46,61,94,153,102,99,0,14,857
213011333,115,30,30,53,81,68,60,0,9,444
213011334,456,141,111,141,238,225,235,3,26,1583
213011335,723,240,236,374,675,563,487,9,37,3340
213011336,880,268,244,339,648,553,530,14,53,3531
213011337,706,200,174,153,365,375,409,0,42,2433
213011338,1322,377,393,567,1282,999,1073,10,74,6099
213011339,181,50,63,87,213,151,145,0,7,905
213011340,480,89,91,158,274,199,265,5,21,1575
213011569,329,90,108,171,269,234,284,0,27,1507
213011570,1135,391,427,594,1305,1078,1077,17,76,6104
213021341,802,170,226,272,616,466,536,11,43,3142
213021342,173,49,72,96,219,178,135,0,12,925
213021343,1146,275,367,531,1068,861,1033,11,62,5364
213021344,471,110,123,179,305,280,313,4,20,1809
213021345,30,9,9,27,35,28,34,0,6,171
213021346,586,92,163,236,338,362,393,4,24,2190
213031347,750,244,258,333,612,507,755,5,30,3495
213031348,1808,493,577,747,1243,1139,1146,14,91,7254
213031349,476,137,165,261,372,396,516,3,30,2358
213031350,115,25,43,67,96,89,96,6,12,540
213031351,753,201,231,258,605,485,535,9,50,3112
213031352,452,112,135,218,346,332,396,3,17,2017
213041353,336,48,75,128,376,294,260,0,31,1544
213041358,218,56,78,146,300,250,193,0,14,1265
213041359,795,236,316,537,1326,1059,1217,14,57,5559
213041360,181,55,79,124,186,126,96,0,14,869
213041461,56,28,33,43,69,62,59,0,4,352
213041462,37,16,13,40,66,32,20,0,0,230
213041463,296,111,130,184,290,235,226,6,17,1487
213041571,49,6,17,35,76,34,38,0,7,262
213041572,78,21,30,56,163,114,106,0,10,573
213041573,17,0,9,13,15,6,12,0,0,68
213041574,72,14,36,51,121,70,98,0,3,474
213041575,164,35,49,54,84,59,67,0,5,518
213041576,85,25,25,30,63,44,46,0,0,314
213041577,365,71,95,163,361,281,306,5,22,1671
213041578,108,32,54,104,266,213,167,0,7,960
213051361,551,132,186,334,892,635,641,13,38,3422
213051362,280,82,116,257,544,413,375,4,22,2088
213051363,2001,609,678,1074,2144,1696,1772,20,115,10096
213051368,835,209,313,610,1282,1056,970,12,69,5352
213051464,139,38,57,136,265,231,222,0,6,1091
213051466,79,31,72,186,343,276,235,10,6,1235
213051467,211,50,79,122,266,203,197,0,13,1139
213051468,122,22,42,70,212,195,185,0,4,845
213051579,42,24,25,58,161,128,114,0,5,569
213051580,281,93,150,366,644,455,480,4,22,2494
213051581,53,18,39,104,208,161,120,3,8,713
213051582,20,9,16,56,202,162,187,4,10,663
213051583,172,59,100,280,706,415,504,11,23,2268
213051584,10,4,10,26,131,86,139,4,4,419
213051585,57,34,50,91,188,153,143,0,4,719
213051586,999,389,427,758,1818,1351,1589,22,93,7441
213051587,67,31,46,91,283,233,210,5,7,971
213051588,127,66,97,174,378,268,261,9,7,1373
213051589,34,13,20,55,121,99,108,3,3,464
213051590,67,18,29,78,203,143,148,0,11,695
214011370,1093,224,310,481,873,676,702,8,73,4442
214011371,1355,294,396,653,1106,760,590,8,74,5235
214011372,247,36,73,110,222,147,205,5,10,1052
214011373,235,36,68,81,168,120,94,0,13,817
214011374,379,48,75,142,261,201,209,4,8,1331
214011375,545,93,145,198,278,244,219,0,23,1749
214011376,136,28,37,58,80,80,73,3,7,490
214021377,242,36,37,68,108,111,95,0,13,715
214021378,198,33,43,61,109,133,107,0,21,699
214021379,596,74,124,179,302,204,138,4,37,1654
214021381,352,53,98,142,201,123,115,4,9,1107
214021382,214,36,53,96,129,92,51,0,11,690
214021383,309,44,55,79,113,114,142,5,34,885
214021384,457,62,60,121,201,187,167,0,26,1285
214021385,584,98,163,212,410,338,352,8,42,2212
214021591,464,70,105,160,292,255,228,0,26,1600
214021592,548,80,108,193,332,268,219,6,44,1799
215011386,109,11,33,37,80,73,165,32,12,562
215011387,24,4,0,10,14,11,11,0,6,85
215011388,144,21,32,55,156,136,155,0,8,717
215011389,30,0,3,7,18,18,32,0,0,113
215011390,58,4,4,35,104,52,54,0,11,321
215011391,32,7,6,0,11,9,18,0,0,87
215011392,93,24,21,43,76,97,202,12,11,572
215011393,21,6,4,6,7,12,27,0,0,87
215011394,47,0,3,11,36,30,34,0,5,168
215021395,70,10,20,22,40,66,90,0,17,343
215021396,50,9,15,19,20,35,72,0,7,226
215021398,46,3,14,22,45,64,219,10,6,439
215021399,50,9,7,19,28,60,139,4,7,317
215021469,312,51,111,117,271,280,487,7,45,1673
215021470,106,9,25,42,75,110,154,3,13,541
215031400,45,6,14,14,26,27,63,0,5,185
215031401,30,3,7,13,16,21,40,0,3,139
215031402,42,3,10,5,20,20,26,0,0,138
215031403,48,9,24,20,59,50,278,9,31,535
215031404,90,12,40,55,129,156,301,5,24,812
215031405,56,10,15,32,62,124,343,13,39,699
216011406,192,35,52,64,118,135,166,3,18,773
216011407,86,11,20,23,59,82,98,0,16,393
216011408,11,3,5,4,11,8,16,0,4,58
216011409,28,0,11,9,18,8,11,0,0,87
216011410,33,15,10,7,24,24,32,4,4,142
216021411,98,15,18,41,73,91,126,0,7,473
216021412,23,0,0,3,11,11,12,0,4,66
216021413,103,16,35,48,101,106,222,0,21,648
216021414,79,0,5,21,38,46,38,0,6,233
216031415,51,14,13,27,69,60,63,6,9,309
216031416,367,78,161,238,553,515,604,18,45,2576
216031418,40,8,7,17,62,66,81,0,5,281
216031419,149,30,46,61,120,128,277,0,11,820
216031593,39,11,22,35,42,55,39,0,9,246
216031594,200,40,71,116,305,293,337,0,36,1399
217011420,86,9,26,18,24,31,42,0,12,249
217011421,116,23,30,53,108,68,80,0,14,499
217011422,181,14,41,39,64,79,77,0,8,508
217011423,61,16,9,16,31,24,19,0,3,181
217031471,32,8,12,11,17,19,28,0,3,120
217031472,154,20,41,81,124,128,330,16,12,900
217031473,42,8,11,11,19,18,28,0,3,139
217031474,35,4,20,16,19,29,32,0,4,168
217031475,85,6,32,61,58,58,67,3,10,384
217031476,94,8,8,19,30,56,70,0,4,296
217041477,48,13,8,29,22,33,32,4,7,201
217041478,90,9,32,37,75,63,70,3,7,385
217041479,119,26,29,43,81,84,105,3,8,492
217041480,285,50,98,130,215,227,499,9,30,1540
297979799,14,0,7,0,6,4,0,0,0,39
299999499,9578,2134,2802,3551,6129,5487,6947,148,657,37444
301011001,186,36,64,83,160,94,59,0,10,697
301011002,178,27,50,80,92,81,49,0,8,565
301011003,175,39,58,90,163,127,82,5,12,744
301011004,775,175,285,426,607,452,443,5,40,3203
301011005,48,6,15,13,29,15,10,0,0,142
301011006,157,37,62,79,120,74,59,3,7,591
301021007,735,172,305,493,737,448,342,5,36,3280
301021008,139,31,40,80,122,73,66,0,3,556
301021009,186,42,94,102,143,100,84,0,12,759
301021011,137,40,63,85,196,178,103,0,16,824
301021012,188,42,79,116,191,127,85,4,4,832
301021013,265,57,101,157,274,204,120,8,25,1203
301021550,54,5,12,13,18,25,23,0,5,140
301021551,108,12,29,26,42,22,8,7,12,261
301031014,544,121,239,328,537,338,286,8,21,2420
301031015,151,37,46,79,134,86,79,0,17,632
301031016,146,35,55,98,147,110,85,0,6,680
301031017,969,282,518,743,1317,1023,913,14,91,5874
301031018,269,76,127,185,268,195,186,5,24,1340
301031019,145,30,67,117,192,156,84,3,13,802
301031020,296,67,91,158,244,160,122,3,8,1141
301031021,501,119,212,283,542,398,330,10,34,2430
302011022,106,15,41,48,88,61,45,0,3,408
302011023,82,15,18,44,59,45,38,5,3,309
302011024,157,32,63,92,181,140,110,0,9,793
302011025,105,17,38,77,112,79,95,0,5,534
302011026,121,30,49,73,111,67,65,0,3,519
302021027,265,65,111,151,302,230,215,0,9,1345
302021028,959,279,399,689,1298,865,822,16,65,5387
302021029,64,13,15,29,44,30,28,4,5,232
302021030,437,122,154,189,389,296,223,9,23,1837
302021031,238,69,88,132,250,171,169,10,13,1129
302021032,286,84,104,146,275,217,195,8,20,1322
302021033,61,12,31,16,41,64,79,0,6,316
302021034,97,34,24,44,65,48,37,0,9,361
302031035,111,33,37,59,98,93,76,0,4,505
302031036,1615,451,640,876,1575,1018,803,23,91,7093
302031037,933,223,401,513,868,671,574,16,59,4260
302031038,806,203,339,458,839,594,494,13,46,3785
302031039,600,168,253,319,680,528,415,7,43,3011
302031040,273,76,132,173,310,265,304,3,13,1559
302041041,152,38,64,74,159,96,77,0,7,663
302041042,143,27,44,44,136,81,40,0,4,515
302041043,72,10,18,28,54,54,24,0,3,263
302041044,178,33,74,85,174,136,181,4,5,873
302041045,136,36,67,75,240,164,145,0,14,863
302041046,182,35,57,77,140,114,95,0,14,719
303011047,130,37,55,65,116,86,99,0,8,597
303011048,337,95,154,223,324,280,266,4,30,1711
303011049,202,38,64,93,187,152,120,0,10,855
303011050,96,19,36,49,64,51,54,0,6,360
303011051,300,88,153,222,374,278,320,4,15,1749
303021052,177,46,54,101,171,145,160,0,15,866
303021053,414,117,148,244,354,289,380,0,31,1975
303021054,153,52,64,87,143,91,110,0,5,709
303021055,515,146,195,328,516,394,346,8,34,2485
303021056,128,33,42,68,108,104,82,0,7,572
303021057,73,17,17,45,78,70,71,0,6,382
303021058,1112,390,590,774,1382,929,826,23,68,6093
303021059,328,87,99,164,267,237,196,3,8,1397
303031060,913,326,445,657,1125,825,676,11,51,5032
303031061,145,46,85,124,175,131,150,5,15,877
303031062,379,110,137,200,355,195,190,0,16,1593
303031063,354,114,154,220,351,264,270,9,15,1747
303031064,231,78,92,157,230,195,187,8,13,1200
303031065,712,244,360,547,936,714,773,11,50,4345
303031066,124,45,56,84,137,116,79,0,8,651
303041067,628,181,262,402,676,565,449,4,34,3204
303041068,226,59,90,105,174,164,139,0,14,973
303041069,148,80,107,135,232,204,207,3,17,1123
303041070,621,209,271,406,604,547,470,9,37,3167
303041071,105,26,40,43,65,51,63,5,0,389
303051072,71,37,50,73,94,76,78,0,12,495
303051073,410,155,239,377,635,416,325,3,34,2597
303051074,785,222,417,529,1052,790,583,5,70,4449
303051075,248,83,146,219,445,272,184,3,19,1625
303051076,2025,514,828,1072,1982,1615,1329,32,154,9561
303061077,79,31,68,65,120,100,77,0,0,545
303061078,171,67,110,144,254,222,210,4,17,1199
303061079,240,86,147,192,304,289,294,5,19,1568
303061080,313,143,226,257,483,366,327,5,27,2139
304011081,234,56,86,138,204,142,112,0,22,991
304011082,118,20,40,44,86,56,32,0,3,396
304011083,29,3,16,13,12,18,10,0,0,98
304011084,391,111,150,200,332,243,190,10,27,1649
304011085,54,15,20,18,15,8,9,0,0,129
304021086,118,26,38,86,118,78,40,4,3,512
304021087,193,54,53,135,173,116,111,3,4,845
304021088,126,36,56,77,131,92,76,4,5,598
304021089,61,19,32,56,56,51,44,0,3,313
304021090,178,52,82,117,126,123,93,3,7,778
304021091,123,34,49,59,90,73,53,0,8,491
304031092,119,31,40,81,107,93,148,0,11,621
304031093,174,43,62,102,196,121,79,0,10,778
304031094,472,132,243,373,563,484,581,13,28,2889
304031095,111,28,40,57,89,65,72,0,5,475
304031096,649,257,370,526,852,972,1132,17,31,4809
304031097,140,32,59,86,135,110,123,0,5,692
304041098,360,100,144,208,315,162,146,0,24,1462
304041099,0,0,4,0,0,0,0,0,0,7
304041100,94,15,38,49,119,81,79,0,7,483
304041101,135,40,65,105,148,130,146,4,10,778
304041102,41,5,9,16,10,9,4,0,0,98
304041103,193,40,79,126,185,122,117,0,13,871
304041104,101,16,46,62,86,91,87,4,5,502
305011105,9301,2824,4517,6581,9608,8034,8459,195,472,49986
305011106,1589,498,745,1308,1986,1643,1989,35,88,9875
305011107,76,17,23,22,57,34,40,0,5,279
305011108,201,49,82,135,257,211,212,7,15,1172
305011109,276,58,105,130,272,266,355,6,15,1481
305011110,2165,661,952,1471,2403,1921,1945,44,129,11692
305011111,894,234,367,552,921,700,745,24,49,4485
305011112,466,135,209,335,540,536,687,3,34,2944
305021113,57,6,16,21,31,32,30,0,6,206
305021114,148,28,57,94,150,149,202,3,8,841
305021115,246,49,87,120,218,188,261,0,21,1189
305021116,69,17,34,42,48,65,75,0,5,348
305021117,436,123,167,277,428,444,491,11,30,2400
305021118,84,29,28,48,48,47,72,0,4,358
305031119,230,54,103,161,267,218,254,7,12,1312
305031120,70,21,23,36,62,49,62,0,6,335
305031121,104,22,38,51,99,110,143,4,6,578
305031122,140,29,45,91,147,133,153,0,9,754
305031123,59,15,18,25,36,30,25,0,4,211
305031124,158,46,47,93,159,178,263,0,8,960
305031125,237,58,77,150,268,223,184,4,8,1216
305031126,1296,452,639,890,1481,975,723,21,52,6528
305031127,88,18,40,55,104,92,124,0,4,537
305031128,1414,398,673,1076,1587,1300,1453,23,90,8008
305031129,72,17,31,43,84,54,83,0,4,387
305031130,218,56,98,122,227,147,192,0,16,1070
305031131,261,72,100,142,235,188,244,0,13,1262
305041132,241,58,104,135,195,154,148,3,6,1037
305041133,302,103,115,157,314,169,142,10,15,1340
305041134,123,31,43,61,71,49,62,0,11,441
305041135,1151,287,502,755,1224,1065,1150,36,67,6231
305041136,132,19,45,57,104,77,76,0,11,526
305041137,594,164,262,414,601,502,568,12,37,3155
306011138,36,7,12,15,25,23,17,0,0,145
306011139,177,41,74,81,135,158,142,0,10,819
306011140,257,71,86,74,174,112,77,0,21,872
306011141,189,55,65,81,201,134,104,6,10,849
306011142,383,89,118,162,329,238,194,5,29,1554
306011143,84,11,11,24,32,22,16,0,0,203
306021144,78,17,24,36,40,35,29,0,6,266
306021145,1616,461,611,867,1411,1302,1350,39,108,7765
306021146,140,41,60,77,109,105,83,0,9,619
306021147,104,26,44,58,83,47,39,0,13,426
306021148,140,23,38,51,80,51,64,0,16,468
306021149,75,17,23,29,77,59,36,0,4,326
306021150,0,0,0,0,0,0,0,0,0,0
306021151,84,13,27,46,82,71,54,0,6,385
306021152,330,90,111,150,227,186,133,0,21,1244
306021153,63,21,18,28,66,27,28,3,9,253
306021154,980,204,270,335,604,457,359,7,71,3282
306021155,34,20,8,18,35,38,16,0,0,178
306021156,133,24,43,56,66,65,74,0,9,480
306021157,146,37,52,60,84,49,54,3,3,490
306031158,81,8,6,11,31,26,70,0,9,242
306031159,209,34,39,39,106,104,136,3,47,718
306031160,122,30,16,26,104,68,167,17,22,569
306031161,212,38,52,49,110,125,183,25,48,851
306031162,0,0,0,0,0,0,0,0,0,0
306031163,12,3,8,5,5,6,4,0,0,44
306041164,179,20,56,51,67,46,58,0,16,492
306041165,246,43,86,107,171,170,385,15,29,1250
306051166,309,44,66,82,107,102,245,14,38,1005
306051167,85,5,25,20,21,16,16,0,11,199
306051168,129,23,17,29,35,28,22,0,5,294
306051169,163,19,23,23,31,32,55,0,17,358
306051170,262,28,49,56,122,124,231,17,36,926
307011171,50,5,12,7,25,32,70,3,6,205
307011172,119,31,38,61,126,107,181,0,12,683
307011173,57,6,17,18,82,63,62,0,3,306
307011174,36,0,7,12,17,10,33,15,4,134
307011175,75,11,30,29,59,65,149,0,12,432
307011176,108,12,38,54,148,131,106,4,6,619
307011177,62,13,11,25,46,41,32,0,9,238
307011178,18,0,4,10,17,17,25,0,4,91
307021179,87,8,16,24,32,33,46,0,6,259
307021180,134,26,32,108,238,172,163,9,28,907
307021181,39,7,9,13,49,47,104,7,3,271
307021182,46,10,20,25,56,65,80,0,10,316
307021183,184,17,43,70,184,174,124,4,13,810
307031184,43,3,10,15,23,20,12,3,3,140
307031185,47,4,0,5,7,9,11,0,5,98
307031186,40,9,6,6,24,31,15,0,0,126
307031187,150,7,32,28,40,32,47,0,7,344
307031188,115,10,12,16,21,19,135,0,5,340
307031189,207,38,52,70,111,103,132,0,19,734
308011190,185,34,66,72,160,121,69,4,20,726
308011191,189,26,43,67,125,108,164,31,24,782
308011192,213,45,65,125,277,228,205,4,20,1189
308031205,75,12,23,36,88,72,58,0,3,354
308031206,11,0,0,9,8,5,7,0,0,49
308031207,37,5,9,11,23,12,11,0,0,108
308031208,32,7,9,9,24,13,19,0,7,117
308031209,31,8,9,15,23,18,14,0,0,114
308031210,57,6,16,27,42,55,42,0,4,248
308031211,25,0,8,49,133,93,169,8,10,503
308031212,11,0,7,3,9,4,3,0,3,45
308031213,103,28,26,42,101,92,70,0,3,475
308031214,85,12,28,17,107,74,82,4,4,410
308031215,159,30,49,65,176,134,132,0,20,778
308031216,47,5,13,19,35,26,24,3,5,184
308031217,244,43,58,108,264,164,175,0,18,1074
308031218,24,3,4,12,55,71,53,0,6,230
308031219,37,5,4,6,23,9,26,0,4,119
308031220,27,0,14,5,22,14,18,0,3,100
308031221,3,0,0,0,0,0,0,0,0,3
308031222,164,31,59,103,240,226,250,11,15,1102
