POW_SA2_CODE_2021,Tot_Bf_91,Tot_91_95,Tot_96_00,Tot_01_05,Tot_06_10,Tot_11_15,Tot_16_20,Tot_2021,Tot_NS,Tot_Tot
308031223,243,57,56,69,133,95,107,8,18,786
308041528,128,20,37,67,101,79,132,15,21,599
308041529,62,8,18,26,57,60,77,3,11,333
308051530,108,11,10,37,24,35,28,5,10,274
308051531,147,21,35,74,129,87,38,8,10,545
308051532,122,13,24,35,67,79,32,0,9,386
308051533,122,34,40,63,133,100,78,0,12,586
308051534,281,55,83,105,256,298,141,5,25,1250
308051535,168,26,40,63,150,113,96,5,10,668
308051536,22,3,4,12,25,40,16,0,0,124
308051537,17,5,4,4,18,13,0,0,0,53
308051538,40,3,14,13,34,31,23,0,3,163
308051539,94,28,41,51,129,142,78,3,10,579
309011224,260,64,137,199,249,275,366,4,34,1594
309011225,861,203,383,464,703,634,831,11,53,4142
309011226,266,56,122,173,228,185,206,0,15,1259
309011227,724,199,336,406,695,678,961,13,81,4082
309011228,227,62,88,104,162,109,138,3,18,913
309011229,188,51,76,84,156,145,201,4,12,917
309021230,214,34,86,105,177,164,233,3,19,1049
309021231,477,93,164,236,324,292,236,7,33,1867
309021232,251,53,91,106,140,119,85,3,16,860
309021233,187,28,61,91,128,95,78,4,14,680
309021234,238,58,104,104,155,164,191,7,22,1046
309031235,537,111,242,311,447,322,304,9,39,2323
309031236,294,80,140,200,341,294,300,12,24,1683
309031237,134,19,61,75,145,94,67,0,5,607
309031238,276,69,120,129,273,216,196,3,23,1311
309031239,182,33,47,73,91,93,74,3,12,619
309031240,242,54,94,132,181,142,133,4,23,1006
309041241,114,15,22,29,34,15,17,0,0,259
309041242,410,69,117,125,174,127,112,3,26,1157
309051243,166,21,44,52,66,48,55,0,4,460
309051244,377,78,163,177,251,170,142,0,19,1368
309051245,116,32,60,75,103,60,78,3,0,523
309061246,407,78,187,209,298,227,222,0,20,1652
309061247,96,25,36,54,72,44,53,4,3,391
309061248,808,153,328,388,623,425,383,15,60,3172
309061249,201,33,88,140,223,143,116,5,11,977
309061250,137,35,51,56,95,63,47,3,3,489
309071251,447,97,222,323,610,472,426,12,26,2650
309071252,552,138,282,398,645,511,361,7,35,2931
309071253,390,83,159,228,343,324,326,3,30,1888
309071254,134,17,33,42,46,64,36,0,0,375
309071256,347,85,166,220,383,278,183,3,18,1688
309071552,757,194,370,548,969,708,661,15,78,4301
309071553,838,207,390,507,843,667,493,16,64,4016
309071554,122,30,70,77,222,184,142,3,12,847
309071555,54,7,29,43,133,94,82,0,3,442
309071556,112,23,47,62,128,78,45,0,9,505
309071557,320,73,187,209,427,281,206,6,22,1735
309071558,56,17,16,29,42,44,32,0,11,249
309081259,88,29,26,58,46,54,49,0,4,353
309081260,146,35,74,74,121,84,72,0,5,612
309081262,496,121,237,353,432,381,368,7,39,2438
309081559,449,112,192,267,361,274,280,8,17,1971
309081560,781,182,384,504,750,589,518,10,50,3774
309091263,465,114,182,221,325,247,227,10,27,1835
309091264,635,153,260,351,514,396,389,11,48,2751
309091265,115,23,41,77,114,88,92,4,8,557
309091540,2013,574,1017,1313,2130,1761,1576,43,140,10574
309091541,488,108,201,294,449,414,419,14,46,2426
309101267,428,97,185,211,315,248,198,3,19,1702
309101268,591,160,234,313,432,401,357,14,30,2539
309101269,238,57,84,124,191,195,253,4,23,1175
309101561,538,140,222,365,589,547,920,11,57,3390
309101562,287,91,126,172,247,307,442,7,18,1701
310011271,909,238,326,448,905,672,524,7,54,4081
310011272,119,38,45,53,113,102,82,0,9,568
310011274,727,246,299,356,663,570,379,5,63,3309
310011275,284,78,110,142,277,214,155,7,22,1286
310011276,970,262,420,571,887,729,618,17,81,4558
310011563,44,16,18,51,75,69,40,0,5,307
310011564,278,92,134,192,279,206,152,0,24,1356
310021277,153,18,32,31,58,61,151,5,20,537
310021278,92,10,11,17,21,15,16,0,6,193
310021279,0,0,0,0,0,0,0,0,0,0
310021280,248,26,56,81,109,111,264,0,26,929
310021281,166,25,30,62,65,64,77,3,16,511
310021282,350,85,122,153,216,101,65,3,22,1115
310031283,80,21,25,50,68,42,52,0,4,338
310031284,246,56,102,108,166,116,103,0,17,909
310031285,98,18,25,38,70,63,45,0,7,370
310031286,808,181,280,442,796,556,357,10,39,3473
310031287,231,42,62,102,168,148,101,0,17,868
310031288,40,9,6,25,37,25,22,0,3,173
310031289,55,8,18,14,39,23,21,0,0,171
310031290,62,17,23,26,24,15,14,3,0,188
310031291,80,17,36,44,67,49,43,0,0,342
310031292,114,29,35,79,110,109,89,4,12,577
310031293,120,22,39,45,106,64,43,0,7,442
310031294,73,17,24,47,101,62,66,0,6,397
310031295,164,41,60,126,365,133,72,3,24,987
310041297,99,12,32,15,34,35,25,0,3,266
310041298,575,156,234,278,489,362,263,10,48,2417
310041299,330,108,132,219,386,295,213,18,34,1727
310041300,181,51,70,106,174,127,89,9,15,823
310041301,3,0,0,0,7,7,0,0,0,22
310041302,149,33,58,127,229,211,133,5,14,965
310041303,155,25,58,90,158,120,82,0,17,706
310041304,314,105,146,237,510,378,229,4,16,1941
310041565,104,15,41,79,199,135,124,3,0,715
310041566,55,20,25,39,72,62,38,0,5,304
311011305,303,55,84,111,154,118,91,0,27,939
311021306,488,86,192,255,408,328,257,10,34,2058
311021307,127,19,43,72,102,65,48,0,7,491
311021308,92,25,56,60,197,136,136,0,18,718
311021309,121,26,44,40,89,44,32,0,4,401
311021310,62,9,19,36,35,31,26,0,4,217
311031311,235,73,101,115,246,210,202,0,20,1210
311031312,355,110,196,276,498,363,262,12,28,2090
311031313,94,15,32,27,56,59,42,0,3,335
311031314,409,107,212,220,416,325,210,6,41,1945
311031315,0,0,0,0,0,0,0,0,0,0
311031316,204,60,75,100,200,138,69,0,15,865
311031317,115,38,62,78,103,103,71,5,4,580
311031318,62,12,8,18,30,13,13,0,3,158
311031319,111,41,53,62,118,72,36,0,12,499
311041322,162,16,39,46,62,50,30,0,11,410
311041567,53,13,21,24,51,37,17,3,0,218
311041568,56,8,17,13,43,23,30,0,8,210
311041569,108,27,34,40,65,54,46,0,5,380
311041570,250,45,59,96,139,92,66,0,13,757
311041571,57,7,29,34,67,52,33,0,7,287
311051323,183,41,63,79,184,135,165,3,8,860
311051324,184,37,60,64,84,79,57,0,7,573
311051325,574,130,237,294,446,358,251,3,28,2318
311051326,686,215,332,462,806,520,383,9,50,3468
311051327,352,82,130,184,268,176,123,4,25,1336
311051328,91,37,56,58,119,108,82,0,14,563
311061329,114,27,41,81,105,54,48,0,6,479
311061330,209,49,80,82,178,138,91,0,16,839
311061331,524,127,254,308,491,391,289,3,32,2421
311061332,130,36,46,81,127,86,55,0,0,561
311061333,512,131,228,253,488,385,268,5,32,2311
311061334,482,134,195,285,479,339,316,10,38,2272
311061335,514,162,267,342,529,394,315,10,43,2562
311061336,226,60,100,121,194,167,134,0,12,1009
312011337,129,21,37,34,65,74,94,14,12,487
312011338,398,64,119,161,327,184,190,0,49,1500
312011339,133,24,35,47,91,69,53,0,13,462
312011340,132,31,47,59,93,59,350,70,25,866
312011341,321,55,120,147,319,221,184,4,38,1401
312021342,85,14,34,38,74,64,36,0,8,352
312021343,32,3,10,15,29,37,38,0,4,175
312021344,45,6,12,32,78,66,39,0,6,285
312021345,0,0,0,0,0,0,0,0,0,0
312021346,359,75,110,237,585,384,367,6,35,2155
312021347,35,3,12,14,30,19,29,0,0,149
312021348,140,21,36,70,143,107,90,3,3,619
312021349,122,27,28,48,116,77,77,6,5,501
312021350,340,79,108,204,558,344,250,0,30,1914
312021351,44,4,6,14,23,22,7,0,8,135
312021352,122,25,34,41,86,62,43,7,10,427
312021353,54,5,7,18,17,4,12,0,4,116
312021354,33,0,3,8,21,15,10,0,0,89
312021355,33,3,3,14,27,25,19,0,6,133
312021356,40,7,18,21,54,30,29,0,0,195
312021357,41,7,3,9,26,14,11,0,4,120
312021358,167,28,48,92,260,230,235,8,12,1076
312031359,388,66,116,167,294,381,691,14,38,2155
312031360,0,0,0,0,0,0,0,0,0,0
312031361,171,25,29,49,78,54,36,0,7,461
313011362,171,25,41,48,90,72,131,0,13,592
313011363,294,53,68,96,181,114,88,4,26,922
313021364,72,18,19,30,58,40,21,0,0,253
313021366,343,63,119,155,338,238,234,11,26,1514
313021367,60,12,24,35,38,50,166,0,10,378
313021368,77,17,24,32,53,35,29,0,0,275
313021369,79,25,13,54,46,64,307,5,15,609
313021572,554,100,154,261,488,349,299,15,33,2252
313021573,382,79,100,154,242,179,188,3,28,1363
313031370,86,10,25,42,124,146,381,10,23,848
313031371,167,21,39,49,90,51,27,0,8,450
313041372,234,43,85,103,223,139,130,3,17,974
313041373,376,68,145,186,396,265,179,0,20,1642
313041374,66,4,19,31,36,20,18,0,0,188
313041375,278,46,88,150,258,179,125,7,23,1153
313041376,34,3,5,10,10,3,3,0,0,64
313051377,283,51,86,105,231,161,135,0,13,1071
313051378,171,19,48,58,130,60,63,0,9,564
313051379,446,94,162,263,475,306,216,0,27,1984
313051380,358,73,134,195,360,265,191,7,18,1596
313051574,13,0,5,3,0,10,29,0,0,60
313051575,195,35,47,66,128,90,71,4,4,644
314011382,211,42,80,140,223,119,101,0,16,927
314011383,166,28,43,84,159,122,58,3,4,669
314011384,97,20,25,51,48,29,16,0,11,289
314011385,66,12,28,35,41,37,23,0,7,241
314011386,259,54,87,115,196,148,166,0,16,1043
314011387,189,44,54,101,99,71,42,0,7,623
314021389,138,41,57,84,210,150,105,7,5,796
314021576,27,16,18,24,52,43,32,0,0,211
314021577,207,47,87,97,222,174,99,3,18,953
314021578,86,22,54,64,222,162,115,0,9,735
314021579,567,120,268,499,1066,744,512,7,42,3822
314031391,82,13,33,53,86,48,36,0,0,361
314031392,160,35,51,76,157,110,71,4,14,681
314031393,137,28,40,58,97,64,56,0,11,489
314031394,1042,260,407,579,986,746,659,9,74,4770
315011395,5,3,0,5,3,4,4,0,0,30
315011396,141,25,48,40,61,53,146,7,36,551
315011397,21,4,3,0,7,5,11,0,0,49
315011398,18,0,7,9,7,3,7,0,3,45
315011399,26,0,5,4,10,6,8,0,0,58
315011400,108,22,19,34,53,67,151,0,21,472
315011401,65,11,16,16,27,28,32,0,9,199
315011402,26,4,6,3,10,4,3,0,7,55
315011403,92,16,19,45,63,37,31,0,8,314
315021404,63,8,21,15,50,37,59,0,14,268
315021405,321,99,126,179,414,476,364,28,46,2041
315021406,178,45,41,68,161,126,130,7,19,772
315021407,97,16,37,39,66,52,51,5,15,370
315031408,51,10,9,17,28,22,22,0,0,159
315031409,40,8,15,21,30,26,85,0,6,238
315031410,32,3,7,16,13,23,22,0,5,114
315031411,42,8,8,10,10,17,14,7,7,110
315031412,59,9,14,20,33,25,49,0,8,212
316011413,658,134,220,384,533,412,367,10,42,2765
316011414,337,58,112,172,259,173,188,0,21,1322
316011415,142,25,37,70,104,66,64,0,7,508
316011416,296,55,118,181,372,320,243,3,18,1608
316021417,89,23,24,63,106,83,51,0,8,458
316021418,141,28,56,85,170,135,114,0,13,743
316021419,394,74,114,166,333,264,217,0,29,1580
316021421,148,30,42,57,93,85,59,0,9,522
316021422,143,33,43,82,75,68,61,3,4,506
316021423,293,57,87,139,213,205,170,9,23,1190
316021424,587,155,213,382,648,508,395,8,43,2932
316021580,211,32,75,122,225,150,179,5,14,1013
316021581,238,38,68,112,208,144,132,4,18,963
316031425,228,39,72,122,189,152,196,4,15,1009
316031426,234,35,64,107,169,148,145,3,14,919
316031427,1094,186,364,605,951,824,826,15,91,4954
316031428,291,52,94,177,260,278,326,12,31,1516
316051434,302,66,102,145,211,227,282,3,24,1358
316051435,579,105,150,299,395,334,282,6,38,2190
316051437,117,20,47,63,79,77,66,0,9,479
316051438,198,32,58,76,108,95,67,4,6,643
316051543,79,20,27,40,45,40,45,0,4,301
316051544,109,13,46,85,116,93,81,8,4,558
316061439,170,37,45,113,139,98,175,5,12,792
316061440,259,36,51,63,94,54,61,4,19,645
316061441,76,10,22,47,49,42,140,0,3,393
316061442,173,27,47,50,103,101,57,0,11,577
316061443,117,8,18,31,31,23,30,0,7,267
316061444,236,29,60,86,135,113,99,4,18,779
316071545,92,15,27,45,76,55,45,0,8,360
316071546,67,6,24,35,32,19,23,0,4,205
316071547,422,76,111,174,292,205,237,16,30,1561
316071548,762,132,191,300,471,359,245,8,35,2499
316081549,491,60,106,170,194,149,102,3,28,1302
317011445,21,4,14,9,14,13,37,0,0,118
317011446,169,39,58,139,233,211,250,0,7,1120
317011447,172,26,40,85,179,146,187,3,20,854
317011448,164,34,49,119,161,167,474,52,22,1240
317011449,20,0,4,5,8,9,3,0,0,54
317011450,129,9,42,59,73,45,44,5,5,405
317011451,100,20,37,52,85,98,273,7,23,692
317011452,50,6,13,21,66,64,90,0,3,314
317011453,111,17,26,47,88,103,102,0,5,501
317011454,85,6,23,50,68,68,76,0,3,385
317011455,50,13,17,33,51,68,67,0,5,306
317011456,661,133,214,420,713,647,761,10,43,3602
317011457,270,37,79,120,200,171,175,3,6,1063
317011458,223,24,51,100,212,187,205,3,8,1017
317011459,221,47,73,125,258,178,203,0,21,1131
318011460,111,17,21,38,42,52,105,7,19,406
318011461,92,16,21,24,46,33,109,29,19,382
318011462,88,12,18,38,57,50,50,3,9,327
318011463,33,11,4,11,30,16,30,5,4,141
318011464,81,13,11,21,14,26,20,0,13,198
318011465,57,0,6,7,13,8,19,4,3,122
318011466,9,4,3,4,0,3,9,0,3,36
318021467,169,32,56,74,159,125,146,0,16,769
318021468,159,41,77,132,200,87,77,0,19,788
318021469,48,6,21,22,42,28,32,0,5,209
318021470,43,6,15,8,17,23,19,0,0,132
318021471,84,26,30,27,69,48,47,0,6,333
318021472,75,7,15,24,52,40,37,0,5,254
318021474,400,107,150,244,582,359,268,12,21,2142
318021475,505,86,120,205,330,278,206,11,39,1779
318021476,157,30,31,62,115,78,81,4,9,569
318021477,38,9,4,7,20,14,14,0,0,107
318021478,64,12,19,20,55,39,39,0,5,252
318021479,195,51,42,87,165,153,127,13,13,842
318021480,33,6,5,13,14,17,9,0,0,92
318021481,88,22,13,23,66,68,49,3,6,336
318021482,187,29,48,81,155,131,85,4,11,737
318021483,68,17,16,11,33,29,49,0,10,224
318021484,293,49,69,95,217,140,118,7,14,1001
318021485,90,20,26,37,47,49,46,0,4,318
318021486,56,5,9,8,10,9,13,0,9,121
318021487,49,15,15,36,73,61,74,4,5,334
318021488,160,23,45,74,109,85,88,5,6,595
318021489,46,8,16,22,21,20,22,0,0,157
318021490,479,86,153,209,374,317,323,4,35,1984
318021491,126,23,43,59,104,74,87,3,9,532
318021582,80,17,22,20,57,57,32,0,3,293
318021583,57,5,9,15,32,20,18,7,0,164
319011492,33,4,11,8,25,29,20,0,0,124
319011493,157,17,33,48,68,66,148,0,8,559
319011494,57,12,14,24,28,29,67,21,11,270
319011495,388,83,102,164,288,295,271,20,26,1645
319011496,122,22,37,32,59,47,54,0,4,374
319011497,69,18,13,26,45,43,203,5,21,452
319011498,79,11,18,15,30,94,174,13,48,483
319011499,182,27,51,54,59,66,243,10,25,717
319011500,99,12,27,23,42,45,50,0,0,300
319011501,137,18,27,27,28,42,33,4,10,326
319011502,73,11,16,31,30,21,26,3,0,208
319021503,82,12,17,30,30,48,220,16,25,476
319021504,60,0,15,15,17,19,58,14,7,214
319021505,202,27,39,50,103,93,146,26,19,703
319021506,109,9,12,25,34,33,28,5,17,260
319021507,43,0,4,9,10,5,31,0,8,110
319021508,33,4,10,12,29,19,31,0,0,150
319021509,89,11,19,19,41,13,26,0,13,230
319021510,0,0,0,0,0,0,0,0,0,0
319031511,96,13,16,21,18,19,26,0,10,211
319031512,513,67,94,127,198,147,124,7,34,1305
319031513,66,10,18,18,33,16,23,0,5,192
319031514,212,28,49,56,76,67,72,0,17,576
319031515,43,5,5,10,6,9,19,0,0,97
319041516,70,3,12,19,17,13,10,0,4,136
319041517,71,11,17,24,21,7,10,0,0,167
319041518,604,91,174,217,384,293,282,11,35,2095
319041519,35,8,11,11,15,20,7,0,0,113
319041520,233,25,49,62,88,86,77,0,14,644
319041521,216,33,49,67,102,79,72,0,9,620
319051522,86,7,15,21,25,22,37,0,6,222
319051523,9,4,4,0,4,3,3,0,0,30
319051524,430,60,82,102,182,115,123,3,29,1126
319051525,71,7,10,4,25,32,21,0,4,184
319051526,25,4,0,6,3,6,0,0,0,47
397979799,8,0,3,4,9,4,0,0,6,27
399999499,7989,1625,2634,3335,5262,4090,4474,155,621,30192
401011001,8546,1814,2235,3733,7292,6750,8438,132,377,39322
401011002,762,125,136,289,541,488,586,11,34,2973
401021003,121,11,17,19,32,30,29,0,8,265
401021004,337,45,60,84,147,105,125,0,9,917
401021005,106,3,27,39,87,38,89,0,15,407
401021006,196,29,60,73,129,136,124,14,9,770
401021007,484,61,84,139,321,207,202,8,33,1550
401021008,65,5,18,12,22,9,19,0,6,159
401021009,43,3,12,7,19,16,18,0,0,118
401021010,83,8,21,17,33,32,48,0,0,246
401031011,337,56,55,124,183,207,205,4,12,1175
401031012,220,39,49,106,164,140,176,0,6,886
401031013,797,120,178,340,726,573,702,5,39,3489
401041014,84,3,20,23,33,32,27,0,3,228
401041015,464,70,88,147,426,348,496,3,22,2055
401041016,338,60,69,100,237,213,283,0,22,1324
401051017,905,149,198,296,578,569,784,8,42,3532
401051018,443,67,95,188,430,392,540,8,19,2184
401051019,497,52,101,165,371,311,472,8,26,1999
401061020,111,13,18,46,83,80,96,0,5,460
401061021,339,43,79,114,307,242,347,0,13,1492
401061022,171,28,34,61,130,131,163,0,5,727
401071023,576,74,115,225,466,350,498,5,36,2357
401071024,849,150,198,347,799,710,1127,12,46,4237
402011025,169,19,19,33,51,41,28,0,9,364
402011026,530,59,59,109,225,153,116,0,19,1272
402011027,132,19,41,31,117,106,160,0,12,616
402021028,187,19,21,52,117,68,73,0,5,550
402021029,334,29,36,95,219,164,172,3,12,1069
402021030,925,119,162,318,727,509,426,11,42,3242
402021031,123,21,15,46,98,83,69,0,0,462
402021032,205,34,33,59,161,121,111,0,11,739
402021033,31,0,6,3,0,6,0,0,5,58
402021034,189,20,27,57,125,109,108,0,13,646
402021035,583,137,96,106,274,321,450,0,40,2007
402031036,1225,207,246,429,1112,924,1124,5,46,5331
402031038,422,72,78,153,375,310,436,3,25,1876
402031175,306,62,68,129,398,248,212,0,13,1442
402031176,166,22,26,57,166,119,188,0,8,755
402041039,21,5,0,8,22,18,42,0,5,123
402041040,205,41,45,85,234,160,164,0,14,933
402041041,306,42,53,71,143,118,124,0,18,875
402041042,61,10,13,28,51,34,26,3,4,223
402041043,167,52,43,62,199,124,127,0,8,774
402041044,114,27,24,45,72,73,72,0,3,436
402041046,834,151,133,219,601,516,479,0,42,2975
402041047,291,37,40,59,160,121,125,0,6,845
402041048,1176,242,312,407,948,666,683,34,64,4530
402041171,574,149,156,270,518,392,454,6,22,2550
402041172,710,113,112,162,384,344,523,3,33,2387
402051049,274,37,56,72,191,130,166,0,14,947
402051050,55,5,8,20,21,5,13,0,0,123
402051051,91,19,15,24,55,42,42,0,3,292
402051052,750,116,136,279,775,561,622,0,36,3270
402051053,218,18,26,46,108,72,53,0,7,553
402051054,134,12,21,44,67,41,34,0,7,360
402051055,287,30,36,79,245,137,188,0,4,1004
403011056,384,54,97,133,413,334,372,0,24,1814
403011057,473,64,105,196,376,359,556,8,27,2155
403021058,380,66,86,162,340,259,329,6,12,1635
403021059,125,18,23,57,120,84,62,0,6,497
403021060,96,15,20,31,64,48,43,0,0,306
403021061,487,97,137,212,488,348,436,3,28,2228
403021062,215,39,51,86,271,207,229,0,14,1114
403021063,80,13,15,22,70,39,30,0,4,275
403021064,340,74,105,194,425,294,395,0,21,1853
403031065,80,14,23,25,56,33,45,0,4,278
403031066,857,186,244,419,885,525,440,23,44,3617
403031067,148,38,38,72,136,121,106,0,11,664
403031068,427,74,62,134,376,289,404,7,21,1792
403031069,365,61,84,133,258,229,292,4,24,1448
403031070,236,49,44,70,152,131,187,0,15,876
403041071,106,22,25,50,115,90,91,0,4,499
403041072,197,21,27,45,135,85,53,0,13,572
403041073,505,61,75,134,297,229,181,0,23,1502
403041074,246,28,31,75,170,111,100,0,12,783
403041075,45,11,0,3,14,10,3,0,4,92
403041076,33,3,9,14,17,13,12,0,0,100
403041077,116,11,18,26,81,53,55,0,11,369
403041078,90,16,10,18,58,31,19,0,0,251
403041079,34,9,16,19,31,29,22,0,9,150
403041080,131,13,16,47,80,53,45,0,3,388
403041081,8,0,0,0,0,3,0,0,0,18
403041082,568,93,103,132,295,214,241,6,29,1676
403041083,278,32,44,85,171,127,107,3,15,852
403041084,211,31,63,68,149,121,132,0,9,788
403041085,124,16,22,46,91,57,48,0,0,404
403041086,170,26,40,55,122,67,86,0,7,581
403041088,133,9,19,30,36,14,21,0,10,270
403041089,89,22,11,29,63,53,52,0,0,321
403041177,240,33,31,87,174,143,112,0,9,831
403041178,87,16,13,14,47,50,18,0,7,248
404011090,565,119,127,228,447,301,289,0,18,2098
404011091,285,45,75,90,200,185,231,0,8,1125
404011092,187,33,53,71,137,135,193,0,13,812
404011093,900,164,182,264,701,631,824,7,26,3707
404011094,266,46,64,67,149,127,148,0,16,885
404011095,194,36,38,61,174,146,188,0,6,839
404011096,194,36,60,103,195,174,257,0,8,1030
404011097,753,152,140,242,541,412,550,0,28,2807
404021098,7,0,0,3,14,15,10,0,0,47
404021099,239,42,48,58,158,149,162,0,15,860
404021100,438,80,80,129,258,137,118,6,15,1259
404021101,886,136,138,238,624,472,561,9,39,3105
404021102,1948,384,351,544,1294,1105,1414,15,113,7168
404021103,8,0,0,0,9,11,0,0,0,29
404031104,470,106,117,190,423,297,379,7,13,2001
404031105,33,4,8,10,28,28,39,0,0,148
404031106,296,54,82,121,288,290,487,4,9,1625
404031107,1106,193,254,408,909,730,991,12,43,4645
404031108,1546,217,324,537,1234,958,1187,9,59,6088
404031109,64,14,16,32,70,64,52,0,0,317
405011110,145,7,28,28,49,35,31,0,12,340
405011111,177,14,24,28,64,65,54,0,9,431
405011112,111,11,11,14,36,19,13,0,0,217
405011113,58,10,11,14,57,86,56,0,10,312
405011114,211,19,14,53,70,60,39,0,10,476
405011115,134,14,26,29,55,54,36,0,4,345
405021116,80,9,16,27,40,52,40,0,9,269
405021117,98,10,9,6,25,30,32,0,7,216
405021118,48,7,6,11,9,8,17,0,0,107
405021119,115,4,10,22,51,90,58,0,6,371
405031120,43,5,4,0,16,12,18,0,4,94
405031121,54,3,0,8,18,9,15,0,0,106
405031122,151,17,21,43,85,101,89,0,6,519
405031123,27,0,4,3,6,5,9,0,6,57
405041124,78,10,5,10,30,21,14,0,7,177
405041125,41,4,8,3,9,11,9,0,4,88
405041126,45,7,0,5,13,14,8,0,0,105
405041127,77,12,7,12,16,19,12,0,8,159
405041128,45,3,4,5,3,8,9,0,0,72
406011129,49,3,6,10,28,41,20,0,3,156
406011130,48,4,5,7,11,21,9,0,4,111
406011131,42,3,10,4,18,18,23,0,0,123
406011132,22,0,0,0,7,15,5,0,3,53
406011133,246,19,17,57,106,108,114,0,24,690
406011134,52,8,5,3,11,16,25,0,3,120
406011135,3,0,0,8,5,9,5,0,0,27
406011136,559,26,27,62,176,134,155,3,29,1172
406011137,184,7,8,14,49,26,35,6,7,339
406021138,24,5,3,9,10,4,14,0,5,73
406021139,50,9,4,7,31,32,59,6,4,211
406021140,43,0,3,12,8,6,36,0,3,118
406021141,156,23,33,44,58,65,69,3,8,459
406021142,188,20,18,31,95,115,218,27,15,723
406021143,265,39,76,107,268,206,181,10,19,1168
407011144,238,15,25,35,66,50,51,3,11,492
407011145,133,13,25,22,47,44,51,0,15,352
407011146,113,14,18,32,37,40,48,0,13,309
407011147,149,11,16,18,47,44,54,0,4,340
407011148,349,34,50,67,131,100,67,0,14,813
407011149,144,13,16,17,35,32,29,0,13,294
407021150,56,8,7,19,53,35,46,4,13,247
407021151,48,10,7,18,12,9,15,0,0,122
407021152,68,6,7,13,15,16,30,0,7,162
407021154,80,9,20,28,46,85,104,3,6,380
407021155,18,4,12,17,35,47,138,8,4,279
407021156,47,4,3,7,17,30,48,0,4,160
407021157,82,13,11,38,98,140,241,0,17,642
407021158,48,0,8,9,17,24,22,0,6,127
407021173,173,7,37,32,113,114,78,0,12,576
407021174,236,29,64,78,136,107,110,4,16,787
407031159,94,10,17,20,43,37,42,0,8,266
407031160,100,12,14,22,42,38,43,5,9,285
407031161,37,4,3,18,24,33,91,0,7,213
407031162,57,12,0,14,24,30,53,0,11,208
407031163,21,0,0,0,23,4,27,0,0,81
407031164,78,6,9,9,25,11,30,0,9,177
407031165,292,34,39,80,185,155,110,0,18,921
407031166,74,9,12,33,105,161,200,9,7,610
407031167,63,3,15,17,28,48,49,11,4,239
407031168,91,16,19,20,39,40,144,11,32,412
407031169,73,14,12,18,39,36,60,0,10,256
407031170,69,12,19,11,37,31,82,0,8,271
497979799,5,0,0,0,0,0,0,0,0,7
499999499,3146,434,539,739,1543,1259,1768,62,263,9751
501011001,190,34,44,65,81,72,91,0,15,602
501011003,373,75,94,123,205,246,232,6,43,1400
501011004,380,71,90,111,191,211,167,3,70,1294
501011293,414,61,74,112,173,171,92,4,17,1123
501011294,391,50,80,130,253,214,107,3,12,1228
501021005,225,22,57,77,165,140,65,6,10,766
501021007,82,14,15,30,52,24,18,0,5,251
501021008,320,33,69,113,240,211,125,8,16,1130
501021009,287,35,42,66,156,106,40,4,23,755
501021010,89,25,22,24,52,37,18,0,6,272
501021011,233,33,45,94,203,187,144,0,20,967
501021012,133,15,25,50,144,98,39,4,9,513
501021014,294,40,66,112,248,280,345,19,57,1452
501021015,295,31,74,114,282,212,122,6,14,1149
501021016,156,11,17,31,77,70,34,0,14,411
501021251,76,17,20,27,86,77,45,0,7,360
501021252,43,11,9,19,34,27,6,0,4,149
501021253,786,115,176,299,585,497,284,8,46,2782
501021254,43,8,5,10,23,16,9,0,0,126
501031017,296,31,31,44,84,47,24,0,13,570
501031018,171,19,25,35,60,52,50,11,20,437
501031019,203,14,16,26,62,58,46,3,33,460
501031020,221,21,25,30,41,40,91,7,12,482
502011021,58,7,12,19,54,47,16,3,5,218
502011022,121,15,23,54,165,126,49,0,3,557
502011023,444,73,108,196,385,335,117,3,16,1679
502011024,233,39,56,118,265,226,98,0,15,1053
502011025,811,116,173,344,873,759,357,10,45,3479
502011026,71,11,6,24,37,23,9,0,4,192
502011027,225,41,49,112,342,312,109,0,20,1213
502011028,131,24,18,45,131,102,35,0,3,494
502011029,420,48,74,125,265,222,84,0,26,1268
503011030,100,45,33,67,84,81,92,0,12,518
503011031,585,93,189,278,447,442,427,5,42,2505
503011032,249,51,77,103,188,221,205,4,17,1112
503011033,189,40,53,92,108,117,113,0,3,722
503011034,368,92,108,168,272,262,227,8,16,1523
503011035,2931,776,1026,1463,2198,1959,1382,57,108,11903
503011036,493,80,143,212,354,277,176,0,23,1767
503021037,26,9,16,23,47,46,50,0,5,233
503021038,884,202,265,433,700,645,552,5,58,3750
503021039,712,153,191,260,462,492,471,3,37,2777
503021040,340,60,80,113,224,258,263,0,16,1353
503021042,2176,470,690,1021,1787,1585,1111,21,107,8976
503021043,1150,270,391,498,909,821,646,11,37,4741
503021295,1912,467,553,908,1702,1371,950,18,91,7976
503021296,1103,268,336,497,973,901,783,12,48,4928
503021297,13164,3368,5061,7466,13088,11574,8265,236,616,62835
504011044,689,156,187,298,630,498,262,7,21,2747
504011045,948,208,239,335,711,707,434,3,51,3636
504011046,307,63,78,86,249,216,200,0,16,1213
504011047,765,213,261,324,663,644,521,8,45,3445
504011048,157,36,36,42,97,59,50,0,3,482
504021049,156,28,35,68,111,70,25,0,7,503
504021050,171,32,22,33,53,35,15,0,6,368
504021051,78,9,7,22,31,21,13,0,5,183
