POW_SA2_CODE_2021,Lab_1_149_H_0,Lab_1_149_H_1_19,Lab_1_149_H_20_29,Lab_1_149_H_30_34,Lab_1_149_H_35_39,Lab_1_149_H_40_44,Lab_1_149_H_45_49,Lab_1_149_H_50ov,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_19,Lab_150_299_H_20_29,Lab_150_299_H_30_34,Lab_150_299_H_35_39,Lab_150_299_H_40_44,Lab_150_299_H_45_49,Lab_150_299_H_50ov,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_19,Lab_300_399_H_20_29,Lab_300_399_H_30_34,Lab_300_399_H_35_39,Lab_300_399_H_40_44,Lab_300_399_H_45_49,Lab_300_399_H_50ov,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_19,Lab_400_499_H_20_29,Lab_400_499_H_30_34,Lab_400_499_H_35_39,Lab_400_499_H_40_44,Lab_400_499_H_45_49,Lab_400_499_H_50ov,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_19,Lab_500_649_H_20_29,Lab_500_649_H_30_34,Lab_500_649_H_35_39,Lab_500_649_H_40_44,Lab_500_649_H_45_49,Lab_500_649_H_50ov,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_19,Lab_650_799_H_20_29,Lab_650_799_H_30_34,Lab_650_799_H_35_39,Lab_650_799_H_40_44,Lab_650_799_H_45_49,Lab_650_799_H_50ov,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_19,Lab_800_999_H_20_29,Lab_800_999_H_30_34,Lab_800_999_H_35_39,Lab_800_999_H_40_44,Lab_800_999_H_45_49,Lab_800_999_H_50ov,Lab_800_999_H_NS,Lab_800_999_H_Tot,Lab_1000_1249_H_0,Lab_1000_1249_H_1_19,Lab_1000_1249_H_20_29,Lab_1000_1249_H_30_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40_44,Lab_1000_1249_H_45_49,Lab_1000_1249_H_50ov,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_19,Lab_1250_1499_H_20_29,Lab_1250_1499_H_30_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40_44,Lab_1250_1499_H_45_49,Lab_1250_1499_H_50ov,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_19,Lab_1500_1749_H_20_29,Lab_1500_1749_H_30_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40_44,Lab_1500_1749_H_45_49,Lab_1500_1749_H_50ov,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_19,Lab_1750_1999_H_20_29,Lab_1750_1999_H_30_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40_44,Lab_1750_1999_H_45_49,Lab_1750_1999_H_50ov,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_19,Lab_2000_2999_H_20_29,Lab_2000_2999_H_30_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40_44,Lab_2000_2999_H_45_49,Lab_2000_2999_H_50ov,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000_3499_H_0,Lab_3000_3499_H_1_19,Lab_3000_3499_H_20_29,Lab_3000_3499_H_30_34,Lab_3000_3499_H_35_39,Lab_3000_3499_H_40_44,Lab_3000_3499_H_45_49,Lab_3000_3499_H_50ov,Lab_3000_3499_H_NS,Lab_3000_3499_H_Tot,Lab_3500mo_H_0,Lab_3500mo_H_1_19,Lab_3500mo_H_20_29,Lab_3500mo_H_30_34,Lab_3500mo_H_35_39,Lab_3500mo_H_40_44,Lab_3500mo_H_45_49,Lab_3500mo_H_50ov,Lab_3500mo_H_NS,Lab_3500mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_19,Lab_PINS_H_20_29,Lab_PINS_H_30_34,Lab_PINS_H_35_39,Lab_PINS_H_40_44,Lab_PINS_H_45_49,Lab_PINS_H_50ov,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_19,Lab_Tot_H_20_29,Lab_Tot_H_30_34,Lab_Tot_H_35_39,Lab_Tot_H_40_44,Lab_Tot_H_45_49,Lab_Tot_H_50ov,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_19,OIDNS_NNI_H_20_29,OIDNS_NNI_H_30_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40_44,OIDNS_NNI_H_45_49,OIDNS_NNI_H_50ov,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_19,OIDNS_1_149_H_20_29,OIDNS_1_149_H_30_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40_44,OIDNS_1_149_H_45_49,OIDNS_1_149_H_50ov,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_19,OIDNS_150_299_H_20_29,OIDNS_150_299_H_30_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40_44,OIDNS_150_299_H_45_49,OIDNS_150_299_H_50ov,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_19,OIDNS_300_399_H_20_29,OIDNS_300_399_H_30_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40_44,OIDNS_300_399_H_45_49,OIDNS_300_399_H_50ov,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot
307021182,4,22,0,0,0,0,0,0,0,27,0,13,0,5,0,0,0,0,0,19,0,10,8,0,0,0,0,0,0,20,0,8,4,0,0,0,0,0,0,14,0,6,14,7,3,0,0,3,0,30,0,4,14,8,10,11,3,10,5,59,0,0,11,10,29,17,3,9,0,80,0,3,0,5,26,20,7,10,3,75,0,0,0,0,8,10,4,10,4,29,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,4,4,0,0,3,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,69,49,29,83,61,24,49,11,387,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307021183,0,62,0,0,0,5,0,0,0,73,4,41,3,0,0,0,0,0,0,48,3,36,6,3,3,0,0,0,0,52,7,28,14,0,4,3,0,4,0,57,5,28,27,13,17,4,0,9,0,107,13,11,19,17,33,15,3,10,3,131,9,7,6,21,67,33,17,19,9,187,3,9,4,14,43,40,17,47,3,177,7,0,5,8,9,11,13,29,0,70,0,3,0,0,5,5,3,16,3,41,4,0,0,0,6,0,4,10,0,17,0,0,0,0,0,3,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,13,51,231,91,78,187,126,60,152,18,1008,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
307031184,0,15,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,10,0,4,0,0,0,0,0,0,0,15,0,10,5,0,0,0,0,0,0,16,0,3,8,0,0,0,0,7,0,26,0,3,3,0,5,9,0,3,0,31,0,0,4,0,11,10,4,0,0,27,0,0,0,0,6,12,0,9,0,30,0,0,0,0,0,3,4,3,0,10,0,0,0,0,4,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,47,20,9,35,38,18,34,5,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307031185,0,3,0,0,0,0,0,3,0,4,0,11,3,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,8,0,5,5,3,4,0,0,0,0,25,0,5,14,0,3,4,0,0,3,32,0,0,3,7,11,7,4,0,0,33,0,5,3,7,4,15,4,3,0,35,0,0,3,0,0,7,3,11,0,29,0,0,5,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,7,7,41,32,20,30,40,7,31,5,217,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
307031186,0,11,0,0,0,0,0,0,0,17,0,14,4,4,0,0,0,0,0,20,0,4,0,5,0,0,0,3,0,10,0,8,3,0,0,0,0,0,0,9,0,4,10,6,0,0,0,0,0,19,4,0,7,3,15,6,3,5,3,36,0,0,5,5,18,9,6,6,0,41,0,0,0,0,6,13,3,6,0,32,0,0,3,0,0,5,0,4,0,14,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,52,28,15,45,31,11,25,5,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307031187,0,21,0,0,0,0,0,0,0,26,4,21,0,0,0,0,0,0,0,21,0,16,6,0,0,0,0,0,0,24,8,13,10,3,0,0,0,0,4,30,0,8,15,3,7,0,0,0,0,34,3,3,5,10,7,4,0,0,0,39,0,6,4,14,7,12,0,8,0,46,0,0,7,4,16,4,0,0,0,37,0,5,6,0,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,23,87,52,34,45,21,8,11,7,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307031188,3,15,0,0,0,0,0,0,0,24,5,4,7,0,0,0,0,4,0,21,0,12,4,0,0,0,0,0,0,27,0,11,9,6,18,0,0,0,0,44,3,17,16,14,25,10,6,4,0,84,0,12,15,13,32,15,0,4,0,92,3,6,11,11,32,38,8,9,0,123,4,0,0,5,8,13,7,8,0,50,0,0,0,0,0,3,0,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,17,95,69,47,117,84,23,39,5,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
307031189,8,66,7,0,0,0,0,0,0,85,7,35,7,0,0,3,0,0,0,51,0,41,12,0,3,0,0,0,0,61,0,32,24,11,8,0,0,0,0,80,4,38,26,22,13,13,0,0,0,118,4,18,23,41,48,32,9,9,3,184,5,16,14,33,99,56,11,9,4,248,4,8,16,25,59,55,11,16,4,197,6,0,0,9,20,21,15,10,3,82,0,0,0,6,10,16,0,9,0,35,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,6,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,12,42,260,131,157,262,200,48,64,25,1190,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
308011190,4,34,4,0,0,0,0,0,4,35,0,22,11,0,0,0,0,0,0,30,0,12,3,4,6,0,0,4,3,29,0,9,9,5,3,5,0,0,6,34,4,9,19,9,5,5,0,5,0,48,3,9,14,11,10,12,0,8,0,63,7,4,4,15,15,21,3,17,4,88,6,6,3,0,7,20,7,54,0,105,4,3,0,0,7,9,6,16,0,51,4,0,0,0,3,4,0,19,0,33,5,0,0,0,0,0,0,9,0,16,3,0,0,0,3,9,4,34,0,64,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,4,7,42,106,73,36,67,77,29,183,18,632,4,0,0,0,0,0,0,0,3,7,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
308011191,3,15,0,4,0,0,0,3,0,26,3,13,0,0,0,0,0,0,0,24,3,11,8,0,0,0,0,5,0,26,0,21,7,3,4,0,0,10,0,36,5,11,5,12,3,3,7,15,0,58,6,3,4,6,4,10,4,15,5,57,6,0,0,5,10,15,8,31,0,84,5,6,4,3,13,22,15,64,3,130,0,6,0,3,6,10,8,42,0,83,4,3,0,0,0,3,4,32,3,54,6,3,4,0,4,3,4,16,0,37,4,0,0,0,0,0,0,19,0,33,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,4,3,4,21,40,90,50,41,56,80,59,261,20,690,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0
308011192,0,61,0,0,0,0,0,0,0,62,0,32,8,0,4,0,0,0,0,44,6,24,8,0,0,0,0,0,0,47,6,20,20,7,0,4,0,0,0,58,7,31,32,8,7,0,0,0,3,86,4,12,22,20,16,3,0,6,0,85,0,4,9,15,31,17,3,12,0,97,0,0,5,3,23,18,4,19,7,83,0,0,3,0,4,9,3,13,3,37,0,0,0,4,4,8,3,7,0,28,0,0,0,0,4,0,0,4,0,15,0,4,0,0,0,4,0,11,0,19,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,29,186,115,62,101,76,20,75,18,674,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4
308031205,3,55,0,0,0,0,0,0,0,57,0,30,11,0,0,0,0,0,0,40,0,16,4,4,0,0,0,0,0,25,0,13,18,0,6,4,0,0,0,40,0,13,24,10,6,0,0,0,4,64,0,8,16,15,22,4,3,0,0,69,0,4,5,13,17,7,0,4,0,54,0,0,3,3,15,9,0,5,0,33,0,0,0,0,0,6,0,5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,10,150,87,44,67,34,6,17,7,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
308031206,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,3,0,0,0,12,0,0,0,0,9,0,8,0,0,18,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,14,4,9,13,7,24,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031207,0,6,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,10,0,4,9,0,0,0,0,0,0,8,0,0,4,0,0,3,0,0,0,19,0,0,6,8,0,0,0,5,0,25,0,0,0,3,0,0,0,3,0,6,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,22,14,7,3,0,12,6,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031208,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,5,0,0,5,3,0,0,0,0,0,7,0,0,3,5,6,0,0,0,0,12,0,0,0,10,4,3,0,0,0,16,0,0,0,0,7,0,4,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,14,19,15,9,4,0,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,3,9,4,11,0,8,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031210,0,27,0,0,0,0,0,0,0,29,0,23,4,0,0,0,0,0,0,31,3,13,7,0,0,0,0,0,0,26,0,10,12,0,3,3,0,0,0,29,0,6,7,0,0,0,3,0,0,29,0,0,4,6,8,10,4,0,0,34,3,0,6,4,25,6,0,7,0,54,0,0,0,5,15,5,0,7,0,31,3,3,3,0,6,0,6,4,0,25,4,0,0,0,8,0,0,7,0,17,0,0,0,0,5,3,0,0,0,9,0,0,0,0,3,0,0,7,0,17,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,14,95,48,21,70,30,12,38,9,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
308031211,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,5,0,6,3,6,4,0,0,0,0,16,3,13,3,4,41,10,0,0,0,74,0,15,4,0,124,16,3,6,0,172,7,5,6,5,95,22,3,3,0,135,0,4,0,0,16,0,5,0,0,28,0,0,0,0,5,4,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,13,54,13,8,296,51,9,21,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
308031212,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,3,0,6,3,0,5,0,0,0,0,12,0,0,0,3,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,9,12,7,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031213,0,27,0,0,0,0,0,0,0,36,0,15,3,0,0,0,0,0,0,24,0,17,4,0,0,0,0,0,0,15,0,12,6,0,0,3,0,0,0,20,3,0,9,4,4,0,0,0,4,29,0,6,8,5,10,3,0,0,0,30,0,0,6,4,4,4,0,3,0,29,5,0,0,6,8,8,0,6,0,26,0,0,0,3,6,5,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,90,40,20,33,21,4,15,5,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031214,0,25,0,0,0,0,0,0,5,29,0,15,0,0,0,3,0,0,0,19,0,5,9,0,3,0,0,4,0,26,0,12,10,0,0,0,0,0,0,23,0,8,21,6,6,4,0,0,0,46,0,5,14,12,30,3,0,0,0,62,0,0,4,5,14,12,4,5,0,48,0,3,0,0,14,11,3,6,0,43,3,0,0,0,6,3,3,9,0,29,0,0,0,0,5,4,0,6,0,16,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,78,62,30,75,43,10,42,11,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0
308031215,3,17,3,0,0,0,0,0,0,22,4,16,3,0,0,0,0,0,0,25,0,9,3,0,0,0,0,0,0,18,4,14,11,0,0,4,0,0,3,32,4,13,16,10,16,5,0,0,4,56,3,6,16,14,34,15,0,8,6,95,5,5,8,19,46,36,8,13,3,145,4,3,5,8,29,25,8,15,0,104,0,0,3,0,14,5,9,11,0,43,0,0,0,0,13,5,0,6,0,29,0,0,0,0,3,3,5,10,0,16,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,28,93,65,49,153,107,28,69,13,621,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
308031216,0,7,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,10,0,3,0,0,0,0,0,17,0,4,3,3,3,0,0,0,0,25,3,0,3,3,14,8,0,0,0,33,0,3,3,4,3,7,0,0,0,22,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,14,11,24,19,6,3,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031217,0,45,5,0,0,0,0,0,4,53,0,39,9,0,0,0,0,0,0,57,0,41,10,0,0,0,0,0,3,62,3,34,23,10,5,0,0,0,0,82,3,31,43,22,6,9,0,0,0,121,6,14,20,20,32,12,0,5,3,108,7,0,8,6,35,27,0,0,0,92,3,4,6,6,37,19,8,10,0,87,6,4,4,4,10,14,3,5,0,45,9,0,0,0,7,9,5,6,0,33,0,0,0,0,7,8,0,8,0,19,0,0,0,0,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,5,0,0,8,18,44,223,126,77,153,98,18,51,23,808,3,0,0,0,0,0,0,0,9,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,4,0,0,0,0,0,4,8
308031218,0,3,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,11,5,6,5,3,17,3,3,0,0,42,0,3,9,0,79,26,3,3,0,130,0,3,0,0,66,9,10,10,0,101,0,6,0,0,13,8,3,7,0,34,0,0,0,0,4,4,0,0,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,34,22,9,183,48,18,25,4,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031219,0,5,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,10,3,7,4,0,0,0,0,3,0,19,0,3,0,0,4,0,0,0,0,12,0,4,9,0,4,0,0,0,0,26,0,0,0,0,6,12,0,0,0,22,3,0,0,7,27,8,4,6,0,51,0,0,0,0,0,5,0,12,0,24,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,22,11,47,30,8,33,11,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
308031220,0,7,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,8,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,11,0,4,3,0,5,5,3,6,0,21,0,0,5,0,9,7,0,5,0,34,0,0,0,0,5,12,0,6,0,20,0,0,0,0,0,0,0,4,0,6,3,0,0,0,4,4,0,6,0,19,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,19,4,30,40,9,24,5,163,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
