POW_SA2_CODE_2021,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000_3499_A_15_19,TaTW_3000_3499_A_20_24,TaTW_3000_3499_A_25_34,TaTW_3000_3499_A_35_44,TaTW_3000_3499_A_45_54,TaTW_3000_3499_A_55_64,TaTW_3000_3499_A_65_74,TaTW_3000_3499_A_75ov,TaTW_3000_3499_Tot,TaTW_3500mo_A_15_19,TaTW_3500mo_A_20_24,TaTW_3500mo_A_25_34,TaTW_3500mo_A_35_44,TaTW_3500mo_A_45_54,TaTW_3500mo_A_55_64,TaTW_3500mo_A_65_74,TaTW_3500mo_A_75ov,TaTW_3500mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000_3499_A_15_19,CoPSW_3000_3499_A_20_24,CoPSW_3000_3499_A_25_34,CoPSW_3000_3499_A_35_44,CoPSW_3000_3499_A_45_54,CoPSW_3000_3499_A_55_64,CoPSW_3000_3499_A_65_74,CoPSW_3000_3499_A_75ov,CoPSW_3000_3499_Tot,CoPSW_3500mo_A_15_19,CoPSW_3500mo_A_20_24,CoPSW_3500mo_A_25_34,CoPSW_3500mo_A_35_44,CoPSW_3500mo_A_45_54,CoPSW_3500mo_A_55_64,CoPSW_3500mo_A_65_74,CoPSW_3500mo_A_75ov,CoPSW_3500mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64
119021574,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,15,5,6,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,6,4,6,5,0,0,0,16,0,5,5,0,5,4,0,0,20,0,0,0,6,7,0,0,0,14,0,0,0,6,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119021659,4,0,0,0,12,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,28,35,35,7,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,9,4,0,0,18,0,0,4,5,7,4,0,0,25,0,4,0,4,17,7,0,0,38,0,0,4,4,22,25,3,0,59,0,3,11,11,37,8,8,0,71,0,4,13,10,24,12,3,0,66,0,3,15,12,14,12,0,0,58,0,12,9,13,4,13,0,0,46,0,6,24,12,8,8,0,0,55,0,0,15,14,9,0,0,0,37,0,0,13,13,9,0,0,0,47,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119021660,0,0,0,0,4,0,0,0,3,4,0,3,0,9,0,0,4,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,60,50,48,5,0,208,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,5,3,0,0,0,0,0,17,0,7,0,5,3,7,0,0,22,0,7,9,3,4,14,0,0,32,0,7,5,0,13,7,0,0,35,0,17,11,3,10,7,0,0,47,0,8,16,15,15,12,0,0,62,0,3,8,13,16,13,0,0,59,0,0,0,12,3,8,4,0,25,0,0,5,0,5,9,0,0,16,0,0,0,5,3,0,0,0,6,0,0,0,5,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119021661,10,0,0,0,43,0,0,4,5,4,3,0,0,22,0,3,9,13,9,4,0,0,31,0,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,12,48,75,84,67,45,14,0,351,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,14,3,3,4,0,0,0,0,0,16,0,0,3,0,3,0,0,0,8,0,3,4,0,4,4,0,0,17,0,3,9,4,4,0,0,0,30,0,17,11,12,11,3,0,0,47,0,12,21,6,10,4,0,0,57,0,9,19,11,5,9,0,0,48,0,0,5,6,10,3,0,0,18,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119021662,4,3,0,0,23,0,0,3,4,3,0,0,0,10,0,0,0,3,0,3,0,0,10,0,0,0,5,0,0,0,0,8,0,0,4,0,0,4,0,0,3,0,0,0,4,0,0,0,0,4,17,28,63,55,59,44,15,3,295,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,7,3,0,3,4,4,0,0,23,0,3,4,3,0,0,0,0,17,5,0,3,0,3,0,0,0,16,0,5,10,9,12,7,4,0,48,0,6,13,9,9,12,3,0,50,0,11,13,7,13,3,0,0,54,0,6,10,5,14,12,3,0,53,0,0,5,0,6,6,0,0,20,0,0,3,0,7,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
119021663,26,18,0,0,128,0,4,16,17,20,4,3,0,70,0,0,23,31,30,9,3,0,92,0,0,0,5,4,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,35,96,203,182,158,91,24,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,6,0,0,5,0,3,0,0,0,14,0,5,0,4,4,6,0,0,25,0,10,4,0,3,7,0,0,28,0,4,5,7,9,6,0,0,29,0,3,11,6,12,9,6,0,44,0,0,0,3,5,6,0,0,20,0,0,3,3,3,0,0,0,12,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119031370,0,3,4,0,16,0,0,0,0,3,5,0,0,4,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,35,45,42,48,5,0,196,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,4,0,4,0,5,0,5,0,0,20,0,0,0,3,3,0,4,0,17,0,14,10,10,4,12,0,0,47,0,5,12,3,14,7,0,0,44,0,3,20,15,13,8,0,0,64,0,9,9,11,9,10,3,0,43,0,0,3,7,3,0,3,0,21,0,0,4,6,0,5,0,0,12,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
119031371,9,9,0,0,37,0,0,7,9,8,9,0,0,35,0,0,18,23,20,6,8,0,64,0,0,0,3,0,0,0,0,5,0,0,0,6,4,6,0,0,11,0,0,0,0,0,0,0,0,3,11,18,78,68,61,51,15,3,305,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,6,4,0,0,0,0,0,0,11,0,12,0,0,0,0,3,0,22,7,4,3,4,0,3,0,0,25,4,7,3,7,3,6,0,0,31,0,5,8,0,6,3,0,0,24,0,14,5,4,0,9,0,0,36,0,5,6,10,6,10,0,0,36,0,0,3,0,6,0,0,0,11,0,0,0,0,0,6,0,0,10,0,0,0,0,5,4,0,0,7,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119031372,25,13,4,0,131,0,0,20,25,18,15,3,4,87,0,0,22,37,23,12,3,0,104,0,0,0,4,3,4,0,0,16,0,0,0,5,3,5,0,0,18,0,0,4,0,0,0,0,0,13,95,124,275,247,200,195,55,4,1199,5,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,17,5,9,4,0,0,0,0,0,15,10,10,6,4,4,7,0,4,37,4,12,7,6,9,3,0,0,34,0,15,8,13,12,17,3,0,70,0,18,23,18,11,14,4,0,82,3,22,25,25,12,13,0,0,103,0,14,30,14,13,11,0,0,75,0,3,11,5,12,9,0,0,37,0,3,6,0,8,3,0,0,22,0,0,0,0,5,0,0,0,13,0,0,0,4,6,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
119031373,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,21,33,27,21,14,0,123,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,11,8,3,0,0,3,0,0,0,20,7,0,0,4,4,0,3,0,22,4,3,0,0,4,13,0,0,30,6,5,9,3,5,6,0,0,31,3,9,12,3,7,4,0,0,39,0,8,12,9,5,10,3,0,45,0,8,11,3,5,7,0,0,31,0,0,6,3,3,3,0,0,10,0,0,0,6,0,0,3,0,14,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119031374,15,10,0,0,41,0,0,9,7,9,3,0,0,34,0,0,4,7,8,0,3,0,28,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,0,0,3,20,49,82,74,79,62,19,4,389,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,8,16,4,0,0,3,6,0,0,24,3,8,7,0,0,5,5,0,36,0,6,8,6,12,5,4,0,39,0,15,19,0,13,7,3,0,57,3,7,23,19,13,16,3,0,82,0,6,42,15,16,8,4,0,96,0,7,35,16,15,15,3,0,85,0,3,16,9,5,7,0,0,46,0,0,12,16,12,3,0,0,43,0,0,13,16,6,0,0,0,44,0,0,14,41,36,14,0,0,103,0,0,0,4,3,0,0,0,10,0,0,7,0,3,0,0,0,8,0,0,0,0,0,0
119031664,9,0,0,0,27,0,0,3,6,3,0,0,0,18,0,0,0,7,6,0,0,0,28,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,12,43,101,88,99,85,11,0,436,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,20,0,5,3,3,0,3,0,0,22,4,17,13,9,6,11,0,0,47,9,7,15,12,14,11,0,0,63,6,28,25,10,12,23,7,0,102,0,19,25,11,20,20,4,0,104,0,14,32,18,14,14,0,0,97,0,11,29,24,18,8,3,0,95,0,3,14,14,12,5,0,0,58,0,0,12,12,8,8,0,0,44,0,0,7,3,10,5,0,0,22,0,0,3,5,4,0,0,0,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
119031665,0,0,0,0,10,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,28,29,29,29,7,5,146,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,8,0,5,0,0,3,5,0,0,9,0,7,0,7,0,4,0,0,20,0,3,4,8,4,0,0,0,25,0,4,7,9,17,10,0,0,46,0,4,13,12,5,16,3,0,52,0,6,11,6,11,12,0,0,46,0,0,3,0,9,5,0,0,14,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119031666,4,3,0,0,16,0,0,0,5,8,0,0,0,14,0,0,3,5,5,0,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,47,42,39,42,6,3,222,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,7,8,8,5,0,3,4,0,0,25,6,8,3,6,0,0,0,0,21,8,10,0,5,0,3,4,0,27,6,11,7,3,7,5,6,0,45,0,12,14,14,14,11,4,0,67,0,8,18,18,10,8,0,0,59,0,0,9,15,11,11,3,0,51,0,0,6,5,8,7,0,0,28,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119031667,5,4,0,0,17,0,0,0,0,3,0,0,0,13,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,23,38,22,7,0,126,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,11,14,8,0,0,0,0,0,0,21,0,5,5,0,0,0,0,0,13,5,3,5,0,5,3,0,0,21,0,11,8,5,10,3,0,0,33,4,0,6,7,10,10,4,0,34,0,0,12,3,11,4,0,0,39,0,4,6,0,7,3,0,0,26,0,0,5,3,7,0,0,0,17,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119041377,6,9,3,0,27,0,4,0,5,0,0,0,0,8,0,0,0,11,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,15,24,48,48,41,35,11,0,226,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,10,0,7,3,0,4,0,0,0,14,3,6,6,5,0,0,0,0,18,0,7,8,4,6,5,0,0,33,0,5,11,8,14,6,3,0,35,0,5,4,11,14,6,0,0,48,0,4,9,13,9,3,3,0,38,0,0,5,5,0,0,0,0,13,0,0,0,0,0,6,0,0,9,0,0,0,5,0,4,0,0,10,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119041378,15,11,0,0,63,0,0,6,17,12,13,0,0,49,0,0,18,25,20,12,3,0,87,0,0,0,10,5,0,0,0,17,0,0,5,3,4,0,0,0,15,0,0,0,3,0,4,0,0,13,30,75,168,163,138,132,30,4,735,0,0,0,3,0,0,0,0,9,10,0,4,0,4,0,0,0,19,15,15,11,0,0,0,0,0,40,8,20,3,7,0,8,0,0,46,4,28,8,10,3,5,0,0,67,9,30,24,19,15,11,7,0,112,6,27,34,24,21,24,7,0,138,4,32,47,29,49,38,5,0,206,0,36,71,34,46,37,13,0,233,0,21,40,23,21,17,3,0,127,0,12,36,21,16,15,0,0,99,0,5,27,21,17,6,4,0,73,0,4,30,45,22,11,3,0,111,0,0,0,3,8,3,0,0,10,0,0,0,0,3,0,0,0,4,0,3,0,0,0,5
119041379,12,6,3,0,43,0,0,3,3,11,3,0,0,26,0,0,0,6,9,9,0,0,20,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,39,92,73,86,69,25,0,406,0,0,5,0,0,0,0,0,4,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,7,3,3,3,3,5,0,0,29,0,7,3,4,4,4,3,0,26,5,12,7,3,10,3,5,4,48,0,21,7,9,7,7,0,0,55,0,11,11,11,18,12,3,0,72,0,8,7,14,20,11,0,0,60,0,0,12,4,3,0,0,0,20,0,0,0,3,5,5,0,0,14,0,0,6,0,0,4,0,0,12,0,0,3,0,3,4,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
119041380,3,11,0,0,33,0,0,4,4,3,4,0,0,20,0,0,4,10,5,9,0,0,27,0,0,0,6,7,4,0,0,7,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,22,64,69,45,45,11,0,264,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,6,5,0,0,0,0,0,0,0,10,7,3,3,0,3,0,0,0,19,5,4,0,4,0,0,0,0,22,6,11,12,9,6,3,0,0,49,0,14,21,10,6,7,6,0,63,0,15,19,13,13,6,0,0,61,0,11,12,12,17,3,0,0,62,0,0,3,6,6,3,0,0,16,0,3,4,0,4,0,0,0,11,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119041381,16,7,4,0,60,0,0,15,11,8,9,0,0,40,0,0,25,20,11,6,0,0,72,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,6,0,0,0,3,0,0,0,0,3,20,84,166,135,118,82,20,3,633,0,0,3,0,3,0,0,0,10,3,0,0,3,0,0,0,0,11,3,3,0,0,5,4,0,0,14,7,3,6,3,10,4,6,0,30,0,3,9,3,5,5,0,4,27,3,12,10,14,7,12,4,0,62,3,15,22,17,18,9,0,0,85,0,12,29,19,14,9,10,0,96,0,14,25,20,23,19,3,0,98,0,0,12,14,6,0,7,0,43,0,4,3,7,4,3,0,0,25,0,3,0,0,0,0,0,0,6,0,0,5,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
119041382,3,7,0,0,22,0,0,3,6,6,5,0,0,20,0,0,8,0,6,3,0,0,26,0,0,0,7,0,0,0,0,3,0,0,0,4,0,0,0,0,6,0,3,0,3,0,0,0,0,10,21,41,88,60,62,41,16,0,320,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,11,9,4,0,0,0,0,0,0,21,15,6,0,3,3,3,0,0,31,6,6,9,3,7,6,0,0,32,12,13,13,11,3,4,0,0,49,5,15,13,7,18,4,0,0,60,0,7,18,12,8,3,5,0,52,0,7,13,5,10,5,0,0,38,0,0,8,5,3,4,0,0,25,0,0,3,0,9,0,0,0,16,0,0,5,4,0,0,4,0,14,0,0,6,3,3,0,0,0,16,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119041668,9,6,3,0,50,0,0,16,3,0,7,0,0,28,0,0,13,7,10,6,0,0,28,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,3,0,0,3,0,0,5,14,50,109,82,70,59,8,0,397,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,5,3,0,3,5,3,0,13,3,0,4,0,4,0,0,0,17,5,3,0,3,3,0,0,0,22,0,4,16,9,5,7,3,0,51,0,4,12,14,4,3,0,0,41,0,7,17,6,5,7,4,0,50,0,7,17,14,16,9,4,0,65,0,0,10,0,0,0,0,0,19,0,0,0,3,5,0,0,0,12,0,0,9,6,6,7,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119041669,9,7,4,0,26,0,0,0,5,0,0,0,0,11,0,0,0,5,0,7,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,11,16,52,44,44,34,12,0,201,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,13,4,0,3,0,0,0,0,0,7,5,0,6,0,0,0,0,0,15,3,7,4,5,5,3,0,0,25,4,13,15,12,8,3,0,0,58,0,11,25,15,7,9,5,0,79,5,16,38,15,14,10,4,0,98,0,9,21,3,8,8,0,0,50,0,6,9,6,5,3,0,0,26,0,0,3,3,0,5,6,0,19,0,0,0,0,3,0,0,0,9,0,0,0,4,7,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119041670,0,0,0,0,11,0,0,5,0,4,5,0,0,7,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,51,36,32,30,7,0,174,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,8,0,0,0,3,3,0,0,0,5,0,3,13,9,0,4,0,0,23,0,11,11,4,0,0,0,0,26,5,12,23,13,8,5,0,0,63,0,17,25,10,10,9,0,0,80,0,8,16,6,4,9,4,0,47,0,0,5,4,4,0,0,0,13,0,0,0,3,0,0,0,0,6,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
119041671,0,4,0,0,12,0,0,0,6,3,0,0,0,11,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,22,57,41,29,30,9,0,189,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,4,0,0,0,0,9,0,3,0,0,7,0,0,0,6,0,0,8,0,0,5,0,0,14,3,7,8,5,0,0,0,0,20,0,0,4,3,0,0,0,0,18,0,0,10,6,0,0,0,0,18,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120011383,11,8,13,0,51,0,4,9,12,6,3,0,0,32,0,0,17,13,11,7,0,0,54,0,0,6,3,3,5,0,0,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,22,64,148,112,89,75,23,7,540,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,16,4,11,5,6,0,0,0,0,31,4,8,3,4,4,0,0,0,31,11,11,8,10,9,4,0,0,49,7,15,12,6,9,10,0,0,65,3,18,23,22,18,10,3,0,91,0,11,35,12,18,14,4,0,97,0,14,13,14,20,11,0,0,71,0,0,12,9,10,6,3,0,39,0,0,3,4,4,3,0,0,20,0,0,6,0,6,3,0,0,10,0,0,0,6,6,0,0,0,13,0,0,0,0,0,0,5,0,8,0,5,3,0,0,0,0,0,16,0,0,3,0,0,0
