POW_SA2_CODE_2021,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_19,CoPSW_1250_1499_H_20_29,CoPSW_1250_1499_H_30_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40_44,CoPSW_1250_1499_H_45_49,CoPSW_1250_1499_H_50ov,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_19,CoPSW_1500_1749_H_20_29,CoPSW_1500_1749_H_30_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40_44,CoPSW_1500_1749_H_45_49,CoPSW_1500_1749_H_50ov,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_19,CoPSW_1750_1999_H_20_29,CoPSW_1750_1999_H_30_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40_44,CoPSW_1750_1999_H_45_49,CoPSW_1750_1999_H_50ov,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_19,CoPSW_2000_2999_H_20_29,CoPSW_2000_2999_H_30_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40_44,CoPSW_2000_2999_H_45_49,CoPSW_2000_2999_H_50ov,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000_3499_H_0,CoPSW_3000_3499_H_1_19,CoPSW_3000_3499_H_20_29,CoPSW_3000_3499_H_30_34,CoPSW_3000_3499_H_35_39,CoPSW_3000_3499_H_40_44,CoPSW_3000_3499_H_45_49,CoPSW_3000_3499_H_50ov,CoPSW_3000_3499_H_NS,CoPSW_3000_3499_H_Tot,CoPSW_3500mo_H_0,CoPSW_3500mo_H_1_19,CoPSW_3500mo_H_20_29,CoPSW_3500mo_H_30_34,CoPSW_3500mo_H_35_39,CoPSW_3500mo_H_40_44,CoPSW_3500mo_H_45_49,CoPSW_3500mo_H_50ov,CoPSW_3500mo_H_NS,CoPSW_3500mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_19,CoPSW_PINS_H_20_29,CoPSW_PINS_H_30_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40_44,CoPSW_PINS_H_45_49,CoPSW_PINS_H_50ov,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_19,CoPSW_Tot_H_20_29,CoPSW_Tot_H_30_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40_44,CoPSW_Tot_H_45_49,CoPSW_Tot_H_50ov,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_19,ClAW_NNI_H_20_29,ClAW_NNI_H_30_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40_44,ClAW_NNI_H_45_49,ClAW_NNI_H_50ov,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_19,ClAW_1_149_H_20_29,ClAW_1_149_H_30_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40_44,ClAW_1_149_H_45_49,ClAW_1_149_H_50ov,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_19,ClAW_150_299_H_20_29,ClAW_150_299_H_30_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40_44,ClAW_150_299_H_45_49,ClAW_150_299_H_50ov,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_19,ClAW_300_399_H_20_29,ClAW_300_399_H_30_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40_44,ClAW_300_399_H_45_49,ClAW_300_399_H_50ov,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_19,ClAW_400_499_H_20_29,ClAW_400_499_H_30_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40_44,ClAW_400_499_H_45_49,ClAW_400_499_H_50ov,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_19,ClAW_500_649_H_20_29,ClAW_500_649_H_30_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40_44,ClAW_500_649_H_45_49,ClAW_500_649_H_50ov,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_19,ClAW_650_799_H_20_29,ClAW_650_799_H_30_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40_44,ClAW_650_799_H_45_49,ClAW_650_799_H_50ov,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_19,ClAW_800_999_H_20_29,ClAW_800_999_H_30_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40_44,ClAW_800_999_H_45_49,ClAW_800_999_H_50ov,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_19,ClAW_1000_1249_H_20_29,ClAW_1000_1249_H_30_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40_44,ClAW_1000_1249_H_45_49,ClAW_1000_1249_H_50ov,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_19,ClAW_1250_1499_H_20_29,ClAW_1250_1499_H_30_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40_44,ClAW_1250_1499_H_45_49,ClAW_1250_1499_H_50ov,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_19,ClAW_1500_1749_H_20_29,ClAW_1500_1749_H_30_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40_44,ClAW_1500_1749_H_45_49,ClAW_1500_1749_H_50ov,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_19,ClAW_1750_1999_H_20_29,ClAW_1750_1999_H_30_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40_44,ClAW_1750_1999_H_45_49,ClAW_1750_1999_H_50ov,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot
307011176,7,0,0,3,11,9,0,6,0,34,0,4,5,5,6,12,0,5,0,30,0,0,0,4,4,5,4,0,0,19,10,0,5,0,0,12,4,14,0,38,4,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,28,68,81,60,77,62,24,40,7,443,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,5,0,3,0,0,0,0,0,9,3,8,5,0,0,5,0,0,0,16,0,10,10,4,4,3,0,0,0,39,3,4,24,17,21,8,0,0,0,79,3,0,16,15,34,23,3,11,0,104,7,6,9,6,39,42,8,5,0,118,4,4,3,4,30,27,3,8,0,83,5,3,3,0,20,11,7,9,4,56,0,0,0,0,9,8,3,4,4,31
307011177,0,0,3,0,0,3,0,0,0,13,0,0,0,3,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,28,28,33,22,8,20,0,172,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,6,0,4,3,0,3,0,0,0,0,12,0,5,4,0,3,4,0,0,0,23,0,4,0,5,9,6,0,3,0,25,3,0,0,0,5,7,0,6,0,30,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,4,0,0,0,13,0,0,0,0,3,0,0,0,0,11
307011178,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,21,21,18,12,3,15,0,121,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,4,5,3,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,11,0,5,0,3,0,4,0,0,0,14,0,0,5,0,4,0,0,0,0,14,0,0,0,6,0,8,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
307021179,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,54,53,38,36,29,9,17,4,255,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,9,0,6,4,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,13,0,3,3,3,3,0,0,0,0,16,0,7,11,4,0,0,0,4,0,25,0,4,3,5,8,0,0,3,0,21,3,0,0,5,10,8,3,3,0,33,0,0,0,0,3,3,0,0,0,21,0,4,3,0,0,6,0,0,0,13,0,0,0,0,0,0,0,3,0,3
307021180,0,0,0,5,12,9,6,9,0,46,0,0,0,0,4,17,3,5,0,36,0,0,0,0,4,11,4,8,0,28,0,0,0,0,9,19,0,3,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,51,47,42,68,73,37,35,4,375,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,8,0,3,4,4,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,11,0,10,9,3,4,0,0,0,0,23,0,5,16,0,13,0,0,0,0,38,0,6,3,8,21,8,0,4,0,47,0,3,3,3,25,18,4,9,0,65,6,5,0,3,13,10,3,11,0,42,0,0,0,0,9,5,6,4,0,19,0,0,3,0,3,4,3,0,0,17
307021181,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,13,22,20,13,3,6,4,99,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,8,0,5,5,4,0,0,0,0,0,12,0,0,5,4,0,0,0,0,0,13,0,0,3,3,4,4,0,0,0,16,0,0,0,5,6,10,0,0,0,24,0,0,7,6,7,4,0,5,0,18,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,3
307021182,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,4,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,54,43,44,37,18,0,14,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,15,0,4,8,0,0,0,0,0,0,16,0,7,8,0,0,4,0,0,0,16,0,13,10,0,0,0,0,0,0,26,0,10,9,5,3,3,0,0,0,31,0,10,4,8,12,6,0,0,0,36,0,0,6,4,6,17,3,0,0,40,0,0,0,4,4,0,0,3,0,20,0,0,0,0,4,5,0,0,0,15,0,5,0,0,4,0,0,0,0,8
307021183,0,0,0,9,17,9,8,5,0,50,0,0,6,0,4,14,0,8,0,38,4,0,0,0,5,0,0,5,0,13,6,0,0,0,4,14,3,14,0,43,0,0,0,0,0,6,0,6,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,7,53,148,165,94,130,99,23,67,11,784,0,3,0,0,0,0,0,0,0,10,0,12,3,0,0,0,0,0,0,15,0,12,0,3,0,0,0,0,0,23,0,21,10,0,0,0,0,0,0,34,3,14,20,5,3,0,0,0,0,48,3,16,28,10,14,4,0,0,0,80,5,16,35,19,21,8,0,0,0,104,5,7,13,24,63,26,9,7,0,157,6,3,18,14,61,52,8,10,0,175,10,3,3,6,41,33,5,10,0,118,8,0,4,4,17,22,3,13,0,74,0,0,3,0,7,8,5,9,0,39
307031184,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,31,25,22,10,6,3,4,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,0,3,5,0,0,0,0,0,0,10,0,4,0,0,0,4,0,0,0,8,0,0,0,3,0,0,0,0,0,11,0,5,0,0,3,0,0,7,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4
307031185,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,26,16,18,7,0,4,0,102,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,8,0,6,0,0,0,0,13,0,0,8,3,3,0,0,0,0,24,0,4,0,0,6,5,0,0,0,17,0,0,4,0,0,6,0,5,0,15,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
307031186,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,29,22,11,10,7,7,0,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,5,7,0,3,0,0,0,0,19,0,0,3,5,0,4,0,0,0,15,6,4,3,3,4,0,0,0,0,17,0,0,0,0,0,6,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,3,0,6,0,8,0,0,0,0,0,0,0,0,0,0
307031187,0,0,5,5,8,10,5,4,0,36,0,0,3,5,7,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,9,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,26,99,102,65,69,45,13,27,12,450,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,16,6,0,0,0,0,0,0,15,0,14,4,0,0,0,0,0,0,16,0,13,22,7,0,5,0,0,0,45,3,3,14,11,17,0,0,0,0,47,0,8,15,9,21,3,3,0,0,59,3,4,3,16,27,16,0,0,0,70,0,4,4,3,10,4,0,0,0,28,0,3,0,5,4,0,0,0,0,20,0,0,0,0,0,0,6,3,0,6
307031188,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,45,26,7,18,5,4,3,0,120,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,11,0,4,4,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,8,0,5,3,0,0,0,0,0,0,12,0,0,4,6,9,4,0,5,0,19,0,0,7,0,0,10,0,3,0,21,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
307031189,4,3,6,13,11,18,13,9,0,74,0,3,0,6,11,8,3,5,0,45,0,0,4,3,3,10,3,7,0,31,0,0,3,0,7,11,9,10,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,43,200,198,152,164,93,45,64,16,966,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,19,0,0,0,0,0,0,0,23,4,18,7,0,0,0,0,0,0,36,0,14,8,6,0,0,0,0,0,38,3,17,30,7,12,3,0,0,0,74,4,8,26,23,30,13,3,3,3,113,5,3,21,26,62,21,0,4,0,160,8,4,10,16,76,43,4,12,0,169,6,0,4,3,43,14,5,12,0,88,0,0,7,0,22,14,3,6,0,49,0,0,5,6,7,3,0,3,0,26
308011190,8,0,0,0,6,8,0,6,0,29,0,0,0,0,0,4,0,11,0,14,0,0,0,0,0,4,0,8,0,15,3,0,0,0,0,9,3,17,0,33,0,0,0,0,0,4,0,8,0,10,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,0,0,9,22,45,51,16,32,38,13,70,5,295,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,9,4,0,0,0,0,0,0,13,0,0,7,0,0,0,0,0,0,8,0,5,12,3,4,0,0,0,0,18,0,5,17,7,9,0,0,0,0,37,0,0,4,5,19,9,0,3,0,39,0,0,4,3,11,8,8,14,0,50,0,0,0,0,11,13,4,8,0,38,0,0,0,0,8,10,0,12,0,32,0,0,5,0,3,4,3,10,0,18
308011191,0,0,0,3,0,0,3,5,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,16,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,9,42,37,33,20,22,9,20,6,193,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,9,0,0,3,0,0,0,0,15,0,6,0,0,0,0,0,0,0,12,0,8,6,0,3,3,3,0,0,24,0,0,8,9,0,3,0,5,0,27,0,5,13,8,7,0,0,0,0,44,0,0,4,3,9,12,4,12,0,45,0,0,0,0,13,8,7,8,0,34,3,3,0,0,3,9,0,15,0,37,0,0,0,0,4,3,0,8,0,15
308011192,0,0,8,4,8,13,4,9,0,39,4,4,0,0,6,13,7,9,0,37,0,0,0,0,7,4,3,4,0,17,4,0,0,4,5,3,3,11,0,35,0,0,0,0,0,0,0,3,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,118,137,86,103,86,19,40,14,641,0,4,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,5,0,17,3,0,0,0,0,0,0,21,0,12,3,0,0,0,0,0,0,23,4,19,3,0,6,0,0,0,0,38,4,14,21,6,12,0,0,0,0,60,4,12,29,13,27,12,3,0,0,105,3,9,13,24,41,23,9,8,6,146,0,3,15,7,77,33,4,5,0,146,5,6,4,4,40,31,11,14,0,117,3,0,0,5,16,23,8,8,0,54,0,0,4,5,3,7,4,4,0,25
308031205,3,3,4,6,13,5,0,0,0,36,0,0,0,0,12,3,0,5,0,26,0,0,0,3,4,3,0,0,0,15,0,0,0,4,4,5,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,5,9,35,114,118,80,128,42,8,17,11,553,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,10,0,11,3,0,0,0,0,0,0,20,0,8,4,0,4,0,0,0,0,14,0,8,19,4,9,5,0,0,0,53,0,3,19,7,31,4,3,3,0,70,12,3,13,10,47,11,6,0,0,105,3,3,4,10,46,31,4,4,0,108,4,0,0,3,18,19,10,0,0,68,0,0,0,0,10,3,7,4,0,32,0,0,0,0,8,0,7,10,0,21
308031206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,4,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
308031207,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,46,28,38,19,5,9,0,204,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,7,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,13,0,0,4,3,6,0,0,0,0,9,0,3,0,0,4,0,0,0,0,13,0,0,0,3,6,5,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
308031208,0,0,0,6,3,0,4,4,0,18,0,0,0,0,8,10,0,0,0,22,0,0,0,0,0,5,3,0,0,7,0,0,0,0,5,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,56,48,43,61,34,10,14,4,293,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,3,7,0,0,0,0,0,0,5,0,0,3,4,0,0,0,0,0,7,0,0,6,4,0,0,0,0,0,18,0,4,3,3,9,3,0,0,0,15,0,0,5,0,0,7,0,0,0,13,0,0,4,0,4,0,0,0,0,16,0,7,0,0,4,5,0,3,0,11,0,0,0,0,0,0,0,0,0,6
308031209,0,0,7,4,41,8,13,10,0,80,11,0,0,0,29,5,9,10,0,69,5,0,0,0,13,3,10,8,0,45,4,0,0,0,20,4,9,6,0,39,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,18,16,147,34,61,45,5,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,5,3,5,0,0,0,0,0,11,0,0,3,8,4,0,0,0,0,14,0,3,3,0,17,5,4,0,0,34,0,0,0,3,13,4,0,3,0,22,0,0,0,0,13,0,0,0,0,16,0,0,0,0,9,0,4,0,0,9
308031210,4,0,5,4,8,6,0,0,4,27,0,0,0,0,4,5,0,3,0,13,0,0,0,0,6,4,0,3,0,15,3,0,0,0,4,0,4,3,0,20,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,42,78,37,55,36,11,27,13,322,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,11,0,6,4,0,0,0,0,0,0,9,0,3,3,0,0,0,0,0,0,3,0,6,10,0,0,4,0,0,0,16,0,0,3,9,3,0,0,0,0,22,0,3,3,8,14,7,0,0,0,40,7,4,0,5,19,3,6,3,0,41,0,0,6,0,3,8,0,7,0,18,6,0,0,0,9,0,0,6,0,18,0,0,0,0,0,0,0,0,0,5
308031211,0,0,0,0,3,0,0,0,0,8,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,26,27,19,18,11,0,6,6,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,3,3,5,3,0,0,0,11,0,4,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
308031212,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,15,12,13,9,5,4,8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031213,4,0,0,11,13,20,0,0,0,57,0,0,0,4,8,11,0,3,0,29,0,0,0,0,3,0,5,5,0,14,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,15,59,91,54,109,61,7,31,9,425,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,0,4,3,0,3,0,0,0,0,16,0,6,6,0,5,0,0,0,0,11,4,3,15,7,10,7,0,0,0,40,0,4,8,4,17,7,0,0,0,47,5,3,5,3,26,15,0,4,0,63,4,0,3,0,36,8,0,3,0,56,5,0,6,5,26,3,0,0,0,47,0,0,0,0,10,0,5,0,0,19
